	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0431325206884933	0.0140193934839268	0.0219515458937498	0.00769397912096819	0.00171004902252081	0.0310187215556057	0.0143893417876259	0.0577620811780791	0.00643240244711269	0.067928810947028	0.0397246971446711	0.056992947770913	0.0243129094432758	0.0385279091597863	0.031244348927489	0.00822924269634738	0.044620142480157	0.0364971879152865	0.0566376138883258	0.0468855492984525	0.09761972951889	0.0354827744865839	0.0474705251314477
OM5_C_4A	0.0431325206884933	0	0.0291840183887223	0.022523672916855	0.0360460726950622	0.0421302194493312	0.0158247293699424	0.0299216810321474	0.0148130053979828	0.0381327902924249	0.0249129405378959	0.00345581542559539	0.0144575780319483	0.0197723225118038	0.00601355627921124	0.01255500422157	0.0404491409433651	0.00193551607779709	0.00726404375294565	0.0155612597283271	0.00377517107209633	0.0549733034403454	0.00772178008114391	0.00659444853240493
OM5_C_4D	0.0140193934839268	0.0291840183887223	0	0.00847944031166143	0.00697681170083109	0.0131831648114996	0.0185450637642603	0.00364947802642732	0.0438967833285966	0.00919129476406383	0.0540503223161841	0.0257566903504012	0.0432251985354629	0.0113892926624767	0.0248401655232242	0.0176677488494731	0.0123785930674584	0.030724104356949	0.0227444258477739	0.0426905495759174	0.0329501777692768	0.0839089762023359	0.0215925653591152	0.0338084395376275
OM5_C_4E	0.0219515458937498	0.022523672916855	0.00847944031166143	0	0.0143345797163686	0.0213534083190935	0.016359082894668	0.00771412948774049	0.0373103335423025	0.0161640074113344	0.047309616685505	0.0190838719185149	0.0369434073160059	0.0102570106019071	0.0193353060193035	0.0131718211279262	0.0180117974385393	0.0242688136910639	0.0171642078426656	0.0348598674153303	0.0262668463000204	0.0774212848580353	0.0155441675480262	0.0280057920037303
OM5_C_4F	0.00769397912096819	0.0360460726950622	0.00697681170083109	0.0143345797163686	0	0.00740484051089991	0.0252779971542069	0.00670217274916868	0.0507961508482676	0.00226971741414501	0.0609288014359694	0.0326042577434869	0.0501634157014396	0.0181987892441359	0.03180909390156	0.0246420784862949	0.00610656081611793	0.0376245894440449	0.0297065100936842	0.0491415820952359	0.0398174491476756	0.090825161696235	0.0285133091068363	0.0407739095930592
OM5_C_4H	0.00171004902252081	0.0421302194493312	0.0131831648114996	0.0213534083190935	0.00740484051089991	0	0.02967462389819	0.0139651708311535	0.056693867014053	0.00663646924982094	0.066867930975893	0.0387432396942163	0.0558752412018205	0.0230805981233657	0.0373997398942037	0.0301020388403325	0.00917767707470453	0.0435781012491064	0.0353972489342914	0.0558589134760421	0.0458699463170814	0.0964758186991142	0.0344490564613326	0.0463193734260578
OM5_C_5A	0.0310187215556057	0.0158247293699424	0.0185450637642603	0.016359082894668	0.0252779971542069	0.02967462389819	0	0.0209599784369516	0.0285392891023358	0.0275461505537089	0.0385621999481298	0.0134376938029169	0.0272795274221029	0.00717146953543859	0.00984365867499542	0.00527861125408578	0.0309204337773066	0.0164882858692273	0.00879554413435348	0.0313784486062678	0.0189208699090569	0.0674131062591748	0.00949286734181814	0.0176950543565006
OM5_C_5B	0.0143893417876259	0.0299216810321474	0.00364947802642732	0.00771412948774049	0.00670217274916868	0.0139651708311535	0.0209599784369516	0	0.0447246308083516	0.00845121503745204	0.054795199536457	0.0264671053751529	0.0442301652523379	0.0138316818056019	0.0261427063306981	0.0192681904451447	0.0105783784019328	0.0315883230236435	0.0239873965251485	0.0425683989485696	0.0336901439610125	0.0848291004988649	0.0225971872035996	0.0350347445576639
OM5_C_5D	0.0577620811780791	0.0148130053979828	0.0438967833285966	0.0373103335423025	0.0507961508482676	0.056693867014053	0.0285392891023358	0.0447246308083516	0	0.0529029282284333	0.010194012644663	0.0182679247654092	0.00228457935672528	0.0338911397587231	0.0193996957380916	0.0266826066418631	0.0552465608439291	0.0131831436917161	0.0213292160065488	0.0114999620962948	0.0110506035798149	0.0401750819689666	0.0223158327395972	0.0108569985900864
OM5_C_5E	0.00643240244711269	0.0381327902924249	0.00919129476406383	0.0161640074113344	0.00226971741414501	0.00663646924982094	0.0275461505537089	0.00845121503745204	0.0529029282284333	0	0.0630185844780465	0.0346849500483071	0.052304071723283	0.0204614037089917	0.0339897920299696	0.0268520314108388	0.00412104086771625	0.0397361679761331	0.0318767071698428	0.0510104792830172	0.0419052139928273	0.0929501423632362	0.0306452190930261	0.0429488784354563
