	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_B_B_1	0	0.0109940205946049	0.0237021607332189	0.0213697487789337	0.0251977661718461	0.0331539631664533	0.0341903655086615	0.0337747470311225	0.0517152562706199	0.0430981306041109	0.0674093718267764	0.0884423959512952	0.0562836049801755	0.0708297915343945	0.0693534747415489	0.0536807367444854	0.0762802177025744	0.0567458896285413	0.0881631560190845	0.0832829364482489	0.112154858862757	0.0219209922020287	0.0101810945025177	0.0168004091312413	0.0726533720442978	0.11716088402228	0.109831378761253	0.0969255195277693	0.0997634008765557	0.116258320448023	0.0610797569784032	0.0486969281152358	0.085721376435196	0.0843111594081392	0.0810773644485092	0.0883799235692934	0.0836805024796363	0.0571787864225758	0.0866630283863686	0.0691337059164851	0.0509514935559187	0.115013661324645	0.0356472674675011	0.0404493424692525	0.0580739882798987	0.0774715829983704	0.0980061665479046	0.168081522998241	0.0168490767286027	0.0184992420796514	0.0258178493058279	0.0499774191657746	0.0740330754792867	0.0469146413819168	0.046178332946254	0.0952149277371628	0.0615521967347279	0.0567521105675804	0.085115783982053	0.0752483093911873	0.124614787090408	0.0666837661502825	0.0893230388423712	0.126462048680908	0.0588050629973701	0.0742347816324368	0.087022157227562	0.0549988121683083	0.0440136148954501	0.0701422130987617
OM5_B_B_2	0.0109940205946049	0	0.0168627951602457	0.0229527695287273	0.0197856343645401	0.0277769131706694	0.0365241966533712	0.0347274358005046	0.0489496769335891	0.0434899391242122	0.0643201049665171	0.0846930952085417	0.0545357823900072	0.0675230177088689	0.0658358131561958	0.0505221284445277	0.0705105204970148	0.0522890360301228	0.0807381988564995	0.0756099907292544	0.105499120979431	0.0226762371255028	0.0081918288801529	0.0150005175446245	0.0649059089805402	0.109634319762293	0.102334116447482	0.0902450806689099	0.0930022520181733	0.109824831736081	0.0597292869065105	0.0510656115030265	0.0828659395202573	0.0806595325824278	0.0779572891954858	0.0851116224981555	0.0802326963716254	0.0559979698647818	0.0839794163852818	0.0668300434173872	0.051610013415847	0.111175412340486	0.0349509656189705	0.0383122924575071	0.0567285930109822	0.0695784318231481	0.0907936293074034	0.160945160942745	0.0110535508364107	0.0187540361905988	0.0223640040901993	0.0463949908233199	0.0720473975160708	0.0446779369659374	0.0435508810802916	0.090915915891072	0.0597452832152007	0.055292841328406	0.082160161131304	0.0739078115991208	0.120129045562186	0.0661652959044204	0.0855726727515167	0.122153906638529	0.0577420303925818	0.0709973654096137	0.0844133779319901	0.0527541094791282	0.0419120095223032	0.0677616714830403
OM5_B_B_3	0.0237021607332189	0.0168627951602457	0	0.0220197073368788	0.00738043500321397	0.0125697376166348	0.034675932649442	0.0301722887149794	0.0362600776530392	0.0361249695273704	0.0519210538190182	0.0703025562314361	0.0430831194500951	0.054180038016249	0.0516295882807111	0.0371011776733392	0.0543050693675078	0.0381460120192636	0.0660957434801645	0.0604351815696781	0.0891682362723312	0.0248564517221544	0.0239064653600837	0.0148847557482974	0.0501010990160261	0.0942650029388852	0.0868160316791743	0.0741616981100108	0.0766807324470898	0.0934246509601348	0.0488821495746412	0.0472804422498919	0.069706566350131	0.0657001257816419	0.0645560304484215	0.0710002703740139	0.0657354066822066	0.0459598921588951	0.0700497389665804	0.0544485838125808	0.0440469537553296	0.0973601090434114	0.0301838510153724	0.0293355332078286	0.0451109961504341	0.0552642328548689	0.0752186458228434	0.145028405425498	0.0142148200938907	0.0206356854377583	0.0150396505541748	0.0333458089295667	0.0600384555646332	0.0332514883802222	0.031751779497914	0.0764375364220655	0.0479812026973285	0.0444927051173991	0.0686672319516227	0.0627173391152015	0.10427521970267	0.0561916201103118	0.0713746586006018	0.10699942087155	0.046438055701124	0.0574966822799445	0.0709140938266971	0.042601403864156	0.0307020918792173	0.054601700560709
OM5_C_4A_1	0.0213697487789337	0.0229527695287273	0.0220197073368788	0	0.0179792340540538	0.0240922118982819	0.0179096250422469	0.0156946745162817	0.0340356383323549	0.0240874933112358	0.0486625452499552	0.0708393827133897	0.0374336969587747	0.0526525610094329	0.0520084233607486	0.0361544658608003	0.0620092461426493	0.0413710335203057	0.0789161568297946	0.076634384420168	0.100652295312463	0.00846354731383153	0.027716658885599	0.019995188067054	0.0668128878106062	0.108805228587333	0.101121645302161	0.0859229770226566	0.0892568687065615	0.10396752382286	0.0413917872260997	0.0309199325993189	0.0672575296887061	0.0665038630532538	0.0620711831135171	0.0704954038551285	0.0653673502284753	0.0370147176248382	0.068176133542261	0.0498046026161073	0.0314957032051968	0.0964708397935144	0.0166448809256418	0.0216804572744374	0.0388124205747258	0.0718986989283046	0.0883126566923136	0.157454419257471	0.0177772262288547	0.0118435464677295	0.0151129860393638	0.0322511426537206	0.0543398190947112	0.0289880473991749	0.0279954006053186	0.0776916222490411	0.0424809815820658	0.0378963135998919	0.0674329388947711	0.0561088229447224	0.108106266377535	0.0477053557565056	0.0708927160928356	0.108950320672874	0.0392730367262657	0.0556911121634017	0.0694388705684171	0.0363320298769625	0.0253651768147827	0.051464549653773
OM5_C_4A_2	0.0251977661718461	0.0197856343645401	0.00738043500321397	0.0179792340540538	0	0.00859336888899437	0.0290277398818726	0.0239135192262339	0.0303313839565152	0.0296092323993869	0.0467681591983811	0.06543435572182	0.0370836634629905	0.0486534247971487	0.0465034913619733	0.0321074379934776	0.0519311871688402	0.0328867068532917	0.0672823762004008	0.0616193994048524	0.0880651985417543	0.0207315414085622	0.0271098112464116	0.0151251691992717	0.0519397807188894	0.0945016442455007	0.0873621385670466	0.0740415033386572	0.0760648278953391	0.0920425518783062	0.0430645108415673	0.0407428578859673	0.0644857586037082	0.0612711342853124	0.0594625237189991	0.065892137468134	0.0615888900665739	0.0398858799199454	0.0648860787427461	0.0489780741960347	0.0374757928346858	0.0927859080503118	0.0243078522778824	0.0234369718185749	0.0392564261003018	0.0575988917653333	0.0753188415339398	0.144576799043808	0.0151047834654978	0.0166825992654919	0.00884944091212125	0.0280800873819599	0.0541318672506842	0.0271897335251167	0.0255539032090838	0.0721919427874016	0.0419760944485312	0.0378278777175421	0.0633544179158865	0.0564926562894777	0.100968094630459	0.0498498564659369	0.0669140325769714	0.102969758032452	0.0401748573438733	0.0524745921555272	0.0657275558325275	0.0364941144213494	0.0242806519827923	0.0488702700041558
OM5_C_4A_3	0.0331539631664533	0.0277769131706694	0.0125697376166348	0.0240922118982819	0.00859336888899437	0	0.0319427566005117	0.0259871448719272	0.025170717898953	0.0291633446813547	0.042018864670595	0.0585661963016426	0.0329448894236919	0.0425484963140394	0.0397227047532866	0.0266922849192756	0.0444005373951387	0.0260333240106177	0.0615745265550023	0.0549826980393471	0.080149911562231	0.0275045974556646	0.034842038541615	0.0207094731700171	0.0460442032250025	0.0872577822661174	0.0804119856685877	0.0670197688987587	0.0682873128419442	0.0841326220805768	0.0394632492205659	0.0415521764757408	0.0585819672832384	0.0543184712349137	0.0537579982899432	0.0591505540742141	0.0554328526071537	0.0371157341445996	0.0583566517141006	0.0441617768321935	0.036114613907435	0.0866502193495531	0.0267422732253686	0.0229361529122303	0.0349992407774402	0.0521190488579282	0.0685877567544006	0.136855143241094	0.0233136029938535	0.0233341215848014	0.0129853349402692	0.0235628689045602	0.0493030148710524	0.0234138016244266	0.0217654991901088	0.0656745098297554	0.0373412282645637	0.0338196588301688	0.0568980374305325	0.0517304268731824	0.0933285893644487	0.046104384564845	0.0607655179925745	0.0957402508948098	0.036029925069744	0.0466633717520135	0.0591504707535254	0.0336229490503257	0.0213234098770203	0.0429242859552356
OM5_C_4D_1	0.0341903655086615	0.0365241966533712	0.034675932649442	0.0179096250422469	0.0290277398818726	0.0319427566005117	0	0.00752390496601273	0.030313686300189	0.0154593797236758	0.0428266215180294	0.0653794306191959	0.0304402170916422	0.0466958744090771	0.0474721263603682	0.0332234478677608	0.0632856977107343	0.0402922715231707	0.0861531470098019	0.0843843551946291	0.103220550355533	0.0180071708737121	0.0400219494698953	0.0289198436486654	0.075979222126466	0.114414287212014	0.107277838099442	0.0912576630593498	0.0931312528810647	0.105750551706051	0.0333320868285768	0.0158473392479196	0.0595025495645303	0.0628483806544017	0.0564049923103842	0.064220403245357	0.0621437881443154	0.0295114872377244	0.0614632974858354	0.0434139215094167	0.0197406662177323	0.090422049731654	0.0128833160519015	0.0193163048356197	0.0317996838823221	0.0812963287610861	0.0947773729576811	0.160048536464853	0.0326652348195345	0.018708346354613	0.0239730075006219	0.0318449644670106	0.0467955643409495	0.0242820100781824	0.0256163122866198	0.0734017329536102	0.0348873306134561	0.0305864642099239	0.0597259645518245	0.045684684354327	0.104391787334573	0.0361394962933903	0.0666287377771281	0.103977486039849	0.0323762940038851	0.0501541563555247	0.0609491150822159	0.0297515275634648	0.0240544713245134	0.0452997403896851
OM5_C_4D_2	0.0337747470311225	0.0347274358005046	0.0301722887149794	0.0156946745162817	0.0239135192262339	0.0259871448719272	0.00752390496601273	0	0.0242826228139668	0.0104504443608058	0.0383420956688195	0.060338001048369	0.0255901219954518	0.0417871057904364	0.0420876255045764	0.0277186667423773	0.0571570094393411	0.0337472927395401	0.0805348969808582	0.077872455051388	0.0968301530227362	0.0166651929688082	0.0395597034886164	0.0270753763328897	0.0696455928297062	0.107793388035395	0.100635909737309	0.0848310270394064	0.0866027934897485	0.0994192595130814	0.0296220319778243	0.0172574911841355	0.0554154353729752	0.0576046809571178	0.0518013797444584	0.0594377678835443	0.0570997885653878	0.0256109159251092	0.0571100014979403	0.0389691180555618	0.0174916333552212	0.0861074380933147	0.00917815820527523	0.0136922062878437	0.0273951376972417	0.075241290844766	0.0879624159009149	0.153845404954656	0.0294013313403197	0.0171759029608076	0.0195808688068934	0.025462467632668	0.0427032144324355	0.0185297115205024	0.0191647052060355	0.0682389100942736	0.0304898301712628	0.0256466283483227	0.0553474122550543	0.0426791195426759	0.0994006466335232	0.0335979191956141	0.061698079535095	0.099213524560071	0.0277795508942419	0.0454207016708168	0.0571153044758473	0.0247699148364246	0.0172308029341061	0.0405564134111585
OM5_C_4D_3	0.0517152562706199	0.0489496769335891	0.0362600776530392	0.0340356383323549	0.0303313839565152	0.025170717898953	0.030313686300189	0.0242826228139668	0	0.017817516143891	0.0194076700288118	0.0372702692904305	0.00888429805319544	0.0192786822820749	0.0182758847057259	0.00753380707266972	0.034533056357145	0.01235830493859	0.0637488991488993	0.0607894863376607	0.0739867547395433	0.0364912326926878	0.0555737118521664	0.0402632654023357	0.0550888165287713	0.0871769623676855	0.0803333677213526	0.064163773602495	0.0648279365941828	0.0760814070312876	0.0160966963513746	0.0297738550303629	0.0348993037061466	0.0342095874093145	0.0307097376756905	0.0369559365349519	0.0352814445647802	0.0153981105113459	0.0353894337180595	0.0200268729411554	0.019299921271131	0.065010947937951	0.0243244942946272	0.0162113880254816	0.0113168447807778	0.0608965681487536	0.0679870044325943	0.130841006371721	0.0420790604573519	0.0360159095631918	0.0291301720630158	0.0086731858352376	0.0244610372111002	0.00664541933881293	0.00646677489757437	0.0456416957451901	0.0123714690239974	0.0110383848532669	0.0339492814411148	0.0268896072423774	0.075830431518716	0.0223186548257947	0.0397182410815808	0.0761629603618895	0.0124827012450386	0.0237434030411131	0.036390003179989	0.0133041523456615	0.0095472322887444	0.0191628640505476
OM5_C_4E_1	0.0430981306041109	0.0434899391242122	0.0361249695273704	0.0240874933112358	0.0296092323993869	0.0291633446813547	0.0154593797236758	0.0104504443608058	0.017817516143891	0	0.0300353559515515	0.0515526040595992	0.0167486576135769	0.033522441105445	0.0343191965736362	0.0218344847183697	0.0515687057809323	0.0285386554639334	0.0782880658967613	0.0759574458336959	0.0913402110106389	0.0253681542620468	0.0489839672102096	0.0356006016442969	0.0687911258826594	0.103958370665539	0.0967385276671406	0.0803348775546233	0.0819028667437207	0.0933157391172369	0.0205425988383718	0.0144008356933364	0.0461348929993916	0.0491856760541444	0.0426863014735378	0.0504173203220245	0.0485048892096286	0.0166177048509889	0.0480293342263367	0.0297243614930771	0.0094332147919595	0.0768092624711744	0.0131436744799011	0.0122113579168874	0.0185986682223134	0.0745059114382119	0.0838846802727508	0.148138868076799	0.0367889582284476	0.0267557263004268	0.0263895830301016	0.0201599954677031	0.0330936354664023	0.0131267841081229	0.0140399595103882	0.0594436327526098	0.0215374017159954	0.0169480055509069	0.0463419853155611	0.0334831454464063	0.0909898488819911	0.0244237118913343	0.0528128678838259	0.0902880675009874	0.01859155373535	0.0367582971948886	0.0483968806158777	0.0164292823518564	0.0124141285221643	0.031899308591695
