	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6H_2	OM5_H_6H_3
OM5_C_4F_1	0.0591533700236838	0.0407726532393441	0.0208474316634469	0.0169427285422408	0.0425485364280213	0.0583546702082893	0.0336262806440116	0.0325232035649463	0.0291176198833221	0.0154149629294213	0	0.0587076879653771	0.0363845346572455	0.0251029037240842	0.00542855520739997	0.0675278669919993	0.0626592268704718	0.0671449118672034	0.0208472938398887	0.0237149715923453	0.0499355856759303	0.0151293370272559	0.0541530724046927	0.035419631118342	0.0542210800128758	0.00867752688327294	0.00944179740915872	0.0311110428522272	0.0181958822009177	0.0184498633733125	0.00666580707656042	0.0472543259551148	0.00866763717324358	0.0229339989542018	0.0727710623178006	0.0396067748035278	0.0330808726446116	0.0280939883354403	0.0260617609554093	0.010076137697311	0.0771265924360857	0.00250754316202622	0.013132017311542	0.033366991865857	0.00630745430508414	0.0344134968487561	0.0277591635624463	0.0463302791611737	0.0207268350155572	0.0719671946514851	0.0288137326829461	0.0189449156899998	0.0518748484856722	0.0346435071821988	0.0238635121981509	0.00911073844953631
OM5_C_4F_3	0.00394169728272068	0.0195526165066292	0.0381676173224318	0.0740502711776801	0.0163814601573567	0.00933997279406266	0.0273018165901246	0.0262449968135205	0.0296511672416377	0.052639515731147	0.0587076879653771	0	0.0227081075362474	0.0358086194557037	0.055483929141732	0.0106898276847855	0.00738267282570667	0.00976891740147962	0.0380586390938792	0.0374824794626383	0.0149292528809034	0.0439174881994693	0.00987225521321259	0.0234273420698994	0.00512675652094446	0.0500631412693532	0.0532774087402693	0.0278586460025231	0.0434545191826944	0.0418109199936251	0.0537379181752002	0.0122532235197159	0.0507945731490454	0.0404835030915868	0.0156554466720621	0.0203933945809802	0.0260590829629171	0.0307838410491	0.0334114171608518	0.0500529669913305	0.0218470969730103	0.0572366374176178	0.0461147891291339	0.0254503253680987	0.0590531140997873	0.0250850874733867	0.0330228384133915	0.0128008366072517	0.0391712460097316	0.0153845808380805	0.0300084005433553	0.0417558976298886	0.00746353073117819	0.0245134520513418	0.0357544440264239	0.0677387598473237
OM5_C_4H_1	0.0235899104976994	0.00539296293309745	0.0162476176307016	0.0522950921913304	0.00635575348925321	0.0224737891204985	0.00856553202027219	0.00534922138247918	0.00802794677853719	0.0328893427918852	0.0363845346572455	0.0227081075362474	0	0.0157975102717293	0.0332125539048207	0.0312816216030299	0.0263273419224211	0.030867605634991	0.015964737542101	0.0157656828215019	0.0150939574095564	0.02213706943129	0.0182655272801415	0.00274963411489594	0.0179810369679254	0.0278372622741268	0.0318801971263888	0.00731807031874579	0.0224400551819855	0.020623137667022	0.0319541352485075	0.0111324545328441	0.0287054452113322	0.0216102299645242	0.036613633378136	0.00534587191673638	0.00650068997060125	0.00838694837317917	0.010787063594807	0.0281334757448344	0.0411187101464769	0.0351232475836345	0.0235519425580598	0.00382822590707633	0.0374766119819064	0.00282698413658073	0.0122704845630973	0.0101285616862152	0.0181072098160823	0.0357718571941304	0.00763920407125052	0.0198007133650104	0.0164098269064862	0.00527609869487031	0.0131643689620831	0.0453382533676205
OM5_C_4H_2	0.0354606694905666	0.0196346149010726	0.0108145235600646	0.0405974584781389	0.0209446148072126	0.0376865529687664	0.018253089520564	0.0110981938148905	0.0102370919631035	0.0196282709921073	0.0251029037240842	0.0358086194557037	0.0157975102717293	0	0.0237323345379546	0.045579235630471	0.0401916388039399	0.044132169280497	0.0104798541585287	0.0163565892956639	0.0308605336916642	0.0110150918792489	0.0316177350672422	0.015125697191728	0.0315523354078201	0.0169134634562345	0.0181088872640617	0.00894093230869486	0.00781687884514849	0.0140633294126311	0.0195548041212906	0.0260045960600776	0.0189821767623827	0.00701832022106548	0.0494736464266333	0.0205525567578269	0.010141627660174	0.00920142981047081	0.0118455572925333	0.0190145792303284	0.055827712086075	0.0234630635755525	0.0152653805584178	0.0134453467379008	0.0250740489987477	0.0142941467769725	0.00609428542163023	0.024736369160827	0.00468739763987319	0.050225253088939	0.0100484685802619	0.0162668518870963	0.0296697872869211	0.0116844303278274	0.00943156676960386	0.0337452841527039
OM5_C_4H_3	0.056220556190547	0.0377922271175623	0.017374302101937	0.0197474847050889	0.0393038698827766	0.0546786791048003	0.0295142436652082	0.0295862961166796	0.0259235369590488	0.0157066350506386	0.00542855520739997	0.055483929141732	0.0332125539048207	0.0237323345379546	0	0.0640164842104285	0.059452136126057	0.0640258589317094	0.0174671452668545	0.0194007958211124	0.0461663190357353	0.0129520361453474	0.0512512602223576	0.0320986760945531	0.0510452812674013	0.00699514872169797	0.0113146264066829	0.0284290198566744	0.0179641263100695	0.0145732151754586	0.00752455408664641	0.0438021786008241	0.00508796889441408	0.0221533122881651	0.0697820399225009	0.0359201724137996	0.0304831717268983	0.0251754493452431	0.0227039391217236	0.00598636374404241	0.0735347160711934	0.00536604485362897	0.0101096044735314	0.0300883062302196	0.00882879649816134	0.0314057966919051	0.0260685230288373	0.0429805718699494	0.0191416616795501	0.0683960552876998	0.025742901007764	0.0145127746092861	0.0484914522077407	0.0320257500139207	0.0212584059784654	0.0133630946019226
OM5_C_5A_1	0.0129415208538491	0.0275667834075085	0.0469710095712782	0.0830075713372361	0.0251550196969978	0.0100360181014623	0.035016899190467	0.0355267234328727	0.0386662922793991	0.0625039444568857	0.0675278669919993	0.0106898276847855	0.0312816216030299	0.045579235630471	0.0640164842104285	0	0.00678787011060544	0.00602722519594361	0.0468375553492474	0.0452104078905554	0.0191182557625491	0.0531326833178097	0.0159260580276774	0.0322448344786769	0.0140981355939277	0.058994038960662	0.0627976566653663	0.0373318356111621	0.0530167633273002	0.050651651798595	0.0629852748801993	0.0203279492924672	0.0595648311451379	0.0506088756631869	0.00994804007841604	0.0281460586367904	0.0356454459358117	0.0396398289464622	0.0416661405201076	0.0587819585974279	0.0113158746277744	0.0662267193880304	0.0546222501917435	0.0342862738840743	0.0683293286718482	0.0335008585574555	0.0422054939787431	0.0213146044859172	0.048743662879438	0.00475268002305544	0.0388315761955759	0.0498506727469777	0.0169367132562449	0.0340075422075118	0.0442806180197628	0.0764852400924797
OM5_C_5A_2	0.00901343750790016	0.0221152920008316	0.0424266428763284	0.0785106176226741	0.0203666427660764	0.00810839891966668	0.0312784970846181	0.0306272255976712	0.0339875063297682	0.0579406608522356	0.0626592268704718	0.00738267282570667	0.0263273419224211	0.0401916388039399	0.059452136126057	0.00678787011060544	0	0.00511506805294288	0.0422138856931617	0.0410273192629023	0.0156480260069123	0.0482858604758552	0.00945714912767982	0.0276263869003102	0.00914134482438727	0.0541234405584645	0.0577115698488702	0.0323080065073329	0.0475757380471029	0.0464293489858574	0.0581147861696256	0.0160320486464317	0.0549789271766926	0.0455467475323286	0.0108126952085111	0.0239887715850664	0.0305156475218653	0.0346291281607797	0.0368689401609797	0.0543324445100465	0.0161119387444064	0.0613995410771598	0.0497837569518755	0.0296060759863466	0.0636120423341759	0.0283234803950025	0.0365290400997119	0.0167651245411101	0.0435958489688838	0.0107715872829287	0.0339345357498226	0.0455905693777812	0.0135671735680396	0.0287685068667857	0.0390782473814741	0.0715537313926077
OM5_C_5A_3	0.0101871002611405	0.0267572171126042	0.0468819530364324	0.0828963459340483	0.0247878860003484	0.0125465557115885	0.0359002937331801	0.0348832226869098	0.0383574703370409	0.0617861712449311	0.0671449118672034	0.00976891740147962	0.030867605634991	0.044132169280497	0.0640258589317094	0.00602722519594361	0.00511506805294288	0	0.0466900351396929	0.0457828508076996	0.0206557950908791	0.0525919103826828	0.0138309349888145	0.0320543353084777	0.0131249096336256	0.0585631718409113	0.06185694040933	0.0364685708330379	0.0516477895610994	0.050805023082257	0.0624072419402493	0.0205508548628154	0.0594619717934441	0.0492315280306189	0.00610409177074428	0.0286681339613406	0.034602470427304	0.0390865628301562	0.0415348676144278	0.0588116292205953	0.014020669554569	0.0658120244179425	0.0543816739980824	0.0340417021890864	0.0678747045334396	0.0329134556299392	0.0407238234597493	0.0212055571275863	0.0477057922691262	0.00873189531654822	0.0384026600071629	0.050259041761617	0.0170428061815724	0.0328951198125718	0.0436469621718604	0.0760670884086206
OM5_C_5B_1	0.0387793758274994	0.0208722758842157	0.000836429269814068	0.0363772849180109	0.0219265222524657	0.0377829632682308	0.0133223444093868	0.0121971338029111	0.00846101477933388	0.0189798459005501	0.0208472938398887	0.0380586390938792	0.015964737542101	0.0104798541585287	0.0174671452668545	0.0468375553492474	0.0422138856931617	0.0466900351396929	0	0.00671743241265769	0.0297004759256032	0.00709410837043103	0.0341700593432483	0.0146898271069579	0.0336497648766329	0.0123348116974648	0.0173417766663171	0.0112942879869974	0.011580561577164	0.005678462453253	0.0165252289724828	0.026531337455557	0.0127941728842771	0.0129748838524147	0.0524753086156976	0.018939034014251	0.0133808266861517	0.00810617490521098	0.00652055259847257	0.0121877409912337	0.0566953723651738	0.0194714521546374	0.00859935467071306	0.0126690713044861	0.0218248033520016	0.0144772196023284	0.0115321416469285	0.0256401974206477	0.0075772867730799	0.0513172269254718	0.00847430709295629	0.00595862109296927	0.0311206794823951	0.0148693588887023	0.00669010235917157	0.029918675778953
OM5_C_5B_2	0.0388424141161058	0.0203129283248472	0.00680164932359588	0.0388619241766463	0.0214674753331165	0.0356184135973943	0.0107258727523757	0.0139743220964267	0.0103713246723253	0.0244596718220703	0.0237149715923453	0.0374824794626383	0.0157656828215019	0.0163565892956639	0.0194007958211124	0.0452104078905554	0.0410273192629023	0.0457828508076996	0.00671743241265769	0	0.0269849744030693	0.0128540722893755	0.033451175885953	0.0147218079210169	0.0330055145311754	0.0161768933762033	0.0225202371119152	0.0141092812325597	0.0177469779407366	0.00932457955213744	0.0208589493864947	0.0253780726935945	0.0157429564547388	0.0196324408579827	0.051662442174748	0.0172070057331864	0.0159307120071373	0.010196444602452	0.00643838571433363	0.0149004506029281	0.054449247464728	0.0228209474307327	0.0112671749204439	0.0130482089974698	0.0256852412782109	0.0144610854076621	0.015419860788679	0.024792699419981	0.0141390346988882	0.0494484089567402	0.0100735100585145	0.0050224971994359	0.0305688784238835	0.0168829210993815	0.00918350478116624	0.0323770193293557
OM5_C_5B_3	0.017841260800205	0.0120646209701587	0.0299061759286312	0.0656152754947063	0.0109478390590665	0.0091224146336167	0.017673933561006	0.020165951884274	0.0224154476137795	0.0473384889033434	0.0499355856759303	0.0149292528809034	0.0150939574095564	0.0308605336916642	0.0461663190357353	0.0191182557625491	0.0156480260069123	0.0206557950908791	0.0297004759256032	0.0269849744030693	0	0.0364812454766348	0.0115604489045303	0.0163286247680678	0.0111594888835629	0.0416988124185906	0.0465084316551303	0.0222591494632706	0.0373817062762364	0.0337902247693356	0.0461429608216011	0.00742430159180945	0.0420931661186872	0.0365425845854698	0.0263639720588652	0.0111727435643503	0.0211508987017223	0.0230290501218447	0.0239882064423417	0.0413410656384712	0.0275174851768602	0.0489017822366869	0.0368439679180835	0.0181142881295426	0.0515004822203943	0.0169286814868703	0.0268267510536915	0.00857894615941866	0.033086616840385	0.0229332236262442	0.0221893634123783	0.0318715417337386	0.0117724146411232	0.0196093615091884	0.0270266942168748	0.0587091184612492
OM5_C_5D_3	0.0442433583372927	0.0268435911681896	0.00707901487779623	0.03056174458653	0.0280388665321527	0.044357264962999	0.0202939692976508	0.0177396162325966	0.0145023609073312	0.0128256739203151	0.0151293370272559	0.0439174881994693	0.02213706943129	0.0110150918792489	0.0129520361453474	0.0531326833178097	0.0482858604758552	0.0525919103826828	0.00709410837043103	0.0128540722893755	0.0364812454766348	0	0.0399867535310302	0.0209300210125435	0.0395882935408066	0.00658404410683519	0.0102789517062405	0.0162235521933269	0.00741711796467815	0.00661669135037751	0.00987011357979404	0.0328541044640212	0.0080253415778746	0.010240400788466	0.0582536741302038	0.0256433676820775	0.0182071111253471	0.0138612921153452	0.0130211270532674	0.00802645729975794	0.0631724252392236	0.0134140961206258	0.00632069322590375	0.0188981310645615	0.0153852902303432	0.0204871927631798	0.014306506379646	0.0318425036996619	0.00634092799667893	0.0576898262237626	0.014525418449773	0.00941324033505752	0.0370793989948173	0.0198899868891001	0.0111253514720542	0.0241738069969313
OM5_C_5E_1	0.0104645857866127	0.0134938575263545	0.0344811688922157	0.0703407050442196	0.0130597550926448	0.0105716909245095	0.0246382373966069	0.022633560045757	0.0261059567100049	0.0501125680956505	0.0541530724046927	0.00987225521321259	0.0182655272801415	0.0316177350672422	0.0512512602223576	0.0159260580276774	0.00945714912767982	0.0138309349888145	0.0341700593432483	0.033451175885953	0.0115604489045303	0.0399867535310302	0	0.0200348060956756	0.00613737134321023	0.045686183366823	0.0491667675236347	0.0241651433991565	0.038786862784938	0.03883034754368	0.0497126603587819	0.0102814117288603	0.0468207672013068	0.0374348828523845	0.0189769833959653	0.0172010935507084	0.0223430873355064	0.02627476506304	0.0286506021386445	0.0463305143163018	0.0248869787214749	0.0529689618590392	0.041363609845188	0.0218359262860333	0.0553460791554317	0.0198630173432783	0.0275289813510728	0.0104260630705894	0.0351299814218915	0.0200510438385658	0.0257304253776784	0.0378543691824697	0.0110774584531362	0.0204824132083027	0.0303886461587211	0.0629391667848452
OM5_C_5E_2	0.0243575408700183	0.00789918158952367	0.0148480300863263	0.0509709940837946	0.00727817193572467	0.0235234456585566	0.00692246391549005	0.00406312376118694	0.00644175480781223	0.0312121816181684	0.035419631118342	0.0234273420698994	0.00274963411489594	0.015125697191728	0.0320986760945531	0.0322448344786769	0.0276263869003102	0.0320543353084777	0.0146898271069579	0.0147218079210169	0.0163286247680678	0.0209300210125435	0.0200348060956756	0	0.018985917130512	0.0268195302149546	0.0308140192355868	0.00625965436233603	0.0218160662746137	0.0188875222332302	0.030787065011488	0.0119318064620743	0.0274759812935542	0.0203319923928152	0.0379047211170096	0.0055226588979096	0.00580882173386782	0.00778684205644137	0.0102880476628569	0.0267852729256597	0.0423500105339713	0.0340374100471713	0.0227476022908152	0.00206338161943538	0.0361670767663127	0.0046103053758546	0.0126014483521139	0.0109720959643244	0.0171120643712382	0.0367887243857014	0.00681066005351135	0.0185810673421671	0.0166477464440151	0.00524674767218143	0.0130564179809788	0.0444590885438846
OM5_C_5E_3	0.00686479923646025	0.0145002449205435	0.0338174839182768	0.069845612348455	0.0117566688368629	0.00879061520523023	0.023152489830943	0.0218578291154463	0.0252830856197832	0.0489057136309022	0.0542210800128758	0.00512675652094446	0.0179810369679254	0.0315523354078201	0.0510452812674013	0.0140981355939277	0.00914134482438727	0.0131249096336256	0.0336497648766329	0.0330055145311754	0.0111594888835629	0.0395882935408066	0.00613737134321023	0.018985917130512	0	0.0456059908095449	0.0490102098022395	0.0235191717116072	0.0390663247908893	0.0377017509352586	0.0494314209529181	0.00781173528993853	0.0464283322776324	0.0366512527950349	0.0190480649178667	0.0159504499814308	0.0217295316459028	0.0261738634295309	0.028717910108195	0.0457517805121126	0.0247342049975731	0.0528389118190393	0.0415084331904084	0.0209868545703304	0.0548543285753402	0.0202323768116024	0.028367672035988	0.00823114199189742	0.034876108000386	0.0187805777684561	0.0254380409448528	0.0373374907281386	0.00539955859776821	0.0200751168599309	0.0309735193607187	0.0632064014361092
