	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5F_1	0.0504963264704212	0.0323401875285522	0.0123704388926407	0.0248338054694694	0.0339502029842519	0.0499439382606293	0.0254389201582842	0.0238593273042172	0.0204818716822117	0.0128059079846032	0.00867752688327294	0.0500631412693532	0.0278372622741268	0.0169134634562345	0.00699514872169797	0.058994038960662	0.0541234405584645	0.0585631718409113	0.0123348116974648	0.0161768933762033	0.0416988124185906	0.00658404410683519	0.045686183366823	0.0268195302149546	0.0456059908095449	0	0.00731695241894367	0.0224488982775531	0.0109961914152352	0.0106881850340855	0.005088296340774	0.0386976938912569	0.00344945484341984	0.0156258921200404	0.0642111805281927	0.0311749292490771	0.024433783287567	0.0195167537699414	0.017769098425347	0.0048478682918294	0.0687473352473523	0.00730922125599262	0.0055750093270842	0.024764609740828	0.0104357952194299	0.0259503916418076	0.0195658229318474	0.0377453819443823	0.0123965684177177	0.0634749384917773	0.0202261078464343	0.0116597614219685	0.0432406839175125	0.0260124483587758	0.0156319492388094	0.0177570597354622
OM5_C_5F_2	0.0532301029126846	0.036283327806735	0.0173340301139395	0.0229816912428011	0.0377148396566774	0.0542625874016406	0.0305660834026801	0.0273086871398877	0.0244536678656597	0.00877682237054875	0.00944179740915872	0.0532774087402693	0.0318801971263888	0.0181088872640617	0.0113146264066829	0.0627976566653663	0.0577115698488702	0.06185694040933	0.0173417766663171	0.0225202371119152	0.0465084316551303	0.0102789517062405	0.0491667675236347	0.0308140192355868	0.0490102098022395	0.00731695241894367	0	0.0255174913658125	0.0110023882840777	0.015554546133464	0.00393585135369135	0.0426518685323293	0.0094082752935865	0.0145688898420764	0.0673419756337077	0.0357341532887234	0.0273092499096799	0.02358497702965	0.0229381352698219	0.010601823079503	0.0729106127914574	0.00745995374012757	0.0124110871467401	0.0288026370755703	0.00788585410469435	0.0300795561247654	0.0221112065146286	0.0415552875809495	0.0141741538967577	0.0673989337542196	0.0243856988506019	0.0182635247161133	0.0466256923337569	0.0289999725492874	0.0202189319437033	0.0167859932656025
OM5_C_5F_3	0.0280785133855713	0.0118913490239674	0.0115216322135471	0.0467183742366239	0.0123392142536017	0.0291137589665484	0.0107833732069968	0.0021971406747714	0.00394241755406899	0.026069691511724	0.0311110428522272	0.0278586460025231	0.00731807031874579	0.00894093230869486	0.0284290198566744	0.0373318356111621	0.0323080065073329	0.0364685708330379	0.0112942879869974	0.0141092812325597	0.0222591494632706	0.0162235521933269	0.0241651433991565	0.00625965436233603	0.0235191717116072	0.0224488982775531	0.0255174913658125	0	0.0160375854935249	0.0156961888178505	0.0260028438682751	0.0173460940344856	0.0235908996548103	0.0143172818765789	0.0421044687292943	0.0117593830299905	0.00210048288145729	0.00461305149954101	0.00874968102656483	0.023111621864968	0.0476164287380088	0.0295809605664677	0.0191063334188452	0.00483364272798818	0.0314833869241104	0.00677072227510466	0.00763284570526792	0.0161585768201032	0.011432991699841	0.0419629864566074	0.00436822211099735	0.0165692116052015	0.0213363722919534	0.00381685188999481	0.0096989559205136	0.0401231497406187
OM5_C_5G_1	0.0431871116709792	0.0263115047948252	0.0119283904858798	0.0337514649360619	0.0281384830985497	0.0447773980910748	0.0233937366790618	0.0180165107919931	0.016025320041384	0.0150766745784423	0.0181958822009177	0.0434545191826944	0.0224400551819855	0.00781687884514849	0.0179641263100695	0.0530167633273002	0.0475757380471029	0.0516477895610994	0.011580561577164	0.0177469779407366	0.0373817062762364	0.00741711796467815	0.038786862784938	0.0218160662746137	0.0390663247908893	0.0109961914152352	0.0110023882840777	0.0160375854935249	0	0.013494326988885	0.0129341199382382	0.0332010170645179	0.013876671142244	0.00781562760851207	0.056961097612628	0.0269934313720044	0.0175468488210198	0.0145771597356104	0.0152147428115687	0.0145118864012212	0.0630386962777319	0.0166808371933669	0.0112459887428022	0.0198985279464494	0.0184682299971145	0.0205032484611951	0.0114646344609493	0.0319981382202427	0.00532016546969029	0.0576136121490994	0.0155682665065548	0.0156058903794667	0.0372405455041187	0.0190581514203889	0.0117223176150741	0.0264103518192469
OM5_C_5G_2	0.0426144464761356	0.0258022885489295	0.00498365996297735	0.0325079252466821	0.0261366395876478	0.0416924132630863	0.0164239449547338	0.0165831518685442	0.012815084054235	0.0154797735971091	0.0184498633733125	0.0418109199936251	0.020623137667022	0.0140633294126311	0.0145732151754586	0.050651651798595	0.0464293489858574	0.050805023082257	0.005678462453253	0.00932457955213744	0.0337902247693356	0.00661669135037751	0.03883034754368	0.0188875222332302	0.0377017509352586	0.0106881850340855	0.015554546133464	0.0156961888178505	0.013494326988885	0	0.0139791777907458	0.0305061523530729	0.00984498073723362	0.0137335670156191	0.0566922750589623	0.0229122715307204	0.0177760086167719	0.0133357050352737	0.0118331582391988	0.00867571509620315	0.0606945938673571	0.0167896447669975	0.00888394296340692	0.0170094038948713	0.018423381697301	0.0195528113927078	0.0166784274949231	0.029688100081066	0.0101721949918619	0.055138062990493	0.0134907454947571	0.00601365906278935	0.0346030160057015	0.0194327451649581	0.0122840846741983	0.027402953069795
OM5_C_5G_3	0.0539748659409837	0.0365425685624461	0.0164436313710606	0.0210967043920554	0.0379007023320161	0.0541619467382166	0.0296622576908592	0.0275888420661579	0.0243591086894872	0.00958645763532598	0.00666580707656042	0.0537379181752002	0.0319541352485075	0.0195548041212906	0.00752455408664641	0.0629852748801993	0.0581147861696256	0.0624072419402493	0.0165252289724828	0.0208589493864947	0.0461429608216011	0.00987011357979404	0.0497126603587819	0.030787065011488	0.0494314209529181	0.005088296340774	0.00393585135369135	0.0260028438682751	0.0129341199382382	0.0139791777907458	0	0.0427101511146568	0.00610022101375315	0.0165310307335846	0.068025530603857	0.0353956635824333	0.0279342896513938	0.0236211879701841	0.0223467756911317	0.00735701961677588	0.0729776561898415	0.00436707638316922	0.0106583009607826	0.0287524737246287	0.00583614860474224	0.0301852096910118	0.0231480550895313	0.0417053384059657	0.0151565527034967	0.0675344685256717	0.0243283727515132	0.0162002776444005	0.0468888018724175	0.0296234459653323	0.0201103275199737	0.0150161833525764
OM5_C_5H_1	0.0141667957931414	0.00879019728442157	0.0266762234603584	0.0627898567352788	0.00508123307401682	0.0118494683167334	0.015408118081238	0.0153917913037378	0.0183677210605734	0.0427180035793155	0.0472543259551148	0.0122532235197159	0.0111324545328441	0.0260045960600776	0.0438021786008241	0.0203279492924672	0.0160320486464317	0.0205508548628154	0.026531337455557	0.0253780726935945	0.00742430159180945	0.0328541044640212	0.0102814117288603	0.0119318064620743	0.00781173528993853	0.0386976938912569	0.0426518685323293	0.0173460940344856	0.0332010170645179	0.0305061523530729	0.0427101511146568	0	0.0392899619804445	0.0312208805794899	0.026547169998759	0.00820349035179682	0.0158931618046247	0.0194171812393322	0.0215261820876589	0.0385435231120861	0.0305256828071173	0.045930014508147	0.0344092092506554	0.0139716685150736	0.0480738258179936	0.0136088459318672	0.0227932628496458	0.00144166064822478	0.0287271618403745	0.0248631857377232	0.0185577989844509	0.0298193801017587	0.00645180057508868	0.0143570771304376	0.0242618681888043	0.0562508891023525
OM5_C_5H_3	0.0514357907789806	0.0334305628853405	0.0126526015536704	0.0236730082216041	0.0347156648569664	0.0504002591585288	0.0252800662129266	0.0248127245255341	0.0211869716328912	0.0130210936616381	0.00866763717324358	0.0507945731490454	0.0287054452113322	0.0189821767623827	0.00508796889441408	0.0595648311451379	0.0549789271766926	0.0594619717934441	0.0127941728842771	0.0157429564547388	0.0420931661186872	0.0080253415778746	0.0468207672013068	0.0274759812935542	0.0464283322776324	0.00344945484341984	0.0094082752935865	0.0235908996548103	0.013876671142244	0.00984498073723362	0.00610022101375315	0.0392899619804445	0	0.0174471637959159	0.0652231773680386	0.031554242185472	0.0256493619758859	0.0205985616282871	0.0185022065095378	0.00171013695618082	0.0693132458968076	0.00729506163959797	0.00656853907198437	0.0254593018476236	0.0100652140412183	0.027008457190652	0.0216549493748064	0.0384210735315149	0.0143303718884093	0.0640129439240643	0.0211502699966019	0.0108193812466102	0.0437851096249819	0.0272552580167203	0.0171131729439775	0.0175970954405518
OM5_C_6A_1	0.0399902722985575	0.0258766370528832	0.0129324684042954	0.0366976745417115	0.0263187144603393	0.043043683446809	0.02250046307381	0.0163986535796657	0.0149885497660458	0.0137859692942553	0.0229339989542018	0.0404835030915868	0.0216102299645242	0.00701832022106548	0.0221533122881651	0.0506088756631869	0.0455467475323286	0.0492315280306189	0.0129748838524147	0.0196324408579827	0.0365425845854698	0.010240400788466	0.0374348828523845	0.0203319923928152	0.0366512527950349	0.0156258921200404	0.0145688898420764	0.0143172818765789	0.00781562760851207	0.0137335670156191	0.0165310307335846	0.0312208805794899	0.0174471637959159	0	0.0545927250156719	0.0258073850965456	0.0155954573786376	0.0149315164647466	0.0169450730038953	0.0174593766759749	0.0612302246411243	0.0208554127074353	0.0162324471972783	0.0186897735203827	0.021241487573332	0.0205337030886601	0.0130922444713451	0.0299741856530112	0.00631987467637568	0.0553229955078454	0.0155510902024939	0.0180067445229383	0.0341253540505313	0.0173681379934472	0.0149166779892859	0.03121955845422
OM5_C_6A_2	0.0153531098727849	0.0322957305610534	0.0526923771466905	0.0886341467348951	0.0306404078841966	0.0181563041877065	0.0419130448524133	0.0405998096026598	0.0441501959089794	0.0673794805623266	0.0727710623178006	0.0156554466720621	0.036613633378136	0.0494736464266333	0.0697820399225009	0.00994804007841604	0.0108126952085111	0.00610409177074428	0.0524753086156976	0.051662442174748	0.0263639720588652	0.0582536741302038	0.0189769833959653	0.0379047211170096	0.0190480649178667	0.0642111805281927	0.0673419756337077	0.0421044687292943	0.056961097612628	0.0566922750589623	0.068025530603857	0.026547169998759	0.0652231773680386	0.0545927250156719	0	0.034626308014855	0.0401873907055043	0.0447554729777901	0.0472605157485782	0.0646212157444662	0.0124559263664365	0.0714568274996813	0.0600512168035122	0.0398621456835197	0.0735365970325733	0.0385414385293852	0.045986144013358	0.0271517192999983	0.0532071463323149	0.00967286693810981	0.0441228257143866	0.0561317100550708	0.0230374769169974	0.0384564339628317	0.0491888392526181	0.0816404869451741
OM5_C_6B_1	0.0220922746469399	0.00705695155938941	0.0190794843879575	0.0550903866566925	0.00540217700758104	0.0188786216211006	0.00745876919435787	0.00956830117865599	0.0114014764033373	0.0361942684471025	0.0396067748035278	0.0203933945809802	0.00534587191673638	0.0205525567578269	0.0359201724137996	0.0281460586367904	0.0239887715850664	0.0286681339613406	0.018939034014251	0.0172070057331864	0.0111727435643503	0.0256433676820775	0.0172010935507084	0.0055226588979096	0.0159504499814308	0.0311749292490771	0.0357341532887234	0.0117593830299905	0.0269934313720044	0.0229122715307204	0.0353956635824333	0.00820349035179682	0.031554242185472	0.0258073850965456	0.034626308014855	0	0.0111226651422551	0.0125252708652158	0.0138552253524373	0.0307675376056167	0.0378678609381289	0.0383710301419823	0.0266817524412964	0.00721587495683441	0.0406946691053607	0.00764553456325452	0.0174272341819618	0.00779450168124638	0.0223524456198625	0.0325209887137316	0.01153256024111	0.0217434669185427	0.0137952353065787	0.010088554881128	0.0171734677460094	0.048567455933261
OM5_C_6B_2	0.0261500164210354	0.010542591030431	0.013618030685262	0.0487167040508479	0.0108612865393953	0.0276495885444042	0.0115049632125828	0.00243684569608488	0.00575191904124959	0.0278020107280473	0.0330808726446116	0.0260590829629171	0.00650068997060125	0.010141627660174	0.0304831717268983	0.0356454459358117	0.0305156475218653	0.034602470427304	0.0133808266861517	0.0159307120071373	0.0211508987017223	0.0182071111253471	0.0223430873355064	0.00580882173386782	0.0217295316459028	0.024433783287567	0.0273092499096799	0.00210048288145729	0.0175468488210198	0.0177760086167719	0.0279342896513938	0.0158931618046247	0.0256493619758859	0.0155954573786376	0.0401873907055043	0.0111226651422551	0	0.00629457366591178	0.0104153359946609	0.0251916945110279	0.0459736446096063	0.0315525738760128	0.021100166989683	0.00502152779539509	0.033428201235814	0.00637708210585298	0.00837159484597818	0.0146350443308297	0.0131543590204116	0.0402931332367324	0.00600901530368154	0.0185995627542096	0.0197165328359346	0.00191533308238962	0.0113257543646811	0.0420638567752036
OM5_C_6B_3	0.0313469072657891	0.0130097243339713	0.00854589610591549	0.0441118772073927	0.0145530404172046	0.0308023705867458	0.00981399654361953	0.00508985320431106	0.003115411471271	0.0252492168721318	0.0280939883354403	0.0307838410491	0.00838694837317917	0.00920142981047081	0.0251754493452431	0.0396398289464622	0.0346291281607797	0.0390865628301562	0.00810617490521098	0.010196444602452	0.0230290501218447	0.0138612921153452	0.02627476506304	0.00778684205644137	0.0261738634295309	0.0195167537699414	0.02358497702965	0.00461305149954101	0.0145771597356104	0.0133357050352737	0.0236211879701841	0.0194171812393322	0.0205985616282871	0.0149315164647466	0.0447554729777901	0.0125252708652158	0.00629457366591178	0	0.00425409209581596	0.0201744320133193	0.0494789077786104	0.0268052727438085	0.0154722667958284	0.00578819689317845	0.0292120145245203	0.00664781667584198	0.00676656310437422	0.018394325692405	0.0102292366069248	0.0441460496221089	0.00117459942055966	0.0128685520076293	0.0242526663784172	0.00729187743850884	0.00553431128254567	0.0370620226552537
OM5_C_6D_1	0.0343365141474252	0.0151843341539195	0.00706307891598597	0.0421413626917429	0.0170386048308525	0.0323706814980098	0.00955069162987923	0.00879539692401027	0.0058577547416933	0.0252698050426454	0.0260617609554093	0.0334114171608518	0.010787063594807	0.0118455572925333	0.0227039391217236	0.0416661405201076	0.0368689401609797	0.0415348676144278	0.00652055259847257	0.00643838571433363	0.0239882064423417	0.0130211270532674	0.0286506021386445	0.0102880476628569	0.028717910108195	0.017769098425347	0.0229381352698219	0.00874968102656483	0.0152147428115687	0.0118331582391988	0.0223467756911317	0.0215261820876589	0.0185022065095378	0.0169450730038953	0.0472605157485782	0.0138552253524373	0.0104153359946609	0.00425409209581596	0	0.0180322143460061	0.0511176739894798	0.0250176937680035	0.0129979747838059	0.00839530050032529	0.027831476291398	0.00889796998347873	0.00946298388571231	0.0206983598104923	0.0113264023345304	0.0460368922200781	0.00445297698837693	0.00964386622665482	0.0268169965888649	0.0112164811832959	0.00435363300318976	0.0349261112829313
OM5_C_6D_2	0.0507737896464909	0.0329737644056831	0.0119519922253557	0.0243502406412192	0.0340501171854338	0.0496135846483378	0.0243045038165021	0.0242478515224603	0.0205423388706556	0.0131170821519747	0.010076137697311	0.0500529669913305	0.0281334757448344	0.0190145792303284	0.00598636374404241	0.0587819585974279	0.0543324445100465	0.0588116292205953	0.0121877409912337	0.0149004506029281	0.0413410656384712	0.00802645729975794	0.0463305143163018	0.0267852729256597	0.0457517805121126	0.0048478682918294	0.010601823079503	0.023111621864968	0.0145118864012212	0.00867571509620315	0.00735701961677588	0.0385435231120861	0.00171013695618082	0.0174593766759749	0.0646212157444662	0.0307675376056167	0.0251916945110279	0.0201744320133193	0.0180322143460061	0	0.0685648513881929	0.00865406060242736	0.00693530002588431	0.0247982025277759	0.0109770035408518	0.026561589807064	0.0217317779539407	0.037706702070362	0.0143548576470281	0.0632233845930903	0.0206422676153573	0.0099115171541334	0.0429658233386852	0.0268132456440998	0.0170276179821437	0.0188320546429417
OM5_C_6F_1	0.0236250629377138	0.0369682659443393	0.0568812689200111	0.0928335851509496	0.0353412816174649	0.019035278974762	0.0446569522733811	0.0457615713325646	0.048774206871236	0.0731335890985852	0.0771265924360857	0.0218470969730103	0.0411187101464769	0.055827712086075	0.0735347160711934	0.0113158746277744	0.0161119387444064	0.014020669554569	0.0566953723651738	0.054449247464728	0.0275174851768602	0.0631724252392236	0.0248869787214749	0.0423500105339713	0.0247342049975731	0.0687473352473523	0.0729106127914574	0.0476164287380088	0.0630386962777319	0.0606945938673571	0.0729776561898415	0.0305256828071173	0.0693132458968076	0.0612302246411243	0.0124559263664365	0.0378678609381289	0.0459736446096063	0.0494789077786104	0.0511176739894798	0.0685648513881929	0	0.0760027088243247	0.0640740014759847	0.0443404750185002	0.0783928672644619	0.0430824632408506	0.0519288774653016	0.0315879870581712	0.0589454967933743	0.00685315105067024	0.0487096770146248	0.0592828451350682	0.0280177643083635	0.0442510798324709	0.0537105840924958	0.085931485070071
OM5_C_6F_2	0.0576226686179152	0.0396418447231161	0.0194140868121561	0.0176736019718366	0.0411975463068701	0.0571753335256104	0.0323819164282526	0.0310465452401014	0.027662723278758	0.0129376413823867	0.00250754316202622	0.0572366374176178	0.0351232475836345	0.0234630635755525	0.00536604485362897	0.0662267193880304	0.0613995410771598	0.0658120244179425	0.0194714521546374	0.0228209474307327	0.0489017822366869	0.0134140961206258	0.0529689618590392	0.0340374100471713	0.0528389118190393	0.00730922125599262	0.00745995374012757	0.0295809605664677	0.0166808371933669	0.0167896447669975	0.00436707638316922	0.045930014508147	0.00729506163959797	0.0208554127074353	0.0714568274996813	0.0383710301419823	0.0315525738760128	0.0268052727438085	0.0250176937680035	0.00865406060242736	0.0760027088243247	0	0.0123595667805869	0.0319906271270975	0.00456520977267186	0.0332558498032152	0.0265321752445071	0.0449830537548715	0.0190309488037495	0.0707119342543941	0.0275025584338875	0.017985302053303	0.0503564642960422	0.0331792080465133	0.022879997100531	0.0109578720782395
OM5_C_6F_3	0.046790855643204	0.0278963417439221	0.00885346716021763	0.0295037664556171	0.0297963525627087	0.0453320709983498	0.0210167616677348	0.0202088595020597	0.0167235705233786	0.0172218624836216	0.013132017311542	0.0461147891291339	0.0235519425580598	0.0152653805584178	0.0101096044735314	0.0546222501917435	0.0497837569518755	0.0543816739980824	0.00859935467071306	0.0112671749204439	0.0368439679180835	0.00632069322590375	0.041363609845188	0.0227476022908152	0.0415084331904084	0.0055750093270842	0.0124110871467401	0.0191063334188452	0.0112459887428022	0.00888394296340692	0.0106583009607826	0.0344092092506554	0.00656853907198437	0.0162324471972783	0.0600512168035122	0.0266817524412964	0.021100166989683	0.0154722667958284	0.0129979747838059	0.00693530002588431	0.0640740014759847	0.0123595667805869	0	0.0207109276558137	0.0158451379306492	0.0215455888037995	0.0164077160473537	0.0335353797112331	0.011144033580652	0.0590086317274912	0.0161482166194361	0.00732591728668662	0.0393656103301645	0.0224829667719189	0.0111789445122068	0.0219413177384004
OM5_H_2H_2	0.0262952561723858	0.00921240493440226	0.0128517802594263	0.0489708164207423	0.00926562513625032	0.0255143137118784	0.00667188698682278	0.0027641788871782	0.00444561577622387	0.0293833206531906	0.033366991865857	0.0254503253680987	0.00382822590707633	0.0134453467379008	0.0300883062302196	0.0342862738840743	0.0296060759863466	0.0340417021890864	0.0126690713044861	0.0130482089974698	0.0181142881295426	0.0188981310645615	0.0218359262860333	0.00206338161943538	0.0209868545703304	0.024764609740828	0.0288026370755703	0.00483364272798818	0.0198985279464494	0.0170094038948713	0.0287524737246287	0.0139716685150736	0.0254593018476236	0.0186897735203827	0.0398621456835197	0.00721587495683441	0.00502152779539509	0.00578819689317845	0.00839530050032529	0.0247982025277759	0.0443404750185002	0.0319906271270975	0.0207109276558137	0	0.0341555864132537	0.00434954636849425	0.0110630537629447	0.0130054281356272	0.0151829735868293	0.038822227321111	0.0047743969458892	0.0167206229075892	0.0186823755374526	0.00502740702664562	0.0111183092518981	0.0424050613542853
OM5_H_6A_1	0.0593158099421955	0.0421863334473565	0.0216424945064991	0.015579566335124	0.0433348675010365	0.0595102786340951	0.0346342074376991	0.0330408703591843	0.0297337185012759	0.0105401719524459	0.00630745430508414	0.0590531140997873	0.0374766119819064	0.0250740489987477	0.00882879649816134	0.0683293286718482	0.0636120423341759	0.0678747045334396	0.0218248033520016	0.0256852412782109	0.0515004822203943	0.0153852902303432	0.0553460791554317	0.0361670767663127	0.0548543285753402	0.0104357952194299	0.00788585410469435	0.0314833869241104	0.0184682299971145	0.018423381697301	0.00583614860474224	0.0480738258179936	0.0100652140412183	0.021241487573332	0.0735365970325733	0.0406946691053607	0.033428201235814	0.0292120145245203	0.027831476291398	0.0109770035408518	0.0783928672644619	0.00456520977267186	0.0158451379306492	0.0341555864132537	0	0.0358088343509649	0.0289334722198114	0.0470972095938923	0.0207107292946023	0.0728822550405932	0.0298556060713442	0.0207829168918595	0.0520920022226732	0.0351652524018034	0.0258349594494076	0.0115760466184802
OM5_H_6A_2	0.0258381593094065	0.00642794633923534	0.0148810305041261	0.0505950637642934	0.00890846087513614	0.0246152365776771	0.0093267682882481	0.00532562067857498	0.0073245305950258	0.0317474306711654	0.0344134968487561	0.0250850874733867	0.00282698413658073	0.0142941467769725	0.0314057966919051	0.0335008585574555	0.0283234803950025	0.0329134556299392	0.0144772196023284	0.0144610854076621	0.0169286814868703	0.0204871927631798	0.0198630173432783	0.0046103053758546	0.0202323768116024	0.0259503916418076	0.0300795561247654	0.00677072227510466	0.0205032484611951	0.0195528113927078	0.0301852096910118	0.0136088459318672	0.027008457190652	0.0205337030886601	0.0385414385293852	0.00764553456325452	0.00637708210585298	0.00664781667584198	0.00889796998347873	0.026561589807064	0.0430824632408506	0.0332558498032152	0.0215455888037995	0.00434954636849425	0.0358088343509649	0	0.010098793726892	0.0126126716740913	0.0164997267377431	0.0379323002383014	0.00617998570009752	0.0183552788654953	0.0190476438103986	0.00541655818338756	0.0108023723932889	0.043276837518065
OM5_H_6A_3	0.0328662596742615	0.0152076593063779	0.0121496856809999	0.0441251324378907	0.01777321865444	0.0340017350380009	0.0164065373480413	0.00920206498390751	0.00920373913940672	0.0249583736828981	0.0277591635624463	0.0330228384133915	0.0122704845630973	0.00609428542163023	0.0260685230288373	0.0422054939787431	0.0365290400997119	0.0407238234597493	0.0115321416469285	0.015419860788679	0.0268267510536915	0.014306506379646	0.0275289813510728	0.0126014483521139	0.028367672035988	0.0195658229318474	0.0221112065146286	0.00763284570526792	0.0114646344609493	0.0166784274949231	0.0231480550895313	0.0227932628496458	0.0216549493748064	0.0130922444713451	0.045986144013358	0.0174272341819618	0.00837159484597818	0.00676656310437422	0.00946298388571231	0.0217317779539407	0.0519288774653016	0.0265321752445071	0.0164077160473537	0.0110630537629447	0.0289334722198114	0.010098793726892	0	0.0215620995871736	0.00904242571162084	0.04672067041196	0.00780284262560529	0.0167754478721487	0.0272850401481283	0.00912883793670199	0.00684614677826647	0.0363318986620068
OM5_H_6B_1	0.0143468484540398	0.00783257354593875	0.0257973394234407	0.0619120149828569	0.00388084558629941	0.013082998222343	0.0150010539440426	0.0142613580934857	0.0173858186940631	0.0416477407216341	0.0463302791611737	0.0128008366072517	0.0101285616862152	0.024736369160827	0.0429805718699494	0.0213146044859172	0.0167651245411101	0.0212055571275863	0.0256401974206477	0.024792699419981	0.00857894615941866	0.0318425036996619	0.0104260630705894	0.0109720959643244	0.00823114199189742	0.0377453819443823	0.0415552875809495	0.0161585768201032	0.0319981382202427	0.029688100081066	0.0417053384059657	0.00144166064822478	0.0384210735315149	0.0299741856530112	0.0271517192999983	0.00779450168124638	0.0146350443308297	0.018394325692405	0.0206983598104923	0.037706702070362	0.0315879870581712	0.0449830537548715	0.0335353797112331	0.0130054281356272	0.0470972095938923	0.0126126716740913	0.0215620995871736	0	0.027567048153337	0.0258942452439926	0.0175662831495336	0.0291380531006896	0.00686062644008656	0.013069683557346	0.0232869257695851	0.0553330246743183
OM5_H_6B_3	0.0391293272567167	0.0224883594549432	0.00782084119542112	0.0361944318943511	0.0237232616293528	0.0404294236142854	0.0185128321698712	0.013350257250262	0.0110997837788718	0.0159867373756044	0.0207268350155572	0.0391712460097316	0.0181072098160823	0.00468739763987319	0.0191416616795501	0.048743662879438	0.0435958489688838	0.0477057922691262	0.0075772867730799	0.0141390346988882	0.033086616840385	0.00634092799667893	0.0351299814218915	0.0171120643712382	0.034876108000386	0.0123965684177177	0.0141741538967577	0.011432991699841	0.00532016546969029	0.0101721949918619	0.0151565527034967	0.0287271618403745	0.0143303718884093	0.00631987467637568	0.0532071463323149	0.0223524456198625	0.0131543590204116	0.0102292366069248	0.0113264023345304	0.0143548576470281	0.0589454967933743	0.0190309488037495	0.011144033580652	0.0151829735868293	0.0207107292946023	0.0164997267377431	0.00904242571162084	0.027567048153337	0	0.0533678547470218	0.0110502570451616	0.0128091228299267	0.0326581104702217	0.0148436826098104	0.00886937826999531	0.0295360237357569
OM5_H_6C_2	0.0173394030529585	0.0319405094777482	0.0514573024637279	0.0874698165656199	0.0297301239238985	0.0138985466796925	0.0393192670370539	0.0401341759214582	0.0432203808873858	0.0671804641737965	0.0719671946514851	0.0153845808380805	0.0357718571941304	0.050225253088939	0.0683960552876998	0.00475268002305544	0.0107715872829287	0.00873189531654822	0.0513172269254718	0.0494484089567402	0.0229332236262442	0.0576898262237626	0.0200510438385658	0.0367887243857014	0.0187805777684561	0.0634749384917773	0.0673989337542196	0.0419629864566074	0.0576136121490994	0.055138062990493	0.0675344685256717	0.0248631857377232	0.0640129439240643	0.0553229955078454	0.00967286693810981	0.0325209887137316	0.0402931332367324	0.0441460496221089	0.0460368922200781	0.0632233845930903	0.00685315105067024	0.0707119342543941	0.0590086317274912	0.038822227321111	0.0728822550405932	0.0379323002383014	0.04672067041196	0.0258942452439926	0.0533678547470218	0	0.0433388363545236	0.0541610189098106	0.0216480218513221	0.0386372547721185	0.048684473853651	0.0808900707706543
OM5_H_6C_3	0.0306658194129793	0.0125020254538818	0.00883134520440303	0.0447033489412111	0.0137518276083811	0.0299590893178316	0.008708007137754	0.00441230225112247	0.00225521352884161	0.0257605474451102	0.0288137326829461	0.0300084005433553	0.00763920407125052	0.0100484685802619	0.025742901007764	0.0388315761955759	0.0339345357498226	0.0384026600071629	0.00847430709295629	0.0100735100585145	0.0221893634123783	0.014525418449773	0.0257304253776784	0.00681066005351135	0.0254380409448528	0.0202261078464343	0.0243856988506019	0.00436822211099735	0.0155682665065548	0.0134907454947571	0.0243283727515132	0.0185577989844509	0.0211502699966019	0.0155510902024939	0.0441228257143866	0.01153256024111	0.00600901530368154	0.00117459942055966	0.00445297698837693	0.0206422676153573	0.0487096770146248	0.0275025584338875	0.0161482166194361	0.0047743969458892	0.0298556060713442	0.00617998570009752	0.00780284262560529	0.0175662831495336	0.0110502570451616	0.0433388363545236	0	0.013035835310113	0.023378446424957	0.00695360421055175	0.00650831166027426	0.0378125142891986
