	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5A_3	0.0471979842284806	0.0339642651975175	0.0411367043439802	0.0637643577738435	0.0584005473182026	0.0543901714256015	0.0856043245658269	0.0792393618836509	0.0832173846684242	0.0854132442475966	0.0566852856132877	0.0844905717900358	0.0839566504311959	0.078598230058968	0.0781501764963754	0.0433529505050973	0.0237623935867844	0.0229606982227777	0.0370112639954206	0.0220530697295312	0	0.0863161893895796	0.0516222518521912	0.0603066680702767	0.0427727032265408	0.0257648207072527	0.0339674085307074	0.0330463485690483	0.0128027137010367	0.0274452266065733	0.0889252823338332	0.0619894072158668	0.0708528670704961	0.0451225139844449	0.0370327427728129	0.0226892005364133	0.0751771221862199	0.0737898575313299	0.0974619337205593	0.0509706374143939	0.0673443924923079	0.0355667551145284	0.0355871948968575	0.040602136859504	0.0266899397599947	0.0286393500571782	0.0193726019599788	0.0105144016585315	0.0676351192520212	0.0528637748625801	0.0741820456599246	0.0671205913972015	0.0729093847579382	0.0600027911107083	0.0576647724795818	0.0838683130425863	0.142322033548882	0.0866740269055366	0.0719462857680604	0.0761794850121048	0.0667019346976512	0.080312484460941	0.0746492161272137	0.0659144244060536	0.123773115880866	0.0837000315470918	0.0650133670846847	0.0979809418866559
OM5_C_5B_1	0.119042410026627	0.115622425402668	0.125236343396712	0.136578993154086	0.139976222788135	0.136009080946339	0.165628444758918	0.161318420098604	0.16622098239268	0.163909405597144	0.138796517735539	0.168123331081752	0.00889932146264428	0.023416576537403	0.0328746992560203	0.0598070595353274	0.0668593689737637	0.0650901680208919	0.0734520578008483	0.0887195917742701	0.0863161893895796	0	0.038601185924914	0.0350751263325573	0.117798087204851	0.109393428987891	0.118992857815268	0.10474138507131	0.0972785139027728	0.108627458447431	0.168823405227526	0.145115848583072	0.154982659657206	0.0429499162236022	0.0530246987953106	0.0682543369649258	0.154710882955951	0.157309769523453	0.180253830625252	0.128185710516866	0.150333085471642	0.118181009715807	0.108243482185992	0.117897432900255	0.106444930709903	0.0892986973465574	0.0979749684545817	0.095701863159756	0.14348244231447	0.137384697139602	0.157820316939547	0.150662309447481	0.151437745843773	0.142576080990067	0.141463835218544	0.164821665278768	0.225290257585229	0.170141310293707	0.154888208664033	0.160531754871848	0.146606633401354	0.162696518485311	0.157446196039722	0.14402018838081	0.206324065883694	0.165096120685943	0.148605464200157	0.181776761658628
OM5_C_5B_2	0.0895101405267537	0.0830298884273957	0.0919927240180975	0.106892275651111	0.107170326544205	0.10314811514869	0.133966417531452	0.128888458462644	0.133451763438087	0.132302610045214	0.105393466318085	0.135122474168278	0.0366755446065663	0.0285925585670329	0.0337216707396688	0.0388606522450111	0.0340114132091898	0.0298021769113235	0.0457637239863617	0.0569090854665739	0.0516222518521912	0.038601185924914	0	0.0112083937292592	0.0867600491347803	0.0758863289879619	0.0849334933436786	0.0740740671544785	0.0624839176699445	0.0758669279659228	0.137031054483911	0.111655504211701	0.121256693807486	0.00898345068460409	0.0161205275203642	0.0335986676184858	0.122721715725385	0.12414872637563	0.14794596848249	0.0968612539713904	0.117092799308628	0.0846384786101844	0.0779008624289257	0.0858664168774148	0.0736645653075314	0.0608296338838353	0.065299120596563	0.0615176729609645	0.11282937444503	0.103482618793423	0.124654535841889	0.117729631140612	0.12020110481397	0.109595574147035	0.108035261705072	0.132711165264878	0.192470586860159	0.137149706743651	0.12209539030268	0.12682147490529	0.114103250851262	0.130252608517934	0.124676944078378	0.11265668055528	0.173745075201991	0.132916819714829	0.115347342071813	0.148436013281308
OM5_C_5B_3	0.0997699813929214	0.0926407901877752	0.101096694811731	0.117113036502092	0.116727538973755	0.112668780173963	0.143652040183433	0.138357527433474	0.142666517597008	0.142188717477593	0.114886403252783	0.144159241101581	0.0322735322486795	0.0193705237598055	0.0242953386994692	0.0486746382805157	0.0443513119953873	0.0391829996556023	0.0556604180071356	0.0669922315706433	0.0603066680702767	0.0350751263325573	0.0112083937292592	0	0.0966088651152326	0.0851924318285947	0.0938634125538935	0.0841848433203564	0.0715142259174233	0.0854688023810287	0.146748693332201	0.120977184356803	0.130283893942639	0.0176145061282487	0.0238692059618536	0.0407989506769478	0.132516873124537	0.133283241068884	0.157076566311497	0.106883360384159	0.126401641037301	0.0940892365433281	0.0881667941093023	0.0958190987208943	0.0833750433075126	0.0712196727836084	0.0749010042589576	0.0703386826564516	0.122869370636122	0.112472238308244	0.133748761785209	0.12673998487719	0.130091586582358	0.119000895894503	0.117200284394516	0.142314585290698	0.201129684169115	0.146240180377539	0.131415872528038	0.135613752713811	0.123847683403599	0.139598454673566	0.133947195759878	0.122581423504929	0.182872564982249	0.142441269938607	0.124524198302323	0.157351184959755
OM5_C_5D_1	0.0120538669144514	0.0193769008954015	0.0255349042914736	0.0247518654638727	0.0295285144386434	0.0232159092385367	0.0497264874309076	0.0488042334316665	0.0539628776778642	0.0491440591470654	0.0288787285241638	0.0578105927536905	0.11583071716967	0.114234675950814	0.116645770399715	0.0612770005545244	0.0533251992945571	0.0580521398471276	0.0487464392353085	0.0300631849482191	0.0427727032265408	0.117798087204851	0.0867600491347803	0.0966088651152326	0	0.0232217899481002	0.0264305320010801	0.0134463975839458	0.0323272476497742	0.0182697853153872	0.053105921587837	0.0340733969876675	0.0455267477682559	0.0804161027145383	0.0736064873934539	0.0634947369819531	0.0397649191428985	0.0465392155418574	0.0688434030174545	0.0161983172176516	0.038314870252288	0.0193421828411583	0.01291148005001	0.00914264138913118	0.0176728374173593	0.0305787654967372	0.0237182157353947	0.0364053810725304	0.0273656337535785	0.031552228170124	0.0470981018056429	0.041321703083119	0.0367259015223874	0.03049960956617	0.0332676387271501	0.0499493828507072	0.116580152958562	0.0597364984459952	0.043546387257001	0.0510602538840044	0.031710626122109	0.0499371262747808	0.0452617336224759	0.0280648591228958	0.0936267626545911	0.0513346038586854	0.0380046294131516	0.0707725468610135
OM5_C_5D_2	0.0278678415676679	0.00938296349490841	0.0164523104215084	0.0413042280497095	0.0331725670796908	0.0292491727659235	0.0601788417977889	0.0539091890869114	0.0582072981005272	0.0602462470818598	0.0316257176193559	0.0598109614263158	0.107454808855566	0.103378562305374	0.103535581565725	0.0587190616463487	0.0441181521130744	0.0465514679191201	0.0488908213563644	0.0264748822681541	0.0257648207072527	0.109393428987891	0.0758863289879619	0.0851924318285947	0.0232217899481002	0	0.0111299752925212	0.0208682461067448	0.0144282645637958	0.00671313289682292	0.0635073778938418	0.0367241034247005	0.0462290357753266	0.069493582584618	0.0617252302890227	0.0479086408301905	0.0500355329451182	0.0489231599548703	0.0727273390142615	0.0273806979079113	0.0422368717877048	0.0115398159558201	0.020160379490493	0.0193582578476152	0.00982089126484302	0.0298067130305541	0.0142128134631577	0.0170468073389795	0.0436866176468395	0.0283386170899295	0.0494351632172622	0.0427225323804901	0.047793060932796	0.03464435144667	0.0325421543220062	0.0583641082014035	0.118630302545708	0.062025487113822	0.0466940420127483	0.052133259069759	0.0416017831736972	0.0551715503650589	0.0496273364050924	0.0411483641490121	0.0989295587995411	0.0582205587265349	0.0399071449663641	0.0736271943760846
OM5_C_5D_3	0.0316810741946651	0.0121309176368371	0.00867011816008985	0.0412720807244184	0.027727595422817	0.0232763822695117	0.0535020843102535	0.0461353479124564	0.0494601855652054	0.0548499052185577	0.0256554150897654	0.0507734491377751	0.116819440866709	0.11227901248245	0.111696226648532	0.0692128081382229	0.0539601362669861	0.0557190594520141	0.0585859916265251	0.0364975775081419	0.0339674085307074	0.118992857815268	0.0849334933436786	0.0938634125538935	0.0264305320010801	0.0111299752925212	0	0.0286647359409874	0.0230913904426499	0.0145175104209173	0.0567580113643314	0.0289437256747139	0.0370445054946	0.0787041485088563	0.0705374121625931	0.0554731187670024	0.0438873077462148	0.0399701858542684	0.063842162878139	0.0270042040182012	0.0339161260246961	0.00934805349880184	0.0268110946177925	0.0218030772536292	0.0177822703845066	0.0401868225370825	0.0243394483057243	0.0242057411203788	0.0407655639484083	0.019497687218834	0.0403162391791611	0.0335775317829501	0.0431031789385392	0.0271608363633037	0.0244901608155877	0.0514331481986483	0.109073167328509	0.0529373523272402	0.0384112836041856	0.0424226581837771	0.0362850752292121	0.0467736772071067	0.0410448042330512	0.0370283702876004	0.0900507507184713	0.0511872375641049	0.0313727767906866	0.0641711877301245
OM5_C_5E_1	0.0173970860227248	0.02068178289792	0.0309241682849498	0.0347653703340182	0.0393975631989001	0.0340217297830881	0.0621475823749232	0.060053650350303	0.0654452743906055	0.0609305481177261	0.0384501756471518	0.06884410044846	0.102965793982721	0.10166134916979	0.104450212634398	0.0484817879476533	0.0404428596782924	0.0458893885177676	0.0364498809499186	0.0173895209103363	0.0330463485690483	0.10474138507131	0.0740740671544785	0.0841848433203564	0.0134463975839458	0.0208682461067448	0.0286647359409874	0	0.0246583320254982	0.0152495172453572	0.065434190034718	0.044566844534365	0.0559679408163823	0.0678157291975306	0.0615374329282274	0.0524767781400282	0.051603434791069	0.0574731954807376	0.0803060937929354	0.0255550911193395	0.0493027515775465	0.0222899234240799	0.0067994387287357	0.0148262484962316	0.0125598448299118	0.0181105110757253	0.0142417467842535	0.028624425093237	0.0395062090458471	0.0401291216634875	0.0580247289401624	0.0518368593134501	0.0483928184848294	0.041305894679859	0.0428230195237921	0.0619921448314534	0.127869611083891	0.070711566908692	0.0544590940618055	0.0618742932469395	0.0434237257582237	0.0614693337376974	0.0565783494615416	0.0400816510870059	0.105583644531876	0.0630929797748295	0.0486569437588188	0.0821372031591655
OM5_C_5E_2	0.0369701695567694	0.0225102707001714	0.0301993863654883	0.052318052200165	0.046132466676621	0.0425315767976767	0.0737051103396872	0.0674461702105373	0.0717918536837426	0.0730647614610202	0.0442526126474862	0.0732382567564376	0.0952310443128523	0.0899916889836113	0.0903067287038475	0.0494055106469599	0.0318608531595623	0.0333270148966676	0.039911754099482	0.0197670093080279	0.0128027137010367	0.0972785139027728	0.0624839176699445	0.0715142259174233	0.0323272476497742	0.0144282645637958	0.0230913904426499	0.0246583320254982	0	0.0168087036465953	0.0769429430482777	0.0499463227860827	0.0593034100642314	0.0562504786443144	0.0481237190143257	0.0351372534194835	0.0632495057276742	0.062419517466863	0.0863339786890701	0.0391618592748721	0.0555567183100193	0.0239720695618271	0.0264982687959143	0.0291287271966442	0.0163577207563917	0.0263140840450253	0.0115895527618491	0.00784161443119468	0.0559933294598675	0.041198073168595	0.0628554460035129	0.0562595247304229	0.0608527636699038	0.048197891522946	0.0459325707614007	0.0718051690147622	0.131600435433036	0.0753540810103094	0.0603570795367451	0.0651074936665437	0.0544338403880714	0.0688974987196501	0.0632538954711408	0.0539915542848209	0.112346457722988	0.0717010699753969	0.0534190165558497	0.0866991087466047
OM5_C_5E_3	0.0238739830006719	0.0103302033703121	0.0185801817258477	0.0385256979953198	0.0336602587787276	0.0280153576563623	0.0590156058875975	0.054149095469433	0.0584936729860458	0.0592259381460184	0.0321154801015031	0.0608531858144455	0.106613111484867	0.103552268895439	0.104325435799759	0.0564480463349261	0.0432767336427174	0.0464361018841156	0.0457279461789409	0.0233274576162959	0.0274452266065733	0.108627458447431	0.0758669279659228	0.0854688023810287	0.0182697853153872	0.00671313289682292	0.0145175104209173	0.0152495172453572	0.0168087036465953	0	0.0623320188670907	0.037184878587947	0.0473596391678923	0.0695301065901652	0.062043726326755	0.0489900595209029	0.0484129060123548	0.0494732191206213	0.0733190156421985	0.0252340241300972	0.0422657845062903	0.0106968677490362	0.0147312489282787	0.01535978484834	0.00408482830041239	0.026726564075224	0.0120196855483471	0.0195087729964813	0.0405972522360763	0.0301750302022677	0.0500243218737158	0.0431252511949272	0.0466023264558178	0.0343607375934614	0.0339092178713143	0.057949929949394	0.119888361584237	0.0629820968081375	0.0471732025794595	0.053057384100405	0.040245835156277	0.0550270677552405	0.0495574349463281	0.0389528648330929	0.0993694237790607	0.0583342751171449	0.0405534285791645	0.0745303374888871
OM5_C_5F_1	0.052620035578229	0.0561897172079735	0.0498276353032893	0.0383889260572808	0.0333869903052757	0.0348322142267368	0.00489313324795451	0.0168353492280895	0.0179278397573584	0.0133054281715472	0.0345020550088106	0.0237666919429245	0.167208079038887	0.164847516523437	0.166049463186746	0.113031270815166	0.104008251103196	0.108069305411926	0.100627069559493	0.081690469206494	0.0889252823338332	0.168823405227526	0.137031054483911	0.146748693332201	0.053105921587837	0.0635073778938418	0.0567580113643314	0.065434190034718	0.0769429430482777	0.0623320188670907	0	0.028949312492078	0.0266022601058683	0.131078648321059	0.123591019741486	0.110600336615521	0.0150354321654693	0.0231186032713808	0.0256172812374681	0.0424469935073416	0.0240839988440461	0.0538037582787882	0.0615615176478548	0.0521004263372897	0.0640707797589266	0.0815338816330064	0.0730271352659141	0.0796621500355252	0.0279206170135395	0.0397068345607093	0.0234418410935711	0.029314657534838	0.0209479450915957	0.0296641701347118	0.0347138794601217	0.00994735580740249	0.0684482808037323	0.0232781468961397	0.0222093666968212	0.0271789157537573	0.0236460165929571	0.0162931132578151	0.0199864425213299	0.0257761520497316	0.042927783745182	0.0144579597824796	0.0277543461693507	0.0279793873094754
OM5_C_5F_2	0.0358639007563594	0.0303879375162787	0.0224875902699509	0.0304519632886927	0.0104856930083675	0.0119129416649854	0.0261620085686508	0.0188329816059467	0.023083819291555	0.0279257011936945	0.0092149991267564	0.0256314603695396	0.143352165523704	0.139372997703401	0.139707225020152	0.0916000317385957	0.07940710622103	0.0824784685088271	0.0795929111514075	0.0586151967787699	0.0619894072158668	0.145115848583072	0.111655504211701	0.120977184356803	0.0340733969876675	0.0367241034247005	0.0289437256747139	0.044566844534365	0.0499463227860827	0.037184878587947	0.028949312492078	0	0.0120772780606581	0.105637072442841	0.0976542900088586	0.0838341866274282	0.0184675460314408	0.014738666827471	0.0383662544858712	0.0237585039374406	0.00703813219109734	0.0277665391799527	0.0409824701123934	0.0306177564034459	0.039558111825821	0.0599846989075158	0.0482522139554264	0.0525553173333152	0.0241344880471706	0.0113225667839815	0.0154815287042797	0.0141070114733677	0.0198110570305089	0.00548379043784832	0.00719186768027381	0.0233293319344247	0.0845628274302329	0.0274735119518349	0.0119907171654213	0.0197298278899768	0.0130443680976841	0.0205170399947068	0.0154582189798448	0.0180062828672165	0.0631491149562351	0.0234056063899279	0.00653479127188192	0.0386261231660156
OM5_C_5F_3	0.0473831152178546	0.0405473552794222	0.0306333178980453	0.040674665339119	0.020824327673033	0.0228676144820593	0.0245159502791745	0.0141606386327321	0.0141823313025974	0.0292200569838605	0.0204675434712217	0.0149822254097066	0.153079181420726	0.148715020580035	0.148248064955794	0.102588537563546	0.0896581925329503	0.0921514966389197	0.0908231885283099	0.0695666646909092	0.0708528670704961	0.154982659657206	0.121256693807486	0.130283893942639	0.0455267477682559	0.0462290357753266	0.0370445054946	0.0559679408163823	0.0593034100642314	0.0473596391678923	0.0266022601058683	0.0120772780606581	0	0.115236104687351	0.107033773926058	0.0922125606318316	0.021672806026753	0.00597866132213219	0.0285024498352643	0.0353861988011507	0.00890271650346628	0.0377375698957984	0.0523110733135653	0.0422777632671685	0.0500435440239801	0.0711170930500379	0.0586170185875505	0.0611255379567301	0.0328938340096656	0.0185736058140335	0.00631157495642976	0.0108706815779918	0.025458351091051	0.0153068207302677	0.0146481548544111	0.020846243742252	0.073462712296306	0.0170207889561114	0.00742128937820645	0.00916081605297017	0.0215728235059563	0.0138167810470595	0.00981634327444812	0.0268854550884234	0.0533700227630239	0.0199017025353531	0.00797306255547117	0.0277523881565396
OM5_C_5G_1	0.0831150990586925	0.0765639981972688	0.0855462341495298	0.100731223403064	0.100968482893741	0.0971031576471019	0.127834614471264	0.122687909072797	0.127286562396964	0.126401000046223	0.0994356276662469	0.128891968247472	0.0406096172514568	0.0344354100727272	0.0378777195771422	0.0332566267352461	0.0279480646304895	0.0237156720109918	0.0409164513401089	0.0508671352650116	0.0451225139844449	0.0429499162236022	0.00898345068460409	0.0176145061282487	0.0804161027145383	0.069493582584618	0.0787041485088563	0.0678157291975306	0.0562504786443144	0.0695301065901652	0.131078648321059	0.105637072442841	0.115236104687351	0	0.0109768743727196	0.0279791636394418	0.116957502969842	0.118045349912648	0.141628593700674	0.0906285820750752	0.111085096706132	0.0786886589910832	0.0716637306813697	0.0798383004983274	0.0675005478764554	0.0541370723208794	0.0586731262155234	0.0551130634562744	0.106853398905503	0.0972359289610696	0.1184978927719	0.111443546093643	0.113951109844408	0.103471460926975	0.101770909620668	0.126534788008686	0.186597302412056	0.13099265474206	0.115888929270767	0.120744475922933	0.108306318756928	0.124089158179088	0.118555533308572	0.106578842090977	0.167760756599703	0.12663469286391	0.109148473735809	0.142398438803704
OM5_C_5G_2	0.0773671168593855	0.0693888696439136	0.0776543941729724	0.094698404058194	0.0935569033744942	0.0892849077640693	0.120435441016893	0.11518626285371	0.11937962060755	0.119307457489701	0.0917331956649062	0.120921918628693	0.0501887400421383	0.0422980425049669	0.0441868693721488	0.035126243432789	0.0231135463634373	0.0159433313943932	0.0379721004539073	0.04445690724169	0.0370327427728129	0.0530246987953106	0.0161205275203642	0.0238692059618536	0.0736064873934539	0.0617252302890227	0.0705374121625931	0.0615374329282274	0.0481237190143257	0.062043726326755	0.123591019741486	0.0976542900088586	0.107033773926058	0.0109768743727196	0	0.0197511487583309	0.109424093853105	0.109957763529626	0.133901367225602	0.0839826382432154	0.103108478205012	0.070765205914558	0.0656518222761446	0.0728833115945563	0.060045755786532	0.0497759467781179	0.0515016661651079	0.0472926049652676	0.100011622180509	0.089129904881442	0.110452397176349	0.103352976941642	0.107086814588389	0.0956191875401793	0.0938128515325445	0.119109977207529	0.178445731249915	0.123108602671364	0.108117343811129	0.112335079593517	0.100698278899927	0.116308209971881	0.110622665048524	0.0995487563707708	0.15978680685226	0.119219235442839	0.101125647062451	0.134268746656633
OM5_C_5G_3	0.0680439194658872	0.0562424603790827	0.0627740979373187	0.0852800712571019	0.0807861927063295	0.0760181028016567	0.107391764787323	0.101163006720897	0.104569985847577	0.107544672057894	0.0788944937577617	0.105753786904367	0.0651926469131028	0.0586399701562015	0.0567206479432075	0.0417782540268914	0.0227822864002888	0.0146515775181353	0.0410777508462042	0.037479585301875	0.0226892005364133	0.0682543369649258	0.0335986676184858	0.0407989506769478	0.0634947369819531	0.0479086408301905	0.0554731187670024	0.0524767781400282	0.0351372534194835	0.0489900595209029	0.110600336615521	0.0838341866274282	0.0922125606318316	0.0279791636394418	0.0197511487583309	0	0.096594776421746	0.0950185847489327	0.118668290219503	0.0729826528883151	0.0889276626890851	0.0570726958663465	0.0556843401286814	0.0620490831148606	0.0477802387999234	0.0438566285232753	0.0402924993406198	0.0320824937107331	0.0889819053907815	0.0746940431702056	0.0954519598603917	0.0880383308705785	0.0951369412055501	0.0817309434935168	0.0795404190874741	0.10595047503972	0.162413980957005	0.107988737756816	0.0936115699266511	0.0969803441128183	0.0884534294543066	0.101669229437945	0.0959234908035371	0.0877285762063287	0.144827627342413	0.105854634500215	0.086609997989663	0.119012781834404
OM5_C_5H_1	0.0401957608870702	0.0430522020436961	0.0375793315433009	0.0286918503912555	0.0229218108539559	0.0212920554706866	0.0135266333597742	0.0177142593768893	0.0212279336315038	0.016981729888393	0.0229166833837726	0.0273550212474374	0.153075157680277	0.150673115762785	0.152041066289326	0.099465599382387	0.089819970217792	0.0938419427134458	0.086714750616924	0.0675156473032978	0.0751771221862199	0.154710882955951	0.122721715725385	0.132516873124537	0.0397649191428985	0.0500355329451182	0.0438873077462148	0.051603434791069	0.0632495057276742	0.0484129060123548	0.0150354321654693	0.0184675460314408	0.021672806026753	0.116957502969842	0.109424093853105	0.096594776421746	0	0.0194134620037499	0.0349601241245374	0.0298877579432994	0.0150333428746411	0.0398206939468212	0.0477970668690393	0.0382022864900006	0.0499006718229502	0.0681105937015156	0.0592113818244438	0.0660916760734623	0.0165619940444338	0.029171242552336	0.0203294618139636	0.0224866545137431	0.014992988024765	0.0178672500856521	0.0248680227959579	0.0158050428975436	0.0801865404093834	0.0279514338721156	0.0175211079934899	0.0252052071392933	0.010497571012954	0.0172028106317003	0.016056519981242	0.0138013111936706	0.0559778716270986	0.0195719202863382	0.0195100366597887	0.0364579168033931
OM5_C_5H_2	0.0483900458926448	0.0430640877221104	0.0331070665729548	0.0409441053909475	0.0235104797462749	0.023957812483344	0.0209896561883484	0.0124923060206959	0.0099720212771726	0.0279984315842717	0.0236499921832869	0.0125758395277066	0.155323588131419	0.151591085896721	0.151143152370844	0.104559296856975	0.0923035552868002	0.0949151377926458	0.0928804152498021	0.0717105143848951	0.0737898575313299	0.157309769523453	0.12414872637563	0.133283241068884	0.0465392155418574	0.0489231599548703	0.0399701858542684	0.0574731954807376	0.062419517466863	0.0494732191206213	0.0231186032713808	0.014738666827471	0.00597866132213219	0.118045349912648	0.109957763529626	0.0950185847489327	0.0194134620037499	0	0.0251162220789777	0.0368594193053105	0.00944942433712301	0.040115855835427	0.053743956898773	0.0440767707507789	0.0521210545161302	0.0729600343033573	0.0609128709504269	0.0640351020845498	0.0317870665813649	0.0221935214872767	0.00243295956384174	0.00907145156084506	0.0248303759537093	0.016384836571546	0.0178077361355481	0.0186079771085165	0.0711146431207355	0.0149054010472888	0.00618762220850155	0.00738695377573701	0.0217326014375442	0.00878758697851056	0.00477391617523836	0.0263235578660452	0.0503759101967308	0.0182584214950057	0.00955247043930801	0.0254937254490722
OM5_C_5H_3	0.0687334657976352	0.0661211381695792	0.0566682949053429	0.0575340523545742	0.0444401527097674	0.0477290244237613	0.0257362736529374	0.0220538728199421	0.0159186043471096	0.0338273033204882	0.0459898745756554	0.014045090769536	0.178406493402606	0.175174139425463	0.174393186758257	0.1269175508384	0.115919725010255	0.118883271252259	0.115989118925469	0.0953983216189879	0.0974619337205593	0.180253830625252	0.14794596848249	0.157076566311497	0.0688434030174545	0.0727273390142615	0.063842162878139	0.0803060937929354	0.0863339786890701	0.0733190156421985	0.0256172812374681	0.0383662544858712	0.0285024498352643	0.141628593700674	0.133901367225602	0.118668290219503	0.0349601241245374	0.0251162220789777	0	0.0577132244540534	0.0328968690573923	0.0644453698890565	0.0760569031035532	0.0669351462974089	0.076074289749154	0.0952022853399883	0.0845413002556208	0.0875027411994219	0.0488054965633962	0.04570346800821	0.0243041128357698	0.0318548567690788	0.0381877762504062	0.0401597898736533	0.0411244264276362	0.0238351105725043	0.0487116480644425	0.0121705849894563	0.0267691052273833	0.0244941118602051	0.0416118619113165	0.0197968460465306	0.0251201954709775	0.0443751251102294	0.0277737241099388	0.0224070632644571	0.0336850736855367	0.00930146360641818
OM5_C_6A_1	0.0126644557886939	0.019043261858815	0.0229541246565822	0.0145140838116829	0.0162104905597317	0.0166822563293632	0.0391143008720914	0.0363418070651639	0.0434795641988859	0.036402747144808	0.0169155014812131	0.0468385047827633	0.126920815905398	0.124670595089124	0.126767594494642	0.0716721827591085	0.0632313993046081	0.0683761350007743	0.060488599362067	0.0414737642738505	0.0509706374143939	0.128185710516866	0.0968612539713904	0.106883360384159	0.0161983172176516	0.0273806979079113	0.0270042040182012	0.0255550911193395	0.0391618592748721	0.0252340241300972	0.0424469935073416	0.0237585039374406	0.0353861988011507	0.0906285820750752	0.0839826382432154	0.0729826528883151	0.0298877579432994	0.0368594193053105	0.0577132244540534	0	0.0285113783971621	0.0212075164367611	0.0212723853551611	0.0128683867144284	0.0263260416152862	0.0399283885097816	0.0335507864094693	0.0429811562470072	0.0195496811496248	0.0237902380679809	0.037374427192451	0.0339354642303516	0.0236414307325038	0.0215315216836085	0.0236864830917136	0.0378052610427149	0.105237858750807	0.0482924222562683	0.0324554251731011	0.042576485678477	0.0212010288386637	0.0397472363210486	0.0358143336438907	0.0174502233825644	0.0823358881678319	0.0386142586563568	0.0285194986053685	0.0598556013605937
OM5_C_6A_2	0.0402223207164786	0.0359860009921202	0.0274746405958973	0.0334219292990596	0.0162128966787276	0.0156559002585589	0.0214150607839826	0.0146485117005912	0.0172165550972612	0.0257723429726928	0.0155587052203033	0.0209429367704295	0.148428399410495	0.144814410541892	0.14500369033192	0.0967797069651329	0.0848169816293442	0.0878629966925835	0.0845308172759367	0.0638006180978962	0.0673443924923079	0.150333085471642	0.117092799308628	0.126401641037301	0.038314870252288	0.0422368717877048	0.0339161260246961	0.0493027515775465	0.0555567183100193	0.0422657845062903	0.0240839988440461	0.00703813219109734	0.00890271650346628	0.111085096706132	0.103108478205012	0.0889276626890851	0.0150333428746411	0.00944942433712301	0.0328968690573923	0.0285113783971621	0	0.0327397717452447	0.0455811660659088	0.0354346392003189	0.0445711435703941	0.0652031743234756	0.0535354849913283	0.057705897567298	0.0245762195812524	0.0165418214773884	0.00998250310800172	0.0105601362512427	0.019663901755428	0.00826916010466663	0.012587917577525	0.0193834708886534	0.079367074534149	0.0224948498522913	0.00783867856972723	0.0148331760284044	0.0140017489107035	0.0142767620610272	0.00901984992617809	0.0187238757921186	0.0576724493454947	0.0201761708623479	0.00569821480103524	0.0331921795441701
OM5_C_6A_3	0.0251005726722389	0.0100785622962319	0.0119982173720663	0.0351951788917606	0.0258291623443607	0.0192925761225329	0.0507577218211097	0.0453398931018897	0.0493223623278751	0.0513212162422312	0.023353532830789	0.0517519741917699	0.116200441317904	0.112497320285033	0.113029511221873	0.0663969870590242	0.0525285092409316	0.0553461915621028	0.0545319656598774	0.0326006704268811	0.0355667551145284	0.118181009715807	0.0846384786101844	0.0940892365433281	0.0193421828411583	0.0115398159558201	0.00934805349880184	0.0222899234240799	0.0239720695618271	0.0106968677490362	0.0538037582787882	0.0277665391799527	0.0377375698957984	0.0786886589910832	0.070765205914558	0.0570726958663465	0.0398206939468212	0.040115855835427	0.0644453698890565	0.0212075164367611	0.0327397717452447	0	0.0201143745225618	0.0139898958739112	0.0128416778387455	0.0363792315604822	0.022085099212883	0.0265393201856185	0.0346651251906317	0.0212679497002204	0.0407011559580106	0.034276062419224	0.0395805825334537	0.0252630339203357	0.025135905081563	0.0494928490113096	0.110484407044147	0.053729730537775	0.0381529733246106	0.0435736379788491	0.0318415830938522	0.0460067707523295	0.0403641080099303	0.0320072716492145	0.0900654176230083	0.0499896400578163	0.0313866886428158	0.0650130744240649
