	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4F_2	OM5_C_4H_1	OM5_C_4H_2	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_1	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6B_2	OM5_H_6C_2	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6H_1
OM5_C_5F_3	0.0247858234670706	0.00380293342802886	0.00581962795997589	0.014382194520437	0.037432251072184	0.00200994106137518	0.0117961804153683	0.00566865059248329	0.0162845216620028	0.0191613260899999	0.0137501233615811	0.0119717388140437	0.014656002693207	0.00613305486485122	0.00673382639064568	0.0226585385886466	0.0171032933586216	0.0158300668340186	0.00753826930880931	0.0183633071956477	0.0117503222596915	0.00759221733665083	0	0.0134994436114251	0.0306348988183375	0.0281665713031775	0.0155946583299352	0.021479010241681	0.0254578000870639	0.00741290282696599	0.0139488572288463	0.0482516293827234	0.0183223743180404	0.0132204812634797	0.0333563708557988	0.0214370823325991	0.0482438110193859	0.00395198947404055	0.00466441026901737	0.0185647115302585	0.00990750550558396
OM5_C_5G_1	0.0136081543873154	0.0102563242880219	0.00779967338943375	0.0269924502784797	0.0500000766500259	0.0150310101750644	0.00562586918212552	0.015677624288491	0.0280284248638566	0.00917258678394003	0.0267567962152919	0.00672848982806732	0.0277296144720275	0.0186256521659585	0.0202233941776439	0.0354980097763132	0.0295882137928361	0.00492545801094172	0.0145849070633558	0.00612812260510875	0.0225071139785985	0.0059554496859217	0.0134994436114251	0	0.0186942037444714	0.0170771875105792	0.00989700412445975	0.0087829603916865	0.038070013042395	0.0207687587648292	0.0270693790284479	0.0347608679858318	0.0295145105481146	0.0266858874719798	0.0223655967562428	0.00819291052660484	0.0601392987573363	0.0100484830734371	0.0107449169717141	0.031591849752083	0.0124368571193592
OM5_C_5G_2	0.00600643940570969	0.0268556958073194	0.0249828661608326	0.044916339041673	0.0679983736201715	0.0325077074666896	0.0188749914290523	0.0340539691697371	0.0463534307072036	0.0116523314133779	0.0443761253782366	0.0188915748947524	0.0452796348363943	0.0364936102230442	0.0371094974385323	0.0532727749694538	0.0476029554593361	0.0206690966794189	0.033237534547137	0.0126670582216535	0.04099546406974	0.0234759691457928	0.0306348988183375	0.0186942037444714	0	0.0034681932936119	0.0164910326562581	0.00996725475291826	0.0560293179186348	0.0379976836439632	0.0445687045601851	0.0224213867143585	0.0480032113522438	0.0428463748313314	0.00470993752144669	0.0154341428755466	0.0785110476924867	0.0266933688587422	0.026449973845856	0.0491844281289159	0.0310463158312913
OM5_C_5H_2	0.00349695963233202	0.0243656410389035	0.0226706107263381	0.0425266503816558	0.0655636843495094	0.0300923090033416	0.0163788688184199	0.0319513915345566	0.0441427273604646	0.00900759276751516	0.0418852662147146	0.0162470871004765	0.0427619218437095	0.0341476018086185	0.0344908836980763	0.0507892843776539	0.04523532415145	0.0197878838857393	0.0313784333377094	0.0109523585794374	0.038919087144592	0.0212959719642108	0.0281665713031775	0.0170771875105792	0.0034681932936119	0	0.0134439732699648	0.00885457252994899	0.0536062577374622	0.0354498466383648	0.0420404513430747	0.0258634348462598	0.0458990906309188	0.0400302665886872	0.00531704828022976	0.0153985624351893	0.0762715852507843	0.0242167775093933	0.0238194085939403	0.0466582868158194	0.0295080375548977
OM5_C_5H_3	0.0105217363873865	0.0119009825061736	0.0109587196219282	0.0298608194698615	0.0526764214115481	0.0175997314491128	0.0050996462485203	0.0203047832981889	0.0318740578862718	0.00529839048378315	0.0290147166626282	0.00421884548919322	0.0298320755244695	0.021725983165385	0.0214464946491964	0.0378718829322577	0.0325888119163176	0.0147569370846017	0.0205632922373592	0.00792453331226957	0.0271100560089054	0.0103000745657226	0.0155946583299352	0.00989700412445975	0.0164910326562581	0.0134439732699648	0	0.010267082677891	0.0407862295202338	0.0225331943542393	0.0290963650395529	0.0373484743835352	0.0338731655611799	0.0266757563637487	0.018286061335032	0.015373558898507	0.0637188297120125	0.0118031001031191	0.0109718831020256	0.0336868372884177	0.0199948798575843
OM5_C_6A_1	0.00572258839799932	0.0178253415732409	0.0156755525792194	0.0354942043541244	0.0585712763461845	0.0232299211805411	0.010254593340068	0.0243580772392883	0.0367095399438301	0.00532217515602145	0.0351116096908778	0.0106874054308964	0.0360545634391344	0.0270659551795779	0.0281521954999198	0.0439526243909732	0.0381382825434761	0.0109405568260083	0.0233658779640347	0.00314521539538161	0.0312454064868495	0.0140041525306982	0.021479010241681	0.0087829603916865	0.00996725475291826	0.00885457252994899	0.010267082677891	0	0.046611164242436	0.028887790033463	0.035366542189701	0.0276119428182768	0.0382577178425746	0.0342931662939999	0.013947265805914	0.00715435604949671	0.0688531522427232	0.0176402718579192	0.0177482898275641	0.0399514752238675	0.0210841191568854
OM5_C_6D_1	0.0502233780597857	0.0292585945120686	0.0310705817049978	0.0111323473305695	0.0119896732933938	0.0235474897294455	0.0372471663407834	0.0224586592310233	0.0104312114117931	0.044608882632099	0.0117788812294915	0.0374024947397195	0.0109772299050907	0.0195706519069365	0.0193820776628476	0.00308480803243773	0.00848645330632957	0.038600950083305	0.0241800856345504	0.0435747994138206	0.0161133798415229	0.0326410038153225	0.0254578000870639	0.038070013042395	0.0560293179186348	0.0536062577374622	0.0407862295202338	0.046611164242436	0	0.0182617910400973	0.0117181611110054	0.072059303909135	0.0100153132555483	0.0157447930743129	0.0587781477061566	0.0450242390680439	0.0230880121975675	0.0294079811111407	0.0298904299031376	0.00723836910649546	0.0276910291442289
OM5_C_6D_3	0.0321098299806601	0.0111514741620089	0.013218863728118	0.0074721247435278	0.0301853498138396	0.00573908025245753	0.0191316412769737	0.00710126151202447	0.0101277268963146	0.026457087243518	0.00648369705971757	0.0192087720263909	0.00732283491687601	0.00327786483728509	0.0014435808597064	0.0153699827141562	0.0101704671371514	0.0225057010979326	0.00994866682972162	0.0257746450812643	0.00772126342651949	0.0149506643654489	0.00741290282696599	0.0207687587648292	0.0379976836439632	0.0354498466383648	0.0225331943542393	0.028887790033463	0.0182617910400973	0	0.00659634717333515	0.0554762179732362	0.0125060211592319	0.0067181203865379	0.0405831800833124	0.028485850761396	0.0412469117746592	0.011319344793419	0.0116525327674157	0.0112170360965517	0.0137365790701887
OM5_C_6F_2	0.0386952038087331	0.017722600728084	0.0197026939941902	0.00250264408247086	0.0236009775903771	0.0121408093783318	0.0257135492666413	0.0120652798764511	0.00589253796518474	0.0330474891977534	0.000697917105557079	0.0258031107159342	0.000742514858262792	0.00850291227916617	0.00766576519593368	0.00878174430196394	0.00428013640893182	0.0283183684327048	0.0144625083909823	0.0322732532010477	0.0080105378687078	0.0213776747554467	0.0139488572288463	0.0270693790284479	0.0445687045601851	0.0420404513430747	0.0290963650395529	0.035366542189701	0.0117181611110054	0.00659634717333515	0	0.0616156450358353	0.00827939130191462	0.00584233513206801	0.0471729650180395	0.0345267191119756	0.0347769363442204	0.0178849025822131	0.018247022560674	0.00462276270631153	0.0183307694327912
OM5_C_6F_3	0.0274037126329064	0.044885673337071	0.0425075755357624	0.0612503935070935	0.0837235310486724	0.0497470498665067	0.0378031886336274	0.0497603039533589	0.0617029851951085	0.0320532069526927	0.0612448238833197	0.0382923631984096	0.0622408955316816	0.0531234086009555	0.054969204260505	0.0697276020811905	0.0636915271804832	0.0334970020188727	0.0479133605191931	0.0306715114249752	0.0560121492619506	0.0406855512092283	0.0482516293827234	0.0347608679858318	0.0224213867143585	0.0258634348462598	0.0373484743835352	0.0276119428182768	0.072059303909135	0.0554762179732362	0.0616156450358353	0	0.0627114385715597	0.061400541588055	0.0242873872636103	0.0271280101694883	0.092844007755853	0.0446846829733913	0.0450729013355986	0.0660213715923368	0.044529055161144
OM5_H_2H_1	0.0424302694467636	0.0219791497537081	0.0233002521920385	0.0058733761667327	0.0210991846459348	0.0163134185387376	0.0296843230696404	0.0139679615597223	0.00248619597598489	0.0369904119618403	0.007727593685003	0.030057609677208	0.00786018040274403	0.012219060631072	0.0139334279476421	0.008846214795154	0.00467750615170687	0.0293777126039664	0.0150452558471732	0.0353611831050813	0.00701784302049596	0.0246160493070964	0.0183223743180404	0.0295145105481146	0.0480032113522438	0.0458990906309188	0.0338731655611799	0.0382577178425746	0.0100153132555483	0.0125060211592319	0.00827939130191462	0.0627114385715597	0	0.0141208830208507	0.0511808463249119	0.0358699423242917	0.0306557507909956	0.0220834284877717	0.0229852065872079	0.0078415035683689	0.0182054042332859
OM5_H_6A_1	0.0368585357465976	0.0165512349208255	0.0189115351586975	0.0082898853166344	0.0268808108124794	0.01198868866531	0.0241564363759088	0.0138084302392973	0.0117146214570727	0.031200404428616	0.00641185062597398	0.0239944544452021	0.00632200427270689	0.00993669505077813	0.00666464582315078	0.0126641862682863	0.00993219798109903	0.0289048320444468	0.0166327280664399	0.0311492926708721	0.0124869492558582	0.0207399370072939	0.0132204812634797	0.0266858874719798	0.0428463748313314	0.0400302665886872	0.0266757563637487	0.0342931662939999	0.0157447930743129	0.0067181203865379	0.00584233513206801	0.061400541588055	0.0141208830208507	0	0.0449522183400625	0.0346521119717155	0.0385710863802539	0.0167486566353845	0.0165593732241254	0.00874232835389192	0.020447757035643
