	OM5_B_B_1	OM5_B_B_3	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_1	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6B_2	OM5_H_6C_1	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6H_1	OM5_H_6H_2
OM5_C_5D_3	0.0688719092282487	0.0388826026022976	0.0645866229113181	0.026034195523065	0.0550614421828422	0.0180790252267184	0.0370341062146513	0.0485210907794954	0.0619735061023364	0.0118200436722853	0.0677713169139265	0.0491089806798428	0.0615382542195086	0.0391265649215644	0.0228141292550795	0.0695449973421803	0.0559334961415573	0.0397533359324136	0.0112235419854478	0.0481663664609061	0	0.0640898244804379	0.00224213469165515	0.032096874541941	0.0294879885532981	0.0459188781729844	0.011935142810555	0.00957707959762071	0.0448582907305158	0.0304133291815342	0.0310489625303641	0.00498949607483127	0.0586667780727565	0.0377146107026761	0.0664517627757991	0.0237434277837724	0.0589265484636907	0.0243825261931762	0.00898991850591959	0.0357318176381031	0.0324134350132045	0.0185463927404351	0.0222724870189074	0.0155212358826864	0.00814259736378988	0.0289577485034667	0.0334889894688267	0.0215696548933848	0.0182719648831859
OM5_C_5E_1	0.00643240244711269	0.0252513427745233	0.00480328785891508	0.0381327902924249	0.00919129476406383	0.0462335234110325	0.0275861031990627	0.0161640074113344	0.00226971741414501	0.0533482667692528	0.00663646924982094	0.0153057736713325	0.00463032452962872	0.0275461505537089	0.0415901460658927	0.00901359912259854	0.00845121503745204	0.0245093803375923	0.0529029282284333	0.0176832365226294	0.0640898244804379	0	0.0630185844780465	0.0960960884074359	0.0346849500483071	0.0186336253163966	0.052304071723283	0.0731887496837552	0.0204614037089917	0.0339897920299696	0.0331466911825093	0.0689735746439724	0.00587988145162884	0.0268520314108388	0.00412104086771625	0.0407045684204921	0.00981705830521925	0.0397361679761331	0.0730607539434542	0.0284556813574705	0.0318767071698428	0.0510104792830172	0.0419052139928273	0.0486036030690747	0.0722086432087336	0.0929501423632362	0.0306452190930261	0.0429488784354563	0.0458436285848657
OM5_C_5F_2	0.067928810947028	0.0378666718620654	0.0636651577149236	0.0249129405378959	0.0540503223161841	0.0168357989358057	0.0362059692386636	0.047309616685505	0.0609288014359694	0.0101570987562516	0.066867930975893	0.0479402223664434	0.0605920596592283	0.0385621999481298	0.021546418641663	0.0686899170498136	0.054795199536457	0.0385958337067278	0.010194012644663	0.0468407702287925	0.00224213469165515	0.0630185844780465	0	0.0332402631791527	0.0283634206777127	0.0447140859425169	0.0112965450444155	0.0102230429353796	0.0440653666905052	0.0295808277662966	0.0301127884724846	0.00606310067903101	0.0576716897153464	0.0368683379881988	0.0652786080046179	0.0224629888746523	0.0581364234038208	0.023346808901474	0.0102805102793346	0.0347679491911876	0.0315198629400605	0.0164836142840153	0.021138679934463	0.0146253341020697	0.00952160079661297	0.0302062175608203	0.032486852084632	0.0208933986755621	0.017256071534592
OM5_C_5F_3	0.100832301546816	0.0709380280486901	0.0965452866770775	0.0580864996256086	0.0870841697020622	0.0500579372490532	0.0690086039533568	0.0804914789468844	0.093985010291338	0.0432361366557152	0.0997070214412902	0.0811099023311962	0.0935208096361453	0.0707422676387289	0.0547688136502386	0.101430365238331	0.087938496644924	0.0717752017917293	0.0432970458603302	0.0800021193722166	0.032096874541941	0.0960960884074359	0.0332402631791527	0	0.0615366460235044	0.0778993478401387	0.0439557133010292	0.0232213435256085	0.076767769615136	0.0624175345694585	0.0631029405845141	0.0272210737333091	0.0906772847332564	0.0697007152131815	0.09841481414192	0.055684528940063	0.0907754351041825	0.0564573357470241	0.0231105936745033	0.0677837941922429	0.0644464511248047	0.0478910242070188	0.0543207171255203	0.0476031777192405	0.0239721542938358	0.00353703707415318	0.0655522285650378	0.0535054136155712	0.0503528671872178
OM5_C_5G_1	0.0397246971446711	0.00963402376041182	0.0355082788643051	0.00345581542559539	0.0257566903504012	0.0115659858725968	0.0090655950852257	0.0190838719185149	0.0326042577434869	0.0187837782329959	0.0387432396942163	0.0196370668777453	0.0323920237439581	0.0134376938029169	0.00701721376986744	0.0406782694304297	0.0264671053751529	0.010274656979979	0.0182679247654092	0.0190175015663137	0.0294879885532981	0.0346849500483071	0.0283634206777127	0.0615366460235044	0	0.0164769816457806	0.0178713970809507	0.03854907708498	0.0166219962467768	0.00440072121160803	0.00326619121223788	0.0343442513630999	0.0293957851609832	0.00952521765995382	0.0369974431275515	0.0062046363346978	0.0304031391243539	0.005203950828288	0.0384666203018814	0.00683779336642286	0.00464577131909367	0.0182287667138808	0.00722852558639959	0.0140751442664874	0.037626545746817	0.0584233556813712	0.00449459766136175	0.0094178021887042	0.0112448111949645
OM5_C_5G_2	0.0242712902000116	0.00804463479488024	0.0203617301663409	0.0199169896159989	0.0104868937155729	0.0278901167833624	0.0116202503752749	0.00260732202751641	0.0167309208629684	0.034872049846251	0.023584819526811	0.00333187318517527	0.0172183332685269	0.0146003422776263	0.0231806211549335	0.0257822881515289	0.0102090890517158	0.00623757538600444	0.0347063327951583	0.00374205455770541	0.0459188781729844	0.0186336253163966	0.0447140859425169	0.0778993478401387	0.0164769816457806	0	0.0343383934722994	0.0548351593688156	0.0092700932647948	0.0168116190966948	0.0156034992104401	0.0507303650800802	0.0139984210750641	0.0109290223937637	0.0205980555058727	0.0222708181162137	0.0169858372866425	0.0216631444803865	0.0548782498919003	0.0112133896801736	0.0146457298743719	0.0324232113478316	0.0236614486008871	0.030548887199305	0.0540493033434786	0.074824679663626	0.0129809252692863	0.0254261904157957	0.0277166803650159
OM5_C_5H_2	0.056992947770913	0.0270688622698255	0.0526962488805215	0.0144575780319483	0.0432251985354629	0.00722990060382176	0.0251103526050333	0.0369434073160059	0.0501634157014396	0.0061247367726115	0.0558752412018205	0.0374607624916014	0.0496587533378715	0.0272795274221029	0.0117026455167482	0.057637004089099	0.0442301652523379	0.0281193340973919	0.00228457935672528	0.0368179448384889	0.011935142810555	0.052304071723283	0.0112965450444155	0.0439557133010292	0.0178713970809507	0.0343383934722994	0	0.0214064508445416	0.0329316102081552	0.0184931803808663	0.0191848109202015	0.0169156273287673	0.046817441197683	0.0257953649190278	0.0547854942432374	0.0126314159288529	0.0470068208577705	0.012679715337843	0.0208776834201755	0.0238783719975416	0.0205179538629688	0.0134899949830945	0.0108102505763554	0.0038266585958803	0.0200004323021653	0.0407515075532494	0.0216766767455748	0.00964329549849933	0.00669139845602577
OM5_C_5H_3	0.0781246885906466	0.0480727682828727	0.0738653829666252	0.0351049236943289	0.064245747526066	0.0269994371799183	0.0464110802902334	0.0574225253535554	0.0711099000603009	0.0200404872915257	0.0770663683202794	0.0580792374997064	0.0707928048158793	0.0486556297239772	0.0316780557944064	0.0788848291459934	0.0649431866281296	0.0487528712504195	0.020415234152047	0.0568583777293905	0.00957707959762071	0.0731887496837552	0.0102230429353796	0.0232213435256085	0.03854907708498	0.0548351593688156	0.0214064508445416	0	0.0542612077139979	0.0397871523758166	0.0403298888855697	0.00467326975112137	0.0678677241009387	0.0470764944421111	0.0753948430257378	0.0325830955778013	0.068326326878423	0.0335606477368662	0.00313020191784395	0.0449823357523365	0.0417346794108396	0.0249852298366159	0.0313331059323383	0.0248366652849248	0.003600630785353	0.0203638454863417	0.0426987607107426	0.0310425229189162	0.0274761593267018
OM5_C_6A_1	0.0243129094432758	0.00756998518042159	0.0199735220042505	0.0197723225118038	0.0113892926624767	0.0277518516838609	0.00787949021341255	0.0102570106019071	0.0181987892441359	0.0350757065830915	0.0230805981233657	0.00958423677428272	0.0170744807621114	0.00717146953543859	0.0235285630138557	0.0247514156119997	0.0138316818056019	0.00921710993233729	0.0338911397587231	0.0128027568361189	0.0448582907305158	0.0204614037089917	0.0440653666905052	0.076767769615136	0.0166219962467768	0.0092700932647948	0.0329316102081552	0.0542612077139979	0	0.0144959716207235	0.014127161421124	0.0498300017912198	0.0146146753135863	0.00725297076989144	0.0237637302364913	0.0227812972687029	0.014089593776321	0.0209754959647104	0.0537754153386049	0.00978734504162571	0.0126402947882709	0.0347315237179156	0.0233708111297133	0.0294491938670802	0.0528893020201475	0.0735064437450829	0.0121291727312243	0.0233163385354526	0.0268987407076034
OM5_C_6B_1	0.0385279091597863	0.00892361676904372	0.0342218515196139	0.00601355627921124	0.0248401655232242	0.013417144191419	0.00662997714021812	0.0193353060193035	0.03180909390156	0.0207194421118958	0.0373997398942037	0.0196234798321496	0.0311943637884419	0.00984365867499542	0.00966625750407803	0.0391712198935058	0.0261427063306981	0.0107354112007914	0.0193996957380916	0.0199374702458454	0.0304133291815342	0.0339897920299696	0.0295808277662966	0.0624175345694585	0.00440072121160803	0.0168116190966948	0.0184931803808663	0.0397871523758166	0.0144959716207235	0	0.00163278603932663	0.0353769438959106	0.0283996775672973	0.00730515215838372	0.0367030520883626	0.00912670861547488	0.0285787123832973	0.00669335566280666	0.0393637799886463	0.00565510451625821	0.0021733663729965	0.0215682414142192	0.00913584732613268	0.0149587968388305	0.0384859372430184	0.0591933466922657	0.00397197432336919	0.00897269100201636	0.0124219276375091
OM5_C_6B_2	0.0378653102370763	0.00791848421850049	0.0335852532288778	0.00573230609764963	0.024049312779591	0.0136282938860478	0.00629418465121362	0.0181639555079182	0.0309950857306438	0.020954040226768	0.0367892832284248	0.0185267091767883	0.0305195920040746	0.0102591280418742	0.00950240046200264	0.0386248417489585	0.0251634300181344	0.00943264555372124	0.0199235656113378	0.0186051405920888	0.0310489625303641	0.0331466911825093	0.0301127884724846	0.0631029405845141	0.00326619121223788	0.0156034992104401	0.0191848109202015	0.0403298888855697	0.014127161421124	0.00163278603932663	0	0.0359854028637841	0.02764674321111	0.00687712580647897	0.0357372461130587	0.00883803207061833	0.0281395534122939	0.00685424235845812	0.0400247676691807	0.00469511240259532	0.00153211420543168	0.0211875647255889	0.00924582177911337	0.0155343806295888	0.039158531887536	0.059914437265957	0.00262319493730322	0.00988172272127983	0.0128649343954192
OM5_C_6B_3	0.0738047825936455	0.0437920655385885	0.0695270021455188	0.0308905173128844	0.0599726843846672	0.0228560195262094	0.0419996024997756	0.0533280724095679	0.066869718611497	0.0162030469002201	0.0727160164412992	0.0539427003024143	0.0664717196581614	0.0441100698900271	0.0275784344691014	0.0745008857175312	0.0607841238904374	0.0445936340699249	0.0160984005428382	0.0528887923876027	0.00498949607483127	0.0689735746439724	0.00606310067903101	0.0272210737333091	0.0343442513630999	0.0507303650800802	0.0169156273287673	0.00467326975112137	0.0498300017912198	0.0353769438959106	0.0359854028637841	0	0.0635837323106501	0.0426763640728343	0.0712800679137306	0.0284991299843755	0.063896600209514	0.0292785021929062	0.00422667122660207	0.040660258614795	0.0373628057143385	0.0220557031451293	0.027119430518847	0.0204569559751227	0.00352348524927221	0.0241539809615093	0.0384028799649515	0.0265535130907367	0.0231699539435756
OM5_C_6D_1	0.0103764386004316	0.0198247784106192	0.00636498420287859	0.0328190854926525	0.00364657148023747	0.0409504105877818	0.021904082806445	0.0118184341070914	0.00361066352849714	0.0481525131801284	0.00959087123893325	0.010739028021234	0.00323886917696852	0.0216745294935524	0.0363742004841707	0.0117966418166533	0.0049901200632667	0.0194198047522542	0.047513959518243	0.0140099979754714	0.0586667780727565	0.00587988145162884	0.0576716897153464	0.0906772847332564	0.0293957851609832	0.0139984210750641	0.046817441197683	0.0678677241009387	0.0146146753135863	0.0283996775672973	0.02764674321111	0.0635837323106501	0	0.0211794856169046	0.00955341544200645	0.0355122847524428	0.00583517478608785	0.0343465001985184	0.0676351316022838	0.0229576252263826	0.0263217577508252	0.0463005679697645	0.0365826623403702	0.0431633725855689	0.0667719099908264	0.0874930815830626	0.0252102287237972	0.0373676825803907	0.0404451153972264
OM5_C_6D_3	0.031244348927489	0.00333073337725174	0.0269303292690834	0.01255500422157	0.0176677488494731	0.0205013396545961	0.000745536048656908	0.0131718211279262	0.0246420784862949	0.027826787643171	0.0301020388403325	0.0131762172588359	0.02391859620879	0.00527861125408578	0.0163230753254969	0.0318710327121115	0.0192681904451447	0.0062312451500687	0.0266826066418631	0.0145290307299111	0.0377146107026761	0.0268520314108388	0.0368683379881988	0.0697007152131815	0.00952521765995382	0.0109290223937637	0.0257953649190278	0.0470764944421111	0.00725297076989144	0.00730515215838372	0.00687712580647897	0.0426763640728343	0.0211794856169046	0	0.0297454526107533	0.0156037999409287	0.0213030922713963	0.0137235782239485	0.0466610779874204	0.00291513474149989	0.00538823168892656	0.0277457391537705	0.0161224279777793	0.0222523739800805	0.0457822784224446	0.0664690139410584	0.00507139691066209	0.0162369508190692	0.0196652537354335
OM5_C_6F_2	0.00822924269634738	0.0278270858908331	0.00845655064132418	0.0404491409433651	0.0123785930674584	0.0484668369105001	0.0304887906267881	0.0180117974385393	0.00610656081611793	0.0554453729174384	0.00917767707470453	0.0173685948545845	0.00875034332949356	0.0309204337773066	0.0437672275449888	0.0112404593491405	0.0105783784019328	0.0267299359027985	0.0552465608439291	0.0189463053561366	0.0664517627757991	0.00412104086771625	0.0652786080046179	0.09841481414192	0.0369974431275515	0.0205980555058727	0.0547854942432374	0.0753948430257378	0.0237637302364913	0.0367030520883626	0.0357372461130587	0.0712800679137306	0.00955341544200645	0.0297454526107533	0	0.0428595416556124	0.0139360147907736	0.0421377715798413	0.0754111172235895	0.0310839446342031	0.0345530767362248	0.0525843684436993	0.0442094912185034	0.051031684041	0.0745761739016797	0.0953272934103974	0.0331713223185315	0.04560377919675	0.048226267797957
OM5_C_6F_3	0.0458596526009697	0.0158227578324582	0.0416655569546477	0.00312894159206215	0.0318686658543605	0.00566725815869544	0.0150793626083602	0.0248638754971292	0.0386607266794986	0.0126598289360137	0.0449047656272034	0.0255208073219469	0.0385401093244885	0.0189508839337222	0.000937051130120119	0.0468587212065135	0.032401232749827	0.0162046079678322	0.0125878159022049	0.0244356879488224	0.0237434277837724	0.0407045684204921	0.0224629888746523	0.055684528940063	0.0062046363346978	0.0222708181162137	0.0126314159288529	0.0325830955778013	0.0227812972687029	0.00912670861547488	0.00883803207061833	0.0284991299843755	0.0355122847524428	0.0156037999409287	0.0428595416556124	0	0.0366042573840691	0.00309046024490981	0.0326730089407989	0.0130192379647959	0.0103695094976784	0.0124430232977634	0.00223162263077594	0.00883831044777621	0.0318591754846827	0.0526344141073344	0.0106654210550057	0.00690986474269978	0.00602830142340378
OM5_H_2H_1	0.0109489659333311	0.0208430696119392	0.00682553752750557	0.0336851803050641	0.00727436852300942	0.0417463604194542	0.0219543843342958	0.0153985900966158	0.00803224409562893	0.0490571037405215	0.00945348549213345	0.0141696957899887	0.00518699912211479	0.0203495302838898	0.0373979994746169	0.0107931395819447	0.0103099913390268	0.0212492140972034	0.0479651280682118	0.0180892151965322	0.0589265484636907	0.00981705830521925	0.0581364234038208	0.0907754351041825	0.0304031391243539	0.0169858372866425	0.0470068208577705	0.068326326878423	0.014089593776321	0.0285787123832973	0.0281395534122939	0.063896600209514	0.00583517478608785	0.0213030922713963	0.0139360147907736	0.0366042573840691	0	0.034988746613224	0.0678275808755662	0.0236195871163331	0.0266814384971127	0.0481348176996555	0.0373534764774614	0.0435284739098323	0.0669393952209532	0.0874995551044078	0.0259698889263142	0.0373871529841616	0.0409604159625685
OM5_H_2H_2	0.044620142480157	0.0145269251140923	0.0403623023271246	0.00193551607779709	0.030724104356949	0.00678009893521639	0.013117520451243	0.0242688136910639	0.0376245894440449	0.0141071503254384	0.0435781012491064	0.0247928610003857	0.037275926202881	0.0164882858692273	0.00324792204325104	0.0454424995808461	0.0315883230236435	0.015442831497438	0.0131831436917161	0.0242123858007929	0.0243825261931762	0.0397361679761331	0.023346808901474	0.0564573357470241	0.005203950828288	0.0216631444803865	0.012679715337843	0.0335606477368662	0.0209754959647104	0.00669335566280666	0.00685424235845812	0.0292785021929062	0.0343465001985184	0.0137235782239485	0.0421377715798413	0.00309046024490981	0.034988746613224	0	0.0333689648602262	0.0114433793596633	0.00833872837159237	0.0151748084849978	0.00244257158122264	0.00890248924872414	0.0325181499897536	0.0533139449871542	0.00914438429312541	0.00471372289315785	0.00611246064438568
OM5_H_2H_3	0.077823126793932	0.0478636758919258	0.0735350905808397	0.0350130937845282	0.0640339185645163	0.0270196081343504	0.0459748295836145	0.057477829470085	0.0709448619500749	0.020427918799849	0.0767118547897077	0.058076453329474	0.0704953953088623	0.0479118054160774	0.0317488096499607	0.0784662873491188	0.0649038101553984	0.0487253750713712	0.0202054225336738	0.0570740324374905	0.00898991850591959	0.0730607539434542	0.0102805102793346	0.0231105936745033	0.0384666203018814	0.0548782498919003	0.0208776834201755	0.00313020191784395	0.0537754153386049	0.0393637799886463	0.0400247676691807	0.00422667122660207	0.0676351316022838	0.0466610779874204	0.0754111172235895	0.0326730089407989	0.0678275808755662	0.0333689648602262	0	0.0447089416580528	0.0413792053009309	0.0261609703828678	0.0312482267003947	0.0245058179575801	0.000924781420079761	0.019982964160252	0.0424715124921821	0.0304773602990893	0.0272594731142827
OM5_H_6A_1	0.0331972460755739	0.00327000625318504	0.0289285751090053	0.010069523970239	0.0193560928505568	0.0181613263938632	0.00274129425430971	0.0137057693565906	0.0263017638791187	0.0254631343309186	0.0321427936770028	0.0139701815372075	0.0258496060770109	0.0078879718249188	0.0137925725027216	0.034011625876847	0.0205134141074522	0.00536098417761814	0.0245863849610605	0.014485318785251	0.0357318176381031	0.0284556813574705	0.0347679491911876	0.0677837941922429	0.00683779336642286	0.0112133896801736	0.0238783719975416	0.0449823357523365	0.00978734504162571	0.00565510451625821	0.00469511240259532	0.040660258614795	0.0229576252263826	0.00291513474149989	0.0310839446342031	0.0130192379647959	0.0236195871163331	0.0114433793596633	0.0447089416580528	0	0.00348444742034851	0.0249816525733101	0.0137631882550881	0.0202160852011174	0.0438447311392833	0.0646001159648864	0.00235479071135864	0.0145323116369935	0.0175168805807429
OM5_H_6A_2	0.0364971879152865	0.00675428420322895	0.0322039271037924	0.00726404375294565	0.0227444258477739	0.0151182934850327	0.00478172242092695	0.0171642078426656	0.0297065100936842	0.0224445678132343	0.0353972489342914	0.0174510387524702	0.0291551995491844	0.00879554413435348	0.0110332354047205	0.0372070380613959	0.0239873965251485	0.00860655432638937	0.0213292160065488	0.0178076400085999	0.0324134350132045	0.0318767071698428	0.0315198629400605	0.0644464511248047	0.00464577131909367	0.0146457298743719	0.0205179538629688	0.0417346794108396	0.0126402947882709	0.0021733663729965	0.00153211420543168	0.0373628057143385	0.0263217577508252	0.00538823168892656	0.0345530767362248	0.0103695094976784	0.0266814384971127	0.00833872837159237	0.0413792053009309	0.00348444742034851	0	0.0227053085619159	0.0107478845704051	0.0169157571499222	0.0405074061394653	0.0612402303582588	0.00201469666944657	0.0110807675069069	0.014291433791109
OM5_H_6B_2	0.0566376138883258	0.0273771253346855	0.0526145764728607	0.0155612597283271	0.0426905495759174	0.00999769580785304	0.0272908825904392	0.0348598674153303	0.0491415820952359	0.00798074273946968	0.0558589134760421	0.0357517608211735	0.0494600661770578	0.0313784486062678	0.011969758845623	0.0579568466788053	0.0425683989485696	0.0270039214246301	0.0114999620962948	0.0336555560224006	0.0185463927404351	0.0510104792830172	0.0164836142840153	0.0478910242070188	0.0182287667138808	0.0324232113478316	0.0134899949830945	0.0249852298366159	0.0347315237179156	0.0215682414142192	0.0211875647255889	0.0220557031451293	0.0463005679697645	0.0277457391537705	0.0525843684436993	0.0124430232977634	0.0481348176996555	0.0151748084849978	0.0261609703828678	0.0249816525733101	0.0227053085619159	0	0.0129196109608602	0.0122445582500823	0.0255615765877073	0.0452462768706965	0.0226865379621526	0.016523141368493	0.0120544954679216
OM5_H_6C_1	0.0468855492984525	0.01677390064938	0.0426458843805735	0.00377517107209633	0.0329501777692768	0.00439881330047333	0.0155292215392637	0.0262668463000204	0.0398174491476756	0.0117153522132826	0.0458699463170814	0.0268502255220379	0.0395459555844788	0.0189208699090569	0.001623081384826	0.0477605645000476	0.0336901439610125	0.0174890224159917	0.0110506035798149	0.0260309672301739	0.0222724870189074	0.0419052139928273	0.021138679934463	0.0543207171255203	0.00722852558639959	0.0236614486008871	0.0108102505763554	0.0313331059323383	0.0233708111297133	0.00913584732613268	0.00924582177911337	0.027119430518847	0.0365826623403702	0.0161224279777793	0.0442094912185034	0.00223162263077594	0.0373534764774614	0.00244257158122264	0.0312482267003947	0.0137631882550881	0.0107478845704051	0.0129196109608602	0	0.00698371340830243	0.0304118343701412	0.051213969566637	0.0114338269984817	0.00481742486728719	0.00411899279929103
OM5_H_6F_1	0.0533847839182186	0.0233719673979242	0.049102755389331	0.0106469200861164	0.0395562667279208	0.00372746846439907	0.0215868744061476	0.0331549113019507	0.0464779819052535	0.00678937247255309	0.0522980487082635	0.0336910368811102	0.0460437683104888	0.0240992070998383	0.00791733706970076	0.0541012654900896	0.040483778333647	0.0243387907213574	0.00445819073755275	0.0329985278873316	0.0155212358826864	0.0486036030690747	0.0146253341020697	0.0476031777192405	0.0140751442664874	0.030548887199305	0.0038266585958803	0.0248366652849248	0.0294491938670802	0.0149587968388305	0.0155343806295888	0.0204569559751227	0.0431633725855689	0.0222523739800805	0.051031684041	0.00883831044777621	0.0435284739098323	0.00890248924872414	0.0245058179575801	0.0202160852011174	0.0169157571499222	0.0122445582500823	0.00698371340830243	0	0.0236455326355347	0.0444370095741685	0.0179754214679636	0.00644724708454717	0.0028647782128399
OM5_H_6F_2	0.0769523816756292	0.0470056986077963	0.0726616905859486	0.0341735161623774	0.0631732094814128	0.0262008851922411	0.0450942352855958	0.0566499942535589	0.070088721080919	0.0196778398695255	0.0758360525432753	0.0572410093597551	0.0696253515232401	0.0470071903784199	0.0309329531501778	0.0775846332644429	0.0640628726757338	0.0478887448471724	0.0193651065615727	0.056268505674825	0.00814259736378988	0.0722086432087336	0.00952160079661297	0.0239721542938358	0.037626545746817	0.0540493033434786	0.0200004323021653	0.003600630785353	0.0528893020201475	0.0384859372430184	0.039158531887536	0.00352348524927221	0.0667719099908264	0.0457822784224446	0.0745761739016797	0.0318591754846827	0.0669393952209532	0.0325181499897536	0.000924781420079761	0.0438447311392833	0.0405074061394653	0.0255615765877073	0.0304118343701412	0.0236455326355347	0	0.0208173811256691	0.0416129251797291	0.0295898913567838	0.0264098707256181
OM5_H_6F_3	0.09761972951889	0.0677732305631513	0.0933236851824963	0.0549733034403454	0.0839089762023359	0.0469890527472934	0.0657712145658886	0.0774212848580353	0.090825161696235	0.0402810118910549	0.0964758186991142	0.0780164146236607	0.0903120211104613	0.0674131062591748	0.0517126711005049	0.0981764032481932	0.0848291004988649	0.068675196107054	0.0401750819689666	0.0769987055277309	0.0289577485034667	0.0929501423632362	0.0302062175608203	0.00353703707415318	0.0584233556813712	0.074824679663626	0.0407515075532494	0.0203638454863417	0.0735064437450829	0.0591933466922657	0.059914437265957	0.0241539809615093	0.0874930815830626	0.0664690139410584	0.0953272934103974	0.0526344141073344	0.0874995551044078	0.0533139449871542	0.019982964160252	0.0646001159648864	0.0612402303582588	0.0452462768706965	0.051213969566637	0.0444370095741685	0.0208173811256691	0	0.0623861930974647	0.0502593689212737	0.0472122347650612
OM5_H_6G_1	0.0354827744865839	0.0053976356925553	0.0312279817835277	0.00772178008114391	0.0215925653591152	0.0158300916093666	0.00468520318933468	0.0155441675480262	0.0285133091068363	0.0231229038451908	0.0344490564613326	0.0159222273062415	0.0281367033558497	0.00949286734181814	0.0114383091888699	0.0363361957303134	0.0225971872035996	0.00681585791285735	0.0223158327395972	0.0160026114734592	0.0334889894688267	0.0306452190930261	0.032486852084632	0.0655522285650378	0.00449459766136175	0.0129809252692863	0.0216766767455748	0.0426987607107426	0.0121291727312243	0.00397197432336919	0.00262319493730322	0.0384028799649515	0.0252102287237972	0.00507139691066209	0.0331713223185315	0.0106654210550057	0.0259698889263142	0.00914438429312541	0.0424715124921821	0.00235479071135864	0.00201469666944657	0.0226865379621526	0.0114338269984817	0.0179754214679636	0.0416129251797291	0.0623861930974647	0	0.0124804015455873	0.0152419168716598
OM5_H_6H_1	0.0474705251314477	0.0177867233911058	0.0431573042121529	0.00659444853240493	0.0338084395376275	0.00658953530879695	0.0155355406829334	0.0280057920037303	0.0407739095930592	0.0130009420441388	0.0463193734260578	0.0284000243726143	0.0401466415034022	0.0176950543565006	0.0064388634233886	0.0480481750921646	0.0350347445576639	0.0192047373642631	0.0108569985900864	0.028251732479643	0.0215696548933848	0.0429488784354563	0.0208933986755621	0.0535054136155712	0.0094178021887042	0.0254261904157957	0.00964329549849933	0.0310425229189162	0.0233163385354526	0.00897269100201636	0.00988172272127983	0.0265535130907367	0.0373676825803907	0.0162369508190692	0.04560377919675	0.00690986474269978	0.0373871529841616	0.00471372289315785	0.0304773602990893	0.0145323116369935	0.0110807675069069	0.016523141368493	0.00481742486728719	0.00644724708454717	0.0295898913567838	0.0502593689212737	0.0124804015455873	0	0.00470753302573
OM5_H_6H_2	0.0507005368457309	0.0206321725390168	0.0464328502279304	0.00780289203013379	0.0368271506564952	0.002090082140777	0.0190213534359626	0.0303230125786307	0.0437314626750525	0.00847322062917305	0.0496401768209501	0.0308757658327333	0.0433573390429317	0.0218482947898293	0.00512609449766755	0.0514770398346869	0.0376869950033591	0.0215171476492772	0.00707504631158075	0.0301392637851396	0.0182719648831859	0.0458436285848657	0.017256071534592	0.0503528671872178	0.0112448111949645	0.0277166803650159	0.00669139845602577	0.0274761593267018	0.0268987407076034	0.0124219276375091	0.0128649343954192	0.0231699539435756	0.0404451153972264	0.0196652537354335	0.048226267797957	0.00602830142340378	0.0409604159625685	0.00611246064438568	0.0272594731142827	0.0175168805807429	0.014291433791109	0.0120544954679216	0.00411899279929103	0.0028647782128399	0.0264098707256181	0.0472122347650612	0.0152419168716598	0.00470753302573	0
