	OM5_B_B_1	OM5_B_B_2	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_H_2H_2	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_3
OM5_C_4F_1	0.0092614363780683	0.0360636689070094	0.0183835101422531	0.0118546158116907	0.00910547818004446	0.014832349861141	0.012875524679591	0.0237050846107913	0.0200066551134006	0.00305000026396651	0	0.00543971298460064	0.00454814851167342	0.0131303553465013	0.010109991442475	0.00757468706986335	0.0146180667851284	0.000724392053319854	0.0177261240470735	0.01664586110735	0.0122369971264748	0.00159431859222959	0.0183575104774663	0.014130174623331	0.00979592555921623	0.00382627366993752	8.80633540946763e-05	0.0175188112540365	0.0241066766676052	0.0195246947372848	0.000347030066175036	0.0905800156316511	0.0436096832983073	0.0381836513932913	0.0473485244795637	0.00233525307079638	0.000226042739381662	0.13607644159915	0.142687803502073	0.0106779816759953	0.00830021439070115	0.00490835361349655	0.0162941853158548	0.00393615657525031	0.00093566874222496	0.0169848957901498	0.0041384959197101	0.00247147540257664	0.0101211429330199	0.00664025231967431	0.0219484593987612	0.00939496730572806	0.0243480199046806	0.0130863749298534	0.00635794533992906	0.00345092628336435	0.00397453225352559
OM5_C_4F_2	0.00382179456927097	0.0306261459768012	0.0129442732993488	0.00641505553197937	0.00366583232283997	0.00939291617594403	0.007436003838937	0.0182662356023649	0.0145675247891966	0.00848966081352815	0.00543971298460064	0	0.000891572648658472	0.00769084499587095	0.00467037336196505	0.00213500663585839	0.00917862281616695	0.00471532783307453	0.0122868470127146	0.0112065217267253	0.00679745113358878	0.00384540677414467	0.0129182720126677	0.00869070791798697	0.00435629836154949	0.00161345176678216	0.00535165058276836	0.0120795218980353	0.0186678614265782	0.0140855317033974	0.00509268649015295	0.0851552457796703	0.038173259226761	0.0327464151653905	0.0419127253108175	0.00777492930342217	0.00521367262688548	0.130670702572755	0.137285459203889	0.00523838108265739	0.00286054917638367	0.000531364628513683	0.0108548266320464	0.00150356834592973	0.00637536966184898	0.0115455754809831	0.00130122792492729	0.00296825239029436	0.00468152518348032	0.00120055538930094	0.016509470095749	0.00395532904037855	0.0189092252596245	0.00764686275038054	0.000918244114268139	0.00198880054745276	0.00146519247621175
OM5_C_4F_3	0.0047133612957895	0.0315174056193469	0.0138357873547184	0.00730661279242581	0.00455739947847982	0.0102844571609028	0.00832755616914083	0.019157694077863	0.0154590238227928	0.00759810951822852	0.00454814851167342	0.000891572648658472	0	0.00858239598960104	0.0055619374745311	0.00302657715813629	0.0100701651647776	0.00382376114023609	0.0131783666684361	0.0120980499788596	0.00768900662691918	0.00295383787571703	0.0138097862948284	0.00958225326020856	0.00524786349647053	0.000721879502315783	0.00446008582135179	0.0129710432619966	0.0195593149699692	0.0149770353746617	0.00420112091024477	0.0860444956706096	0.0390643500360383	0.0336376309864466	0.0428037192707863	0.0068833743636162	0.00432210742382886	0.131556897923534	0.138171107279558	0.00612994318256129	0.0037521182945271	0.000360208083095592	0.0117463575198418	0.000611996000618055	0.00548380857257341	0.0124371011164337	0.000409655452106603	0.00207668177580114	0.0055730892585314	0.00209212721098765	0.0174009489301381	0.00484689538675235	0.0198006757893109	0.00853841397777927	0.0018098162156192	0.00109722861854378	0.000573620104671837
OM5_C_4H_1	0.00386909216943965	0.022937258027684	0.00525361937937582	0.00127581253696535	0.00402505432981998	0.00170211618311567	0.000254846496294058	0.0105759319701157	0.00687696104729704	0.0161801154539983	0.0131303553465013	0.00769084499587095	0.00858239598960104	0	0.00302051143954241	0.00555587187531675	0.00148781626411331	0.0124060069344213	0.00459616074326722	0.00351578753204829	0.000893410979347749	0.0115361260266667	0.00522761676754648	0.000999887391078075	0.00333458763053766	0.0093042542618979	0.0130422975715473	0.00438882592646594	0.0109775905967356	0.00639493965517818	0.0127833468276612	0.0774823904119978	0.030485645256728	0.0250578539416989	0.034225856567256	0.0154654327328399	0.0129043267757949	0.123023147184844	0.129642476465978	0.00245250015336008	0.00483033484530294	0.00822219726242848	0.00316407824092762	0.00919437420558778	0.0140659601171618	0.00385485562622656	0.00899203980020536	0.0106590077477784	0.00300935956556601	0.0064903116335301	0.00881903346752176	0.0037355576629107	0.011218974571649	4.39831923011446e-05	0.00677261846439501	0.00967959103093603	0.00915599949465848
OM5_C_4H_2	0.000848584361158926	0.0259571194190148	0.00827408296205609	0.0017447013612113	0.00100454736264975	0.00472261875715835	0.00276566572110468	0.0135962855098066	0.00989739761168035	0.0131598410512352	0.010109991442475	0.00467037336196505	0.0055619374745311	0.00302051143954241	0	0.00253537602883033	0.00450832030520441	0.00938562485376868	0.00761663362920968	0.00653627364996044	0.00212710255880801	0.00851572367620596	0.00824808073613118	0.00402039439548956	0.000314077348863464	0.0062838076695445	0.0100219313947867	0.00740930155005283	0.0139979333304128	0.00941538484301941	0.00976297406860308	0.0804962333385436	0.0335050452009428	0.0280775979503168	0.0372449830700308	0.0124451354723367	0.00988395707316252	0.126027277825787	0.132644842919714	0.000568012825811336	0.00180983307935178	0.00520173323352049	0.0061845681144004	0.00617392572321099	0.0110456214391014	0.00687533786676638	0.00597158790814027	0.00763858667886413	1.11519117023183e-05	0.00346982513535085	0.0118394301545825	0.000715049177425596	0.0142393106428435	0.00297652839098502	0.00375213517274591	0.0066591510983916	0.00613555035855889
OM5_C_4H_3	0.00168679300033657	0.0284918159466144	0.0108093761103787	0.00428007044684786	0.00153083009808661	0.00725796296485944	0.00530102812559944	0.0161314588297897	0.0124326597041975	0.0106245960710891	0.00757468706986335	0.00213500663585839	0.00302657715813629	0.00555587187531675	0.00253537602883033	0	0.00704366685051798	0.00685030896163351	0.0101519379796143	0.00907159468307865	0.00466246936819733	0.00598039525884029	0.0107833743425648	0.00655574594688173	0.00222129932918416	0.00374845363500569	0.0074866255688482	0.0099446092684473	0.0165330955083613	0.0119506566612215	0.00722766405375178	0.0830256005097052	0.0360393155942366	0.0306121850395056	0.0397790047471411	0.00990987499223846	0.0073486489995756	0.128548269056532	0.13516432169948	0.0031033872146029	0.000725544172596012	0.00266637014817065	0.00871989411521768	0.00363857066933343	0.00851033341347708	0.00941065389525038	0.00343623103659496	0.00510324707611842	0.00254652791346715	0.000934452129567017	0.0143746487545888	0.00182032806318603	0.0167744659834772	0.00551188917511981	0.00121676340118447	0.004123800716723	0.00360019495405799
OM5_C_5A_1	0.00535689716794632	0.0214497058259959	0.00376581382054748	0.00276362688711095	0.00551285853205874	0.000214300116837873	0.00174266251966373	0.00908816758327652	0.00538916482147754	0.0176677753442075	0.0146180667851284	0.00917862281616695	0.0100701651647776	0.00148781626411331	0.00450832030520441	0.00704366685051798	0	0.01389372909924	0.00310835221206127	0.00202797512919839	0.00238122608885934	0.0130238603051199	0.00373981108231347	0.000487929137681705	0.00482239515648971	0.0107920157967624	0.0145300103451766	0.00290101655460519	0.00948983054939277	0.00490714036207461	0.0142710634773303	0.0759976708803519	0.0289983019271517	0.023570354380041	0.0327386388127263	0.0169531056306171	0.014392041623856	0.121543105301897	0.12816328852372	0.00394031116864731	0.00631813451322341	0.00970997003557307	0.00167626484966572	0.0106821369404699	0.0155536568404632	0.00236704430279752	0.0104798047100209	0.0121467533936444	0.00449716847678887	0.00797809971552786	0.00733125212874898	0.00522336332208122	0.00973121721519613	0.00153179942064779	0.00826040427558461	0.0111673483663925	0.0106437626454992
OM5_C_5A_2	0.0085370655531898	0.0353396141743408	0.0176592048114837	0.0111302591328895	0.00838110661821164	0.0141080138163796	0.0121511745474367	0.0229808376669742	0.0192823660239354	0.00377438920435581	0.000724392053319854	0.00471532783307453	0.00382376114023609	0.0124060069344213	0.00938562485376868	0.00685030896163351	0.01389372909924	0	0.0170018125310673	0.0159215399197526	0.0115126428351364	0.000869926912932927	0.0176332048977689	0.013405833291118	0.00907155735803828	0.00310188481312741	0.000636328714022918	0.0167944978344641	0.0233824347288584	0.0188004006813866	0.000377362022410504	0.0898577270723637	0.0428857844063435	0.0374596375139277	0.0466247135053821	0.00305964319287429	0.000498349343941997	0.135356741784666	0.14196856343957	0.00995361813642957	0.00757583922962531	0.00418396708768741	0.015569861111949	0.00321176792648911	0.0016600603761008	0.0162605775719573	0.00341410767104822	0.0017470845130079	0.00939677640252988	0.00591587082918919	0.021224191548169	0.00867059712210024	0.0236237810141256	0.0123620262184555	0.00563356291928667	0.00272653676467469	0.00325014367896342
OM5_C_5B_1	0.00846519800286663	0.0183417938847188	0.000657464401368096	0.00587196073672128	0.0086211568929181	0.00289405279612951	0.00485100517086267	0.00597987652251014	0.00228082646402169	0.0207757090820134	0.0177261240470735	0.0122868470127146	0.0131783666684361	0.00459616074326722	0.00761663362920968	0.0101519379796143	0.00310835221206127	0.0170018125310673	0	0.00108037955636489	0.00548956351235912	0.0161319735616031	0.000631461534107814	0.00359627936633975	0.0079307040494028	0.0139001975886573	0.017638070853369	0.000207336336361465	0.00638154646783926	0.00179879810150834	0.0173791334277702	0.0728953968386537	0.0258907872432507	0.0204625414178591	0.029631367125267	0.0200610702525234	0.0175001071822587	0.118450377622659	0.125072312875005	0.00704863193562552	0.00942641921634041	0.0128181809272411	0.00143209007288969	0.0137903218101629	0.0186616785022281	0.000741309889754598	0.0135879951745957	0.0152548949538742	0.00760548195400108	0.0110863515880841	0.00422293478097216	0.00833166623118399	0.00662293750132956	0.00464014359481088	0.011368649937219	0.0142755194352944	0.0137519485835594
OM5_C_5B_2	0.00738484303958487	0.0194220350005159	0.00173784351010225	0.0047915922351889	0.00754080291361769	0.0018136752991719	0.00377063279777344	0.00706023958230232	0.00336120301978266	0.0196954914988118	0.01664586110735	0.0112065217267253	0.0120980499788596	0.00351578753204829	0.00653627364996044	0.00907159468307865	0.00202797512919839	0.0159215399197526	0.00108037955636489	0	0.00440919346437405	0.0150516898926579	0.00171184066703516	0.00251590336109487	0.00685034586014519	0.0128198883243437	0.0165578067153628	0.000873043291078675	0.00746190742138688	0.00287917563035401	0.0162988658021063	0.0739737212872989	0.0269708962742235	0.0215427498152774	0.0307113946617577	0.0189808413671905	0.0164198411792928	0.11952541868874	0.126146749893596	0.00596826891748454	0.00834607062470885	0.011737860688219	0.000351710713878704	0.0127100113887224	0.0175814286795953	0.000339069764850214	0.0125076826476403	0.0141746007500793	0.00652512191261218	0.0100060157278598	0.00530330557962645	0.00725131044073559	0.00770329712881356	0.00355977052460067	0.0102883164602773	0.0131952141964266	0.0126716377602745
OM5_C_5B_3	0.00297568495234926	0.0238304926557941	0.00614701985348998	0.000382401716790866	0.0031316474698685	0.00259552572281465	0.000638564535978107	0.0114693035919184	0.00777035465748007	0.0152867858238516	0.0122369971264748	0.00679745113358878	0.00768900662691918	0.000893410979347749	0.00212710255880801	0.00466246936819733	0.00238122608885934	0.0115126428351364	0.00548956351235912	0.00440919346437405	0	0.010642755327899	0.00612101733772364	0.001893297753243	0.00244117931056937	0.0084108689271463	0.0121489386181417	0.00528222936128492	0.0118709593011952	0.00728833548122415	0.0118899857475307	0.0783738822766426	0.031378748622204	0.0259510553190562	0.0351188816385348	0.0145720958457641	0.0120109666837023	0.123911796478617	0.130530608210236	0.00155909042260712	0.00393693008328379	0.00732880601865254	0.00405748503975837	0.00830098823546299	0.013172610008076	0.00474826064726747	0.00809865268104409	0.00976563090331233	0.00211595066610672	0.00559691254066781	0.00971241663153344	0.00284215015277846	0.0121123414730646	0.000849427798486287	0.00587922051610862	0.00878620792671875	0.00826261330454566
OM5_C_5D_1	0.00766715972634309	0.0344700741418398	0.0167893729309717	0.0102603689558334	0.00751119998686088	0.0132381468825755	0.011281291705522	0.0221110731615392	0.0184125528110121	0.00464431042994428	0.00159431859222959	0.00384540677414467	0.00295383787571703	0.0115361260266667	0.00851572367620596	0.00598039525884029	0.0130238603051199	0.000869926912932927	0.0161319735616031	0.0150516898926579	0.010642755327899	0	0.0167633727317268	0.0125359603697988	0.008201654406134	0.00223196013747305	0.00150625531653351	0.0159246566858863	0.0225126760272262	0.0179305817526492	0.00124728878291766	0.0889902804450831	0.0420164276562071	0.036590145454741	0.0457554604241588	0.00392956620662176	0.00136827603615727	0.134492381862844	0.141104752514191	0.00908372032746887	0.00670592869158513	0.00331404465271101	0.0147000076439156	0.0023418434439828	0.00252998592800313	0.0153907309360071	0.00254418356454079	0.000877158095822402	0.00852687528912808	0.00504595354702383	0.0203544028405116	0.00780069199640232	0.0227540258488098	0.0114921449739463	0.00476364466581804	0.00185661148800668	0.00238021926573376
OM5_C_5D_2	0.00909664184558951	0.0177104060821754	2.60028735247474e-05	0.00650341350836382	0.00925260009942265	0.00352551199237786	0.00548246060542071	0.00534842228688817	0.00164936578980477	0.0214070678093878	0.0183575104774663	0.0129182720126677	0.0138097862948284	0.00522761676754648	0.00824808073613118	0.0107833743425648	0.00373981108231347	0.0176332048977689	0.000631461534107814	0.00171184066703516	0.00612101733772364	0.0167633727317268	0	0.00422773741551911	0.0085621499870647	0.014531612592481	0.018269458018595	0.00083879783056672	0.00575009330590423	0.00116733704751687	0.0180105227327875	0.072265108144887	0.0252594736903589	0.0198311719089787	0.0290000997438376	0.0206924358652858	0.0181314954914994	0.117821990907356	0.124444276791974	0.00768008104126098	0.0100578589583908	0.0134496027692566	0.00206355093038532	0.014421737533331	0.0192930568998697	0.00137277119108479	0.014219412207617	0.0158863006247455	0.00823692910160182	0.0117177832386548	0.0035914767106256	0.00896311060969082	0.00599148501985278	0.00527159951945963	0.0120000800842394	0.0149069319393774	0.0143833645566293
OM5_C_5E_1	0.00486897267732059	0.0219375521751296	0.00425374011693457	0.00227569886857859	0.0050249343302677	0.000702229227572898	0.00125473377090986	0.00957608132340176	0.00587708834571261	0.0171799006293092	0.014130174623331	0.00869070791798697	0.00958225326020856	0.000999887391078075	0.00402039439548956	0.00655574594688173	0.000487929137681705	0.013405833291118	0.00359627936633975	0.00251590336109487	0.001893297753243	0.0125359603697988	0.00422773741551911	0	0.00433446974195143	0.0103041065261356	0.0140421177299251	0.00338894394772574	0.00997774293776565	0.00539506480653207	0.0137831695449311	0.0764845978333078	0.0294860811145402	0.0240581838419669	0.0332263774796914	0.0164652265229897	0.0139041483037854	0.122028505950277	0.128648410216449	0.00345238445296387	0.00583021194163272	0.00922205688703862	0.00216419334315363	0.0101942272567532	0.0150657696707403	0.00285497224097835	0.00999189427709316	0.0116588495745373	0.00400924255011877	0.00749018123862978	0.00781917111599609	0.00473543859104612	0.01021912876399	0.0010438705674261	0.00777248659358451	0.0106794405396471	0.0101558528185591
