	OM5_B_B_1	OM5_B_B_2	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_H_2H_2	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_3
OM5_C_5E_2	0.000534507064414718	0.0262711192330549	0.00858815216289535	0.00205877829695245	0.000690470093445368	0.00503669337373605	0.00307974209073969	0.0139103412287529	0.0102114633809549	0.012845783306093	0.00979592555921623	0.00435629836154949	0.00524786349647053	0.00333458763053766	0.000314077348863464	0.00222129932918416	0.00482239515648971	0.00907155735803828	0.0079307040494028	0.00685034586014519	0.00244117931056937	0.008201654406134	0.0085621499870647	0.00433446974195143	0	0.00596973465454061	0.00970786530895182	0.00772337233438407	0.0143119877718663	0.00972945169370704	0.00944890739754256	0.0808095867244272	0.0338189941507888	0.0283915847484193	0.037558902161288	0.0121310756241733	0.00956989067355922	0.126339604697615	0.132956983998645	0.000882090117034784	0.00149575604240616	0.00488765882018536	0.0064986408499414	0.00585985255377816	0.0107315578204045	0.00718940954382867	0.00565751446172572	0.00732451579857944	0.000325229259644516	0.0031557490495505	0.0121534910331546	0.000400971861350923	0.0145533642990638	0.00329060461387707	0.0034380593121351	0.00634507863201839	0.00582147713587219
OM5_C_5E_3	0.00543523397270619	0.0322390181349255	0.0145576134575473	0.0080284766880843	0.00527927257009647	0.011006306596541	0.00904941563328577	0.0198794728898821	0.0161808370644254	0.00687624403242114	0.00382627366993752	0.00161345176678216	0.000721879502315783	0.0093042542618979	0.0062838076695445	0.00374845363500569	0.0107920157967624	0.00310188481312741	0.0139001975886573	0.0128198883243437	0.0084108689271463	0.00223196013747305	0.014531612592481	0.0103041065261356	0.00596973465454061	0	0.00373821078398061	0.0136928756545469	0.0202810896159148	0.0156988525786745	0.00347924532171302	0.0867644578669069	0.0397858226208381	0.0343592071124079	0.0435251118416636	0.00616150623478899	0.0036002320883052	0.132274368405907	0.138888132031078	0.00685181150334159	0.00447399332196215	0.00108208748129091	0.0124681981507344	0.000109883519784909	0.00476193606745466	0.013158937197318	0.000312224084474828	0.0013548030260172	0.00629495941841606	0.00281400514244805	0.0181227449816608	0.00556876769842736	0.0205224478913827	0.00926027245821631	0.00253169449516745	0.00037534922635636	0.000148259420513685
OM5_C_5F_1	0.00917337579768376	0.0359756473116248	0.0182954577141855	0.0117665570051386	0.00901741750681188	0.0147442936251643	0.0127874666902072	0.0236170393916265	0.019918604693602	0.00313806330367981	8.80633540946763e-05	0.00535165058276836	0.00446008582135179	0.0130422975715473	0.0100219313947867	0.0074866255688482	0.0145300103451766	0.000636328714022918	0.017638070853369	0.0165578067153628	0.0121489386181417	0.00150625531653351	0.018269458018595	0.0140421177299251	0.00970786530895182	0.00373821078398061	0	0.0174307578245998	0.0240186320652646	0.0194366437036772	0.000258966714506006	0.0904922098634403	0.0435216808046391	0.0380956348083651	0.0472605327512452	0.00242331623924043	0.000137979385796192	0.13598895143568	0.142600369356209	0.0105899220108394	0.0082121532631011	0.00482029103349965	0.0162061305498418	0.00384809371686576	0.00102373206522347	0.0168968417662192	0.00405043311419475	0.00238341224117522	0.0100330828926406	0.00655219038797435	0.0218604116014009	0.00930690680608643	0.024259975677928	0.0129983171175864	0.00626988328925681	0.00336286330910904	0.00388646940495411
OM5_C_5F_2	0.00825786694202431	0.0185491048562215	0.000864800694740285	0.00566462690753167	0.00841382603115784	0.00268671704513686	0.00464367053163714	0.00618721008542747	0.00248816237413679	0.0205684051932334	0.0175188112540365	0.0120795218980353	0.0129710432619966	0.00438882592646594	0.00740930155005283	0.0099446092684473	0.00290101655460519	0.0167944978344641	0.000207336336361465	0.000873043291078675	0.00528222936128492	0.0159246566858863	0.00083879783056672	0.00338894394772574	0.00772337233438407	0.0136928756545469	0.0174307578245998	0	0.00658887965291578	0.00200613416671073	0.0171718197127036	0.0731023435235052	0.0260980733606738	0.0206698462493325	0.0298386378476822	0.0198537641479229	0.0172927937865345	0.11865669705484	0.125278516789676	0.00684129923598577	0.00921908944137206	0.0126108568159936	0.00122475386863121	0.0135829996467873	0.0184543682878241	0.000533973583434695	0.0133806725938693	0.0150475759988994	0.00739814986219002	0.0108790243653374	0.00443026971373439	0.00812433500282771	0.00683027044776223	0.00443280880797587	0.0111613231903665	0.0140681982983365	0.013544626340546
OM5_C_5G_1	0.0148464534711879	0.0119607494469286	0.00572409074393804	0.0122533408082096	0.0150024038649854	0.00927553726907773	0.0112324256863762	0.000401675470611902	0.00410074155405044	0.0271559413962253	0.0241066766676052	0.0186678614265782	0.0195593149699692	0.0109775905967356	0.0139979333304128	0.0165330955083613	0.00948983054939277	0.0233824347288584	0.00638154646783926	0.00746190742138688	0.0118709593011952	0.0225126760272262	0.00575009330590423	0.00997774293776565	0.0143119877718663	0.0202810896159148	0.0240186320652646	0.00658887965291578	0	0.00458276736397729	0.0237597196908988	0.0665247438095364	0.0195103932711498	0.0140816537765506	0.0232513903188753	0.0264413816011693	0.0238806817812441	0.112098366312282	0.118723762883452	0.0134299593633633	0.0158076205066504	0.0191991563899668	0.00781361071559408	0.0201712225620363	0.0250421375655269	0.00712284417517097	0.0199689118429987	0.0216356747262188	0.013986782214081	0.0174674491146217	0.00215863267225061	0.0147129288834874	0.000241394710010806	0.0110215718582722	0.0177497285293265	0.0206563812305043	0.020132852369002
OM5_C_5G_2	0.0102639392732969	0.0165431918785727	0.0011413341889415	0.00767072941326409	0.010419896232473	0.00469284203775467	0.00664978220913096	0.00418109466548706	0.000482029077965857	0.022574198542781	0.0195246947372848	0.0140855317033974	0.0149770353746617	0.00639493965517818	0.00941538484301941	0.0119506566612215	0.00490714036207461	0.0188004006813866	0.00179879810150834	0.00287917563035401	0.00728833548122415	0.0179305817526492	0.00116733704751687	0.00539506480653207	0.00972945169370704	0.0156988525786745	0.0194366437036772	0.00200613416671073	0.00458276736397729	0	0.0191777125700868	0.071099884741841	0.0240923910198389	0.0186639899138362	0.0278330995930364	0.0218595798692912	0.0192986833961644	0.116660250357126	0.12328317972606	0.00884738927473554	0.0112251480750152	0.014616856218552	0.0032308851581158	0.0155889789327724	0.0204602256001219	0.0025401067642634	0.0153866561821469	0.0170535223290493	0.0094042332921663	0.0128850561359112	0.00242414333584136	0.0101304091293164	0.00482416015237985	0.00643892218945294	0.0131673499874979	0.0160741670194459	0.0155506064471736
OM5_C_5G_3	0.00891441693342094	0.0357168021947977	0.0180365225180915	0.0115076032703581	0.00875845837473476	0.014485347349993	0.0125285153242921	0.0233581252167988	0.0196596753489182	0.00339702898772074	0.000347030066175036	0.00509268649015295	0.00420112091024477	0.0127833468276612	0.00976297406860308	0.00722766405375178	0.0142710634773303	0.000377362022410504	0.0173791334277702	0.0162988658021063	0.0118899857475307	0.00124728878291766	0.0180105227327875	0.0137831695449311	0.00944890739754256	0.00347924532171302	0.000258966714506006	0.0171718197127036	0.0237597196908988	0.0191777125700868	0	0.0902339976368012	0.0432628916091391	0.0378368043551762	0.0470017750892643	0.00268228232577915	0.000120987330238498	0.135731665868844	0.142343248317206	0.0103309657905613	0.00795319282184785	0.00456132643478004	0.0159471885484676	0.00358912833206094	0.00128269865313886	0.0166379019239513	0.00379146787805939	0.00212444601442388	0.00977412558758099	0.00629322763765657	0.0216014899035935	0.00904794817477784	0.0240010643999955	0.0127393662654772	0.00601092019852952	0.00310389759973583	0.00362750404773253
OM5_C_5H_1	0.0813428484172962	0.0545792104011365	0.0722391531261239	0.0787554487304781	0.0814984449005118	0.0757838067994195	0.0777366940389423	0.0669257907751632	0.070618708168167	0.0936207751337163	0.0905800156316511	0.0851552457796703	0.0860444956706096	0.0774823904119978	0.0804962333385436	0.0830256005097052	0.0759976708803519	0.0898577270723637	0.0728953968386537	0.0739737212872989	0.0783738822766426	0.0889902804450831	0.072265108144887	0.0764845978333078	0.0808095867244272	0.0867644578669069	0.0904922098634403	0.0731023435235052	0.0665247438095364	0.071099884741841	0.0902339976368012	0	0.0470357046573675	0.0524603003829997	0.0432967609504295	0.0929082492265353	0.0903546330298244	0.0456917411720893	0.0523423537726326	0.0799295151747866	0.0823018155249728	0.0856852320329781	0.0743247495661522	0.0866548683318501	0.0915129155897654	0.0736353031933029	0.0864530671069267	0.0881155731804345	0.0804851070271663	0.0839577400269967	0.0686799087155535	0.0812096259152506	0.0662837231253543	0.0775262801726301	0.0842393422322559	0.0871387970926622	0.0866165949219963
OM5_C_5H_2	0.0343532770852294	0.00755026952620291	0.0252334767566811	0.0317610130892835	0.0345091733817457	0.0287840660821919	0.0307404058145461	0.0199120130787225	0.0236104600603783	0.0466574203384867	0.0436096832983073	0.038173259226761	0.0390643500360383	0.030485645256728	0.0335050452009428	0.0360393155942366	0.0289983019271517	0.0428857844063435	0.0258907872432507	0.0269708962742235	0.031378748622204	0.0420164276562071	0.0252594736903589	0.0294860811145402	0.0338189941507888	0.0397858226208381	0.0435216808046391	0.0260980733606738	0.0195103932711498	0.0240923910198389	0.0432628916091391	0.0470357046573675	0	0.00542926882494524	0.00374159757286425	0.0459432306447558	0.0433837962718753	0.0926583646489568	0.0992932133908349	0.0329372584445984	0.035314105173726	0.0387043393799642	0.0273225139960675	0.0396760020296747	0.0445446898662193	0.0266319138685346	0.0394737764133416	0.0411398205941909	0.0334938978044265	0.0369733173389244	0.0216687001999065	0.0342197985395494	0.0192690309249044	0.03052961372092	0.0372554879912944	0.0401609542144011	0.0396376480224509
OM5_C_6A_1	0.0289259329930048	0.00212103143579706	0.0198051727046379	0.0263333627011451	0.0290818485597419	0.0233560967507839	0.0253126421362517	0.014483299965014	0.0181820194977208	0.0412318957029949	0.0381836513932913	0.0327464151653905	0.0336376309864466	0.0250578539416989	0.0280775979503168	0.0306121850395056	0.023570354380041	0.0374596375139277	0.0204625414178591	0.0215427498152774	0.0259510553190562	0.036590145454741	0.0198311719089787	0.0240581838419669	0.0283915847484193	0.0343592071124079	0.0380956348083651	0.0206698462493325	0.0140816537765506	0.0186639899138362	0.0378368043551762	0.0524603003829997	0.00542926882494524	0	0.00917080076429587	0.0405175837766304	0.0379577282597111	0.0980705169756863	0.104702906571646	0.0275097437371486	0.0298868813853807	0.0332775694422805	0.0218944008747073	0.0342493706261413	0.039118809602851	0.0212037357304661	0.0340471158665232	0.0357134050273076	0.0280664492171089	0.0315463099450397	0.0162401098752556	0.0287924380248473	0.0138402758786905	0.0251018271573295	0.0318285184891725	0.0347343933654163	0.0342110110790478
OM5_C_6A_2	0.0380931336629897	0.01129175464775	0.0289741046883647	0.0355011119307045	0.0382490148051361	0.0325244205604423	0.0344805950126588	0.0236529870991915	0.0273512016363011	0.0503958754451527	0.0473485244795637	0.0419127253108175	0.0428037192707863	0.034225856567256	0.0372449830700308	0.0397790047471411	0.0327386388127263	0.0466247135053821	0.029631367125267	0.0307113946617577	0.0351188816385348	0.0457554604241588	0.0290000997438376	0.0332263774796914	0.037558902161288	0.0435251118416636	0.0472605327512452	0.0298386378476822	0.0232513903188753	0.0278330995930364	0.0470017750892643	0.0432967609504295	0.00374159757286425	0.00917080076429587	0	0.0496817785343817	0.0471226650428055	0.0889274577431174	0.0955639244099654	0.0366772496305781	0.0390538672938871	0.0424437480056925	0.0310629851725347	0.043415303522429	0.048283415343788	0.0303724381723438	0.0432131004170057	0.0448789557822892	0.0372338367287559	0.0407129103943139	0.0254095684044271	0.03795966803971	0.0230100416030262	0.0342698212277285	0.0409950515442751	0.0439002012655954	0.0433769537932647
OM5_C_6B_1	0.0115965963254688	0.0383977386043703	0.0207184346583918	0.0141897232462392	0.011440640918798	0.0171673828453968	0.0152106082897789	0.0260398067469823	0.0223415229525244	0.000714749097038554	0.00233525307079638	0.00777492930342217	0.0068833743636162	0.0154654327328399	0.0124451354723367	0.00990987499223846	0.0169531056306171	0.00305964319287429	0.0200610702525234	0.0189808413671905	0.0145720958457641	0.00392956620662176	0.0206924358652858	0.0164652265229897	0.0121310756241733	0.00616150623478899	0.00242331623924043	0.0198537641479229	0.0264413816011693	0.0218595798692912	0.00268228232577915	0.0929082492265353	0.0459432306447558	0.0405175837766304	0.0496817785343817	0	0.00256129530585275	0.138396215620645	0.14500607930636	0.0130131143627658	0.0106353908785084	0.00724357577910571	0.0186291762357695	0.00627138817638221	0.00139958547089904	0.019319865574821	0.0064737256916493	0.00480671813225875	0.0124562867454976	0.00897545363615607	0.024283253603885	0.0117301248300664	0.0266827143701264	0.0154214533982402	0.00869315040748314	0.00578616198260826	0.00630976351316696
OM5_C_6B_2	0.00903540065128745	0.035837732936976	0.0181574952350544	0.0116285846078897	0.00887944221674838	0.0146063252209568	0.0126494955614499	0.023479088145815	0.0197806453422235	0.00327604216029136	0.000226042739381662	0.00521367262688548	0.00432210742382886	0.0129043267757949	0.00988395707316252	0.0073486489995756	0.014392041623856	0.000498349343941997	0.0175001071822587	0.0164198411792928	0.0120109666837023	0.00136827603615727	0.0181314954914994	0.0139041483037854	0.00956989067355922	0.0036002320883052	0.000137979385796192	0.0172927937865345	0.0238806817812441	0.0192986833961644	0.000120987330238498	0.0903546330298244	0.0433837962718753	0.0379577282597111	0.0471226650428055	0.00256129530585275	0	0.135851868599786	0.142463374219557	0.0104519482819797	0.00807417727048738	0.00468231280466381	0.016068164431828	0.00371011506316555	0.00116171139022905	0.0167588768028836	0.00391245454094655	0.00224543312975458	0.00989510858233969	0.00641421315473908	0.0217224563363907	0.00916893178463781	0.0241220259795927	0.0128603462639018	0.0061319058729109	0.00322488447943031	0.00374849076617908
OM5_C_6D_1	0.126871112234034	0.10018431426681	0.117796113939584	0.124292138507609	0.127026195164417	0.121329909195549	0.123276642545019	0.112498277835107	0.116180499394281	0.139106117466741	0.13607644159915	0.130670702572755	0.131556897923534	0.123023147184844	0.126027277825787	0.128548269056532	0.121543105301897	0.135356741784666	0.118450377622659	0.11952541868874	0.123911796478617	0.134492381862844	0.117821990907356	0.122028505950277	0.126339604697615	0.132274368405907	0.13598895143568	0.11865669705484	0.112098366312282	0.116660250357126	0.135731665868844	0.0456917411720893	0.0926583646489568	0.0980705169756863	0.0889274577431174	0.138396215620645	0.135851868599786	0	0.00665623753062776	0.125462408172675	0.127826901858497	0.131198871410552	0.119875370114563	0.1321651592272	0.137005972975336	0.119188035038175	0.131964057387839	0.133620762517227	0.126016187905159	0.129477269969283	0.114247369419786	0.126738328820844	0.111858025545878	0.123066897596137	0.129757918494855	0.132647405477505	0.132127018562995
OM5_C_6D_3	0.133488174328453	0.106815707328964	0.124418414224539	0.130910727620996	0.133643164459813	0.127950214598218	0.129895824559605	0.11912346191886	0.122803692696605	0.145715517681606	0.142687803502073	0.137285459203889	0.138171107279558	0.129642476465978	0.132644842919714	0.13516432169948	0.12816328852372	0.14196856343957	0.125072312875005	0.126146749893596	0.130530608210236	0.141104752514191	0.124444276791974	0.128648410216449	0.132956983998645	0.138888132031078	0.142600369356209	0.125278516789676	0.118723762883452	0.12328317972606	0.142343248317206	0.0523423537726326	0.0992932133908349	0.104702906571646	0.0955639244099654	0.14500607930636	0.142463374219557	0.00665623753062776	0	0.132080308150792	0.134443390265233	0.137813302303807	0.12649650354687	0.138778990852137	0.143616737536506	0.125809556382456	0.138578014086125	0.140233683279324	0.132633759587873	0.136092757893328	0.120871615577407	0.133355470282786	0.118483549468025	0.129686201481782	0.136373235037471	0.139260936413821	0.138740873923486
OM5_C_6F_1	0.0014165969366404	0.0253892420544179	0.00770608335301029	0.00117668896233835	0.00157255985944036	0.0041546100057169	0.00219765415871003	0.0130283093060983	0.00932940391065305	0.0137278160071594	0.0106779816759953	0.00523838108265739	0.00612994318256129	0.00245250015336008	0.000568012825811336	0.0031033872146029	0.00394031116864731	0.00995361813642957	0.00704863193562552	0.00596826891748454	0.00155909042260712	0.00908372032746887	0.00768008104126098	0.00345238445296387	0.000882090117034784	0.00685181150334159	0.0105899220108394	0.00684129923598577	0.0134299593633633	0.00884738927473554	0.0103309657905613	0.0799295151747866	0.0329372584445984	0.0275097437371486	0.0366772496305781	0.0130131143627658	0.0104519482819797	0.125462408172675	0.132080308150792	0	0.00237784500854302	0.0057697397948802	0.005616562496445	0.00674192985644571	0.0116136074054141	0.00630733403624058	0.0065395925794661	0.0082065864032634	0.00055686091610503	0.00403783503943174	0.0112714449420047	0.00128306181215119	0.0136713380516269	0.00240851705522059	0.00432014461773198	0.00722715387105966	0.0067035545951658
OM5_C_6F_2	0.000961249260126455	0.0277664799556857	0.0100838608698442	0.00355453032605087	0.000805286254243492	0.00653243139987644	0.00457549040929048	0.0154059804460317	0.0117071541335694	0.0113501078663516	0.00830021439070115	0.00286054917638367	0.0037521182945271	0.00483033484530294	0.00180983307935178	0.000725544172596012	0.00631813451322341	0.00757583922962531	0.00942641921634041	0.00834607062470885	0.00393693008328379	0.00670592869158513	0.0100578589583908	0.00583021194163272	0.00149575604240616	0.00447399332196215	0.0082121532631011	0.00921908944137206	0.0158076205066504	0.0112251480750152	0.00795319282184785	0.0823018155249728	0.035314105173726	0.0298868813853807	0.0390538672938871	0.0106353908785084	0.00807417727048738	0.127826901858497	0.134443390265233	0.00237784500854302	0	0.00339191190314184	0.00799436846562432	0.00436411059497722	0.00923585650754802	0.00868513143258113	0.00416177138480411	0.00582878328667563	0.00182098497698581	0.00165999588790469	0.0136491565663734	0.00109478442205059	0.0160489930547025	0.00478635202420869	0.00194230694259173	0.00484933953937961	0.00432573496153573
OM5_H_2H_2	0.00435315593867786	0.0311573262214233	0.0134756039226149	0.00694641144318264	0.00419719393697244	0.00992426259779112	0.00796735688398731	0.018797533476853	0.0150988465744269	0.00795830951184819	0.00490835361349655	0.000531364628513683	0.000360208083095592	0.00822219726242848	0.00520173323352049	0.00266637014817065	0.00970997003557307	0.00418396708768741	0.0128181809272411	0.011737860688219	0.00732880601865254	0.00331404465271101	0.0134496027692566	0.00922205688703862	0.00488765882018536	0.00108208748129091	0.00482029103349965	0.0126108568159936	0.0191991563899668	0.014616856218552	0.00456132643478004	0.0856852320329781	0.0387043393799642	0.0332775694422805	0.0424437480056925	0.00724357577910571	0.00468231280466381	0.131198871410552	0.137813302303807	0.0057697397948802	0.00339191190314184	0	0.0113861671394812	0.000972204004624184	0.0058440123735479	0.0120769129069309	0.000769863493243654	0.00243688918406028	0.00521288503346828	0.00173191960986025	0.0170407799797567	0.0044866901926711	0.019440518443932	0.00817821515309704	0.00144960848157072	0.00145743648852782	0.000933828116472492
OM5_H_6A_1	0.00703313898187873	0.0197736970980848	0.0020895537608636	0.00443988424411737	0.00718909914775793	0.0014619649239829	0.00341892373294292	0.00741194363557951	0.00371291214265361	0.0193438299163417	0.0162941853158548	0.0108548266320464	0.0117463575198418	0.00316407824092762	0.0061845681144004	0.00871989411521768	0.00167626484966572	0.015569861111949	0.00143209007288969	0.000351710713878704	0.00405748503975837	0.0147000076439156	0.00206355093038532	0.00216419334315363	0.0064986408499414	0.0124681981507344	0.0162061305498418	0.00122475386863121	0.00781361071559408	0.0032308851581158	0.0159471885484676	0.0743247495661522	0.0273225139960675	0.0218944008747073	0.0310629851725347	0.0186291762357695	0.016068164431828	0.119875370114563	0.12649650354687	0.005616562496445	0.00799436846562432	0.0113861671394812	0	0.0123583208584766	0.0172297569875315	0.000690780449137727	0.0121559914689247	0.0138229152319287	0.00617341635888428	0.00965431741011875	0.00565501247333713	0.00689960613817517	0.00805499994722031	0.00320806127133955	0.00993661886682977	0.0128435252647279	0.0123199471062286
OM5_H_6A_2	0.00532535162746208	0.0321291760569862	0.0144477384287019	0.00791859574405179	0.00516939015784074	0.0108964279276768	0.00893953538920443	0.0197696051918743	0.0160709640336643	0.00698612558951624	0.00393615657525031	0.00150356834592973	0.000611996000618055	0.00919437420558778	0.00617392572321099	0.00363857066933343	0.0106821369404699	0.00321176792648911	0.0137903218101629	0.0127100113887224	0.00830098823546299	0.0023418434439828	0.014421737533331	0.0101942272567532	0.00585985255377816	0.000109883519784909	0.00384809371686576	0.0135829996467873	0.0201712225620363	0.0155889789327724	0.00358912833206094	0.0866548683318501	0.0396760020296747	0.0342493706261413	0.043415303522429	0.00627138817638221	0.00371011506316555	0.1321651592272	0.138778990852137	0.00674192985644571	0.00436411059497722	0.000972204004624184	0.0123583208584766	0	0.00487181864038426	0.0130490606148333	0.00020234056757028	0.00146468646465166	0.00618507747769091	0.00270412193207465	0.0180128746158217	0.00545888541207937	0.0204125812307275	0.00915039236913241	0.00242181122482574	0.000485232738390783	3.83759010374535e-05
OM5_H_6A_3	0.0101970723375805	0.0369988811046926	0.0193190562280903	0.0127902319983621	0.0100411151817357	0.0157679376727362	0.013811131819445	0.0246405522054802	0.0209421792827151	0.00211433377643818	0.00093566874222496	0.00637536966184898	0.00548380857257341	0.0140659601171618	0.0110456214391014	0.00851033341347708	0.0155536568404632	0.0016600603761008	0.0186616785022281	0.0175814286795953	0.013172610008076	0.00252998592800313	0.0192930568998697	0.0150657696707403	0.0107315578204045	0.00476193606745466	0.00102373206522347	0.0184543682878241	0.0250421375655269	0.0204602256001219	0.00128269865313886	0.0915129155897654	0.0445446898662193	0.039118809602851	0.048283415343788	0.00139958547089904	0.00116171139022905	0.137005972975336	0.143616737536506	0.0116136074054141	0.00923585650754802	0.0058440123735479	0.0172297569875315	0.00487181864038426	0	0.0179204593308659	0.00507415735088513	0.00340714121023318	0.0110567728480076	0.00757590357300625	0.0228839550125825	0.0103306023596679	0.0252834767260074	0.0140219801125665	0.00729359795815821	0.00438658975317507	0.00491019420057397
OM5_H_6B_1	0.00772390575952733	0.0190830104542402	0.00139877404406664	0.00513065896759587	0.00787986533895963	0.00215274458316515	0.00410970065215295	0.00672117563842387	0.00302213450302749	0.0200345122243827	0.0169848957901498	0.0115455754809831	0.0124371011164337	0.00385485562622656	0.00687533786676638	0.00941065389525038	0.00236704430279752	0.0162605775719573	0.000741309889754598	0.000339069764850214	0.00474826064726747	0.0153907309360071	0.00137277119108479	0.00285497224097835	0.00718940954382867	0.013158937197318	0.0168968417662192	0.000533973583434695	0.00712284417517097	0.0025401067642634	0.0166379019239513	0.0736353031933029	0.0266319138685346	0.0212037357304661	0.0303724381723438	0.019319865574821	0.0167588768028836	0.119188035038175	0.125809556382456	0.00630733403624058	0.00868513143258113	0.0120769129069309	0.000690780449137727	0.0130490606148333	0.0179204593308659	0	0.0128467325161265	0.01451364501983	0.00686418614790545	0.0103450726913706	0.00496423904678266	0.00759037340810951	0.00736423432077428	0.0038988385785228	0.0106273727015356	0.0135342618402379	0.0130106871090132
OM5_H_6B_2	0.00512301309767283	0.0319269110501211	0.0142454131581764	0.00771625973382521	0.00496705150833118	0.0106940960373837	0.00873720064404478	0.0195672932961019	0.0158686424044795	0.00718846237996004	0.0041384959197101	0.00130122792492729	0.000409655452106603	0.00899203980020536	0.00597158790814027	0.00343623103659496	0.0104798047100209	0.00341410767104822	0.0135879951745957	0.0125076826476403	0.00809865268104409	0.00254418356454079	0.014219412207617	0.00999189427709316	0.00565751446172572	0.000312224084474828	0.00405043311419475	0.0133806725938693	0.0199689118429987	0.0153866561821469	0.00379146787805939	0.0864530671069267	0.0394737764133416	0.0340471158665232	0.0432131004170057	0.0064737256916493	0.00391245454094655	0.131964057387839	0.138578014086125	0.0065395925794661	0.00416177138480411	0.000769863493243654	0.0121559914689247	0.00020234056757028	0.00507415735088513	0.0128467325161265	0	0.00166702684909416	0.00598273967273692	0.00250178187068164	0.0178105578485049	0.00525654698769844	0.0202102712301385	0.008948057904421	0.00221947105946887	0.000687573280942777	0.000163964666742955
OM5_H_6B_3	0.00679001852433233	0.0335932865427701	0.0159123010971157	0.00938324205696669	0.0066340580624693	0.0123610417248928	0.010404171621486	0.0212340662367155	0.0175354988766006	0.00552146014545067	0.00247147540257664	0.00296825239029436	0.00207668177580114	0.0106590077477784	0.00763858667886413	0.00510324707611842	0.0121467533936444	0.0017470845130079	0.0152548949538742	0.0141746007500793	0.00976563090331233	0.000877158095822402	0.0158863006247455	0.0116588495745373	0.00732451579857944	0.0013548030260172	0.00238341224117522	0.0150475759988994	0.0216356747262188	0.0170535223290493	0.00212444601442388	0.0881155731804345	0.0411398205941909	0.0357134050273076	0.0448789557822892	0.00480671813225875	0.00224543312975458	0.133620762517227	0.140233683279324	0.0082065864032634	0.00582878328667563	0.00243688918406028	0.0138229152319287	0.00146468646465166	0.00340714121023318	0.01451364501983	0.00166702684909416	0	0.00764973835012502	0.00416880228743312	0.0194773725108528	0.00692355142533849	0.0218770279763605	0.0106150263805487	0.00388649258770069	0.000979453984219512	0.00150306233440786
OM5_H_6C_2	0.000859736269358234	0.0259459702264656	0.00826293132927591	0.00173354946247692	0.00101569926953094	0.00471146693679231	0.00275451384114546	0.0135851343486533	0.00988624609858499	0.0131709922487734	0.0101211429330199	0.00468152518348032	0.0055730892585314	0.00300935956556601	1.11519117023183e-05	0.00254652791346715	0.00449716847678887	0.00939677640252988	0.00760548195400108	0.00652512191261218	0.00211595066610672	0.00852687528912808	0.00823692910160182	0.00400924255011877	0.000325229259644516	0.00629495941841606	0.0100330828926406	0.00739814986219002	0.013986782214081	0.0094042332921663	0.00977412558758099	0.0804851070271663	0.0334938978044265	0.0280664492171089	0.0372338367287559	0.0124562867454976	0.00989510858233969	0.126016187905159	0.132633759587873	0.00055686091610503	0.00182098497698581	0.00521288503346828	0.00617341635888428	0.00618507747769091	0.0110567728480076	0.00686418614790545	0.00598273967273692	0.00764973835012502	0	0.00348097699697225	0.011828278812558	0.000726201086389573	0.0142281595540783	0.00296537651594646	0.00376328702602182	0.00667030282726406	0.00614670211500557
OM5_H_6C_3	0.0026212436098483	0.0294259837053584	0.0117437848066369	0.00521451491416997	0.00246528093012043	0.00819239471284481	0.00623546891326074	0.0170658170209268	0.0133670550199928	0.00969017957603873	0.00664025231967431	0.00120055538930094	0.00209212721098765	0.0064903116335301	0.00346982513535085	0.000934452129567017	0.00797809971552786	0.00591587082918919	0.0110863515880841	0.0100060157278598	0.00559691254066781	0.00504595354702383	0.0117177832386548	0.00749018123862978	0.0031557490495505	0.00281400514244805	0.00655219038797435	0.0108790243653374	0.0174674491146217	0.0128850561359112	0.00629322763765657	0.0839577400269967	0.0369733173389244	0.0315463099450397	0.0407129103943139	0.00897545363615607	0.00641421315473908	0.129477269969283	0.136092757893328	0.00403783503943174	0.00165999588790469	0.00173191960986025	0.00965431741011875	0.00270412193207465	0.00757590357300625	0.0103450726913706	0.00250178187068164	0.00416880228743312	0.00348097699697225	0	0.0153090257268998	0.00275477846892807	0.0177088167823008	0.00644632911415825	0.000282311390085761	0.00318935312297603	0.00266574613336399
