	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0330649015230064	NA	0.0202262947035392	NA	0.0223855376344285	0.0358569365336412	0.0285018832152661	0.00749547020671245	0.0378258711188244	NA	0.0335428037459258	0.0143604366679751	NA	NA	0.0185399900843879	NA	NA	0.0142056328624178	NA	NA	NA	NA	NA
OM5_C_4A	0.0330649015230064	0	NA	0.0134191108144886	NA	0.0106839241493742	0.00327283676833638	0.0102530858770382	0.0405424833711123	0.00477001750934443	NA	0.00727547925574762	0.0195512298045837	NA	NA	0.0184821738430115	NA	NA	0.0192044662017047	NA	NA	NA	NA	NA
OM5_C_4D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_4E	0.0202262947035392	0.0134191108144886	NA	0	NA	0.00376534972141309	0.0165357751159667	0.0135544523773454	0.0275915157198562	0.0180473892261582	NA	0.0163951781472777	0.00911188712121311	NA	NA	0.00630440604861085	NA	NA	0.00602741443522027	NA	NA	NA	NA	NA
OM5_C_4F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_4H	0.0223855376344285	0.0106839241493742	NA	0.00376534972141309	NA	0	0.0135662764166514	0.0098294488889623	0.0298642907845064	0.0154461543625467	NA	0.0127313022808333	0.00933741293409383	NA	NA	0.0100549481504984	NA	NA	0.00866900423509528	NA	NA	NA	NA	NA
OM5_C_5A	0.0358569365336412	0.00327283676833638	NA	0.0165357751159667	NA	0.0135662764166514	0	0.0108637537870445	0.0433462940649057	0.00286586829718565	NA	0.00629191623688411	0.0220301910559066	NA	NA	0.021738737610192	NA	NA	0.0221961643061815	NA	NA	NA	NA	NA
OM5_C_5B	0.0285018832152661	0.0102530858770382	NA	0.0135544523773454	NA	0.0098294488889623	0.0108637537870445	0	0.0358317369118774	0.0137094404568921	NA	0.00564103198193967	0.0141660735418862	NA	NA	0.0198576988194481	NA	NA	0.0170606231065773	NA	NA	NA	NA	NA
OM5_C_5D	0.00749547020671245	0.0405424833711123	NA	0.0275915157198562	NA	0.0298642907845064	0.0433462940649057	0.0358317369118774	0	0.0452988508194468	NA	0.0409626409489679	0.0217611773364521	NA	NA	0.0252858749963555	NA	NA	0.0215673437779273	NA	NA	NA	NA	NA
OM5_C_5E	0.0378258711188244	0.00477001750934443	NA	0.0180473892261582	NA	0.0154461543625467	0.00286586829718565	0.0137094404568921	0.0452988508194468	0	NA	0.00908635619494723	0.0242851396147117	NA	NA	0.0227393244776795	NA	NA	0.0239127496058844	NA	NA	NA	NA	NA
OM5_C_5F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
