	OM5_B_B_2	OM5_B_B_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4E_2	OM5_C_4F_1	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_3	OM5_C_5H_2	OM5_C_6A_1	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5F_3	0.0345292905582803	0.0192903836306605	0.00146016056556827	0.00375687441864663	0.0226504952329152	0.00767933168416073	0.00242388031907303	0.0215914765768233	0.00510371566336533	0.0126368754012939	0.0646149653649761	0.111093706394148	0.0199689162914395	0.0330706394963963	0.023074915462186	0.0255819356788167	0.0283036148924846	0.00741965657255257	0.0117341893105356	0.0115090514287564	0	0.01030054976398	0.00316791887138337	0.0114818532355773	0.016142481158925	0.00380624514414523	0.00663364577130933	0.00773401962439753	0.0549392563627973	0.117389807797864	0.0421912038123639	0.00560141629132907	0.0195469588947354	0.0285126374621735	0.0100017505842807	0.00827990052620399	0.00878862108203543	0.00707502962736937	0.00296271950082827	0.0242372341266261	0.0209444149088573	0.0190081994407894	0.00606122900574262	0.00636850229726804	0.000917180191464634	0.0043979635338637	0.00775473026363285	0.0110835706764933	0.017817143145987
OM5_C_5G_3	0.024571469454486	0.010107372038087	0.0110094315275924	0.0120531868638055	0.0140164979773374	0.0173659822890845	0.0100005776120891	0.0309916902648267	0.00523656609226676	0.0196917267046993	0.0555197879340089	0.102472480784813	0.0300933390270817	0.0230089518023789	0.0129750754460538	0.0180986872500413	0.0385734103567026	0.0175036386002183	0.0132408484170438	0.0157814487189368	0.01030054976398	0	0.0105061394627682	0.00628029544839491	0.0104157483999562	0.00957063580713244	0.00389790079874291	0.00259890186383063	0.0454475657130105	0.1091643579739	0.0328889667035621	0.00563326344113969	0.00970525201019723	0.0199959264088575	0.00518793524798549	0.0143679029358436	0.0180660589018477	0.0171306411663136	0.00733864064144169	0.0339618912977918	0.0308384883131678	0.0104705733186049	0.0050062602288278	0.0099594428524078	0.0101917603135135	0.00616123209482576	0.0180221122410785	0.000788105805427771	0.00818147912523123
OM5_C_5H_2	0.0350737328913195	0.018237492778588	0.00205082190099968	0.00154846936203452	0.0239192957555204	0.00694430988294806	0.00551705472207864	0.020502092776263	0.00600795518610585	0.0101285634815512	0.0657915435149223	0.112520197452672	0.0197837812570789	0.0335035422870389	0.0234749121421404	0.0272894283974188	0.0284952635908993	0.00914426200934349	0.0086514508408778	0.00837960869619576	0.00316791887138337	0.0105061394627682	0	0.0132624208978091	0.0181053759995307	0.00119042144095183	0.00661121529806387	0.00795608698500169	0.0558666864870647	0.118994270650896	0.0432287722583874	0.00725910652972131	0.0201717712652264	0.029882545096135	0.0116768765750199	0.00530240849997045	0.00756059134696233	0.00698909264503106	0.00418399394596176	0.0234636631248343	0.0203796381200992	0.0202578971932336	0.00555627392982034	0.00344036145340799	0.00406264487975982	0.00444793157668487	0.00827924333681672	0.0112295408042667	0.0185585086258188
OM5_C_6A_1	0.0241219372606708	0.0151673443679208	0.0127496197835122	0.0146212121039146	0.0113883222945129	0.0191556565038373	0.009855239097181	0.0330532775438871	0.00736706001881326	0.0233451732706427	0.0532644336903546	0.0996742650228305	0.0310056325886951	0.0229178503439269	0.0134983368757851	0.0141123187059939	0.0388015197123543	0.0171420406189767	0.0186013451073036	0.0204372542953865	0.0114818532355773	0.00628029544839491	0.0132624208978091	0	0.00488228219219258	0.0127816064274843	0.00792761245238465	0.00686941182432205	0.0438066251694147	0.105980741317734	0.0309921940047	0.00602416148639081	0.00974444752353741	0.0171088736094315	0.00160991914478751	0.0182126276356507	0.020251663839558	0.0184373390508879	0.00910175157665834	0.0355939787358193	0.0322227133331508	0.00787362814754103	0.00914058358476756	0.0142174381111863	0.010885748411066	0.0091451488504769	0.0187618542013628	0.00650065750101767	0.0079395896526419
OM5_C_6A_3	0.0213753496423923	0.0173767708908652	0.0174727310251969	0.0194291872631533	0.0080075179920131	0.0237602075935174	0.0142835738583868	0.0375902801105831	0.0122477631233303	0.0282080700748059	0.0490804145945951	0.0952008357787	0.0351842629719732	0.0204750038470588	0.0123308398228471	0.00956450691534699	0.0426154430308278	0.0211016307290989	0.0233210731021099	0.0252916072511325	0.016142481158925	0.0104157483999562	0.0181053759995307	0.00488228219219258	0	0.0176561486420747	0.0127257934022257	0.0115731957798533	0.0399772134727154	0.101379113898304	0.0271595814741445	0.0108477427804903	0.00900635511583981	0.0130626881049666	0.00649202840173059	0.0230926193774834	0.0249279678922957	0.0229330370501862	0.0139280229814547	0.0399857138703762	0.03655804218155	0.0054191413608522	0.0139635528973248	0.0190830105939071	0.015468470503247	0.0140270579710484	0.0230807554151832	0.0103678781567333	0.00763577179235044
OM5_C_6B_1	0.0341206396325572	0.0170626907995177	0.003012404201884	0.0026241036423575	0.0231865723444178	0.0080415305062324	0.00594749040759725	0.0214308290494187	0.00542448594748848	0.0105779023907979	0.0649848076524005	0.111785032626676	0.0208883425187926	0.0325271929169506	0.0225082885866804	0.0266996602472023	0.0296349157299394	0.0102826411713374	0.00795166273369976	0.00818901597645904	0.00380624514414523	0.00957063580713244	0.00119042144095183	0.0127816064274843	0.0176561486420747	0	0.0057081282053129	0.00707494975256665	0.0549936323935207	0.118320174898987	0.0423938586358344	0.00687583328821761	0.0192689558673214	0.0291671767475073	0.0111775916375815	0.00546348195682797	0.00855416639837186	0.00815637839309804	0.00391382216132356	0.0244578049845288	0.0214221738007721	0.0195332847598744	0.00457103819770112	0.00256262641131572	0.0046162974130496	0.0037128922128186	0.00946806658508735	0.0102705947685757	0.0176929230835582
OM5_C_6B_2	0.0284665360949376	0.0128007226974315	0.00718337681124486	0.00815720122553936	0.0175672732521445	0.0134745700175532	0.0068738015352871	0.0271067006684019	0.00210358872203645	0.0160514553390548	0.0592964237126822	0.106157827902123	0.0262317239797268	0.0269053449280508	0.0168724375871789	0.0213074231390088	0.034775733079007	0.0140099832662009	0.0106944840808706	0.0126027895423243	0.00663364577130933	0.00389790079874291	0.00661121529806387	0.00792761245238465	0.0127257934022257	0.0057081282053129	0	0.00137125711864005	0.0492938526167187	0.112757778524404	0.0366922326403721	0.00359065724504435	0.0135698383813702	0.0235593740359248	0.00636631665268085	0.0107502985789688	0.0141705399507754	0.0132794428952086	0.00375521879182476	0.0300657382668277	0.0269463334293168	0.0139351591944048	0.0012673030718348	0.00646766088318813	0.00669386048976288	0.00230395721978892	0.0142467063551426	0.0046359657060272	0.0119854142742619
OM5_C_6B_3	0.027135898140244	0.0120608544173037	0.00841109661571839	0.00949811020432128	0.0162056251863914	0.0147793861718506	0.00764074587615388	0.0284559920350234	0.00276249215236573	0.0174097354366285	0.0579278370495634	0.104795016339442	0.0274955376694437	0.0255901118517681	0.0155562504038382	0.0199956687435567	0.0359838221744661	0.0150143789177916	0.0117553531239671	0.0138568784712547	0.00773401962439753	0.00259890186383063	0.00795608698500169	0.00686941182432205	0.0115731957798533	0.00707494975256665	0.00137125711864005	0	0.0479330986568724	0.111403265651135	0.0353241224906989	0.00366936483846058	0.0122166783620873	0.0221985659405147	0.00537746179871646	0.012101804622441	0.0155092310119099	0.0145320098820069	0.00478128192710158	0.0313933917527031	0.0282529338422703	0.0125795709783126	0.00260570649788453	0.00778257563194861	0.00768072365788211	0.00356801412933176	0.0154343091684689	0.00336753832553167	0.0106195652468513
OM5_C_6D_1	0.0213455206578068	0.0418723762886423	0.0559989270052589	0.0573955007624872	0.0324254170414427	0.0625086077115843	0.0536087072248999	0.0763151580471425	0.0500444409718633	0.0649269188254729	0.0110344811499756	0.0581696126533699	0.0747454211124965	0.0231924591005829	0.0327546253693822	0.0308030488420474	0.0824856024876272	0.0608983615007747	0.056984902993575	0.0603762784049525	0.0549392563627973	0.0454475657130105	0.0558666864870647	0.0438066251694147	0.0399772134727154	0.0549936323935207	0.0492938526167187	0.0479330986568724	0	0.0658265795296111	0.0128349691898214	0.0493533044230018	0.0357498243509794	0.0269224044124451	0.0450990838946914	0.0596516218296756	0.0633727607118338	0.0620030070756918	0.0521587885745358	0.0791170621618428	0.0758441653490271	0.0359995667887776	0.0504474218584986	0.0552317203726006	0.0544885550251108	0.0514320124632565	0.0624924794904386	0.0447804843164273	0.0373255469049686
OM5_C_6D_2	0.086688590197573	0.107214471091703	0.118656041050928	0.120427585075079	0.0952755049661247	0.124994064077765	0.115584903578955	0.138726657737011	0.11302325221712	0.128696812269809	0.0548533489265915	0.0098343623847319	0.13596527374272	0.0886023944801144	0.0974109399532921	0.0919319227123548	0.142360218248328	0.121948130927448	0.121608980919601	0.124691724067411	0.117389807797864	0.1091643579739	0.118994270650896	0.105980741317734	0.101379113898304	0.118320174898987	0.112757778524404	0.111403265651135	0.0658265795296111	0	0.076995005502213	0.111937877152197	0.0998015947371245	0.0893051892608933	0.107494681537928	0.123418323744473	0.126110028991426	0.124178075241516	0.114959830343749	0.140995085245736	0.1375444297192	0.0988994763588322	0.113992247500344	0.11906153074406	0.116753859760884	0.114636459827007	0.124238966483786	0.108610194354581	0.101091301118487
OM5_C_6D_3	0.0100623483789181	0.0304076585635004	0.0432819603664473	0.0447471265746048	0.0196102679739837	0.0497974975106493	0.0408131122154548	0.0636505395202985	0.0373464707406327	0.0525068572815432	0.0226684771959471	0.0698933321666025	0.0619627979593798	0.0119980512609604	0.0205313161279146	0.0181064484081244	0.0696820608116563	0.0480822012695781	0.0449021806138351	0.0481456120528687	0.0421912038123639	0.0328889667035621	0.0432287722583874	0.0309921940047	0.0271595814741445	0.0423938586358344	0.0366922326403721	0.0353241224906989	0.0128349691898214	0.076995005502213	0	0.0365955385322738	0.023227331572507	0.0141103515979507	0.0323038063774225	0.0472002532918812	0.0507023363333208	0.049253662644353	0.0394437632347609	0.0663977646611486	0.0630976553825344	0.0232081390279289	0.0378741849038597	0.0427742971770186	0.0417192387368447	0.0387845370340514	0.0497087688394983	0.032252512598383	0.0247175289729397
OM5_C_6F_1	0.0290575289896853	0.0156225781905948	0.00677359175090489	0.0085977389435299	0.0170524417278154	0.0132580208548944	0.00455351163556723	0.0271703165964584	0.0017910159084117	0.0173756103156712	0.0590268031139893	0.105574242693285	0.0254938890978904	0.0276539262867225	0.0177302254604745	0.0201167682838042	0.0336522443187179	0.0121832215697654	0.0136167945851315	0.0148535695699858	0.00560141629132907	0.00563326344113969	0.00725910652972131	0.00602416148639081	0.0108477427804903	0.00687583328821761	0.00359065724504435	0.00366936483846058	0.0493533044230018	0.111937877152197	0.0365955385322738	0	0.0141077954291022	0.022932113289388	0.0044688316343006	0.0123390556134257	0.0142848119896558	0.0126685670087913	0.00308165449548428	0.0298364955840937	0.0265338810227028	0.0134075859884632	0.0042957222412143	0.00865484276714048	0.00516024819450027	0.0035005884782543	0.0132189645869948	0.00639204005184987	0.0123374834643954
OM5_C_6F_2	0.0149880871979207	0.0103083900401608	0.0204679364212455	0.0217121703755219	0.00572802967862975	0.0269403448826313	0.01862113946084	0.0406665360525044	0.0144928606263697	0.0292963687618448	0.0458823163056926	0.0929602206533537	0.0395079249680203	0.0135485434884591	0.00375800096108365	0.0107140824073332	0.0477505010881332	0.0262311540681494	0.0219878464022909	0.0250360188670577	0.0195469588947354	0.00970525201019723	0.0201717712652264	0.00974444752353741	0.00900635511583981	0.0192689558673214	0.0135698383813702	0.0122166783620873	0.0357498243509794	0.0998015947371245	0.023227331572507	0.0141077954291022	0	0.0111033926420363	0.010465124603285	0.0239851313172939	0.0277189354961554	0.0265739641733579	0.0166469606750348	0.043578395676985	0.0403930103903733	0.00408558321766567	0.014710818646781	0.0195558846454315	0.0192332625620486	0.0157556733215707	0.0272791840578328	0.00904123973124569	0.00182375324064412
OM5_C_6F_3	0.0103727395025918	0.0207577513672001	0.0296973344698724	0.0313538840236152	0.00599424210020852	0.0361826594516165	0.0269607703762337	0.0500867980339432	0.0238901347295645	0.0396006673599582	0.0361707256874174	0.0827660306946031	0.0480736058505363	0.0104660956145094	0.0102233467914839	0.0043737559626072	0.0556503264210985	0.0340836130768307	0.0329059476159143	0.0357383906311583	0.0285126374621735	0.0199959264088575	0.029882545096135	0.0171088736094315	0.0130626881049666	0.0291671767475073	0.0235593740359248	0.0221985659405147	0.0269224044124451	0.0893051892608933	0.0141103515979507	0.022932113289388	0.0111033926420363	0	0.0185200663297036	0.0342912176295975	0.037196020171854	0.0355254898560213	0.0259032727143805	0.0526838279248032	0.0493195900663291	0.00963657730170213	0.02480275486821	0.0299251798861029	0.0279677027662431	0.025470558729391	0.0358605826819119	0.0194829254565218	0.0120563096029508
OM5_H_2H_2	0.0251510483034136	0.014699322753504	0.0112305603870002	0.0130535213226461	0.0127052614918657	0.0176800463529015	0.00851939517371449	0.0315899180859979	0.00575934707807347	0.0217459881750702	0.0546568636709877	0.101147191640417	0.0296891406166888	0.023868108043819	0.0142119462377176	0.0156491539401869	0.03761479732115	0.0159663381481349	0.0170572628904587	0.0188365068851789	0.0100017505842807	0.00518793524798549	0.0116768765750199	0.00160991914478751	0.00649202840173059	0.0111775916375815	0.00636631665268085	0.00537746179871646	0.0450990838946914	0.107494681537928	0.0323038063774225	0.0044688316343006	0.010465124603285	0.0185200663297036	0	0.0166044284647449	0.0187412926468102	0.0170134839908077	0.00753189749461924	0.0341868694013766	0.0308416681153479	0.00910679363103752	0.00756121315592379	0.0126132366977025	0.00945259284151727	0.00753538634403581	0.0174170551745058	0.00556358181602023	0.0086416237323242
OM5_H_2H_3	0.0385379362787103	0.0198886330076637	0.00687843536791192	0.00459214360001317	0.0282998277943251	0.00662922942555073	0.0107008864356301	0.017473164643583	0.0108465061196464	0.00532457653651873	0.0698304716928759	0.116762134462561	0.0182857542746676	0.0368490835954687	0.0269520591262617	0.0320142923224768	0.027279275284717	0.0118093178681443	0.00578005773663404	0.00351803856623759	0.00827990052620399	0.0143679029358436	0.00530240849997045	0.0182126276356507	0.0230926193774834	0.00546348195682797	0.0107502985789688	0.012101804622441	0.0596516218296756	0.123418323744473	0.0472002532918812	0.0123390556134257	0.0239851313172939	0.0342912176295975	0.0166044284647449	0	0.00606032661492571	0.00771035998882573	0.0093473331883908	0.0208300213977876	0.0182174118539416	0.0246795135266933	0.0094963520942921	0.00443068093822665	0.00919680276392853	0.00907691260168578	0.00946853660103304	0.014969687302788	0.0225386377981361
OM5_H_6A_2	0.0426293993394627	0.0252124434050529	0.00751221228737558	0.00601363645845871	0.0312799627818046	0.0015394298425341	0.010794946074697	0.0129702481294669	0.0133700710054563	0.00586648483398948	0.0732107805689711	0.119777007522909	0.0125488737500238	0.0410574841174517	0.0310323243185603	0.0343576016057263	0.0214757454382388	0.00769909883458169	0.0118256209461513	0.00887379275491511	0.00878862108203543	0.0180660589018477	0.00756059134696233	0.020251663839558	0.0249279678922957	0.00855416639837186	0.0141705399507754	0.0155092310119099	0.0633727607118338	0.126110028991426	0.0507023363333208	0.0142848119896558	0.0277189354961554	0.037196020171854	0.0187412926468102	0.00606032661492571	0	0.00302743632387319	0.0113027060769925	0.0159090555510625	0.0128895848671822	0.0276202286556813	0.0131029362461457	0.00926483940725276	0.00948156054822772	0.0119680440814437	0.00451058019211975	0.0187882376287333	0.0260856515022224
OM5_H_6A_3	0.0415537359370512	0.0252169885425334	0.00612721350147136	0.00557562819255999	0.0296989013497515	0.00150873861949958	0.00865080398938145	0.0146638325929417	0.0120836898338697	0.00882263530553827	0.0716403587053281	0.117990104707348	0.0129675627837457	0.0400638556423603	0.03004542729128	0.0324608201060256	0.0215408686567236	0.00469964267417829	0.0133662455985202	0.0110075032257446	0.00707502962736937	0.0171306411663136	0.00698909264503106	0.0184373390508879	0.0229330370501862	0.00815637839309804	0.0132794428952086	0.0145320098820069	0.0620030070756918	0.124178075241516	0.049253662644353	0.0126685670087913	0.0265739641733579	0.0355254898560213	0.0170134839908077	0.00771035998882573	0.00302743632387319	0	0.00992891867540964	0.0171797846164305	0.0138702637241875	0.0260665620537353	0.012387652469193	0.00965208865310859	0.00756156030493137	0.0109808864275089	0.00176574930016662	0.0178940038604262	0.0248640516300657
OM5_H_6B_3	0.0316308498599178	0.0165361993919307	0.00384530651115856	0.00552198788836253	0.0199805539016726	0.0103651683092898	0.0033094499758348	0.0242442762857384	0.00215827972110121	0.0143101948546085	0.0619369773756326	0.108557121527059	0.0228756216384667	0.0301504489493953	0.0201407673499136	0.0231755745181792	0.0312596596880228	0.0102635665706513	0.0113146717793991	0.0120633966437204	0.00296271950082827	0.00733864064144169	0.00418399394596176	0.00910175157665834	0.0139280229814547	0.00391382216132356	0.00375521879182476	0.00478128192710158	0.0521587885745358	0.114959830343749	0.0394437632347609	0.00308165449548428	0.0166469606750348	0.0259032727143805	0.00753189749461924	0.0093473331883908	0.0113027060769925	0.00992891867540964	0	0.0270098295824904	0.0237711481608158	0.0163204108894199	0.00344501827099224	0.00602827059871476	0.00293871629571564	0.00175716724031624	0.0107060306886851	0.00812242654589909	0.0149403998025518
OM5_H_6C_2	0.0585081922948176	0.0407061045748095	0.0231656581943014	0.0219156003629171	0.0468677987700922	0.0166548206784678	0.0257594968598654	0.00365510333108242	0.0291374551382498	0.0165040238455646	0.0887705030823236	0.134955269077002	0.00571269154360099	0.0569484376358231	0.0469269245835348	0.0495375182549242	0.00917811883454742	0.0192652585717273	0.0257211047913676	0.0219216984928644	0.0242372341266261	0.0339618912977918	0.0234636631248343	0.0355939787358193	0.0399857138703762	0.0244578049845288	0.0300657382668277	0.0313933917527031	0.0791170621618428	0.140995085245736	0.0663977646611486	0.0298364955840937	0.043578395676985	0.0526838279248032	0.0341868694013766	0.0208300213977876	0.0159090555510625	0.0171797846164305	0.0270098295824904	0	0.00353032885586358	0.0432346591739418	0.0290094384713326	0.0248815264203002	0.0247381778686206	0.0278363954849879	0.0169146682121129	0.034689263130862	0.0419152956736023
OM5_H_6C_3	0.0553528974275024	0.0379852087877188	0.0199354370469016	0.0188353815469411	0.0435371154927304	0.0134759217662852	0.0223731150431941	0.00359938553217967	0.0259151355727448	0.0144085982851074	0.0854224678333886	0.131540354212177	0.00257017385422588	0.0538265487391548	0.0438011342687153	0.0461148469414409	0.00968154756998703	0.01575129271088	0.0234320893114208	0.0197276136164394	0.0209444149088573	0.0308384883131678	0.0203796381200992	0.0322227133331508	0.03655804218155	0.0214221738007721	0.0269463334293168	0.0282529338422703	0.0758441653490271	0.1375444297192	0.0630976553825344	0.0265338810227028	0.0403930103903733	0.0493195900663291	0.0308416681153479	0.0182174118539416	0.0128895848671822	0.0138702637241875	0.0237711481608158	0.00353032885586358	0	0.0399170078523027	0.0259342036613448	0.0220583660425649	0.0214037458379708	0.0246864286065184	0.0134871848073919	0.0315802900047252	0.0387038324402307
OM5_H_6F_1	0.0163650076646743	0.0139876855674111	0.020141142572461	0.0217389344968709	0.00366380955933185	0.0266520050623772	0.017625580106868	0.0405505602563537	0.0142761232767843	0.0299832957139156	0.045642606193852	0.0923571912254286	0.0387910666933334	0.0152961989071389	0.00697476317215173	0.00776966389618106	0.0466654709093055	0.025009455417826	0.0236085917713972	0.0262492043946222	0.0190081994407894	0.0104705733186049	0.0202578971932336	0.00787362814754103	0.0054191413608522	0.0195332847598744	0.0139351591944048	0.0125795709783126	0.0359995667887776	0.0988994763588322	0.0232081390279289	0.0134075859884632	0.00408558321766567	0.00963657730170213	0.00910679363103752	0.0246795135266933	0.0276202286556813	0.0260665620537353	0.0163204108894199	0.0432346591739418	0.0399170078523027	0	0.0151849816409244	0.0203358099460956	0.0185201551877308	0.0158377802693657	0.0265189005274793	0.0100308577424873	0.00350865311872003
OM5_H_6F_2	0.0295520502502534	0.0132301847097136	0.00638493349376152	0.00710298852090463	0.018809960445762	0.0124841831824141	0.00674155724006521	0.0260006779169469	0.00254556663312076	0.0148050136511057	0.0604890239187383	0.107373833315811	0.0252964664265117	0.0279637081744051	0.017940171851194	0.022573853092335	0.0339216204172497	0.013479853197025	0.00954543817033325	0.0113459621872116	0.00606122900574262	0.0050062602288278	0.00555627392982034	0.00914058358476756	0.0139635528973248	0.00457103819770112	0.0012673030718348	0.00260570649788453	0.0504474218584986	0.113992247500344	0.0378741849038597	0.0042957222412143	0.014710818646781	0.02480275486821	0.00756121315592379	0.0094963520942921	0.0131029362461457	0.012387652469193	0.00344501827099224	0.0290094384713326	0.0259342036613448	0.0151849816409244	0	0.00520038029487541	0.006286455181392	0.00170826982548137	0.0134574127447095	0.00569969202397942	0.01316221178409
OM5_H_6F_3	0.0341369364101452	0.0159539521624859	0.00547265229707101	0.00425132006303829	0.0239357575344208	0.00916472251130765	0.00846752544525924	0.0216474879650599	0.00696761442351617	0.00974620261190283	0.0654103592275224	0.112372235318445	0.0218122908397372	0.0324628963572487	0.0225385297183239	0.0277707796526891	0.030716609335066	0.0124717773144329	0.00541364529653735	0.00623242346579724	0.00636850229726804	0.0099594428524078	0.00344036145340799	0.0142174381111863	0.0190830105939071	0.00256262641131572	0.00646766088318813	0.00778257563194861	0.0552317203726006	0.11906153074406	0.0427742971770186	0.00865484276714048	0.0195558846454315	0.0299251798861029	0.0126132366977025	0.00443068093822665	0.00926483940725276	0.00965208865310859	0.00602827059871476	0.0248815264203002	0.0220583660425649	0.0203358099460956	0.00520038029487541	0	0.00717342091680097	0.00517170628251536	0.0111807682870621	0.0105466113710809	0.0181190271012786
OM5_H_6G_1	0.034200380878658	0.0194628376530299	0.00235486535133209	0.00466382870374725	0.0221452513506233	0.00829526963973801	0.00151126552185288	0.0221742967616115	0.0049553330134342	0.0135092596658698	0.0640946940904982	0.110502035529867	0.0203348150723266	0.0327750496122343	0.0228115755495907	0.0249525165433497	0.0285414346847427	0.00733550345086588	0.0125662041681938	0.0124201710578739	0.000917180191464634	0.0101917603135135	0.00406264487975982	0.010885748411066	0.015468470503247	0.0046162974130496	0.00669386048976288	0.00768072365788211	0.0544885550251108	0.116753859760884	0.0417192387368447	0.00516024819450027	0.0192332625620486	0.0279677027662431	0.00945259284151727	0.00919680276392853	0.00948156054822772	0.00756156030493137	0.00293871629571564	0.0247381778686206	0.0214037458379708	0.0185201551877308	0.006286455181392	0.00717342091680097	0	0.00458127102651862	0.00806048934427251	0.0109795317276738	0.017478565603936
OM5_H_6G_2	0.0306956469895245	0.014905320942436	0.00487945553199425	0.00597138820229748	0.0194958120155439	0.0112123447018146	0.00506644929598713	0.024930231352402	0.00180235621339556	0.0142753397295943	0.0613529172887676	0.108120422384921	0.023939292372323	0.0291562446905627	0.0191232824845004	0.022992377284651	0.0324727955871689	0.0118134806424114	0.0101518261068669	0.0113940854633512	0.0043979635338637	0.00616123209482576	0.00444793157668487	0.0091451488504769	0.0140270579710484	0.0037128922128186	0.00230395721978892	0.00356801412933176	0.0514320124632565	0.114636459827007	0.0387845370340514	0.0035005884782543	0.0157556733215707	0.025470558729391	0.00753538634403581	0.00907691260168578	0.0119680440814437	0.0109808864275089	0.00175716724031624	0.0278363954849879	0.0246864286065184	0.0158377802693657	0.00170826982548137	0.00517170628251536	0.00458127102651862	0	0.0119458068367718	0.00691715606838314	0.0141218851096021
OM5_H_6G_3	0.0422509527990907	0.0264859232770297	0.00707794259973061	0.00698860331066436	0.0301158146419524	0.00312979639371871	0.00890909243814123	0.0147091231643928	0.0128565969280836	0.0103768765423332	0.071989779040192	0.118161880628258	0.0122843632959354	0.0408109486317646	0.0308254858471785	0.0326402165487698	0.0205582914185943	0.00331497879855758	0.0150943207993083	0.012772426204275	0.00775473026363285	0.0180221122410785	0.00827924333681672	0.0187618542013628	0.0230807554151832	0.00946806658508735	0.0142467063551426	0.0154343091684689	0.0624924794904386	0.124238966483786	0.0497087688394983	0.0132189645869948	0.0272791840578328	0.0358605826819119	0.0174170551745058	0.00946853660103304	0.00451058019211975	0.00176574930016662	0.0107060306886851	0.0169146682121129	0.0134871848073919	0.0265189005274793	0.0134574127447095	0.0111807682870621	0.00806048934427251	0.0119458068367718	0	0.0187992711983072	0.0255331282292531
OM5_H_6H_2	0.0238554165318348	0.00944329161208937	0.0117768442075337	0.0127777480017488	0.0135225537047065	0.0181100669864054	0.0107833903511258	0.0316981228332047	0.00602433171217196	0.0202906620817198	0.054892777440445	0.101881558140467	0.0308539563505431	0.0222776781954155	0.0122471216422475	0.0177228119450873	0.0393487416466679	0.0182915584961184	0.0135934419238164	0.0162625388213937	0.0110835706764933	0.000788105805427771	0.0112295408042667	0.00650065750101767	0.0103678781567333	0.0102705947685757	0.0046359657060272	0.00336753832553167	0.0447804843164273	0.108610194354581	0.032252512598383	0.00639204005184987	0.00904123973124569	0.0194829254565218	0.00556358181602023	0.014969687302788	0.0187882376287333	0.0178940038604262	0.00812242654589909	0.034689263130862	0.0315802900047252	0.0100308577424873	0.00569969202397942	0.0105466113710809	0.0109795317276738	0.00691715606838314	0.0187992711983072	0	0.00757380773197262
OM5_H_6H_3	0.0167260129618107	0.0104941428138242	0.0187748002872329	0.0200910986878889	0.00626081307630687	0.0252687903615171	0.0168337089909716	0.0390460650757538	0.0127942208743074	0.0278602488360458	0.0473490087945877	0.0943406357244132	0.0377797811087165	0.0153282620822983	0.00557818576863084	0.0110092615943796	0.0459795728493958	0.0244343416054404	0.0208554571979007	0.0237585379535125	0.017817143145987	0.00818147912523123	0.0185585086258188	0.0079395896526419	0.00763577179235044	0.0176929230835582	0.0119854142742619	0.0106195652468513	0.0373255469049686	0.101091301118487	0.0247175289729397	0.0123374834643954	0.00182375324064412	0.0120563096029508	0.0086416237323242	0.0225386377981361	0.0260856515022224	0.0248640516300657	0.0149403998025518	0.0419152956736023	0.0387038324402307	0.00350865311872003	0.01316221178409	0.0181190271012786	0.017478565603936	0.0141218851096021	0.0255331282292531	0.00757380773197262	0
