	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5B_1	0.0223661148166939	0.0740331323191252	0.0264760468617156	0.0239146313745212	0.0253395426497384	0.020862543387308	0.0102893010509618	0.0293058529753694	0.0145198352288902	0.0181558566172558	0.0237648134657286	0.0738309471144367	0.0675182080671305	0.074810379511461	0.0246187934572046	0.0144705691338952	0.0188473383276149	0.0195588989240605	0.0131597641483394	0.0294082163985496	0	0.0171837085459531	0.0232130077629872	0.022376130024963	0.0212239695631152	0.0353182027034117	0.0349441748380252	0.0295720502573519	0.023037847959515	0.0243251189071333	0.0263373892841022	0.0209059634777806	0.0267146645457679	0.0167611945793539	0.0279223380521043	0.0231248178721937	0.0139620344240518	0.0144044230681344	0.0299670890415222	0.0242828365816262	0.0229177881567882	0.0154702985009717	0.0232304561469541	0.0260709543597046	0.0187731465953287	0.022558005039783	0.0220259499680127	0.029997217789039	0.0624222535527861	0.0586653508919348	0.0148038061099731	0.0179173073709847	0.0313182393284225	0.0343286127244252	0.0179505339125244	0.0264150446966169	0.0115262204081775	0.0157434920384656	0.0218025027908267	0.0297861361673877	0.0189549874041237	0.0242607926949173	0.0168694503069339	0.0107544489061184	0.022403103481192	0.0217809129584086	0.0155057905257564	0.0138267487751872	0.0178939334877256
OM5_C_5B_2	0.0272030805543083	0.0741855002330493	0.024024004080871	0.0167615090000011	0.0132365089020551	0.0161824346417383	0.0095036117198724	0.0300671167530101	0.0110185110063028	0.017574096326351	0.0184409652453527	0.0807109319118807	0.0763255300076114	0.0827250918316987	0.0163796751805851	0.00881446335363071	0.0109476893956259	0.00624807760833676	0.029224348723545	0.024427449648768	0.0171837085459531	0	0.0186594511218859	0.0170757113433059	0.0179587983716255	0.0346759093835218	0.0430903954422693	0.0373338181682355	0.0370311525755583	0.0134659844920608	0.0289886882917569	0.0166808190885735	0.0161141110038516	0.00706976702979346	0.0210401984273756	0.0171795974416955	0.00763394339566132	0.00869461556148088	0.0213701216386894	0.0141809777901073	0.0140442159897352	0.00450052934461627	0.0138744612756967	0.0157058954303892	0.0111443968646052	0.0104409341542055	0.0102116717847262	0.0195117413405086	0.0611636678197556	0.0534395777331562	0.00973886807511073	0.0143573179386089	0.0310863581640026	0.034501859446244	0.0126906790025328	0.0197262633160447	0.00904549770780215	0.00748731211018885	0.0102613845062233	0.0177755882667194	0.011615280833341	0.0264717691096811	0.0179579183250738	0.00761775991547493	0.0155284633789653	0.0116567253391698	0.00550496236109984	0.0191880768212025	0.0114653348822001
OM5_C_5B_3	0.0131225086944004	0.0556398340612605	0.00549492062101304	0.00335274633220709	0.0117776720748315	0.00281375905832416	0.0149959904095269	0.0122204626633202	0.00962980343019838	0.00622133840619854	0.0018583961855789	0.0958493385748648	0.090234620417191	0.0972448601348657	0.00508653620509626	0.0123471937925356	0.00844222680271791	0.016688498472701	0.0345499266638608	0.00661999671933728	0.0232130077629872	0.0186594511218859	0	0.00271147285716031	0.0021565655222311	0.0160816278403528	0.0571358379153279	0.0515578098932859	0.0460432382480716	0.00904704826480845	0.0124173325888252	0.00241846725959073	0.00843664523547886	0.0124981386086087	0.00514402605207122	0.00247037743998053	0.0155847533272578	0.0114322178766932	0.00775552573044944	0.00749745593157123	0.00739839784328908	0.0146184050495241	0.00650250758218184	0.00854847480369106	0.00752203247305345	0.0124674563843342	0.0107535441486019	0.00962537117981191	0.0427014583659848	0.0362594736991656	0.0106287194961763	0.00578051069586844	0.0127013676591054	0.0160906570938176	0.00778602177211559	0.00377358744351375	0.023777492312965	0.0115696806204979	0.0136437489872566	0.0120876079674866	0.00714716533802745	0.0104272918181901	0.00751823747009449	0.0172132817117422	0.00438146089918272	0.0103680494300615	0.0165272692323405	0.0118203952697231	0.00999432490983035
OM5_C_5D_1	0.0143853151781584	0.0572264916533153	0.00728927586405919	0.00315068820468438	0.0115745115918139	0.00324573895375502	0.0141508220139391	0.0143172547949255	0.00849385364967871	0.00718190462010111	0.00397161968573087	0.0947242900137188	0.0891008604041198	0.0961355722957046	0.00380167190095168	0.0116893350365492	0.00787349655824028	0.0158912619308331	0.0342728095184192	0.00872543523017822	0.022376130024963	0.0170757113433059	0.00271147285716031	0	0.0033463451431329	0.0180263333415751	0.0560592934172049	0.050325116346534	0.0453733433606945	0.0087007630503979	0.0139228389911631	0.00236735486071577	0.00820914629315908	0.0115534900473526	0.0065769755878142	0.00368522885026873	0.0149514903787834	0.0103911246961587	0.00805759063688596	0.00695990924138953	0.00757868671669124	0.0129939679434661	0.00527698758719547	0.00863689871067205	0.00624513338148189	0.0120290348180147	0.00878074787543535	0.00921817191917387	0.0442611226706466	0.0377774513930425	0.0098319099016726	0.00569579373235046	0.0144164589445927	0.0181222751546346	0.00781565455186408	0.00508355659787172	0.0226281226304095	0.0100799616363043	0.013398072064009	0.0121409458747999	0.00617471420777249	0.012297836169098	0.00803312370770709	0.0162502984377772	0.00489110401672105	0.0102444100800149	0.0156542229456494	0.0119529922220231	0.0100042322412105
OM5_C_5D_2	0.0118221403316498	0.0565974387645006	0.00628680446111712	0.00478026170605046	0.0124291649047705	0.00209979675072186	0.0133639713278364	0.0122609273565382	0.00812993526828306	0.00419732166282398	0.00326710826917954	0.094115601373697	0.0883937472994179	0.095448044000382	0.0064848927913998	0.0110837520469615	0.00785242957697437	0.0162107318207887	0.0324341633579054	0.0083197350774163	0.0212239695631152	0.0179587983716255	0.0021565655222311	0.0033463451431329	0	0.0168006958753996	0.0553500973137327	0.0498125344251526	0.043994421232507	0.00978313503048298	0.0118467934703626	0.0015092443936977	0.00980440623911538	0.0116866331633353	0.00719725052586116	0.00349283702790535	0.0143685620409481	0.0101615557156383	0.00987166611965289	0.00842297084513936	0.00782120990703142	0.013745132205483	0.00730331445675332	0.00969386433221262	0.00695680947345274	0.0125794988838455	0.0110343540182889	0.0115150148097447	0.0438336563910256	0.0379241738548514	0.00930471324969489	0.0042178673128998	0.0131819637517316	0.0165761208098924	0.00671279210863278	0.00582588034224892	0.0223961436330891	0.0106189227365115	0.0135142169611704	0.0135176889423815	0.00656501002041612	0.00958575432187286	0.0053754576515448	0.0157590826475305	0.00482492548653336	0.0103746403309659	0.0155572242001771	0.00969097290594188	0.00909167054979725
OM5_C_5D_3	0.0142582821479786	0.0400168021268767	0.0107797490584228	0.018593890744652	0.0260521831501051	0.0185144831638515	0.0294786050959882	0.00627313631632064	0.0247086787298521	0.0185067884448473	0.016510593808782	0.108829249930416	0.102423587900994	0.109765805963816	0.0197632853297418	0.0274888404007599	0.024125581686126	0.0322143998735885	0.0440069329393839	0.0116057286377206	0.0353182027034117	0.0346759093835218	0.0160816278403528	0.0180263333415751	0.0168006958753996	0	0.0700740570999758	0.0648160470840222	0.0565129522135719	0.0237999633067815	0.00981868942359237	0.0180446396619188	0.0220702035596212	0.0282229715855562	0.0154904027812289	0.0178010982368506	0.0306005221980643	0.0268464487284371	0.0174290609999728	0.022423731275733	0.0222182225609135	0.0305250889971195	0.0219858930535307	0.0222938324170089	0.0235493074845373	0.0275398092811364	0.0264464039365711	0.0208743451341146	0.0275665480620411	0.0245945050335148	0.0258848145691398	0.0207318934738961	0.00443988029960561	0.0019442297859715	0.0227815667348327	0.0161400416071824	0.0387931006165626	0.0274113454597843	0.0285056940518833	0.024203760847823	0.0231052444242877	0.0113590029689247	0.0189783179582367	0.032105451989588	0.0196749093821008	0.0253260370297845	0.0319955279765095	0.021510208093824	0.0248276106656522
OM5_C_5E_1	0.0568732037764304	0.108386046186754	0.0610822322286416	0.0569726115982962	0.0549280753941582	0.0544921808154574	0.0422855259231369	0.0639682104236676	0.0476507400152881	0.0523935965414951	0.0573464061397526	0.038954884320524	0.0336264476364574	0.0402459055967546	0.0573133693908391	0.045766328698657	0.0506070681024868	0.0463244607686642	0.0289122030572093	0.0633666371242318	0.0349441748380252	0.0430903954422693	0.0571358379153279	0.0560592934172049	0.0553500973137327	0.0700740570999758	0	0.00663256005606616	0.0179683919429263	0.0551705707311083	0.0610920272720833	0.0547698959007828	0.0580866227196593	0.0469318507648613	0.0612302709312139	0.0564509855227848	0.0432998935844613	0.0462975336911387	0.0627727222242913	0.055809857944946	0.0545415179530475	0.0449227452902342	0.055235266662994	0.0573008538358949	0.0510288319903156	0.0517059927276106	0.0524473016289101	0.0617958126070511	0.0971475395188586	0.0930614827743333	0.0470097218309799	0.051491042733057	0.0661840348796235	0.0690099313640362	0.0504813885210324	0.0597553599903017	0.0347911526895345	0.046988797406737	0.0503923278563869	0.0600310540930155	0.0512952016543053	0.0588877022374974	0.0514715323397768	0.0405466794223869	0.055185297484185	0.0521378791685841	0.0434179207954225	0.0486811066211614	0.0493518090823497
OM5_C_5E_2	0.0517718910975257	0.10329579920408	0.0555632936304631	0.0513258510260441	0.0495380262989829	0.0489472330139599	0.0368095102629091	0.058805689061002	0.0420030455044739	0.0470654201881993	0.0518462392118811	0.0446957584206629	0.0391476229932058	0.0459974241289614	0.0515449413857502	0.0403487808819179	0.045110112339335	0.0410102208366833	0.0253431041753925	0.0579167854334814	0.0295720502573519	0.0373338181682355	0.0515578098932859	0.050325116346534	0.0498125344251526	0.0648160470840222	0.00663256005606616	0	0.0159177971469903	0.0496546023047391	0.0558561309920177	0.0491647049812486	0.0524929752834265	0.0414190095937535	0.0556856838866249	0.0509259584424774	0.0380076485710742	0.0407114231549952	0.0570723544757299	0.050205054074944	0.0491143937832583	0.039119268318762	0.0495193094498084	0.0518091727109486	0.0453621874131262	0.0463378422431159	0.0465559860538045	0.0560403680256992	0.091871436737181	0.0876339618504971	0.0414948434468504	0.0460013987082977	0.0608150080292945	0.063839652497212	0.0451019283681085	0.0541843452429342	0.0293008693486848	0.0412537525113108	0.045165796650798	0.0545541980673576	0.0456866737011304	0.0537578704887118	0.0461010930960868	0.0350697711006379	0.0496928306034633	0.0467929001550005	0.0380421005722767	0.043383295524424	0.0440703578171217
OM5_C_5E_3	0.0425386926935959	0.0931623655393884	0.0489012334207757	0.0468171827548687	0.0470437280366707	0.0436889609466864	0.0324966538364721	0.0503254033699888	0.0374243481866076	0.0405280329635603	0.0464980813272362	0.0541853108662189	0.0466724214949017	0.054298037758595	0.0475742821085795	0.0364669173483439	0.0412512235194015	0.0396616491458441	0.0129181360831807	0.0519489789805154	0.023037847959515	0.0370311525755583	0.0460432382480716	0.0453733433606945	0.043994421232507	0.0565129522135719	0.0179683919429263	0.0159177971469903	0	0.0465850160224012	0.0470653342815304	0.0438024665642286	0.0492537830590318	0.0385313396208749	0.0506966115630963	0.045896928988743	0.0348298635263784	0.0368680672028055	0.0528895290328513	0.0468440465881517	0.0452444049623427	0.0370900506064758	0.0460076441746018	0.0484368608604627	0.0415213820702208	0.0439701387097562	0.0443800073653033	0.0528133686136872	0.0827592067147466	0.0806098944534985	0.0372939068929888	0.0406806388908566	0.0527614672905671	0.0552004704849416	0.0403524209007947	0.0492348032841213	0.0283980260047723	0.0381384291037011	0.0427378848268684	0.0519216109919296	0.0416677258937277	0.0452246771389509	0.0392284959325751	0.031866693624994	0.0450702123563337	0.043569042344607	0.0359171325954727	0.0356039145319017	0.0398114697533147
OM5_C_5F_1	0.0213807589279465	0.0624997195442325	0.0141186499376972	0.00609096669256729	0.00289404044862566	0.00782858658992241	0.0141758278639019	0.0205036734857096	0.0104434765014292	0.0116827438212416	0.0078613218415163	0.0932250005973968	0.0886225107026238	0.095123207357777	0.00617444795216676	0.0101408275510347	0.00556732804453332	0.00998752179363224	0.036175954875245	0.0123904784290961	0.0243251189071333	0.0134659844920608	0.00904704826480845	0.0087007630503979	0.00978313503048298	0.0237999633067815	0.0551705707311083	0.0496546023047391	0.0465850160224012	0	0.0212645748246443	0.00872773473554063	0.00314994464393309	0.00830286396930591	0.00866630358373792	0.00674364912678664	0.0121975377004049	0.00996049822493794	0.00903578727722509	0.00194040892625394	0.00267332662909537	0.0111127033390213	0.00393715612236039	0.00224675834530424	0.00621263479709584	0.00449136310439395	0.00639522938939153	0.00761758028404578	0.0492001762888836	0.0404300037963257	0.0095475619758486	0.00873540461637362	0.0211381971684678	0.0240043031294631	0.00737639566511687	0.00785977908863887	0.0204427012073548	0.00924837653840474	0.00634810143298936	0.00546946466872733	0.0059151722974194	0.0187110003415289	0.0133857549058377	0.0149553279939054	0.00510727583661514	0.00375142154860509	0.0118781898935318	0.0173199901192144	0.00740086231888327
OM5_C_5F_2	0.00466892109241466	0.0478410346547789	0.00825622179187766	0.0157370748514635	0.0237900435417876	0.0139082080203749	0.022204777240563	0.00466219419352333	0.0180918231165682	0.0119923938009518	0.0134811981097717	0.0998203834357639	0.0930800940915854	0.100572665227105	0.0171558388936746	0.021352198300914	0.0193585190576331	0.027532141529569	0.0346926507873711	0.0124653123691774	0.0263373892841022	0.0289886882917569	0.0124173325888252	0.0139228389911631	0.0118467934703626	0.00981868942359237	0.0610920272720833	0.0558561309920177	0.0470653342815304	0.0212645748246443	0	0.0132213249188122	0.0206139113068404	0.0228285238440854	0.015089946996426	0.014534521985171	0.024417504752356	0.0205677797455425	0.0178438076780723	0.0198702304698829	0.0191747035985045	0.0245604432621732	0.0188474156276659	0.0206101265481218	0.0185743729806158	0.0241542043228541	0.0225476410321338	0.0208253434121897	0.0361807702752455	0.0343042173814773	0.0196834362315124	0.0149715120297207	0.00617636630284947	0.00863884962217231	0.0175285255140387	0.0147524391617606	0.0315513814215197	0.0215172230256615	0.0248163583372802	0.0238559122764812	0.0182225422589994	0.0038430064318217	0.0114941918019035	0.0250768831267614	0.0162406259364534	0.0217807693890673	0.0261940062999956	0.0126501237942332	0.0197695417639425
OM5_C_5F_3	0.0131233628805581	0.0577145570023034	0.00737685117202944	0.00389812474715948	0.0114415394450629	0.00128710926937657	0.0126821105890743	0.0136943614754265	0.00724172655399295	0.00488607936636343	0.00338398824835568	0.0934921662788977	0.0878623664197377	0.0948810242559395	0.0053884433848739	0.0102526380986691	0.00679086897743127	0.0151162473396422	0.0324753995232557	0.00901542401512319	0.0209059634777806	0.0166808190885735	0.00241846725959073	0.00236735486071577	0.0015092443936977	0.0180446396619188	0.0547698959007828	0.0491647049812486	0.0438024665642286	0.00872773473554063	0.0132213249188122	0	0.00887362644388566	0.0105911852262965	0.00723462987370241	0.00307463946913622	0.0135529674461375	0.00918904291955555	0.00949866887517181	0.00731070439705596	0.00697022207022674	0.0124951261456611	0.00598971302511147	0.00884402351482197	0.0056269294480662	0.0115188401025159	0.00953915857212833	0.0107384781657241	0.0448716685316827	0.0386582194046421	0.0084279538211962	0.00366181777246992	0.0144277228634009	0.0179065820779169	0.00605835232821787	0.00572085078832849	0.0215069901180245	0.00940203432236477	0.0125707928423033	0.012710044313285	0.00531853959165336	0.0110630741991084	0.00599725579350922	0.0149437037889911	0.00407587325276299	0.00944432220125527	0.014564393527825	0.010180989802936	0.00840932105879905
OM5_C_5G_1	0.0214110054980648	0.0601102334950643	0.0128480956301602	0.00525547152948286	0.00511585960831828	0.00823010353518603	0.0167752492065739	0.0194879045205848	0.0123911670723527	0.0126267196318036	0.00728758534476825	0.0961844038044106	0.0914894262371034	0.098050346961074	0.00489345758967864	0.0128927223461795	0.00805206916951087	0.013041396743816	0.038664139871685	0.0105058336663171	0.0267146645457679	0.0161141110038516	0.00843664523547886	0.00820914629315908	0.00980440623911538	0.0220702035596212	0.0580866227196593	0.0524929752834265	0.0492537830590318	0.00314994464393309	0.0206139113068404	0.00887362644388566	0	0.0112030515346898	0.00658585625864044	0.00647280199575183	0.0151979410503266	0.0124438583451863	0.00611945152116476	0.00243902072312475	0.004607074252284	0.0136177343250726	0.00407618213963008	0.0017099478257781	0.00804251244408727	0.0075290127803378	0.00751993671350294	0.00455173396612798	0.0467110690077845	0.0376383155838252	0.0119987036198287	0.0100864309437852	0.0196433464109317	0.0224989849925485	0.00951122746875337	0.00613737758687384	0.0233747356220022	0.0116072274077534	0.00940756462356112	0.00398303692597878	0.00780458912554156	0.0184277346744433	0.0143345456201685	0.0177783642360661	0.0056585500202484	0.00680513946591566	0.0149311114878116	0.018530055814602	0.0100753016829119
OM5_C_5G_2	0.0212370980496096	0.0679899214466471	0.0178475977111294	0.010984888729096	0.00876182440620223	0.00983132492491509	0.00655491998677476	0.0234889675637745	0.00585739768479196	0.0110613336996891	0.0120520980414342	0.0851619246967923	0.0803955557292668	0.086966529675119	0.0113377072610656	0.00297712422170433	0.00422848367109115	0.00514079278885252	0.0287329577333087	0.0181332190962677	0.0167611945793539	0.00706976702979346	0.0124981386086087	0.0115534900473526	0.0116866331633353	0.0282229715855562	0.0469318507648613	0.0414190095937535	0.0385313396208749	0.00830286396930591	0.0228285238440854	0.0105911852262965	0.0112030515346898	0	0.0150822112687404	0.0108481241315696	0.00433673782384877	0.00335885607098202	0.0162611004868774	0.00894346737962407	0.00783475827551586	0.00425630464554431	0.00880942023925419	0.0104114410071445	0.00533587629002995	0.00591610716850104	0.00760016880098864	0.0152024065821871	0.0550533224816421	0.0476688257735622	0.00370417173441728	0.00788013746397851	0.0248253181980752	0.0279556076811879	0.00572006350748684	0.0137503749918011	0.0122868317803895	0.00329907933595538	0.00573245641809026	0.0135211206198993	0.00542797953158025	0.0199989933072892	0.0118965718398401	0.00670716346159474	0.00910475673923426	0.00572022318286274	0.00416500633639618	0.0140680566704354	0.0044398038199588
OM5_C_5G_3	0.0168744043127305	0.0538955203403852	0.00702702182734078	0.00461720362020022	0.010963919539025	0.00706733731408635	0.018986343397416	0.0133548141615865	0.0138441318965731	0.010765703810425	0.00424754419456901	0.0997665623066445	0.0944986709521322	0.101339436795858	0.00560749507083959	0.0156444223323947	0.0109589202878946	0.0181901468538756	0.0392264997768142	0.00396638270755867	0.0279223380521043	0.0210401984273756	0.00514402605207122	0.0065769755878142	0.00719725052586116	0.0154904027812289	0.0612302709312139	0.0556856838866249	0.0506966115630963	0.00866630358373792	0.015089946996426	0.00723462987370241	0.00658585625864044	0.0150822112687404	0	0.00484269782471425	0.0185727048000148	0.0150263740949324	0.00367949142627268	0.00728007362258049	0.00787910301634083	0.0175964788682954	0.00739089647471065	0.0069993196550736	0.0105463429192303	0.0129015524997266	0.0121274501854372	0.00639355636939691	0.0406178973505142	0.032635004738893	0.0142506392961251	0.0100424117768996	0.013239652287166	0.0159768930783883	0.0109510895422146	0.00157522898316443	0.0271603427556613	0.0148329551744738	0.0143433280542311	0.0091333887176675	0.0101254004774031	0.0133526194438792	0.0124000297348312	0.0208160272883096	0.00614692333812531	0.0111575517513942	0.0191004820773239	0.0168040903960537	0.0125361403379095
OM5_C_5H_1	0.0149636767725343	0.0572886049214945	0.0076206501018201	0.00213839420738266	0.00938569672190298	0.00240131789522641	0.0141836723245957	0.0140117317845863	0.00909571837909892	0.00661907669081503	0.00129840302558189	0.0950532863522325	0.0897099270035083	0.0965797961491527	0.00434027724252998	0.0110169090441237	0.00664938855166247	0.0146570346117535	0.034552571315744	0.00736361686327106	0.0231248178721937	0.0171795974416955	0.00247037743998053	0.00368522885026873	0.00349283702790535	0.0178010982368506	0.0564509855227848	0.0509259584424774	0.045896928988743	0.00674364912678664	0.014534521985171	0.00307463946913622	0.00647280199575183	0.0108481241315696	0.00484269782471425	0	0.0140977250421251	0.0103546873876932	0.00738480691044931	0.00538732802249158	0.0049664976168928	0.013409651656474	0.00488917518464883	0.0062979882409418	0.00621478271921531	0.0101507014715645	0.00945280873001184	0.00863850732701064	0.0442517156326062	0.0371377625495405	0.00952109767999306	0.00522616698404051	0.0147290559162403	0.0178268919337727	0.00630784545595714	0.00339056574464375	0.0226060555352944	0.010449289584115	0.0113354561456907	0.0100594401908477	0.00569117378948637	0.0121644434261311	0.00832136495544895	0.0161331849733329	0.00201941664902605	0.00803426604803409	0.0148752009313871	0.0127251770810489	0.00821646038750911
OM5_C_5H_2	0.0220892289847071	0.0705369075418459	0.0205938022489664	0.0146613051479479	0.012250015000279	0.0127823268713477	0.0045621952661347	0.0253654416122453	0.00764174490868563	0.0125116985147991	0.015161650598224	0.0815736425387304	0.0768256947912982	0.0833544549850386	0.0153229463560708	0.00333546244687085	0.00771880246612356	0.0060500930571827	0.0251512067641933	0.0212242710044336	0.0139620344240518	0.00763394339566132	0.0155847533272578	0.0149514903787834	0.0143685620409481	0.0306005221980643	0.0432998935844613	0.0380076485710742	0.0348298635263784	0.0121975377004049	0.024417504752356	0.0135529674461375	0.0151979410503266	0.00433673782384877	0.0185727048000148	0.0140977250421251	0	0.00502566904439049	0.0201818171446612	0.0129758817547741	0.0113231942844835	0.00611822007335345	0.0129269315329563	0.0141915800231977	0.00905189939393704	0.00915837697741844	0.0118406511463129	0.0193577213104039	0.0578316062160914	0.0509407816727779	0.00532965569254793	0.0101868994456569	0.0271872429681996	0.0300937632956654	0.00799514133444285	0.017248072506993	0.00912328993219659	0.00628524955330062	0.00803034954800906	0.0172777335687203	0.00901589755523811	0.0213550430837212	0.0130327921122677	0.00369336759064393	0.0124404243487532	0.00895573300659442	0.00253281551020758	0.0141084883391994	0.00631117233160917
OM5_C_5H_3	0.0186266472256356	0.0667073830227367	0.0164401735899408	0.0107204348021773	0.0111669624012825	0.00868758344889918	0.00441775095190564	0.0217800733538866	0.00281083908592126	0.00897992500212872	0.0114152737619647	0.0848419376683368	0.0796385803237957	0.0864342786126371	0.0112575183724791	0.00214573384556397	0.00468533342930866	0.00833712962070332	0.0266622681835818	0.0176344811105101	0.0144044230681344	0.00869461556148088	0.0114322178766932	0.0103911246961587	0.0101615557156383	0.0268464487284371	0.0462975336911387	0.0407114231549952	0.0368680672028055	0.00996049822493794	0.0205677797455425	0.00918904291955555	0.0124438583451863	0.00335885607098202	0.0150263740949324	0.0103546873876932	0.00502566904439049	0	0.0165605119428724	0.0100155820377668	0.00889034441672605	0.00465284152778771	0.00925341700471572	0.0118139959168163	0.00483425392460381	0.00875517975247731	0.00852925663184785	0.0160500017334562	0.053972326450219	0.0474720553850673	0.00122457221589231	0.0061313710568991	0.0231733345623887	0.0264512075074102	0.00502007339807797	0.0135491617509704	0.0123533371363629	0.00237411392772975	0.00872901954597399	0.0154185570341129	0.00501291147762758	0.017896701172855	0.00932219069229441	0.00591637900939484	0.00903509555252955	0.00782967695308739	0.00605538934027957	0.0109762388694879	0.00494235158356078
OM5_C_6A_1	0.0198968601263117	0.0544384374284372	0.00959106226702129	0.00608785536567057	0.0111591497885903	0.00948379643680868	0.0208019995658717	0.0162050665415616	0.0155490619329229	0.0137582227575605	0.00722447971533015	0.101149077518503	0.0960235228439993	0.102818253277487	0.00565349421500783	0.0173731499398472	0.0124977597257955	0.0189229124712193	0.0417913934237971	0.006623275305692	0.0299670890415222	0.0213701216386894	0.00775552573044944	0.00805759063688596	0.00987166611965289	0.0174290609999728	0.0627727222242913	0.0570723544757299	0.0528895290328513	0.00903578727722509	0.0178438076780723	0.00949866887517181	0.00611945152116476	0.0162611004868774	0.00367949142627268	0.00738480691044931	0.0201818171446612	0.0165605119428724	0	0.00758141135402841	0.00932498125820296	0.0182781487927822	0.0076606983519829	0.00728220524620908	0.0117707987976936	0.0135225888362785	0.0116545631280252	0.00344663303612204	0.0409824501355981	0.0321734397155037	0.0159974701138697	0.0124014780076705	0.0153764023363915	0.0182343945117172	0.0131587185520222	0.00436319828001963	0.028391873559581	0.0158528930348621	0.0152980008390673	0.00807798804011641	0.0115610227461185	0.0165675689245635	0.015235885907219	0.0223666157473778	0.00828129142795455	0.0123454199707048	0.0202907544133539	0.0195347789713515	0.0145493790817232
OM5_C_6A_2	0.0201879360446565	0.0611348541403966	0.0125506852353201	0.00433869640701092	0.00479173196356986	0.00658447023716636	0.0143614408870423	0.0192198322970375	0.00998751402757855	0.0108653740788984	0.00650267556787759	0.0940101308131509	0.0892036816923163	0.0958189350648578	0.00423449328784258	0.0105424404901172	0.00569475055434398	0.0113628777007692	0.0362980852492606	0.0110806602258976	0.0242828365816262	0.0141809777901073	0.00749745593157123	0.00695990924138953	0.00842297084513936	0.022423731275733	0.055809857944946	0.050205054074944	0.0468440465881517	0.00194040892625394	0.0198702304698829	0.00731070439705596	0.00243902072312475	0.00894346737962407	0.00728007362258049	0.00538732802249158	0.0129758817547741	0.0100155820377668	0.00758141135402841	0	0.0029508168488533	0.0113805036779236	0.00222162398983788	0.00241203826320202	0.00562738985717465	0.00619371543965762	0.00589871792082169	0.00643991387864587	0.0478425879128349	0.0393582879903697	0.00958463865402897	0.00798485955045308	0.0196335142925223	0.0226765028788708	0.00731265843475567	0.00633475028099594	0.021157608944685	0.00922102788053426	0.00802987016637604	0.00600610972106181	0.00539663604701042	0.0175387612383196	0.0124792443344847	0.0154283307259913	0.0040961139283999	0.00514388954489029	0.0128256209001424	0.0165130876834896	0.00794743051646724
OM5_C_6A_3	0.0190648110782391	0.0614128405459558	0.0125078664619432	0.00515510541966434	0.00471620098176127	0.00586210839551512	0.0129336719915491	0.0184806393929649	0.00907465771311356	0.00927091776039603	0.00607224765831831	0.0928053575504741	0.0880018582039467	0.0945897984193824	0.00615710644524343	0.00893012506596301	0.0042052597265593	0.010401816402084	0.0344386667477283	0.0111679871709079	0.0229177881567882	0.0140442159897352	0.00739839784328908	0.00757868671669124	0.00782120990703142	0.0222182225609135	0.0545415179530475	0.0491143937832583	0.0452444049623427	0.00267332662909537	0.0191747035985045	0.00697022207022674	0.004607074252284	0.00783475827551586	0.00787910301634083	0.0049664976168928	0.0113231942844835	0.00889034441672605	0.00932498125820296	0.0029508168488533	0	0.0111466400996164	0.00425218912691179	0.00338997328229415	0.00528025873969707	0.00533676669882085	0.00765617085802536	0.00887849229209303	0.0482563505903292	0.0400994350833953	0.00819437149894091	0.00662330662667378	0.0194727623833066	0.0222475815316195	0.00523666853639965	0.00689660008829701	0.0200558587448447	0.00877771943610139	0.00657498655912787	0.00733735611462307	0.00466359310583482	0.0164021577344235	0.0111074412201541	0.0141029512908035	0.00305715090879809	0.00330210484135845	0.0115633745099348	0.0151306154076212	0.0056216862186015
