	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	NA	0.019655286382983	0.0159880502048857	0.0196502134396018	0.0246730768746574	0.0998787134240517	0.0377503943615658	0.0106484829702484	0.0466113615660991	0.0194886661375246	0.010107372038087	0.018237492778588	0.0151673443679208	0.0120608544173037	0.0418723762886423	0.0207577513672001	0.014699322753504	0.0252169885425334	0.0165361993919307	0.0379852087877188	0.0132301847097136	0.014905320942436	0.0104941428138242
OM5_C_4A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_4D	0.019655286382983	NA	0	0.025401639909365	0.006175039298502	0.00894653418930357	0.113987146279367	0.0182668437713769	0.025022655779206	0.027014721532713	0.00797486325552915	0.0120531868638055	0.00154846936203452	0.0146212121039146	0.00949811020432128	0.0573955007624872	0.0313538840236152	0.0130535213226461	0.00557562819255999	0.00552198788836253	0.0188353815469411	0.00710298852090463	0.00597138820229748	0.0200910986878889
OM5_C_4E	0.0159880502048857	NA	0.025401639909365	0	0.021212028094612	0.0336103756478584	0.0887094024458903	0.0423751636899296	0.00662411114386244	0.0501560245762072	0.0297801186122062	0.0140164979773374	0.0239192957555204	0.0113883222945129	0.0162056251863914	0.0324254170414427	0.00599424210020852	0.0127052614918657	0.0296989013497515	0.0199805539016726	0.0435371154927304	0.018809960445762	0.0194958120155439	0.00626081307630687
OM5_C_4F	0.0196502134396018	NA	0.006175039298502	0.021212028094612	0	0.0149992495264817	0.109398374491155	0.0211733047252024	0.0222687498225948	0.0291689444643779	0.0138937222721788	0.0100005776120891	0.00551705472207864	0.009855239097181	0.00764074587615388	0.0536087072248999	0.0269607703762337	0.00851939517371449	0.00865080398938145	0.0033094499758348	0.0223731150431941	0.00674155724006521	0.00506644929598713	0.0168337089909716
OM5_C_4H	0.0246730768746574	NA	0.00894653418930357	0.0336103756478584	0.0149992495264817	0	0.122051821542605	0.015097212957709	0.0322151047995517	0.0239574231440694	0.00542241176887163	0.0196917267046993	0.0101285634815512	0.0233451732706427	0.0174097354366285	0.0649269188254729	0.0396006673599582	0.0217459881750702	0.00882263530553827	0.0143101948546085	0.0144085982851074	0.0148050136511057	0.0142753397295943	0.0278602488360458
OM5_C_5A	0.0998787134240517	NA	0.113987146279367	0.0887094024458903	0.109398374491155	0.122051821542605	0	0.130079449005198	0.0903643295704662	0.13683325856907	0.117842329665935	0.102472480784813	0.112520197452672	0.0996742650228305	0.104795016339442	0.0581696126533699	0.0827660306946031	0.101147191640417	0.117990104707348	0.108557121527059	0.131540354212177	0.107373833315811	0.108120422384921	0.0943406357244132
OM5_C_5B	0.0377503943615658	NA	0.0182668437713769	0.0423751636899296	0.0211733047252024	0.015097212957709	0.130079449005198	0	0.0430022886195621	0.00899921353488876	0.0202067420529782	0.0300933390270817	0.0197837812570789	0.0310056325886951	0.0274955376694437	0.0747454211124965	0.0480736058505363	0.0296891406166888	0.0129675627837457	0.0228756216384667	0.00257017385422588	0.0252964664265117	0.023939292372323	0.0377797811087165
OM5_C_5D	0.0106484829702484	NA	0.025022655779206	0.00662411114386244	0.0222687498225948	0.0322151047995517	0.0903643295704662	0.0430022886195621	0	0.0513394675997226	0.0276745553813547	0.0129750754460538	0.0234749121421404	0.0134983368757851	0.0155562504038382	0.0327546253693822	0.0102233467914839	0.0142119462377176	0.03004542729128	0.0201407673499136	0.0438011342687153	0.017940171851194	0.0191232824845004	0.00557818576863084
OM5_C_5E	0.0466113615660991	NA	0.027014721532713	0.0501560245762072	0.0291689444643779	0.0239574231440694	0.13683325856907	0.00899921353488876	0.0513394675997226	0	0.0291610708002747	0.0385734103567026	0.0284952635908993	0.0388015197123543	0.0359838221744661	0.0824856024876272	0.0556503264210985	0.03761479732115	0.0215408686567236	0.0312596596880228	0.00968154756998703	0.0339216204172497	0.0324727955871689	0.0459795728493958
OM5_C_5F	0.0194886661375246	NA	0.00797486325552915	0.0297801186122062	0.0138937222721788	0.00542241176887163	0.117842329665935	0.0202067420529782	0.0276745553813547	0.0291610708002747	0	0.0157814487189368	0.00837960869619576	0.0204372542953865	0.0138568784712547	0.0603762784049525	0.0357383906311583	0.0188365068851789	0.0110075032257446	0.0120633966437204	0.0197276136164394	0.0113459621872116	0.0113940854633512	0.0237585379535125
OM5_C_5G	0.010107372038087	NA	0.0120531868638055	0.0140164979773374	0.0100005776120891	0.0196917267046993	0.102472480784813	0.0300933390270817	0.0129750754460538	0.0385734103567026	0.0157814487189368	0	0.0105061394627682	0.00628029544839491	0.00259890186383063	0.0454475657130105	0.0199959264088575	0.00518793524798549	0.0171306411663136	0.00733864064144169	0.0308384883131678	0.0050062602288278	0.00616123209482576	0.00818147912523123
OM5_C_5H	0.018237492778588	NA	0.00154846936203452	0.0239192957555204	0.00551705472207864	0.0101285634815512	0.112520197452672	0.0197837812570789	0.0234749121421404	0.0284952635908993	0.00837960869619576	0.0105061394627682	0	0.0132624208978091	0.00795608698500169	0.0558666864870647	0.029882545096135	0.0116768765750199	0.00698909264503106	0.00418399394596176	0.0203796381200992	0.00555627392982034	0.00444793157668487	0.0185585086258188
OM5_C_6A	0.0151673443679208	NA	0.0146212121039146	0.0113883222945129	0.009855239097181	0.0233451732706427	0.0996742650228305	0.0310056325886951	0.0134983368757851	0.0388015197123543	0.0204372542953865	0.00628029544839491	0.0132624208978091	0	0.00686941182432205	0.0438066251694147	0.0171088736094315	0.00160991914478751	0.0184373390508879	0.00910175157665834	0.0322227133331508	0.00914058358476756	0.0091451488504769	0.0079395896526419
OM5_C_6B	0.0120608544173037	NA	0.00949811020432128	0.0162056251863914	0.00764074587615388	0.0174097354366285	0.104795016339442	0.0274955376694437	0.0155562504038382	0.0359838221744661	0.0138568784712547	0.00259890186383063	0.00795608698500169	0.00686941182432205	0	0.0479330986568724	0.0221985659405147	0.00537746179871646	0.0145320098820069	0.00478128192710158	0.0282529338422703	0.00260570649788453	0.00356801412933176	0.0106195652468513
OM5_C_6D	0.0418723762886423	NA	0.0573955007624872	0.0324254170414427	0.0536087072248999	0.0649269188254729	0.0581696126533699	0.0747454211124965	0.0327546253693822	0.0824856024876272	0.0603762784049525	0.0454475657130105	0.0558666864870647	0.0438066251694147	0.0479330986568724	0	0.0269224044124451	0.0450990838946914	0.0620030070756918	0.0521587885745358	0.0758441653490271	0.0504474218584986	0.0514320124632565	0.0373255469049686
OM5_C_6F	0.0207577513672001	NA	0.0313538840236152	0.00599424210020852	0.0269607703762337	0.0396006673599582	0.0827660306946031	0.0480736058505363	0.0102233467914839	0.0556503264210985	0.0357383906311583	0.0199959264088575	0.029882545096135	0.0171088736094315	0.0221985659405147	0.0269224044124451	0	0.0185200663297036	0.0355254898560213	0.0259032727143805	0.0493195900663291	0.02480275486821	0.025470558729391	0.0120563096029508
OM5_H_2H	0.014699322753504	NA	0.0130535213226461	0.0127052614918657	0.00851939517371449	0.0217459881750702	0.101147191640417	0.0296891406166888	0.0142119462377176	0.03761479732115	0.0188365068851789	0.00518793524798549	0.0116768765750199	0.00160991914478751	0.00537746179871646	0.0450990838946914	0.0185200663297036	0	0.0170134839908077	0.00753189749461924	0.0308416681153479	0.00756121315592379	0.00753538634403581	0.0086416237323242
OM5_H_6A	0.0252169885425334	NA	0.00557562819255999	0.0296989013497515	0.00865080398938145	0.00882263530553827	0.117990104707348	0.0129675627837457	0.03004542729128	0.0215408686567236	0.0110075032257446	0.0171306411663136	0.00698909264503106	0.0184373390508879	0.0145320098820069	0.0620030070756918	0.0355254898560213	0.0170134839908077	0	0.00992891867540964	0.0138702637241875	0.012387652469193	0.0109808864275089	0.0248640516300657
OM5_H_6B	0.0165361993919307	NA	0.00552198788836253	0.0199805539016726	0.0033094499758348	0.0143101948546085	0.108557121527059	0.0228756216384667	0.0201407673499136	0.0312596596880228	0.0120633966437204	0.00733864064144169	0.00418399394596176	0.00910175157665834	0.00478128192710158	0.0521587885745358	0.0259032727143805	0.00753189749461924	0.00992891867540964	0	0.0237711481608158	0.00344501827099224	0.00175716724031624	0.0149403998025518
OM5_H_6C	0.0379852087877188	NA	0.0188353815469411	0.0435371154927304	0.0223731150431941	0.0144085982851074	0.131540354212177	0.00257017385422588	0.0438011342687153	0.00968154756998703	0.0197276136164394	0.0308384883131678	0.0203796381200992	0.0322227133331508	0.0282529338422703	0.0758441653490271	0.0493195900663291	0.0308416681153479	0.0138702637241875	0.0237711481608158	0	0.0259342036613448	0.0246864286065184	0.0387038324402307
OM5_H_6F	0.0132301847097136	NA	0.00710298852090463	0.018809960445762	0.00674155724006521	0.0148050136511057	0.107373833315811	0.0252964664265117	0.017940171851194	0.0339216204172497	0.0113459621872116	0.0050062602288278	0.00555627392982034	0.00914058358476756	0.00260570649788453	0.0504474218584986	0.02480275486821	0.00756121315592379	0.012387652469193	0.00344501827099224	0.0259342036613448	0	0.00170826982548137	0.01316221178409
OM5_H_6G	0.014905320942436	NA	0.00597138820229748	0.0194958120155439	0.00506644929598713	0.0142753397295943	0.108120422384921	0.023939292372323	0.0191232824845004	0.0324727955871689	0.0113940854633512	0.00616123209482576	0.00444793157668487	0.0091451488504769	0.00356801412933176	0.0514320124632565	0.025470558729391	0.00753538634403581	0.0109808864275089	0.00175716724031624	0.0246864286065184	0.00170826982548137	0	0.0141218851096021
OM5_H_6H	0.0104941428138242	NA	0.0200910986878889	0.00626081307630687	0.0168337089909716	0.0278602488360458	0.0943406357244132	0.0377797811087165	0.00557818576863084	0.0459795728493958	0.0237585379535125	0.00818147912523123	0.0185585086258188	0.0079395896526419	0.0106195652468513	0.0373255469049686	0.0120563096029508	0.0086416237323242	0.0248640516300657	0.0149403998025518	0.0387038324402307	0.01316221178409	0.0141218851096021	0
