	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0058026969706914	0.015176816256381	0.0392785496337233	0.071880398872862	0.00934506641873739	0.01922736988996	0.025409768464412	0.0174404921933264	0.0266547760488414	0.0442909846405967	0.0504306067344917	0.0560604047542043	0.0452003833235032	0.0510244764240718	0.038104601095493	0.0188794562318893	NA	0.0155487707458076	0.048244850163116	0.0459304007576895	0.0396144536809265	0.0352311744685136	0.00654919431479642
OM5_C_4A	0.0058026969706914	0	0.0209788104182298	0.0450773976386436	0.0776711822479323	0.0151474497053829	0.0250290074073799	0.0312107264823846	0.0232422957255974	0.0324555776113176	0.0500888734683933	0.0562271803070695	0.0618556375359614	0.0509980870592851	0.0568209146238108	0.0439036587638038	0.0246811271454575	NA	0.0213507350984488	0.0540419096180974	0.0517279534594127	0.0454132406456432	0.04103072121485	0.0123517116839825
OM5_C_4D	0.015176816256381	0.0209788104182298	0	0.0241070514944858	0.0567260980413493	0.00583206142732116	0.00405099623415986	0.0102344244775386	0.00226390054119489	0.0114796908417497	0.0291213924484084	0.0352637178960062	0.0408963490121259	0.0300311660015683	0.0358578704984347	0.0229326959148165	0.00370303732203655	NA	0.000371987429838961	0.0330769525488822	0.0307614908038081	0.0244430747630098	0.0200583362729269	0.00862794556564605
OM5_C_4E	0.0392785496337233	0.0450773976386436	0.0241070514944858	0	0.0326350071696409	0.0299375632793825	0.0200567726501538	0.0138738767865364	0.0218435879871023	0.0126286358737292	0.00501561499550849	0.0111600897206458	0.0167952577186093	0.00592566609745049	0.0117544844438716	0.00117459121123827	0.0204046814371316	NA	0.0237351421702731	0.00897248516454609	0.00665622398573088	0.000336095081404067	0.00404942671594944	0.0327324866948184
OM5_C_4F	0.071880398872862	0.0776711822479323	0.0567260980413493	0.0326350071696409	0	0.0625506635998158	0.0526794673420388	0.046501383249344	0.0544647218471783	0.0452570012823363	0.0276209924044485	0.0214776808149387	0.015842811916053	0.0267111688474346	0.0208833522174112	0.0338091387361328	0.0530270782240607	NA	0.0563545401473961	0.023664971604129	0.0259807796966149	0.0322990376721866	0.0366827128889127	0.0653424441920826
OM5_C_4H	0.00934506641873739	0.0151474497053829	0.00583206142732116	0.0299375632793825	0.0625506635998158	0	0.00988297072440523	0.0160661301254135	0.00809592212714203	0.0173113225751441	0.0349512742149407	0.0410926860090823	0.0467243429573018	0.0358609222734389	0.0416867419880323	0.0287633401128641	0.00953502206198767	NA	0.00620404383490188	0.0389062637771824	0.0365911438554971	0.0302735476005851	0.0258892802223265	0.00279593692060139
OM5_C_5A	0.01922736988996	0.0250290074073799	0.00405099623415986	0.0200567726501538	0.0526794673420388	0.00988297072440523	0	0.00618352283376667	0.00178710176706154	0.00742882198801377	0.0250714767394397	0.0312143457297492	0.036847570147836	0.0259813239597863	0.0318085566461931	0.0188823425520427	0.000347960845014003	NA	0.00367901086117556	0.0290273744606625	0.0267117096230663	0.0203928179776986	0.0160078174470392	0.0126787765298806
OM5_C_5B	0.025409768464412	0.0312107264823846	0.0102344244775386	0.0138738767865364	0.046501383249344	0.0160661301254135	0.00618352283376667	0	0.00797059214246707	0.00124532013209787	0.0188890183477764	0.0250325740942539	0.0306665733018514	0.019798956832787	0.0256268602103422	0.0126993603189533	0.00653147850403695	NA	0.00986245092942274	0.0228453393565897	0.0205294183946413	0.0142099479530156	0.00982464967849468	0.0188617511249112
OM5_C_5D	0.0174404921933264	0.0232422957255974	0.00226390054119489	0.0218435879871023	0.0544647218471783	0.00809592212714203	0.00178710176706154	0.00797059214246707	0	0.00921587869786345	0.0268581393758742	0.0330007777519509	0.0386337488281057	0.0277679554571031	0.0335949638292615	0.0206691890058774	0.0014391412530172	NA	0.00189191370303641	0.0308138940626683	0.0284983153623694	0.0221796240859526	0.0177947325929603	0.0108917666794453
OM5_C_5E	0.0266547760488414	0.0324555776113176	0.0114796908417497	0.0126286358737292	0.0452570012823363	0.0173113225751441	0.00742882198801377	0.00124532013209787	0.00921587869786345	0	0.0176438485513469	0.0237875218193926	0.0294216580302375	0.018553802335941	0.0243818210710439	0.0114541059922917	0.00777677543576788	NA	0.0111077209366112	0.0216002414180236	0.0192842767107701	0.0129647111051959	0.00857936773110484	0.020106896883419
OM5_C_5F	0.0442909846405967	0.0500888734683933	0.0291213924484084	0.00501561499550849	0.0276209924044485	0.0349512742149407	0.0250714767394397	0.0188890183477764	0.0268581393758742	0.0176438485513469	0	0.00614459736827922	0.0117799958420932	0.000910060765743711	0.00673901108843386	0.00619019314070157	0.0254193567208636	NA	0.0287495190076494	0.00395693371810843	0.00164062855422297	0.00467952273871975	0.00906497566960896	0.0377458504363438
OM5_C_5G	0.0504306067344917	0.0562271803070695	0.0352637178960062	0.0111600897206458	0.0214776808149387	0.0410926860090823	0.0312143457297492	0.0250325740942539	0.0330007777519509	0.0237875218193926	0.00614459736827922	0	0.00563554307316699	0.00523454701757239	0.000594422460283734	0.0123346231410992	0.031562181942092	NA	0.0348918974711235	0.00218768255559188	0.00450398496529351	0.0108240091417743	0.0152092704931113	0.0438867690038058
OM5_C_5H	0.0560604047542043	0.0618556375359614	0.0408963490121259	0.0167952577186093	0.015842811916053	0.0467243429573018	0.036847570147836	0.0306665733018514	0.0386337488281057	0.0294216580302375	0.0117799958420932	0.00563554307316699	0	0.0108699764576625	0.00504112658608125	0.0179697224957987	0.0371953580700054	NA	0.040524585909349	0.00782319148323397	0.0101394368576507	0.0164591957551146	0.020844178277849	0.0495179084102765
OM5_C_6A	0.0452003833235032	0.0509980870592851	0.0300311660015683	0.00592566609745049	0.0267111688474346	0.0358609222734389	0.0259813239597863	0.019798956832787	0.0277679554571031	0.018553802335941	0.000910060765743711	0.00523454701757239	0.0108699764576625	0	0.00582896303966954	0.00710023960891034	0.0263291980461553	NA	0.0296592997855454	0.00304687685935894	0.000730568177203287	0.00558957500069839	0.00997500698757856	0.0386554301461455
OM5_C_6B	0.0510244764240718	0.0568209146238108	0.0358578704984347	0.0117544844438716	0.0208833522174112	0.0416867419880323	0.0318085566461931	0.0256268602103422	0.0335949638292615	0.0243818210710439	0.00673901108843386	0.000594422460283734	0.00504112658608125	0.00582896303966954	0	0.0129290118677953	0.0321563881316858	NA	0.0354860557282886	0.00278210373291289	0.00509840258144421	0.0114184054725791	0.0158036420567323	0.0444807733264294
OM5_C_6D	0.038104601095493	0.0439036587638038	0.0229326959148165	0.00117459121123827	0.0338091387361328	0.0287633401128641	0.0188823425520427	0.0126993603189533	0.0206691890058774	0.0114541059922917	0.00619019314070157	0.0123346231410992	0.0179697224957987	0.00710023960891034	0.0129290118677953	0	0.019230257180615	NA	0.0225607791530105	0.0101470381209212	0.00783079327572231	0.00151068607852904	0.00287484042221814	0.0315583375939098
OM5_C_6F	0.0188794562318893	0.0246811271454575	0.00370303732203655	0.0204046814371316	0.0530270782240607	0.00953502206198767	0.000347960845014003	0.00653147850403695	0.0014391412530172	0.00777677543576788	0.0254193567208636	0.031562181942092	0.0371953580700054	0.0263291980461553	0.0321563881316858	0.019230257180615	0	NA	0.00333105159487059	0.0293752273222126	0.0270595788289645	0.0207407250298905	0.0163557449189211	0.012330835929216
OM5_H_2H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6A	0.0155487707458076	0.0213507350984488	0.000371987429838961	0.0237351421702731	0.0563545401473961	0.00620404383490188	0.00367901086117556	0.00986245092942274	0.00189191370303641	0.0111077209366112	0.0287495190076494	0.0348918974711235	0.040524585909349	0.0296592997855454	0.0354860557282886	0.0225607791530105	0.00333105159487059	NA	0	0.032705112110392	0.0303896305457326	0.024071167634573	0.0196864028607184	0.00899992219925476
