	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_4E_2	0.00934567683624287	0.0293694011944003	0.0206549691291786	0.00194343631322976	0.0304799126968562	0.0138413023107303	0.00507785017864235	0.0172766956946111	0.00648100779478664	0.0130867274070214	0	0.00961888864000475	0.014972266759062	0.0113761207437899	0.0230707849489742	0.0212843013847412	0.0126754521633963	0.0122470413994235	0.0165155651135257	0.0236822915285864	0.0210431394407511	0.0128786540879855	0.0131496343666446	0.0197979020499273	0.011954608799918	0.0128069771602376	0.0206093047723656	0.0132087357874283	0.00698233323663797	0.0216272064968867	0.0124499551659797	0.011715029808898	0.0173229648374609	0.0250937161889562	0.0205751720760691	0.0430651741858944	0.014346534468143	0.00970514987508205	0.0181808019557628	0.00792269126920101	0.0182022981243181	0.00651620363128758	0.0114558288079752	0.0168901222884846	0.028555216982835	0.0131006816416208	0.00567800087286561	0.0114920197673077	0.0374475502713046	0.0420037651324302	0.0367172075287859	0.0196819663304424	0.00762020080571101	0.00741815657736067	0.00177438311438819	0.0183189878924959	0.0199594830692112	0.00416209633028161	0.0136943639283349	0.00502803468988085	0.0123355158096423	0.0195392370060528	0.00352088319624843	0.0119074839427976	0.0177074816683371
OM5_C_4E_3	0.0116282877102835	0.0383683261999782	0.0301106049803659	0.0113415937183637	0.0399444629825653	0.0233516779831104	0.0110829408384237	0.0258131745589134	0.0154590467870838	0.00368929362160917	0.00961888864000475	0	0.00557713165587185	0.00696166890436112	0.0149264594527772	0.0120588452572155	0.00518035336011784	0.0216763287155646	0.00729648124168026	0.0328173897173887	0.0304800635428416	0.0215368331025309	0.0219350885361618	0.0110074685820495	0.0213975958175939	0.0218774033240557	0.0113399721831681	0.00413132168945094	0.00450281685543277	0.0120913190517841	0.00307314784293094	0.00639275672096699	0.00781723700959347	0.0156331567425364	0.0116143655669765	0.0335389249053583	0.00501266335636558	0.00839876664851286	0.00978259222372059	0.0170530208560906	0.0124151782440936	0.00830517959158755	0.0200149362111691	0.026292600758974	0.0378646158890456	0.0214707410591534	0.0144302089614992	0.00493629208269821	0.046835749254831	0.0513065050430125	0.0459979487031737	0.0111253405389885	0.0161386877503595	0.00488378258485289	0.0086768326862205	0.00955621117152738	0.0116579034179711	0.0106814664168637	0.023230052104588	0.0106078564823752	0.00304719387554661	0.011267588367075	0.00754662034316273	0.0199909766410928	0.00864455035443285
OM5_C_4F_1	0.0165113342384675	0.0439352986541726	0.0355627114603931	0.0167195062358545	0.0453532036219629	0.0285802780047953	0.0155833639822143	0.0312931179302731	0.0209949788119272	0.00240099862515358	0.014972266759062	0.00557713165587185	0	0.00778425049606697	0.0119519124229259	0.00764220633501562	0.00724310855833773	0.0268864651033662	0.00234453827647621	0.0383619174636457	0.0357024634679089	0.0269849253831066	0.0274516813848547	0.00884409483997925	0.0268613020470982	0.0274301125519626	0.00797722444877497	0.00457967467604398	0.00988331073524568	0.00736209283315632	0.00407692042063565	0.00880348938564838	0.0033561180519226	0.0112609999617885	0.00676143763850415	0.0281195359432229	0.00248961770544484	0.0118784017364251	0.00559589066338271	0.0222024314168381	0.0102465422555795	0.0131217202003108	0.0255872927058236	0.0317778017351979	0.0433859187056551	0.0264856872357414	0.019743948365409	0.00742278080063759	0.0523381037702754	0.0568146955436787	0.0515129245732126	0.00935998815499403	0.0208110108483695	0.0101004592734083	0.0138286949648264	0.00780598100093775	0.00672919478697534	0.0155714687688014	0.0283848280025754	0.0149575164814169	0.00325669011861175	0.00704356984363144	0.0124913303030944	0.0252045587754135	0.00532482715665506
OM5_C_4F_2	0.0158759631772197	0.0403572858978605	0.0310367717707513	0.0128421490084671	0.040462900233373	0.0233755964259866	0.00975075740167767	0.0276912587192173	0.0176167429829888	0.00697787796209931	0.0113761207437899	0.00696166890436112	0.00778425049606697	0	0.0161523737267203	0.0134663604370336	0.0112170875440926	0.0216807322535466	0.0082487831857418	0.0344733067565469	0.0303003872463395	0.0231371975530298	0.0244743128011705	0.0158969182298539	0.0228639655961097	0.0239650953644122	0.0156880876738193	0.0101123736053464	0.010315280558842	0.0142640300625446	0.00866412088823073	0.00923949299271611	0.0102831005952844	0.0182955088593418	0.0130601421427905	0.0338146069055283	0.00903203855581898	0.00919290236144853	0.00843505201894914	0.0170754608600092	0.00753116209769833	0.0104590544335823	0.022605786028404	0.0275426768426843	0.0391969428174447	0.0212647774780649	0.0164982888624292	0.00885724841050783	0.0479971857286418	0.0524075957035526	0.0471930546173112	0.0165383211288754	0.0148525239642234	0.0109411987670798	0.0100910887106901	0.0148107208638611	0.0100798523092388	0.0106335085817607	0.0233686543195736	0.00896674460989828	0.00677136846833489	0.0120059776836371	0.00917152322031116	0.0209160460039138	0.0109214146664002
OM5_C_4F_3	0.0201106614764941	0.0497240552883247	0.0418213853284955	0.0242478489948013	0.0511332501733502	0.0352475245424949	0.0226380486060014	0.0360613192177033	0.0278207845607156	0.0118843833338308	0.0230707849489742	0.0149264594527772	0.0119519124229259	0.0161523737267203	0	0.00551973509488075	0.0123057128190913	0.0334245992221657	0.0100615800792228	0.0441288106145711	0.0416688491219774	0.0321634330549693	0.0348304163081621	0.00985485711235562	0.0341402086115455	0.0340926764859379	0.011361093372411	0.0133859096312036	0.0179071788136336	0.00769881525711114	0.0124811130129941	0.0116327548221119	0.00894262144020862	0.00833819703639538	0.0149390414421804	0.0242664142671533	0.0135643051584862	0.0150525100064241	0.0091517912410255	0.0287099266772741	0.0127714866548668	0.0180184983634329	0.0317709442838465	0.0382323765655381	0.0493536700572245	0.031190094394945	0.0284271219318071	0.0117052677893292	0.0585191210716713	0.0622317434321679	0.0570049480173365	0.0118832130492939	0.0285714559372096	0.0180934583966304	0.0225910989638776	0.0108306860429585	0.0142854253391285	0.0221119140641999	0.0363286229918932	0.0228037394893677	0.0121542575605409	0.016753682886158	0.021948047815901	0.0296359890754081	0.00676317634245037
OM5_C_4H_1	0.0201509182097162	0.0493845167587583	0.0412624094371324	0.0227843650676154	0.0508892193288045	0.0344281610506747	0.0213169326911385	0.0361277972024043	0.0267581800889697	0.00851034234199196	0.0212843013847412	0.0120588452572155	0.00764220633501562	0.0134663604370336	0.00551973509488075	0	0.0105289552864569	0.0326457198987053	0.00575621224221008	0.0437960031109718	0.0412686387458308	0.0319995316326624	0.0335347540211096	0.00741482537874527	0.0329660721976087	0.0331979468012085	0.00731544619380884	0.0099487986369665	0.0157492436367228	0.00262042910813941	0.00945428276349625	0.0113266409256077	0.00451476970942851	0.005482832222681	0.00943520459052131	0.0226453186069271	0.00923401678021698	0.0151044229473046	0.00576729556275697	0.0278652294189525	0.0112894605555806	0.0175260716455063	0.0310506097495898	0.0375308588926236	0.0489716845072678	0.0312585688309132	0.0264117238165289	0.010654017409959	0.0580780086216356	0.0621942014099651	0.0569052139071643	0.00911612635894799	0.0270513530045788	0.0158974306535547	0.0204545725639352	0.00798445201725478	0.0093512840110602	0.0210607834950706	0.0348543587787081	0.0210808833035844	0.00910460057673273	0.0113396814499106	0.019421870312365	0.0298001762113372	0.00369800640982275
OM5_C_4H_2	0.0104476723151171	0.0393988679060776	0.0319153750967313	0.014037938948327	0.0416786411298754	0.0258224123375625	0.0145232646848883	0.0265738247558728	0.0172497783088053	0.00545796496666697	0.0126754521633963	0.00518035336011784	0.00724310855833773	0.0112170875440926	0.0123057128190913	0.0105289552864569	0	0.0241289513739486	0.00820275060432899	0.0340448100609687	0.0326689370063555	0.0226631810072061	0.023573821749518	0.00733553060902703	0.0235313832082374	0.0234232185579705	0.00909607845183443	0.00394518593767952	0.00616617156448495	0.0105556028303809	0.00341148425774014	0.00529271622504319	0.00721645212202515	0.0131950106731153	0.0128179334900163	0.0323464947224604	0.00663306568128137	0.00900670708495204	0.010759525352287	0.0195846769429866	0.0145521527493724	0.00933656690611845	0.0211261338731218	0.0280735518571585	0.0392936287735057	0.0232290083070836	0.0172343289291567	0.00378367227988168	0.0483800065835341	0.0525791213151701	0.0472706843694091	0.00762895633752996	0.0197365992484442	0.00612677638508274	0.0123308359871185	0.00610461684674357	0.0139277208332259	0.0134821679094958	0.0261928478352164	0.0145295166077359	0.00501901040315483	0.0134931818651641	0.0116422780878208	0.0211302173057997	0.00705476424358055
OM5_C_4H_3	0.0164523132367005	0.0197113604119684	0.0096255042777228	0.0104403109330979	0.0187919020838291	0.00183976511979416	0.0119937166558209	0.00928727162589291	0.00790301113832645	0.0249072240526494	0.0122470413994235	0.0216763287155646	0.0268864651033662	0.0216807322535466	0.0334245992221657	0.0326457198987053	0.0241289513739486	0	0.0281410925002355	0.0136958086026542	0.00884002889475288	0.00627800671099198	0.00918896210514591	0.0314493471291709	0.00533269922419137	0.0069389521358613	0.0326506032273906	0.0253225353098326	0.0188383280095998	0.0333712379424054	0.0244054752978566	0.0219775876287186	0.029085309576202	0.0368081376910592	0.0326288003960262	0.0547709861567463	0.0265182769021981	0.0184279934758465	0.0291530472231189	0.00479726382202521	0.0274807033178187	0.015581072080209	0.00816079493032391	0.00689094065087031	0.0178752279839552	0.00535287272477241	0.0101395702413948	0.022410795002511	0.0265382662707448	0.0308238863077128	0.0256727885630988	0.0314353705940876	0.00762149354823339	0.0191790210546022	0.0134845116143991	0.030087299112582	0.0313393933253917	0.0116572225729463	0.00515981258870244	0.0127678267762962	0.0241173352266572	0.0314103239136771	0.0152029610608823	0.00677205836785784	0.0290761090560054
OM5_C_5A_1	0.0175121548689353	0.0454509846982724	0.0369664103722783	0.0181689803785392	0.0466742040844285	0.0298776202317023	0.016584778691134	0.0325264346442037	0.0224833670584958	0.00365817064492971	0.0165155651135257	0.00729648124168026	0.00234453827647621	0.0082487831857418	0.0100615800792228	0.00575621224221008	0.00820275060432899	0.0281410925002355	0	0.0397980395433392	0.0369049931868555	0.0282024467366021	0.0291812872580183	0.00885792031862442	0.028435218119037	0.0289789795149747	0.00816093147806247	0.00636427770931728	0.0116117768560631	0.0060407990033461	0.00554797406637773	0.00890888958059177	0.00240112898130486	0.0100880984492267	0.0071612441486035	0.0266609768824832	0.0047069222193776	0.0120947680523837	0.00344028733280306	0.0233924638539401	0.00879965909808294	0.0139551163687881	0.0270884695588047	0.0332284781828694	0.0448412649676557	0.0273732056226953	0.0215462413377025	0.00783462618924325	0.0538412226797535	0.0581996380401977	0.0529056555910073	0.00982071935518574	0.0220515054507796	0.0118750611449432	0.0154390000117982	0.00822526806228186	0.00614460408530597	0.01661058285555	0.0299190371308292	0.0160755831609831	0.00443226928811924	0.00786515327355451	0.0142297065845333	0.0261727537563477	0.00392886455508756
OM5_C_5B_3	0.0245339513700462	0.00612059691859886	0.00476378886444911	0.021907702624532	0.00897828514380425	0.0123685986187251	0.0249921091956499	0.00840821912229811	0.0173831365373768	0.0362767520279019	0.0236822915285864	0.0328173897173887	0.0383619174636457	0.0344733067565469	0.0441288106145711	0.0437960031109718	0.0340448100609687	0.0136958086026542	0.0397980395433392	0	0.00909767206061616	0.0121014329823821	0.0121691471567949	0.0410054064555296	0.0121910208333024	0.0110802489649024	0.0426277398167088	0.0357300549128876	0.028965157853668	0.0442992559125852	0.0351795022955779	0.0327830981905698	0.0402377569934423	0.0472195155626565	0.0439543806463427	0.0661212751632235	0.0375295928394387	0.0297333953058814	0.0412716548636446	0.0177132037177321	0.0403790926124495	0.0265111660205181	0.0129982958611789	0.00715027257556894	0.00536560141661504	0.015586497511257	0.0198641857308233	0.0331738544694614	0.0144997407386661	0.0186013107490915	0.0132809133302085	0.0406788050176562	0.021049429448036	0.0290397777934239	0.0251740711099224	0.0396966892341891	0.0436224823284973	0.0240488238977995	0.0137174106084993	0.025821731478901	0.0354554888075197	0.0429587537208904	0.0267997203375055	0.0153198934803067	0.0401093296858519
OM5_C_5D_1	0.0240495371621491	0.0141894340798661	0.00503564152736578	0.0192160279301669	0.0104929773976916	0.00726929037324341	0.0206095098743557	0.0101998546928277	0.0159562660245977	0.0336930631063025	0.0210431394407511	0.0304800635428416	0.0357024634679089	0.0303003872463395	0.0416688491219774	0.0412686387458308	0.0326689370063555	0.00884002889475288	0.0369049931868555	0.00909767206061616	0	0.0111750991471448	0.0136687522895404	0.0399806668550865	0.0109939118859267	0.0116283790265795	0.0413403919734323	0.0340631444528049	0.0274829166419827	0.0420835944698826	0.0331546139080389	0.0303737285745662	0.0378308610098107	0.045451813531452	0.0414565837168848	0.0634951955349223	0.0353400300246546	0.0266524776589302	0.0377811497960777	0.0135212194254261	0.0357049966923382	0.0239778979194562	0.0137766174317597	0.0070244079621846	0.0111802209569968	0.010767538697043	0.0181925367359208	0.0309440054928898	0.0189230970460553	0.0227862041919914	0.0179198949679234	0.0399572823237181	0.0158898791272249	0.0277757370634865	0.0222946679437963	0.0386579082704292	0.0400753641203008	0.0203290184427019	0.00965782293382036	0.0214110451608264	0.0328924038321538	0.0401987082396382	0.0239859690939696	0.0126660414300432	0.0377027005116154
OM5_C_5D_2	0.0132024115398929	0.0180080989864352	0.00996611774285059	0.0109887514864745	0.0192118630344253	0.00693233752334781	0.0138731326730809	0.00457568824014875	0.0068582156350133	0.0247786486542913	0.0128786540879855	0.0215368331025309	0.0269849253831066	0.0231371975530298	0.0321634330549693	0.0319995316326624	0.0226631810072061	0.00627800671099198	0.0282024467366021	0.0121014329823821	0.0111750991471448	0	0.00794420099587844	0.0298177087657574	0.00624606397335137	0.00497018687336891	0.0315586860030729	0.024626681719247	0.0179784630579361	0.0327087686195585	0.0238056755097197	0.0208363822981259	0.0286591579144945	0.0357054714678715	0.0330331052387336	0.0545123353225143	0.0264450716239062	0.0176588465510825	0.0294793570563078	0.00731152700281599	0.0286457808598133	0.0145541120857995	0.00446505834399687	0.0067750880780581	0.0172305637356025	0.00603335596242664	0.0111895704636948	0.0213640260014061	0.0263997569666739	0.0302447278798174	0.0249664914745247	0.0297660952657264	0.0118129613054796	0.0181757725775162	0.0145579754092745	0.0285818050444535	0.0323888241646905	0.0125388366226682	0.00991585638009332	0.0150138559495473	0.0239295087360654	0.0322517573088888	0.0163410486200309	0.00382946126537139	0.0283396236796117
OM5_C_5D_3	0.0157636500798602	0.017024031963794	0.0104706090751974	0.0117992852154205	0.0200248528799244	0.00909541190920479	0.0161264623250185	0.00915101890680461	0.00748796850923332	0.0255768440254529	0.0131496343666446	0.0219350885361618	0.0274516813848547	0.0244743128011705	0.0348304163081621	0.0335347540211096	0.023573821749518	0.00918896210514591	0.0291812872580183	0.0121691471567949	0.0136687522895404	0.00794420099587844	0	0.0303724500601249	0.00393125462810237	0.0030730508362998	0.0315449108861904	0.0246168180951413	0.017958270310761	0.0336455164428126	0.0243593747663242	0.0233487343014247	0.0295738106185346	0.0366257483103053	0.0324952097064462	0.0552531823256023	0.0262939987644308	0.0210800654932133	0.031136869274339	0.0104821034397444	0.0312034839290197	0.0173841273125886	0.00446495575695143	0.00689795122690837	0.0168669823074141	0.0126823180511606	0.00844667309253073	0.0232793738725145	0.0254838238320527	0.0303342694825883	0.0250832248937059	0.0298121227087698	0.0130789481620358	0.0179497164824353	0.0144677011154367	0.0289024376515611	0.0327221004527993	0.0150842567337055	0.00825247509804975	0.0165291098276736	0.0248217641275212	0.0314431820517201	0.0158068774938876	0.0111587853601968	0.0298688971067302
OM5_C_5E_1	0.0171078259046358	0.0461598178690865	0.039084340674293	0.0212730335017974	0.0488482394015113	0.0331302488370624	0.0215156098999318	0.0335539849542283	0.0244363410768802	0.00898489912745842	0.0197979020499273	0.0110074685820495	0.00884409483997925	0.0158969182298539	0.00985485711235562	0.00741482537874527	0.00733553060902703	0.0314493471291709	0.00885792031862442	0.0410054064555296	0.0399806668550865	0.0298177087657574	0.0303724500601249	0	0.0306463286030687	0.0304503242609526	0.00348424647236504	0.00731194961371521	0.0130238785895196	0.00623165257108693	0.00798941209454566	0.0111612444482594	0.00649254264538475	0.00690573613796528	0.010791379860196	0.0261851803682246	0.00843476232682876	0.0154457421385731	0.0112561607334826	0.0269061353978702	0.0168412814042808	0.0165311027079017	0.0280941924140308	0.0352201864191511	0.0462827707246347	0.0304928044929077	0.0240874908683116	0.00996583906313319	0.055328257120022	0.059518260989185	0.0542222798996599	0.00203176284939779	0.0268213203209854	0.012830545123789	0.0192463718533818	0.00171284387331528	0.0135470081312197	0.0206784001319064	0.0333404758762971	0.0213560539356663	0.00931129005753519	0.0127362634865186	0.0182493475972501	0.0283283397821687	0.00644568952190838
