	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_4F_1	0.00573802321342195	0.00337079133855234	0.012350321112202	0.00600738864812415	0.0129865139991292	0.0316345087931153	0.0101519599931702	0.00172988465236834	0.0119831708015313	0.00420808703487427	0.0220058196578343	0.0189640688951175	0	0.0145375296662916	0.0264068096181946	0.0195355010797603	0.0220826311003666	0.0199512862087608	0.0188989013585152	0.0109899854662271	0.0197447278260251	0.0240087140928868	0.0113864372005097	0.0168428213362891	0.00380214729942571	0.0203017808586911	0.0179703195122018	0.0164370653792449	0.00772727634449585	0.0165347846309896	0.00418924696187274	0.0114736419632529	0.0404502957154708	0.00423898053611643	0.0138049544331426	0.0209153089284403	0.00870916632111068	0.0275813087767952	0.0258763794090156	0.00575838447873366	0.0470715482264037	0.0205980492007167	0.00855466118136512	0.0133761412701824	0.00712924219138776	0.00719865716493008	0.0229784749839203	0.0153777859515815	0.00538350802963118	0.0135384172371523	0.0240126990423548	0.0134155150635835	0.0264131292945383	0.00464532303902754	0.0200670800612017	0.0148203801371942	0.00615105317808111	0.0228619101538275	0.0240093517681979	0.0329144012680456	0.00611886388764578	0.0156952889204298	0.0186613006081038	0.00505608132555461	0.00460607300410172	0.0121026404510139	0.0143873827638944
OM5_C_4F_2	0.0163270158451786	0.0166300767002016	0.00695472782019768	0.0188047801582876	0.00767818803597975	0.0171177308479485	0.00716011824230654	0.0134523077266522	0.018442231517604	0.0134714755436221	0.00747780527991332	0.00471566871155858	0.0145375296662916	0	0.0130265567614791	0.0331578400703003	0.00804125267741046	0.00841527966453949	0.0323350215156675	0.0051165104044473	0.00872081203866957	0.0384585340146988	0.0124626728466901	0.00529454725381712	0.0147647062216494	0.00741900582994225	0.00766496974972579	0.00527320864545687	0.0070972595773402	0.0134017645524649	0.0177739454815362	0.00347790627555902	0.0266913155601752	0.0111047325190807	0.00646141448738577	0.00872910393629825	0.00861047470078334	0.0132208295130721	0.0145689399392945	0.00939029251217526	0.0604217887269787	0.0070320807353792	0.0218368072538468	0.0248494071893961	0.00890032665181665	0.0179236567725194	0.0335820383002968	0.00576376605562569	0.0181096284361522	0.00397477999134918	0.00999270272330133	0.00604696175958757	0.0122276347921209	0.019016944674957	0.00718280144375331	0.00747691946233047	0.0202572698766927	0.00960014242922452	0.0111097373066745	0.0203497510725033	0.0132695247625332	0.00611420239893972	0.00827171097786784	0.0179564413527249	0.0103257582523977	0.00345274154892366	0.00709396679107286
OM5_C_4F_3	0.0287248494324753	0.0281749975035784	0.0170595318646874	0.0300264044445763	0.0198102017260903	0.00871345269906007	0.0195789307498341	0.0250828421560268	0.0255633293751545	0.0262163393624384	0.00829895749575845	0.00934821520933327	0.0264068096181946	0.0130265567614791	0	0.0444494196748577	0.0106796745168698	0.00761501378820996	0.0444910810905087	0.0170813435077469	0.00827053425548445	0.0502513214471337	0.0224297372888083	0.0098708588842668	0.0266607137598078	0.00610884804460066	0.00907222297792011	0.0150416743960571	0.019133987152432	0.0164935146253717	0.0289425090802613	0.0153359708542047	0.0141040559803123	0.0236399598743094	0.0130800256185284	0.0059607236925082	0.0215177908777169	0.00532088157349058	0.0070002412357365	0.0218419800541477	0.06957761391109	0.00726840802423072	0.0338490033278153	0.0335583905253022	0.0195834942976957	0.0303898074662654	0.0407348748120128	0.0133360419729049	0.0305637712055429	0.0154989737579294	0.00583247969344637	0.0146351514697508	0.006526910744657	0.0310453804453005	0.00661844847045588	0.0126061277999606	0.0324693051331001	0.00419817867349059	0.00271591525079443	0.00756990556524529	0.0232350430747316	0.0127079603241529	0.00886471661583908	0.0304623331678665	0.0220876669830885	0.0152030859482569	0.0146672995683204
OM5_C_4H_1	0.0212939241503851	0.0194300712599642	0.0318732930951017	0.0193168707112902	0.0295245570786118	0.0498298344693737	0.0270929708108002	0.0202450708850663	0.0251342564795274	0.0211527013453806	0.0403705480027155	0.0370117163044937	0.0195355010797603	0.0331578400703003	0.0444494196748577	0	0.0398412564528835	0.0386255589344608	0.0165668580321039	0.0285238388995626	0.0384492636950246	0.0112505675867354	0.0299780720417722	0.0355875452128646	0.0184215790494837	0.0385030076593762	0.0358772772958973	0.0335422193353547	0.0270381053635236	0.0337033237014976	0.0183024499884109	0.0299058342379315	0.0584440228571095	0.022572952297861	0.031803324629215	0.0385767856811205	0.025964318343607	0.0455376310228146	0.0443771902943971	0.0239409474012125	0.03758025612816	0.039545647825512	0.0117230520304711	0.0191219463996107	0.0260358432625168	0.0165287860472594	0.024573579931883	0.0348105094258771	0.0160874823377147	0.0327834728514007	0.0429108737105126	0.0327727960764292	0.0453053457404613	0.0156312921809548	0.0379275564321097	0.0329880551030043	0.0146091326555699	0.041440788001297	0.0418432477911308	0.0501884161740198	0.0215102638524486	0.0350294217420505	0.0370503566873229	0.0165711814137066	0.024068393706912	0.0313247671505464	0.0337752031052064
OM5_C_4H_2	0.0234671649917624	0.0243892729822494	0.0139413319489446	0.0266301386054358	0.0113544761766982	0.0106841629641518	0.0128451340542929	0.0210095778805034	0.0261948259466219	0.02031519313395	0.00305227027189528	0.00450125271381277	0.0220826311003666	0.00804125267741046	0.0106796745168698	0.0398412564528835	0	0.0112546944186566	0.0394372872127737	0.0115286397348803	0.0119545470529849	0.0456703176382548	0.0194532742872344	0.0101846344647385	0.0216792673475285	0.00868912451979899	0.0116953784860048	0.00647543005759987	0.0149695155533896	0.0196980524369124	0.0256049732507654	0.0111468906428935	0.021931113639439	0.0182335563229601	0.0130229517016363	0.00977055977087286	0.0145919892136685	0.00763786379256265	0.0152754737485215	0.0165027762625119	0.0684133383695249	0.00780154306603426	0.0285458289526506	0.0328186764457678	0.0169029357363902	0.0240735580537386	0.041491827064536	0.011668817623203	0.0248584585513214	0.01041333390544	0.00764938075278485	0.0130855443475912	0.00832416251285518	0.0263517054806908	0.00815952177554853	0.0137385002401844	0.0274107829115022	0.0092389151938405	0.0101176852473544	0.0176749487035499	0.0207070497969516	0.0119467216949579	0.0122175429153569	0.0248012515541161	0.0181574598687344	0.0112765204584481	0.0136058335496844
OM5_C_4H_3	0.0220282507580952	0.0212624727059327	0.0102112525321284	0.0228841310350971	0.0160917440427613	0.0146311933358493	0.0151078283294212	0.0187746773983023	0.0186124523157332	0.0201941653308903	0.00855259855775843	0.00774098643884324	0.0199512862087608	0.00841527966453949	0.00761501378820996	0.0386255589344608	0.0112546944186566	0	0.0374804418013828	0.0125246642384828	0.000815228503342378	0.0435233287793458	0.0152174940585226	0.00341471781493659	0.0209276910410177	0.00364453056460391	0.00392118186030962	0.0127331829855988	0.0127597092027749	0.00965979757627696	0.0220385107422716	0.0100050665171698	0.0209756601904481	0.0176900567035939	0.00701850524268349	0.00495801711728478	0.0164952418043334	0.0109349056052946	0.0063350509690772	0.0161349234122084	0.0622994500823328	0.00398682036790537	0.027977130951063	0.0265877268439084	0.0128963332199021	0.0249371130938173	0.0338261642978937	0.00656795564516885	0.024585288795651	0.00988727775410198	0.00659470557966149	0.00747473067639366	0.0091014936004067	0.0245563661547305	0.00512781785539557	0.00590832420826474	0.0260610112465003	0.00390490623329207	0.00596766517111568	0.0139919015572897	0.0172724675356813	0.00563604581820277	0.00202158465766289	0.0243527392331551	0.0154964940562824	0.00908878760017735	0.00739728537395963
OM5_C_5A_1	0.0160776227995682	0.0166823350203161	0.0281441951952975	0.0150335638291627	0.029172008159228	0.0490743384493278	0.0276843449248347	0.020544046747073	0.0246537981053488	0.01951370651107	0.039485226897016	0.0369921076437423	0.0188989013585152	0.0323350215156675	0.0444910810905087	0.0165668580321039	0.0394372872127737	0.0374804418013828	0	0.0292953335428364	0.0371200267160519	0.0104337343615584	0.0238141331291711	0.0346620769654973	0.0204786687255666	0.0384934169947963	0.036217156990559	0.033808259380749	0.0255245987452883	0.0323724566770129	0.0165550865535813	0.0298250626784693	0.0582065499886107	0.0219025850269876	0.0321606013624307	0.0393754415294077	0.0253427029387966	0.0454995366477755	0.0428428989172717	0.0238723634190668	0.0342413507746355	0.037978112667546	0.0155423623341155	0.0190852974595136	0.025268784154886	0.0184851731734552	0.0237299695552661	0.0318831874323898	0.0164117897693159	0.0300465414123038	0.0412293869496446	0.0301945711354947	0.0434193788294256	0.0147314518174822	0.0384900988703652	0.0327385654790376	0.0136264451892624	0.0405966350942944	0.0422897200261383	0.0511267360062939	0.0240343378717746	0.0324029621915229	0.0363840678868478	0.0159508984087354	0.0226094474430692	0.0295262855680804	0.0306253167643336
OM5_C_5A_2	0.0138182244141984	0.0137467348795104	0.00906348815375272	0.0162451580964271	0.00556179493079388	0.0213827929572493	0.00284626299241667	0.00974052283579356	0.017082332263069	0.00993116592739467	0.0118757295655812	0.0085686329266467	0.0109899854662271	0.0051165104044473	0.0170813435077469	0.0285238388995626	0.0115286397348803	0.0125246642384828	0.0292953335428364	0	0.0127436575612444	0.0345786011165301	0.0132172694045954	0.00916785635381762	0.010274720213662	0.0112907700828106	0.010416241391942	0.00594797664992812	0.00546993097440172	0.0148701674767311	0.0147244471616164	0.00283280707454734	0.0309191875138025	0.00739898313631855	0.00754555809759314	0.0119098731203592	0.00510819161791821	0.0172533932811016	0.0188257346663047	0.00544400671759968	0.0577302763167153	0.0119380298680692	0.0173448146771951	0.0223120637493473	0.00709078559650042	0.0133985687151227	0.0315747334587997	0.00964180104168845	0.0139428882749185	0.00699100951019982	0.0148986532880339	0.00876590868364045	0.0171052486871369	0.0152697890016132	0.0106023945300971	0.00929872180171715	0.0164103365710095	0.0140716749199243	0.0148217461261567	0.023966327596706	0.00963565410975531	0.00994327200336343	0.0117202035911852	0.0139770069671055	0.00776630275037452	0.00556444338441057	0.0101425013240965
OM5_C_5A_3	0.0217766270754393	0.0209422167261468	0.00994758790528697	0.022493164681607	0.0163899259207413	0.0153119735535657	0.0153130643436317	0.0185961161901074	0.0180663859473565	0.0200976013803	0.00925519211630177	0.00840615146974968	0.0197447278260251	0.00872081203866957	0.00827053425548445	0.0384492636950246	0.0119545470529849	0.000815228503342378	0.0371200267160519	0.0127436575612444	0	0.0431962216849438	0.0147783809538285	0.00358798504695123	0.0208539700333995	0.00441821713237592	0.00414613617254436	0.0132317793523191	0.0126394258087877	0.00897798198892832	0.021700423045962	0.0101406801439692	0.0214306478094556	0.0176178804392547	0.00696645781093365	0.0056377874313671	0.0166043866016076	0.0116977307198057	0.00628409147858356	0.0161187863457169	0.0617000642357727	0.00456981460730851	0.0278511415434826	0.0260861407844791	0.0126657645989281	0.0249137732694567	0.0332162493292536	0.00636134460098024	0.0244685760106915	0.00993862652877217	0.00719633376939142	0.00717364048070917	0.0096735072724965	0.0243271726619621	0.00586208473687722	0.00566353177050725	0.0258491458609818	0.00461776194116921	0.00667429408917434	0.0144312915348915	0.0171063993189722	0.00535912385977934	0.0018930694010807	0.0242142795196424	0.015291925187915	0.0090845900493553	0.00700285710505109
OM5_C_5B_1	0.0233807243783605	0.0224073378277443	0.0352855309113352	0.0210667745691576	0.0351301068734299	0.0555422474613474	0.0330657976121604	0.0252988266422172	0.0284887850371937	0.025459632418301	0.0458684234023281	0.0428780822936696	0.0240087140928868	0.0384585340146988	0.0502513214471337	0.0112505675867354	0.0456703176382548	0.0435233287793458	0.0104337343615584	0.0345786011165301	0.0431962216849438	0	0.0316959488666039	0.0406384513753733	0.0244954020280334	0.0441759085162982	0.0415040359995578	0.0396008760321445	0.0316024419774684	0.0376409838815344	0.021518338150112	0.0354464439665081	0.0642558840954962	0.0274930020386592	0.0373307170488011	0.0446415603764384	0.0312253741339299	0.0515367001029695	0.0489821815640973	0.0292856966218152	0.0294436156884762	0.0444543626244389	0.0178860312750159	0.0210898951525106	0.0307453638861992	0.0224489979366511	0.0238667571254588	0.0387483265141998	0.0209625284079453	0.0369887369128089	0.0478713001340669	0.0367773300357194	0.0502358020156721	0.0194586301304586	0.0439399167732401	0.0381135507965208	0.0182851578627888	0.046705630803123	0.0477918620754598	0.0563676793696152	0.0276316203574282	0.0390855177255385	0.0421053601382752	0.0209428257786253	0.0284178267987609	0.0359302486377356	0.0374401270027327
OM5_C_5B_2	0.00970054938195767	0.010629232879255	0.00573253567762134	0.0112061396446556	0.0146176610767567	0.0269803254100737	0.0135099190204522	0.0116468510727245	0.0138909583431265	0.0113392681612997	0.0182895247566726	0.0167505989044604	0.0113864372005097	0.0124626728466901	0.0224297372888083	0.0299780720417722	0.0194532742872344	0.0152174940585226	0.0238141331291711	0.0132172694045954	0.0147783809538285	0.0316959488666039	0	0.013125497231252	0.0144954369616723	0.0171524761390275	0.0156232087809541	0.0164117301711511	0.00812440646179212	0.0129234606583487	0.0120883396742403	0.0116062819783559	0.0352682953112033	0.0107536678478856	0.0128659595929704	0.0186229196029349	0.0120508301571308	0.0238729955105052	0.0199665046903754	0.0110793691835884	0.0510229222323613	0.015558320532425	0.0193682982014295	0.0185636430083207	0.00883661298691631	0.017161819546124	0.0262427698201827	0.00914928553630654	0.0154891431321995	0.00912920223922292	0.0185769818498711	0.0080888453700041	0.020684880568528	0.0144853863396973	0.0177793956713056	0.0125658505095445	0.0157095390987484	0.0182543274034359	0.0207683933970822	0.0291671005960189	0.0138295375822447	0.00973472101110131	0.0147631328799425	0.0147474939378355	0.0083413155193088	0.0091457060818678	0.00783090655701349
OM5_C_5B_3	0.0190246939485207	0.0183862354751331	0.00775947806768431	0.0201955787360217	0.0129152901240284	0.01610823992394	0.0117315128568749	0.0156521801913085	0.0170204759114801	0.0169020015688142	0.00808192542407729	0.00608346794949271	0.0168428213362891	0.00529454725381712	0.0098708588842668	0.0355875452128646	0.0101846344647385	0.00341471781493659	0.0346620769654973	0.00916785635381762	0.00358798504695123	0.0406384513753733	0.013125497231252	0	0.0176651767217355	0.00410392285943643	0.00336804734636074	0.0100407155647725	0.0095282740147246	0.00951708265879742	0.019237279150943	0.00659808348056767	0.0237277304490247	0.0143692729660768	0.00445196807754711	0.00552206051394845	0.0131103503264475	0.0120944860421564	0.00974841261148345	0.0127683602390087	0.0604670495151097	0.00451748787482481	0.0247601273408225	0.0245737710140727	0.00992101596964558	0.0215755573259597	0.0324253567057795	0.00459892575589888	0.0213114788892303	0.0070628244787615	0.00799334719656177	0.00504479622549697	0.0106208620703443	0.0214708702395422	0.0048436223076772	0.00403565015940223	0.0229327597318532	0.00608550329341142	0.00780039213268728	0.0166952675579463	0.0144132647193393	0.00384702057430893	0.00302574461646976	0.0211027348423278	0.0123904167679752	0.00587174158283719	0.00554506487906883
OM5_C_5D_1	0.00844588183574846	0.00694048522975911	0.0143316605666378	0.0094163270208924	0.0120006975381459	0.0316162877681069	0.00903584704940763	0.00339858106372818	0.0143907427360419	0.00484159276874556	0.0220350261613403	0.0187774796312871	0.00380214729942571	0.0147647062216494	0.0266607137598078	0.0184215790494837	0.0216792673475285	0.0209276910410177	0.0204786687255666	0.010274720213662	0.0208539700333995	0.0244954020280334	0.0144954369616723	0.0176651767217355	0	0.020620333073068	0.0184917723012258	0.015580724116793	0.00900470816412163	0.0185211974339404	0.00725912085520909	0.0116015975042132	0.0407145786358042	0.0045951840965384	0.014423715973655	0.0210125043095628	0.00809082015830004	0.027446414154579	0.0270606768105726	0.00557030049894851	0.04887295585049	0.021324423588074	0.00720118730603997	0.0155292660745636	0.00872937359223287	0.00488516503225343	0.0252036402823233	0.0169247786353047	0.00462434908320143	0.0145842009360798	0.0246177429524723	0.0150958058750916	0.0269609360517228	0.00592248152153306	0.0200975958733429	0.0158286272138834	0.00686966528749211	0.0234505568461874	0.0241910284244852	0.0330927443413371	0.00609907091675437	0.0172284520837008	0.0196115693715683	0.00498868476007577	0.00669664296327857	0.0130925508389891	0.016276342728772
OM5_C_5D_2	0.0227698678396105	0.0221253716734416	0.0116538827805514	0.0240518217008317	0.0146825368417973	0.0128588774220785	0.0139136020095262	0.0189820617090843	0.020324013938338	0.0202046061812754	0.00636244680345652	0.00507433844052071	0.0203017808586911	0.00741900582994225	0.00610884804460066	0.0385030076593762	0.00868912451979899	0.00364453056460391	0.0384934169947963	0.0112907700828106	0.00441821713237592	0.0441759085162982	0.0171524761390275	0.00410392285943643	0.020620333073068	0	0.00376265131388101	0.0105475361777801	0.0130915484765493	0.0122422298420047	0.0229060851335128	0.00932424099684846	0.0201934958379237	0.0175924516834536	0.0071938523953216	0.00207636469670035	0.0157729203087635	0.00855129993759748	0.00835529927065152	0.0158117639783899	0.0641510070510071	0.00387967392818849	0.0278052070644452	0.0280128715035704	0.0135239547606729	0.0244343610065097	0.0357301700948564	0.00825683599094782	0.0245032398391274	0.0101615684313996	0.00598141590346745	0.00911236239359252	0.00838699858968341	0.0249412120977663	0.00158583372171202	0.00703186508441298	0.0263677150638825	0.00327752047025486	0.00386387944040059	0.013069527386961	0.017307068532257	0.00761084771146993	0.0041888682393572	0.0243927759760411	0.016006085060942	0.0093662845590453	0.00949940092498123
OM5_C_5D_3	0.0209517807421094	0.0196320018648683	0.0106187310049012	0.0214512032084283	0.0148939105504492	0.0165601659430004	0.0132214000667994	0.0165847856130591	0.0167793885415218	0.0185696399331869	0.0096728487421179	0.00739813533464255	0.0179703195122018	0.00766496974972579	0.00907222297792011	0.0358772772958973	0.0116953784860048	0.00392118186030962	0.036217156990559	0.010416241391942	0.00414613617254436	0.0415040359995578	0.0156232087809541	0.00336804734636074	0.0184917723012258	0.00376265131388101	0	0.011701163708279	0.0113559613279746	0.00899397349026486	0.020193763649869	0.00814976331622762	0.0229541887002699	0.0158653149257006	0.00419709896280088	0.0037674025883802	0.0149666440209348	0.0122378114360397	0.00924192489115222	0.0141756648344581	0.0607976410586097	0.00648272013673399	0.0255630674062413	0.0245779020807948	0.011010336063346	0.0227200961547947	0.0321362059967602	0.00777380495545378	0.0225288825233403	0.010134807589823	0.00933400480135921	0.00767973074369831	0.011864689554741	0.0225854522318026	0.00414110594007065	0.00375173339164823	0.0241055988394476	0.00633527169792046	0.00655986991984117	0.0149952859402049	0.0144256706053136	0.00685401082910551	0.00242870755284564	0.0224202101896848	0.0138363450850044	0.00847985056328445	0.00824826104869466
OM5_C_5E_1	0.0181376384686625	0.0190804138558689	0.0114388029017884	0.0215160929688159	0.00524212129568566	0.01707135813827	0.0065878917810633	0.0153958878671676	0.0225620481728609	0.0144118371015906	0.0080128165710681	0.00577680174595849	0.0164370653792449	0.00527320864545687	0.0150416743960571	0.0335422193353547	0.00647543005759987	0.0127331829855988	0.033808259380749	0.00594797664992812	0.0132317793523191	0.0396008760321445	0.0164117301711511	0.0100407155647725	0.015580724116793	0.0105475361777801	0.011701163708279	0	0.0102920976765144	0.0184412441144343	0.020282993922775	0.00686731265090148	0.0278038439251672	0.0124085421888963	0.010829011762223	0.0114408381394613	0.00851879738428393	0.0134769567444073	0.0184231478448357	0.0106896732672636	0.0633650288191984	0.0104305072975161	0.022261774627866	0.0281601030747862	0.0124935577512526	0.0176929633471158	0.037341227471205	0.0107949838748271	0.0186716803927817	0.00776118152441806	0.0122398278646999	0.0112098994792304	0.0138052096264642	0.0204680021244878	0.00971076302095414	0.0122391559501961	0.0214148895727826	0.0126169925358168	0.0134266256645741	0.0221875827777357	0.0155681478972073	0.0112752650323659	0.0127920618935601	0.0186957285327771	0.0131037785892367	0.00807544357787451	0.0122377691615565
OM5_C_5E_2	0.00977322318514338	0.00954143486620371	0.00553764635443044	0.0117231390766577	0.00858230547606181	0.0240858296877972	0.00610969456291576	0.00687363819506517	0.0132767102684478	0.00746683310159857	0.0145105374011975	0.0117113505340455	0.00772727634449585	0.0070972595773402	0.019133987152432	0.0270381053635236	0.0149695155533896	0.0127597092027749	0.0255245987452883	0.00546993097440172	0.0126394258087877	0.0316024419774684	0.00812440646179212	0.0095282740147246	0.00900470816412163	0.0130915484765493	0.0113559613279746	0.0102920976765144	0	0.012252466597837	0.0107397792357944	0.00453834127496983	0.0330502144190835	0.00509813898950559	0.0076341361913826	0.0140653167863183	0.00569972013710512	0.0201703177935778	0.0188864006757724	0.00406545091641193	0.0535001798085003	0.012947174125366	0.0157616210906914	0.0184449498742104	0.00306979697726713	0.012596230389237	0.027516800888288	0.00795035331444778	0.0119853824687319	0.00607768106130662	0.0163235880280394	0.00625410545605691	0.018704502123381	0.0122411535183468	0.0130234607341652	0.00861962382765009	0.0135983305674277	0.0154162395804171	0.0169259191368483	0.0260313746986124	0.00800289558106517	0.0083552703162545	0.0118063119690978	0.0116826992090534	0.00328040690377585	0.004375935473912	0.00743640982300369
OM5_C_5E_3	0.019169287056072	0.0167058017070729	0.0110539081410786	0.0175368313683864	0.0196201687242151	0.024236989063735	0.0171450447242152	0.0155490015487839	0.0101007521856301	0.0186467570057922	0.0174979714270033	0.0154681302445645	0.0165347846309896	0.0134017645524649	0.0164935146253717	0.0337033237014976	0.0196980524369124	0.00965979757627696	0.0323724566770129	0.0148701674767311	0.00897798198892832	0.0376409838815344	0.0129234606583487	0.00951708265879742	0.0185211974339404	0.0122422298420047	0.00899397349026486	0.0184412441144343	0.012252466597837	0	0.0168380557631886	0.0123399828687381	0.0289066695599657	0.0164311555730832	0.00806214541851695	0.0125285997357686	0.0177641504486509	0.0204542712408931	0.0125681050979045	0.0155702386012257	0.0535797534038553	0.013117207757915	0.0244922329007149	0.0184664695882317	0.0103351028706341	0.0231516869554058	0.0245860617018105	0.0101039788628984	0.0218870757507624	0.0134906931690664	0.0161178169997979	0.00875113781416004	0.0185844273991675	0.020528056514052	0.0130447990158441	0.00642578308113545	0.0222064147182102	0.0134795566375159	0.0145189929997356	0.0209475752725645	0.0134593034294732	0.00914844672390496	0.00814643883249988	0.0215655194386353	0.013098252479025	0.0115657784848249	0.00864256786713057
OM5_C_5F_1	0.00667686931889849	0.00193420734908674	0.0144340284464372	0.00272977117599923	0.0170319998011984	0.0346911874536198	0.014201908147402	0.00525748041003486	0.0100630111704236	0.00784128405320458	0.0252094119508218	0.0222356715147451	0.00418924696187274	0.0177739454815362	0.0289425090802613	0.0183024499884109	0.0256049732507654	0.0220385107422716	0.0165550865535813	0.0147244471616164	0.021700423045962	0.021518338150112	0.0120883396742403	0.019237279150943	0.00725912085520909	0.0229060851335128	0.020193763649869	0.020282993922775	0.0107397792357944	0.0168380557631886	0	0.0147337022527382	0.0428870909406567	0.00830004569386061	0.0160613798894233	0.0234858937019718	0.01275168826184	0.0306395685425328	0.0275365768759154	0.00974537774705929	0.0431109436965898	0.0231903999105758	0.00905172503260023	0.00964757746974952	0.00939358432299717	0.00989260504098734	0.0190784976142698	0.0175539348786759	0.00733158850452376	0.01646508976064	0.0266863105517818	0.0154456893471457	0.0291535348960299	0.00433850406791489	0.0228455096773272	0.0167044777977911	0.00590441851460371	0.0253189267971297	0.0265408818944027	0.0351403629354601	0.00793070685590057	0.0177573393514146	0.0206381469587467	0.00685633061240091	0.0074758573562453	0.0149645322879621	0.016182312715075
OM5_C_5F_2	0.014091851268686	0.0137570545861522	0.00690884497562676	0.0160431710122551	0.00749134153125291	0.0202644896090502	0.00531439940712845	0.0102345252683572	0.0157261475989838	0.0109614018844665	0.0107637519522954	0.0075374349830372	0.0114736419632529	0.00347790627555902	0.0153359708542047	0.0299058342379315	0.0111468906428935	0.0100050665171698	0.0298250626784693	0.00283280707454734	0.0101406801439692	0.0354464439665081	0.0116062819783559	0.00659808348056767	0.0116015975042132	0.00932424099684846	0.00814976331622762	0.00686731265090148	0.00453834127496983	0.0123399828687381	0.0147337022527382	0	0.0293201016553332	0.00833062799069492	0.00518796247060789	0.0101478271000756	0.00681828467103425	0.0161204813880341	0.0163374688088613	0.00650975364820109	0.0574780868413591	0.00981088242123307	0.0187628066040761	0.0217536905088006	0.00590547726950897	0.015186823694059	0.0306907469588945	0.00703321854055528	0.0152613620262167	0.00531695425339397	0.0130518173722288	0.00606589099174511	0.0154306444943229	0.0160239665512989	0.0089426117377388	0.00672451882309764	0.0173310686242403	0.0119943963493571	0.0130635173761453	0.0222678787568922	0.00980679093995954	0.00721523596813087	0.00916095149805601	0.0151615658475736	0.00744461318195757	0.00322620661609622	0.00746084357207133
OM5_C_5F_3	0.0424209397328307	0.0420946510002944	0.0302603414626438	0.0438180858553528	0.0328364073762933	0.0120614700587232	0.0332307811987974	0.0391587529759073	0.0386631262944789	0.0400892226498938	0.020265157599354	0.0226192799533019	0.0404502957154708	0.0266913155601752	0.0141040559803123	0.0584440228571095	0.021931113639439	0.0209756601904481	0.0582065499886107	0.0309191875138025	0.0214306478094556	0.0642558840954962	0.0352682953112033	0.0237277304490247	0.0407145786358042	0.0201934958379237	0.0229541887002699	0.0278038439251672	0.0330502144190835	0.0289066695599657	0.0428870909406567	0.0293201016553332	0	0.0375981736089449	0.0270785977211562	0.0199271084333941	0.0351465075634417	0.0143873128101705	0.0166708028850744	0.0358126859057511	0.0823916225201211	0.0203589462089754	0.0478992767806228	0.0469251743569645	0.0335802271867003	0.0442932853888174	0.0532072358563088	0.0264592926819476	0.0445617670654862	0.0287285540186571	0.0173925434913892	0.0280869096407413	0.0157687393502126	0.0450832937039844	0.0206490509445235	0.0263817236820319	0.0464984452181342	0.0176868212013074	0.0166640948036555	0.00944730891688845	0.0372500553329936	0.0259130562091502	0.0223949238662434	0.0444469048438782	0.0360620849036071	0.0289254975185102	0.0277946766045182
OM5_C_5G_1	0.00687140963433929	0.00704825682348737	0.0101310115501442	0.00963512544283704	0.0087553276822396	0.0281488824628898	0.00612179088319255	0.00384053325705165	0.0144776783068607	0.00281435611704861	0.0184406690154718	0.0154976697416536	0.00423898053611643	0.0111047325190807	0.0236399598743094	0.022572952297861	0.0182335563229601	0.0176900567035939	0.0219025850269876	0.00739898313631855	0.0176178804392547	0.0274930020386592	0.0107536678478856	0.0143692729660768	0.0045951840965384	0.0175924516834536	0.0158653149257006	0.0124085421888963	0.00509813898950559	0.0164311555730832	0.00830004569386061	0.00833062799069492	0.0375981736089449	0	0.011938983720388	0.0183555521647036	0.00447590039275728	0.0242145657081294	0.0238897747536982	0.00198505149284883	0.051217088664525	0.0176681903981255	0.0110006417241257	0.0173427181903249	0.00611599702299398	0.00751591542428754	0.0269101010169577	0.0129460027787391	0.00706557762488104	0.0102630188683552	0.0209116442385847	0.0113335355538311	0.0231843827557355	0.00812575330525117	0.0172514596629971	0.0132156494802143	0.00921700374922164	0.02013404997557	0.0213533307321101	0.0304999128367942	0.00718755671395038	0.0134281325720017	0.0166515910929933	0.00687201314989685	0.00356923924452621	0.0091281422575613	0.0124523827266135
