	OM5_B_B_1	OM5_B_B_3	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_1	OM5_H_2H_2	OM5_H_6A_2	OM5_H_6B_2	OM5_H_6C_1	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6H_2
OM5_C_5F_3	0.0153115256647433	0.00432978756115288	0.00750938268584678	0.00385873868867572	0.0201172777943624	0.0135973205739274	0.0120314255768462	0.00424322223320713	0.0137310546952448	0.00773892699224557	0.0148554494745338	0.0132764583787441	0.0216134149403609	0.00737699831801804	0.0216411622001909	0.0092919419104705	0.0109696751100878	0.0004823036171127	0.00421606901583715	0.00749746850577441	0	0.00849332080152935	0.0147297423474271	0.0187230198508302	0.016949446708565	0.0191246291247454	0.000759877581419563	0.00432392153156899	0.0165428516726785	0.00979734045402041	0.0136684142805603	0.00795610178871001	0.00536958352926667	0.0070878958554691	0.0123875377578208	0.02588846078361	0.0133677786857597	0.0100456945200195	0.0190691519414891	0.0171762684821031	0.0137936546244915	0.0189692081079295	0.0297475683190448	0.0169665711114415
OM5_C_5G_1	0.0236867725229455	0.00683447382922766	0.0159906475606132	0.00600080889129406	0.0116640504188569	0.00542251143410558	0.00430535033231324	0.00472387429436522	0.0054432697581062	0.00351083552860643	0.00728773822150806	0.0217024275360155	0.0300312281076062	0.00206429419698233	0.0131564728758277	0.0175185951888984	0.00260024408018393	0.0087066981814152	0.0070997785073826	0.015286349509218	0.00849332080152935	0	0.00626840733688998	0.0117133687927149	0.00845667904029174	0.010713839564735	0.00918294200774006	0.00530322293477004	0.00811717594580051	0.00313575069462885	0.00520075565530978	0.0159545550925743	0.0137652341615317	0.0150725169326438	0.00397249816943099	0.0173976327826105	0.00623379005453501	0.00159976193342405	0.0106946251730916	0.00868449521723723	0.00548000809616184	0.0108502205267479	0.0212598028084286	0.00856576704590977
OM5_C_5G_2	0.0297789096896745	0.0128437099054251	0.0222370527430796	0.0121463799232743	0.00539606398873911	0.00197367542238224	0.00480208156831939	0.0107309558529628	0.00292307319177623	0.00865400909113522	0.00550116361045688	0.0278406861165258	0.0362955148097387	0.00754772092852563	0.00692490784947526	0.0235594585214044	0.00415092604386581	0.0149139032774366	0.0131211021143898	0.0215060241458256	0.0147297423474271	0.00626840733688998	0	0.00931837400286965	0.00239963446677688	0.00514894348344047	0.0154336712187086	0.0114373279732554	0.00288863977214483	0.00581882952450186	0.00106840980930736	0.022197106388697	0.0199223965981198	0.0213174983991366	0.00294863537438045	0.0112382238039805	0.00604625802613493	0.00483374597220872	0.00529105468868335	0.00255106218832053	0.00279231142432439	0.00629281957267249	0.0151123137783618	0.00338156610496671
OM5_C_5H_2	0.0337681074334356	0.0149925671290933	0.0254775066393439	0.0149841245149767	0.010251019047381	0.011094051689268	0.00741453677922336	0.0160634606432733	0.00713315546524638	0.0109908985657204	0.00450517445283491	0.0316554092789086	0.0384705216283954	0.0137665120972048	0.010177426703265	0.0279752936392584	0.009409885620657	0.0190999427963764	0.0152361395966372	0.0233586804479239	0.0187230198508302	0.0117133687927149	0.00931837400286965	0	0.008227341570036	0.00664999145518919	0.0191998168096195	0.014423071115667	0.00680555477367377	0.0135359965007111	0.00944393547253853	0.0242389399866806	0.0239971115351636	0.023465216777491	0.00855665918565006	0.0120738378467986	0.00554025409667969	0.0103519846870617	0.00624900260460617	0.00844473728126593	0.00719711064754052	0.00439697342235567	0.0149824510477156	0.00648363855363111
OM5_C_5H_3	0.0320877134360138	0.0147552202021792	0.024441744986432	0.0141511273011607	0.00345438960464316	0.00424690021366401	0.00600491249342283	0.0130387925019483	0.00382693863462063	0.0103995759976793	0.00541910603309695	0.0301293154341761	0.0384407224832926	0.00988614322661858	0.00473834074363564	0.0258828781078677	0.00608068118477384	0.0171579849480315	0.0150352368764263	0.0235255073194676	0.016949446708565	0.00845667904029174	0.00239963446677688	0.008227341570036	0	0.00284973180828908	0.0176356784155394	0.0134438631196027	0.0015040523452345	0.00821791155595037	0.00336527854020269	0.0242501406525724	0.022198908248706	0.0233768629726832	0.00468997265103478	0.00894313858520867	0.00653670562470045	0.00692436435835223	0.00306450346886196	0.000308826038955941	0.0037061933519907	0.00444732041727359	0.0128102669869035	0.00174448059946682
OM5_C_6A_1	0.0343863604856576	0.0164885010151821	0.0265450458301445	0.0160250787637567	0.00360361670708515	0.00707045102440398	0.00740253434061324	0.0154125685015501	0.00542149234707448	0.0120376975101247	0.00558513281928628	0.0323849259218721	0.0403919668928308	0.0123555616727487	0.00374817825034941	0.0282299048564389	0.00816170200017133	0.0193756151756557	0.0167671483405182	0.0253204312794707	0.0191246291247454	0.010713839564735	0.00514894348344047	0.00664999145518919	0.00284973180828908	0	0.0197742258387413	0.0153331263832229	0.0025973566874243	0.0109185598895491	0.00597945503034484	0.0260938985063449	0.0244521253926522	0.0252362327080789	0.00675087295234071	0.00707062052989959	0.00712254344069042	0.0091201333292023	0.000402619338393942	0.00284672621070711	0.00534689432038454	0.00227308239536142	0.0107978562801112	0.00215840700897636
OM5_C_6B_1	0.0147179613134148	0.00453689192622636	0.0068081448771253	0.00423868244647158	0.0208251127920356	0.0143288414480664	0.0126243953218279	0.00499943453601163	0.0143690516334737	0.00824505500197341	0.0154102692048256	0.0126619531260088	0.0208880901483117	0.00811838895948437	0.0223373608404685	0.00877860332593806	0.0116301945282198	0.00090761850677561	0.00438171751932579	0.00674649163441092	0.000759877581419563	0.00918294200774006	0.0154336712187086	0.0191998168096195	0.0176356784155394	0.0197742258387413	0	0.00477784198388757	0.0171990874634751	0.0105504946859303	0.0143701385461043	0.00719691901766564	0.00481077157810746	0.00632970382246587	0.0130494368909347	0.0265702941114848	0.0138980731410437	0.0107208948652557	0.019710532423513	0.0178663366041288	0.0144350894831104	0.0195683069602114	0.0304250898834646	0.0176164434932811
OM5_C_6B_2	0.0194399824248728	0.00162984082545998	0.0113043415364793	0.00070936142192387	0.0167898948089363	0.0107256044931554	0.00801187110148446	0.00369917536841906	0.00991755760812945	0.003486490905739	0.0106910836526359	0.0173562869625453	0.0250687814866609	0.00521557896270804	0.0181815282550967	0.0135561363590903	0.00736608509213665	0.00473224806072357	0.00186207031719694	0.0100855075325754	0.00432392153156899	0.00530322293477004	0.0114373279732554	0.014423071115667	0.0134438631196027	0.0153331263832229	0.00477784198388757	0	0.0128125401532961	0.00771381855120082	0.0103755980551704	0.0108099063415422	0.00958287201936801	0.00993930453579584	0.00875767825391451	0.0222823416617069	0.00914779304477814	0.00660428132399323	0.0152306554404298	0.0137025273392182	0.0100000110135649	0.0149357149422626	0.026096074176594	0.0131919129045499
OM5_C_6B_3	0.0317945310428771	0.0140233756234505	0.0239813087270162	0.0135107560416931	0.00462544434388377	0.00485999925079295	0.00501485931886658	0.0128160255773302	0.00290855405096569	0.00959289812645769	0.0039708909857949	0.0297972107337619	0.0378744487230478	0.00977174928955506	0.00558774554469832	0.0256340778513763	0.00557417640580041	0.0167880602722145	0.0143032138317285	0.0228464851032497	0.0165428516726785	0.00811717594580051	0.00288863977214483	0.00680555477367377	0.0015040523452345	0.0025973566874243	0.0171990874634751	0.0128125401532961	0	0.00844553012997965	0.00352331935152576	0.0236034465068043	0.0218625336341501	0.022739707056594	0.00415895175988011	0.00948086600084464	0.00521140080952165	0.00652476448600915	0.00260920997474422	0.00178097338216129	0.0028172006045422	0.00340469764475722	0.0132855280085284	0.000505119595873452
OM5_C_6D_1	0.0243026306733755	0.00933886213737967	0.0171863674474519	0.00834040698815541	0.0108576130802645	0.00414429814409406	0.00637540799149702	0.00555786931658717	0.00651095612945557	0.00662580916676178	0.00904137921796823	0.0224427182993314	0.0313227809161224	0.00254909726454597	0.0125271305813023	0.0180574043264032	0.00424424593243949	0.00986626780233239	0.0095758036492705	0.0171245346306671	0.00979734045402041	0.00313575069462885	0.00581882952450186	0.0135359965007111	0.00821791155595037	0.0109185598895491	0.0105504946859303	0.00771381855120082	0.00844553012997965	0	0.00494207651967524	0.0176833812382002	0.0146321545210933	0.016802144647645	0.00499679743373358	0.0168986354900551	0.00843275819391105	0.00351924697130381	0.0110149112944397	0.00835415757850289	0.00648089137492419	0.0116791350890993	0.0207581053236574	0.00894760273699529
OM5_C_6D_2	0.0287437875531149	0.0117929660435626	0.021174857689511	0.0110844140885076	0.00646346445225234	0.00167562180618319	0.00406183385801746	0.00969196364833628	0.00252983338973485	0.00764632432388907	0.00531181442707214	0.0267976520125203	0.0352291536215893	0.00652428644463723	0.00797779390259187	0.02253047756458	0.00313158829528883	0.0138568926216789	0.0120697172133866	0.0204405791691929	0.0136684142805603	0.00520075565530978	0.00106840980930736	0.00944393547253853	0.00336527854020269	0.00597945503034484	0.0143701385461043	0.0103755980551704	0.00352331935152576	0.00494207651967524	0	0.0211298796879064	0.0188744435099557	0.0202500689870067	0.00206024806769012	0.0122721242730245	0.00556908507775973	0.0037714832715539	0.00607351907245299	0.00355320702042234	0.00241981678141169	0.00685267819186814	0.0161452254770191	0.00402821269099125
