	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0130443906614511	0.0170911167749259	0.0199008173364192	0.0284818758182081	0.00833202876150914	0.0167745854007161	0.0077519889385712	0.00918435603796832	0.00841491870680939	0.0173766211800798	0.0151305737282996	0.0191477960131907	0.0137719820894975	0.0186126969728892	0.00733611252244472	0.0162581431808355	0.0186021958249415	0.0180273655225712	0.0161322014918415	0.00578261603895968	0.0173950370845231	0.010478942658304	0.0888879549424759
OM5_C_4A	0.0130443906614511	0	0.0264809564652471	0.0282950757358802	0.0370790336213134	0.0135523956240615	0.0259433450516542	0.0174229113511063	0.0179729636906615	0.0122541383654793	0.0258854027892265	0.00854550756608522	0.0267398614763747	0.0215018337948161	0.0281555252630106	0.0133159021721533	0.0238466169736419	0.0270293996599231	0.0234299765344937	0.0245142843841844	0.0107089723738963	0.026421584468871	0.0176196316836509	0.0805584936380311
OM5_C_4D	0.0170911167749259	0.0264809564652471	0	0.00722993624536695	0.0116289010365399	0.0146886267699647	0.00345877552380284	0.0133495202979224	0.0105010826298149	0.0159342571285737	0.00509403210039309	0.0291891583524239	0.00654442257039969	0.00763960511013184	0.0107173511937803	0.0182828333633645	0.0103089917844249	0.0042741070839982	0.00842125464899469	0.00684796645132334	0.0192613507271542	0.00547979947156648	0.011389549451166	0.104990145655742
OM5_C_4E	0.0199008173364192	0.0282950757358802	0.00722993624536695	0	0.0115103488841278	0.0157758178566252	0.00946292267897772	0.0161345895981092	0.0120591047576268	0.0189209123384699	0.0084957982114096	0.0293102180720988	0.0110166415789544	0.0125503541654709	0.00671802713425992	0.0189338080408189	0.0142611216881012	0.00821675881365797	0.0113054051095935	0.00469508094350121	0.0216129170126701	0.0109379689241988	0.012476592823862	0.105474893607751
OM5_C_4F	0.0284818758182081	0.0370790336213134	0.0116289010365399	0.0115103488841278	0	0.0247837343406995	0.0130920288200359	0.0238199574173034	0.0213044935031665	0.0262654754997322	0.0135233520103888	0.0394793974793887	0.0123705515121156	0.017629985577066	0.0164673599862791	0.0289267497371328	0.0171379502515436	0.01186659034375	0.0156613141599766	0.0151255612280707	0.0306244571799994	0.0140456251874356	0.0209317471283431	0.115624311299124
OM5_C_4H	0.00833202876150914	0.0135523956240615	0.0146886267699647	0.0157758178566252	0.0247837343406995	0	0.0153565881151919	0.0096967893626305	0.00657130720240093	0.00775220761280224	0.0156271831945915	0.0151380706517111	0.0165474383352471	0.0127362505436098	0.0157335029540773	0.00693014381717118	0.0135845982285741	0.015474847138867	0.0143937710408568	0.0126448539263119	0.0105693866227574	0.0166629370366011	0.00637396894687435	0.0911627908714879
OM5_C_5A	0.0167745854007161	0.0259433450516542	0.00345877552380284	0.00946292267897772	0.0130920288200359	0.0153565881151919	0	0.0123204708324547	0.0115220910879261	0.0149340461289321	0.00314704123156448	0.0292676938803237	0.00486193424340189	0.00525046619577716	0.0131539963154694	0.0190331796401062	0.00996872306803864	0.00660814065823728	0.00755199212863828	0.008506298803106	0.0183341657023164	0.00220723035196216	0.0114792715836764	0.105060924357585
OM5_C_5B	0.0077519889385712	0.0174229113511063	0.0133495202979224	0.0161345895981092	0.0238199574173034	0.0096967893626305	0.0123204708324547	0	0.010127622450775	0.00712707110939565	0.0127486014925662	0.0197167000502336	0.0137734392134857	0.00939467258802448	0.0167462091932649	0.0125683281363997	0.010868681126711	0.0162951642385909	0.0147839056185236	0.0134447438912598	0.0100020438963046	0.0128619448641727	0.00632046305848547	0.094926339274311
OM5_C_5D	0.00918435603796832	0.0179729636906615	0.0105010826298149	0.0120591047576268	0.0213044935031665	0.00657130720240093	0.0115220910879261	0.010127622450775	0	0.0110822708842461	0.0117320076582162	0.019592379075598	0.0143851455938018	0.0104305431701253	0.0110829076259679	0.00792958086545502	0.014000557420469	0.0108513283592775	0.012000492583442	0.00805135780252792	0.011353988419682	0.0127379988637975	0.00806268098899344	0.0948248883957238
OM5_C_5E	0.00841491870680939	0.0122541383654793	0.0159342571285737	0.0189209123384699	0.0262654754997322	0.00775220761280224	0.0149340461289321	0.00712707110939565	0.0110822708842461	0	0.0153052539190226	0.0168343553369544	0.0151734850414152	0.0104148089858002	0.0204275429948529	0.0122059054923488	0.0120532417450348	0.0176356598092044	0.0139754509028307	0.0158897195026332	0.00886290151519262	0.0155090037790984	0.00749184931747504	0.0920170068398123
