	OM5_B_B_2	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5B_2	0.00831459282918402	0.00582838545429498	0.00960300519355336	0.022187215455946	0.0068622269987601	0.0022573543648568	0.0105529431963499	0.00828347860537048	0.00973346697155096	0.0153664453958516	0.00105383914061123	0.00881576684290156	0.00656008475659681	0.0106882407465499	0.0133458921675166	0.0125435158534563	0.00755002542573978	0.00198055585200269	0.00101175583922985	0.00615290302533374	0	0.00923596572075625	0.0073665017332435	0.00181614648255401	0.029710146616464	0.00268770118219164	0.089594626918366	0.104065593017991	0.0807068756186019	0.0210816789990367	0.000103581506362551	0.0184084741836863	0.00667657950470694	0.00313352128484141	0.0109544576617922	0.00761975875176055	0.0135255883485062	0.0323145439406987	0.000570518088621176	0.00432136701512721	0.0213425991680472	0.00725860863675263	0.00729090608498058	0.00106323831653061	0.00667657950470694	0.000110857623380895	0.000660999219308583	0.00635998839332608	0.0119238736538858	0.00975218555356916	0.00553706951511659	0.00786983980865277	0.0112101776180833	0.000773418067633212	0.0113597844550469	0.00101679480578113	0.0136671774688715	0.02235511070111	0.00995048061453874	0.0134519784630583	0.0222804690316679	0.00722174941738378	0.00105681861819118	0.00848422878693894
OM5_C_5B_3	0.000921397493975927	0.00340764402787436	0.000367050794027904	0.0129521744350933	0.0160978385492975	0.0114932368689674	0.00131702212148977	0.000952512453248685	0.000497516804954071	0.00613078250065411	0.00818215424702313	0.0180512224429454	0.00267593732527624	0.00145232489039236	0.00411010271706998	0.00330768344617426	0.00168598116911113	0.00725545598076403	0.0102476882998477	0.0153885651576785	0.00923596572075625	0	0.0166020753657893	0.00741986247969768	0.0389424079979888	0.01192356411632	0.0988021767797626	0.113263647624855	0.0899195677471475	0.0118465167572232	0.00933954412385286	0.00917305150096677	0.00255944108155248	0.0123693626943256	0.0017185524181859	0.00161624651471518	0.00428980908698675	0.0230809824260783	0.00866546349420365	0.0135571448603834	0.012107464822624	0.0164941905189408	0.0165264855054862	0.0102991689092876	0.00255944108155248	0.00934682001970835	0.00989694395353725	0.00287603605392764	0.00268801091065558	0.000516236003104837	0.0147727729509279	0.0171053739709632	0.0019742829981112	0.0084625686531558	0.00212389624551819	0.0082191977300446	0.00443140638214742	0.0131200887819094	0.000714537731324626	0.00421619500264449	0.0130454385978513	0.00201426301100082	0.00817917483753271	0.000751757416535055
OM5_C_5D_1	0.0156807612033255	0.0131946905972351	0.0169690902311385	0.0295520383187046	0.000504283573548924	0.00510917683435138	0.0179189613399475	0.0156496488868046	0.0170995430962063	0.0227320533981868	0.00842031819796982	0.0014492977414816	0.0139263529359243	0.0180542489860966	0.0207116868199815	0.0199093788102045	0.0149162392311049	0.00934701027568289	0.00635476232169946	0.00121361778182794	0.0073665017332435	0.0166020753657893	0	0.00918260559706204	0.0223453398464774	0.00467883267857499	0.0822470335924971	0.0967249858938102	0.0733555453053398	0.0284466453874523	0.00726292214882086	0.0257737615994354	0.0140428415459794	0.00423301433514564	0.0183204461396049	0.0149859685376566	0.020891367250883	0.0396777582299259	0.00793700825069335	0.00304516833453759	0.0287075322506062	0.000107895097049644	7.55970571256395e-05	0.00630328054044531	0.0140428415459794	0.00725564616530881	0.00670551383910036	0.013726266953396	0.0192897870978323	0.0171182603922428	0.00182945809388501	0.000503348192881577	0.0185761467710451	0.00813990371352398	0.0187257421466322	0.00838327475656427	0.0210329438443857	0.0297199112158493	0.017316541719871	0.0208177638372723	0.0296452794996706	0.0145879818101419	0.00842329760343338	0.0158503866751277
OM5_C_5D_2	0.00649848043697902	0.00401225372205228	0.00778690589691348	0.0203713546399731	0.00867833595894921	0.00407349505172766	0.00873685489941429	0.00646736592285585	0.00791736911797074	0.0135504303947753	0.000762307848397898	0.0106318542781378	0.00474395790526988	0.0088721541091499	0.0115298428255224	0.0107274543092274	0.00573390625443264	0.000164409574859981	0.00282790051835162	0.00796901861236109	0.00181614648255401	0.00741986247969768	0.00918260559706204	0	0.0315257035194831	0.00450384003540036	0.0914055993785564	0.105874762908441	0.0825188191577433	0.0192657891779659	0.00191972786401454	0.0165925206489204	0.00486045349287457	0.004949657992376	0.00913837435736849	0.00580364016814562	0.0117095418510199	0.0304990213442798	0.00124562884212715	0.00613749678361687	0.0195267160523709	0.00907471361788074	0.00910701073318914	0.00287938286934273	0.00486045349287457	0.00192700397111305	0.00247714466975428	0.00454386014003481	0.0101078032442476	0.00793608790879806	0.00735319034185969	0.00968593826634589	0.00939409759965896	0.00104272892334781	0.00954370639743609	0.000799352189203397	0.0118511332414829	0.0205392544260858	0.00813438520907168	0.0116359307954148	0.0204646107334265	0.00540562756208613	0.000759328370304961	0.00666811799896763
OM5_C_5E_1	0.0380214836087887	0.0355363991060402	0.0393092639272048	0.0518854979562324	0.0228495341728846	0.0274534303758917	0.0402587139934627	0.0379903842250049	0.0394396597963234	0.0450694573787387	0.0307636519202262	0.0208962766851377	0.0362677811775777	0.0403939405330572	0.0430501204829871	0.0422482037903367	0.0372572750857402	0.0316900561627927	0.028698689762759	0.0235587361820112	0.029710146616464	0.0389424079979888	0.0223453398464774	0.0315257035194831	0	0.0270231933036168	0.0599402840345598	0.0744362082662535	0.0510394556568864	0.0507807934647748	0.0296065966878838	0.0481094957679685	0.0363842244004746	0.0265774828707316	0.0406600166220215	0.0373269761792372	0.0432297119072218	0.0620040248130228	0.0302804868149272	0.025389909368812	0.0510415195624116	0.0224532161793063	0.0224209237743516	0.0286472219355603	0.0363842244004746	0.0295993227813327	0.0290493451173347	0.0360677726632063	0.0416289074404243	0.0394583688929681	0.0241744554031666	0.0218420768095684	0.0409155999275197	0.030483321913017	0.0410651261922828	0.0307266197082747	0.0433712180161637	0.0520532646378347	0.0396565630268193	0.043156145014469	0.0519786801963814	0.0369291494678923	0.0307666304215759	0.0381910383069523
OM5_C_5E_2	0.0110022086365897	0.00851604032456745	0.0122905962105745	0.0248744007497737	0.00417455251993665	0.000430347723010598	0.0132405139463864	0.0109710949730559	0.0124210553051937	0.0180538874714943	0.00374153664529703	0.00612811601422917	0.0092477293304039	0.0133758084725975	0.0160333935437027	0.0152310386555902	0.0102376544763229	0.00466824841030222	0.00167594692414517	0.00346522171875672	0.00268770118219164	0.01192356411632	0.00467883267857499	0.00450384003540036	0.0270231933036168	0	0.0869142109773081	0.101387786547167	0.0780250586694966	0.0237689118511538	0.00258411992505988	0.0210958125340901	0.0093642223468696	0.000445821405261687	0.0136420193376843	0.0103073866397888	0.0162130847609037	0.0350011863141997	0.00325821753705275	0.00163367241476936	0.0240298210031608	0.00457093838170556	0.00460323618697737	0.00162446447623476	0.0093642223468696	0.00257684382542321	0.00202670321218354	0.00904763588228772	0.0146114121770473	0.0124397734995956	0.00284938304103875	0.00518217664048044	0.0138977333574292	0.00346111675329845	0.0140473366645004	0.0037044924748986	0.0163546699274885	0.0250422885711851	0.0126380644140401	0.0161394769161119	0.02496765020869	0.00990938381868256	0.00374451610957949	0.0111718415078832
OM5_C_5F_1	0.0978838737371164	0.095405689998602	0.0991679788328765	0.111704761880653	0.0827501203193334	0.0873434211441774	0.100114675873414	0.0978528622709665	0.0992979987866687	0.104910904319589	0.090645488441673	0.0808010956775763	0.0961350673113217	0.100249507315443	0.102897775217659	0.102098277574728	0.0971218141827492	0.0915695303641981	0.0885856656118301	0.0834577467410718	0.089594626918366	0.0988021767797626	0.0822470335924971	0.0914055993785564	0.0599402840345598	0.0869142109773081	0	0.0145193890295673	0.00891060252204401	0.110603781489064	0.089491334399205	0.107941283144442	0.09625118934041	0.0864695563925473	0.100514803817784	0.0971913202640328	0.1030768212909	0.121786858105533	0.0901635414779682	0.0852847564446895	0.110863633138584	0.0823546738218472	0.0823224521436688	0.0885343236512276	0.09625118934041	0.0894840785579941	0.0889354605406968	0.0959356092022168	0.101480831417715	0.0993166538903216	0.0840720813472054	0.0817448657183255	0.10076963555792	0.0903658663567906	0.100918720890805	0.0906085499320313	0.103217896771991	0.111871958640495	0.0995142751736463	0.103003477952099	0.111797627712455	0.0967946039406057	0.0906484594041053	0.0980529484111724
OM5_C_5F_2	0.112346328480198	0.109870759168985	0.11362905547192	0.126151545978629	0.097227611050743	0.101816583563248	0.114574726290525	0.112315350098109	0.113758934997783	0.119365622345992	0.105115412435485	0.0952803608426131	0.110599373186207	0.114709410869093	0.117354758515915	0.116556149632799	0.111585079217738	0.106038529151412	0.10305762216713	0.0979345840646418	0.104065593017991	0.113263647624855	0.0967249858938102	0.105874762908441	0.0744362082662535	0.101387786547167	0.0145193890295673	0	0.0234288641145774	0.125051881596902	0.103962402351496	0.122392517363056	0.1107153732174	0.100943558089104	0.114974417886788	0.111654511626936	0.117533604705594	0.136221046715223	0.104633944735231	0.0997598841760922	0.125311423699294	0.0968325275734629	0.0968003354076009	0.103006330342193	0.1107153732174	0.103955153661086	0.103407074837475	0.110400124322895	0.115939385626445	0.113777569939581	0.0985483474478589	0.096223276284107	0.115228970919712	0.104836068690549	0.115377892907888	0.105078510738524	0.117674522474352	0.126318541863124	0.113974977433071	0.117460343283366	0.126244300271885	0.111258215169022	0.1051183804365	0.112515222615939
OM5_C_5F_3	0.0890007289481879	0.0865211246958293	0.0902855846284231	0.10283021613561	0.0738588775059869	0.0784544902636773	0.0912328413793693	0.0889696994778312	0.0904156811340696	0.096031988225046	0.0817582982281151	0.0719089103857488	0.0872509162571861	0.0913677529752597	0.0940176173493478	0.0932176332999178	0.088238228642786	0.0826828390216064	0.0796973818606282	0.074566851792607	0.0807068756186019	0.0899195677471475	0.0733555453053398	0.0825188191577433	0.0510394556568864	0.0780250586694966	0.00891060252204401	0.0234288641145774	0	0.101728508691296	0.0806035283077164	0.0990642821939877	0.087367104532894	0.0775801758618773	0.0916332075085949	0.0883077747794463	0.094196772878712	0.11291930870859	0.0812760931124776	0.0763947736304242	0.101988531282603	0.0734632379275139	0.0734310005584054	0.0796460129698175	0.087367104532894	0.0805962686200478	0.0800473606891154	0.0870513445482591	0.0925998141228191	0.0904343472296239	0.0751814908553786	0.0728531339315459	0.0918881914443743	0.0814785261949361	0.0920373659978778	0.0817213398830662	0.0943379347390317	0.102997523943351	0.0906320850831999	0.0941233846796884	0.102923143625852	0.0879108302243136	0.0817612707862657	0.0891699018829809
OM5_C_5G_1	0.0127678656376035	0.0152539460813264	0.0114794833788963	0.00110571701874142	0.027942501019734	0.0233386471203792	0.0105295519642681	0.0127989788331184	0.0113490232906751	0.00571587925473234	0.0200279946648983	0.0298955151736991	0.0145222935476587	0.0103942542741509	0.00773654556081474	0.00853895011478245	0.013532403659083	0.0191014006613184	0.0220932709333373	0.0272333541416635	0.0210816789990367	0.0118465167572232	0.0284466453874523	0.0192657891779659	0.0507807934647748	0.0237689118511538	0.110603781489064	0.125051881596902	0.101728508691296	0	0.0211852444132321	0.0026735667949353	0.0144058055213675	0.0242146440622895	0.0101280362984671	0.0134626733682711	0.00755684175745212	0.011235542642239	0.020511246734789	0.025402241440866	0.000260961154547666	0.0283387804958667	0.0283710695188666	0.0221447446702762	0.0144058055213675	0.0211925193933773	0.0217425728310125	0.0147223779008684	0.00915860764431867	0.0113303049306016	0.0266176684295318	0.0289498496379652	0.00987231434307886	0.0203083761307083	0.00972270589103996	0.020065033833453	0.00741524629653529	0.00127364126624518	0.0111320119049	0.00763045482273203	0.00119898665166715	0.0138606644206766	0.0200250156019296	0.0125982350363369
OM5_C_5G_2	0.00841817181777583	0.00593196571749833	0.00970658334635999	0.0222907791397221	0.00675864715844356	0.00215377303286341	0.010656520656259	0.00838705761266843	0.00983704503304707	0.0154700183434251	0.00115742060346559	0.00871218809544729	0.00666366469091635	0.0107918181024773	0.0134494672130211	0.0126470916502385	0.00765360485371063	0.00208413721032855	0.000908174365647327	0.00604932285601017	0.000103581506362551	0.00933954412385286	0.00726292214882086	0.00191972786401454	0.0296065966878838	0.00258411992505988	0.089491334399205	0.103962402351496	0.0806035283077164	0.0211852444132321	0	0.0185120434159013	0.00678015938309776	0.00302994011933712	0.0110580348092671	0.00772333814141254	0.0136291632193825	0.0324180876379057	0.000674099581460177	0.00421778616336546	0.0214461641818313	0.00715502899602468	0.00718732646102085	0.000959656846445331	0.00678015938309776	7.27611367114627e-06	0.000557417725770454	0.00646356842140996	0.0120274499990389	0.00985576360186618	0.00543348908946942	0.00776626049780234	0.0113137545604965	0.000876999550112174	0.0114633612753051	0.00112037627160455	0.0137707522005074	0.0224586741143408	0.0100540585214499	0.0135555534057484	0.0223840325654231	0.00732532902109452	0.00116040008091536	0.00858780767233948
OM5_C_5G_3	0.0100944192481112	0.012580558477248	0.00880601104677817	0.0037792798980299	0.0252695920570653	0.020665530012223	0.00785606248340489	0.0101255331083151	0.0086755485038991	0.00304232872933094	0.017354752134689	0.0272227063509945	0.0118488874499688	0.00772076248752076	0.00506301539730407	0.00586543015026408	0.0108589741241861	0.0164281266662229	0.0194201042621719	0.0245604105629083	0.0184084741836863	0.00917305150096677	0.0257737615994354	0.0165925206489204	0.0481094957679685	0.0210958125340901	0.107941283144442	0.122392517363056	0.0990642821939877	0.0026735667949353	0.0185120434159013	0	0.0117323965710786	0.0215415635373396	0.00745454007444347	0.0107892422510828	0.00488330947441599	0.0139089626352801	0.0178380212462798	0.0227292127803726	0.00293452723229091	0.0256658912820627	0.0256981819269983	0.0194715799907288	0.0117323965710786	0.0185193186649901	0.0190693927213209	0.0120489767617918	0.00648509637753896	0.00865682979422693	0.0239446955511094	0.0262769914462251	0.00719881398095311	0.0176351434353159	0.00704920316442269	0.0173917925940954	0.00474171238585354	0.00394720335021576	0.00845853310512794	0.00495692340064692	0.00387254909577659	0.0111872424559855	0.0173517729680048	0.00992478505463079
OM5_C_5H_1	0.00163804493195275	0.00084820551993269	0.00292649091860966	0.0155114361670149	0.0135385912284262	0.00893388712063367	0.00387645865403321	0.0016069299916555	0.00305695653139039	0.00869017607603312	0.00562275410438066	0.015492029933608	0.000116496521116287	0.00401176078046491	0.00666951936353178	0.00586710723108984	0.000873461223996017	0.00469604522184675	0.00768831731007103	0.0128292996089325	0.00667657950470694	0.00255944108155248	0.0140428415459794	0.00486045349287457	0.0363842244004746	0.0093642223468696	0.09625118934041	0.1107153732174	0.087367104532894	0.0144058055213675	0.00678015938309776	0.0117323965710786	0	0.00981002953720415	0.00427798694868396	0.000943195924558582	0.00684922397716228	0.0256398941956342	0.00610606949376586	0.0109978363714749	0.0146667474045826	0.013934953772587	0.0139672496330138	0.00773979874287805	0	0.00678743538331546	0.00733756747926804	0.000316595783236376	0.00524743942177474	0.00307567567015245	0.0122134923002138	0.0145461540766179	0.004533716103552	0.00590317202366508	0.00468332846317406	0.00565979804347491	0.00699081984785224	0.0156793462166188	0.00327397672865369	0.00677561061921881	0.0156046979492274	0.000545179048628611	0.00561977465831581	0.00180768487545857
OM5_C_5H_2	0.011448010549062	0.00896184992099338	0.0127363933868978	0.0253201245378294	0.00372873352117876	0.000876169070013683	0.0136863073008926	0.0114168969935303	0.012866851973238	0.0184996571519018	0.00418735562722642	0.00568229999182662	0.009693536864424	0.0138216012599813	0.016479174038545	0.0156768230929073	0.0106834589558568	0.00511406612267074	0.00212176777935241	0.00301940193116343	0.00313352128484141	0.0123693626943256	0.00423301433514564	0.004949657992376	0.0265774828707316	0.000445821405261687	0.0864695563925473	0.100943558089104	0.0775801758618773	0.0242146440622895	0.00302994011933712	0.0215415635373396	0.00981002953720415	0	0.0140878109925748	0.0107531908927111	0.0166588643453935	0.0354468151574899	0.00370403707564872	0.00118785130963441	0.0244755512607233	0.00412511989146642	0.00415741774032611	0.0020702853613984	0.00981002953720415	0.00302266402595707	0.00247252384235076	0.00949344399679693	0.0150571995220871	0.0128855700942725	0.00240356269470305	0.00473635902959812	0.0143435239037783	0.00390693606699466	0.0144931265528885	0.0041503115020377	0.0168004487876077	0.0254880110466828	0.0130838602248699	0.0165852568747301	0.0254133732688023	0.0103551893447973	0.00419033508783909	0.0116176428262128
OM5_C_5H_3	0.00263994845639545	0.00512618599594402	0.00135150192108362	0.0112337092994025	0.017816219677571	0.0132116985485745	0.000401530613381623	0.00267106334881316	0.00122103597703122	0.00441224628960443	0.00990065823558127	0.0197695617743583	0.00439448270779241	0.000266227759433234	0.00239155618618798	0.0015891341758328	0.00340453015256516	0.0089739694690313	0.0119661674285976	0.0171069603386123	0.0109544576617922	0.0017185524181859	0.0183204461396049	0.00913837435736849	0.0406600166220215	0.0136420193376843	0.100514803817784	0.114974417886788	0.0916332075085949	0.0101280362984671	0.0110580348092671	0.00745454007444347	0.00427798694868396	0.0140878109925748	0	0.00333479570763941	0.00257126327547487	0.021362726390913	0.0103839621218299	0.0152755735570482	0.0103889878474922	0.0182125635336071	0.0182448578508096	0.0120176473534638	0.00427798694868396	0.0110653106164411	0.0116154276622531	0.00459458056628115	0.000969460052972149	0.00120231678654032	0.0164911798467392	0.0188237341078437	0.000255730882288618	0.010181069565251	0.000405344342837842	0.0099377013175719	0.00271286116467926	0.0114016261021757	0.0010040151162779	0.00249764889176683	0.011326974822067	0.00373281093020552	0.00989767885828096	0.00247030872332942
OM5_C_6A_1	0.000694849380960019	0.00179140094596236	0.00198329689916662	0.0145683145617245	0.0144817229282459	0.00987705412572921	0.00293326646220096	0.000663734417140894	0.00211376272781336	0.00774700226785047	0.00656593792472529	0.0164351424695476	0.00105969240527315	0.00306856889717006	0.00572633598160009	0.00492392079289283	6.9734721101415e-05	0.00563923246295378	0.00863149148252827	0.0137724376501244	0.00761975875176055	0.00161624651471518	0.0149859685376566	0.00580364016814562	0.0373269761792372	0.0103073866397888	0.0971913202640328	0.111654511626936	0.0883077747794463	0.0134626733682711	0.00772333814141254	0.0107892422510828	0.000943195924558582	0.0107531908927111	0.00333479570763941	0	0.00590604133776674	0.0246969069204052	0.00704925130693622	0.0119409892660465	0.0137236176680327	0.0148780817855703	0.014910377341065	0.00868297263920569	0.000943195924558582	0.00773061410704386	0.00828074348685007	0.0012597915768282	0.00430425091322829	0.00213248189845313	0.0131566355803384	0.0154892762032271	0.0035905255233177	0.0068463546980836	0.00374013828944336	0.00660298171539752	0.00604763780849987	0.0147362262839106	0.0023307833089399	0.0058324276730852	0.0146615772706363	0.000398016947169235	0.00656295849055622	0.00086448946377302
OM5_C_6A_2	0.00521119940515074	0.00769741393036378	0.00392276044521026	0.00866253343602806	0.0203871582163788	0.0157827752873446	0.00297279281881917	0.0052423140779245	0.00379229510244465	0.00184099030120728	0.0124718109965506	0.0223404302809159	0.00696571856347352	0.0028374903575943	0.000179707474676685	0.000982130499060951	0.00597577520120557	0.0115451400041709	0.0145372750589573	0.019677922625368	0.0135255883485062	0.00428980908698675	0.020891367250883	0.0117095418510199	0.0432297119072218	0.0162130847609037	0.1030768212909	0.117533604705594	0.094196772878712	0.00755684175745212	0.0136291632193825	0.00488330947441599	0.00684922397716228	0.0166588643453935	0.00257126327547487	0.00590604133776674	0	0.0187918244885946	0.0129551050048338	0.0178465930209616	0.00781779751589497	0.0207834884116799	0.0208157816034744	0.0145887537618169	0.00684922397716228	0.0136364388659286	0.0141865434925258	0.00716581435085448	0.00160180461476265	0.00377357599582757	0.0190621620251268	0.021394637372739	0.00231553292405213	0.0127522166458137	0.00216591971970951	0.0125088533361753	0.000141598233448771	0.00883045326819667	0.00357527517453114	7.36145482999742e-05	0.00875580063501699	0.00630405312461492	0.0124688316788435	0.00504156083935134
OM5_C_6A_3	0.0240022014796967	0.0264878985427248	0.0227139989189228	0.0101298698849561	0.0391737472182543	0.0345710199005233	0.0217641916882627	0.024033310175329	0.0225835563035407	0.0169510396990811	0.0312610758155409	0.0411262337932436	0.0257563638461776	0.0216289111115227	0.018971509521627	0.0197738271769831	0.0247666267373746	0.0303346648052232	0.0333259201799808	0.0384647845872317	0.0323145439406987	0.0230809824260783	0.0396777582299259	0.0304990213442798	0.0620040248130228	0.0350011863141997	0.121786858105533	0.136221046715223	0.11291930870859	0.011235542642239	0.0324180876379057	0.0139089626352801	0.0256398941956342	0.0354468151574899	0.021362726390913	0.0246969069204052	0.0187918244885946	0	0.0317442297974023	0.0366341295945203	0.0109745928021867	0.039569922036434	0.0396022024782095	0.0333773827288316	0.0256398941956342	0.0324253610893942	0.0329752977556128	0.0259564163894066	0.0203934141490855	0.0225648404395509	0.0378492556760753	0.0401808274079785	0.0211070358574682	0.031541400592199	0.0209574455514374	0.0312981075303614	0.0186502436392981	0.00996195151656199	0.022366573687922	0.0188654298954773	0.0100366035448933	0.0250948376826381	0.0312580973516138	0.0238325952790009
OM5_C_6B_1	0.00774408750068386	0.0052578734371757	0.00903250429659742	0.0216167925754324	0.00743273499279868	0.00282787118958926	0.00998244598905443	0.00771297317800635	0.00916296656007952	0.0147959724000876	0.000483321152961782	0.00938626855691941	0.00598957445322309	0.0101177440939359	0.0127754078859855	0.0119730275409519	0.0069795177790946	0.00141003831659268	0.00158227361082635	0.00672341292614797	0.000570518088621176	0.00866546349420365	0.00793700825069335	0.00124562884212715	0.0302804868149272	0.00325821753705275	0.0901635414779682	0.104633944735231	0.0812760931124776	0.020511246734789	0.000674099581460177	0.0178380212462798	0.00610606949376586	0.00370403707564872	0.0103839621218299	0.00704925130693622	0.0129551050048338	0.0317442297974023	0	0.00489188091910232	0.0207721690744473	0.00782911547856716	0.00786141283018827	0.0016337560611554	0.00610606949376586	0.000681375696795055	0.00123151714668886	0.0057894776001916	0.0113533824036571	0.00918168521231838	0.00610758091005319	0.00844034475195144	0.0106396831734251	0.000202900010276088	0.0107892906632384	0.000446276807149382	0.0130966948732175	0.0217846892884101	0.0093799810256347	0.012881494733647	0.0217100469650202	0.00665124084663602	0.000486300631615452	0.00791372400422968
OM5_C_6B_2	0.0126358022191502	0.0101496637366415	0.0139241715714734	0.0265076987320225	0.00254088611371433	0.00206401963458904	0.0148740746637724	0.0126046889723193	0.0140546287157853	0.0196873582018802	0.00537519766227951	0.00449445919996539	0.0108813446927379	0.0150093670208474	0.0176669052604489	0.0168645653584824	0.0118712579799031	0.00630190415145607	0.00330961619580922	0.00183155289934872	0.00432136701512721	0.0135571448603834	0.00304516833453759	0.00613749678361687	0.025389909368812	0.00163367241476936	0.0852847564446895	0.0997598841760922	0.0763947736304242	0.025402241440866	0.00421778616336546	0.0227292127803726	0.0109978363714749	0.00118785130963441	0.0152755735570482	0.0119409892660465	0.0178465930209616	0.0366341295945203	0.00489188091910232	0	0.0256631432590889	0.00293727357222296	0.00296957151544913	0.00325813389191545	0.0109978363714749	0.00421051009172508	0.00366037142312361	0.0106812535063771	0.0162449499515892	0.0140733466287714	0.00121571258866821	0.00354851464196391	0.0155312833426814	0.00509477917474823	0.0156808841381271	0.00533815368251381	0.0179881754379907	0.026675581631056	0.0142716345375583	0.0177729865965981	0.0266009454608939	0.0115429913781561	0.00537817711115723	0.0128054327991898
OM5_C_6B_3	0.0130288116143754	0.015514885653593	0.0117404322333892	0.000844755949459209	0.0282033904749467	0.0235995581241161	0.0107905027474038	0.0130599247366753	0.0116099724197566	0.00597683728768876	0.0202889187974152	0.0301563943322946	0.0147832351212008	0.0106552053186422	0.0079975010641559	0.00879990440734342	0.0137933477857075	0.0193623281132971	0.0223541871082609	0.0274942471653487	0.0213425991680472	0.012107464822624	0.0287075322506062	0.0195267160523709	0.0510415195624116	0.0240298210031608	0.110863633138584	0.125311423699294	0.101988531282603	0.000260961154547666	0.0214461641818313	0.00293452723229091	0.0146667474045826	0.0244755512607233	0.0103889878474922	0.0137236176680327	0.00781779751589497	0.0109745928021867	0.0207721690744473	0.0256631432590889	0	0.0285996679174647	0.0286319567735143	0.022405660637017	0.0146667474045826	0.0214534391337801	0.02200349041156	0.0149833189367731	0.00941956092169951	0.0115912540988359	0.0268785644777856	0.0292107338681765	0.010133266364606	0.0205692992281609	0.00998365818349132	0.0203259578300483	0.00767620225182832	0.00101268022952771	0.01139296148389	0.0078914104773892	0.000938025599888994	0.014121607720364	0.0202859397453675	0.0128591814092213
OM5_C_6D_1	0.0155728752463091	0.013086801962346	0.0168612058442839	0.0294441758284976	0.000396388483926057	0.00500128269329631	0.0178110781905408	0.0155417628934249	0.0169916588752815	0.0226241775610917	0.00831242571973427	0.00155719275390425	0.0138184650410057	0.017946366018448	0.0206038077013768	0.019801498473608	0.0148083524012246	0.0092391184098417	0.00624686870987147	0.0011057227351178	0.00725860863675263	0.0164941905189408	0.000107895097049644	0.00907471361788074	0.0224532161793063	0.00457093838170556	0.0823546738218472	0.0968325275734629	0.0734632379275139	0.0283387804958667	0.00715502899602468	0.0256658912820627	0.013934953772587	0.00412511989146642	0.0182125635336071	0.0148780817855703	0.0207834884116799	0.039569922036434	0.00782911547856716	0.00293727357222296	0.0285996679174647	0	3.22980390302713e-05	0.00619538690443103	0.013934953772587	0.00714775300861473	0.00659762039725877	0.0136183788521387	0.0191819058537434	0.0170103761952395	0.00172156311482945	0.000611243278353331	0.0184682645174468	0.00803201106264775	0.0186178601014767	0.00827538225517807	0.0209250652270443	0.0296120490983964	0.017208657777803	0.0207098848833228	0.0295374172162394	0.0144800946189364	0.00831540512705158	0.0157425009177304
OM5_C_6D_2	0.0156051705643915	0.0131190980799433	0.016893500693442	0.0294764641335812	0.000428686523026112	0.00503358045230708	0.0178433726700717	0.0155740582223678	0.0170239536748774	0.0226564698557713	0.00834472298378109	0.00152489473959193	0.0138507609377167	0.0179786604436821	0.0206361009766612	0.0198337921128165	0.0148406479799529	0.00927141549135669	0.00627916631152437	0.00113802076189013	0.00729090608498058	0.0165264855054862	7.55970571256395e-05	0.00910701073318914	0.0224209237743516	0.00460323618697737	0.0823224521436688	0.0968003354076009	0.0734310005584054	0.0283710695188666	0.00718732646102085	0.0256981819269983	0.0139672496330138	0.00415741774032611	0.0182448578508096	0.014910377341065	0.0208157816034744	0.0396022024782095	0.00786141283018827	0.00296957151544913	0.0286319567735143	3.22980390302713e-05	0	0.00622768451327663	0.0139672496330138	0.00718005047478152	0.00662991794830439	0.013650674810438	0.0192141997640808	0.0170426709876871	0.00175386112197638	0.000578945241315966	0.0185005587293785	0.00806430837814282	0.0186501542511363	0.00830767952613836	0.0209573583525455	0.029644337292041	0.0172409524941044	0.0207421781094044	0.029569705459507	0.0145123903055452	0.0083477023905571	0.0157747961762074
