	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.00128844813625979	0.0105718782909277	3.1114967622325e-05	0.00726077578850871	0.00503149357312058	0.00932632142096831	0.00831459282918402	0.00649848043697902	0.0110022086365897	0.0978838737371164	0.0127678656376035	0.00163804493195275	0.00521119940515074	0.00774408750068386	0.0155728752463091	0.00163804493195275	0.00842544775502635	0.00143763325899222	0.0138514409694469	0.00754119160663791	0.0053527962618555	0.00513758554364398	0.00109286622297063
OM5_C_4A	0.00128844813625979	0	0.0118602702682767	0.00131956308669082	0.00854919611093581	0.00374305389061826	0.0106147252108993	0.00960300519355336	0.00778690589691348	0.0122905962105745	0.0991679788328765	0.0114794833788963	0.00292649091860966	0.00392276044521026	0.00903250429659742	0.0168612058442839	0.00292649091860966	0.0097138592245333	0.00014918521868387	0.0151397952155887	0.00882960990842845	0.00406435789171233	0.00384914628419943	0.00238131319214938
OM5_C_4D	0.0105718782909277	0.0118602702682767	0	0.0105407645271976	0.00331119077195814	0.0156030832148621	0.00124559951269474	0.0022573543648568	0.00407349505172766	0.000430347723010598	0.0873434211441774	0.0233386471203792	0.00893388712063367	0.0157827752873446	0.00282787118958926	0.00500128269329631	0.00893388712063367	0.00214649692806827	0.012009448099259	0.00327972936947026	0.00303077059636573	0.0159243611346631	0.0157091670910265	0.00947905012765092
OM5_C_4E	3.1114967622325e-05	0.00131956308669082	0.0105407645271976	0	0.00722966138757493	0.00506260826591924	0.0092952073897545	0.00828347860537048	0.00646736592285585	0.0109710949730559	0.0978528622709665	0.0127989788331184	0.0016069299916555	0.0052423140779245	0.00771297317800635	0.0155417628934249	0.0016069299916555	0.00839433355124154	0.00146874820495634	0.0138203280700469	0.0075100772504801	0.00538391091837786	0.00516870022470699	0.001061751266746
OM5_C_4F	0.00726077578850871	0.00854919611093581	0.00331119077195814	0.00722966138757493	0	0.012292113114927	0.00206559421550446	0.00105383914061123	0.000762307848397898	0.00374153664529703	0.090645488441673	0.0200279946648983	0.00562275410438066	0.0124718109965506	0.000483321152961782	0.00831242571973427	0.00562275410438066	0.00116469671662431	0.0086983774710668	0.00659089531270119	0.000280421151878325	0.0126134014736208	0.0123982004115886	0.00616792658095069
OM5_C_4H	0.00503149357312058	0.00374305389061826	0.0156030832148621	0.00506260826591924	0.012292113114927	0	0.0143575806409113	0.0133458921675166	0.0115298428255224	0.0160333935437027	0.102897775217659	0.00773654556081474	0.00666951936353178	0.000179707474676685	0.0127754078859855	0.0206038077013768	0.00666951936353178	0.0134567428718777	0.00359386937097045	0.0188824770524742	0.0125725192031957	0.000321305705681573	0.000106092926787253	0.00612434806823214
OM5_C_5A	0.00932632142096831	0.0106147252108993	0.00124559951269474	0.0092952073897545	0.00206559421550446	0.0143575806409113	0	0.00101175583922985	0.00282790051835162	0.00167594692414517	0.0885856656118301	0.0220932709333373	0.00768831731007103	0.0145372750589573	0.00158227361082635	0.00624686870987147	0.00768831731007103	0.00090089825103977	0.0107639045025842	0.0045253224700596	0.00178517342220601	0.0146788627741771	0.0144636658984265	0.00823348436592444
OM5_C_5B	0.00831459282918402	0.00960300519355336	0.0022573543648568	0.00828347860537048	0.00105383914061123	0.0133458921675166	0.00101175583922985	0	0.00181614648255401	0.00268770118219164	0.089594626918366	0.0210816789990367	0.00667657950470694	0.0135255883485062	0.000570518088621176	0.00725860863675263	0.00667657950470694	0.000110857623380895	0.00975218555356916	0.00553706951511659	0.000773418067633212	0.0136671774688715	0.0134519784630583	0.00722174941738378
OM5_C_5D	0.00649848043697902	0.00778690589691348	0.00407349505172766	0.00646736592285585	0.000762307848397898	0.0115298428255224	0.00282790051835162	0.00181614648255401	0	0.00450384003540036	0.0914055993785564	0.0192657891779659	0.00486045349287457	0.0117095418510199	0.00124562884212715	0.00907471361788074	0.00486045349287457	0.00192700397111305	0.00793608790879806	0.00735319034185969	0.00104272892334781	0.0118511332414829	0.0116359307954148	0.00540562756208613
OM5_C_5E	0.0110022086365897	0.0122905962105745	0.000430347723010598	0.0109710949730559	0.00374153664529703	0.0160333935437027	0.00167594692414517	0.00268770118219164	0.00450384003540036	0	0.0869142109773081	0.0237689118511538	0.0093642223468696	0.0162130847609037	0.00325821753705275	0.00457093838170556	0.0093642223468696	0.00257684382542321	0.0124397734995956	0.00284938304103875	0.00346111675329845	0.0163546699274885	0.0161394769161119	0.00990938381868256
