	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_1	OM5_C_5H_2	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6D_2	OM5_C_6F_1	OM5_C_6F_2	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6C_2	OM5_H_6F_1	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5B_3	0.00400250433537721	0.0316612016379013	0.000452051611742858	0.0449582474179936	0.00180020875029714	0.0151144896093805	0.0341628793351235	0.0191788779373705	0.0133921323621	0.0432785078105797	0.0386759876569806	0.0463705150592195	0.0758748833353627	0.0193435821837371	0.0411434190012562	0.0133473803291489	0.0160245871086498	0.0433248253605177	0.0232291967948522	0.0049139997771186	0.0373183193667446	0.0294111437863497	0	0.0118917767473048	0.0214424286588827	0.0178576492065211	0.0306560468958044	0.0269730906043784	0.0230828206037588	0.0482902949911031	0.0395435898233754	0.0544290267039737	0.0424196038796056	0.0600579152846562	0.0369417150165985	0.0491995685008846	0.0327097798443576	0.0550228046438871	0.0228759111802495	0.0421047006590945	0.0228813052085271	0.00516582426667095	0.0195508128965747	0.0127178047945246	0.0296782044545322	0.0522435992893045	0.0241629283347247	0.0499294837606511	0.0436143706788016	0.0497371998807951	0.0392316034644932	0.0397185876539511	0.0585013741139986	0.0105515929511611	0.0203818427708963
OM5_C_5D_1	0.00788941578340703	0.0197722170259012	0.0123438029469981	0.0330730501570612	0.0136918731432361	0.0032229324118931	0.0222744914520804	0.00728772948668846	0.00150044628115255	0.0313927488304328	0.0267888125090659	0.0344858085699091	0.0640042365637615	0.00745245338366591	0.0292569806213262	0.00145569125244152	0.004133108690415	0.0314390815483933	0.0113386009774005	0.00697793255999208	0.0254307610176843	0.0175216687016543	0.0118917767473048	0	0.00955157124021965	0.00596635180722644	0.0187668377558951	0.0150831336964662	0.0111922023003729	0.0364062826668908	0.0276566678137953	0.0425474421464447	0.0305335669291614	0.0481788337388316	0.0250540531686894	0.0373158958044009	0.0208210387740414	0.043141471663706	0.0109852614128645	0.0302185633664398	0.0109906562566168	0.00672611011439868	0.00765970916151484	0.000826075471430886	0.0177887852883744	0.0403611141893725	0.0122724803785915	0.0380460887355634	0.0317287220995047	0.0378537312729659	0.0273445896866422	0.0278317174825334	0.0466215740413488	0.0013402477239465	0.00849084336097969
OM5_C_5D_2	0.0174404921933264	0.0102213607275004	0.021894399518509	0.0235242112598576	0.0232422957255974	0.00632871168277493	0.0127239214260974	0.00226390054119489	0.00805116815273058	0.0218435879871023	0.0172388686114682	0.0249372552644844	0.0544647218471783	0.00209917359334305	0.0197074384367468	0.00809592212714203	0.00541854249856603	0.021889929323785	0.00178710176706154	0.0165290892465975	0.0158806139630328	0.00797059214246707	0.0214424286588827	0.00955157124021965	0	0.00358529571305958	0.00921587869786345	0.00553185841174413	0.00164069634082177	0.0268581393758742	0.0181068603935478	0.0330007777519509	0.0209842489234877	0.0386337488281057	0.0155038520134913	0.0277679554571031	0.01127029717176	0.0335949638292615	0.00143374617106947	0.0206691890058774	0.0014391412530172	0.0162772879107771	0.00189191370303641	0.00872552155160355	0.00823773302425672	0.0308138940626683	0.00272102777899894	0.0284983153623694	0.0221796240859526	0.0283059135625192	0.0177947325929603	0.0182819382180723	0.0370760310697974	0.0108917666794453	0.00106075994903709
OM5_C_5D_3	0.0138555214767508	0.0138064696707489	0.0183096444427706	0.0271086689467671	0.019657616705238	0.00274343916559853	0.0163089428752353	0.00132139915899498	0.00446592052480186	0.025428153146133	0.0208236910273324	0.0285216169912892	0.0580459243817215	0.00148612627721122	0.0232921297293689	0.00451067525235051	0.0018332600495075	0.0254744916165312	0.00537238471336927	0.01294408112428	0.0194655018120962	0.0115557658038417	0.0178576492065211	0.00596635180722644	0.00358529571305958	0	0.0128010181908675	0.00911708720235503	0.00522598065152016	0.0304423624714947	0.0216916384966237	0.0365844945036997	0.0245688662345409	0.0422169173390468	0.019088757166814	0.031352109606133	0.0148553714302289	0.0371786265272736	0.00501903231344922	0.0242538249620203	0.00502442734904697	0.0126922698551498	0.00169338627907569	0.00514028584430759	0.0118228996980333	0.0343978020608316	0.00630630068650942	0.0320824126387425	0.0257641683356741	0.0318900259528128	0.0213795268548592	0.0218667071472862	0.0406593591852165	0.00730657757368497	0.00252453933075053
OM5_C_5E_1	0.0266547760488414	0.00100551675560204	0.0311079354572152	0.0143094623202281	0.0324555776113176	0.0155442550188421	0.00350819335411385	0.0114796908417497	0.0172665724858664	0.0126286358737292	0.00802345557387939	0.0157226915624245	0.0452570012823363	0.011314971509291	0.0104922550228306	0.0173113225751441	0.014634151013309	0.012674982562683	0.00742882198801377	0.0257435088952346	0.00666509185575515	0.00124532013209787	0.0306560468958044	0.0187668377558951	0.00921587869786345	0.0128010181908675	0	0.00368408931431208	0.00757522454153101	0.0176438485513469	0.00889152348346469	0.0237875218193926	0.0117692001316138	0.0294216580302375	0.00628830182843157	0.018553802335941	0.00205449666567618	0.0243818210710439	0.00778217040161342	0.0114541059922917	0.00777677543576788	0.0254917440463879	0.0111077209366112	0.0179408658733965	0.000978172927463774	0.0216002414180236	0.00649491086799966	0.0192842767107701	0.0129647111051959	0.019091844416587	0.00857936773110484	0.0090666172699064	0.0278635974715256	0.020106896883419	0.0102766015931359
OM5_C_5E_2	0.0229715237931133	0.00468959971889629	0.027425015437465	0.0179932071145803	0.0287727692057357	0.0118604161809257	0.00719224872792846	0.00779572284657807	0.0135828021063407	0.0163124493169793	0.0117074188153034	0.0194063728737028	0.0489381668919835	0.00763099923632357	0.0141761449467985	0.013627554083631	0.0109502793068461	0.0163587942130048	0.00374477030537494	0.0220601955464728	0.0103490885303626	0.00243877327734337	0.0269730906043784	0.0150831336964662	0.00553185841174413	0.00911708720235503	0.00368408931431208	0	0.00389117510383419	0.0213274351381245	0.0125754627895774	0.0274707405824493	0.0154530457935418	0.0331044530336553	0.00997230690654142	0.022237340674556	0.005738570109288	0.0280649990264505	0.00409812423673847	0.0151379629772286	0.00409272918409938	0.0218084142303273	0.00742374338688367	0.0142571245299052	0.00270591995527708	0.0252836024424132	0.00281084623713313	0.0229677747469453	0.0166485114187556	0.022775353205457	0.0122633158748294	0.0127505515055575	0.0315465179010585	0.0164232573411939	0.00659260406348515
OM5_C_5E_3	0.0190809843685812	0.00858071735520499	0.0235347788740396	0.021883823673223	0.0248826360006307	0.00796937728223397	0.0110833101394636	0.00390459150663803	0.00969181688559046	0.0202031565500644	0.0155983340643328	0.023296907110502	0.0528257262508225	0.00373986516061629	0.018066956057146	0.00973657037305977	0.00705921553726484	0.0202494990513959	0.000146405585054232	0.0181696014340193	0.01424005378592	0.00632992630883886	0.0230828206037588	0.0111922023003729	0.00164069634082177	0.00522598065152016	0.00757522454153101	0.00389117510383419	0	0.0252178485738636	0.0164663433687798	0.0313606992149218	0.0193437963472405	0.0369939033758461	0.0138632851142927	0.0261276933237378	0.00962966633800476	0.0319549081489758	0.000206950350003633	0.0190287288970414	0.000201555264106312	0.0179178054436656	0.00353260598057354	0.0103661626853395	0.00659706953898294	0.0291737349272973	0.00108033322077165	0.0268580769414855	0.0205392011513543	0.0266656688346345	0.0161542091646097	0.016641424835587	0.0354361174985116	0.0125323796010112	0.00270145454846671
OM5_C_5F_1	0.0442909846405967	0.0166384386088954	0.0487419485568865	0.00333468910091774	0.0500888734683933	0.0331847842120197	0.0141359714534535	0.0291213924484084	0.0349065392609457	0.00501561499550849	0.00962088426249987	0.00192134861328763	0.0276209924044485	0.0289567160567768	0.00715207060658915	0.0349512742149407	0.0322749615984502	0.00496926604368824	0.0250714767394397	0.0433801338551451	0.0109792227055079	0.0188890183477764	0.0482902949911031	0.0364062826668908	0.0268581393758742	0.0304423624714947	0.0176438485513469	0.0213274351381245	0.0252178485738636	0	0.00875282019407145	0.00614459736827922	0.00587508776951488	0.0117799958420932	0.0113560015526224	0.000910060765743711	0.0155895562733055	0.00673901108843386	0.0254247505352176	0.00619019314070157	0.0254193567208636	0.0431284820760822	0.0287495190076494	0.0355806017830828	0.0186219050775769	0.00395693371810843	0.0241377550142416	0.00164062855422297	0.00467952273871975	0.00144817100103799	0.00906497566960896	0.00857772602016791	0.0102215466637665	0.0377458504363438	0.0279186086579741
OM5_C_5F_2	0.0355431954545693	0.00788603234472899	0.0399953725416504	0.0054181877746026	0.0413426907526009	0.0244345413546288	0.00538339106929481	0.02037045421662	0.026156623579292	0.00373726404300555	0.000868090336784463	0.00683151273435962	0.0363706965627037	0.0202057519103284	0.00160078556021012	0.0262013672929147	0.0235245536847783	0.00378361317298978	0.0163199521924721	0.0346321127096065	0.0022264794407947	0.0101368027903078	0.0395435898233754	0.0276566678137953	0.0181068603935478	0.0216916384966237	0.00889152348346469	0.0125754627895774	0.0164663433687798	0.00875282019407145	0	0.0148971314651894	0.00287778551945389	0.0205320616730145	0.00260327440856935	0.00966285341926837	0.00683707217399952	0.0154915050635581	0.0166732729066356	0.0025626768768887	0.0166678783698725	0.0343803978177625	0.01999852250545	0.0268308194822509	0.00986966519270565	0.0127095965964723	0.0153861103381747	0.0103933953607142	0.00407335728580882	0.0102009449394355	0.00031216437395452	0.000175098895813392	0.0189737616250786	0.0289965167840798	0.019167485201159
OM5_C_5G_1	0.0504306067344917	0.0227822017016603	0.0548805750066629	0.00947921725278713	0.0562271803070695	0.0393264892684439	0.0202799385007802	0.0352637178960062	0.0410479586584355	0.0111600897206458	0.0157651487259498	0.00806591206470908	0.0214776808149387	0.035099065058988	0.0132964594456051	0.0410926860090823	0.0384168121192564	0.0111137424088562	0.0312143457297492	0.0495199482887807	0.017123407220336	0.0250325740942539	0.0544290267039737	0.0425474421464447	0.0330007777519509	0.0365844945036997	0.0237875218193926	0.0274707405824493	0.0313606992149218	0.00614459736827922	0.0148971314651894	0	0.0120195303657145	0.00563554307316699	0.0175001624402323	0.00523454701757239	0.0217334082558991	0.000594422460283734	0.0315675750735019	0.0123346231410992	0.031562181942092	0.0492683489684317	0.0348918974711235	0.0417219056394645	0.024765486620364	0.00218768255559188	0.0302807387754029	0.00450398496529351	0.0108240091417743	0.00469644123397708	0.0152092704931113	0.0147220463281633	0.00407704011363272	0.0438867690038058	0.0340611033066067
OM5_C_5G_2	0.0384195418601959	0.0107637295938291	0.0428713468489928	0.00254041648655375	0.0442185438409403	0.0273116274882827	0.00826113039282679	0.0232477444086465	0.02903361254538	0.000859481846914834	0.00374587248524329	0.0039537551249491	0.0334941558501323	0.0230830496264323	0.00127700207627456	0.0290783536491879	0.0264016885872516	0.000905831199587431	0.0191974106439788	0.0375085298949113	0.00510425317182698	0.0130144509807501	0.0424196038796056	0.0305335669291614	0.0209842489234877	0.0245688662345409	0.0117692001316138	0.0154530457935418	0.0193437963472405	0.00587508776951488	0.00287778551945389	0.0120195303657145	0	0.0176546486829936	0.00548104512465152	0.0067851355693184	0.00971478865471197	0.0126139207588755	0.0195507180711021	0.000315109478450155	0.0195453237391951	0.0372568342378167	0.0228758296060567	0.0297077686660065	0.0127473197626124	0.00983193989192668	0.0182636026320962	0.00751569043966973	0.00119557680436235	0.00732323650632799	0.00318994886113261	0.0027026871140153	0.0160962901617344	0.0318733315311244	0.022044829014783
OM5_C_5H_1	0.0560604047542043	0.0284164438938038	0.0605093565750827	0.0151144737895481	0.0618556375359614	0.0449584564221772	0.0259144265093295	0.0408963490121259	0.0466796236240675	0.0167952577186093	0.0214000155985051	0.0137012342256137	0.015842811916053	0.0407317216300742	0.0189314984303973	0.0467243429573018	0.0440489339375216	0.016748913001101	0.036847570147836	0.0551499438818618	0.0227581688430246	0.0306665733018514	0.0600579152846562	0.0481788337388316	0.0386337488281057	0.0422169173390468	0.0294216580302375	0.0331044530336553	0.0369939033758461	0.0117799958420932	0.0205320616730145	0.00563554307316699	0.0176546486829936	0	0.0231348935390732	0.0108699764576625	0.0273677565979416	0.00504112658608125	0.037200750448734	0.0179697224957987	0.0371953580700054	0.0548983985243733	0.040524585909349	0.0473534489077159	0.0303995157542128	0.00782319148323397	0.0359140903276917	0.0101394368576507	0.0164591957551146	0.0103318874194333	0.020844178277849	0.0203569889404298	0.00155851561178041	0.0495179084102765	0.0396939177441967
OM5_C_5H_2	0.0329410404324723	0.005282797224356	0.0373935313867686	0.00802142143894741	0.0387409523811802	0.0218317740493371	0.00278013075888016	0.017767523171448	0.0235539353426421	0.00634051622078532	0.00173518548770981	0.00943472675590838	0.038972658199772	0.0176028149043086	0.00420405364921844	0.0235986811877522	0.0209217469302921	0.00638686491099582	0.0137168897390529	0.0320298983170267	0.000376795757032628	0.00753360047548996	0.0369417150165985	0.0250540531686894	0.0155038520134913	0.019088757166814	0.00628830182843157	0.00997230690654142	0.0138632851142927	0.0113560015526224	0.00260327440856935	0.0175001624402323	0.00548104512465152	0.0231348935390732	0	0.0122660169140683	0.00423382505100765	0.0180945177916888	0.01407022065777	0.00516593885912817	0.0140648259633997	0.0317781673122934	0.0173955780739639	0.0242281637771777	0.00726645848045506	0.0153126891151396	0.0127830220682917	0.0129965434037065	0.00667660618371774	0.0128040971489511	0.00229111070694555	0.0027783728472414	0.0215766543879757	0.0263939715948953	0.0165645118254507
OM5_C_6A_1	0.0452003833235032	0.0175484039961479	0.049651207232087	0.00424474526712392	0.0509980870592851	0.034094472730161	0.0150459628126232	0.0300311660015683	0.0358161883702476	0.00592566609745049	0.0105309120255773	0.00283140761229333	0.0267111688474346	0.0298664928207684	0.00806211260824518	0.0358609222734389	0.0331846701281132	0.00587931730998701	0.0259813239597863	0.0442895594974618	0.011889240928241	0.019798956832787	0.0491995685008846	0.0373158958044009	0.0277679554571031	0.031352109606133	0.018553802335941	0.022237340674556	0.0261276933237378	0.000910060765743711	0.00966285341926837	0.00523454701757239	0.0067851355693184	0.0108699764576625	0.0122660169140683	0	0.0164995330508591	0.00582896303966954	0.0263345917684689	0.00710023960891034	0.0263291980461553	0.044037915065776	0.0296592997855454	0.0364902349144789	0.0195318469314294	0.00304687685935894	0.0250476176559391	0.000730568177203287	0.00558957500069839	0.000538110487948867	0.00997500698757856	0.00948776028718184	0.00931151667326948	0.0386554301461455	0.0288284052418386
OM5_C_6A_2	0.0287086912150142	0.0010489807000981	0.0331616462406472	0.0122550961603581	0.0345092203744799	0.0175985450620669	0.0014537005032371	0.0135340704069346	0.0193208169417528	0.0105742386646453	0.00596899465460588	0.0136683547240001	0.043203940762006	0.0133693541692583	0.00843782435981631	0.0193655657856389	0.0166884633027924	0.0106205861539617	0.00948326566695832	0.0277974620436114	0.00461061814188872	0.00329981371669913	0.0327097798443576	0.0208210387740414	0.01127029717176	0.0148553714302289	0.00205449666567618	0.005738570109288	0.00962966633800476	0.0155895562733055	0.00683707217399952	0.0217334082558991	0.00971478865471197	0.0273677565979416	0.00423382505100765	0.0164995330508591	0	0.0223277277118768	0.00983660948164513	0.00939968955735812	0.00983121458744295	0.0275457074591831	0.0131621074315828	0.0199950912362358	0.00303266736929583	0.0195460579182807	0.00854936579018795	0.0172300267599314	0.0109103197715563	0.0170375892967517	0.00652491283738998	0.00701216803410866	0.0258096327779277	0.022161056159854	0.0123310028088591
OM5_C_6B_1	0.0510244764240718	0.0233765110696913	0.0554743421301587	0.0100736195345684	0.0568209146238108	0.0399205761114312	0.0208742711518105	0.0358578704984347	0.0416420154360665	0.0117544844438716	0.016359516562577	0.00866031977120446	0.0208833522174112	0.0356932201730011	0.0138908428230273	0.0416867419880323	0.0390109143195783	0.011708137356638	0.0318085566461931	0.0501138378655854	0.0177177653927545	0.0256268602103422	0.0550228046438871	0.043141471663706	0.0335949638292615	0.0371786265272736	0.0243818210710439	0.0280649990264505	0.0319549081489758	0.00673901108843386	0.0154915050635581	0.000594422460283734	0.0126139207588755	0.00504112658608125	0.0180945177916888	0.00582896303966954	0.0223277277118768	0	0.0321617811893912	0.0129290118677953	0.0321563881316858	0.0498622439739127	0.0354860557282886	0.0423159502884904	0.0253597756109026	0.00278210373291289	0.0308749621172588	0.00509840258144421	0.0114184054725791	0.00529085845210469	0.0158036420567323	0.0153164210496059	0.0034826206401725	0.0444807733264294	0.0346552739790141
OM5_C_6B_2	0.0188740618642009	0.00878766196532421	0.0233278710879664	0.022090737477719	0.0246757332914942	0.00776243168454442	0.0112902509769607	0.00369764226336992	0.00948487360433912	0.0204100757016327	0.0158052657172584	0.0235038160957991	0.0530324678467614	0.00353291582338389	0.0182738814003987	0.00952962715814315	0.00685226890134414	0.0204564180611336	0.000353355930723643	0.0179626763055382	0.0144469885228124	0.00653687350522116	0.0228759111802495	0.0109852614128645	0.00143374617106947	0.00501903231344922	0.00778217040161342	0.00409812423673847	0.000206950350003633	0.0254247505352176	0.0166732729066356	0.0315675750735019	0.0195507180711021	0.037200750448734	0.01407022065777	0.0263345917684689	0.00983660948164513	0.0321617811893912	0	0.0192356515365118	5.39507117707495e-06	0.0177108796133401	0.00332565653096215	0.0101592204365727	0.00680401646847897	0.0293806207132982	0.00128728346425985	0.0270649724750905	0.0207461192672584	0.0268725651427432	0.0163611394759778	0.0168483539332112	0.0356429729937927	0.0123254411483989	0.00249450471476767
OM5_C_6D_2	0.038104601095493	0.010448632906839	0.0425564481109504	0.00285552514467534	0.0439036587638038	0.026996602515299	0.00794602837211684	0.0229326959148165	0.0287185987103425	0.00117459121123827	0.00343076446390002	0.00426886269581616	0.0338091387361328	0.0227680002610083	0.000961892736828844	0.0287633401128641	0.0260866580107734	0.0012209405528539	0.0188823425520427	0.0371935811172102	0.00478914646674303	0.0126993603189533	0.0421047006590945	0.0302185633664398	0.0206691890058774	0.0242538249620203	0.0114541059922917	0.0151379629772286	0.0190287288970414	0.00619019314070157	0.0025626768768887	0.0123346231410992	0.000315109478450155	0.0179697224957987	0.00516593885912817	0.00710023960891034	0.00939968955735812	0.0129290118677953	0.0192356515365118	0	0.019230257180615	0.0369418832813362	0.0225607791530105	0.0293927593820709	0.0124322283247361	0.0101470381209212	0.0179485305636787	0.00783079327572231	0.00151068607852904	0.0076383396710655	0.00287484042221814	0.00238757836682337	0.0164113699252374	0.0315583375939098	0.0217297743009232
OM5_C_6F_1	0.0188794562318893	0.00878226703247601	0.0233332650737371	0.022085343353285	0.0246811271454575	0.00776782664979482	0.0112848561434584	0.00370303732203655	0.00949026850990076	0.0204046814371316	0.0157998711250001	0.0234984220975671	0.0530270782240607	0.00353831088440843	0.0182684869736206	0.00953502206198767	0.00685766389330566	0.0204510238003437	0.000347960845014003	0.017968070741268	0.0144415938496212	0.00653147850403695	0.0228813052085271	0.0109906562566168	0.0014391412530172	0.00502442734904697	0.00777677543576788	0.00409272918409938	0.000201555264106312	0.0254193567208636	0.0166678783698725	0.031562181942092	0.0195453237391951	0.0371953580700054	0.0140648259633997	0.0263291980461553	0.00983121458744295	0.0321563881316858	5.39507117707495e-06	0.019230257180615	0	0.0177162740672674	0.00333105159487059	0.0101646153154867	0.00679862147435358	0.0293752273222126	0.00128188838150665	0.0270595788289645	0.0207407250298905	0.0268671714763484	0.0163557449189211	0.0168429594079906	0.035637580394874	0.012330835929216	0.00249989978836195
OM5_C_6F_2	0.00116332915717849	0.026497009605714	0.00561787083085389	0.0397958759543733	0.00696600806895466	0.00994896105792818	0.0289989795646676	0.0140135807899237	0.0082265249994535	0.038115870228596	0.0335126742494763	0.0412083753632508	0.0707192364417251	0.0141782957539278	0.0359804581681694	0.00818177107206525	0.0108591048378277	0.0381621949773021	0.0180641933401561	0.00025182694011813	0.0321548215906398	0.0242467089556202	0.00516582426667095	0.00672611011439868	0.0162772879107771	0.0126922698551498	0.0254917440463879	0.0218084142303273	0.0179178054436656	0.0431284820760822	0.0343803978177625	0.0492683489684317	0.0372568342378167	0.0548983985243733	0.0317781673122934	0.044037915065776	0.0275457074591831	0.0498622439739127	0.0177108796133401	0.0369418832813362	0.0177162740672674	0	0.0143855400996017	0.00755216971059937	0.024513797445181	0.0470825017039209	0.0189980014691782	0.0447679605320373	0.0384517854764257	0.0445756421628435	0.0340683674818368	0.0345554204736382	0.0533415248751171	0.00538588078449922	0.0152166262982272
OM5_H_6A_1	0.0155487707458076	0.0121131880420081	0.0200027971565106	0.0254157107266936	0.0213507350984488	0.00443681775542845	0.0146157055483592	0.000371987429838961	0.00615928940979638	0.0237351421702731	0.0191305530750347	0.0268287057714188	0.0563545401473961	0.000207260195823643	0.0215990566417488	0.00620404383490188	0.00352664224664014	0.0237814820494852	0.00367901086117556	0.0146373469766023	0.0177723313402137	0.00986245092942274	0.0195508128965747	0.00765970916151484	0.00189191370303641	0.00169338627907569	0.0111077209366112	0.00742374338688367	0.00353260598057354	0.0287495190076494	0.01999852250545	0.0348918974711235	0.0228758296060567	0.040524585909349	0.0173955780739639	0.0296592997855454	0.0131621074315828	0.0354860557282886	0.00332565653096215	0.0225607791530105	0.00333105159487059	0.0143855400996017	0	0.00683364990183592	0.0101295884418779	0.032705112110392	0.00461293268772019	0.0303896305457326	0.024071167634573	0.0301972364932169	0.0196864028607184	0.02017359569711	0.0389669505314253	0.00899992219925476	0.000831154373062579
OM5_H_6A_2	0.00871546974952489	0.0189462567412489	0.0131698274267765	0.0322473001582451	0.014517886209359	0.00239685933958472	0.0214485626703488	0.00646166860342516	0.000674371124369517	0.0305669664703211	0.0259629500379372	0.033660087067291	0.0631793756280394	0.00662639320888216	0.0284311595356017	0.00062961606600883	0.00330703746153025	0.0306133000582683	0.0105125623411449	0.00780399100990497	0.0246048773196318	0.0166956832993075	0.0127178047945246	0.000826075471430886	0.00872552155160355	0.00514028584430759	0.0179408658733965	0.0142571245299052	0.0103661626853395	0.0355806017830828	0.0268308194822509	0.0417219056394645	0.0297077686660065	0.0473534489077159	0.0242281637771777	0.0364902349144789	0.0199950912362358	0.0423159502884904	0.0101592204365727	0.0293927593820709	0.0101646153154867	0.00755216971059937	0.00683364990183592	0	0.0169628027075492	0.039535523758785	0.0114464482935819	0.0372204442464372	0.0309029460767136	0.0370280824330394	0.0265187362190016	0.0270058720572271	0.0457961454297332	0.0021663222910843	0.00766478803584882
OM5_H_6A_3	0.0256768511640097	0.00198368897080624	0.0301301030823318	0.0152875576276211	0.0314777761706974	0.0145661636482402	0.00448636066796735	0.0105015612440042	0.0162885009582867	0.0136067477819607	0.00900160279783744	0.0167007713813169	0.0462344416086124	0.0103368406162739	0.0114703851700483	0.0163332515921478	0.0136560500349347	0.0136530940397245	0.00645066624763103	0.024765566909456	0.00764324664140086	0.000267147323124038	0.0296782044545322	0.0177887852883744	0.00823773302425672	0.0118228996980333	0.000978172927463774	0.00270591995527708	0.00659706953898294	0.0186219050775769	0.00986966519270565	0.024765486620364	0.0127473197626124	0.0303995157542128	0.00726645848045506	0.0195318469314294	0.00303266736929583	0.0253597756109026	0.00680401646847897	0.0124322283247361	0.00679862147435358	0.024513797445181	0.0101295884418779	0.0169628027075492	0	0.0225782418785218	0.00551675078520663	0.020262311311569	0.0139428198525349	0.0200698816863554	0.00955751148463947	0.0100447578023918	0.0288414869951313	0.0191288628419696	0.00929846298877208
OM5_H_6B_1	0.048244850163116	0.0205948862328102	0.0526951864398462	0.00729158850466509	0.0540419096180974	0.0371399572285665	0.0180925427314043	0.0330769525488822	0.0388615335828653	0.00897248516454609	0.0135776331910206	0.00587826640107267	0.023664971604129	0.0329122908216295	0.011108892038197	0.0389062637771824	0.0362302255082035	0.00892613712628167	0.0290273744606625	0.0473341204671012	0.0149359243251335	0.0228453393565897	0.0522435992893045	0.0403611141893725	0.0308138940626683	0.0343978020608316	0.0216002414180236	0.0252836024424132	0.0291737349272973	0.00395693371810843	0.0127095965964723	0.00218768255559188	0.00983193989192668	0.00782319148323397	0.0153126891151396	0.00304687685935894	0.0195460579182807	0.00278210373291289	0.0293806207132982	0.0101470381209212	0.0293752273222126	0.0470825017039209	0.032705112110392	0.039535523758785	0.0225782418785218	0	0.02809372378248	0.00231631051709126	0.00863639939422815	0.00250876783519741	0.013021742439998	0.0125345077036926	0.00626470287771525	0.0417005309071081	0.031874274036441
OM5_H_6B_2	0.0201611624354789	0.007500409690432	0.024614877825721	0.0208036699972552	0.0259627077592698	0.00904968160321629	0.0100030208841484	0.00498491694571842	0.0107721082298778	0.0191229758223724	0.0145180904378165	0.0222167778679278	0.0517464557654546	0.00482019117494452	0.0169867441025384	0.0108168613481118	0.00813952574530916	0.0191693190403244	0.000933927690318156	0.0192497936666255	0.0131597947572006	0.00524960629893644	0.0241629283347247	0.0122724803785915	0.00272102777899894	0.00630630068650942	0.00649491086799966	0.00281084623713313	0.00108033322077165	0.0241377550142416	0.0153861103381747	0.0302807387754029	0.0182636026320962	0.0359140903276917	0.0127830220682917	0.0250476176559391	0.00854936579018795	0.0308749621172588	0.00128728346425985	0.0179485305636787	0.00128188838150665	0.0189980014691782	0.00461293268772019	0.0114464482935819	0.00551675078520663	0.02809372378248	0	0.0257780160965846	0.0194590256578197	0.0255856040451468	0.0150739722561742	0.0155611940133106	0.0343562612784725	0.013612644280598	0.00378178368750616
OM5_H_6C_2	0.0459304007576895	0.0182788881140214	0.0503811103925456	0.0049753079387902	0.0517279534594127	0.0348247275419877	0.0157764688475355	0.0307614908038081	0.0365464108148496	0.00665622398573088	0.0112614492115632	0.00356197316170255	0.0259807796966149	0.0305968202705943	0.00879266227868417	0.0365911438554971	0.033914941391042	0.00660987534997928	0.0267117096230663	0.0450195989590231	0.0126197698756561	0.0205294183946413	0.0499294837606511	0.0380460887355634	0.0284983153623694	0.0320824126387425	0.0192842767107701	0.0229677747469453	0.0268580769414855	0.00164062855422297	0.0103933953607142	0.00450398496529351	0.00751569043966973	0.0101394368576507	0.0129965434037065	0.000730568177203287	0.0172300267599314	0.00509840258144421	0.0270649724750905	0.00783079327572231	0.0270595788289645	0.0447679605320373	0.0303896305457326	0.0372204442464372	0.020262311311569	0.00231631051709126	0.0257780160965846	0	0.00632013396377281	0.000192457716386685	0.0107055472646782	0.010218303139709	0.00858096922444062	0.0393855956744571	0.029558749044011
OM5_H_6F_1	0.0396144536809265	0.0119592508853556	0.0440660963507005	0.00134484114720475	0.0454132406456432	0.0285068659734865	0.00945667354373442	0.0244430747630098	0.0302288076590361	0.000336095081404067	0.00494144133134426	0.00275818299429924	0.0322990376721866	0.0242783833942708	0.00247257752449185	0.0302735476005851	0.0275969489210362	0.000289745717376446	0.0203928179776986	0.038703472704792	0.00629981614302251	0.0142099479530156	0.0436143706788016	0.0317287220995047	0.0221796240859526	0.0257641683356741	0.0129647111051959	0.0166485114187556	0.0205392011513543	0.00467952273871975	0.00407335728580882	0.0108240091417743	0.00119557680436235	0.0164591957551146	0.00667660618371774	0.00558957500069839	0.0109103197715563	0.0114184054725791	0.0207461192672584	0.00151068607852904	0.0207407250298905	0.0384517854764257	0.024071167634573	0.0309029460767136	0.0139428198525349	0.00863639939422815	0.0194590256578197	0.00632013396377281	0	0.0061276789081789	0.00438551965220247	0.003898259390575	0.0149008156653517	0.0330684493160776	0.0232401837471111
