	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_4E_2	0.0132883923729652	0.0379934097289094	0.0262107558963377	0.0212627747176242	0.0255902491130017	0.0337861284192155	0.0158897645443975	0.0121446087769733	0.0127426646520175	0.0154786674691461	0	0.0048852756987778	0.0104521567504567	0.0219553499920291	0.00446848245320888	0.0133806592044302	0.0216813919256363	0.0125146578665253	0.0107205538717374	0.0431684318528081	0.0358519184209726	0.0083583308796321	0.0306199459159436	0.0293415416690301	0.0297036450747271	0.0499497242408917	0.0495530125774528	0.0104272368101532	0.0344360345641928	0.0276337864693237	0.00939454023397205	0.0254278879694807	0.00934701598560867	0.0186773485726667	0.00618038433574927	0.0196824012450595	0.0454029518770468	0.0267248284333027	0.0170648957914613	0.0123710331707245	0.00743004688410544	0.00938292818939327	0.019060586045874	0.0045494733458402	0.0373229973421681	0.0530499006746375	0.0423438326257659	0.0190626420829017	0.0192579867203074	0.0226014462537156	0.0229661222376083	0.00662721326318368	0.00378687008228377	0.0100137210011855	0.0113480598495412	0.0157262809759466	0.00584469450845553	0.0037745004865764	0.00309836312416146	0.00908974529867811	0.00867848208483554	0.0128218642508723	0.00805434650151128	0.00580318162680719	0.00928272237579782	0.00696462053576465	0.00373175892975762	0.0100502212641911	0.00469030317454094
OM5_C_4E_3	0.01343617642814	0.0375569878883687	0.0256317898643977	0.0205317687401452	0.0263716783320961	0.0341230212174652	0.0140837221566886	0.0112613256747075	0.0112546301228455	0.0138062144979916	0.0048852756987778	0	0.006796929153816	0.0230564715026594	0.00247850368911773	0.0136500111692703	0.0227311259485423	0.0110281520241941	0.0121439461399042	0.0431057438862998	0.0357188873674557	0.00675364345236766	0.0302176521023574	0.0299620907093223	0.0291914358158472	0.0496121347886111	0.0493452221424134	0.00863570456110976	0.0345052641820012	0.0275090071323918	0.0064260665397676	0.0255320055311962	0.00922707393398453	0.0179178870144956	0.00492603178564283	0.0198327988024755	0.0457513866773209	0.0272833231643738	0.0153453347727689	0.0114221032418355	0.00921733087854764	0.00688735887994049	0.0175194204743338	0.00306265293832375	0.0372363173955316	0.0531162733139594	0.0430761764029809	0.0204576556106347	0.0199541950296822	0.0217074382904431	0.0234020777806946	0.00911548939408838	0.00483964531758627	0.00934994182234391	0.00934489918899187	0.0146621451813557	0.00647043836842508	0.00805585302756004	0.00490794529854541	0.00624974876455259	0.00506152721590578	0.0126315498913296	0.00652233286507382	0.00550916507389265	0.00820257790477718	0.00489580611376072	0.0053088640547765	0.0125515145889321	0.00680646763089723
OM5_C_4F_1	0.0195219956198312	0.0430332784171936	0.0311670115493345	0.0257931791700189	0.0322877655101193	0.039761879278656	0.00841765651251036	0.0167070829940283	0.0162774004978433	0.00852895073655174	0.0104521567504567	0.006796929153816	0	0.028573962294934	0.00859841710299616	0.0118236056132442	0.028609960420995	0.016702268265045	0.0188450639514919	0.048840177806396	0.0412003997675573	0.0105988209177574	0.035807488081139	0.0354213182978792	0.0347082514950476	0.0550348128055894	0.0547672937399751	0.0143566448614829	0.0398998570240468	0.0327383964809778	0.009445392848077	0.0312409676818803	0.00762855975742653	0.0136125368114692	0.00543897475999311	0.0258815810211735	0.0513380609846794	0.0329874860423997	0.011124678570935	0.0169176459692289	0.0147151020424114	0.0089667337191939	0.0226898910131473	0.00595780128012853	0.0430608900734898	0.0588353072292898	0.0487460174911166	0.0266292643553047	0.0260802654140529	0.0262638596097299	0.0293625882731651	0.0118304379569599	0.00846789766122985	0.0152678814080604	0.012282449073925	0.0104568708430138	0.00847415044314194	0.0121888310595046	0.00978584728922548	0.00454212836496951	0.00661662382753202	0.00918773811702001	0.00612830942292444	0.00634495682855886	0.0130017484295111	0.00661149364919189	0.00833883711552342	0.0193084437280545	0.00902366607755912
OM5_C_4F_2	0.0111323598846444	0.0231554425704442	0.0146243301598039	0.0102085430892815	0.00693016960953705	0.0142976282093426	0.0357914939061513	0.0129780402879474	0.0139008670287127	0.0359294244334895	0.0219553499920291	0.0230564715026594	0.028573962294934	0	0.0231913487921149	0.035285553020873	0.003238087899084	0.0180242613876392	0.0175746289351477	0.0279559182259962	0.0180131358593403	0.0265330900094878	0.0171856889972764	0.00807695011385146	0.0165925454874328	0.0333585504316292	0.0316500765634816	0.0180324057962512	0.0148361950780109	0.0090619983565476	0.0195602202413071	0.0092466862509686	0.0308495274997105	0.0400549214345776	0.0271721418322498	0.01023477094282	0.025377679520518	0.00719176065406938	0.0382986170847068	0.0131366985969027	0.0150494943945825	0.0282261271440782	0.0173684394067079	0.0248830440737861	0.0251920203449229	0.0361719226469004	0.0214701425737027	0.00531281075008089	0.00736067611214274	0.00920363974289543	0.00802276862157442	0.022076616509002	0.0224103165656747	0.0144966942993117	0.017301796787146	0.0370413738314576	0.0230527771009682	0.022590353786275	0.0207486373794271	0.029303599866826	0.0272221562541867	0.0327678455918661	0.0244631100661111	0.025341529299108	0.0156193674944767	0.0275272541894836	0.0255032422583627	0.0149503382776009	0.0250972033893883
OM5_C_4F_3	0.0131149148937485	0.036861703604423	0.0250315571230432	0.0204389476393139	0.0260411888849558	0.0338214039094871	0.0153460707013646	0.0115189001130395	0.0116826297215978	0.014833866803391	0.00446848245320888	0.00247850368911773	0.00859841710299616	0.0231913487921149	0	0.0135168742080565	0.0225615568362754	0.0100987089058304	0.0104226073304912	0.0422232934696407	0.0353310861951785	0.00475362618424625	0.0295409986960524	0.0299702359774303	0.0285646830651524	0.0489342277864313	0.0488076709715839	0.00803481765372217	0.0343393138001112	0.0275366839666084	0.00832163535559215	0.0251954294873302	0.00969134803326001	0.0184194067740896	0.0056850283059363	0.0192099456418084	0.0453945145029376	0.0270928079709818	0.0156012194052427	0.0115760312230851	0.00973983838503522	0.00562557541060526	0.0167883103490979	0.00431758417332486	0.0361254701625277	0.0522990761707715	0.0428010740902853	0.0200816889044645	0.0194844827592851	0.0221584098232517	0.0229543752968713	0.0102460657946662	0.00617481931301666	0.00934908111548159	0.0110984446505704	0.0151983667455299	0.00813750874029336	0.00812900583386031	0.00587276296403119	0.00671780718818781	0.00474196222607407	0.0138290808642348	0.00876566360437587	0.00706620536424332	0.00929792014738529	0.00443879460251964	0.00536609700865687	0.0113432874833082	0.007530512104256
OM5_C_4H_1	0.026267941253022	0.0501363896739894	0.0384272984881874	0.0338854712000344	0.0388638220642505	0.0469477109140618	0.00883501381588071	0.0246877082362492	0.024850158431093	0.00744085090738338	0.0133806592044302	0.0136500111692703	0.0118236056132442	0.035285553020873	0.0135168742080565	0	0.0350479460053842	0.0233558216716529	0.022185131416644	0.0552484768027424	0.0486901230073304	0.0131421496596766	0.0428579590122496	0.0426837287206903	0.0419271784893109	0.0621790974864591	0.0621333239011103	0.0214906183276026	0.0475656750606345	0.0407290190588864	0.019265132839563	0.0384438789607971	0.00509620639082348	0.00658025258163806	0.00893252817610785	0.0324337082417775	0.0585280868617291	0.0400106507856865	0.00668224465982414	0.0248510553712595	0.0204025979449431	0.0119307687029056	0.0299921500483656	0.0111293333541704	0.0488567213592279	0.065335844652538	0.0556376148087169	0.0323859476339505	0.032407880373771	0.0352333865272169	0.0360429466179295	0.0151252455742053	0.0134106914918719	0.0225896367855122	0.0219611988191008	0.00493336135680905	0.0137110914981526	0.0133543875604312	0.014779216901281	0.00905953638178187	0.0122154222143322	0.00782275749061669	0.0139137890811305	0.0111021851160543	0.0213397980983039	0.00966516977419469	0.00980428061265536	0.0226542970181791	0.0107020837404744
OM5_C_4H_2	0.00986438966091294	0.0208062913311337	0.0119547151597172	0.00844766049209256	0.00461768780782546	0.0128927474759316	0.0360593388730534	0.0123924529515308	0.0133633291346089	0.03606983406963	0.0216813919256363	0.0227311259485423	0.028609960420995	0.003238087899084	0.0225615568362754	0.0350479460053842	0	0.0163865066259804	0.0157992421614983	0.0255785828518431	0.0162579530156502	0.0254446426084926	0.0145528170767649	0.00789803983564327	0.0139929169181261	0.0314156208324192	0.0300109305629238	0.0168214896613858	0.0137211368213066	0.0080629629563369	0.0197537585833719	0.00680963699643407	0.0308053264637765	0.040080790953319	0.0270196224547744	0.00747651606194142	0.0243122582824416	0.00557725086732199	0.0379980387757953	0.0123971484534219	0.0153614121674779	0.0272882814137276	0.0151452532330777	0.0247674802357978	0.0223298378415047	0.0341972045002354	0.02078795126491	0.0031928262491501	0.00462000102498669	0.00906745885337871	0.00505353696558246	0.0227560145027752	0.0226169771841344	0.0137786593694587	0.017890788463143	0.0370017248896538	0.0235383526797817	0.0227024455637955	0.0208690558652279	0.0289299458315823	0.0265277805554779	0.0332097919742956	0.0249886405913808	0.0255761748236567	0.0157798344924016	0.0269817477590177	0.0253308194136837	0.0136805917170845	0.0252725762036662
OM5_C_4H_3	0.00706242552918694	0.0270355852331841	0.0153482633833641	0.0119429019604865	0.0185913870267968	0.0253862654895606	0.0246666484354224	0.00686295241279249	0.00684713570403778	0.0242908035521755	0.0125146578665253	0.0110281520241941	0.016702268265045	0.0180242613876392	0.0100987089058304	0.0233558216716529	0.0163865066259804	0	0.00711454568717238	0.0325187112656372	0.0261489388659632	0.0109785696841492	0.0198281011406371	0.0229113141688195	0.0188334375890659	0.0391231122806851	0.0392098281997695	0.00262869818442031	0.0258509752234379	0.0195944299587155	0.0109792084751319	0.0167498928812361	0.0197672478798372	0.0281582512676896	0.0156448723444707	0.0107157540079681	0.0366253018429169	0.0195614866372066	0.0246143957224426	0.00632393937144115	0.0118878886853603	0.0126097320916578	0.00672399543680246	0.0139434635201549	0.026443160585846	0.0426697287555286	0.0347295508553454	0.014378924793905	0.012256884543072	0.0151381970289737	0.0149137525790577	0.0174775416834647	0.0143036768740798	0.00584462158559613	0.0121666197962819	0.0248810810465197	0.0160687548581014	0.0158846958961753	0.0129950011117943	0.0158063986998621	0.0123116494993838	0.0236419582363	0.0165123484864883	0.0162520809137332	0.00960996777826323	0.0139241943935207	0.0151582820149698	0.00963828616611091	0.0167634752286318
OM5_C_5A_1	0.00805467602388157	0.0287934475307574	0.0176848262275926	0.0149625252894736	0.018431166617788	0.0260920121535273	0.0256389010812531	0.00985414185462765	0.0108799196669524	0.0250497557711002	0.0107205538717374	0.0121439461399042	0.0188450639514919	0.0175746289351477	0.0104226073304912	0.022185131416644	0.0157992421614983	0.00711454568717238	0	0.033449049164007	0.0276190042110233	0.0113032758035829	0.0216492996496634	0.0232897415330336	0.0209194836500608	0.040638031661446	0.0406236763399002	0.00757680678222791	0.0271034393210384	0.0213227697533476	0.0141125209497122	0.0178923741160509	0.0191630413203551	0.0280172429896824	0.0157016635218514	0.0115879188799856	0.037269092056851	0.0199250846488588	0.0252301999895483	0.00957800304281949	0.0107431754211359	0.0136761027468814	0.0116737406954282	0.0141103489107016	0.0272133323620784	0.0434237514634382	0.0347895437119182	0.012880864322153	0.0120379175714003	0.0183525729737411	0.0153118848718338	0.0159859162042638	0.0137904058598157	0.00811917121372208	0.0151519348399187	0.0249828573910282	0.0157791133415518	0.0132426619189774	0.0122185506207911	0.0169328656547302	0.0141280732665712	0.0233567093448681	0.0174988414240463	0.0161703095966288	0.011714107247698	0.0143047220862004	0.0139250943350329	0.00421933642119641	0.0153959735059437
OM5_C_5A_2	0.0305964490387272	0.00652349066991844	0.0178222737276196	0.0242585461658352	0.0211041151903051	0.0150136175145881	0.0569991995276315	0.033146909473884	0.0334053129974381	0.0567180950757519	0.0431684318528081	0.0431057438862998	0.048840177806396	0.0279559182259962	0.0422232934696407	0.0552484768027424	0.0255785828518431	0.0325187112656372	0.033449049164007	0	0.0113336199956634	0.0427824507002642	0.0131933166515982	0.0218299274530449	0.0143574419683471	0.0078272896884629	0.00933747690876214	0.0346627280191707	0.0155919463989526	0.0208214337658033	0.0408801442384946	0.0197353639858462	0.051811286237095	0.0605285949274402	0.0477756837798541	0.023830216130483	0.0130844776979607	0.0208726514641641	0.0569785257193107	0.0327135690934317	0.0389291534462116	0.0447035942458799	0.0265408620059292	0.045839571627913	0.00742387460770815	0.0102665785099179	0.0164309966622956	0.027003309360257	0.0251106007092992	0.0267494372124327	0.0216418881641137	0.0465130840727558	0.0450152684919629	0.034392891397981	0.039850488038686	0.0572926931081061	0.04646144004381	0.0453651451722286	0.0432962921692919	0.0483018450665607	0.044770760270546	0.0554290563319616	0.0473875320100187	0.0476491622046138	0.0378652060194344	0.0462704361629522	0.0465938266460781	0.0341919102392421	0.0476086197031846
