	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5A_3	0.0226239285984199	0.00689842649582109	0.0111419729502451	0.015439867537831	0.0118230828764698	0.00475661187339617	0.0493915206437625	0.0247884376252019	0.0250224684361731	0.0493494258597036	0.0358519184209726	0.0357188873674557	0.0412003997675573	0.0180131358593403	0.0353310861951785	0.0486901230073304	0.0162579530156502	0.0261489388659632	0.0276190042110233	0.0113336199956634	0	0.0369601396373998	0.00769316552018718	0.0112305401762733	0.0083122483417589	0.01550151895686	0.0140575310654708	0.0277414387514623	0.00455517176272538	0.0100436403641654	0.0324015933574515	0.0105239316432949	0.0446445470995155	0.0536008251918712	0.0405075338773897	0.0163315508969675	0.0108651246032395	0.0108773017787911	0.0505215307481938	0.024488857819922	0.0304458382971767	0.0387373365955457	0.0206805769151656	0.0383633312554318	0.0121695127942669	0.0190411103654531	0.0110563320328713	0.0184883338572648	0.01688588351387	0.0165804128706137	0.013103483024104	0.0380808892647047	0.0370289550606628	0.026476484084531	0.0307809391992453	0.0503408914722813	0.0381512958830995	0.0377304456620949	0.0353345229833607	0.0414365091069266	0.0382459536480964	0.0475615054950803	0.0389602022653538	0.0397447611167761	0.0292229141412277	0.0396140075542912	0.0393590687332827	0.0274435377228469	0.0398984099050019
OM5_C_5B_1	0.0158184998645524	0.0376452570763679	0.0261819534761457	0.0226197110730911	0.02845162825702	0.0359059182415507	0.0163321960201573	0.0147056538188602	0.0147641199535228	0.0154472664421453	0.0083583308796321	0.00675364345236766	0.0105988209177574	0.0265330900094878	0.00475362618424625	0.0131421496596766	0.0254446426084926	0.0109785696841492	0.0113032758035829	0.0427824507002642	0.0369601396373998	0	0.0305284458096776	0.0327888143927313	0.0296053089888904	0.0496799223654296	0.049934576818097	0.00980044748308652	0.036511802584211	0.0300579609003664	0.0123713651120775	0.0272694698502904	0.0108709693549669	0.0182132087088238	0.00796832362381343	0.0210020929034817	0.0472443458862592	0.0296103526103775	0.0144902962089251	0.0145817938566156	0.0141171648984319	0.00250394116884543	0.0173110485675843	0.00789168530605707	0.0362325340861001	0.0529882955646019	0.0450312628641421	0.0228506188654378	0.0218231107656485	0.0250586962963412	0.0250739021999625	0.0145376112276739	0.0105797151680764	0.012534422954112	0.0153154434375938	0.0151223886627993	0.0124592083496256	0.0117454782375372	0.0104692955018008	0.00708834429043309	0.00424566309994558	0.0158101537324765	0.0127991458376636	0.0107201164169192	0.0134933269217157	0.00479055473413352	0.00823211675408297	0.0135765024008497	0.010981888863021
OM5_C_5B_2	0.0177893914355225	0.00739457958951297	0.00465277131054387	0.011239703614517	0.0109464819897085	0.00972226259114316	0.0440329892429274	0.0200725913210477	0.0202524007749672	0.0438308827331289	0.0306199459159436	0.0302176521023574	0.035807488081139	0.0171856889972764	0.0295409986960524	0.0428579590122496	0.0145528170767649	0.0198281011406371	0.0216492996496634	0.0131933166515982	0.00769316552018718	0.0305284458096776	0	0.0135180646126457	0.0012364030714887	0.0194276861328564	0.0194242910085202	0.021795169293649	0.0102289139914907	0.0103322542659929	0.0277184712846467	0.00797051335070877	0.0391345119705316	0.0478697353126881	0.0349948840687849	0.0112125066533402	0.018127525681561	0.0109212428057977	0.0444249038221668	0.019628809339222	0.0263167061811428	0.0323310145277005	0.0139268851899643	0.0330033034525433	0.00929653845697731	0.0230673835738114	0.0181078285442256	0.0156755873084199	0.0130055322026197	0.0144776947237328	0.00978739545108798	0.0338906811198205	0.0321946445927466	0.0214116157908197	0.026738169926814	0.0445963095495993	0.0335873454145589	0.0329735849645318	0.0305261742085273	0.0355514824807255	0.0321128809451714	0.0425547250586508	0.0343346622531757	0.0347627394276138	0.0248098405443563	0.0336543341582243	0.0339857168870582	0.0223873595495376	0.0349459494067585
OM5_C_5B_3	0.0170022967407417	0.0174930384579289	0.0131098083345513	0.0119861763698309	0.00539121222350169	0.00698500414688921	0.0430629888105745	0.0190111953198476	0.0195946454243722	0.0431943292397021	0.0293415416690301	0.0299620907093223	0.0354213182978792	0.00807695011385146	0.0299702359774303	0.0426837287206903	0.00789803983564327	0.0229113141688195	0.0232897415330336	0.0218299274530449	0.0112305401762733	0.0327888143927313	0.0135180646126457	0	0.0133031534794903	0.0262695601234242	0.0241352032892082	0.0235896826370065	0.00728539600216161	0.00515694354984292	0.026166431046761	0.00753795736464372	0.0382877058342991	0.0474668460314179	0.0344055754786507	0.012915247475057	0.017473686218634	0.00380545329313069	0.0452943414651574	0.0189847338017483	0.0227383873449096	0.0345297672082586	0.0198837816881688	0.032119311074779	0.0209026021320017	0.0290673703917247	0.0137306274829997	0.010994459710407	0.0113150695017534	0.0110338545275576	0.00878074563771766	0.0299902782396906	0.0299625357784147	0.0208066800104228	0.0239149292197666	0.0443541950935107	0.0307017216158289	0.0303541990741885	0.028285579366511	0.0361447591266906	0.0336423643334319	0.0404195709007288	0.0318403663475525	0.0328406716578649	0.0224921518542614	0.0343729830541719	0.0329219929066915	0.0215206847689825	0.0327725819020009
OM5_C_5D_1	0.0168420359965272	0.00840664828817169	0.00356416577357348	0.0101390693501463	0.0106321550356875	0.0100819983211989	0.0429589123420919	0.0190118095935418	0.0191455268141913	0.0427749003223436	0.0297036450747271	0.0291914358158472	0.0347082514950476	0.0165925454874328	0.0285646830651524	0.0419271784893109	0.0139929169181261	0.0188334375890659	0.0209194836500608	0.0143574419683471	0.0083122483417589	0.0296053089888904	0.0012364030714887	0.0133031534794903	0	0.0204404370154902	0.0203898068798039	0.0207657410895142	0.0104512180513165	0.0097523010226165	0.0265982328845793	0.00735228917499858	0.0381566207849589	0.0468664038980491	0.0339937369712952	0.0103821474909493	0.0189585081306083	0.010581479098205	0.0434138668970289	0.0185655935687145	0.0253929998478534	0.0313665795931304	0.0128893365071492	0.0319970118539294	0.0103827194174946	0.0241930184471585	0.0187820793818726	0.015089773386218	0.0122862733870881	0.0134347585157629	0.00916918059749948	0.0329531811225816	0.0312085542075191	0.0203900131971647	0.0256180173145222	0.0435850321280947	0.0325840499412057	0.0320966763175789	0.0295576017371807	0.0345236012727405	0.0310927352141588	0.0415362263355001	0.0332685616137916	0.0337507306896441	0.0237462910348017	0.0326707029302255	0.0330422308172813	0.0216773691019068	0.033997508540836
OM5_C_5D_2	0.0370161365221887	0.0120979602293995	0.0240024088322222	0.0299306794608932	0.0268499986292075	0.0193417293591295	0.0633244235336136	0.0392548198524691	0.0393709021688231	0.0631500889677122	0.0499497242408917	0.0496121347886111	0.0550348128055894	0.0333585504316292	0.0489342277864313	0.0621790974864591	0.0314156208324192	0.0391231122806851	0.040638031661446	0.0078272896884629	0.01550151895686	0.0496799223654296	0.0194276861328564	0.0262695601234242	0.0204404370154902	0	0.00406453693895676	0.0411595634193844	0.0192242514332026	0.0254873120775217	0.0467905254637629	0.0255193763622535	0.0585315782312777	0.0672144777981734	0.0543975036432583	0.0303641198600753	0.012725243185748	0.0261853196196418	0.0636246252836778	0.0388553258418893	0.0452881889360979	0.0514740141873021	0.0328791392231548	0.052404028450532	0.0149340828414115	0.00554724989041887	0.0178195734144716	0.033298236967926	0.0315028305085684	0.0315489904909542	0.0278299148601774	0.0529275328576146	0.05150175777815	0.040742150377224	0.0455110983660745	0.0639402156421254	0.0528132671611547	0.0521308281922315	0.0498144632502594	0.0548646518509808	0.0513512940793505	0.0619092429407664	0.0535359792911821	0.0541111356656457	0.0438974286142665	0.0529963305330688	0.0533624147482756	0.0412331481903198	0.0542622533485609
OM5_C_5D_3	0.0364321492265915	0.0125773790030379	0.0238815560965597	0.0292113044401691	0.0254426556473484	0.0173826684710147	0.0630395689212623	0.0386352813766683	0.0387912103013803	0.0629453213090284	0.0495530125774528	0.0493452221424134	0.0547672937399751	0.0316500765634816	0.0488076709715839	0.0621333239011103	0.0300109305629238	0.0392098281997695	0.0406236763399002	0.00933747690876214	0.0140575310654708	0.049934576818097	0.0194242910085202	0.0241352032892082	0.0203898068798039	0.00406453693895676	0	0.0410749313301013	0.0171063346909064	0.0238907624465522	0.0461832344275404	0.0244920653250413	0.0582896071296668	0.0671263260204216	0.0541471643547617	0.0298894688474588	0.00916063336278645	0.0245927245873129	0.0637614138370485	0.0382914038174111	0.0444201585611129	0.0517316207290991	0.0331571592656064	0.0520701103307624	0.0165186314172284	0.00700801418904905	0.0145190613505357	0.0321671815344879	0.0306705545740841	0.030287819596809	0.0269134261538292	0.0520613237322247	0.0509150242705312	0.0402511755974839	0.0446526174960354	0.0638526649102716	0.0521061734374828	0.0515268568688897	0.0492162651466761	0.054832544998327	0.0514488387641001	0.0614134935296961	0.052869961514978	0.0535958910526413	0.0431544653784616	0.052986358474051	0.0530379715303631	0.0408182763662224	0.0537335216449303
OM5_C_5E_1	0.00701513641611472	0.0290771601963187	0.0172238053677139	0.0129166058461411	0.0195494482270112	0.0266840185536785	0.0223828726769167	0.0057343786966311	0.00565399858683304	0.0220868374761566	0.0104272368101532	0.00863570456110976	0.0143566448614829	0.0180324057962512	0.00803481765372217	0.0214906183276026	0.0168214896613858	0.00262869818442031	0.00757680678222791	0.0346627280191707	0.0277414387514623	0.00980044748308652	0.021795169293649	0.0235896826370065	0.0207657410895142	0.0411595634193844	0.0410749313301013	0	0.0270774423210206	0.0204634639729682	0.00844441434618684	0.0179878472757258	0.0176169795245323	0.0261286480435794	0.0134050030906538	0.0120941220587907	0.0381099853933926	0.0204571782282782	0.0228029585822833	0.00537494606953109	0.0099186703391205	0.0112364381899768	0.00892796260147284	0.0115892886226289	0.0287741181940972	0.0447437786178646	0.0359596608303472	0.0147767412931885	0.0131091527201653	0.0153648505878281	0.0160765638108801	0.0151133098435171	0.0118561139721878	0.00423486574601954	0.0098651259779823	0.0228362661510384	0.0135505463630427	0.0138044355325354	0.0106078531022839	0.0137823485329403	0.0105263011018334	0.0212543424479237	0.0139050433872044	0.013787045174595	0.00735059712410585	0.0120127176817776	0.0130057388738241	0.00933999028882625	0.0144606585638146
OM5_C_5E_2	0.0213135880834107	0.0114209482915859	0.0121764088947523	0.0143868476046392	0.00958669149843071	0.00230111713029103	0.0479405731096836	0.0233310776573427	0.0236414308817911	0.0480055359409954	0.0344360345641928	0.0345052641820012	0.0398998570240468	0.0148361950780109	0.0343393138001112	0.0475656750606345	0.0137211368213066	0.0258509752234379	0.0271034393210384	0.0155919463989526	0.00455517176272538	0.036511802584211	0.0102289139914907	0.00728539600216161	0.0104512180513165	0.0192242514332026	0.0171063346909064	0.0270774423210206	0	0.00731978167444234	0.0307667392102537	0.00929729768239579	0.0432988838913294	0.0523591439524534	0.0392183864154696	0.0156930717762561	0.0115939873983796	0.00815287428264954	0.0496361531111214	0.023141122194027	0.0284115965632331	0.0382483230463102	0.0211249732522561	0.0369899158408395	0.0162530719582564	0.022453754321663	0.00979493990043497	0.0164287957822422	0.0154642650302793	0.0143919499005422	0.0118436675076558	0.0359307057628741	0.0353010707878577	0.025169444811318	0.0287961711017258	0.0491397151413608	0.0362293883082459	0.0359769348901449	0.0336194982470533	0.0404584400557445	0.0375328268301753	0.0458240786093318	0.0370976905335918	0.0380797751217884	0.0274239290161612	0.0386998409975994	0.0379805033355789	0.0262812908531142	0.0382108773972279
OM5_C_5E_3	0.0146147898887346	0.0153684989441811	0.00909691600548128	0.00783308101861483	0.0056169896282074	0.00768758137525844	0.0407415135806158	0.0162637448854483	0.0165422045215028	0.040857112243549	0.0276337864693237	0.0275090071323918	0.0327383964809778	0.0090619983565476	0.0275366839666084	0.0407290190588864	0.0080629629563369	0.0195944299587155	0.0213227697533476	0.0208214337658033	0.0100436403641654	0.0300579609003664	0.0103322542659929	0.00515694354984292	0.0097523010226165	0.0254873120775217	0.0238907624465522	0.0204634639729682	0.00731978167444234	0	0.0235158095849458	0.004457286832074	0.0363125340419867	0.0453139946690662	0.0322163542912987	0.0101050336761947	0.0188985779089435	0.00397330941632994	0.0427012660376859	0.0161285325114304	0.0214750959269112	0.03166597664952	0.0157626103697167	0.0299635593312551	0.0190087269342537	0.0290352450649348	0.0164420144879291	0.0107945509847198	0.00957758569887757	0.00726275645952805	0.00666988767858865	0.0289517930625869	0.0282405293905505	0.0182333521074509	0.0214837876372123	0.0421006848099757	0.029097745308234	0.0292131084239516	0.0266094586304948	0.0335098326103894	0.0307436144347659	0.0386699818251296	0.0298520714456646	0.0309653413737513	0.0202040512191541	0.0318727949679289	0.0310944226004394	0.0203075337252921	0.0312444604903974
OM5_C_5F_1	0.0113733688184234	0.0349423251345452	0.0230976101645981	0.0170099779944718	0.0234132349385123	0.0307318395611813	0.0173500192053314	0.00802611304065713	0.00750549902785253	0.0176114604077526	0.00939454023397205	0.0064260665397676	0.009445392848077	0.0195602202413071	0.00832163535559215	0.019265132839563	0.0197537585833719	0.0109792084751319	0.0141125209497122	0.0408801442384946	0.0324015933574515	0.0123713651120775	0.0277184712846467	0.026166431046761	0.0265982328845793	0.0467905254637629	0.0461832344275404	0.00844441434618684	0.0307667392102537	0.0235158095849458	0	0.0224246378279603	0.0143805172008775	0.0225043176987071	0.0103785205380514	0.0177278813771261	0.0422920676199923	0.0239258229095417	0.0202105667743597	0.00838245466027737	0.00810575964823856	0.0124938147551756	0.0160218102138853	0.00837238009038864	0.0357401937868956	0.0506114187301089	0.039589497010703	0.0182124396521059	0.017630506216705	0.0169616506897834	0.0207233913789979	0.0104677813535793	0.00771322927006173	0.00738772774943353	0.00324395886674057	0.0193293789531523	0.00816301539717557	0.0115789117565669	0.00729239622127159	0.0114940282821334	0.0102562160463212	0.0161087971196989	0.00723021970586362	0.00905513084059148	0.00414879997997352	0.0110666251483156	0.0108087036237308	0.0137161627807521	0.0109063672340462
OM5_C_5F_2	0.0122286120183834	0.0143707737338265	0.00591994239364713	0.00610437981793301	0.00396690171500886	0.00869955002698778	0.0392632580386044	0.0145959967168521	0.0150639695011361	0.0392117366889332	0.0254278879694807	0.0255320055311962	0.0312409676818803	0.0092466862509686	0.0251954294873302	0.0384438789607971	0.00680963699643407	0.0167498928812361	0.0178923741160509	0.0197353639858462	0.0105239316432949	0.0272694698502904	0.00797051335070877	0.00753795736464372	0.00735228917499858	0.0255193763622535	0.0244920653250413	0.0179878472757258	0.00929729768239579	0.004457286832074	0.0224246378279603	0	0.0343162633737854	0.0433919693708521	0.030236625527984	0.00642162939101714	0.0202425343502265	0.00401594134731142	0.0405929154065339	0.0143380271262483	0.0199453443829484	0.0290708032372639	0.0127765222721404	0.0280547385859096	0.0165166479198366	0.0288159624464258	0.0180407837258887	0.00856233898799878	0.00650970189159432	0.00840724621125497	0.00288445065936086	0.0275938808101397	0.0265760773194179	0.0162087268102385	0.02088349416679	0.0401673073258624	0.0277127987365418	0.0272296227448428	0.0248610744678098	0.0314426394440771	0.0284653023759288	0.0371707534818226	0.0286881387269016	0.0293489565987581	0.0189811660342598	0.0295651089911146	0.0289699522741335	0.0173019973382431	0.0294165221758655
OM5_C_5G_1	0.0220939836020861	0.0464806244516495	0.0346147674278892	0.0296077267025355	0.0347352411821562	0.0427975693647561	0.00758783556144881	0.0202145232127276	0.0203346662150261	0.00677298855241341	0.00934701598560867	0.00922707393398453	0.00762855975742653	0.0308495274997105	0.00969134803326001	0.00509620639082348	0.0308053264637765	0.0197672478798372	0.0191630413203551	0.051811286237095	0.0446445470995155	0.0108709693549669	0.0391345119705316	0.0382877058342991	0.0381566207849589	0.0585315782312777	0.0582896071296668	0.0176169795245323	0.0432988838913294	0.0363125340419867	0.0143805172008775	0.0343162633737854	0	0.00934455953851828	0.00430758867136373	0.0285340667160664	0.0544449553926543	0.0357619312262084	0.00865651092485593	0.0204393663417528	0.0158650957754633	0.00976914645226471	0.0264159658568614	0.00642012906290529	0.0457143766552008	0.061833128572864	0.0514829859656835	0.0283163405771224	0.0283700118609743	0.0305862952280427	0.0319994256782044	0.0106486259059661	0.00859277657236132	0.0182536095114796	0.0169628085427947	0.00649392595204757	0.00876823746196544	0.00950270136246881	0.0101249972455114	0.00575665399349601	0.00911196451326553	0.00528315206159297	0.00883691407383872	0.00605690327485897	0.0165416932243224	0.00640799278098793	0.00561884468293791	0.0192445719496204	0.00622900777869865
OM5_C_5G_2	0.0312099026117848	0.0551435748707166	0.0433291403477947	0.0384265391226855	0.0439807876002079	0.0519376579036604	0.00651299031008959	0.0291010878291289	0.0290194561844273	0.0054533337906086	0.0186773485726667	0.0179178870144956	0.0136125368114692	0.0400549214345776	0.0184194067740896	0.00658025258163806	0.040080790953319	0.0281582512676896	0.0280172429896824	0.0605285949274402	0.0536008251918712	0.0182132087088238	0.0478697353126881	0.0474668460314179	0.0468664038980491	0.0672144777981734	0.0671263260204216	0.0261286480435794	0.0523591439524534	0.0453139946690662	0.0225043176987071	0.0433919693708521	0.00934455953851828	0	0.0131774277241921	0.0375735879664493	0.0635745599125751	0.0449616629237025	0.00536761079301978	0.0293055833279298	0.0250652888600037	0.0164024778707978	0.0346225206821123	0.0154102566299359	0.0542370048291853	0.07063928114414	0.0607163407244858	0.0376354314919976	0.037584390920793	0.0392772702486304	0.0411568407359177	0.0191218280641519	0.0176709243007356	0.0272288810451336	0.0251206720286116	0.00332148654492939	0.0173582105570708	0.0185265677646017	0.0193305983766946	0.0124873807254977	0.0161404861340112	0.00852058540516989	0.0165628939613395	0.0147941653739962	0.0253300804026695	0.014285780543427	0.0149476006640828	0.0284548584373151	0.0152768709741115
OM5_C_5G_3	0.0180413443391592	0.0423396678008125	0.0304417145304712	0.0253886986095184	0.0308402227929354	0.0387745046337165	0.00998959977729021	0.016028349930231	0.0160907551588839	0.00949700588117128	0.00618038433574927	0.00492603178564283	0.00543897475999311	0.0271721418322498	0.0056850283059363	0.00893252817610785	0.0270196224547744	0.0156448723444707	0.0157016635218514	0.0477756837798541	0.0405075338773897	0.00796832362381343	0.0349948840687849	0.0344055754786507	0.0339937369712952	0.0543975036432583	0.0541471643547617	0.0134050030906538	0.0392183864154696	0.0322163542912987	0.0103785205380514	0.030236625527984	0.00430758867136373	0.0131774277241921	0	0.0244836644707787	0.0504212971850816	0.0318152993290881	0.0112529396896729	0.0162319660725432	0.0124416629379333	0.00717514556436019	0.022246205047205	0.00231643402699267	0.0417713585238654	0.0577994510925512	0.0475881862828557	0.0246156146143275	0.024439458566024	0.0264311348944707	0.0279999715493105	0.00892971249132253	0.00547619824942048	0.0140881038586413	0.0131371629557634	0.010009763848444	0.00632332178285021	0.00771762145715585	0.00677835909817602	0.00370637114414423	0.00585298506081698	0.00822132329921494	0.00631120221059369	0.00357137220757726	0.0125175849374441	0.00343161918251695	0.00313525110571112	0.015922726531311	0.00472313939524166
OM5_C_5H_1	0.00678637619513218	0.0185346798477779	0.00717680569796135	0.00493547425465939	0.00812901745067907	0.0149271158418795	0.0338232402034527	0.00973686973526162	0.0104193410266935	0.0336273572492362	0.0196824012450595	0.0198327988024755	0.0258815810211735	0.01023477094282	0.0192099456418084	0.0324337082417775	0.00747651606194142	0.0107157540079681	0.0115879188799856	0.023830216130483	0.0163315508969675	0.0210020929034817	0.0112125066533402	0.012915247475057	0.0103821474909493	0.0303641198600753	0.0298894688474588	0.0120941220587907	0.0156930717762561	0.0101050336761947	0.0177278813771261	0.00642162939101714	0.0285340667160664	0.0375735879664493	0.0244836644707787	0	0.0263027602608588	0.00924991193176381	0.0346460623306761	0.00934725299056879	0.0152102150006684	0.0229078260627615	0.00806651059914672	0.0223977474035391	0.0188696980999619	0.0335753741042781	0.0241152122229352	0.00662786662166391	0.00316385865247446	0.00935386900401378	0.00430647912961626	0.0227657975251277	0.0212580481667893	0.0107868670665186	0.0168735095977512	0.0343520930296332	0.0226615568843551	0.0218277328813448	0.0195274413617683	0.0255886156191023	0.0225087392863867	0.0318034304452853	0.0237502390045826	0.0239747609813993	0.0143418286098365	0.0235521482564964	0.0231882704058804	0.0115740221826802	0.0239458394883477
OM5_C_5H_2	0.0324029661597617	0.0139534882738692	0.0218734973012806	0.0256951893517963	0.0199570677696153	0.0116862303165252	0.0593652599591149	0.0347126401766542	0.0350820073478331	0.0593732433995854	0.0454029518770468	0.0457513866773209	0.0513380609846794	0.025377679520518	0.0453945145029376	0.0585280868617291	0.0243122582824416	0.0366253018429169	0.037269092056851	0.0130844776979607	0.0108651246032395	0.0472443458862592	0.018127525681561	0.017473686218634	0.0189585081306083	0.012725243185748	0.00916063336278645	0.0381099853933926	0.0115939873983796	0.0188985779089435	0.0422920676199923	0.0202425343502265	0.0544449553926543	0.0635745599125751	0.0504212971850816	0.0263027602608588	0	0.0189504714170064	0.0607942172544077	0.0344933477745587	0.0395080146875129	0.0491155935214815	0.0314434608819681	0.0482207070971034	0.0184229022015602	0.0140625851856898	0.00549459206643878	0.0268135849781335	0.026169962489121	0.0259539503884686	0.0225104657392341	0.0469978813210365	0.0465219692428491	0.0364193152188819	0.0403571999293765	0.0603680148999309	0.0475081687444126	0.0468323179246293	0.0447920557937365	0.0516617713808277	0.0486204931625943	0.0571238513242248	0.0485376454026199	0.0493652254007411	0.0388759897207869	0.0497644632378306	0.0490236485858266	0.0365603276780156	0.0493018722813294
OM5_C_5H_3	0.0139946155109023	0.0161331064705355	0.00983819136711095	0.00897846573730832	0.0019577993358403	0.00739849095513303	0.0407639772081943	0.0163388923797807	0.016969872993777	0.0407911719787713	0.0267248284333027	0.0272833231643738	0.0329874860423997	0.00719176065406938	0.0270928079709818	0.0400106507856865	0.00557725086732199	0.0195614866372066	0.0199250846488588	0.0208726514641641	0.0108773017787911	0.0296103526103775	0.0109212428057977	0.00380545329313069	0.010581479098205	0.0261853196196418	0.0245927245873129	0.0204571782282782	0.00815287428264954	0.00397330941632994	0.0239258229095417	0.00401594134731142	0.0357619312262084	0.0449616629237025	0.0318152993290881	0.00924991193176381	0.0189504714170064	0	0.0425557896296295	0.0162232713871418	0.0205743419571849	0.0314277861404048	0.0163965266117363	0.0295679858004196	0.0187257841673894	0.0291093407656758	0.0158153683076621	0.00833354468054836	0.00793524914249894	0.00946149503074797	0.00502357806971981	0.0280728103259812	0.0276596807923818	0.0180018206949789	0.0220034189434881	0.0418067514326288	0.0286046705718526	0.0280344788752897	0.0259337747976002	0.0333951692665672	0.0307022775607482	0.038261595623156	0.0297750984750304	0.0305412778166807	0.0202275301873173	0.0315157099169658	0.0303396920596754	0.018531446271994	0.0304465407269394
OM5_C_6A_1	0.0286092480400008	0.051573050881153	0.0399183572141538	0.0354370886185514	0.0415843880964561	0.0492538929170117	0.00696615797188049	0.0264794678900493	0.0262537807787566	0.00550468595336375	0.0170648957914613	0.0153453347727689	0.011124678570935	0.0382986170847068	0.0156012194052427	0.00668224465982414	0.0379980387757953	0.0246143957224426	0.0252301999895483	0.0569785257193107	0.0505215307481938	0.0144902962089251	0.0444249038221668	0.0452943414651574	0.0434138668970289	0.0636246252836778	0.0637614138370485	0.0228029585822833	0.0496361531111214	0.0427012660376859	0.0202105667743597	0.0405929154065339	0.00865651092485593	0.00536761079301978	0.0112529396896729	0.0346460623306761	0.0607942172544077	0.0425557896296295	0	0.0265857317104156	0.0236897398182744	0.0123688533324006	0.0308259987996419	0.0134966915270312	0.0505375411122128	0.0671690926657291	0.0583034306018339	0.0355687551974776	0.0350589013406562	0.0366687175228948	0.0384739472967988	0.0191033182205327	0.0165352606077695	0.0245914671349901	0.0231703426871223	0.0037748673572716	0.0167186616793152	0.0180036596432279	0.0180009974034883	0.00920001313842941	0.0123353552986473	0.0102143591863154	0.0156218970828401	0.0138402898362466	0.0232210031873741	0.0111926220533492	0.013562373685258	0.0263552867668532	0.0147665305013671
OM5_C_6A_2	0.00345314957528581	0.0269524374091739	0.0150518685167669	0.00921373057681877	0.0155412087987185	0.0228842551858171	0.0249563943129938	0.000653736065964777	0.00156959702881586	0.0249319755506921	0.0123710331707245	0.0114221032418355	0.0169176459692289	0.0131366985969027	0.0115760312230851	0.0248510553712595	0.0123971484534219	0.00632393937144115	0.00957800304281949	0.0327135690934317	0.024488857819922	0.0145817938566156	0.019628809339222	0.0189847338017483	0.0185655935687145	0.0388553258418893	0.0382914038174111	0.00537494606953109	0.023141122194027	0.0161285325114304	0.00838245466027737	0.0143380271262483	0.0204393663417528	0.0293055833279298	0.0162319660725432	0.00934725299056879	0.0344933477745587	0.0162232713871418	0.0265857317104156	0	0.00815750511504428	0.0159276176281774	0.00935749764420176	0.0140422118471071	0.0276250954911322	0.0424680995589668	0.0319589158146928	0.0108468396998002	0.00950691240002286	0.0106432915779873	0.0125134291090333	0.0150309575983998	0.0129607430801094	0.00240818841055141	0.0078430268566942	0.0260555769080816	0.0141695145349293	0.0148184084983206	0.0114560305090192	0.0173884361542571	0.0147617966991433	0.0232080628594227	0.0147207974766386	0.0154279405689824	0.00530324513241634	0.0158162632818353	0.0154712400996743	0.00926039117821918	0.0160402159610362
OM5_C_6A_3	0.00869356661089313	0.0336150109494411	0.022016674162259	0.0161715815001597	0.0196543638204168	0.0278882409400183	0.0211546535537217	0.00766504161640604	0.00867513337921253	0.0211786735169179	0.00743004688410544	0.00921733087854764	0.0147151020424114	0.0150494943945825	0.00973983838503522	0.0204025979449431	0.0153614121674779	0.0118878886853603	0.0107431754211359	0.0389291534462116	0.0304458382971767	0.0141171648984319	0.0263167061811428	0.0227383873449096	0.0253929998478534	0.0452881889360979	0.0444201585611129	0.0099186703391205	0.0284115965632331	0.0214750959269112	0.00810575964823856	0.0199453443829484	0.0158650957754633	0.0250652888600037	0.0124416629379333	0.0152102150006684	0.0395080146875129	0.0205743419571849	0.0236897398182744	0.00815750511504428	0	0.0153580284543446	0.0169272276043659	0.0102171382771623	0.0339228354416427	0.048425178795219	0.0361168467500639	0.0131786814006479	0.013960074920373	0.016551316625915	0.017605550862388	0.00765830886177582	0.00742191316342227	0.00659293141506601	0.0077001958515841	0.0221254113306335	0.0082639139473985	0.00800518780785198	0.00576084939486949	0.0151529547779975	0.014096934921981	0.0178860154533844	0.0102586246630265	0.01042526501455	0.0050741353643737	0.0134960388864395	0.0106620016575781	0.00808682604405742	0.0100690716853446
