	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_4E_2	0.00976255311963667	0.0183141924254725	0.00887493717281467	0.0239618247962717	0.00270500375291484	0.0293268694772163	0.00822185068331022	0.0103608405792468	0.0156959486299634	0.00341625177477562	0	0.0105916551870493	0.00848645603010437	0.00549692739017898	0.0165472682293908	0.0161810629810456	0.00638864405976806	0.00905345349134573	0.008852425773048	0.00639451438756664	0.00180634626623335	0.0155715837404402	0.00640280240719587	0.026447136890019	0.0148523731068465	0.00312967290947335	0.0100173646527214	0.0190982730259649	0.00681403430218757	0.00590943302356659	0.0140357164983146	0.0131519117823127	0.0050038548001799	0.00939073535906705	0.0091825351771805	0.00864355718162904	0.0134800255600936	0.0084907982308439	0.0114760966683858	0.0529616545053433	0.0617588323096873	0.0501793094139404	0.0109201841694414	0.0118204497134349	0.0112894658018151	0.030912864747457	0.0397395524726178	0.00966416478969701	0.0120126441522462	0.0165095512186615	0.0228114782470369	0.00299963707225784	0.0108050892752632	0.00853671996129886	0.0125512228241558	0.00727358987265814	0.00903046912714596	0.0161295191905064	0.00611169658592661	0.025323141839334	0.0117696391442576	0.00646888038139226	0.0105058291624447	0.0161064597561523	0.00664471148259124	0.0107993114027539	0.00533633274750678	0.00786108597685083	0.00362113433448188
OM5_C_4E_3	0.0202776896904477	0.00898460045335337	0.00639372867188767	0.034171632557845	0.0132605672118925	0.0193566314640098	0.0039203348906205	0.020630411012549	0.0111715920175373	0.0130709051751305	0.0105916551870493	0	0.0190459513065793	0.0057633138712036	0.00967775001531375	0.0266682497168198	0.0159964320114709	0.0154017556593691	0.0136028990914933	0.00976819774084328	0.0107191570754964	0.0260994164738322	0.0130244335647232	0.0159616660400526	0.0254419830133811	0.0130350903710895	0.0205866735648265	0.0291419972360162	0.0172416552983389	0.0102214378094812	0.0244947601181056	0.0232502120417609	0.0147129989522994	0.0198479051922632	0.0197675782515675	0.00526139028801047	0.0240682878275392	0.0165908261168124	0.00808341926440888	0.0635024837273391	0.0723232154106073	0.0605939885054259	0.0213279917976953	0.0222793345502608	0.0149394114716174	0.0414418923753016	0.0501896441438846	0.0166590922368011	0.0130458616514143	0.0133123734095359	0.0332248256588211	0.00883999232054035	0.0185839650219225	0.0106375012758507	0.00361648246615797	0.016073901548818	0.0187069627968342	0.0132492365545361	0.0134079278608576	0.0147849463852278	0.022345939794665	0.0147697215746269	0.00987685793083113	0.0266144482331136	0.0166995333179428	0.00174069468522821	0.0147351160669246	0.0172602383383993	0.00778156145695543
OM5_C_4F_1	0.00137782415707078	0.0262237436696395	0.0161165596036018	0.016665022656107	0.00595427861314185	0.0373070352661843	0.0166062652076279	0.00288985122530279	0.0219662603496233	0.00641881682971533	0.00848645603010437	0.0190459513065793	0	0.0136157910280311	0.023676353207188	0.0077309721197522	0.00477661302168851	0.0101207164694996	0.0117234624811672	0.0130427533725841	0.00890230342986083	0.00766831011350897	0.0105993446941585	0.0349302708167528	0.00652140581989426	0.00692027635889228	0.00154726808026338	0.0124461052471657	0.00209249816251675	0.0114012184022493	0.00564147324275171	0.00560317878165752	0.00524163679852381	0.00137664713875732	0.00160553051318264	0.016281161871688	0.00521630269652493	0.00757338024929472	0.0181810395090768	0.0446946793805822	0.053400560140761	0.0421801168355903	0.00280712388496012	0.00470283374765058	0.0138021467196815	0.0227494126329564	0.031715611675042	0.00950950849719792	0.0162129389717538	0.0219930299879135	0.0143998202326213	0.0105332452408246	0.00882471725230323	0.0136667165617911	0.0206725065396693	0.00787370753018425	0.00436110957132026	0.0215164441372528	0.00858317928679047	0.0338015487878857	0.00377575038880625	0.00718615731516763	0.0162741783806635	0.0076381675794063	0.00349800349688935	0.0191025836038298	0.00687901968482635	0.00498884563668454	0.0115264278669605
OM5_C_4F_2	0.0147732262063724	0.0128201685698763	0.0039405314285106	0.0294542607031224	0.00817501438314582	0.0238527847678044	0.00530757613872116	0.0149753297901388	0.0109631608524882	0.00740486492048079	0.00549692739017898	0.0057633138712036	0.0136157910280311	0	0.0112646972742545	0.0210981758713547	0.0102590976964682	0.00997173114872797	0.00849086192399665	0.00807202465142666	0.00633360387679915	0.0209741537988658	0.0101736947473095	0.0216722580038322	0.0201115022101617	0.00846160460506627	0.0151624459718168	0.024589345860548	0.0117006741019699	0.00481300037751185	0.0189115513710275	0.0175342935425037	0.00900714285006066	0.0142954989339256	0.0145180664921253	0.00333761205548351	0.0187651374814281	0.010890568753501	0.00672876597104102	0.0582761355140677	0.0669945391132077	0.0556042026549533	0.0157304858792985	0.0172812087118082	0.0103264731698373	0.0362784272044113	0.0451563320128837	0.0111382679056198	0.00945268499934945	0.0122893785941879	0.0275853490553333	0.00313671409483415	0.0129650346017054	0.00617859772850922	0.00709449570525749	0.0122733106476229	0.0129570716747404	0.0120099700326882	0.00771878864105564	0.0204578264571044	0.0171156434273994	0.00902347269835787	0.00682273910098377	0.0210643563163719	0.0110234795394404	0.00550681862876574	0.0105318243737317	0.0115009757728869	0.00209814679940753
OM5_C_4F_3	0.0245737132420081	0.00474003985267306	0.00770968648056912	0.0401621713172962	0.0190658412433108	0.0144602560291564	0.0132937109106116	0.0241798391327777	0.00343279978236385	0.0172997856620255	0.0165472682293908	0.00967775001531375	0.023676353207188	0.0112646972742545	0	0.0303689344195941	0.0193110307143524	0.0158371220543087	0.0135439522148687	0.0185800821817245	0.0175879848112672	0.0313264557429472	0.0212664463053924	0.0173244233961841	0.0301157407875574	0.0196346787024552	0.0251542679026574	0.0354900565863565	0.0215957549857634	0.0123186173736152	0.0282243406471357	0.0261488030635432	0.0184781513235264	0.0239744637056889	0.0248861827373848	0.00794602334116236	0.0288714497741664	0.018185741277278	0.00553762509729958	0.0679512865159448	0.076350688951635	0.0657524798467914	0.0251540000806003	0.0279010632955921	0.0131980912845777	0.0462925584802007	0.0553088694237462	0.0171977052169533	0.00996674918584224	0.00577257333713486	0.036293966423954	0.0136546071657358	0.019298354080623	0.0104874035362962	0.00608835898671755	0.0235350753456438	0.0215351412758394	0.00606505729349276	0.0155583379100879	0.0159068193942868	0.0274140032310795	0.017170220149872	0.0079122471824106	0.03041426240342	0.020443663553284	0.00803120722315187	0.0217632603820986	0.0200309363039695	0.012927388629968
OM5_C_4H_1	0.00641944271288658	0.0333790758617803	0.0231366545848349	0.0124753119860413	0.0136849907415774	0.0444236023590789	0.0243343516133682	0.00622911399887094	0.0281966850582319	0.0137067188877528	0.0161810629810456	0.0266682497168198	0.0077309721197522	0.0210981758713547	0.0303689344195941	0	0.0111371859729103	0.0151049388203109	0.0172460744163208	0.0205600852147496	0.016622876208617	0.00508375292903029	0.0177397597008022	0.0425961329383361	0.00322130008320498	0.0145609267779602	0.00626467199921895	0.0104684181606828	0.00942844882167748	0.0181321809520259	0.00219091705317387	0.0045280894941104	0.012188874552961	0.00682185853679407	0.00752661907056861	0.0234777889095884	0.00404887993224794	0.0124460350191343	0.0248381053028019	0.0376188998731712	0.0461103663318028	0.035606423435495	0.00537261136382531	0.00697518145400715	0.018682002560264	0.0161711852566899	0.0252269922348873	0.0139596708569792	0.0216938637631645	0.0277415220743169	0.0066781590926094	0.0179662984247851	0.0122423656058598	0.0199397148168677	0.0280378040454981	0.0144168655324728	0.00885805878678058	0.0272335729682846	0.0148139463966414	0.041444408917704	0.0055980992713723	0.0132029695974768	0.0225817213481827	0.000316381417698342	0.0101445199119887	0.0266032016812536	0.0140711969504239	0.0103453647560207	0.019001508910876
OM5_C_4H_2	0.00536368270701189	0.0222495541690048	0.0120014305441443	0.0213754617127993	0.00513511560168107	0.0332938717452802	0.0143639098777893	0.00490841522689328	0.0173703157519608	0.00306139721151575	0.00638864405976806	0.0159964320114709	0.00477661302168851	0.0102590976964682	0.0193110307143524	0.0111371859729103	0	0.00545964362584176	0.00694749288630257	0.0124964958826137	0.00770172731791324	0.012310763079803	0.0112694343580018	0.0319285198078852	0.0108818714900495	0.00682372102670455	0.00605559065668767	0.0172215323245894	0.00282061670078843	0.00701231705748411	0.00896093079752755	0.00728583313568139	0.00138905903700626	0.0047221641075112	0.00630268660672543	0.0123738967255115	0.00971893256575776	0.0032239085899031	0.013775149127307	0.0487122474003766	0.0572342242616132	0.0464811618343628	0.00584653393937586	0.00946187664980064	0.00907381378011768	0.026999904382916	0.0360355422458639	0.00511098357459828	0.0114411999472419	0.0172704152539363	0.0174239394382976	0.0071578509404601	0.00519212929688631	0.00903644111677546	0.0169945568338802	0.00994820511932512	0.00273253123098037	0.0167869623962393	0.00387034255476715	0.0307108349268958	0.00849940167011353	0.00240984881764955	0.0116780309810976	0.0111560580911484	0.00127961709294588	0.0157016221853464	0.00817499284927949	0.0014824870823603	0.00821606576935933
OM5_C_4H_3	0.0104192290296542	0.0195639604993504	0.00975790544275223	0.0264023425495186	0.00933466823758945	0.0302586421943383	0.0151322081533026	0.00932383491844013	0.0132759781423623	0.00622713228966378	0.00905345349134573	0.0154017556593691	0.0101207164694996	0.00997173114872797	0.0158371220543087	0.0151049388203109	0.00545964362584176	0	0.00229346652198418	0.015362645953434	0.0108258664718011	0.0173233697594999	0.015229108197818	0.030642823411939	0.0156486324838999	0.0109861407563043	0.0112082269089877	0.0225085193035638	0.00827118467438832	0.00519944580769631	0.0131086716143644	0.0106449339948996	0.00575866509827933	0.00974137922482584	0.0116974430306878	0.010579370286089	0.0146598043504466	0.00271303421276001	0.0105128229529744	0.0524930374047304	0.0607184059943099	0.0506867220917064	0.0104202602421315	0.0148206283087653	0.00372167279913543	0.0312712668681849	0.0403239960595542	0.0013820436923909	0.00659086004548074	0.012645770327518	0.0205883833876575	0.00776449687632484	0.00349703688204684	0.00551710181720026	0.0151951122150548	0.0148012675915544	0.00644839325874795	0.0121357179912924	0.00294261702227009	0.0293183878033244	0.0136935898091739	0.00326028583357589	0.0079355276204845	0.0152120659289442	0.00670225983650361	0.0145340604912541	0.0128487416149677	0.00522868831087082	0.00855829002753516
OM5_C_5A_1	0.0122057554174662	0.0173033857092235	0.00767085710940942	0.0282510957269734	0.00978581254456392	0.0279678370083178	0.0137815965604005	0.0113036551639938	0.0110205897698206	0.0067242670564731	0.008852425773048	0.0136028990914933	0.0117234624811672	0.00849086192399665	0.0135439522148687	0.0172460744163208	0.00694749288630257	0.00229346652198418	0	0.014840357605851	0.0106572748374181	0.0191656677552037	0.0152390045754844	0.028548097041107	0.0175896970546725	0.0112955558174767	0.0129509684722768	0.0241672460277857	0.0097333424044512	0.00372973108381701	0.0152006395933647	0.0128354581600955	0.00682255209803461	0.0115367613326182	0.0132407685302536	0.00858055032230695	0.0165266016013179	0.00480360689470629	0.00823714258199824	0.0547156157773137	0.0629747674312127	0.0528360419416914	0.0123782214428771	0.0164049535074296	0.00246883968129844	0.0333944000967104	0.0424504896986668	0.00366225979415736	0.00453414786157581	0.0105204593940738	0.0228494833969585	0.00687406755408566	0.00577506356844499	0.00329484825232986	0.013097904978141	0.0153617436377352	0.00845782161838316	0.0100183890600563	0.00336041508820059	0.0272082757056826	0.0154207372390675	0.00453991413553407	0.00564336167605686	0.0173375945782213	0.00822691152317001	0.0125962376672399	0.0133512355925037	0.00709219568703481	0.00745142590051327
OM5_C_5A_2	0.0144203562074911	0.0187326526927611	0.011956369177261	0.0255189912373348	0.00754958054062065	0.0289815177920709	0.00590315438566889	0.0155685426028457	0.0188772616635331	0.0097313461372732	0.00639451438756664	0.00976819774084328	0.0130427533725841	0.00807202465142666	0.0185800821817245	0.0205600852147496	0.0124964958826137	0.015362645953434	0.014840357605851	0	0.0048073249780516	0.0184956968810576	0.00354484163746267	0.0237479160865808	0.0184527827776596	0.00616323813625464	0.0143559738947131	0.0203735533151958	0.0120344681825616	0.0113647288592195	0.0186076150020454	0.0184446088916882	0.0111688313381617	0.0142755615820508	0.0130373649661856	0.0111394454286406	0.0170869674374169	0.0148699757899708	0.0147254594009673	0.0554789260940576	0.0645209524185234	0.0521084374142435	0.0158166358938002	0.0146276392954053	0.0171594062657414	0.0334764920724882	0.041850812809519	0.0160458586194708	0.0171403131541891	0.0203441790881339	0.0272030882568097	0.00802298638106116	0.0171813582478732	0.0136357257249597	0.0130548207038307	0.00712597019373281	0.014929028471822	0.020075932257697	0.0124411457385606	0.0228601305390528	0.0152842472104942	0.0128595928519896	0.0148230892024905	0.0204092756202346	0.0124238130651414	0.0109373404138682	0.00659830415316748	0.0139743033211211	0.00773556039846158
OM5_C_5A_3	0.0102529395588831	0.0189547224872549	0.0100485015051499	0.0234792692375153	0.00299016010999519	0.0298454941854261	0.00778865886303434	0.0111340276233013	0.0170109802336264	0.00494284203425526	0.00180634626623335	0.0107191570754964	0.00890230342986083	0.00633360387679915	0.0175879848112672	0.016622876208617	0.00770172731791324	0.0108258664718011	0.0106572748374181	0.0048073249780516	0	0.0154489472885259	0.00461963535261552	0.0262863119085603	0.0149685634778497	0.00231630142146105	0.0103644202135708	0.0184930727401508	0.00754051704307263	0.00762570066930757	0.0145418710056865	0.0139930623129993	0.00636363797900527	0.00998572599496843	0.00929758087759773	0.00964396638778516	0.013580387826733	0.0101011564864007	0.0127538991190651	0.0528570830009126	0.0617419092340904	0.0498902442090814	0.0115427052671131	0.0115923345760268	0.0130903313719452	0.030774928025431	0.0394857287659259	0.0113804338908933	0.013717720983562	0.0179810265883143	0.0232972404545273	0.00448642904536579	0.0124054621188856	0.0102106578099886	0.0131155752278152	0.00595694418083558	0.0101986451032043	0.0176228982706909	0.00788386395209682	0.0252253104774835	0.0118052571006662	0.00811885879019674	0.0120302765776148	0.0165157533125679	0.00771481368372022	0.011208108325577	0.00421064097129121	0.0091827412784617	0.00482006247828169
OM5_C_5B_1	0.00696473510768609	0.0337279299329107	0.0237253106521277	0.00908974176236556	0.0128697865027649	0.0447945299514462	0.0231852599883893	0.00807809602394607	0.0296222236340243	0.0140369364047606	0.0155715837404402	0.0260994164738322	0.00766831011350897	0.0209741537988658	0.0313264557429472	0.00508375292903029	0.012310763079803	0.0173233697594999	0.0191656677552037	0.0184956968810576	0.0154489472885259	0	0.0152261497137534	0.0417077721808971	0.00209879420345942	0.0131558746764687	0.00625893884836145	0.0057041814344568	0.00976012794234363	0.0190683728969077	0.0053547349888639	0.00814697716567653	0.0129072217105717	0.00763037726732671	0.00648280478384384	0.023821480478464	0.00267133463498421	0.0146277153602196	0.0258431163418825	0.0374323427550804	0.0463146274510559	0.0346516691180321	0.00697450823175452	0.00389374385071694	0.0210430533938239	0.0153510604474322	0.0241930466823423	0.0164458511945259	0.0236954705416418	0.0295763516032582	0.00990254220482631	0.0179920604882519	0.0151710819904418	0.0213085443242578	0.0280666749741191	0.0115916960638493	0.0109202607828387	0.0290912792582284	0.0161757380113773	0.0406637297997519	0.00391512973392018	0.0146917829028995	0.0239281442793245	0.00476753350622229	0.0110656340038647	0.0263673871855941	0.0119383456749311	0.0121108866019953	0.0189280607624979
OM5_C_5B_2	0.0119442557839382	0.0218851431199641	0.0140965258571533	0.0219921617825937	0.006158686971465	0.0323491721633316	0.00928316026052427	0.0133585506141349	0.0211270461212173	0.00906842765464302	0.00640280240719587	0.0130244335647232	0.0105993446941585	0.0101736947473095	0.0212664463053924	0.0177397597008022	0.0112694343580018	0.015229108197818	0.0152390045754844	0.00354484163746267	0.00461963535261552	0.0152261497137534	0	0.0272894388488773	0.0153791428627993	0.00444914705840985	0.0117233140194992	0.0168427126960341	0.0100636393390483	0.0122337769917929	0.0159240802018187	0.0161831725824168	0.0101216903976269	0.0119332693781367	0.0102661542001273	0.0134773927144077	0.0140495260142447	0.0141244311258784	0.0168753505163247	0.0519996783674344	0.0610675188949199	0.048582022973208	0.0134035675852853	0.0114195813039546	0.0176859759545222	0.0300316005607552	0.0383417335987073	0.0156237059720084	0.0183098733723154	0.022307944288794	0.0242908594939273	0.00901120930238984	0.0163530878499045	0.0147885051649209	0.0160945363544984	0.00367116860794319	0.0133154643529619	0.0219804904837303	0.0123150543983667	0.0264038612849666	0.0122725098444824	0.0122800287760441	0.0164622673667533	0.0175588286321129	0.0108486787408116	0.0140102822230951	0.003729451488555	0.0126655695603195	0.00914011511965488
OM5_C_5B_3	0.0361914649063308	0.0125879870003292	0.0208927283810026	0.0492365873062943	0.0290474476827541	0.0110459890953756	0.0185310562227193	0.0365870080575839	0.0207318925423503	0.0290288909379578	0.026447136890019	0.0159616660400526	0.0349302708167528	0.0216722580038322	0.0173244233961841	0.0425961329383361	0.0319285198078852	0.030642823411939	0.028548097041107	0.0237479160865808	0.0262863119085603	0.0417077721808971	0.0272894388488773	0	0.0412250195417113	0.0285615674806144	0.0364594293488231	0.0441029058900268	0.0331786132412619	0.0257007414139654	0.0404313661190717	0.0391958904464074	0.0306634979803524	0.0357819775076808	0.0355416813331517	0.0200889816405654	0.0398406586824557	0.0322396915023837	0.0208037944890479	0.0790153066604282	0.0879441876549078	0.0757955784259914	0.037273781462878	0.0378297568243735	0.0291683254572009	0.0569674822050995	0.0655051629850466	0.0319901637706005	0.0263539216692302	0.0230928012902628	0.0491709344017505	0.0247858842516507	0.0340376964247453	0.0252765729396459	0.0154555623203174	0.0308305476422905	0.0346205455875102	0.0233860469563224	0.0290860194667435	0.00141800569067011	0.0380797319979739	0.0305493169025356	0.0234423609935217	0.0425331830550704	0.0326567272732871	0.0163007287848461	0.0299175755437141	0.0331505370403101	0.0237288645566547
OM5_C_5D_1	0.00554596224362039	0.0327418518428515	0.0226137862149156	0.0108220263978806	0.0121964342693563	0.0438228473138972	0.0227560332786049	0.00632678419298778	0.0282490333672048	0.0129295542575846	0.0148523731068465	0.0254419830133811	0.00652140581989426	0.0201115022101617	0.0301157407875574	0.00322130008320498	0.0108818714900495	0.0156486324838999	0.0175896970546725	0.0184527827776596	0.0149685634778497	0.00209879420345942	0.0153791428627993	0.0412250195417113	0	0.0127474586479443	0.00499187879740905	0.00779264883855804	0.00855361680957475	0.0178042551435948	0.00325974441826399	0.00608041215979388	0.0116418403145461	0.00616328139461005	0.00568754467274965	0.0227995142179229	0.00138877667001416	0.0129370280905911	0.0245961674041122	0.0381866964927044	0.0469330585931715	0.0356875767907719	0.00522902064321742	0.00408213305885227	0.0193532609692837	0.0162338801797161	0.0252232921856684	0.0146929221940174	0.0221207041928867	0.0280732787143415	0.00901690115221431	0.0170473690834386	0.0133015130985511	0.0199168339232482	0.0271823451642698	0.0118690051412723	0.00920226806425728	0.0275797220076662	0.0147438484465972	0.0401345865121732	0.00318597115772634	0.0132022782941729	0.0225582260398211	0.00291763690928387	0.00969131884167282	0.0255783543354176	0.0118582291114121	0.0104984027073889	0.0180299463027154
OM5_C_5D_2	0.00829595246790321	0.0211969397653232	0.0119888345109733	0.0211748002731811	0.00171667376079403	0.032125698080449	0.0100396152649364	0.00940683532619528	0.0188239662791101	0.0047597063088624	0.00312967290947335	0.0130350903710895	0.00692027635889228	0.00846160460506627	0.0196346787024552	0.0145609267779602	0.00682372102670455	0.0109861407563043	0.0112955558174767	0.00616323813625464	0.00231630142146105	0.0131558746764687	0.00444914705840985	0.0285615674806144	0.0127474586479443	0	0.00830288885089687	0.0162093123956408	0.00589644131849716	0.00882297924052244	0.0125382941812588	0.0122826547022412	0.00568006687858393	0.00812066991762191	0.00711868737565823	0.0117036837914267	0.0113591567548817	0.00970103932717927	0.0146051070071945	0.0505553214664403	0.0594545471686718	0.0475764592775962	0.00966824998763497	0.00928790827074707	0.01376398877299	0.0284702437274974	0.037171521559246	0.0112662706072256	0.0148790264981228	0.0195992727495061	0.0212355766821094	0.00612611532747695	0.0119112074310617	0.0114845469634937	0.0153731822667778	0.00421172747352301	0.00897143313720864	0.0192091105529257	0.00814725344995848	0.0275143739137936	0.00956874947239104	0.00791557199040909	0.0135811914405487	0.0144341677058889	0.0064723356565905	0.0134972743140527	0.00222274106330643	0.00823420308335535	0.00671838718051174
OM5_C_5D_3	0.0008439370490004	0.0277544163604479	0.0176257530144404	0.0153220958965653	0.00744939655353786	0.0388372635804788	0.018103297577346	0.00265757843124061	0.0233752521713869	0.00793792285295426	0.0100173646527214	0.0205866735648265	0.00154726808026338	0.0151624459718168	0.0251542679026574	0.00626467199921895	0.00605559065668767	0.0112082269089877	0.0129509684722768	0.0143559738947131	0.0103644202135708	0.00625893884836145	0.0117233140194992	0.0364594293488231	0.00499187879740905	0.00830288885089687	0	0.0113088674984261	0.00356580581832367	0.0128554653499413	0.00425211539108982	0.00480879304318723	0.00668363669799115	0.00150006058774327	0.00157836187570168	0.0178099207705915	0.00371879541824375	0.00856522901539998	0.0196455093490156	0.0431546099067056	0.0518555266673045	0.0406699012746885	0.00198966108837189	0.00379775887037811	0.0149230542496905	0.0212249161615678	0.0302057437277032	0.0104613757743718	0.0174715121182431	0.0233244841187699	0.0129426039497859	0.0120766841010671	0.00950921726537938	0.0150540005739541	0.0222160176494588	0.00871473275731686	0.00502264767826073	0.0228411369105694	0.00991783436146219	0.0353359476468414	0.00248559790394133	0.00844744034312464	0.0176791383789875	0.00615185403117593	0.00480690252444615	0.0206495824620146	0.00799825102876676	0.00598448186591192	0.0130724307609622
OM5_C_5E_1	0.0121176931679042	0.0373828748682408	0.0277882765864056	0.00515393102344241	0.0164682156208594	0.0483215024838963	0.0257833652027853	0.0135261738938635	0.0341344241561019	0.0183606121189447	0.0190982730259649	0.0291419972360162	0.0124461052471657	0.024589345860548	0.0354900565863565	0.0104684181606828	0.0172215323245894	0.0225085193035638	0.0241672460277857	0.0203735533151958	0.0184930727401508	0.0057041814344568	0.0168427126960341	0.0441029058900268	0.00779264883855804	0.0162093123956408	0.0113088674984261	0	0.0144616651539483	0.0235200387486545	0.0110521794845971	0.0138487067985483	0.0175421952404379	0.0127945745570278	0.0109494919481551	0.0276995943349595	0.00821188986368032	0.0198725269765429	0.030145151563764	0.0352857106756087	0.044441314734091	0.0317508367362447	0.0124487455941752	0.00778352078071929	0.0262151040436208	0.0136365830887219	0.0215387919601624	0.0217595385976409	0.028645276211021	0.0343439292905055	0.0132848489535591	0.0218645138866453	0.0206584155178248	0.0259543691862341	0.0315750966546769	0.0132848910864749	0.0162656029326907	0.0338787820538547	0.0209866459831365	0.0431827342613163	0.008827572129372	0.0196298747188347	0.0284960432468932	0.0101604900618272	0.015942415479915	0.0296976264613934	0.0144117835758671	0.0172916841971007	0.0226771243014435
OM5_C_5E_2	0.00307835680701694	0.0242081936646335	0.014061607543209	0.0187500551614487	0.00455848270601624	0.0352911553597861	0.0150298880611843	0.00359469962735384	0.0198753988909476	0.00438532981521763	0.00681403430218757	0.0172416552983389	0.00209249816251675	0.0117006741019699	0.0215957549857634	0.00942844882167748	0.00282061670078843	0.00827118467438832	0.0097333424044512	0.0120344681825616	0.00754051704307263	0.00976012794234363	0.0100636393390483	0.0331786132412619	0.00855361680957475	0.00589644131849716	0.00356580581832367	0.0144616651539483	0	0.00931066559319674	0.00725674951893728	0.00645488131675432	0.00314943833880588	0.00260667209949144	0.00351391261788825	0.0142618296418966	0.00728047953856799	0.00588135377188469	0.0160941699646281	0.04668175685913	0.0553403213561139	0.0442322416125521	0.00410994556570272	0.00668206549976992	0.0118934101785375	0.0247845689599768	0.0337695895590887	0.00781915194740514	0.0141889988186172	0.0199246999726165	0.0160165086291525	0.00858394874422761	0.00748537171094478	0.0115812498412057	0.0187126719046482	0.00797204016750512	0.00342192483870849	0.0194512770617081	0.00652857470584744	0.0320217554456434	0.00586647353348039	0.00519883285668373	0.0141841580377045	0.0093788833776212	0.00157406529485416	0.01720501832185	0.00651898978779096	0.0034301769638852	0.00960298511414512
OM5_C_5E_3	0.0122593233114666	0.0153126682315861	0.00507641830754569	0.0280102900839427	0.00764231766771704	0.026317134206315	0.0100711424952647	0.0119109643494661	0.0106226815196512	0.00516265545400388	0.00590943302356659	0.0102214378094812	0.0114012184022493	0.00481300037751185	0.0123186173736152	0.0181321809520259	0.00701231705748411	0.00519944580769631	0.00372973108381701	0.0113647288592195	0.00762570066930757	0.0190683728969077	0.0122337769917929	0.0257007414139654	0.0178042551435948	0.00882297924052244	0.0128554653499413	0.0235200387486545	0.00931066559319674	0	0.0159650289322781	0.0140756159018996	0.00617211005825197	0.0116575980965967	0.0126922171655575	0.00565231106383049	0.0165729528659804	0.00655078458301814	0.00679361313590836	0.0557146121914074	0.0642105971943026	0.0534554031326529	0.0128573698710177	0.0157916996803507	0.00583898349068507	0.0339851397772692	0.0430048496548368	0.00643810174580894	0.00610346205869603	0.0109728207251523	0.0242792593360979	0.00334948897309975	0.008392055517634	0.00266333972452853	0.0103562240951617	0.0130333456424914	0.00939422908800626	0.0105444205806963	0.00346147834292431	0.0244091893608757	0.0151654511421225	0.00504185087434006	0.00499565039435663	0.018160043655901	0.00812628120521276	0.00945108339803588	0.0110268927997105	0.00786960313464248	0.00376217154309345
OM5_C_5F_1	0.0042940090760753	0.0311969645649367	0.0209573746933638	0.013812158513848	0.0115813500420262	0.0422471812865554	0.0222142780354215	0.00405448827890705	0.0261038306103439	0.0115172312468713	0.0140357164983146	0.0244947601181056	0.00564147324275171	0.0189115513710275	0.0282243406471357	0.00219091705317387	0.00896093079752755	0.0131086716143644	0.0152006395933647	0.0186076150020454	0.0145418710056865	0.0053547349888639	0.0159240802018187	0.0404313661190717	0.00325974441826399	0.0125382941812588	0.00425211539108982	0.0110521794845971	0.00725674951893728	0.0159650289322781	0	0.00287606123802558	0.00999894455294498	0.00465296851678631	0.00565905548233785	0.0212901943273789	0.00325916737747897	0.0104191189274168	0.0226901703847991	0.0397698895767827	0.0482879212722597	0.0376718800858547	0.00318265872785994	0.00587500697441776	0.016741587142039	0.0182023839075728	0.0272628605505139	0.0120213600084741	0.0196836647607786	0.0257152111838076	0.00877939138131363	0.0157785409323614	0.0104262006278664	0.0178197558625308	0.0258475866012852	0.0127508747930765	0.00676091508600478	0.0252104849446283	0.0126730985722842	0.0392734280767285	0.00424076674495043	0.0110674845685898	0.0204663395417926	0.00219544463788247	0.00795473290580891	0.0244163076146538	0.0122135344757136	0.00822140942108447	0.0168153567948451
