	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0197856343645401	0.0347274358005046	0.0643201049665171	0.0675230177088689	0.0505221284445277	0.0807381988564995	0.0150005175446245	0.102334116447482	0.0930022520181733	0.0510656115030265	0.0806595325824278	0.0839794163852818	0.0668300434173872	0.0383122924575071	0.0695784318231481	0.0223640040901993	0.0720473975160708	0.0435508810802916	0.0597452832152007	0.0739078115991208	0.0855726727515167	0.0709973654096137	0.0419120095223032
OM5_C_4A	0.0197856343645401	0	0.0239135192262339	0.0467681591983811	0.0486534247971487	0.0321074379934776	0.0672823762004008	0.0151251691992717	0.0873621385670466	0.0760648278953391	0.0407428578859673	0.0612711342853124	0.0648860787427461	0.0489780741960347	0.0234369718185749	0.0575988917653333	0.00884944091212125	0.0541318672506842	0.0255539032090838	0.0419760944485312	0.0564926562894777	0.0669140325769714	0.0524745921555272	0.0242806519827923
OM5_C_4D	0.0347274358005046	0.0239135192262339	0	0.0383420956688195	0.0417871057904364	0.0277186667423773	0.0805348969808582	0.0270753763328897	0.100635909737309	0.0866027934897485	0.0172574911841355	0.0576046809571178	0.0571100014979403	0.0389691180555618	0.0136922062878437	0.075241290844766	0.0195808688068934	0.0427032144324355	0.0191647052060355	0.0304898301712628	0.0426791195426759	0.061698079535095	0.0454207016708168	0.0172308029341061
OM5_C_4E	0.0643201049665171	0.0467681591983811	0.0383420956688195	0	0.0131877567458074	0.0165787528186368	0.0632137746487422	0.0570645053811565	0.0795394592278999	0.0641583947613975	0.0383020131138178	0.0248134258152918	0.0251367040916468	0.00679086683591376	0.0276029233819226	0.0659166669012585	0.0463657478360072	0.0134041245633131	0.0228585258554942	0.0128907616177873	0.0201058017547602	0.0247529214701527	0.00950600991544923	0.0256695520759024
OM5_C_4F	0.0675230177088689	0.0486534247971487	0.0417871057904364	0.0131877567458074	0	0.0191764089953273	0.0630511278990996	0.0588684506033332	0.0755051623758084	0.0585214632461978	0.0413397297859432	0.0184654455099506	0.0177160584746036	0.0119599661473997	0.0330853051349176	0.0645986661096413	0.0474208215944661	0.012423626806753	0.0249653683967617	0.0131957548355227	0.0162036376778602	0.023568541843053	0.00917361888762026	0.0277547420643175
OM5_C_4H	0.0505221284445277	0.0321074379934776	0.0277186667423773	0.0165787528186368	0.0191764089953273	0	0.0590049423040037	0.0420575108700913	0.0774893804541711	0.062332782230885	0.0337700526633552	0.0320147021123992	0.0342891050133477	0.0185330364547512	0.0174435551641941	0.0577019502755582	0.0319364906560462	0.0246036698592314	0.0104446692288879	0.0135683718527182	0.0281092456711221	0.0370464017792319	0.0212960053162962	0.0138048240335962
OM5_C_5A	0.0807381988564995	0.0672823762004008	0.0805348969808582	0.0632137746487422	0.0630511278990996	0.0590049423040037	0	0.078211902638715	0.0348828539663643	0.0348834366269055	0.0910386935084839	0.0563567368110333	0.0675150657084881	0.0661565144013388	0.0694030999828932	0.0204996715434172	0.0714571028305248	0.0708920593445238	0.0651204751150788	0.0688318641370791	0.0778770235166488	0.0602801364718908	0.0612933053291845	0.0668363625141373
OM5_C_5B	0.0150005175446245	0.0151251691992717	0.0270753763328897	0.0570645053811565	0.0588684506033332	0.0420575108700913	0.078211902638715	0	0.0989476376065084	0.0874384262379398	0.0432576545508683	0.0724051653042628	0.0746339819056871	0.059033190524312	0.0321905260710213	0.067781847410756	0.0155022520621124	0.0639556817923989	0.0357765631742368	0.0507790058813615	0.0643157326190942	0.0785317236306565	0.0630220191036093	0.0345752100638132
OM5_C_5D	0.102334116447482	0.0873621385670466	0.100635909737309	0.0795394592278999	0.0755051623758084	0.0774893804541711	0.0348828539663643	0.0989476376065084	0	0.0195876742414677	0.109695724236931	0.0647089111511742	0.0757260980722232	0.0811991408311545	0.0901738002788556	0.037193226637627	0.091726862934123	0.0840252663810398	0.0832948277329755	0.0845898363388841	0.0905537239235737	0.0690374742038668	0.0747035075513616	0.0850062487011312
OM5_C_5E	0.0930022520181733	0.0760648278953391	0.0866027934897485	0.0641583947613975	0.0585214632461978	0.062332782230885	0.0348834366269055	0.0874384262379398	0.0195876742414677	0	0.0942360120247891	0.0476574447136319	0.0579850028214572	0.065251429743381	0.0766246859206597	0.0365298485608529	0.0795256875357998	0.0675373895977168	0.068685508836136	0.0681753905268616	0.0730501461816031	0.0537454431631346	0.0584187307823047	0.0706712555668689
