	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0171540870211475	NA	0.025040360698134	NA	NA	0.00808184796635063	0.0156701677034075	0.0129736636906847	0.00758553916837578	NA	0.00397671369121488	0.0170686775973779	NA	0.0370449152144781	0.011356865597355	0.00829244569761265	NA	0.0195331583948889	NA	NA	0.0050946629889036	NA	NA
OM5_C_4A	0.0171540870211475	0	NA	0.00853309020058081	NA	NA	0.00991942551074782	0.00680867048747404	0.00437471908100457	0.0103644805928196	NA	0.0202204214449644	0.00835040208748714	NA	0.0206906991937351	0.00889208729728403	0.00891383384957418	NA	0.0114931458733253	NA	NA	0.0137583432516476	NA	NA
OM5_C_4D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_4E	0.025040360698134	0.00853309020058081	NA	0	NA	NA	0.0174164320052923	0.0108169844276816	0.0125040839149161	0.0187747373786548	NA	0.0278495236466375	0.0107964652129827	NA	0.0127744322284296	0.0153360594319887	0.0170818435879544	NA	0.0124053882514339	NA	NA	0.0209400851995031	NA	NA
OM5_C_4F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_4H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5A	0.00808184796635063	0.00991942551074782	NA	0.0174164320052923	NA	NA	0	0.00924655610291434	0.00646974122930823	0.00457781648901795	NA	0.0105025622689995	0.0094851924902113	NA	0.0298433120366339	0.00709908223545784	0.00300477038767597	NA	0.0144041908607182	NA	NA	0.00439301682746021	NA	NA
OM5_C_5B	0.0156701677034075	0.00680867048747404	NA	0.0108169844276816	NA	NA	0.00924655610291434	0	0.00604891073541259	0.0113680824242216	NA	0.0185273979217823	0.00615801293311389	NA	0.0218971477328266	0.00528177568234685	0.00920947260102684	NA	0.00571304449297926	NA	NA	0.0113491180748124	NA	NA
OM5_C_5D	0.0129736636906847	0.00437471908100457	NA	0.0125040839149161	NA	NA	0.00646974122930823	0.00604891073541259	0	0.00650847199187129	NA	0.0162525244634909	0.00887307051683671	NA	0.024419781139999	0.00534706419502221	0.00489326383031784	NA	0.0111911259479593	NA	NA	0.00987908694880245	NA	NA
OM5_C_5E	0.00758553916837578	0.0103644805928196	NA	0.0187747373786548	NA	NA	0.00457781648901795	0.0113680824242216	0.00650847199187129	0	NA	0.0109033951710525	0.0130554532732829	NA	0.0308672931911248	0.00794014528328151	0.00227845203164784	NA	0.0162838569978531	NA	NA	0.00674456446103668	NA	NA
OM5_C_5F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5G	0.00397671369121488	0.0202204214449644	NA	0.0278495236466375	NA	NA	0.0105025622689995	0.0185273979217823	0.0162525244634909	0.0109033951710525	NA	0	0.0189665715494133	NA	0.0400724648471715	0.0146935156646472	0.0115072000633478	NA	0.0223754291365867	NA	NA	0.00720252723403446	NA	NA
OM5_C_5H	0.0170686775973779	0.00835040208748714	NA	0.0107964652129827	NA	NA	0.0094851924902113	0.00615801293311389	0.00887307051683671	0.0130554532732829	NA	0.0189665715494133	0	NA	0.022729850393038	0.00999026510497252	0.0109051193437225	NA	0.0103742845069351	NA	NA	0.0122021304839872	NA	NA
OM5_C_6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_6B	0.0370449152144781	0.0206906991937351	NA	0.0127744322284296	NA	NA	0.0298433120366339	0.0218971477328266	0.024419781139999	0.0308672931911248	NA	0.0400724648471715	0.022729850393038	NA	0	0.0263006713165022	0.0292410884162799	NA	0.0205034767106498	NA	NA	0.0329956203268534	NA	NA
OM5_C_6D	0.011356865597355	0.00889208729728403	NA	0.0153360594319887	NA	NA	0.00709908223545784	0.00528177568234685	0.00534706419502221	0.00794014528328151	NA	0.0146935156646472	0.00999026510497252	NA	0.0263006713165022	0	0.00616307315746172	NA	0.00870326044639352	NA	NA	0.00802296067897745	NA	NA
OM5_C_6F	0.00829244569761265	0.00891383384957418	NA	0.0170818435879544	NA	NA	0.00300477038767597	0.00920947260102684	0.00489326383031784	0.00227845203164784	NA	0.0115072000633478	0.0109051193437225	NA	0.0292410884162799	0.00616307315746172	0	NA	0.0142484945471494	NA	NA	0.00593674511207828	NA	NA
OM5_H_2H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6A	0.0195331583948889	0.0114931458733253	NA	0.0124053882514339	NA	NA	0.0144041908607182	0.00571304449297926	0.0111911259479593	0.0162838569978531	NA	0.0223754291365867	0.0103742845069351	NA	0.0205034767106498	0.00870326044639352	0.0142484945471494	NA	0	NA	NA	0.0154285292474658	NA	NA
OM5_H_6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6F	0.0050946629889036	0.0137583432516476	NA	0.0209400851995031	NA	NA	0.00439301682746021	0.0113491180748124	0.00987908694880245	0.00674456446103668	NA	0.00720252723403446	0.0122021304839872	NA	0.0329956203268534	0.00802296067897745	0.00593674511207828	NA	0.0154285292474658	NA	NA	0	NA	NA
OM5_H_6G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
