	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_B_B_1	0	0.00816446041685241	0.0195022273017232	0.0130443906614511	0.00987667037025686	0.00607618215852762	0.0170911167749259	0.012528646724021	0.033128683739116	0.00731257563230617	0.0199008173364192	0.0194973800553951	0.0109385389567232	0.032593467309377	0.0284818758182081	0.0128024001716196	0.00833202876150914	0.00884775999190669	0.0167745854007161	0.0106090198847481	0.0203018484790541	0.0077519889385712	0.0105021515626459	0.012156610523958	0.00918435603796832	0.00959458803240589	0.0145875543921219	0.00841491870680939	0.00772968012885253	0.0142531472194009	0.027743520212117	0.0173766211800798	0.0201710942103095	0.0151305737282996	0.0216203604732891	0.0149129858085302	0.0167143399873432	0.0191477960131907	0.0305755811631253	0.0116103898134868	0.0137719820894975	0.0164829541435654	0.0186126969728892	0.0118443269353801	0.0278561745769143	0.00733611252244472	0.00703553665523807	0.0137978993570313	0.0162581431808355	0.0214401826469896	0.0199875397744507	0.011047609820268	0.0186021958249415	0.0206804265075305	0.0105794063289296	0.0180273655225712	0.0161322014918415	0.00861457775336377	0.0149500467227496	0.00578261603895968	0.0206461926296822	0.0173950370845231	0.0232926566576159	0.0249852814126667	0.010478942658304	0.00949226936326435	0.0186635082046379	0.0888879549424759	0.102911272873313	0.0529441342464214
OM5_B_B_2	0.00816446041685241	0	0.0163074089627831	0.0137737936664537	0.00757883237764564	0.00994168263887894	0.0140969579905059	0.0084964389149863	0.0287857835531977	0.00690926284008546	0.0156192085504049	0.0159811578788643	0.0106313347157883	0.0285091754543612	0.0242471838137765	0.00949518896655029	0.00136052039656021	0.00550943905984796	0.0145976169583123	0.00727434432293276	0.0181156719014886	0.00881464019545143	0.00986697631887196	0.00949498630137298	0.00677569171255345	0.00841935890322043	0.011003358270948	0.00672692613782559	0.0118107346429098	0.00904073324442164	0.0236546648353448	0.0149995897891387	0.0176095263528446	0.0158651032042459	0.0226451471452973	0.0176563675675982	0.0125832956486839	0.0156039308124249	0.0269237928311692	0.0115746807130272	0.0118078482542228	0.0120550215274746	0.0159754689199036	0.0103583633300614	0.0236939782448194	0.00794142149697029	0.00559900325862737	0.00780843550007214	0.0123861841530481	0.0171944519093248	0.016238859365674	0.00712006170246445	0.0151012318083603	0.0171350711820826	0.00626765284416621	0.0137953410999322	0.0126067881974856	0.00334130567412291	0.011018321713614	0.0105631907210457	0.0182140234702912	0.0158925204015023	0.021214328131401	0.0211646872061325	0.00553918418103863	0.011174778091938	0.0155046551832001	0.0918764204399851	0.105178212649826	0.055077436866654
OM5_B_B_3	0.0195022273017232	0.0163074089627831	0	0.0270171158985443	0.0179534558780055	0.0208860659100759	0.00785095958143437	0.00967449675717145	0.0164045226627447	0.0170497581750391	0.0123552864988674	0.00832444271299273	0.0258291884360258	0.0183664670278102	0.0132548239842562	0.0233428989991343	0.0173208285275135	0.0150491788058924	0.00573090071764731	0.00947190993558185	0.00658645549930896	0.0137901485011953	0.017474404672772	0.00952113023784937	0.0154119762049772	0.0106619241740955	0.0133477661750245	0.0152588665015871	0.0243156613406911	0.00986045185514824	0.0101794079449737	0.00668659524346888	0.00530170898751175	0.0310014718355737	0.0382502945529731	0.0319222257958064	0.00408824069412038	0.00161132001846406	0.0146019266044274	0.0273504716923084	0.00659003769972509	0.00624356632901299	0.0174952720204413	0.0112543553875263	0.0119324777356097	0.0223529427051538	0.0165193610333648	0.0124162174873112	0.00805563885622414	0.00846920336298852	0.00564948085371294	0.0177074229200985	0.0105247872847354	0.00752378364467875	0.0146873277100226	0.00812946049070084	0.0125429319074089	0.0177115328194391	0.0108816235150647	0.0207768924587244	0.00508033187123022	0.00600598947647202	0.0070673622523416	0.0125172433955314	0.0125376066117143	0.0251117759094472	0.00852970243070125	0.107026470700143	0.120664743690714	0.06978629626705
OM5_C_4A_1	0.0130443906614511	0.0137737936664537	0.0270171158985443	0	0.0133303583363413	0.0106039099371844	0.0264809564652471	0.0199362552749358	0.041135325858683	0.0125554152135806	0.0282950757358802	0.0284030808548585	0.0137698526550819	0.0409358980796876	0.0370790336213134	0.00725566061247906	0.0135523956240615	0.0146404907068777	0.0259433450516542	0.0186089764081646	0.0297843427815097	0.0174229113511063	0.0114630574468336	0.0221667151483952	0.0179729636906615	0.0179273069879258	0.0237777047859452	0.0122541383654793	0.00685231730587239	0.0210230156159584	0.0346022560401459	0.0258854027892265	0.0282201502770336	0.00854550756608522	0.0150426916975466	0.00774690300032651	0.0240714510755907	0.0267398614763747	0.0397335955111286	0.00851598111028492	0.0215018337948161	0.0232483582245594	0.0281555252630106	0.0204749189428198	0.0365599910579995	0.0133159021721533	0.0164789900160131	0.0210840069666838	0.0238466169736419	0.0276660331970715	0.0287301733250614	0.0156438429055517	0.0270293996599231	0.0287668463289059	0.0129748505510495	0.0234299765344937	0.0245142843841844	0.0137754755183307	0.0243663114322738	0.0107089723738963	0.029818400681903	0.026421584468871	0.0323683148916167	0.034307025194684	0.0176196316836509	0.00442739116291913	0.0276542884584784	0.0805584936380311	0.0945449613094063	0.0430111444959714
OM5_C_4A_2	0.00987667037025686	0.00757883237764564	0.0179534558780055	0.0133303583363413	0	0.0130257093001876	0.0160497302294707	0.0130163529892745	0.0296322448413908	0.00333444335594793	0.0160755726104184	0.0168687249617805	0.0109337950415677	0.0285759867071357	0.0261520806815634	0.00919259034860951	0.00722809219872197	0.00345942581818311	0.0158142303166348	0.00966852608553304	0.0204405436837876	0.0101837600100081	0.00606420575659094	0.0128788808614675	0.008463552482182	0.00861096241361908	0.0119953557769735	0.00897316004800093	0.01033425395306	0.0108680500539421	0.0236209338657667	0.0147777033088993	0.0175823667131322	0.0146608289550228	0.0213544229937054	0.0182345443703077	0.0145964526893303	0.0173322810535422	0.0285800006147088	0.0131647816295625	0.0126241962646811	0.0126645891614689	0.0161974413510411	0.0087119618330885	0.0258798882944635	0.00859152045480533	0.00770242697936019	0.0123166089907875	0.0168857244640849	0.0160860250848442	0.0185920135507685	0.00344466027907375	0.0169945648004202	0.017419691299333	0.00642608278046995	0.0139670194127145	0.0122398087484423	0.00912735656919028	0.0141278446752286	0.00819721673482341	0.0203575698312187	0.0163936574146267	0.0223167139348506	0.0228837554041127	0.00838063138572259	0.010555874495352	0.0163580430829309	0.0910689384782726	0.104503966034069	0.054549088770845
OM5_C_4A_3	0.00607618215852762	0.00994168263887894	0.0208860659100759	0.0106039099371844	0.0130257093001876	0	0.020214763613676	0.0136047827149554	0.0359092868168547	0.010455658101553	0.0238414294009514	0.0228895399217937	0.0139558493789092	0.0361598746977653	0.0312547126047214	0.0123769914531262	0.0104777351276047	0.0119377858927778	0.0195254560796415	0.0127623032326264	0.0225482788004294	0.0102935445092633	0.0113500144465408	0.0151272759972768	0.0134893456670346	0.0122631191846257	0.0189514336105201	0.00743884588911138	0.00782451068423027	0.0164671854481059	0.0300508948506191	0.0204778308725967	0.0227300133768689	0.0150887786075591	0.0219000483255703	0.0124191256089204	0.0184103054103202	0.020789541038954	0.0333947553114696	0.011161471257093	0.0156194673499512	0.018680102829283	0.0236427671743704	0.0157974636083689	0.0302895337362406	0.0114866298674988	0.0116970246574979	0.0159274397860466	0.0167216142352374	0.0240596663875538	0.022253507906124	0.0147436771514756	0.0216408544245781	0.02372552014264	0.0112204505007444	0.0198235724103291	0.0203928916626921	0.00971212828778849	0.0183638731030516	0.00820094037693609	0.0225499306277847	0.0200807143884809	0.0256588824384914	0.0283668619605872	0.0128258543783719	0.00858005553903047	0.0220999113909017	0.0871671800575904	0.101345872748192	0.0504403989488859
OM5_C_4D_1	0.0170911167749259	0.0140969579905059	0.00785095958143437	0.0264809564652471	0.0160497302294707	0.020214763613676	0	0.00833004936453679	0.0166995311070312	0.0152442417621486	0.00722993624536695	0.00384780011857301	0.0223882025789126	0.0167733039829415	0.0116289010365399	0.0221323770830779	0.0146886267699647	0.013332285778333	0.00345877552380284	0.00852752772237403	0.00552200639729771	0.0133495202979224	0.0175600641187249	0.0059204480179539	0.0105010826298149	0.00998467444946025	0.00792019686769914	0.0159342571285737	0.0229641990528794	0.00969054901211278	0.0126049778803735	0.00509403210039309	0.00674546371240826	0.0291891583524239	0.0356990922670225	0.0308563459859734	0.00655395268458799	0.00654442257039969	0.0141817430890348	0.0253859907561111	0.00763960511013184	0.00740882892227211	0.0107173511937803	0.00874800041767258	0.012330572290379	0.0182828333633645	0.012228852307263	0.0104945818539171	0.0103089917844249	0.0100019261673957	0.00644862347529859	0.0148524355404163	0.0042741070839982	0.00523717109465085	0.0144950332478432	0.00842125464899469	0.00684796645132334	0.0160841280137206	0.00478407789804511	0.0192613507271542	0.00834809306927636	0.00547979947156648	0.00834519578326601	0.0088161899546812	0.011389549451166	0.023958550963132	0.00278111226932301	0.104990145655742	0.118573292140854	0.0686730255220718
OM5_C_4D_2	0.012528646724021	0.0084964389149863	0.00967449675717145	0.0199362552749358	0.0130163529892745	0.0136047827149554	0.00833004936453679	0	0.0232588663643521	0.01147432152424	0.0131588610217157	0.0112479192597112	0.0187319284106853	0.0241089679953785	0.0182355614062571	0.0161835537954252	0.00949315532106845	0.0100219365948104	0.00844142997296284	0.0047265776906823	0.0107131524683229	0.0102261013878968	0.0130851420765901	0.0056361842802351	0.0086046386390858	0.00738058742994735	0.0108562795567284	0.00950430605961949	0.0176764094339126	0.00841132837717658	0.0179749730583158	0.0101349106006129	0.0117855971897958	0.0239125095631393	0.0308023025424671	0.0244680244416622	0.00697676712839103	0.00892066358389302	0.0209988160887367	0.019562439613376	0.00656332677355244	0.00835488410085432	0.0156962051392527	0.00967393474058162	0.0180559080795107	0.0146463881192084	0.00948375981197128	0.00813180701077265	0.00735986193074201	0.0137479477406835	0.0106806884758455	0.0127043246764372	0.00938325276144343	0.0118231985891795	0.00894109056274947	0.00873260140248732	0.0111239207980493	0.0105575088634952	0.00761937835574413	0.0149970218019358	0.012038478230288	0.0098745274270299	0.0142251644219572	0.016168724384775	0.00798154168915694	0.0180842484103238	0.0104746807401587	0.0990863216497545	0.112787266784855	0.0621163666373888
OM5_C_4D_3	0.033128683739116	0.0287857835531977	0.0164045226627447	0.041135325858683	0.0296322448413908	0.0359092868168547	0.0166995311070312	0.0232588663643521	0	0.029971073499982	0.0152022986396395	0.0138736459706824	0.0364716806792598	0.00549996605411787	0.00662345654548109	0.035834011302036	0.0293328272746945	0.0273524920599939	0.0173693049838236	0.0233418493823148	0.0156112233891514	0.0276345845133289	0.0312694602016057	0.0213980680573105	0.0261714959309402	0.0246785671698049	0.0205251899391693	0.0302024562640759	0.0383493963832649	0.0210953006651797	0.00854905096578747	0.0169379105304678	0.0150147498971885	0.0433946924437123	0.0497891176921722	0.0460334932865509	0.0178394883751079	0.0159047039356131	0.00525496448084853	0.0399722919465625	0.0214567731931557	0.0181246940856045	0.0205331366387608	0.0226491488629618	0.00754159526256546	0.0336291102748336	0.0278925787100214	0.0225872417382897	0.0212642129503688	0.0146909596203044	0.0141296528774243	0.0279668954047218	0.0173424476749925	0.0133276864340872	0.0282769086817443	0.0191771859557152	0.019115229319548	0.0301622768827934	0.0193208222949498	0.0346506072527509	0.0153123909753513	0.0178088636144558	0.0132601939433648	0.00974847037011567	0.0248006524060003	0.0388820639971608	0.0151448354881955	0.120008145757109	0.132816781826984	0.083340244731168
OM5_C_4E_1	0.00731257563230617	0.00690926284008546	0.0170497581750391	0.0125554152135806	0.00333444335594793	0.010455658101553	0.0152442417621486	0.01147432152424	0.029971073499982	0	0.0167090004586835	0.016719898940111	0.0116620318124543	0.0292404753918069	0.0261043630132257	0.0096592807576669	0.00688358110091354	0.00355714547797695	0.0146964436454204	0.00833746251017196	0.0191765728561997	0.00845909471260277	0.00482789846459635	0.011697183876975	0.00751505782600201	0.00687843023216657	0.0123818760710455	0.00710833991101321	0.00866699975531325	0.0111611793640336	0.0237579215727297	0.0141296416149165	0.0169202995233403	0.0151544524604393	0.0220750896484508	0.0173679392543842	0.0139763965492381	0.0165371870558881	0.0284949870871383	0.0130834572241945	0.011089157890166	0.0126033730751278	0.0167697195010367	0.00811331492696005	0.0258531270179076	0.00805979831770743	0.00656156017761244	0.0124367139551882	0.0158556508979964	0.0166682848950326	0.0181612364571827	0.00584289544117779	0.0162980852280221	0.0172270446992932	0.00558066902917465	0.0135112726403202	0.0126216413730975	0.00875791091577686	0.0136688887819822	0.00567472879472454	0.0194360367959532	0.0151451719405596	0.0213208165079268	0.0229122723717025	0.00822970031482376	0.0097239973588443	0.0159613393545083	0.091045385526838	0.10484285628073	0.0545056266636745
