	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.00964285139846825	0.0522683869080817	0.00478686553095421	0.0390551219266793	NA	0.0394553956601652	NA	0.0235555099631624	NA	NA	NA	NA	0.00687672148178242	NA	NA	0.0240538602433567	0.0421325884968629	NA	NA	NA	NA	NA	NA
OM5_C_4A	0.00964285139846825	0	0.058605394119689	0.00487967509392367	0.0457915840797266	NA	0.0311131660691739	NA	0.0168024409071264	NA	NA	NA	NA	0.0128557160960962	NA	NA	0.0180298674179041	0.0473029327479508	NA	NA	NA	NA	NA	NA
OM5_C_4D	0.0522683869080817	0.058605394119689	0	0.0550348541751851	0.013340520502522	NA	0.0892734702956116	NA	0.0751265669431189	NA	NA	NA	NA	0.0462184836391532	NA	NA	0.0759715813976447	0.013138227211174	NA	NA	NA	NA	NA	NA
OM5_C_4E	0.00478686553095421	0.00487967509392367	0.0550348541751851	0	0.0420110757039918	NA	0.0354110029450815	NA	0.0201550460063726	NA	NA	NA	NA	0.00883311588926994	NA	NA	0.0209935323927953	0.0442239808002257	NA	NA	NA	NA	NA	NA
OM5_C_4F	0.0390551219266793	0.0457915840797266	0.013340520502522	0.0420110757039918	0	NA	0.076720894675719	NA	0.0621413570893515	NA	NA	NA	NA	0.0331870445599685	NA	NA	0.0629043884760108	0.00929887661830914	NA	NA	NA	NA	NA	NA
OM5_C_4H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5A	0.0394553956601652	0.0311131660691739	0.0892734702956116	0.0354110029450815	0.076720894675719	NA	0	NA	0.0167834788030712	NA	NA	NA	NA	0.0439522832616774	NA	NA	0.0174614901229617	0.0774159234407301	NA	NA	NA	NA	NA	NA
OM5_C_5B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5D	0.0235555099631624	0.0168024409071264	0.0751265669431189	0.0201550460063726	0.0621413570893515	NA	0.0167834788030712	NA	0	NA	NA	NA	NA	0.0289841192412508	NA	NA	0.00223617313731097	0.0640518994408472	NA	NA	NA	NA	NA	NA
OM5_C_5E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_5H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_6A	0.00687672148178242	0.0128557160960962	0.0462184836391532	0.00883311588926994	0.0331870445599685	NA	0.0439522832616774	NA	0.0289841192412508	NA	NA	NA	NA	0	NA	NA	0.0298049175615883	0.0355862805134085	NA	NA	NA	NA	NA	NA
OM5_C_6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_6D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_C_6F	0.0240538602433567	0.0180298674179041	0.0759715813976447	0.0209935323927953	0.0629043884760108	NA	0.0174614901229617	NA	0.00223617313731097	NA	NA	NA	NA	0.0298049175615883	NA	NA	0	0.0651055111918274	NA	NA	NA	NA	NA	NA
OM5_H_2H	0.0421325884968629	0.0473029327479508	0.013138227211174	0.0442239808002257	0.00929887661830914	NA	0.0774159234407301	NA	0.0640518994408472	NA	NA	NA	NA	0.0355862805134085	NA	NA	0.0651055111918274	0	NA	NA	NA	NA	NA	NA
OM5_H_6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM5_H_6H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
