	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_6A_2	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5A_3	0.0205439753769989	0.0252904703377403	0.01530604539804	0.0331481780620939	0.00850788277513998	0.0308674574961012	0.0344421561854724	0.0319142825511315	0.014304926627936	0.0352590178663467	0.0339593741636307	0.0192921480984049	0.0325394500097833	0.0274662287151076	0.0314709154052342	0.035706718177427	0.0291291295954163	0.0175848921707969	0	0.0373392754484093	0.0136878108842462	0.030752644424133	0.00905665435833373	0.030941802292636	0.0251160769886874	0.0345361655408665	0.0344703618983691	0.0265025733806904	0.0230513944050983	0.0324577142552935	0.013685023411066	0.010938329215369	0.0292653092076851	0.0352840442748734	0.0235074789865236	0.0384678886077093	0.0267421335208475	0.0302358685441793	0.012332788798529	0.00412569915504055	0.0356163549886564	0.0279228545675131	0.0218416566551746	0.0209721752217677	0.0314919763925582	0.0498789637849741	0.0385551301339059	0.0478421693499542	0.0220605464692494	0.0114259244920658	0.0271925813139637	0.0237950427116968	0.0353101762831907	0.0334444267974125	0.0215097056290112	0.0212946255773869	0.0411918327676623	0.0477365057729872	0.0299470140451035	0.0179901877531754
OM5_C_5B_1	0.0170133887110957	0.0142904897367854	0.0220518902889446	0.0118486852661129	0.0310608992646306	0.00721310192659586	0.00688088553757753	0.00874918768395487	0.0237744368538147	0.0111626155515624	0.00786498700031908	0.018065037973549	0.00717116024335874	0.0148034702539478	0.0105141329600849	0.00675148240232611	0.0115893249981279	0.0241285433941912	0.0373392754484093	0	0.0246275783105291	0.0110949990566646	0.02932664369459	0.00655979403070426	0.0163919616647851	0.00743922852465419	0.00449697620408566	0.012453591500376	0.0164860537924353	0.00783493779666461	0.0247807195131976	0.0279498009233972	0.00938422890482833	0.0119326309498753	0.0149637461594859	0.0130486795518635	0.0112571339940394	0.00773192144983228	0.0254127841842827	0.034590179756985	0.00616374280993646	0.0160693689797446	0.0155273727865399	0.0199706067510349	0.00863594757583153	0.0132788788847646	0.00428953258202906	0.0128356896015693	0.0208080202713418	0.0270929117923879	0.0235624482923603	0.014480127441514	0.0118400030482349	0.0120472895799542	0.0174193186948764	0.0210148932214289	0.00907537918254406	0.0114125285446679	0.00811174396391143	0.0267196150000462
OM5_C_5B_2	0.00956938890388712	0.0116474380780522	0.00425294610859114	0.0194669393368919	0.0112648744598923	0.017716747588941	0.0209493147856722	0.0183617361551179	0.000928565022066129	0.0215768264676716	0.0204004667689342	0.00772260703590586	0.0191228949930738	0.0138053981392358	0.0178160286126078	0.0221950252327872	0.0154841829778001	0.00541853530489767	0.0136878108842462	0.0246275783105291	0	0.0170881784498014	0.00482030344984524	0.018074010767666	0.0114748952397631	0.020994481362859	0.0212684182526086	0.0129836140490079	0.00937411139201965	0.01896607296338	0.00032115651940217	0.00332760133117904	0.0159030867753004	0.0216069689753817	0.0100224007154025	0.0248047960208616	0.0135223425334121	0.0183726324577882	0.00182459482512929	0.0102466265221972	0.0221550518162002	0.0143769377707581	0.00942232870833072	0.00750984673329322	0.0179769326131377	0.0365901074354686	0.0252747598479962	0.0343257921043653	0.00901964120807164	0.00247540451157086	0.0153159601421401	0.0103872226473671	0.0216319357583634	0.0197661886897921	0.00786487502599699	0.0082158040639423	0.0276025764772614	0.0344137232304662	0.0167784810587892	0.00786537809183494
OM5_C_5B_3	0.0136272113326425	0.00547783118952904	0.0162512420447895	0.00291812847606122	0.0265111879996355	0.00524898746331257	0.00471044209685298	0.00234612415162687	0.0164528566734057	0.00469044241690975	0.0038246496665673	0.0134349614674743	0.0039453637821159	0.00405787073102544	0.000771763963653613	0.00569296392835556	0.00169038481407128	0.0147143115391923	0.030752644424133	0.0110949990566646	0.0170881784498014	0	0.0218622688450514	0.00683519790206289	0.00621658588598307	0.00445355962132054	0.00659998630959198	0.00468674888196107	0.00771703653747657	0.00326034643500557	0.0171206887287867	0.0201308708511218	0.00388167065986725	0.00496045830102741	0.00749940853691006	0.00820182017766023	0.005762467328062	0.0107757498301608	0.0184538628094883	0.0272856752613545	0.00591646287843809	0.00502474263612787	0.0107743027983215	0.0104737929056858	0.00255667269324639	0.0201826561434003	0.00946770792135926	0.0174443369825919	0.0105942947791692	0.0194610719031429	0.0124689062412094	0.00739750868278336	0.00495047449398217	0.00330674035091932	0.00924812454399455	0.0110254864276783	0.0106231409598459	0.0179781240371153	0.00505154152385929	0.016709658164098
OM5_C_5D_1	0.013465218085893	0.0164464548340909	0.00775602490943231	0.0241675938908784	0.00907213255720207	0.022496200922464	0.0257680501556938	0.023177337875542	0.00559176622756863	0.0262953000857667	0.0252141032055188	0.0118040458616034	0.0239401853095089	0.018453151410767	0.0225978750336241	0.0270125778667709	0.0202761353518327	0.00866932179853316	0.00905665435833373	0.02932664369459	0.00482030344984524	0.0218622688450514	0	0.0227912889645585	0.0160919451337068	0.025809990904151	0.026062249373799	0.0178033594100789	0.0141479513262112	0.0237852300548632	0.00475187685254899	0.00191065613716742	0.0207137439827577	0.026291289172085	0.014840148687705	0.0294540888362792	0.018305509958106	0.0227950657065669	0.0039794595803374	0.00543188551487771	0.0269739670913037	0.0188710930497769	0.0139205468558557	0.0119180622970571	0.02279563356481	0.0414012139215756	0.0300823002020978	0.0391384966657881	0.0130463182312325	0.00240349543625542	0.0185769572545906	0.015196544662439	0.0263205880453079	0.0244538224587142	0.0126706902681132	0.0122694108123323	0.0324054998013493	0.0392271929323529	0.0215594315650323	0.00972795405951802
OM5_C_5D_2	0.0109744439841895	0.00810949441605388	0.0156410520410395	0.00902479251496321	0.0250574401470768	0.00159074155800924	0.00555088689967669	0.00502023066698336	0.0172264432500735	0.00962634148689513	0.00592742964103331	0.0117661343507082	0.00385791838657627	0.00948304747770303	0.00665240802355611	0.00660028706932653	0.00644338731655796	0.0177286362323592	0.030941802292636	0.00655979403070426	0.018074010767666	0.00683519790206289	0.0227912889645585	0	0.0105354931626631	0.00607587879578851	0.00395069778942726	0.00623308275671055	0.0101365578172982	0.00450576679309752	0.018224339255022	0.0213947716201616	0.00350654381987664	0.0102839750161287	0.00846821680991289	0.0128372444264629	0.00475721462094953	0.00412239095803736	0.0188977749532926	0.0280864930381874	0.00614712985625789	0.011053221136652	0.00910848407825089	0.0136730566180007	0.00450291258752327	0.0190890084840465	0.00795377050851343	0.0176605633523677	0.014755551631268	0.0205422020412372	0.0185807274028501	0.00796266034716367	0.0102206578860512	0.00937529301338875	0.0109336245243801	0.0148552080198445	0.0118716251152704	0.0170134187214581	0.00201176682031497	0.0204586585088843
OM5_C_5D_3	0.0112238854293013	0.00272477571260522	0.0117053303046438	0.00812682312364193	0.0218842534887506	0.00933382914008694	0.0107842694028081	0.00815741159377462	0.0109913929469944	0.0102786695759795	0.00998454229276688	0.0102021018198264	0.00946174075787018	0.00237329638907994	0.00698828558897155	0.0118673601346904	0.00499350315078591	0.00851130017715589	0.0251160769886874	0.0163919616647851	0.0114748952397631	0.00621658588598307	0.0160919451337068	0.0105354931626631	0	0.0106171224496943	0.0121078318764638	0.00443051088115276	0.00278152592120128	0.00899577785243716	0.0114476374660986	0.0142742622646196	0.00711985499947945	0.0102204453565099	0.00433490063309827	0.0133655071424887	0.0063787866554572	0.013296395467898	0.0130493536633707	0.0214576570289877	0.0120242662413211	0.00307759601768282	0.00832511261981876	0.00432078235176999	0.00801631522926606	0.0263963710416667	0.0155223743118277	0.0236138491070308	0.00447025785924212	0.0136994243013992	0.00863283042984149	0.00474901059357179	0.0102542979264488	0.00839144937188742	0.00431101815321418	0.00482591382124469	0.0167773211613066	0.0241918345074223	0.0085684170224954	0.0105545200053325
OM5_C_5E_1	0.0159604563488477	0.00940867968847366	0.0195863784911363	0.00442140660548908	0.0296358809550112	0.0048800320871981	0.00062560031365441	0.00263343144705891	0.0202835635691291	0.00394680895968626	0.000632698830834733	0.0162379137566536	0.00239195772578724	0.00851133607938819	0.00370304503897862	0.00125105892729608	0.00569744891052451	0.0190593803086721	0.0345361655408665	0.00743922852465419	0.020994481362859	0.00445355962132054	0.025809990904151	0.00607587879578851	0.0106171224496943	0	0.00329951807431538	0.00803781822795155	0.0117590424243194	0.00214725778178095	0.0210621950479237	0.0241550983052783	0.00548610063815389	0.00470266479162371	0.0110332531756642	0.00680701561867486	0.00810161771282497	0.010074076868268	0.0222112657357623	0.0312375900533433	0.00150145278615002	0.00936406775378722	0.0134548829617721	0.0147928480426159	0.0030537722212821	0.0158191639204675	0.00504944310254615	0.0133362674987982	0.0150347150607643	0.0234272146563817	0.0165351560930589	0.0107619040195737	0.00461863159651336	0.00460859160442483	0.0131498463904	0.0154414769542704	0.00669383814430203	0.0136149886421898	0.00547054097787229	0.0211480795452575
OM5_C_5E_2	0.0148474809573508	0.0102446226228703	0.0192274657552973	0.00753157259198274	0.0288807207665545	0.00360598688606286	0.00267719417709952	0.00425522494475641	0.0204720301965764	0.007242978741516	0.00356674624535902	0.0154997433583801	0.00270193596442069	0.0103795902765748	0.00601974306644467	0.00316714470573719	0.00719120101077512	0.020157219800134	0.0344703618983691	0.00449697620408566	0.0212684182526086	0.00659998630959198	0.026062249373799	0.00395069778942726	0.0121078318764638	0.00329951807431538	0	0.00850956152248047	0.0125474170030235	0.00333980396627086	0.0213838752455896	0.0245458373390095	0.00542679883424542	0.00800151738234129	0.0113023848544712	0.00986224588339055	0.00776397463848835	0.0073729121661338	0.0222651437026267	0.031436242242923	0.00257867553249969	0.0115902547991377	0.012763906447123	0.0159206608104766	0.0041797757787864	0.0154222078417663	0.00411051476367224	0.0137519469685923	0.0165678518018054	0.0237415340132739	0.0190672745472973	0.0108933499080031	0.00791690995592613	0.00777515922195145	0.0136785800332985	0.0168397253397618	0.00796655214669176	0.0132897446780376	0.00452673497382652	0.0225816844522039
OM5_C_5E_3	0.00903215844989776	0.00187663877587393	0.011673109703223	0.00755624460800063	0.0218830980817917	0.00524226656096264	0.00796821178030022	0.00541530134184908	0.0122544894125314	0.0093649832165401	0.00746152220853185	0.00874997520469687	0.00616511148512022	0.00418086680712466	0.00526406797548791	0.00922080377929641	0.00301795565520369	0.0116934084915038	0.0265025733806904	0.012453591500376	0.0129836140490079	0.00468674888196107	0.0178033594100789	0.00623308275671055	0.00443051088115276	0.00803781822795155	0.00850956152248047	0	0.00405158126268533	0.00598346006961888	0.0130649237381582	0.0161903891247126	0.00310102773812398	0.00964427639357327	0.00299674008168404	0.0128880088222581	0.00201801705646215	0.00888484309370429	0.0141747132125546	0.0232259429301704	0.00917310076041883	0.00589908678043737	0.00612011744111522	0.00751890099463508	0.00499920000186575	0.0236425704728823	0.0123723399839272	0.0213657193587312	0.00852360219624927	0.0154334607555923	0.0129187095657599	0.00277240398854824	0.00963608929875227	0.00793362993752134	0.00520687664651037	0.00863173779623067	0.0147055090395042	0.0214562138247216	0.00437000810897005	0.0142852041077955
OM5_C_5F_1	0.00854693968252856	0.00235765638760366	0.00904818187503861	0.010148164440441	0.0193051539954551	0.0092745940517308	0.0117848592207942	0.00913960461937325	0.008761314832704	0.0122297221923995	0.0111461465796552	0.00743555112221602	0.0101174467953207	0.00471028622893158	0.00845134910826347	0.0129894874606573	0.00613754207156863	0.00764592963156125	0.0230513944050983	0.0164860537924353	0.00937411139201965	0.00771703653747657	0.0141479513262112	0.0101365578172982	0.00278152592120128	0.0117590424243194	0.0125474170030235	0.00405158126268533	0	0.00983587690594833	0.00940428600906006	0.012433273315085	0.00715242627016919	0.0123031266425998	0.00210699289942518	0.0155402967977734	0.00544018387326927	0.0121154068733837	0.0107869389162483	0.0195746671767363	0.0130199709154819	0.00581353821862546	0.00574178032299126	0.00354379227456411	0.00882611102735135	0.0275289039356605	0.0163384734526032	0.0250548881594549	0.00496463173469938	0.0117475796221105	0.0107639401914964	0.00266693857822169	0.0123217426923914	0.0104658969458981	0.00163312248183599	0.00486072658204639	0.0182808304751296	0.0253316186260899	0.00837861215112634	0.0103277331928942
OM5_C_5F_2	0.0138349586829017	0.00747885904893127	0.0174563513218959	0.00464371601164819	0.0274903572375337	0.0030588861098841	0.00198663988036786	0.000916004554874139	0.0182350408161913	0.00513346342704964	0.00169360220050705	0.0140911810603646	0.000760621182975928	0.00711244690835311	0.00270822089369642	0.00325301573980115	0.00400429652253277	0.0172910019835194	0.0324577142552935	0.00783493779666461	0.01896607296338	0.00326034643500557	0.0237852300548632	0.00450576679309752	0.00899577785243716	0.00214725778178095	0.00333980396627086	0.00598346006961888	0.00983587690594833	0	0.0190450332457343	0.0221611191363439	0.00333914899574612	0.00577916650214389	0.00896505468697795	0.00845823267680567	0.00595442681797018	0.00862658729682039	0.0201403427885003	0.0292074360459363	0.00319483815702716	0.00825922945176153	0.0113083782223617	0.0130203424651781	0.00101103407655547	0.0176985579772778	0.00655464321619991	0.0153964573417285	0.0134636136623682	0.0214130313890841	0.0157287080349578	0.00866703616989981	0.00571687591422913	0.00496447358475236	0.0111568523561867	0.0137999653212595	0.00882630333129582	0.0155037358788501	0.00346430043718601	0.0195430279376067
OM5_C_5F_3	0.00984332807215707	0.0116955714413534	0.00456623792320312	0.0194693953545918	0.0114617768532527	0.0178421023327367	0.0210263250181914	0.0184292729061117	0.00119522128454943	0.0215860648330305	0.0204649515462429	0.00798732798340186	0.0192139089787208	0.0137887893371861	0.0178531021027692	0.0222676992152557	0.0155274327703615	0.0051757468309333	0.013685023411066	0.0247807195131976	0.00032115651940217	0.0171206887287867	0.00475187685254899	0.018224339255022	0.0114476374660986	0.0210621950479237	0.0213838752455896	0.0130649237381582	0.00940428600906006	0.0190450332457343	0	0.00317264685867148	0.0160060234074996	0.0216047462445115	0.0101171616681534	0.0247931434764207	0.0136479429302808	0.0185824466048896	0.0020390520666778	0.0101836283166308	0.0222364105490894	0.0143233559424668	0.00963184454871442	0.00742623178937599	0.0180525214165005	0.0366861016501641	0.0253779859202904	0.0343914577155098	0.00887933448700655	0.00236881549539115	0.0151134008930977	0.0104950001329255	0.0216310876866744	0.0197644673399139	0.00791914761798243	0.00807614550729093	0.0276559058657435	0.0345067884072833	0.0169034579438405	0.00756727423736262
OM5_C_5G_1	0.0126299806788403	0.0147592905586127	0.00699917460750059	0.0223755543204284	0.0105101236075992	0.0210108122480072	0.0241375521595792	0.0215240978556561	0.00421367295655157	0.0245123554048957	0.0235514816141173	0.0108547062162126	0.0223492422047553	0.0166426047937736	0.0208748677210782	0.0253698324164774	0.0185701202527739	0.00676319412252025	0.010938329215369	0.0279498009233972	0.00332760133117904	0.0201308708511218	0.00191065613716742	0.0213947716201616	0.0142742622646196	0.0241550983052783	0.0245458373390095	0.0161903891247126	0.012433273315085	0.0221611191363439	0.00317264685867148	0	0.0191579397147416	0.0244883646209028	0.0132642645684207	0.0276324559689532	0.0168174288186179	0.0216640497897615	0.00318716143839339	0.00718543872473968	0.0253547386485145	0.0170111058788458	0.012721524045485	0.0100590413317005	0.0211633090577918	0.0398230576372185	0.0285271015416661	0.0374724529928674	0.0111409523875331	0.000949565916940507	0.0167044376071315	0.0136545311752441	0.024519938127368	0.02265425030479	0.0110093870952992	0.0103668759924382	0.0307105939856164	0.0376399299581371	0.0200721351753576	0.00799597620775647
OM5_C_5G_2	0.0105338986853151	0.00490851455550836	0.0141662207085833	0.00660500936042495	0.0241569595740066	0.00221680179634156	0.00526424862014151	0.00313021254967244	0.0151310124505948	0.00786989888295898	0.00500777744579692	0.0107523468734191	0.0032857773257308	0.00597853271353176	0.00401371012475576	0.00654363472788053	0.00303633192984831	0.0147913220541473	0.0292653092076851	0.00938422890482833	0.0159030867753004	0.00388167065986725	0.0207137439827577	0.00350654381987664	0.00711985499947945	0.00548610063815389	0.00542679883424542	0.00310102773812398	0.00715242627016919	0.00333914899574612	0.0160060234074996	0.0191579397147416	0	0.00835933283903624	0.0058954068997265	0.01138948516708	0.00261762750410231	0.00704927183918656	0.016980969623276	0.0261140468751355	0.00638044392195591	0.00757006944044785	0.00796943878517415	0.010596571785215	0.00255053599543552	0.0206967746550305	0.00937384032786006	0.0186233764771666	0.0114595888477158	0.0183707038636067	0.0150775979450548	0.00551808676760781	0.00832187638404785	0.00699301553574449	0.00825237190505864	0.0116376900328314	0.0121469864487187	0.0185262009798398	0.00149480574705181	0.0173371958501963
OM5_C_5G_3	0.018564099039609	0.0102450667762436	0.0211103021641383	0.00215902795213442	0.0313939293307038	0.00881475914741238	0.0053270224537516	0.00541000639057805	0.0210451556898328	0.000771160853890553	0.00454008571986337	0.0183933164565092	0.00644642317571993	0.00784852979175486	0.00447412620361037	0.0051813148472596	0.00663122604847689	0.0185445220210107	0.0352840442748734	0.0119326309498753	0.0216069689753817	0.00496045830102741	0.026291289172085	0.0102839750161287	0.0102204453565099	0.00470266479162371	0.00800151738234129	0.00964427639357327	0.0123031266425998	0.00577916650214389	0.0216047462445115	0.0244883646209028	0.00835933283903624	0	0.0123855212912295	0.00326571600526919	0.0106171439540622	0.0144021480197596	0.023082283925288	0.031670830791796	0.00577489503485448	0.00778817207537911	0.0157315593485312	0.0145084739602745	0.00600537586911069	0.0173744949423464	0.00862580313148204	0.0140095667689619	0.0140686703078246	0.0238928662077543	0.0136115613252731	0.0123256426158529	9.60395952539825e-05	0.00184128209719715	0.0139084287244103	0.0146694978467926	0.00736777881436211	0.0152414707455755	0.00905916118705607	0.0200045954955976
OM5_C_5H_1	0.00699480567703637	0.00227458635583493	0.00875279228443441	0.0102442024364852	0.019019516268788	0.00782930858018057	0.0109515381491869	0.00841196125852597	0.00927371970019435	0.0121819252570177	0.0104581437879234	0.00624854509401092	0.00910157072011473	0.00555569443640765	0.00814635974075281	0.0122101328842326	0.00581142720744409	0.00930260672792421	0.0235074789865236	0.0149637461594859	0.0100224007154025	0.00749940853691006	0.014840148687705	0.00846821680991289	0.00433490063309827	0.0110332531756642	0.0113023848544712	0.00299674008168404	0.00210699289942518	0.00896505468697795	0.0101171616681534	0.0132642645684207	0.0058954068997265	0.0123855212912295	0	0.0156502241423119	0.00371373744577289	0.0100957113525157	0.011180281272679	0.0202550981540457	0.012145204926384	0.00702108695461515	0.0040359771703344	0.00547529134254449	0.00798979278119104	0.026573813525863	0.0152655107863936	0.0243559117804777	0.00705832159941525	0.0124843241643378	0.0127567737996094	0.000574227366512776	0.0123878609756159	0.0106016633420528	0.00246573134601118	0.0069032770150485	0.0177012990244312	0.0243954373216888	0.00689662976272976	0.0121762190848346
OM5_C_5H_2	0.0217497649011717	0.0135079816239816	0.0243745698897955	0.00541908102341052	0.0346576715818032	0.0115020151462401	0.00739202068334964	0.00830592959280338	0.0242627895868825	0.00355317287807364	0.00691107476878706	0.0216325133635635	0.00900505707539752	0.0110079796163215	0.00766358892303453	0.00670632758087409	0.0098830237974272	0.0215419215391949	0.0384678886077093	0.0130486795518635	0.0248047960208616	0.00820182017766023	0.0294540888362792	0.0128372444264629	0.0133655071424887	0.00680701561867486	0.00986224588339055	0.0128880088222581	0.0155402967977734	0.00845823267680567	0.0247931434764207	0.0276324559689532	0.01138948516708	0.00326571600526919	0.0156502241423119	0	0.0137641457468745	0.0168773559372447	0.026305904917665	0.0348104079330612	0.00731646234432143	0.0107402834320457	0.0189507328810082	0.0176058983195653	0.00890873364229905	0.0156292240715698	0.00907754010266639	0.0118839175133253	0.0170032369364551	0.0270612577263829	0.0156217844959797	0.0155848685812562	0.0032629685747782	0.00508149472612358	0.0171530641818102	0.017648543810137	0.00601647743680861	0.0136327031879437	0.0118963919556476	0.0227899331213405
OM5_C_6A_2	0.00800686775652091	0.00369197619994557	0.0115773625230668	0.00867132587208663	0.0215400857209135	0.00419494142983695	0.00787858573541522	0.00566896414786309	0.0127144973905287	0.0102128532960346	0.00761146946459095	0.00813929700356797	0.00588151141252582	0.00616041416807848	0.00614543146833782	0.00915740700873839	0.00431170808948487	0.0129798456804684	0.0267421335208475	0.0112571339940394	0.0135223425334121	0.005762467328062	0.018305509958106	0.00475721462094953	0.0063787866554572	0.00810161771282497	0.00776397463848835	0.00201801705646215	0.00544018387326927	0.00595442681797018	0.0136479429302808	0.0168174288186179	0.00261762750410231	0.0106171439540622	0.00371373744577289	0.0137641457468745	0	0.00692131242569931	0.0145041960846104	0.023675053876476	0.0089753919666939	0.00788146208852105	0.00535947524960364	0.00898303060387585	0.00511991318532022	0.0231624531211831	0.0118245600802032	0.02120373895414	0.0102420081604993	0.0159974178620621	0.0149261415573592	0.00322354819089076	0.010592372535242	0.0090621434550759	0.00617801327334186	0.010253485961438	0.0147632004399624	0.0210097159704022	0.00325646830829668	0.015761381863081
OM5_C_6D_1	0.00969576338305756	0.0106104382963822	0.0151617550898546	0.0131229478295196	0.0235223339628307	0.00565791803813863	0.00950574591222977	0.00912566837322157	0.017460644608389	0.0137361892484099	0.00999320526355627	0.0110627842294127	0.00796263387441725	0.0127883313368658	0.0106852303560809	0.0104099688063205	0.010079211087375	0.0192141739299227	0.0302358685441793	0.00773192144983228	0.0183726324577882	0.0107757498301608	0.0227950657065669	0.00412239095803736	0.013296395467898	0.010074076868268	0.0073729121661338	0.00888484309370429	0.0121154068733837	0.00862658729682039	0.0185824466048896	0.0216640497897615	0.00704927183918656	0.0144021480197596	0.0100957113525157	0.0168773559372447	0.00692131242569931	0	0.0188164409370088	0.0278239837178394	0.00987947760247494	0.0144681366093625	0.00895148858274199	0.0155705178570061	0.00858741980120168	0.0210082057871789	0.010740300133492	0.0202855029162762	0.0170504213458647	0.0207465712734729	0.0217784965566817	0.00952279790772094	0.0143376935139019	0.0134797274868763	0.0124062223423912	0.0169737616318952	0.0152255639927053	0.0191103584901307	0.00572575887257552	0.0222166115685245
OM5_C_6D_2	0.00954352646851069	0.0129796004713729	0.00385228131568258	0.020930746850582	0.00944076049245412	0.0186762460334631	0.0221263832587515	0.0195866567256448	0.00205891420651664	0.0230142627763534	0.0216322696577272	0.00783886345342881	0.0202429600941149	0.0153419168433078	0.0191627869516612	0.0233878193845763	0.0168154935444154	0.00721324249724085	0.012332788798529	0.0254127841842827	0.00182459482512929	0.0184538628094883	0.0039794595803374	0.0188977749532926	0.0130493536633707	0.0222112657357623	0.0222651437026267	0.0141747132125546	0.0107869389162483	0.0201403427885003	0.0020390520666778	0.00318716143839339	0.016980969623276	0.023082283925288	0.011180281272679	0.026305904917665	0.0145041960846104	0.0188164409370088	0	0.00919282006682069	0.0233099867931291	0.0160105867668027	0.0099560172606287	0.00922719941279666	0.0191690469135982	0.0376552656812157	0.026321553779336	0.0355304044153415	0.0108140737209387	0.00225862262081138	0.017139873173317	0.0114828099457632	0.0231027570277008	0.0212429776517599	0.00920995218837977	0.0100105438381951	0.0288666049885583	0.0354950827976042	0.0177442271994975	0.00948467104724383
OM5_C_6D_3	0.0182522753387285	0.0218770050599155	0.0126654999035242	0.0295577782846409	0.00903098787116834	0.0278561128093544	0.0311910260629024	0.0286054129584373	0.0109861031902447	0.0316925743542431	0.0306427817154407	0.0167633833717756	0.0293520109742507	0.0238263005155197	0.0280234708852501	0.032437795179032	0.0257048693805115	0.0136285751072593	0.00412569915504055	0.034590179756985	0.0102466265221972	0.0272856752613545	0.00543188551487771	0.0280864930381874	0.0214576570289877	0.0312375900533433	0.031436242242923	0.0232259429301704	0.0195746671767363	0.0292074360459363	0.0101836283166308	0.00718543872473968	0.0261140468751355	0.031670830791796	0.0202550981540457	0.0348104079330612	0.023675053876476	0.0278239837178394	0.00919282006682069	0	0.0323934932441509	0.0241647735333112	0.0190935526481016	0.0172236335616854	0.0282201684434942	0.0467984122584832	0.035474192736724	0.0445642531991826	0.0181637216206357	0.00782824092715726	0.023102454003373	0.0205987703901001	0.0317024191969534	0.0298370751534191	0.0181019055318578	0.0174167108716881	0.0378339027055644	0.0446296026624591	0.0269221365933288	0.0138790399358984
OM5_C_6F_1	0.0166200314004226	0.0106624829912402	0.0205445871333283	0.00583023660461585	0.0304729197708611	0.005270707279644	0.0012452891302882	0.00390483703630951	0.0214176304955166	0.00500391159607984	0.00210483521156082	0.017046591616306	0.00309570050200157	0.00996813025373725	0.00517913533475318	0.000619908877680346	0.00705765559510215	0.0204180701135489	0.0356163549886564	0.00616374280993646	0.0221550518162002	0.00591646287843809	0.0269739670913037	0.00614712985625789	0.0120242662413211	0.00150145278615002	0.00257867553249969	0.00917310076041883	0.0130199709154819	0.00319483815702716	0.0222364105490894	0.0253547386485145	0.00638044392195591	0.00577489503485448	0.012145204926384	0.00731646234432143	0.0089753919666939	0.00987947760247494	0.0233099867931291	0.0323934932441509	0	0.0108593475759056	0.0142649184348371	0.0161465618390707	0.00419831095092925	0.0145113007741838	0.00355659209292033	0.0122462138921972	0.016463941725954	0.0246044599626156	0.018029707195717	0.0118292895555805	0.00568317048032717	0.00597854104815097	0.0143514503319238	0.0168491410962962	0.0058677478043257	0.0123138000852696	0.00603153439002121	0.0225716466728341
OM5_C_6F_2	0.0140154639745611	0.00489709820411273	0.0147824403603098	0.0058961231410801	0.0249449331379304	0.00959514355483909	0.00969276845052347	0.00734429881780486	0.01395318607014	0.0080136704463734	0.00875530563886464	0.0131449051575748	0.0088989468686054	0.00172112800739908	0.00570557335393569	0.0105590546608454	0.00464452423758811	0.0108031455192387	0.0279228545675131	0.0160693689797446	0.0143769377707581	0.00502474263612787	0.0188710930497769	0.011053221136652	0.00307759601768282	0.00936406775378722	0.0115902547991377	0.00589908678043737	0.00581353821862546	0.00825922945176153	0.0143233559424668	0.0170111058788458	0.00757006944044785	0.00778817207537911	0.00702108695461515	0.0107402834320457	0.00788146208852105	0.0144681366093625	0.0160105867668027	0.0241647735333112	0.0108593475759056	0	0.0110516993729252	0.00695425412353672	0.00743704180471749	0.0247309753195599	0.0144131391199584	0.0216461727747938	0.00628495516630368	0.0165044081997062	0.00757381328209877	0.00730771154672306	0.00784021935859826	0.00606520774099731	0.00738216976426706	0.00691048024533989	0.0148443300965545	0.0225425155589606	0.00905195170545502	0.0122448773797586
