	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0324920042650128	0.00808690497280973	0.009700247289248	0.0039405314285106	0.0120014305441443	0.0100485015051499	0.0237253106521277	0.0226137862149156	0.00507641830754569	0.0209573746933638	0.0165332367672686	0.0213313289324104	0.0606641384758025	0.0178142381633661	0.0388377462492607	0.00667303711456029	0.00594837089972997	0.0131888286714116	0.0159981799303962	0.00853273436224464	0.0101180445784327	0.023150885151248	0.00527364075847558
OM5_C_4A	0.0324920042650128	0	0.0308787182196971	0.0228970097553938	0.0294542607031224	0.0213754617127993	0.0234792692375153	0.00908974176236556	0.0108220263978806	0.0280102900839427	0.013812158513848	0.0167175051784422	0.0117457371796111	0.0301638848454712	0.0160111225381586	0.0088476199762907	0.0327782113445814	0.0266250929418126	0.0241175044401713	0.0184184014309089	0.0252287946733987	0.0237668597295483	0.0122242713070934	0.0274878395462444
OM5_C_4D	0.00808690497280973	0.0308787182196971	0	0.0113048967463274	0.00530757613872116	0.0143639098777893	0.00778865886303434	0.0231852599883893	0.0227560332786049	0.0100711424952647	0.0222142780354215	0.017588184143645	0.0213679280489397	0.0605348844234794	0.0191280656953345	0.0384611297376136	0.0144906384858576	0.00755203042535652	0.0178922562288717	0.0125483849300247	0.0126233430727432	0.0136910173135472	0.0242426144846839	0.00661841408090963
OM5_C_4E	0.009700247289248	0.0228970097553938	0.0113048967463274	0	0.00740486492048079	0.00306139721151575	0.00494284203425526	0.0140369364047606	0.0129295542575846	0.00516265545400388	0.0115172312468713	0.00693469671831216	0.0116349289263813	0.0510615262237888	0.00833470468841967	0.0291604496961997	0.0107394029432191	0.00426819948757772	0.0074631936779192	0.00866633761053917	0.0034371161693168	0.00322223888809751	0.0136821457721587	0.00531563095711392
OM5_C_4F	0.0039405314285106	0.0294542607031224	0.00530757613872116	0.00740486492048079	0	0.0102590976964682	0.00633360387679915	0.0209741537988658	0.0201115022101617	0.00481300037751185	0.0189115513710275	0.0142954989339256	0.0187651374814281	0.0582761355140677	0.0157304858792985	0.0362784272044113	0.00945268499934945	0.00313671409483415	0.0129650346017054	0.0122733106476229	0.00771878864105564	0.00902347269835787	0.0210643563163719	0.00209814679940753
OM5_C_4H	0.0120014305441443	0.0213754617127993	0.0143639098777893	0.00306139721151575	0.0102590976964682	0	0.00770172731791324	0.012310763079803	0.0108818714900495	0.00701231705748411	0.00896093079752755	0.0047221641075112	0.00971893256575776	0.0487122474003766	0.00584653393937586	0.026999904382916	0.0114411999472419	0.0071578509404601	0.00519212929688631	0.00994820511932512	0.00387034255476715	0.00240984881764955	0.0111560580911484	0.00821606576935933
OM5_C_5A	0.0100485015051499	0.0234792692375153	0.00778865886303434	0.00494284203425526	0.00633360387679915	0.00770172731791324	0	0.0154489472885259	0.0149685634778497	0.00762570066930757	0.0145418710056865	0.00998572599496843	0.013580387826733	0.0528570830009126	0.0115427052671131	0.030774928025431	0.013717720983562	0.00448642904536579	0.0124054621188856	0.00595694418083558	0.00788386395209682	0.00811885879019674	0.0165157533125679	0.00482006247828169
OM5_C_5B	0.0237253106521277	0.00908974176236556	0.0231852599883893	0.0140369364047606	0.0209741537988658	0.012310763079803	0.0154489472885259	0	0.00209879420345942	0.0190683728969077	0.0053547349888639	0.00763037726732671	0.00267133463498421	0.0374323427550804	0.00697450823175452	0.0153510604474322	0.0236954705416418	0.0179920604882519	0.0151710819904418	0.0115916960638493	0.0161757380113773	0.0146917829028995	0.00476753350622229	0.0189280607624979
OM5_C_5D	0.0226137862149156	0.0108220263978806	0.0227560332786049	0.0129295542575846	0.0201115022101617	0.0108818714900495	0.0149685634778497	0.00209879420345942	0	0.0178042551435948	0.00325974441826399	0.00616328139461005	0.00138877667001416	0.0381866964927044	0.00522902064321742	0.0162338801797161	0.0221207041928867	0.0170473690834386	0.0133015130985511	0.0118690051412723	0.0147438484465972	0.0132022782941729	0.00291763690928387	0.0180299463027154
OM5_C_5E	0.00507641830754569	0.0280102900839427	0.0100711424952647	0.00516265545400388	0.00481300037751185	0.00701231705748411	0.00762570066930757	0.0190683728969077	0.0178042551435948	0	0.0159650289322781	0.0116575980965967	0.0165729528659804	0.0557146121914074	0.0128573698710177	0.0339851397772692	0.00610346205869603	0.00334948897309975	0.008392055517634	0.0130333456424914	0.00346147834292431	0.00504185087434006	0.018160043655901	0.00376217154309345
