	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.0160366569757129	0.0106238595162955	0.00717663589977331	0.00638233682172655	0.010067030861257	0.00845354069757156	0.00290723148096979	0.00271192408234924	0.0163951040777343	0.0186840425158153	0.000934156751160279	0.00681806257868628	0.00204263497459009	0.00615596038189034	0.00564348950523607	0.0051120307792267	0.00429868830275281	0.00633017627587408	0.00322426902452754	0.0188728663413102	0.00186206200994231	0.009572922280019	0.0098333227990348
OM5_C_4A	0.0160366569757129	0	0.0266589406118601	0.00886037455577497	0.00965466270026967	0.00596996017946745	0.0244890459701892	0.0131296377165711	0.0187482983004803	0.00035847976785922	0.0347170878115846	0.0151025786697363	0.0228538527869646	0.0180790865853492	0.00988103473953624	0.0103934935491112	0.0211480864428811	0.0203348591049528	0.00970682228268625	0.0192605806276095	0.00283650689767336	0.0141747417184941	0.00646407866080388	0.00620367326258137
OM5_C_4D	0.0106238595162955	0.0266589406118601	0	0.0178000241864432	0.0170057959316176	0.0206901222377525	0.00217038662144868	0.0135309458243287	0.00791201466923925	0.0270173308739268	0.00806074040492511	0.0115579764133167	0.0038058928102837	0.00858128926528489	0.0167794388260451	0.0162670103245309	0.00551193282003628	0.00632527164118147	0.0169536398741184	0.00739967860172943	0.0294946744024588	0.012485835716143	0.0201960687688674	0.0204564404669369
OM5_C_4E	0.00717663589977331	0.00886037455577497	0.0178000241864432	0	0.000794311694791632	0.0028904673658555	0.0156298474163774	0.0042694353154987	0.00988849320312685	0.0092188441753217	0.0258594733989654	0.00624249366633256	0.0139944607970166	0.0092192239827504	0.00102069115549074	0.00153316792875207	0.0122885102173193	0.0114752013503913	0.000846472959169917	0.0104008214123966	0.0116967795657123	0.00531459852500089	0.00239634346218437	0.00265675190491759
OM5_C_4F	0.00638233682172655	0.00965466270026967	0.0170057959316176	0.000794311694791632	0	0.00368477612804541	0.014835599627756	0.00347512770699922	0.00909420628303564	0.010013130457389	0.0250653405043334	0.00544819133930643	0.0132002000080776	0.00842493368516013	0.000226379524470247	0.000738856545954253	0.0114942374413193	0.0106809234251924	5.21612782192348e-05	0.00960653724478625	0.0124910510389569	0.00452029344695258	0.00319065305166891	0.00345106107516186
OM5_C_4H	0.010067030861257	0.00596996017946745	0.0206901222377525	0.0028904673658555	0.00368477612804541	0	0.0185200245511762	0.00715987205005337	0.0127788339143269	0.00632843525330435	0.0287491947543237	0.00913290389859019	0.0168846912704719	0.012109579454208	0.0039111545215041	0.00442362849917964	0.0151787906038313	0.0143655034750887	0.00373693715574299	0.0132911502170208	0.00880641538807679	0.00820502219322928	0.000494125090088296	0.000233716083181832
OM5_C_5A	0.00845354069757156	0.0244890459701892	0.00217038662144868	0.0156298474163774	0.014835599627756	0.0185200245511762	0	0.0113606752124684	0.00574166235712271	0.0248474501263141	0.0102310645813512	0.00938767169715875	0.00163551089274357	0.00641094418911379	0.0146092371286841	0.0140967967019441	0.00334156011383285	0.00415490487275664	0.0147834423206882	0.0052293212068241	0.0273248949691522	0.0103155463088622	0.0180259566737483	0.01828633591957
OM5_C_5B	0.00290723148096979	0.0131296377165711	0.0135309458243287	0.0042694353154987	0.00347512770699922	0.00715987205005337	0.0113606752124684	0	0.00561914018569138	0.0134880954824072	0.0215908662172569	0.00197307658935307	0.00972522712252196	0.00494985625323167	0.00324874906882801	0.00273627359721234	0.00801922088295856	0.00720588852100151	0.00342296664544703	0.00613148055479714	0.0159659385364476	0.00104517143419224	0.00666575513488022	0.00692615998466435
OM5_C_5D	0.00271192408234924	0.0187482983004803	0.00791201466923925	0.00988849320312685	0.00909420628303564	0.0127788339143269	0.00574166235712271	0.00561914018569138	0	0.0191067335613603	0.0159724000430633	0.00364607762668991	0.0041061648751586	0.000669290395204877	0.00886783309105422	0.00835536921097958	0.00240011825541699	0.00158677064563623	0.00904204649408711	0.000512346498124548	0.0215844073745434	0.00457397807426072	0.0122847357195875	0.0125451308219726
OM5_C_5E	0.0163951040777343	0.00035847976785922	0.0270173308739268	0.0092188441753217	0.010013130457389	0.00632843525330435	0.0248474501263141	0.0134880954824072	0.0191067335613603	0	0.0350754161992553	0.0154610294272916	0.0232122666384927	0.0184375249384892	0.0102395019371522	0.0107519594331163	0.0215065096988542	0.0206932865895913	0.0100652899120096	0.0196190134460841	0.002478028003267	0.01453319589243	0.006822552949342	0.00656214797253859
