	OM5_B_B_1	OM5_B_B_3	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_1	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6B_2	OM5_H_6C_1	OM5_H_6C_2	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6H_1	OM5_H_6H_2
OM5_C_5D_3	0.00936333209472339	0.00370402167331645	0.025398665950483	0.00440738137711634	0.00126057104528245	0.00860892989126777	0.0165395821318812	0.00983932505330897	0.015745342214837	0.00630740549854909	0.01942972726807	0.00854622388562447	0.0160652287506612	0.000909816443177736	0.00362354610385966	0.0230371401811324	0.0122704475622264	0.0117240802159899	0.00665146671153405	0.0122974028700886	0	0.0257570644250249	0.004683401712032	0.00932127840153457	0.010297457555578	0.0130907124306279	0.00254532601740485	0.000290638673683723	0.00732074577754474	0.0155189818863703	0.0294147329516156	0.0176727581123997	0.0150065462541407	0.0193832026078755	0.007163399637399	0.0134133729577234	0.00425137205868491	0.0140227122704345	0.00506471465340074	0.00407160685125589	0.00792892335682061	0.0188190352297404	0.0156931854107699	0.00613912748727411	0.0282344677837011	0.0153549595534616	0.0112253261203378	0.00780712829974795	0.00906530063519198	0.0189356652336031	0.0191960414192839	0.0150049064313299
OM5_C_5E_1	0.0163951040777343	0.0294601099207388	0.00035847976785922	0.0301632564470773	0.0270173308739268	0.0171494538604268	0.0092188441753217	0.0159191389591303	0.010013130457389	0.0194507554427983	0.00632843525330435	0.0172121550508224	0.00969322660254704	0.0248474501263141	0.0221342353240329	0.00272048385786034	0.0134880954824072	0.0140344542683122	0.0191067335613603	0.0134611404588043	0.0257570644250249	0	0.0210745449877781	0.0350754161992553	0.0154610294272916	0.0126678334511477	0.0232122666384927	0.0260476353977723	0.0184375249384892	0.0102395019371522	0.00365862929656246	0.00808558254315408	0.0107519594331163	0.00637496534088886	0.018594855237993	0.0123451707458811	0.0215065096988542	0.0397747811878322	0.0206932865895913	0.0216862468998499	0.0336835974833236	0.00693919545704974	0.0100652899120096	0.0196190134460841	0.002478028003267	0.0104035317786017	0.01453319589243	0.0179511885824339	0.0348195396508495	0.006822552949342	0.00656214797253859	0.0107535993183655
OM5_C_5F_2	0.00468000172490017	0.00838737271514633	0.0207161194651476	0.00909071773405247	0.00594396054113005	0.00392558320469608	0.0118564994264724	0.00515600593058419	0.0110622238698656	0.00162402046970902	0.0147467915252059	0.00386287592609129	0.0113821245136004	0.00377359086465691	0.00105986186527465	0.0183544258826237	0.00758719736768997	0.00704081285773871	0.00196808631909602	0.00761415354742873	0.004683401712032	0.0210745449877781	0	0.0140044670110164	0.00561414995342448	0.00840748982462595	0.00213808456256131	0.00497403802933012	0.0026373755073251	0.0108358537589172	0.0247325133592597	0.0129897297990235	0.0103233965954242	0.014700264284676	0.00248002685644526	0.00873016180281721	0.000432032645696527	0.0187056854263736	0.000381316087228957	0.000611798918978399	0.0126121618577732	0.0141360661756482	0.0110100647970241	0.00145574033106866	0.0235521466987517	0.0106718244414537	0.0065420439407883	0.00312376629987068	0.0137484988936126	0.0142527024478416	0.0145130927867552	0.010321756705083
OM5_C_5F_3	0.0186840425158153	0.00561732443178905	0.0347170878115846	0.00491396750659111	0.00806074040492511	0.017929707098846	0.0258594733989654	0.0191599914418598	0.0250653405043334	0.0156283637097413	0.0287491947543237	0.0178670064788194	0.025385184425492	0.0102310645813512	0.0129446720779597	0.0323560031695017	0.0215908662172569	0.0210445578730422	0.0159724000430633	0.021617818564309	0.00932127840153457	0.0350754161992553	0.0140044670110164	0	0.0196180801805658	0.0224110388854062	0.0118665062475816	0.00903064826266505	0.016641628517635	0.0248390099322673	0.0387323221603112	0.0269924896417165	0.0243266404412649	0.0287026773425292	0.0164842945320605	0.022733661953785	0.0135724629694271	0.00470164884601479	0.0143857563427124	0.0133927080626551	0.0013923909980449	0.0281385967494329	0.0250131905859	0.0154600975879108	0.037552312470697	0.0246750089544769	0.020545855954	0.0171279724551154	0.000255985325272185	0.0282552089805226	0.0285155451721082	0.0243250008273879
OM5_C_5G_1	0.000934156751160279	0.0140012934033196	0.0151025786697363	0.0147046066905075	0.0115579764133167	0.00168857967164829	0.00624249366633256	0.000458148627570773	0.00544819133930643	0.00399014211990647	0.00913290389859019	0.00175128721619936	0.00576810246975358	0.00938767169715875	0.0066739980213015	0.0127407313014664	0.00197307658935307	0.00142668248187862	0.00364607762668991	0.002000033272628	0.010297457555578	0.0154610294272916	0.00561414995342448	0.0196180801805658	0	0.00279338563815822	0.00775220218159291	0.0105880852082441	0.00297678975383125	0.00522181404834039	0.0191192838989737	0.00737576648344107	0.00470934136750624	0.00908637449901226	0.00313413825256911	0.00311606486103855	0.00604617750420064	0.0243189459758887	0.00523283775763418	0.00622594144302232	0.0182258627883186	0.00852215087903921	0.00539603059440278	0.00415842142710632	0.0179388192333773	0.00505777965278574	0.000927905819048014	0.00249039882119054	0.0193621287685694	0.0086387923235672	0.00889919440063803	0.00470770142914124
OM5_C_5G_2	0.00372753901418959	0.0167944508532198	0.0123093730563141	0.0174977426230971	0.0143512011287841	0.00448195797397632	0.00344912888715278	0.00325153282189962	0.00265481971426197	0.00678350151691106	0.00633957434283625	0.0045446651395844	0.0029747334549559	0.0121809464198713	0.00946732238832665	0.00994746840496457	0.000820310617302068	0.00136670504585985	0.00643944050326964	0.000793353903099082	0.0130907124306279	0.0126678334511477	0.00840748982462595	0.0224110388854062	0.00279338563815822	0	0.0105455085371057	0.0133813334038052	0.00577015874099341	0.00242844069588841	0.0163262004980459	0.00458241358683575	0.00191596447138155	0.00629304424813209	0.00592750588128378	0.000322680197233031	0.0088395113187863	0.0271116909868466	0.00802618267337927	0.00901927263070812	0.0210188764923689	0.00572881253261428	0.00260265856252077	0.00695177903856092	0.01514569667553	0.00226440511074529	0.00186548149665073	0.00528377170372732	0.0221550978686281	0.005845455600178	0.00610586139576513	0.00191432452248708
OM5_C_5H_2	0.00681806257868628	0.00624932716557033	0.0228538527869646	0.00695268021999171	0.0038058928102837	0.00606365007926647	0.0139944607970166	0.00729406255090472	0.0132002000080776	0.00376210049093916	0.0168846912704719	0.00600094326308269	0.0135200948164331	0.00163551089274357	0.00107822354694734	0.020492231353114	0.00972522712252196	0.0091788494140692	0.0041061648751586	0.00975218295525005	0.00254532601740485	0.0232122666384927	0.00213808456256131	0.0118665062475816	0.00775220218159291	0.0105455085371057	0	0.00283596396090714	0.00477545070953816	0.0129738339347685	0.0268701050297113	0.0151276684819385	0.0124613856312221	0.0168381651199387	0.00461810290694907	0.010868175898241	0.00170605246492003	0.0165678319160822	0.0025193999356456	0.0015262863378053	0.0104741756828542	0.0162739799733696	0.0131480418722977	0.00359382100487416	0.0256897824751613	0.0128098074955846	0.00868008631934433	0.00526183864732602	0.0116105332408324	0.0163906136044889	0.0166509979745361	0.012459745768603
OM5_C_5H_3	0.00965396163017607	0.00341338428008029	0.0256892387816214	0.0041167445412992	0.000969932495145255	0.00889956081881821	0.0168301926892021	0.0101299536513593	0.0160359553831131	0.00659803996342414	0.0197203272528418	0.00883685492370661	0.0163558408826302	0.00120045500660323	0.00391418334279006	0.0233277246117482	0.0125610706599841	0.0120147046536624	0.00694210071557993	0.0125880259001806	0.000290638673683723	0.0260476353977723	0.00497403802933012	0.00903064826266505	0.0105880852082441	0.0133813334038052	0.00283596396090714	0	0.00761137881671161	0.01580959577551	0.0297052834821204	0.0179633647247411	0.0152971617370827	0.0196738027761477	0.00745403291152532	0.0137039930580187	0.00454200877907311	0.0137320931381921	0.00535535058361256	0.00436224372827031	0.00763829082212277	0.019109637588572	0.0159837987460577	0.00642976216883232	0.0285250252044012	0.01564557395851	0.0115159517286325	0.00809776058096648	0.00877467002627345	0.01922626714483	0.0194866423213716	0.0152955219192834
OM5_C_6A_1	0.00204263497459009	0.0110246633837587	0.0180790865853492	0.0117279954125635	0.00858128926528489	0.00128821233024948	0.0092192239827504	0.00251864231866241	0.00842493368516013	0.00101335654569334	0.012109579454208	0.001225504755681	0.00874484012724815	0.00641094418911379	0.00369723378070434	0.0157173143272833	0.00494985625323167	0.00440346574495397	0.000669290395204877	0.00497681274304755	0.00732074577754474	0.0184375249384892	0.0026373755073251	0.016641628517635	0.00297678975383125	0.00577015874099341	0.00477545070953816	0.00761137881671161	0	0.0081985595841817	0.0220956376674146	0.0103524773832154	0.00768609373415682	0.0120630510726381	0.000157349008450267	0.00609283500220931	0.00306940693749068	0.0213426940784379	0.00225606020846601	0.00324917260432993	0.0152493608003318	0.0114988394418444	0.00837277368466216	0.00118163675256672	0.0209152217550972	0.00803452743406736	0.00390469182933048	0.000486392184606592	0.0163856675509333	0.011615478461693	0.0118758750244295	0.00768445381678262
OM5_C_6B_1	0.00615596038189034	0.0192226193389175	0.00988103473953624	0.0199258893135792	0.0167794388260451	0.00691037258046789	0.00102069115549074	0.00567995796194589	0.000226379524470247	0.00921188956675539	0.0039111545215041	0.00697307914089019	0.000546294127304971	0.0146092371286841	0.0118956681843223	0.00751909067094518	0.00324874906882801	0.00379514137347117	0.00886783309105422	0.0032217924464337	0.0155189818863703	0.0102395019371522	0.0108358537589172	0.0248390099322673	0.00522181404834039	0.00242844069588841	0.0129738339347685	0.01580959577551	0.0081985595841817	0	0.0138979507774943	0.00215398120130664	0.000512477051316551	0.00386462402710346	0.00835590485158096	0.00210576107096734	0.0112678680882473	0.0295394556422064	0.0104545526697105	0.0114476263261066	0.0234469014627452	0.00330038775484419	0.000174218248179526	0.00938016479622828	0.0127174180998209	0.000164035897688301	0.00429391544623967	0.00771217807236238	0.0245830790757285	0.003417031720485	0.00367743960365077	0.000514117002174904
OM5_C_6B_2	0.0200533164879984	0.0331175018673226	0.0040171072379014	0.0338205919357254	0.030674909185152	0.020807630686846	0.0128773229316928	0.0195773730786655	0.0136715861607321	0.0231088147926382	0.0099869843986176	0.0208703288545471	0.0133516917830264	0.0285051812589126	0.0257921407133445	0.00637909114374508	0.0171464315220299	0.0176927687079223	0.0227648113271036	0.0171194775444851	0.0294147329516156	0.00365862929656246	0.0247325133592597	0.0387323221603112	0.0191192838989737	0.0163262004980459	0.0268701050297113	0.0297052834821204	0.0220956376674146	0.0138979507774943	0	0.0117440914216942	0.0144103922570636	0.0100335135208132	0.0222529598492876	0.016003549522397	0.0251644527409463	0.0434312186521303	0.0243512769236126	0.0253441792630124	0.0373406313879689	0.0105977314937679	0.0137237440455339	0.0232770636794982	0.00118060500468748	0.0140619755647915	0.0181914899536038	0.0216093260072649	0.0384764695039057	0.0104810915625824	0.0102206922134459	0.0144120320899923
OM5_C_6B_3	0.00830990337412722	0.0213762933497283	0.00772711053772034	0.0220795415900024	0.0189331825746193	0.00906430699447339	0.00113329090957003	0.00783390592888651	0.00192760200277671	0.0113657925517758	0.0017571784514451	0.00912701280356808	0.00160768772967333	0.0167630353158116	0.0140495245114282	0.00536513958674186	0.00540271716196317	0.00594910571298518	0.011021741278118	0.00537576071321169	0.0176727581123997	0.00808558254315408	0.0129897297990235	0.0269924896417165	0.00737576648344107	0.00458241358683575	0.0151276684819385	0.0179633647247411	0.0103524773832154	0.00215398120130664	0.0117440914216942	0	0.00266645723222265	0.00171064776174915	0.0105098204510914	0.00425973557365913	0.0134217362957061	0.0316927362557825	0.0126084353909274	0.0136014911921465	0.0256004337525144	0.00114640937851648	0.00197976321041367	0.011534065172486	0.0105635371866053	0.00231801681528414	0.00644787596973127	0.00986610243632862	0.02673656867048	0.00126305374158063	0.00152346258529809	0.00266809717912505
OM5_C_6D_1	0.00564348950523607	0.0187102062739128	0.0103934935491112	0.0194134810870978	0.0162670103245309	0.00639790338746319	0.00153316792875207	0.00516748612718367	0.000738856545954253	0.00869942676142644	0.00442362849917964	0.00646061009694416	0.00105877107589148	0.0140967967019441	0.0113832152092291	0.00803155699498433	0.00273627359721234	0.00328266653610643	0.00835536921097958	0.00270931694627342	0.0150065462541407	0.0107519594331163	0.0103233965954242	0.0243266404412649	0.00470934136750624	0.00191596447138155	0.0124613856312221	0.0152971617370827	0.00768609373415682	0.000512477051316551	0.0144103922570636	0.00266645723222265	0	0.0043770980732875	0.00784343945034716	0.00159328461586391	0.0107554125837752	0.0290271313014903	0.00994209409717232	0.0109351715315321	0.0229345201194085	0.00381286257055287	0.000686695278413389	0.00886770253190857	0.0132298652671767	0.000348441163418211	0.00378144128053259	0.00719971089074174	0.0240707073536893	0.00392950638637747	0.00418991391765894	1.63993893910765e-06
OM5_C_6D_2	0.0100205017503337	0.0230866481959098	0.00601649033840745	0.02378987756712	0.0206435983932397	0.0107748968298366	0.00284393676025692	0.00954450934634186	0.00363824560609133	0.0130763521553814	4.65307386085222e-05	0.0108376018985946	0.00331833232820255	0.0184734993342064	0.0157600409148549	0.00365450344943379	0.00711334213336045	0.00765972645141021	0.0127323058010418	0.00708638588427618	0.0193832026078755	0.00637496534088886	0.014700264284676	0.0287026773425292	0.00908637449901226	0.00629304424813209	0.0168381651199387	0.0196738027761477	0.0120630510726381	0.00386462402710346	0.0100335135208132	0.00171064776174915	0.0043770980732875	0	0.0122203920333224	0.00597036825434274	0.0151322635716436	0.0334027551105445	0.0143189760556889	0.0153120154028178	0.0273106663913958	0.000564238766684058	0.00369040663999302	0.0132446223188839	0.00885294486899071	0.00402865903971045	0.00815849253479821	0.0115766824535383	0.0284467648065145	0.000447594355449505	0.0001871853455442	0.00437873801336591
OM5_C_6D_3	0.00219998373753307	0.0108673209313173	0.0182364176018267	0.0115706538304373	0.0084239442112741	0.00144556123693752	0.00937656827094693	0.00267599095885364	0.00858227874518742	0.000856007584652748	0.0122669203531159	0.00138285367153002	0.00890218488468681	0.00625359737323599	0.00353988548780203	0.0158746497179175	0.00510720388078159	0.00456081365630993	0.000511941405472323	0.0051341603557637	0.007163399637399	0.018594855237993	0.00248002685644526	0.0164842945320605	0.00313413825256911	0.00592750588128378	0.00461810290694907	0.00745403291152532	0.000157349008450267	0.00835590485158096	0.0222529598492876	0.0105098204510914	0.00784343945034716	0.0122203920333224	0	0.00625018193070783	0.0029120584176954	0.0211853698487184	0.00209871145883586	0.00309182414507551	0.015092024392735	0.0116561811328171	0.00853011879296181	0.00102428781029016	0.0210725467157368	0.00819187284822999	0.00406203997129214	0.000643741175913377	0.0162283331040831	0.0117728200045389	0.0120332162312261	0.00784179953437326
OM5_C_6F_1	0.00405021752141141	0.0171170988355531	0.0119867093627097	0.0178203878748389	0.0146738577326609	0.00480463576052238	0.00312644989659257	0.00357421171821492	0.00233214020984625	0.00710617631691499	0.00601689841310874	0.0048673428604851	0.00265205414054108	0.0125036095567901	0.00978999220599491	0.00962479891750938	0.00114299070960484	0.00168938498466089	0.00676211582519937	0.00111603400116763	0.0134133729577234	0.0123451707458811	0.00873016180281721	0.022733661953785	0.00311606486103855	0.000322680197233031	0.010868175898241	0.0137039930580187	0.00609283500220931	0.00210576107096734	0.016003549522397	0.00425973557365913	0.00159328461586391	0.00597036825434274	0.00625018193070783	0	0.00916218244669878	0.0274342877350581	0.00834885536725413	0.00934194339248304	0.021341506398605	0.00540613580039304	0.0022799790293448	0.00727445357365783	0.014823041587858	0.00194172540557022	0.00218816123701939	0.00560644858457201	0.0224777222269019	0.00552277901479142	0.00578318514910052	0.00159164466631147
OM5_C_6F_2	0.0051120307792267	0.00795535010226059	0.0211480864428811	0.00865869692508878	0.00551193282003628	0.00435761328226657	0.0122885102173193	0.00558803425145845	0.0114942374413193	0.00205605261391922	0.0151787906038313	0.00429490608104697	0.0118141369878559	0.00334156011383285	0.00062782931962021	0.0187864068349517	0.00801922088295856	0.00747283760735686	0.00240011825541699	0.00804617699948441	0.00425137205868491	0.0215065096988542	0.000432032645696527	0.0135724629694271	0.00604617750420064	0.0088395113187863	0.00170605246492003	0.00454200877907311	0.00306940693749068	0.0112678680882473	0.0251644527409463	0.0134217362957061	0.0107554125837752	0.0151322635716436	0.0029120584176954	0.00916218244669878	0	0.0182737042605063	0.000813348686361296	0.00017976628936313	0.0121801523248076	0.0145680679374238	0.011442078544458	0.00188777256399544	0.023984094691061	0.0111038393103682	0.00697406973908	0.00355579727784818	0.0133164937985043	0.0146847037058159	0.0149450929052929	0.0107537726986147
OM5_C_6F_3	0.0233849741079005	0.0103188778671273	0.0394164963743055	0.00961553856525622	0.0127622200107776	0.0226306897539483	0.0305598266426532	0.023860889861642	0.0297657659981321	0.0203294906858302	0.0334492677970007	0.0225679932948133	0.030085581066465	0.0149324622079573	0.0176459455256392	0.0370556884371836	0.0262915837049212	0.0257453176989829	0.0206735065422052	0.0263185339380522	0.0140227122704345	0.0397747811878322	0.0187056854263736	0.00470164884601479	0.0243189459758887	0.0271116909868466	0.0165678319160822	0.0137320931381921	0.0213426940784379	0.0295394556422064	0.0434312186521303	0.0316927362557825	0.0290271313014903	0.0334027551105445	0.0211853698487184	0.0274342877350581	0.0182737042605063	0	0.0190869540615227	0.0180939586926477	0.0060940258636934	0.0328387312587574	0.0297136207525601	0.0201612344385157	0.0422513648742648	0.0293754692091522	0.0252466535805185	0.0218290073486016	0.00495763207976551	0.0329553318444577	0.0332156418784324	0.0290254918307269
OM5_H_2H_1	0.00429868830275281	0.00876867904327974	0.0203348591049528	0.00947202239422419	0.00632527164118147	0.00354426896074833	0.0114752013503913	0.00477469310447655	0.0106809234251924	0.00124270464988276	0.0143655034750887	0.00348156162063544	0.0110008250028399	0.00415490487275664	0.00144117775005835	0.0179731534424978	0.00720588852100151	0.00665950298049765	0.00158677064563623	0.00723284475363028	0.00506471465340074	0.0206932865895913	0.000381316087228957	0.0143857563427124	0.00523283775763418	0.00802618267337927	0.0025193999356456	0.00535535058361256	0.00225606020846601	0.0104545526697105	0.0243512769236126	0.0126084353909274	0.00994209409717232	0.0143189760556889	0.00209871145883586	0.00834885536725413	0.000813348686361296	0.0190869540615227	0	0.000993114925713653	0.0129934561861955	0.0137547758231367	0.0106287642026342	0.00107442445110212	0.0231709027902092	0.0102905228936793	0.00616073319174805	0.0027424513476875	0.014129789182729	0.0138714125274299	0.0141318038439732	0.00994045420243763
OM5_H_2H_2	0.00529179537936676	0.00777558768274384	0.0213278246006995	0.00847893522928561	0.00533216836843212	0.00453737833704503	0.0124682669438369	0.00576779852822552	0.011673995355176	0.00223581861660525	0.0153585423465448	0.00447467117040005	0.0119938944329628	0.00316179448455644	0.000448063047272139	0.0189661508976544	0.00819898306720446	0.0076526003260848	0.0025798841584559	0.00822593915640044	0.00407160685125589	0.0216862468998499	0.000611798918978399	0.0133927080626551	0.00622594144302232	0.00901927263070812	0.0015262863378053	0.00436224372827031	0.00324917260432993	0.0114476263261066	0.0253441792630124	0.0136014911921465	0.0109351715315321	0.0153120154028178	0.00309182414507551	0.00934194339248304	0.00017976628936313	0.0180939586926477	0.000993114925713653	0	0.0120003951863041	0.0147478208199105	0.0116218365335464	0.00206753860998922	0.0241638248409623	0.0112835977790239	0.00715383291321707	0.00373556273791354	0.0131367384631432	0.0148644563742127	0.015124845089634	0.0109335316485907
OM5_H_2H_3	0.0172918084100045	0.00422494498759228	0.0333252572503315	0.00352158493436173	0.00666837556183658	0.0165374601098825	0.0244673892887144	0.0177677657473876	0.0236732373509343	0.0142360808131682	0.0273571850648489	0.0164747584437339	0.0239930888688157	0.00883871756597869	0.0115523537751509	0.030964097644106	0.020198686892905	0.0196523676309177	0.0145801221890778	0.0202256397860426	0.00792892335682061	0.0336835974833236	0.0126121618577732	0.0013923909980449	0.0182258627883186	0.0210188764923689	0.0104741756828542	0.00763829082212277	0.0152493608003318	0.0234469014627452	0.0373406313879689	0.0256004337525144	0.0229345201194085	0.0273106663913958	0.015092024392735	0.021341506398605	0.0121801523248076	0.0060940258636934	0.0129934561861955	0.0120003951863041	0	0.0267465706649573	0.0236210862032112	0.0140678122666939	0.0361605790090687	0.0232828966636967	0.0191536559968682	0.0157357123759204	0.00113640581456419	0.0268631859994409	0.0271235291665827	0.0229328804680118
OM5_H_6A_1	0.00945628151916549	0.0225225112163225	0.0065807213627617	0.0232257469685743	0.0200794407559545	0.0102106795848368	0.00227969926143901	0.00898028734568809	0.00307400902661452	0.0125121453976808	0.00061076949923903	0.0102733849118284	0.00275409534878835	0.0179093253130037	0.0151958490074196	0.0042187392012862	0.00654911247846262	0.00709549831518817	0.0121680973436726	0.00652215615749058	0.0188190352297404	0.00693919545704974	0.0141360661756482	0.0281385967494329	0.00852215087903921	0.00572881253261428	0.0162739799733696	0.019109637588572	0.0114988394418444	0.00330038775484419	0.0105977314937679	0.00114640937851648	0.00381286257055287	0.000564238766684058	0.0116561811328171	0.00540613580039304	0.0145680679374238	0.0328387312587574	0.0137547758231367	0.0147478208199105	0.0267465706649573	0	0.00312617012954875	0.0126804164093682	0.009417167332594	0.00346442300260584	0.00759426588691081	0.0110124686266155	0.0278826813739859	0.000116644421775338	0.000377053434907963	0.00381450251326432
OM5_H_6A_2	0.00633017627587408	0.0193968150381156	0.00970682228268625	0.020100083338783	0.0169536398741184	0.0070845878708152	0.000846472959169917	0.00585417420138524	5.21612782192348e-05	0.00938610259015276	0.00373693715574299	0.0071472943779554	0.000372075891190222	0.0147834423206882	0.0120698777546363	0.00734487575745986	0.00342296664544703	0.00396935871182754	0.00904204649408711	0.00339601003389822	0.0156931854107699	0.0100652899120096	0.0110100647970241	0.0250131905859	0.00539603059440278	0.00260265856252077	0.0131480418722977	0.0159837987460577	0.00837277368466216	0.000174218248179526	0.0137237440455339	0.00197976321041367	0.000686695278413389	0.00369040663999302	0.00853011879296181	0.0022799790293448	0.011442078544458	0.0297136207525601	0.0106287642026342	0.0116218365335464	0.0236210862032112	0.00312617012954875	0	0.0095543776287367	0.0125432094831985	0.000338254142939898	0.00446813253557711	0.00788639264568486	0.0247572604983966	0.0032428141412739	0.00350322213324993	0.000688335229172767
OM5_H_6B_2	0.00322426902452754	0.00984307123027479	0.0192605806276095	0.0105464094992837	0.00739967860172943	0.00246984777699604	0.0104008214123966	0.00370027524694912	0.00960653724478625	0.000168280277113289	0.0132911502170208	0.00240714029763536	0.00992644128010932	0.0052293212068241	0.00251560084718065	0.0168988422095182	0.00613148055479714	0.00558509240746537	0.000512346498124548	0.00615843692179161	0.00613912748727411	0.0196190134460841	0.00145574033106866	0.0154600975879108	0.00415842142710632	0.00695177903856092	0.00359382100487416	0.00642976216883232	0.00118163675256672	0.00938016479622828	0.0232770636794982	0.011534065172486	0.00886770253190857	0.0132446223188839	0.00102428781029016	0.00727445357365783	0.00188777256399544	0.0201612344385157	0.00107442445110212	0.00206753860998922	0.0140678122666939	0.0126804164093682	0.0095543776287367	0	0.0220966691299017	0.0092161338172347	0.00508632043335972	0.00166802860415952	0.0152041332646281	0.0127970542678281	0.0130574481975904	0.00886606262567027
OM5_H_6C_1	0.0188728663413102	0.0319373296900472	0.00283650689767336	0.0326404386867767	0.0294946744024588	0.0196271927866694	0.0116967795657123	0.0183969154445337	0.0124910510389569	0.0219284171309478	0.00880641538807679	0.0196898919932582	0.0121711532787739	0.0273248949691522	0.0246117954487175	0.00519849971262436	0.0159659385364476	0.0165122832460372	0.0215844073745434	0.0159389841940407	0.0282344677837011	0.002478028003267	0.0235521466987517	0.037552312470697	0.0179388192333773	0.01514569667553	0.0256897824751613	0.0285250252044012	0.0209152217550972	0.0127174180998209	0.00118060500468748	0.0105635371866053	0.0132298652671767	0.00885294486899071	0.0210725467157368	0.014823041587858	0.023984094691061	0.0422513648742648	0.0231709027902092	0.0241638248409623	0.0361605790090687	0.009417167332594	0.0125432094831985	0.0220966691299017	0	0.0128814446843168	0.0170110115729368	0.0204289016334231	0.0372964518466698	0.00930052645170114	0.00904012502250971	0.0132315051186516
OM5_H_6C_2	0.00599192658234983	0.0190586043027227	0.010045064994356	0.019761875840031	0.0166154188005189	0.00674633933478969	0.00118472698460479	0.00551592384629439	0.00039041541744692	0.00904785841127003	0.00407518951311428	0.00680904594416241	0.000710330003191203	0.014445213243115	0.011731640228491	0.00768312328423634	0.00308471374090405	0.00363110625938697	0.00870380158473963	0.00305775710884606	0.0153549595534616	0.0104035317786017	0.0106718244414537	0.0246750089544769	0.00505777965278574	0.00226440511074529	0.0128098074955846	0.01564557395851	0.00803452743406736	0.000164035897688301	0.0140619755647915	0.00231801681528414	0.000348441163418211	0.00402865903971045	0.00819187284822999	0.00194172540557022	0.0111038393103682	0.0293754692091522	0.0102905228936793	0.0112835977790239	0.0232828966636967	0.00346442300260584	0.000338254142939898	0.0092161338172347	0.0128814446843168	0	0.00412988055702808	0.00754814548637026	0.0244190773787608	0.00358106692258849	0.00384147469828463	0.000350081114378781
OM5_H_6F_1	0.00186206200994231	0.014929131827862	0.0141747417184941	0.0156324383893297	0.012485835716143	0.00261648406787617	0.00531459852500089	0.00138605424214446	0.00452029344695258	0.00491804161823587	0.00820502219322928	0.00267919152420304	0.00484020563655784	0.0103155463088622	0.00760188749481627	0.0118128739046318	0.00104517143419224	0.000498776891891629	0.00457397807426072	0.00107212814397272	0.0112253261203378	0.01453319589243	0.0065420439407883	0.020545855954	0.000927905819048014	0.00186548149665073	0.00868008631934433	0.0115159517286325	0.00390469182933048	0.00429391544623967	0.0181914899536038	0.00644787596973127	0.00378144128053259	0.00815849253479821	0.00406203997129214	0.00218816123701939	0.00697406973908	0.0252466535805185	0.00616073319174805	0.00715383291321707	0.0191536559968682	0.00759426588691081	0.00446813253557711	0.00508632043335972	0.0170110115729368	0.00412988055702808	0	0.00341830189855549	0.0202899078416789	0.00771090794059656	0.0079713114092329	0.0037798013376757
OM5_H_6F_2	0.00155624332683543	0.0115110341039919	0.0175927480519344	0.0122143633661005	0.00906766829299616	0.000801820320031743	0.00873284538684633	0.00203225099848949	0.00793855278975249	0.00149974847353153	0.0116232110210098	0.000739112724139608	0.0082584601323944	0.0068973288990147	0.00418362335143533	0.0152309625291105	0.00446346779896639	0.00391707647281999	0.0011556824491349	0.00449042433172262	0.00780712829974795	0.0179511885824339	0.00312376629987068	0.0171279724551154	0.00249039882119054	0.00528377170372732	0.00526183864732602	0.00809776058096648	0.000486392184606592	0.00771217807236238	0.0216093260072649	0.00986610243632862	0.00719971089074174	0.0115766824535383	0.000643741175913377	0.00560644858457201	0.00355579727784818	0.0218290073486016	0.0027424513476875	0.00373556273791354	0.0157357123759204	0.0110124686266155	0.00788639264568486	0.00166802860415952	0.0204289016334231	0.00754814548637026	0.00341830189855549	0	0.0168720129421099	0.0111291080916687	0.0113895056648846	0.00719807096924282
