	OM5_B_B	OM5_C_4A	OM5_C_4D	OM5_C_4E	OM5_C_4F	OM5_C_4H	OM5_C_5A	OM5_C_5B	OM5_C_5D	OM5_C_5E	OM5_C_5F	OM5_C_5G	OM5_C_5H	OM5_C_6A	OM5_C_6B	OM5_C_6D	OM5_C_6F	OM5_H_2H	OM5_H_6A	OM5_H_6B	OM5_H_6C	OM5_H_6F	OM5_H_6G	OM5_H_6H
OM5_B_B	0	0.03243989084422	0.0114937494486087	0.0254830433884272	0.0148528234524304	0.0349197556195515	0.0145510341167902	0.0239497846504879	0.027382146471364	0.0120415320151271	0.0143516010009934	0.0295589143765371	0.0102881157116019	0.0119757949324825	0.0130798697832889	0.0116147472412956	0.0136919414655232	0.0380214342209208	0.0193589586175992	0.035614992918635	NA	0.034493223032416	0.0260718912543076	0.0205093163422502
OM5_C_4A	0.03243989084422	0	0.0247863382384702	0.0546414108815351	0.0457038809270742	0.0667066138568778	0.0424500492668608	0.0122966114410576	0.0588727465323052	0.0431523342142367	0.0244265781393745	0.0614248478391155	0.0228221194544359	0.0230630960218988	0.020216081961452	0.0421070747125902	0.0210093702341127	0.0691384951376739	0.0506179100692154	0.0671772319211813	NA	0.0659382862840033	0.0572844949114696	0.0524529612313713
OM5_C_4D	0.0114937494486087	0.0247863382384702	0	0.0369505667040729	0.0215918994165181	0.0446604018473668	0.0214024812559645	0.0163277180697212	0.037112149393526	0.020418674167778	0.00385714574287309	0.0382906418315816	0.00936939663009872	0.00628512178331383	0.00536482895363125	0.0182713271779034	0.00475492677953535	0.0469872133482302	0.0268694672185857	0.0445256513093416	NA	0.0423987212100474	0.0340503816453586	0.0310648764683594
OM5_C_4E	0.0254830433884272	0.0546414108815351	0.0369505667040729	0	0.0243335237037477	0.0198209104588588	0.0236799762356267	0.0472382327276828	0.0159724796531418	0.0213439955099077	0.039718104959034	0.021328041716659	0.0329762068618258	0.0360900999223256	0.0378383895125166	0.0247144317335518	0.0388068533584446	0.0250055574527451	0.02260002393872	0.0237692448284523	NA	0.0268792860881821	0.0224939345539788	0.0116153061404072
OM5_C_4F	0.0148528234524304	0.0457038809270742	0.0215918994165181	0.0243335237037477	0	0.0243292689497103	0.0110054930335725	0.0370139784488404	0.017677054886295	0.00576217379803121	0.0236354477837838	0.0170978152952937	0.0240822936526603	0.0231666785891498	0.0255417124318334	0.00379525362956598	0.0255736674346037	0.026521148971633	0.00554377451707023	0.023611708542487	NA	0.0209798834254548	0.0130892395006071	0.0137200272492832
OM5_C_4H	0.0349197556195515	0.0667066138568778	0.0446604018473668	0.0198209104588588	0.0243292689497103	0	0.0261700774111133	0.0588264026737416	0.00798899207970635	0.024401319928569	0.0471886209021849	0.00822267386583616	0.0439269287766476	0.0446376644991701	0.0474584272650168	0.0269073781367103	0.048125576558069	0.00643133672254103	0.019158704296145	0.00498166780628896	NA	0.0100800385799515	0.0128916133712546	0.0148998687116217
OM5_C_5A	0.0145510341167902	0.0424500492668608	0.0214024812559645	0.0236799762356267	0.0110054930335725	0.0261700774111133	0	0.0362882232791059	0.0183453478181871	0.00640714523351665	0.0247005558801524	0.0207344258567128	0.0206162445375792	0.0198202548923631	0.023766438107333	0.00894840975385527	0.0252885765328107	0.0272314618551261	0.0119630175773329	0.0256151579067823	NA	0.0247223430115801	0.016085506864374	0.0156142555976164
OM5_C_5B	0.0239497846504879	0.0122966114410576	0.0163277180697212	0.0472382327276828	0.0370139784488404	0.0588264026737416	0.0362882232791059	0	0.0513073981042828	0.0353588528001504	0.0150064225815446	0.0531959862487615	0.0166775623637858	0.0173513844202924	0.0126850208243822	0.0337632792524222	0.0116993043771196	0.0618338711499318	0.042263230772511	0.0594080481832356	NA	0.0577852367496077	0.0494186617362151	0.0442941079923653
OM5_C_5D	0.027382146471364	0.0588727465323052	0.037112149393526	0.0159724796531418	0.017677054886295	0.00798899207970635	0.0183453478181871	0.0513073981042828	0	0.0167897027291823	0.0398324850531732	0.00662222344477742	0.0361067136777048	0.0367796680971189	0.0397364480641594	0.019713360126654	0.0405821418008177	0.0111293673348002	0.0128654664453888	0.00925116117773394	NA	0.011664096752557	0.00808847327808846	0.00829555541921865
OM5_C_5E	0.0120415320151271	0.0431523342142367	0.020418674167778	0.0213439955099077	0.00576217379803121	0.024401319928569	0.00640714523351665	0.0353588528001504	0.0167897027291823	0	0.0232028886239352	0.0183382116562405	0.0207514607035448	0.0205312608187008	0.023422383744095	0.00413121368292467	0.024163289574136	0.0266477039818292	0.00808407163605869	0.0242754064766686	NA	0.0229044904426888	0.0142625455826644	0.0120987293624191
