	OM5_B_B_1	OM5_B_B_3	OM5_C_4A_2	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_2	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6B_1	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_3	OM5_H_2H_1	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6B_2	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6H_2
OM5_C_5F_3	0.0143516010009934	0.0219748324502776	0.0244265781393745	0.00995544254479611	0.00385714574287309	0.039718104959034	0.0167962932550847	0.0236354477837838	0.0450865842367064	0.0471886209021849	0.0247005558801524	0.0186852788636577	0.0341877073542148	0.020363807877265	0.00295973032384432	0.0150064225815446	0.0398324850531732	0.0513534994217304	0.0232028886239352	0.00633019047789586	0	0.0405896350188783	0.0482466334673323	0.0124689972202117	0.0167295659545794	0.00970149342351512	0.00796408379803945	0.0072839270315005	0.0190035465381591	0.0206294080178157	0.00477078811774536	0.0172311886655493	0.0407652393410772	0.049621419224966	0.0515667724747013	0.029081521515796	0.0469908726956941	0.0445583848104911	0.0384843217296558	0.0515029711327646	0.0364448047040274	0.0336687219044723
OM5_C_5G_1	0.0295589143765371	0.0215144607449127	0.0614248478391155	0.0457094765954485	0.0382906418315816	0.021328041716659	0.0245785602525605	0.0170978152952937	0.00736713710588026	0.00822267386583616	0.0207344258567128	0.02445158205957	0.0127279333408555	0.0592516819711243	0.038695082907776	0.0531959862487615	0.00662222344477742	0.0118623323183312	0.0183382116562405	0.0411795966500926	0.0405896350188783	0	0.00981836928051508	0.0388557318127014	0.0257311211039013	0.0388366823829272	0.046218668230874	0.0416427242195482	0.0246741106279851	0.020089207074242	0.042064484123735	0.056261954140248	0.00379849972370614	0.0102926793290253	0.0137073058465048	0.0117110675020115	0.00679305978152714	0.00589844496480294	0.00460875972162988	0.0111591480600466	0.00542381199676396	0.011984338786228
OM5_C_5G_2	0.0364624099277743	0.0283126485555702	0.0674035999551161	0.0527666385328827	0.0455233378447596	0.0235190140849111	0.0316637008185265	0.0254053409949542	0.00791571028473569	0.00621401571355971	0.0255357067989794	0.0314552238775341	0.0156062119982731	0.0664231335175915	0.0460700023748749	0.0602693702070571	0.0095951226638743	0.00389831469489457	0.0251649742127167	0.0479695843630541	0.0482466334673323	0.00981836928051508	0	0.0448229224072045	0.0327348321136612	0.0449979081286708	0.0534118678053576	0.0483412868350718	0.0310602423304862	0.0277522907099019	0.0492878128136806	0.0631024513022597	0.00803076981140045	0.0021106443243113	0.00630920861725264	0.0199849166924205	0.0043798154819151	0.00959921429553015	0.00989962731198142	0.00579816904315409	0.0127357391282431	0.0178520460573743
OM5_C_5H_2	0.0102881157116019	0.0180356580982735	0.0228221194544359	0.010103919695537	0.00936939663009872	0.0329762068618258	0.0150874760310157	0.0240822936526603	0.0417553069398227	0.0439269287766476	0.0206162445375792	0.0151432513427475	0.0294105522490711	0.0227399822793185	0.00991126918981254	0.0166775623637858	0.0361067136777048	0.0484134622214267	0.0207514607035448	0.00691358209440253	0.0124689972202117	0.0388557318127014	0.0448229224072045	0	0.0136269554884823	0.00579819643031567	0.0112807403757571	0.00621738032551911	0.0142672895687862	0.0204204439678665	0.00901747423978134	0.0190741606075387	0.037887520962942	0.046545623717276	0.0472137484480631	0.0285576493746328	0.0445387549704563	0.0436330373971391	0.0358960770350791	0.0487503280187808	0.034959057752641	0.0297095111392837
OM5_C_5H_3	0.00396497337056771	0.00535721905572188	0.0359837965241539	0.0201039693534509	0.0138909841096349	0.0235907345537479	0.00334440786886875	0.0110945502961075	0.0291289162982695	0.031330784461241	0.0113687916205607	0.00232050866017491	0.0183183760931168	0.0337672847707718	0.0142950683011948	0.0276338174091671	0.0237767211666376	0.0361246742627074	0.00811240873793319	0.0160080141621612	0.0167295659545794	0.0257311211039013	0.0327348321136612	0.0136269554884823	0	0.0144050496536299	0.0208448378535294	0.0162869632154935	0.00283916623249821	0.00788457568818971	0.0168781830792118	0.0307652323843113	0.0252358289942501	0.0342589866638805	0.0353792174323476	0.0154276655386928	0.031817863446438	0.0305819570295272	0.0233132307575295	0.0360891774723439	0.0221318824174566	0.0172588748858063
OM5_C_6A_1	0.0119757949324825	0.0194342444929493	0.0230630960218988	0.0115487575028124	0.00628512178331383	0.0360900999223256	0.0146012570830412	0.0231666785891498	0.0426120493758032	0.0446376644991701	0.0198202548923631	0.0164692021594333	0.0298605211230121	0.0232314655708984	0.00722363232557072	0.0173513844202924	0.0367796680971189	0.0484178254241122	0.0205312608187008	0.00478050260554938	0.00970149342351512	0.0388366823829272	0.0449979081286708	0.00579819643031567	0.0144050496536299	0	0.011005307903075	0.00503812088434313	0.0153904488298619	0.0194539322072108	0.00791080445482004	0.0187968273690877	0.0381451880644001	0.0466441113926302	0.0480952575816325	0.0278643344618137	0.0446039855263608	0.0430822348039832	0.0358225301706237	0.0490498521279321	0.0344284978933303	0.0311097819405908
OM5_C_6B_1	0.0174063667238719	0.0258522485556103	0.0174384613102717	0.00329559136455369	0.00897180165195937	0.0419309620266741	0.0218759620304717	0.0298125051627894	0.0499138531768789	0.0521364495707269	0.0293910247181215	0.0225151410439379	0.0386167195865828	0.0133005170276091	0.00845262820638605	0.00738389791894571	0.0446016520262595	0.0567573287531251	0.0283390951600559	0.00639280069012018	0.00796408379803945	0.046218668230874	0.0534118678053576	0.0112807403757571	0.0208448378535294	0.011005307903075	0	0.00607239740778036	0.0226696714507868	0.0265494762398517	0.00433237800658972	0.0103069074173236	0.0459797855678761	0.0549346074433157	0.0561543643352123	0.0350987042083975	0.0524706780849983	0.0506548310161374	0.0438908968691227	0.0568305621349791	0.0422976675303776	0.0378597490083279
OM5_C_6B_3	0.0130798697832889	0.0213963923843411	0.020216081961452	0.00661849427371231	0.00536482895363125	0.0378383895125166	0.0170873448312831	0.0255417124318334	0.0453107250219543	0.0474584272650168	0.023766438107333	0.0181533810588162	0.0333011422636509	0.0187184974232856	0.00560256860989776	0.0126850208243822	0.0397364480641594	0.0517491047281413	0.023422383744095	0.00118482483960659	0.0072839270315005	0.0416427242195482	0.0483412868350718	0.00621738032551911	0.0162869632154935	0.00503812088434313	0.00607239740778036	0	0.0177654996027322	0.0220097509034474	0.00350765920232264	0.0148109339226027	0.041153548983287	0.0499358361271686	0.0511998526301254	0.0305848447434295	0.0476745876458391	0.0460617901812654	0.0389735716516784	0.0520682341997413	0.037514672962634	0.0334071567103661
OM5_C_6D_1	0.00564477065315909	0.00425265898157323	0.0370038629023429	0.0217747152256748	0.0158868064841302	0.021712867420092	0.00453567993421155	0.0114786138010165	0.0276610201695733	0.0298406761357667	0.00961639205960422	0.00283173293940443	0.0161995732792999	0.0354642348779638	0.016401920284322	0.0292928148873154	0.022116110274057	0.0345728845211983	0.00717092709784881	0.0175821626958604	0.0190035465381591	0.0246741106279851	0.0310602423304862	0.0142672895687862	0.00283916623249821	0.0153904488298619	0.0226696714507868	0.0177654996027322	0	0.00837555433020429	0.0187931311509427	0.0323116570341476	0.0237966102909096	0.0326838753781768	0.0335480819951804	0.0149991300391707	0.0304610798693477	0.0296614380246312	0.0219243984194085	0.0346639404010334	0.0211065607146643	0.0157732899870181
OM5_C_6D_3	0.0116147472412956	0.00804022266940368	0.0421070747125902	0.0264962756896644	0.0182713271779034	0.0247144317335518	0.00536243169880845	0.00379525362956598	0.0249862430207797	0.0269073781367103	0.00894840975385527	0.00821042576482567	0.0150763836178163	0.0397808271409123	0.0186985958252327	0.0337632792524222	0.019713360126654	0.0307660826388796	0.00413121368292467	0.0214112184754445	0.0206294080178157	0.020089207074242	0.0277522907099019	0.0204204439678665	0.00788457568818971	0.0194539322072108	0.0265494762398517	0.0220097509034474	0.00837555433020429	0	0.0222826080010024	0.0365342512155914	0.0202710297096519	0.0290502837770712	0.0314165525718282	0.00861863979390426	0.0263946830982452	0.0241696901100845	0.0179104933355885	0.0309578819124041	0.0158570436246172	0.0150961689796891
OM5_C_6F_1	0.0136919414655232	0.0220329132308216	0.0210093702341127	0.0056098781707845	0.00475492677953535	0.0388068533584446	0.0176764247153166	0.0255736674346037	0.0459423245469723	0.048125576558069	0.0252885765328107	0.0186847935613446	0.0346060205627202	0.0176238186846936	0.00426722510777852	0.0116993043771196	0.0405821418008177	0.0525949807033745	0.024163289574136	0.00323224757416134	0.00477078811774536	0.042064484123735	0.0492878128136806	0.00901747423978134	0.0168781830792118	0.00791080445482004	0.00433237800658972	0.00350765920232264	0.0187931311509427	0.0222826080010024	0	0.0143658869270519	0.0418666293561093	0.0507902192819369	0.0521919296003622	0.0308572041863536	0.0483186108484558	0.0464202228759113	0.0397177868449655	0.0527243209008325	0.0380572309660988	0.0340426480989781
OM5_C_6F_3	0.0272353078660821	0.0357102700476752	0.00863838752784401	0.0114011874718053	0.0185131006660109	0.0509451340181589	0.0317644748855635	0.0399001948812017	0.0598323869532532	0.0620418782665142	0.0384591689455332	0.0324321077378992	0.047999855773515	0.0056200232879496	0.0181638744109788	0.00489772234133753	0.0543844803238995	0.0665171099300915	0.0381664435553794	0.0152968308524309	0.0172311886655493	0.056261954140248	0.0631024513022597	0.0190741606075387	0.0307652323843113	0.0187968273690877	0.0103069074173236	0.0148109339226027	0.0323116570341476	0.0365342512155914	0.0143658869270519	0	0.055859331475144	0.0646964064658517	0.0657963661787149	0.0451299649252481	0.0623870544602212	0.0606657505339536	0.0537279200217011	0.0667490244534142	0.0522109001833925	0.0477117904600455
OM5_H_2H_1	0.028995060631355	0.0207761295231738	0.0605827799536897	0.0453224653006995	0.0381870394521908	0.0190514585094346	0.0242638180693825	0.0178057137441771	0.00599065396736824	0.00706881876551602	0.019445003358754	0.023890395059728	0.0100707502049726	0.0589736320215051	0.0386623415051986	0.0528519227165203	0.00328394890592292	0.0111003494244401	0.0178251604931065	0.0407681357656685	0.0407652393410772	0.00379849972370614	0.00803076981140045	0.037887520962942	0.0252358289942501	0.0381451880644001	0.0459797855678761	0.041153548983287	0.0237966102909096	0.0202710297096519	0.0418666293561093	0.055859331475144	0	0.0092178534955243	0.01158832784258	0.0125179391187253	0.00671802774273947	0.00839927693975475	0.00304466204326322	0.0109338492127555	0.00623399001980465	0.0106079157460532
