	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5A_3	0.0483862375677049	0.037537792905419	0.013940699005655	0.0275873258905155	0.0350285204813059	0.00530718694156341	0.02261906967224	0.0125105950217516	0.0465613190260356	0.0106011730959704	0.024339331708904	0.0183901589692131	0.0441930527125076	0.0319809630580377	0.0294356054822977	0.0162362099679222	0.0133116990210987	0.0262869464318747	0.0143371997489698	0.456664390225462	0	0.0156643815716893	0.0333962168956515	0.0460513665524266	0.0189613964308587	0.025482949244768	0.0454536449738304	0.00506277438443258	0.00696103332606146	0.0212289831631023	0.0313177478170998	0.0160902180055191	0.0327204277755829	0.0158546123140217	0.0104055469401551	0.015486963880972	0.0140137501239329	0.015467155472984	0.020216936923035	0.0099906924418734	0.0158801941708355	0.0196519838946617	0.0300926805538853	0.0385299753986067	0.0101166762593235	0.013818330997136	0.0164868889687515	0.0138814863237644	0.0215155932596285	0.0203344828858235	0.0381877558040786	0.0283204480671102	0.00693790145236704	0.020581714697674	0.00973053248249657	0.0145123965086827	0.0329517795494923	0.0264392404980512	0.00725073047666224	0.0138212604847912	0.0156988550093816	0.0270815204516827	0.00645582490766527	0.0202468307838091	0.0149189415219481	0.0136538438885762	0.00761484445883759
OM5_C_5B_3	0.0341195405547075	0.0225400189363074	0.00452997347159691	0.0125627039183976	0.0194047814248724	0.0173665683632068	0.0104163521667121	0.0280594554951244	0.0617467877924809	0.00813657137166624	0.00916152670181645	0.0311677102672164	0.029803222567115	0.0169126029368979	0.0168873212637105	0.0086187980952149	0.00279848854608839	0.0196689061505985	0.00657400328996734	0.443815354941384	0.0156643815716893	0	0.0179936896001706	0.0304105988064557	0.0101423083479316	0.0098243879599786	0.030081920031041	0.0142247911991913	0.0184854375724314	0.0062245169228964	0.0436665474835395	0.0048234312324104	0.0211393898592682	0.0308830647145361	0.0053286092134693	0.00147296270178374	0.0222874599965717	0.0126255403178206	0.00727541399657153	0.0133863971359959	0.00817675823425009	0.00430145246001312	0.0454020737290215	0.0243926887643197	0.0149241636508156	0.0107072955040582	0.0051311409989826	0.0105199712107498	0.0199687814435195	0.0340254628627665	0.022615383794862	0.0127128983976463	0.015470979968901	0.00532264382352217	0.0170426841716417	0.0300833745703921	0.0186012149881602	0.0418607122503195	0.0123763465670268	0.0249511611654378	0.00261396237992132	0.0116620825636608	0.00920993149407825	0.030268547613039	0.0193187625716383	0.0280695871728817	0.021828938709192
OM5_C_5D_1	0.0173805052143532	0.00525149797240718	0.0197320916526529	0.00606816674137204	0.00646609741262296	0.0353407305113866	0.0132638921219001	0.045453824894203	0.0782534465864071	0.0256240867722037	0.00907467257553329	0.0463943042235272	0.0131477011253086	0.00257397692558086	0.0109268746820103	0.0196433290846078	0.0207015420286481	0.0217222467468699	0.0201549463552442	0.42864909766687	0.0333962168956515	0.0179936896001706	0	0.0142536682113127	0.018010457294482	0.00900083141812639	0.0120953155311742	0.030911763936121	0.0347109306686349	0.0143403630892653	0.0577404890311607	0.0177570204429622	0.0139874336139916	0.0477191989974966	0.0230266990086391	0.0179351339262095	0.0361219830595022	0.023790888541482	0.0140515571559885	0.0280984594930066	0.0196766031133471	0.0137880873234959	0.0622498254228787	0.00922727429583972	0.029518891049818	0.0233414256628516	0.0174523851265417	0.0231398630229175	0.0274780651439344	0.0497054088123647	0.00514341942669274	0.00560298805236872	0.0314580851375441	0.0143445321761524	0.0319417260714812	0.0474810267130196	0.00565611723639344	0.0589034374969735	0.0285065754193536	0.0398643592376699	0.0189752690491578	0.00975451894995859	0.0270279631393465	0.0437374794388521	0.0317564598724551	0.0445758625316722	0.0386355613857105
OM5_C_5D_2	0.0182487162797	0.0136801632000726	0.0331103177556376	0.0201271292660447	0.0110498099237245	0.0470611891737248	0.0274972908070993	0.0584420667863705	0.0918249807310325	0.036891026861612	0.0225861962257777	0.0603294404530725	0.0163624093843448	0.0166638306770435	0.0244848887919113	0.0336772324297082	0.0327953134299562	0.0354804472243372	0.0338798113859312	0.419332365337018	0.0460513665524266	0.0304105988064557	0.0142536682113127	0	0.0322111568920925	0.0205905850699943	0.00864329167157032	0.0442619611626629	0.0482810034687504	0.0251088706165442	0.0718915319493672	0.031338244685793	0.0263086639855301	0.0610956016272001	0.0357222982178875	0.0307646585267755	0.0502190863636631	0.0379594011478999	0.0279943657397954	0.0419492027404185	0.0336599864437084	0.0266806589417535	0.0756373488193352	0.0176419786103648	0.0434194353314952	0.0373640913145788	0.0310972076349187	0.0371572394907287	0.0416451805034919	0.0635420950535271	0.0092250416991188	0.018036171241121	0.045066128019234	0.0255966123097806	0.0458243729365555	0.060465491769474	0.0185125174194031	0.072165644637001	0.0420212768970194	0.0538256929761681	0.0305705472075988	0.0191932485596186	0.0396024120637724	0.057912669863654	0.0459439264679859	0.0581027725514416	0.051994018445084
OM5_C_5D_3	0.0301285019279979	0.0206587846742186	0.00676271967998841	0.0121081145632007	0.0223866859878402	0.022856585144536	0.00478520523592077	0.0294083934864301	0.0608148140730557	0.0166304380174351	0.0103247181226527	0.0286188874606319	0.0261434280583609	0.0158003815434106	0.0107657559196667	0.00274372583219454	0.0118626856909258	0.00956502958448725	0.00510336185843609	0.441613888545751	0.0189613964308587	0.0101423083479316	0.018010457294482	0.0322111568920925	0	0.014128000126047	0.0290652454600464	0.014913766808453	0.0178696367753412	0.0142601049829728	0.0397496993279494	0.00536485585344557	0.0137634289401461	0.030868971554409	0.0109964561680135	0.00870478509649781	0.0181755273594019	0.00579978193534919	0.00492313652175521	0.0108557062493098	0.00315779730296197	0.00905491515758633	0.0451683535762077	0.0204317486731615	0.0120650852316977	0.0058259054523048	0.00501758530229377	0.00566383859433746	0.0108790031938761	0.0320521404712679	0.0231461685836026	0.0149449971162712	0.0146993709176294	0.0132270278573386	0.0144521011642365	0.0313702564821184	0.0154321074806213	0.0420566858860977	0.0122780487168818	0.0220932038491334	0.0127548879179389	0.0171381584533774	0.014002486879984	0.0257366951625824	0.0137499292357496	0.0275148489760731	0.0221019594662045
OM5_C_5E_1	0.0262343669833874	0.0141215069862165	0.0128338134322485	0.0058084447931673	0.00961045512128331	0.0268215540865551	0.0106158824051723	0.0378723697659295	0.0714245657988262	0.0168488243423604	0.00426047912009055	0.0403491573197883	0.0219334149065287	0.00888840930004562	0.0134345476928053	0.0145602109719635	0.0122873033163171	0.0214613347722345	0.0140041297876009	0.435850460329968	0.025482949244768	0.0098243879599786	0.00900083141812639	0.0205905850699943	0.014128000126047	0	0.0207875466157114	0.0238040944395625	0.0279392150951544	0.00533995322681998	0.0524686222509547	0.0113737673604025	0.0178496944249815	0.0406003867779022	0.0151371790320475	0.0102255109793002	0.0307433436566737	0.0191812466987913	0.00920986259918257	0.0220299650252681	0.0143785335885325	0.00629630664180864	0.0551430357482492	0.0172332031757192	0.0235612824170972	0.0179939760579977	0.0112460983900065	0.0177803071814187	0.0249507241566817	0.0433954137601737	0.0130494823989894	0.00340374094516248	0.0247845972885312	0.00540323723792753	0.0258901130701925	0.0398972355266757	0.0118143275942839	0.0516352165446224	0.0216914833979096	0.0339428477532241	0.0102503950737855	0.00309286384437707	0.0190285145239605	0.0386882886079179	0.0269883771265957	0.0376873270054195	0.0315074353814188
OM5_C_5E_2	0.00968228427208819	0.00842436776609076	0.0316906092749993	0.0179212436377142	0.0132459899286879	0.0474096247641888	0.024313902076625	0.0574026762500749	0.0897695223140881	0.0376021207959751	0.0211250748395297	0.0576611944328019	0.00787210571235985	0.0135855829143021	0.0194923869553708	0.0310776782895326	0.0327743044782487	0.0301276852108075	0.0319214147868705	0.418454502500045	0.0454536449738304	0.030081920031041	0.0120953155311742	0.00864329167157032	0.0290652454600464	0.0207875466157114	0	0.0427915218418873	0.0464397911547533	0.0260356568901571	0.0684110330343655	0.0296483735108637	0.0200475210432569	0.059494548354625	0.0351068325712456	0.0300191085002379	0.0471726600150694	0.034825534364047	0.0257405295787898	0.0396447243503038	0.0311871614944958	0.0258796691267208	0.0739599132145212	0.0106115841771967	0.040989659334059	0.0347237785212228	0.0293126487456548	0.0345344734872085	0.037069416318525	0.0610849182508056	0.00789634343209765	0.0175050923275869	0.0431856869576942	0.0261891831800774	0.043407823939166	0.0594244365060636	0.0137638061571322	0.0706958245132832	0.0403191928833732	0.0511436239144731	0.0309669523482321	0.0206583279806303	0.0391082993584683	0.0544500109486176	0.0425748757393298	0.0562728188712365	0.0504651875912663
OM5_C_5E_3	0.0448989027054184	0.0346164229002905	0.0112079792111241	0.0249066108127015	0.0333980288287599	0.0102698424332654	0.0190609340284992	0.0146833904402639	0.0476672245710846	0.0119818221776711	0.021890671392429	0.0171483165014346	0.0408102772819098	0.0292139085869004	0.0256403346994659	0.0123075588101584	0.0125513325961486	0.0214729794868351	0.0109194630433521	0.454014919556888	0.00506277438443258	0.0142247911991913	0.030911763936121	0.0442619611626629	0.014913766808453	0.0238040944395625	0.0427915218418873	0	0.00433631845280036	0.020343832553252	0.0299350206852675	0.0131642863575156	0.0285730857663893	0.0168650638126079	0.00905685240417944	0.0135882008218784	0.0101398915987132	0.0107101834219505	0.0170928970484436	0.00499109876559114	0.0120417528731317	0.0175955330174109	0.0314368276146271	0.0350987451111808	0.00506309057486983	0.0093362268928106	0.0134885804738877	0.00944059643233282	0.0164564166861417	0.0198406012676815	0.0359040328334534	0.0262555235345909	0.00220454962881041	0.0195158435287542	0.00507386998498541	0.0166926032976952	0.0297308402911114	0.028024777341053	0.00263632445803905	0.011350453646249	0.0151006336292133	0.0258745429648577	0.00630829984977272	0.0174264411047977	0.0100803166131189	0.0138893339296866	0.00774899445699648
OM5_C_5F_1	0.0479813994481635	0.0381597552187296	0.0151846766993843	0.0286602768025891	0.0375000483071739	0.0120385188902231	0.0223501835031184	0.0116982161191249	0.0436466753390872	0.0160699517377909	0.0257825728291177	0.012813134056563	0.0439990441645548	0.0328840359552718	0.028608541426863	0.0154914204413254	0.0168839803281781	0.0229607580759978	0.0145633638186967	0.456680130776422	0.00696103332606146	0.0184854375724314	0.0347109306686349	0.0482810034687504	0.0178696367753412	0.0279392150951544	0.0464397911547533	0.00433631845280036	0	0.0246410686961049	0.0256280516014691	0.016997494641832	0.0311186622164211	0.0130793865595257	0.0133787081030954	0.0177682577532228	0.00711608738877513	0.0127940986339258	0.0207221038531975	0.00703067031579067	0.0153201797526168	0.0216790151976451	0.0275749796748799	0.0382865777178206	0.00606065273844356	0.0120496329292482	0.0172766858978156	0.0122068348038381	0.0167930421897398	0.0155451132578051	0.0397650046388054	0.0302566299120615	0.00325826097629046	0.0237948090235921	0.00419273600005641	0.0135941855064009	0.0331191004359377	0.0243033631093465	0.00626679919064515	0.00719999558122849	0.0194329950185817	0.0301040248625718	0.0105372029585707	0.0135021562870398	0.00904713540967409	0.0098721705060497	0.00429042340109058
OM5_C_5F_2	0.0315302185640141	0.0194432869259712	0.0104339867830793	0.0104317076244883	0.0140845674777458	0.02196739997714	0.0123561133820568	0.0337325432674982	0.0676411610044841	0.0118197976232091	0.00755014053099114	0.0373652162353496	0.0272169115757723	0.0140972417166755	0.0171533832769689	0.0136602062162802	0.00795936942437115	0.0230713316177732	0.0122096336936633	0.44011669003163	0.0212289831631023	0.0062245169228964	0.0143403630892653	0.0251088706165442	0.0142601049829728	0.00533995322681998	0.0260356568901571	0.020343832553252	0.0246410686961049	0	0.049884473201556	0.00982154445195808	0.0216635653459585	0.0367984067403171	0.0113063720552437	0.00727496284493766	0.0284709245853023	0.0181251884256936	0.00976549621418786	0.0195694575287365	0.013319869153006	0.00523298336365975	0.0512363587071609	0.0223538931499491	0.0211129923013393	0.0164502881404676	0.00991132760986441	0.016247325177293	0.024952306801055	0.0401733904165281	0.0182166900946768	0.00874212489991168	0.0216734936688324	0.00105060311377396	0.0232599315118534	0.0357363418925435	0.0167464381627624	0.0476304256645283	0.0185875241298486	0.0311720826084345	0.00553673516071536	0.00592455309843538	0.0148642505998509	0.0364591902907628	0.0253151816625096	0.0341007808741703	0.0278282418149315
OM5_C_5F_3	0.0673966209436671	0.0600257105996735	0.0397540316683732	0.0517990718001496	0.0616889446826545	0.0347220352032732	0.0445082415752909	0.0223809877060787	0.0249500410572868	0.0415482940336298	0.0495342146140722	0.0129495429145596	0.0640917616555781	0.0555036291807863	0.0490492146223586	0.0383088868733778	0.0423799658480659	0.0393925710587015	0.0384824091574296	0.470936319182571	0.0313177478170998	0.0436665474835395	0.0577404890311607	0.0718915319493672	0.0397496993279494	0.0524686222509547	0.0684110330343655	0.0299350206852675	0.0256280516014691	0.049884473201556	0	0.0411097584545246	0.0497502549888225	0.0178404723339265	0.0388436177486258	0.042722078340894	0.0217779140265904	0.0339786854143699	0.0440059491683501	0.030484726193465	0.0383706103517854	0.046215735065683	0.0165377609849381	0.0587216846418499	0.028942955020551	0.0346607075685451	0.041258797574019	0.034871887152216	0.0318095669758216	0.0114851857415918	0.0628683076186397	0.0542175407510537	0.028308211849551	0.0489648285566781	0.0266777430217046	0.0216072926215969	0.0546749267573151	0.0172786390546358	0.0313455464060522	0.0187356253941676	0.0449140979372521	0.0549748267362633	0.0361512839588024	0.0140250804389866	0.026008743031041	0.0182238283060548	0.0237157673142911
OM5_C_5G_1	0.0323347681002912	0.0215427969695653	0.0021691967016068	0.0117448008364773	0.0207073897921896	0.0191027132051414	0.00686485568456669	0.0277777367600058	0.0606198322849204	0.011592625066333	0.00878749707069656	0.0290937468509957	0.0281192063445184	0.0160723467209799	0.0137682539901585	0.00390797086368869	0.00655860082323729	0.0149276249372905	0.0026305624022466	0.443143317579988	0.0160902180055191	0.0048234312324104	0.0177570204429622	0.031338244685793	0.00536485585344557	0.0113737673604025	0.0296483735108637	0.0131642863575156	0.016997494641832	0.00982154445195808	0.0411097584545246	0	0.0176268326989998	0.0299767722624225	0.0064539110994037	0.00336171604773468	0.0193736907261897	0.00830655241086615	0.00413793846889428	0.0106994398497543	0.00352283568700016	0.0051804011785737	0.0445267367649201	0.0224715471655573	0.0122164298081531	0.0067475815104661	0.000447251524425155	0.00653710656873939	0.0153114428670416	0.0322456853315471	0.0227823418035228	0.0133239043708941	0.0137575474046894	0.00877470843526611	0.0145788321664988	0.0298004611414804	0.0168655012130346	0.0411656290043602	0.0107603646900241	0.0226339737320695	0.00742196880653615	0.014005931743271	0.0101579455200376	0.0273303777971368	0.0157477044899845	0.0268629263739024	0.0208849374233905
OM5_C_5G_2	0.0177025206063416	0.012631364789616	0.0196699300021175	0.0121422116592486	0.0204318211534705	0.036466678957387	0.0108341565915102	0.0427982406319534	0.0725901087399633	0.0290302444795446	0.0141754032787128	0.0403013624722093	0.0144318525131698	0.0116085760744962	0.00451125775102604	0.016490660069956	0.0237002730437763	0.0104478437661295	0.018587106346877	0.430674464321489	0.0327204277755829	0.0211393898592682	0.0139874336139916	0.0263086639855301	0.0137634289401461	0.0178496944249815	0.0200475210432569	0.0285730857663893	0.0311186622164211	0.0216635653459585	0.0497502549888225	0.0176268326989998	0	0.0437758451084788	0.0240562090675036	0.0201149516755148	0.029701472243968	0.0183363211492516	0.013923241384877	0.0241402028171284	0.0168623687571607	0.0175627431602017	0.0576225115948742	0.00949247003746446	0.0250842212173965	0.0192655548268673	0.0171796410159036	0.0191471409860125	0.0179543228914185	0.0439234353488094	0.0176076927046344	0.0157740135770241	0.028104381173045	0.0209838567312771	0.0272857757498262	0.0447046110884128	0.00837575399882956	0.0547798030773649	0.0259437652511156	0.0340379265802182	0.0234215392437898	0.0204680417823242	0.0275167236809113	0.0360911303602453	0.0248745023044789	0.0403168049777209	0.0354059067798429
OM5_C_5G_3	0.0609096054255801	0.0512276984718513	0.0280656004173982	0.0416875017553879	0.0502010853833825	0.0178372984948711	0.0354107772196089	0.00456412344470174	0.0308940901125958	0.0264230945105012	0.0387346538024694	0.00772032636107553	0.0569856484870629	0.0459377274977942	0.0415441631828548	0.0285552779455564	0.0288462843994709	0.034806869978464	0.0276067850568303	0.467560118653774	0.0158546123140217	0.0308830647145361	0.0477191989974966	0.0610956016272001	0.030868971554409	0.0406003867779022	0.059494548354625	0.0168650638126079	0.0130793865595257	0.0367984067403171	0.0178404723339265	0.0299767722624225	0.0437758451084788	0	0.0255723823096698	0.0303823861019006	0.0149742643452111	0.0255233405001332	0.0337798899760725	0.0200219056499106	0.0283938627978566	0.0344401031925155	0.0145755760706981	0.0512844747957007	0.0188406085839174	0.0250473000672249	0.0302782408766175	0.0252155085034701	0.0276722414916669	0.00657771246999451	0.0527371218573489	0.0431104563905471	0.0163313682034736	0.0360604038464875	0.0165319180449843	0.00396294742429461	0.0461795501910754	0.0112256344422389	0.0192248053670069	0.0106904818266302	0.0313332413563232	0.0425187025476497	0.0219655677021888	0.0137640819914282	0.0195231216512501	0.00350023169121781	0.00911731110271807
OM5_C_5H_1	0.0385178030478696	0.027312837089303	0.00439556299759502	0.0173100949038172	0.0247288488514106	0.0127414834149374	0.0133181958682168	0.0227410397830959	0.0564448392637221	0.00587462644845821	0.0139987301768081	0.0261649817711448	0.0342518822143568	0.0217111391837843	0.0202157194920686	0.00848569536266744	0.00354122597407986	0.0201931984540531	0.00593360549490648	0.448010081938995	0.0104055469401551	0.0053286092134693	0.0230266990086391	0.0357222982178875	0.0109964561680135	0.0151371790320475	0.0351068325712456	0.00905685240417944	0.0133787081030954	0.0113063720552437	0.0388436177486258	0.0064539110994037	0.0240562090675036	0.0255723823096698	0	0.00509311873576867	0.0179359440913	0.010768608762635	0.0104729963087037	0.00928686216839996	0.00799395474381697	0.00925402693197317	0.0400825816593768	0.0286779604754777	0.0107145415976135	0.00855046155559364	0.00689911772676238	0.00843916867278253	0.0184219617155054	0.0288934192319118	0.0277883730224605	0.0179182910940862	0.0105420382376261	0.0105137347637801	0.0125171988694199	0.0247670301318686	0.022966565643246	0.0365359422403565	0.00755591739895463	0.0201317490062556	0.00607690650063719	0.0169552623674808	0.00400439566631987	0.0257952500545099	0.0157376448450127	0.0228079100145525	0.0165444239688599
OM5_C_5H_2	0.0336534122773468	0.0222778153875798	0.00319450493316343	0.0122655779811438	0.0198325995982577	0.017630187451289	0.00930927680716303	0.0277353071320329	0.0612202139753664	0.00894404683726818	0.00892243307487866	0.030337358471727	0.0293582206260501	0.0166610608017159	0.0159606132056867	0.00714739854963826	0.00358612213442988	0.0182509279774002	0.00515853238853731	0.443732511622213	0.015486963880972	0.00147296270178374	0.0179351339262095	0.0307646585267755	0.00870478509649781	0.0102255109793002	0.0300191085002379	0.0135882008218784	0.0177682577532228	0.00727496284493766	0.042722078340894	0.00336171604773468	0.0201149516755148	0.0303823861019006	0.00509311873576867	0	0.0212124131487966	0.0112103713447065	0.00619258220116129	0.0123154686788382	0.0067081039840344	0.00416572649617905	0.044935274623561	0.0238587519849053	0.0138622472456309	0.00934361738682544	0.00368727799990742	0.00915086958766542	0.0185086827369707	0.0332822521251901	0.0227090195359255	0.0128607995352381	0.0146682875219412	0.00629427191326275	0.0160567718484232	0.0297647884020804	0.018093605888542	0.0414424829106691	0.0115623960758111	0.0240391860973361	0.00406030927301834	0.0123580583739817	0.00909481057636573	0.0292060270401797	0.0180760644735349	0.0274744766980358	0.0212850335749717
OM5_C_5H_3	0.0472614270591261	0.0387560182429339	0.0181363935578602	0.0301218923545274	0.0399371291610101	0.019152995549846	0.0229597550083808	0.0157235595387871	0.0430051167384505	0.0219679952908581	0.0277764800965817	0.0106353083285594	0.0435907819286013	0.0339660798201969	0.0281568631090472	0.0165615637820192	0.0214203207486335	0.0201145255790762	0.0167438171084792	0.4556578505442	0.0140137501239329	0.0222874599965717	0.0361219830595022	0.0502190863636631	0.0181755273594019	0.0307433436566737	0.0471726600150694	0.0101398915987132	0.00711608738877513	0.0284709245853023	0.0217779140265904	0.0193736907261897	0.029701472243968	0.0149742643452111	0.0179359440913	0.0212124131487966	0	0.0123785384231167	0.0222599031866739	0.00890454139980546	0.0166075354718858	0.0245175666688968	0.0280231285231206	0.0379978917434984	0.00736450208441517	0.0128936004405123	0.0195072249414536	0.0131040881289575	0.0127494452647795	0.0142337186723111	0.0412619358920445	0.0324605173002515	0.00798504819991922	0.0275042368074245	0.0054464337760579	0.017155902796713	0.0334539855267645	0.0253996944848357	0.0104800847997843	0.00442450642569841	0.0238674820947874	0.0333238747493026	0.0162206716178166	0.0079974537310646	0.00483121795211485	0.0115192557909254	0.00945133586670471
OM5_C_6A_1	0.0354377374558939	0.0264099207751353	0.00812867707773593	0.0178392445854073	0.0279370879080219	0.0201479583859002	0.0105844668088077	0.0244888637726602	0.0551345730705858	0.0165783436336749	0.0157553468405339	0.0228650177461267	0.0315836340487226	0.0215989068934514	0.0160876301988614	0.0046294953859993	0.0131751088623564	0.0108221886264061	0.00605369038930541	0.446036617732974	0.015467155472984	0.0126255403178206	0.023790888541482	0.0379594011478999	0.00579978193534919	0.0191812466987913	0.034825534364047	0.0107101834219505	0.0127940986339258	0.0181251884256936	0.0339786854143699	0.00830655241086615	0.0183363211492516	0.0255233405001332	0.010768608762635	0.0112103713447065	0.0123785384231167	0	0.0101801787739912	0.00589988567818504	0.00486969712784756	0.0133347782821304	0.0396405109457124	0.0259105366169077	0.00674927537911335	0.00222185304821212	0.00825233628130228	0.00233085590112512	0.00766343808980605	0.0263375496050928	0.0289299949641011	0.0204469021955908	0.00986890198669226	0.0170796626467675	0.00899306465986203	0.0263827939120876	0.0211364831134325	0.0366350524423642	0.00823041366728418	0.0163558655005172	0.0149696928271863	0.0220317011391647	0.0122009802732512	0.0199739468398683	0.00800031121173862	0.0220984245740749	0.0170841020700628
OM5_C_6A_2	0.0281987311514555	0.017528365534817	0.00630571098271002	0.00798394149327023	0.0177673019680256	0.0231910951953972	0.00314105464162509	0.0317617216493845	0.064242033933963	0.0151188222816704	0.00557617250362865	0.0323890833294381	0.0239868329859158	0.012166636765685	0.00982219801271497	0.00570179452050334	0.00977860931387191	0.013317424254554	0.00618565072086656	0.439698768708032	0.020216936923035	0.00727541399657153	0.0140515571559885	0.0279943657397954	0.00492313652175521	0.00920986259918257	0.0257405295787898	0.0170928970484436	0.0207221038531975	0.00976549621418786	0.0440059491683501	0.00413793846889428	0.013923241384877	0.0337798899760725	0.0104729963087037	0.00619258220116129	0.0222599031866739	0.0101801787739912	0	0.0140498959313956	0.00566805283005961	0.00457674120691045	0.0482836781974129	0.0183344823565368	0.0154802061340969	0.00937636346536609	0.00373121998606511	0.00916851696077576	0.0157855060082322	0.0356725407212054	0.019164447881433	0.0102718977860335	0.0174643744808598	0.00878444289426381	0.017901164495851	0.0337763968413996	0.0127463634869575	0.044992657162857	0.0145892131103859	0.0258649803147764	0.00970805855295258	0.0122158493643861	0.0142747929181367	0.0300566594640301	0.018146906579748	0.0305804900379786	0.0247416979224853
OM5_C_6A_3	0.0409615309934328	0.0313048967767049	0.00927892503107726	0.0220326070811438	0.0314013369667919	0.015035927582757	0.0154160890799908	0.0186734969931785	0.0502345015114373	0.014127405925196	0.0193728064664068	0.0184120963453061	0.0369943784079877	0.0261450328505019	0.021581777496754	0.00857754418952618	0.0126632185158204	0.016532880334027	0.00809658784959718	0.450754552890445	0.0099906924418734	0.0133863971359959	0.0280984594930066	0.0419492027404185	0.0108557062493098	0.0220299650252681	0.0396447243503038	0.00499109876559114	0.00703067031579067	0.0195694575287365	0.030484726193465	0.0106994398497543	0.0241402028171284	0.0200219056499106	0.00928686216839996	0.0123154686788382	0.00890454139980546	0.00589988567818504	0.0140498959313956	0	0.00846549322932549	0.0157513503329708	0.0343921202309691	0.0312841171882429	0.00154816669231185	0.00502994712685188	0.0108942037876382	0.00519520808292109	0.0115882926046851	0.0216356780028214	0.0332083861866205	0.0239899223338637	0.00397612418171402	0.0186060267166884	0.00388371858009557	0.0206007727136704	0.0261899023768739	0.0312250878828661	0.00296130472279004	0.0119360206075776	0.015046281582805	0.0245110522760073	0.00863347464324823	0.0168959048469289	0.00654777674312179	0.0166939061406387	0.0112986345600601
OM5_C_6B_1	0.0328662687209678	0.0228612298903411	0.00405363985816815	0.0136194239584575	0.0233554453916492	0.0197008158586064	0.00705103356513145	0.0266702857530903	0.0586860061625772	0.0137622442469857	0.0111738770890896	0.0267349423890396	0.0287924165878916	0.0176840704372272	0.0136312146347771	0.000498937967666904	0.00935756715709867	0.012234384372313	0.00206757117019947	0.443884731783436	0.0158801941708355	0.00817675823425009	0.0196766031133471	0.0336599864437084	0.00315779730296197	0.0143785335885325	0.0311871614944958	0.0120417528731317	0.0153201797526168	0.013319869153006	0.0383706103517854	0.00352283568700016	0.0168623687571607	0.0283938627978566	0.00799395474381697	0.0067081039840344	0.0166075354718858	0.00486969712784756	0.00566805283005961	0.00846549322932549	0	0.00846537614109026	0.0428283956197472	0.0230754026930493	0.00985089194554362	0.00371452994232502	0.00341007180123234	0.00350478062768366	0.0118154296220896	0.0300454989478659	0.0248043459073728	0.0158656792226833	0.0120819318177369	0.0122704209621804	0.0122763002149664	0.028658056490253	0.0178067391289872	0.0396120937999647	0.00942733412991302	0.0202055453110617	0.0106977017412929	0.0171851753455554	0.0108506637642432	0.0244500048302235	0.0126243707091543	0.0251199534074439	0.0194648238753243
OM5_C_6B_2	0.0298349169446175	0.0182470326856566	0.00653855931237558	0.008261504113649	0.0158269549992802	0.0216397169673506	0.00740138476197174	0.0318763395922799	0.0652350650800114	0.0123560742901596	0.00486212424153247	0.0340569021131605	0.0255140791419969	0.0126188489840754	0.0131480494947866	0.00873771321775814	0.00709316454407657	0.0178908922629662	0.0077925345513439	0.440260446536037	0.0196519838946617	0.00430145246001312	0.0137880873234959	0.0266806589417535	0.00905491515758633	0.00629630664180864	0.0258796691267208	0.0175955330174109	0.0216790151976451	0.00523298336365975	0.046215735065683	0.0051804011785737	0.0175627431602017	0.0344401031925155	0.00925402693197317	0.00416572649617905	0.0245175666688968	0.0133347782821304	0.00457674120691045	0.0157513503329708	0.00846537614109026	0	0.0490015220599279	0.0201391654534138	0.0172880604429601	0.0119139781774115	0.00512789761231687	0.0117020879676279	0.0198363275183219	0.0371118781292469	0.0185444891598335	0.00871235789537383	0.0185054030640937	0.00422545250496767	0.0196033518048745	0.0339062501661526	0.0143433826604406	0.0455380280405166	0.0154198195959379	0.0276545700203819	0.00601434353805693	0.00882730602642566	0.013249861401399	0.0324879181950345	0.020922149311621	0.0314674388621519	0.0253295931681247
