	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_1	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_1	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6A_2	OM5_C_6A_3	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_1	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_2	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_5A_3	0.0204859890062053	0.0173624196206542	0.0155253606805537	0.0256296448558958	0.00742996861868452	0.0191592667503973	0.016269379926992	0.0126075009948511	0.00818782183969871	0.0232245116600418	0.0208117647038487	0.0201441240652748	0.020544805663657	0.0149386730922489	0.0130739709682709	0.0104815020507523	0.0176922730834212	0.0187826119342435	0.0306217401251191	0.0106672686091945	0	0.0255326230637747	0.00344867875543716	0.0164114244288606	0.0229474933624498	0.0196197421161069	0.0157595661051151	0.0187157204855429	0.0215956966359512	0.0168036503521639	0.0231776713801354	0.0123164525309735	0.0050653758902927	0.00869995820142136	0.0292644332184435	0.0175152256115576	0.00363825709328383	0.019817713789684	0.0390703328884195	0.0488223604617404	0.00806728830107623	0.0226690504464183	0.0135195767910497	0.0204384745041256	0.0113239376348667	0.0119053318674034	0.041768383743928	0.036583328320962	0.0335046638703307	0.0175743835723312	0.00834709355763419	0.0552573335306347	0.0207811258683499	0.0158718336437086	0.0126577163719171	0.0191097386619978	0.0111811162755693	0.00813681760926553	0.0192785140695981	0.0124356802803226	0.0139676956892388	0.0100207292805759	0.00698218871282709	0.0222628223945349	0.0171391414341713	0.0185581334064541	0.00998371129054693	0.00469018606403191
OM5_C_5B_1	0.00905692621449401	0.00870793363635461	0.0113970733190436	0.000998045241152539	0.0237751276215958	0.00650419126225802	0.00928489047855198	0.0129303439771771	0.017991213163952	0.00235014365651087	0.00493950868601032	0.006327789721434	0.0459259477561987	0.0107782186996604	0.0150887858212025	0.0176532530375785	0.009281223967376	0.00687112704162483	0.0528272225460198	0.015056547202362	0.0255326230637747	0	0.0243399204543728	0.0103238359937653	0.00470116504406157	0.00662656703405594	0.0100580892410382	0.0104788047967354	0.00394054135945418	0.0122045489465909	0.00351353942272964	0.0136992112396477	0.0212430601783167	0.0323681377031807	0.00373638218066489	0.00839711658532935	0.0230780856626465	0.0062833179667065	0.015545961511634	0.0740625594290289	0.0195608407824085	0.04464143914756	0.0142770875008838	0.00511888641107965	0.0208112843294176	0.0327158885533755	0.0162467950066801	0.0118386964865957	0.00919497797853043	0.00859023449144316	0.0178097244224467	0.0803383340343855	0.00546204346653588	0.0117180789107849	0.0154608540873655	0.0113880270699693	0.020162096488785	0.0198662430345335	0.00666728179241886	0.0130992649880005	0.0166124930251994	0.0205875298137562	0.0282617223553425	0.00751191830994651	0.00923663999607712	0.00875001973276949	0.0163549464803378	0.0208456740563236
OM5_C_5B_2	0.0183167906257351	0.0167600692514181	0.0135869393684121	0.0243085547121068	0.00398508493474769	0.0178452553619694	0.0151020702739778	0.0116992181283795	0.00860800402141243	0.0221132433411811	0.0194604622098085	0.0195058957228551	0.0226036375699235	0.0142482664671815	0.0136956225430395	0.00783331553746935	0.0158404796504981	0.0178649448351327	0.0337450565932971	0.00930035729965228	0.00344867875543716	0.0243399204543728	0	0.0161517906231388	0.0212552400495282	0.0189458896682322	0.0143103765982165	0.0164645196571915	0.0204626317797676	0.017144790241023	0.0216573028207432	0.0106857652654953	0.00311452121065705	0.0119637857568344	0.0280632429480788	0.016033178543023	0.0013419265930122	0.0190805593622065	0.0370583338217416	0.0508177638719017	0.00940042328440154	0.0259030346824844	0.0139550356585713	0.0192285751587355	0.0080008546207762	0.0153496377520197	0.0404640264941906	0.0348869217854202	0.0317649224341271	0.0159795243452417	0.00654306767431808	0.0573561988856142	0.0200332851625862	0.0137599336528646	0.0133277468244028	0.0194577329977793	0.0130488416411693	0.00962210250834546	0.0185085936106723	0.0114622907623721	0.0110887129946545	0.011948346798877	0.00486763384874919	0.0202085209880675	0.015450799949201	0.0182790170385994	0.0102360981226609	0.00464380621057683
OM5_C_5B_3	0.0110362287952329	0.0018442941729941	0.0081207837521625	0.0108038125141548	0.0169974079063879	0.00589194198521786	0.00434163172436339	0.00494995030442267	0.00829753082620797	0.00803585476928359	0.00705547413731724	0.0040782532766118	0.0362465644595413	0.00258155386615318	0.0047727741468477	0.0118964127400363	0.00804982703887185	0.00392455659801128	0.0425134162793904	0.00762241556497277	0.0164114244288606	0.0103238359937653	0.0161517906231388	0	0.0100944374121506	0.00370254615608963	0.00571384061372919	0.0106552302780806	0.00675601182517783	0.00297897258665474	0.00950399606706726	0.00743372188236737	0.0131312844948853	0.0223314737371645	0.0138121922043134	0.00607972346610896	0.0148102854571325	0.00404115850995372	0.025650241113162	0.0641900220280293	0.0094452574726399	0.0343268855215122	0.00395656382023413	0.00619950937588965	0.0158239933020335	0.0224156753809537	0.0261652540791147	0.0221515971045439	0.0193975379252557	0.00667098579664011	0.0103228307798097	0.070367092226956	0.00489706961156723	0.00905193323655332	0.00513799480138982	0.00434176261715155	0.00986967556427683	0.00970148120091265	0.00371195570853599	0.00525946518952769	0.0131144901620969	0.0102646462847487	0.0207611164979778	0.0114578188805094	0.00704654372426202	0.00215015279932243	0.00651329308256078	0.0118653190776759
OM5_C_5D_1	0.00439162601292627	0.00825025128691798	0.00771952545697994	0.00402036814850914	0.0201207937140116	0.00437140127715666	0.00715351874499508	0.0107762143725146	0.0162114576509382	0.00416836813747459	0.00304740003085217	0.00718060180898194	0.0434824552957249	0.00937147151368221	0.0146135816826829	0.0139689673555119	0.00545119420526073	0.0061850108413252	0.0517182568464629	0.0122848724417446	0.0229474933624498	0.00470116504406157	0.0212552400495282	0.0100944374121506	0	0.00708804762000916	0.00723804088520908	0.00597227974325502	0.00398168055408856	0.0127528894880272	0.00129269199657981	0.0106546351235088	0.0182573455537389	0.030511014175214	0.00767145517556309	0.0055060744586153	0.0200834462824339	0.00669478868044191	0.0163055786226237	0.0717308298862163	0.0181670334389579	0.043492278068142	0.0138040265518222	0.00394975294119946	0.016727721905694	0.0315016242279896	0.0194157983185979	0.013658413726108	0.0105621193314181	0.00537768776980703	0.0147656521821987	0.0781369898490885	0.00645402775235536	0.00777117396195196	0.0148966517688773	0.0127929681478025	0.019651253571875	0.0185413354881451	0.00668390680358041	0.0108436902110863	0.0123739202971936	0.019815245507489	0.0247493454775729	0.00284457124098481	0.00582578313904054	0.00940125179649533	0.014835061216799	0.01836271379148
OM5_C_5D_2	0.00925842469778661	0.00226429150841323	0.00817561356053215	0.00714534182418402	0.0191864928993499	0.00374510719579306	0.0044415816805502	0.00725271325990132	0.0117041434418483	0.0043683801324993	0.00414007054592948	0.000581910615624398	0.0397342217801607	0.00471474187248963	0.0084626155517456	0.0134760143179361	0.00708033450063955	0.00167103962359455	0.0462101794038145	0.00980965409263103	0.0196197421161069	0.00662656703405594	0.0189458896682322	0.00370254615608963	0.00708804762000916	0	0.00586620563593242	0.0095187492409213	0.00328525484087543	0.00581404286472207	0.00623818720119718	0.00897334202555776	0.0158444494962403	0.0259406587875422	0.0101221829384528	0.00510411900603445	0.0176220708640441	0.000399691645059422	0.022036254480403	0.0677590196151919	0.0130660094816443	0.038026812454682	0.00765156057333213	0.0032081873256776	0.0172108997594924	0.0261154855607341	0.0225309986027624	0.0184619019531922	0.015744892310457	0.00567855941232197	0.0126640369484308	0.0739701440815334	0.00120961831376521	0.008945797076723	0.00883642134693919	0.00572067665711364	0.0135407911481917	0.013345167835062	0.000669607137977832	0.00750344146932004	0.013743410155328	0.0139643902461015	0.0233124713004973	0.00907108809998756	0.00631496239908845	0.00234468194206549	0.0099776675194496	0.0149655769726246
OM5_C_5D_3	0.00606750344748664	0.004596759971671	0.00245566148633273	0.00999996057009177	0.0138203368477308	0.00355561287577725	0.00150534065967929	0.00367577900339241	0.00911104142449402	0.0079074441195242	0.00515132045538228	0.00642758969953506	0.0362921292151831	0.00345734161878513	0.00874527981256379	0.00782475208421972	0.00273451196659981	0.00428224315760038	0.0446684670871297	0.00510395059094707	0.0157595661051151	0.0100580892410382	0.0143103765982165	0.00571384061372919	0.00723804088520908	0.00586620563593242	0	0.00517360403401292	0.00627055524246906	0.00863292313615338	0.00742235517569368	0.00364158312143424	0.0112330671667646	0.0232960261106296	0.0137670237442954	0.00175589724293375	0.0130717460421838	0.00579055691899992	0.023519266386927	0.0645408358001075	0.0112243056250112	0.036444986760075	0.00805305777268512	0.00499134895977311	0.011410979556692	0.0244769812662281	0.0261664954509229	0.0208351462545845	0.0177714013382508	0.00190325958031795	0.00776844354146617	0.0709319705124427	0.00657626784002624	0.00335825676389663	0.00889052707496773	0.00995827623998143	0.0133394960162737	0.0116306339050077	0.00522759616764217	0.00368258680262407	0.00789514230738082	0.0132656457424955	0.0182290127145085	0.0072109685245484	0.00175680657271165	0.00675497332264346	0.00793163838995667	0.0111392940290696
OM5_C_5E_1	0.00190386951358204	0.00917747956108811	0.00355065759777191	0.00993596332454758	0.0146991642142423	0.00582037816890528	0.00633285181134987	0.00844653455979241	0.0135078406828807	0.00914718565243431	0.0063181666369162	0.0099430110809392	0.0390394785311039	0.00861307126020989	0.0138977352281528	0.00872153075292572	0.00260839891049206	0.00789650979362977	0.048706212520455	0.00863501968181472	0.0187157204855429	0.0104788047967354	0.0164645196571915	0.0106552302780806	0.00597227974325502	0.0095187492409213	0.00517360403401292	0	0.0079759807994335	0.0136310327131917	0.00698680704241302	0.00685950312558029	0.0137178812817691	0.0269417793059499	0.0136433758211256	0.00463999532092059	0.0154477927150434	0.00926028179705348	0.0206342738989868	0.0672553103412593	0.0157983009733515	0.0405284234880505	0.0132206395110882	0.00692462457836139	0.0109372223605681	0.0286947579480728	0.0251047203182904	0.0188331790566579	0.0156917537206202	0.00402850862957314	0.0103845395638823	0.0737757776255101	0.0096560718706774	0.00290832103119181	0.0140219041610816	0.0146473670687963	0.0183225629803142	0.0162320590939463	0.00886461735500935	0.00833464685972922	0.00651086925745458	0.018131844396647	0.0193971828615804	0.00391772678664654	0.0036114737434196	0.0111813738377232	0.0126678633614264	0.0144941641043555
OM5_C_5E_2	0.00712835678752242	0.00499460032927071	0.00794379206326717	0.00417089336949018	0.0200846135694057	0.00276672775896275	0.0053692706120617	0.00899089663690724	0.0140847228483191	0.00165114026961011	0.0016583650001925	0.00326370624281408	0.0419919695848911	0.00687335904940428	0.011503971352962	0.0140348485019872	0.00609700807822264	0.00300378846385974	0.0491430604702924	0.0111649776919206	0.0215956966359512	0.00394054135945418	0.0204626317797676	0.00675601182517783	0.00398168055408856	0.00328525484087543	0.00627055524246906	0.0079759807994335	0	0.0090953698389965	0.00298642170091243	0.00988629399703003	0.0173566515317103	0.0284824359608456	0.00767108243755243	0.0047389138545116	0.0191874222694092	0.00288670137410102	0.0189033954949454	0.0701451693880474	0.0157289008729451	0.040935975435437	0.0106827420421554	0.00129345515538625	0.0174196582252893	0.0289720855886213	0.020186594179017	0.0155341985221537	0.0126896093718991	0.00507074255768483	0.0139526804651531	0.0764358191760036	0.00248489258349052	0.00844424783167943	0.0118457390816289	0.00888260165988627	0.016608762695	0.0160515906246018	0.00305992065347513	0.00916299456498871	0.0134412047407417	0.0169391860551864	0.0244914996103667	0.00638570998161045	0.00576640227384881	0.00562775945347972	0.0124802438300382	0.0169076026821464
OM5_C_5E_3	0.0139977077058845	0.00466023605486189	0.0109892513205316	0.012845130425446	0.018585311236244	0.00873256590734153	0.0073071909496292	0.0071301426194737	0.00867131813808914	0.0100916323292158	0.00971207415701638	0.00594942872709502	0.0358436283755355	0.00528764479347607	0.00381929693805638	0.014065105411071	0.0110271687931899	0.00660185668051869	0.0409758117488199	0.00960373655258767	0.0168036503521639	0.0122045489465909	0.017144790241023	0.00297897258665474	0.0127528894880272	0.00581404286472207	0.00863292313615338	0.0136310327131917	0.0090953698389965	0	0.0120139689665572	0.00983303224209868	0.0143138149212744	0.0216626072299664	0.0153772488940452	0.00905660450447817	0.0158194763671278	0.00621050859673061	0.0277363153239522	0.06347711687862	0.00906803298494508	0.0328654297652591	0.0032848728755182	0.00880371979376876	0.0180051186302518	0.0211495656422701	0.0273474720309812	0.0239770930505956	0.0213977698976595	0.00964947497750837	0.0120039053882884	0.069528267106556	0.00682328403693137	0.0119313010540826	0.00425639506875067	0.00232064077101514	0.00830899992456922	0.00919664857912656	0.00609448354796293	0.00743929284908888	0.0157095728490908	0.00899291811866586	0.0219334733283503	0.0143319451684099	0.0100207637554744	0.00349603986264522	0.0069330603629461	0.012588807376325
OM5_C_5F_1	0.00554803847169387	0.00767391429614192	0.00828494129962598	0.00296516951687221	0.0207410413953082	0.00414897534124874	0.00707140334599114	0.0107792028786811	0.0161461607500049	0.00290427043021594	0.00255884615864231	0.0062494413520644	0.0436991867235274	0.00910364582723813	0.0141532468230224	0.014582792345032	0.00605761828473764	0.00558754805082497	0.0515371206417566	0.0125254578307166	0.0231776713801354	0.00351353942272964	0.0216573028207432	0.00950399606706726	0.00129269199657981	0.00623818720119718	0.00742235517569368	0.00698680704241302	0.00298642170091243	0.0120139689665572	0	0.0109831548015062	0.0186129202282999	0.0305240161017358	0.00676080376180879	0.00566759151142407	0.0204489134804898	0.00583866703075325	0.0164093455930146	0.0719280191265678	0.0179958699270546	0.0433148337037429	0.0133346613962237	0.00331524121667666	0.0175295252982613	0.0313246792939897	0.0188471128709878	0.0134421694756842	0.0104220744706836	0.00567877104272859	0.0151262055122769	0.0782952985631773	0.00546281498466939	0.00846818982076189	0.0144631981321534	0.0118687244570539	0.0192375238362133	0.0183518362556785	0.00592210043823252	0.0108827274030106	0.0132434296217379	0.019474057958267	0.0253215619962848	0.00412695015318378	0.00623233935071563	0.00858128807130613	0.0146779902642259	0.0185408211381995
OM5_C_5F_2	0.00841559055377798	0.00713097100841674	0.00335741880362963	0.0136312283647222	0.0102765501824942	0.00719594147905657	0.00465287500421708	0.00274265114481281	0.00672455968692004	0.0115312714584292	0.00878814296129269	0.00955515281560352	0.0328490195135513	0.00487791288496169	0.00841790115392456	0.00454697524265558	0.00539558038412394	0.00758663318813328	0.0418860603572752	0.00178230029048052	0.0123164525309735	0.0136992112396477	0.0106857652654953	0.00743372188236737	0.0106546351235088	0.00897334202555776	0.00364158312143424	0.00685950312558029	0.00988629399703003	0.00983303224209868	0.0109831548015062	0	0.00763058400627745	0.0202148905178912	0.0174072200778151	0.00534841688002692	0.00946689169407114	0.00899759848754807	0.0267733754578116	0.0611164667586819	0.00906677474643205	0.0336939063800708	0.00798146927714743	0.00861886161065118	0.00842134652107345	0.0218379739045998	0.0297848207081472	0.0243106167590175	0.0212134051887076	0.00531100315006937	0.0041452511265103	0.0675516410953941	0.00988368100928085	0.00397729470549453	0.00838054682562306	0.0117110912562631	0.0119998963815831	0.00951084681446217	0.00840988943789027	0.00245339627886884	0.00594778950625493	0.011623446023703	0.0146089833679285	0.0100382989643155	0.0048309605657981	0.00915355258277001	0.00617891397475564	0.00782293624448944
OM5_C_5F_3	0.0155236339925054	0.013671309938892	0.0106574562337668	0.0212288657503213	0.00473771478152419	0.0147550908126737	0.0119926211424038	0.00859348909528448	0.00609422690449656	0.0190070116026801	0.0163787237767892	0.0164070377776427	0.0253636515293837	0.0111564377214398	0.0110586544259712	0.00543773218641825	0.0128840079348818	0.0147511699086932	0.0356082562561086	0.00619228483555259	0.0050653758902927	0.0212430601783167	0.00311452121065705	0.0131312844948853	0.0182573455537389	0.0158444494962403	0.0112330671667646	0.0137178812817691	0.0173566515317103	0.0143138149212744	0.0186129202282999	0.00763058400627745	0	0.0136566506034502	0.0249704274648335	0.0129675365665148	0.00183881472090654	0.0159737879310745	0.0342073052935974	0.0536287150848552	0.00746873337562221	0.0275842606075184	0.01121746347271	0.0161280850528813	0.00701637791053765	0.0163529346625121	0.0373941893055532	0.0319085334942351	0.0287979452178682	0.0129398873433549	0.00349274156586425	0.0601189050326904	0.0169249040005928	0.010919091819249	0.0107272350120692	0.0166062323023628	0.0113173067507733	0.00779372411250414	0.0154002318335877	0.00835245511174573	0.00897697908320774	0.010330176795397	0.00765066821550807	0.0173564650882179	0.0124356960546366	0.0152419119090628	0.00752432374323708	0.00258841714212343
OM5_C_5G_1	0.0286084596340475	0.0237234928549636	0.0235559370218601	0.0326439688677695	0.0157742533490721	0.0263830539029183	0.0234549386986549	0.0197557469979322	0.0144109985107633	0.03001912676157	0.0280181303029994	0.0263807520205733	0.0143030024519618	0.0216112242100629	0.0179272287200023	0.0190911608909639	0.0255731270721137	0.0255029055256227	0.0219560183924703	0.0184490559687255	0.00869995820142136	0.0323681377031807	0.0119637857568344	0.0223314737371645	0.030511014175214	0.0259406587875422	0.0232960261106296	0.0269417793059499	0.0284824359608456	0.0216626072299664	0.0305240161017358	0.0202148905178912	0.0136566506034502	0	0.0360127561572167	0.0250082060418396	0.012337915622424	0.0262218531712145	0.0468015587841608	0.0419017452091428	0.0128878429544485	0.0139706652841973	0.0186334979004861	0.0274755625886698	0.0199590614997203	0.00464791101045138	0.0484585482571697	0.043920620288173	0.0409392890722648	0.0251906823411462	0.0166272476861501	0.0480762673449178	0.0271495069348174	0.0240416621989785	0.0174955333463188	0.0237262572897372	0.013750917346213	0.0126402004745577	0.0257612120445324	0.0196730045488531	0.0226258001109412	0.0128116870041573	0.0134637468356248	0.0302420157128968	0.0248716417019759	0.024332076012532	0.0160175058186162	0.0124497350849428
OM5_C_5G_2	0.0120058975046917	0.0123000289228429	0.0149769298693541	0.00383499856054422	0.0274100868454769	0.0102209707641395	0.013020979179355	0.016661106229942	0.0216692712117432	0.00605047023974293	0.00862275116740502	0.00973994290598298	0.0496356376957005	0.0144669748794898	0.0185270901983057	0.0212664005672709	0.0127908540434922	0.010556873768886	0.056249121338086	0.0187874552906158	0.0292644332184435	0.00373638218066489	0.0280632429480788	0.0138121922043134	0.00767145517556309	0.0101221829384528	0.0137670237442954	0.0136433758211256	0.00767108243755243	0.0153772488940452	0.00676080376180879	0.0174072200778151	0.0249704274648335	0.0360127561572167	0	0.0120799413088016	0.0268062975727202	0.00981552811305206	0.0128903506860201	0.0777445029489577	0.023167140098195	0.0480914778548225	0.0177298063253097	0.00885335991580144	0.0242881236768404	0.0362172640062889	0.0125220715655079	0.00871127444406032	0.00661588465489769	0.0122304842281701	0.0215287204009359	0.0839978925778613	0.00891777432815452	0.0152163097874484	0.0189174238774419	0.0142084902378319	0.0235386214170423	0.0234567736192262	0.0102578395649186	0.0168329510577204	0.0199956411150561	0.0240375793341299	0.0319336266173078	0.0101767241423534	0.0128513402511411	0.01204946741227	0.0200056420515534	0.0245771068761256
OM5_C_5G_3	0.00499607756576809	0.00453847112571351	0.00326045585647178	0.00828699661648756	0.0153934756543787	0.00197271186774505	0.00194034244052937	0.00529554193276345	0.010747198875964	0.00633318920286568	0.00346011955086719	0.0056030595397848	0.0380463437372648	0.0043745962605972	0.00982976465477521	0.00930684158417727	0.00205277373146004	0.00343336522137607	0.046298760021069	0.00685810537280419	0.0175152256115576	0.00839711658532935	0.016033178543023	0.00607972346610896	0.0055060744586153	0.00510411900603445	0.00175589724293375	0.00463999532092059	0.0047389138545116	0.00905660450447817	0.00566759151142407	0.00534841688002692	0.0129675365665148	0.0250082060418396	0.0120799413088016	0	0.0148057628682654	0.00491989870715262	0.0218055722275088	0.0662914839035905	0.0127850967808185	0.0380723716795278	0.00907659215977559	0.00344603996327874	0.012699636370816	0.0260902102398066	0.0244385686726657	0.0190810556169572	0.016021343902802	0.000612608319086914	0.00949128901766154	0.072678432676142	0.00553561495372742	0.00390662463890699	0.0100332472561165	0.0100080604246111	0.0146451121630739	0.0131776245489739	0.00443452013055866	0.00534614403520471	0.00885317839139877	0.0146645038904159	0.0198674096790175	0.00577613807220509	0.00121222404911609	0.00655861040926388	0.00946146129342726	0.0128919560971261
OM5_C_5H_1	0.0172752419002532	0.0154296010986003	0.012458764737679	0.0230670195166124	0.0043461618499606	0.0165925173025831	0.0138212854554987	0.0103807635921804	0.00732579850440822	0.0208372911970593	0.0182170234081188	0.0181802469455268	0.0236012339036129	0.0129196593877445	0.0124027366357203	0.00695866189448391	0.0146962098778754	0.0165603391130001	0.034247282078039	0.00802453992494879	0.00363825709328383	0.0230780856626465	0.0013419265930122	0.0148102854571325	0.0200834462824339	0.0176220708640441	0.0130717460421838	0.0154477927150434	0.0191874222694092	0.0158194763671278	0.0204489134804898	0.00946689169407114	0.00183881472090654	0.012337915622424	0.0268062975727202	0.0148057628682654	0	0.0177614893176895	0.0359879011076739	0.0518541136316212	0.00826597619636218	0.0263064207537365	0.012643095901295	0.0179623137065702	0.00774651948931444	0.0153996092088641	0.0392316756224255	0.0337306662041745	0.0306167273157498	0.0147745997778167	0.00532487362398076	0.0583624475365039	0.0187160686618428	0.0126858552138802	0.0120418691870466	0.0181302097414717	0.0119980962841751	0.0085192836224821	0.0171914557344498	0.0101488422990134	0.0103734747552034	0.0109274658447829	0.00614415594189945	0.0191330783162147	0.0142649410757133	0.0169382823339305	0.00892306773384448	0.00339433188971716
OM5_C_5H_2	0.00894356774619351	0.00250609985763164	0.00804939352615705	0.0067787062851147	0.019240312830328	0.0034570312677608	0.00440814726750013	0.00738222388869708	0.0119494776863212	0.00400346820290465	0.00376236677022918	0.000687570266402931	0.0399797587254551	0.0048865066893581	0.00881052307345949	0.0134743831766902	0.00686038196355569	0.00152072314245119	0.0465506930594706	0.00989931917916169	0.019817713789684	0.0062833179667065	0.0190805593622065	0.00404115850995372	0.00669478868044191	0.000399691645059422	0.00579055691899992	0.00926028179705348	0.00288670137410102	0.00621050859673061	0.00583866703075325	0.00899759848754807	0.0159737879310745	0.0262218531712145	0.00981552811305206	0.00491989870715262	0.0177614893176895	0	0.0216616771919178	0.0680250936486388	0.0133567748464047	0.0383632279226096	0.007996534195965	0.00283297853930789	0.0171747329560747	0.0264424153833305	0.022252751339622	0.01811205771394	0.0153786167299681	0.00547897094860613	0.0127555708511541	0.0742472785647333	0.000963783795903989	0.00879444992047962	0.00917902401297947	0.00610645867909933	0.0138969907162867	0.013643007077342	0.000588220288382031	0.00762300214675649	0.0136372967749101	0.014305358062234	0.0234073828497109	0.00870929379625165	0.00613194998823117	0.00274433649178832	0.0102380812090572	0.0151528487830341
OM5_C_5H_3	0.0187570883466039	0.0238941024036852	0.0235649347657454	0.0149029167832023	0.0352404673103019	0.0205415480957256	0.0234260441884364	0.0270787689567951	0.0325032907583445	0.0176750279303861	0.0189658468991586	0.0218120857771651	0.0595439435540539	0.0255101431737932	0.0304044889438917	0.0293529215288756	0.021385828456814	0.0218547986024677	0.0679213024110328	0.0284786338618556	0.0390703328884195	0.015545961511634	0.0370583338217416	0.025650241113162	0.0163055786226237	0.022036254480403	0.023519266386927	0.0206342738989868	0.0189033954949454	0.0277363153239522	0.0164093455930146	0.0267733754578116	0.0342073052935974	0.0468015587841608	0.0128903506860201	0.0218055722275088	0.0359879011076739	0.0216616771919178	0	0.0877610448422973	0.0343986078924682	0.0597057767592019	0.0295835325134152	0.0196511939577477	0.0311380971982405	0.0477233137565809	0.00977054253765262	0.00463767462435137	0.00637165846981336	0.021630420078011	0.0307607056302864	0.0942241725206551	0.020936525179485	0.0233094835279462	0.0307442714549271	0.0268801706929288	0.0355073118737541	0.0347563648772156	0.0219401509374684	0.027146700516881	0.0267703544774204	0.0358189720803951	0.0399383810446105	0.0168604612296939	0.0219888674360477	0.0242601243777297	0.0310773807976154	0.0345736824438723
OM5_C_6A_1	0.0690955809980611	0.0655248581199938	0.0642627481698067	0.0742582514286475	0.0531098754519557	0.0678622169663265	0.064943414163225	0.061234840510247	0.0561226218053292	0.0717236500432846	0.0695132665241253	0.0682139248633425	0.0282954311695188	0.0633133796783095	0.0597904966305627	0.0586072394030926	0.0664624153032335	0.0672161217062157	0.0269978807637081	0.0594714009232141	0.0488223604617404	0.0740625594290289	0.0508177638719017	0.0641900220280293	0.0717308298862163	0.0677590196151919	0.0645408358001075	0.0672553103412593	0.0701451693880474	0.06347711687862	0.0719280191265678	0.0611164667586819	0.0536287150848552	0.0419017452091428	0.0777445029489577	0.0662914839035905	0.0518541136316212	0.0680250936486388	0.0877610448422973	0	0.0547637534510949	0.0327670748336055	0.0605065341962578	0.0690643351072501	0.0575820293446274	0.0427441428269281	0.0902042990451664	0.0853216865346061	0.0822608308740963	0.0663670735529311	0.0570793503993535	0.00679393508150676	0.0689627773749244	0.0645199537033132	0.0593622078138373	0.0654531140682516	0.0553462481471838	0.0545257313670935	0.0675449729281892	0.0611020118689029	0.0615810046039951	0.0545304879382885	0.0485758205456924	0.0709521966273992	0.0659342234840807	0.0661991715323956	0.0578071784701938	0.0534226421239069
OM5_C_6A_2	0.0171333390253021	0.010869513235713	0.0122500499000573	0.0198984027248698	0.0121992955465597	0.0138630631998235	0.0110152932930704	0.00755114811178961	0.00236753015674551	0.0172165382247857	0.0154435981856617	0.0134978960108859	0.0268817723586628	0.00890939921174627	0.00524891239373044	0.0106249701012903	0.0138334420849333	0.0127271626641545	0.0335676904540536	0.0074203561501919	0.00806728830107623	0.0195608407824085	0.00940042328440154	0.0094452574726399	0.0181670334389579	0.0130660094816443	0.0112243056250112	0.0157983009733515	0.0157289008729451	0.00906803298494508	0.0179958699270546	0.00906677474643205	0.00746873337562221	0.0128878429544485	0.023167140098195	0.0127850967808185	0.00826597619636218	0.0133567748464047	0.0343986078924682	0.0547637534510949	0	0.0253375331050664	0.00585821199081869	0.0148094559177058	0.013770756584428	0.0133401848816975	0.0355890417849168	0.0312517981618147	0.0283468613485746	0.0131000338994931	0.0074723829051577	0.0609440051748175	0.0142755164477198	0.0129984469279813	0.00481227671245527	0.0113037842729404	0.00386234454795191	0.000449426249570558	0.0129135343275978	0.0075782554152597	0.0138762700851971	0.00297427441448922	0.0142211310829105	0.0184326968185673	0.0129524051662228	0.0114661350581869	0.00333271439157163	0.0049498364690842
