OM4_B_B	OM4_C_1A	OM4_C_1C	OM4_C_1D	OM4_C_1E	OM4_C_1F	OM4_C_1G	OM4_C_1H	OM4_C_2A	OM4_C_2B	OM4_C_2C	OM4_C_2D	OM4_C_2E	OM4_C_2F	OM4_C_2G	OM4_C_3A	OM4_C_3B	OM4_C_3C	OM4_C_3D	OM4_C_3E	OM4_C_3F	OM4_C_3G	OM4_C_3H	OM4_H_4A	OM4_H_4B	OM4_H_4E
0.152011613438407	0.160669717138103	0.166486778197518	0.164090759618547	0.1531279178338	0.164703291863922	0.150192896102168	0.159314237925988	0.155813429472735	0.167955801104972	0.149205643817354	0.161167654624762	0.153985234292602	0.15313262815297	0.155599603567889	0.155304411228582	0.150672371638142	0.165605875152999	0.162527661667076	0.152981739241476	0.148733233979136	0.156927426955702	0.153227388659996	0.159191514240374	0.158901251738526	0.166334164588529
0.390432738835891	0.391014975041597	0.386400431732326	0.390660966787241	0.390756302521008	0.383243421776946	0.387521617666622	0.385845703533347	0.399616944569626	0.388950276243094	0.389067881346517	0.383402303992842	0.38993521169203	0.383645240032547	0.387795554297041	0.390691457042168	0.392420537897311	0.391799265605875	0.393041553970986	0.389605414378751	0.392846497764531	0.391611687087653	0.378457916421424	0.383696650797628	0.378998609179416	0.395137157107232
0.457555647725702	0.448315307820299	0.447112790070157	0.445248273594212	0.456115779645191	0.452053286359132	0.462285486231209	0.454840058540665	0.444569625957639	0.443093922651934	0.461726474836129	0.455430041382396	0.456079554015368	0.463222131814483	0.45660484213507	0.45400413172925	0.456907090464548	0.442594859241126	0.444430784361938	0.457412846379773	0.458420268256334	0.451460885956645	0.46831469491858	0.457111834961998	0.462100139082058	0.438528678304239
