	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_4B_2	0.00604860489327563	0.00951909089363489	0.00668372482191468	0.0177323574956858	0.0019382319716321	0.00265109330130839	0.00969051986421013	0.0296597615318609	0.0202000301601013	0.0246496069399575	0	0.00295775436948742	0.00333305687404563	0.00369372354126162	0.00420576347692609	0.00697954687108837	0.0169186833153529	0.00864960110000978	0.0256119441018842	0.0146399363236662	0.0196989634464278	0.00712308215411526	0.00522311295676429	0.0101282470592413	0.0183402314234357	0.0199444390118105	0.00138781583193839	0.0186969299205109	0.00992623891358857	0.00511282611246601	0.0107543973917167	0.0178351418112693	0.00397458527972095	0.0184121659787726	0.00377078136791228	0.010693144694949	0.00407373140602906	0.0069679448018961	0.0116075907466652	0.020442183887211	0.00903370183655114	0.000742827036747412	0.00922917626501114	0.0231026997244522	0.0190784616670158	0.0240411389596388	0.00829617625134647	0.012800474006476	0.00697587560531373	0.00545014322900827	0.00449330404157014	0.00702831589357304	0.0209904417831203	0.0199062622378498	0.0053658114133728	0.0133405996556617	0.00133817879203125	0.00616456114599219
OM2_C_4B_3	0.00341307499309773	0.00909453091444683	0.00833597611657903	0.0187222067390996	0.00451109213009712	0.00560266397332533	0.0110279269383502	0.0307325945517893	0.021362558247406	0.0257213558802769	0.00295775436948742	0	0.00279380050075584	0.0033235105205061	0.00264945923293015	0.00987501492885015	0.0177144232664767	0.00889633727482564	0.0261952187356988	0.0135301897118066	0.0211830160819025	0.00546060526465481	0.00774504326221359	0.0129461647329067	0.0197031108892515	0.0204191099760137	0.00402388716753507	0.01963895631168	0.0116602496813688	0.00585006764962596	0.0124938588746378	0.0198801170237089	0.00693230308801039	0.0195149528209814	0.00515419606430784	0.0117492009759504	0.00614310587310489	0.00844819299329392	0.0143866389828156	0.0216352046036156	0.00998323175621187	0.00364618352180111	0.0105638617511203	0.0234389159325952	0.0202196898435968	0.0238623429290607	0.00913159448963042	0.0134262695310343	0.00987398956242933	0.00801458575601609	0.00643251443022894	0.00835647919742774	0.0214827010102253	0.0202986637536715	0.00583281821853492	0.0142307230393437	0.00413620521101068	0.00704175298056817
OM2_C_4C_1	0.00370557532483304	0.00650228944022039	0.00588501367535005	0.0208489249977683	0.00357947185469021	0.00549583460965837	0.0128965036962584	0.0328272141196265	0.0233867731691216	0.0278111567402041	0.00333305687404563	0.00279380050075584	0	0.00579575351933964	0.00541245322656933	0.00981543245152581	0.019948955058459	0.00611720495197392	0.0285583046825547	0.0163204903061326	0.0229769917549668	0.00825191181072095	0.00850253054594502	0.0115812810211888	0.0215856336107243	0.0228220490480007	0.003378481120665	0.0217965137454796	0.0132321045857852	0.00313442562623262	0.0140637119986683	0.0211645732217461	0.00656816757026186	0.0215739062077912	0.00285905857458853	0.0089968244585942	0.00739411642445501	0.0101934001069481	0.0128948878848839	0.0236396799084222	0.0120854075935636	0.00357487322691598	0.00789889591939707	0.0206860897077301	0.0222555270425924	0.0265140352545495	0.0112870191328597	0.0157295333293215	0.00886835636981511	0.00870839138714801	0.004349593981306	0.0102048507057141	0.0238801396497358	0.0227379751479539	0.00305677738920495	0.0163984619528819	0.00462213758552957	0.00431759815588308
OM2_C_4C_2	0.00642353882939434	0.0122826895918763	0.0103578764355498	0.0154186612733811	0.00560457029101311	0.00540617691849142	0.0078810244692175	0.0274281102042739	0.0180838683402928	0.0224202966263189	0.00369372354126162	0.0033235105205061	0.00579575351933964	0	0.00146269236275794	0.00881164433774593	0.0143938384610231	0.0118318409587701	0.0228803606776187	0.010957436580715	0.0180011621305812	0.00363449419505115	0.00596958887494338	0.0132153451759323	0.0164836419668039	0.0171104585751571	0.0050631360057189	0.0163280940778745	0.00872317599242387	0.00846299505148721	0.00953846084916008	0.0170395566975984	0.0066813359318753	0.0162283940777165	0.00732730156164447	0.0142571560030546	0.00402739633569572	0.00547475576459219	0.0147455672094343	0.0183625645974464	0.00671771411051355	0.00432894724387488	0.0128608173412506	0.0264091769479982	0.0169391205272048	0.0207312591533053	0.00585070699397677	0.010102978436897	0.00993743442006688	0.0062774515645844	0.00818336461747379	0.00529481799684722	0.0181731868778597	0.0170007930311088	0.00859184292085197	0.0109243155040972	0.00387044519641225	0.00960639800437429
OM2_C_4C_3	0.00525526187840578	0.0117320235808553	0.0105973257821347	0.0165057054894751	0.00613060633842637	0.006382470172644	0.00919478502967365	0.0284924752191198	0.0192202430423992	0.0235007067027758	0.00420576347692609	0.00264945923293015	0.00541245322656933	0.00146269236275794	0	0.0100970642644284	0.0154085491753628	0.0115287793234003	0.0237525365894559	0.0109243227122885	0.0192517425168611	0.00298356981409407	0.00736271106786437	0.0141769176158374	0.017702566946583	0.0179598999534179	0.00558046941813277	0.0173888710823741	0.0101243268162646	0.00836481444326666	0.0109305868631218	0.0184459120255291	0.00771610261719404	0.0173539034715294	0.00744783528210573	0.014256708525784	0.00544662874728746	0.00688581041840227	0.0156877782816785	0.0195088234966704	0.00792753999810415	0.00492959396335461	0.0129764721010729	0.0260835448849816	0.0180745011429037	0.0212365957446553	0.00704571132766262	0.011094005102734	0.0109335145647981	0.00766774150082815	0.00851841069004042	0.00667698474705135	0.0190247024294604	0.0178118181513483	0.008403487778496	0.0120188041681505	0.00477940957078646	0.00954754811806099
OM2_C_4E_1	0.0130120654998137	0.014429801531202	0.00879032352000416	0.0155755997869257	0.00626867668199064	0.00437687144584929	0.00826133835217059	0.026550658426196	0.017367341428254	0.0217577976800989	0.00697954687108837	0.00987501492885015	0.00981543245152581	0.00881164433774593	0.0100970642644284	0	0.0153500779135885	0.01275967869127	0.0238680454057231	0.0176259517643812	0.0160678655778883	0.0122574505512487	0.00315974706351264	0.00584972564983029	0.0151464297269041	0.0188517852423343	0.00644112673209464	0.0165619712724048	0.00722868752679897	0.00967888291496871	0.00776185487761811	0.0128168742973	0.00326515042284102	0.0158932292163765	0.00820309300480089	0.0128057142780485	0.00501078292703997	0.00654818913909731	0.0072828479579814	0.0175120841218569	0.00888215075160068	0.00641630497013715	0.0110902036585365	0.0253906181632402	0.0163965704493713	0.0241977560493484	0.00873762257134527	0.0123248222149893	0.00334854737846488	0.00288400645578027	0.007339423124138	0.0069659155714213	0.0197671719208981	0.0190157685446307	0.0101789099734402	0.0120942966464624	0.00573920559169842	0.0100510754539325
OM2_C_4E_2	0.020659399106326	0.0263983016109133	0.0227270445924699	0.00152659004527739	0.0181253936799957	0.0163772958120522	0.00747273695817911	0.0131025869523267	0.00427670725334081	0.00815109790928818	0.0169186833153529	0.0177144232664767	0.019948955058459	0.0143938384610231	0.0154085491753628	0.0153500779135885	0	0.0255362292356849	0.00874991546487907	0.0105875933389521	0.00569075879755908	0.0141697465690264	0.0133473086101941	0.0210639186284841	0.00411263108502571	0.00354712143865725	0.0177871422536717	0.00208273226251279	0.00812959854801276	0.0219757737438115	0.00761098684115251	0.00891422893631331	0.0166284227309158	0.00258367498902425	0.0204997292238296	0.0270119144734933	0.0131686399268873	0.0101002037195218	0.0223470911262215	0.00462017868216639	0.00788744629420746	0.0171109008629078	0.0253476471929076	0.0397318052800212	0.0032672146026131	0.00947929515934177	0.00866328206974611	0.00431590054794092	0.0186225153492009	0.013396789098416	0.0206152014828235	0.00994592557256519	0.00441898869245749	0.00381600411166702	0.0222710853303115	0.00358333642854558	0.0160049088529538	0.0229213175807425
OM2_C_4E_3	0.00823059685092034	0.00212196644798137	0.00427750214871492	0.0262888085578022	0.00749616428909531	0.00949057078217154	0.018195998763906	0.0381146425755175	0.0286568238219214	0.0331283972293859	0.00864960110000978	0.00889633727482564	0.00611720495197392	0.0118318409587701	0.0115287793234003	0.01275967869127	0.0255362292356849	0	0.0342475046518741	0.0224210192441422	0.027924843155945	0.0143253696548218	0.0128447282367854	0.0114770296275046	0.0266839778371641	0.0285912745023788	0.00777327178378203	0.0272653280844914	0.0181614467036003	0.00356271552569386	0.0189514607522599	0.0253804109355953	0.00983238321525512	0.026914789723661	0.00508009473710873	0.0037242552049214	0.0124397186896455	0.0154848965842355	0.0122247540007766	0.0288790285147879	0.0176652112249254	0.00842863179428526	0.00373607348918268	0.0145844660765452	0.0275560633138946	0.0325480566028003	0.0169429023727576	0.0214481759092744	0.0102497405589822	0.0129392133924346	0.00545075321346248	0.0156011532560438	0.0296366538218959	0.0285508895368826	0.00328815900804185	0.0219541830127939	0.00954634889481582	0.00275902339052837
OM2_C_4F_1	0.0289355266320501	0.0350405181022199	0.0314702452059921	0.00829562726485428	0.0268652454422899	0.0251241702419285	0.016216002834341	0.00646293210665529	0.00700014796251587	0.00445547186519371	0.0256119441018842	0.0261952187356988	0.0285583046825547	0.0228803606776187	0.0237525365894559	0.0238680454057231	0.00874991546487907	0.0342475046518741	0	0.0161573698392047	0.00928076836854204	0.0220606228618285	0.0220597686520526	0.0294181562357792	0.00927679764636408	0.00579782018550187	0.0265181726516667	0.00730831885574471	0.0167385946094049	0.0306918586320564	0.0161234477188689	0.0141967519297466	0.0253479231216555	0.00805606596242099	0.0292298112138834	0.0357543824984576	0.0219145951315869	0.0188473386997228	0.0306017540773405	0.00701906267854511	0.0165877431156829	0.0258323120116314	0.0340868186734707	0.0484718173812749	0.00768867356887048	0.00672599202678235	0.0173210019301316	0.0128347930542831	0.0271901255102047	0.0220937004492728	0.0293620735134957	0.0186835205538938	0.00473431768864467	0.00600285784967059	0.0309734038705067	0.0123224004492144	0.0247355935721052	0.0316536615198025
OM2_C_4F_2	0.0150610307138061	0.022425356815444	0.0213128327591953	0.0121139597065479	0.0165141032937442	0.0158303290259476	0.0106837910666234	0.0221911367255477	0.0147630184319009	0.0178024604258605	0.0146399363236662	0.0135301897118066	0.0163204903061326	0.010957436580715	0.0109243227122885	0.0176259517643812	0.0105875933389521	0.0224210192441422	0.0161573698392047	0	0.0162242531614418	0.00811674296984331	0.0145173189393464	0.0231453845038598	0.0145685368179853	0.0109562475102964	0.0159858544551522	0.0124935695998214	0.0123921468328937	0.0192777352938277	0.0126625606432973	0.0183350891436039	0.0168430113674318	0.0131708625228217	0.0182585754291399	0.0251492051407516	0.0129830753546583	0.011180807055464	0.0246743199074067	0.0151119592466861	0.00928695004490341	0.0152331347993768	0.0238017368579524	0.0369087545049783	0.0138387957849348	0.0115361636121356	0.00908556164179189	0.00806425104443251	0.019940136906966	0.014765571047649	0.0191319047718839	0.0107385787832964	0.0118446151156376	0.0105200866494549	0.0193261838756885	0.00943515365710786	0.0145517941401823	0.0204533492996029
OM2_C_4F_3	0.0244235642006945	0.0291321223696237	0.0245018683215776	0.00418929652354414	0.0204540003009731	0.0184382019669614	0.0101563089705448	0.010496142388166	0.00252895683381916	0.00590849081274507	0.0196989634464278	0.0211830160819025	0.0229769917549668	0.0180011621305812	0.0192517425168611	0.0160678655778883	0.00569075879755908	0.027924843155945	0.00928076836854204	0.0162242531614418	0	0.0186668200556901	0.0150964631301177	0.0211200835517197	0.00169496555870346	0.00736601553208814	0.0202444734741337	0.0041803640391552	0.00979688788101613	0.024421314599425	0.00898719927172649	0.00491688849633847	0.0182701491423148	0.00318807740939958	0.0228649627935011	0.028710479838064	0.0156414128169987	0.0128008330682421	0.0221364051026989	0.00236575116854142	0.0113269354510181	0.0196890836234948	0.0269932889162953	0.041403912809539	0.00271175201366646	0.013262842630631	0.0122106330147142	0.00894513752402509	0.0193935104031906	0.0150274871651958	0.0226126351316965	0.0128408437343409	0.00747072427941049	0.00791422971792617	0.0248055413976113	0.00762594129193469	0.0185475753222691	0.0251858944575598
OM2_C_4G_1	0.00713000775424203	0.0143209889451391	0.013580075558346	0.0154386713097389	0.0090606111697105	0.00904020346473771	0.00918068807915211	0.0272251637857355	0.0182503680486972	0.0223164852595899	0.00712308215411526	0.00546060526465481	0.00825191181072095	0.00363449419505115	0.00298356981409407	0.0122574505512487	0.0141697465690264	0.0143253696548218	0.0220606228618285	0.00811674296984331	0.0186668200556901	0	0.00923446987894312	0.0168483317284437	0.0170275415158927	0.0162853132846651	0.00850968293687712	0.0162316509207662	0.0105018880613223	0.0112894627254425	0.0112162725061528	0.0186388141585166	0.0103114451224732	0.0163823917214819	0.0104259295389289	0.0171902740157649	0.00728075574773248	0.00754312510462397	0.0183791147431852	0.018564994013748	0.00762514875668885	0.00782267220592782	0.0159432229196151	0.0287993759254912	0.0171199451383076	0.0189208765792457	0.00678856604543977	0.00993788751064739	0.0135688634405778	0.00954229244070397	0.0114970807561878	0.00719151088391283	0.0173392415112169	0.016059634145197	0.0112917395291652	0.0111026200360235	0.00749099768015038	0.0124784071959006
OM2_C_4G_2	0.0111104144987101	0.0141659046232894	0.00949910851605147	0.0138331779575974	0.00544246361281961	0.00336011405705148	0.00590731485996877	0.0253943470671518	0.0159815911472845	0.0204542362723173	0.00522311295676429	0.00774504326221359	0.00850253054594502	0.00596958887494338	0.00736271106786437	0.00315974706351264	0.0133473086101941	0.0128447282367854	0.0220597686520526	0.0145173189393464	0.0150964631301177	0.00923446987894312	0	0.00870181542093539	0.0139141555480395	0.0167261154287004	0.00533212581557444	0.0148285960962675	0.00542209537582321	0.00938358547414547	0.00616676788646815	0.012733918220458	0.00329183300114088	0.0143275095020968	0.00781794326033712	0.0137723981601149	0.00196436712466439	0.00365524401188258	0.0102084360599366	0.0161781089735955	0.00612044881580943	0.00494013958328448	0.0120773059843518	0.0265271978774096	0.0149197717799102	0.0217161552981356	0.00581438943558206	0.00983014422490019	0.00565500183246001	0.000309573113813856	0.00752539573083713	0.00402272061456726	0.0177042780817483	0.016818065537838	0.00980138247323555	0.00986931039698728	0.00389247136210562	0.010096486951085
OM2_C_4G_3	0.0152752361341965	0.0135481778903439	0.00728909216524105	0.0211648181885324	0.00844298905331132	0.00781779280157976	0.0141073815496089	0.0315759206938465	0.0227083476968415	0.0269688882935384	0.0101282470592413	0.0129461647329067	0.0115812810211888	0.0132153451759323	0.0141769176158374	0.00584972564983029	0.0210639186284841	0.0114770296275046	0.0294181562357792	0.0231453845038598	0.0211200835517197	0.0168483317284437	0.00870181542093539	0	0.0204247716784486	0.0245921115428743	0.00892305991324172	0.0221337550997422	0.0130004973014596	0.00976441001473499	0.0134562707148878	0.0171766427150578	0.00654262863934243	0.0213773242178137	0.0089087725508803	0.00982936372794355	0.0101775348387478	0.0123031261537765	0.00154254318033325	0.0228134421378011	0.0146979808053745	0.00938800451523809	0.00838061761622632	0.021300743052771	0.0218162499612815	0.0300298574284314	0.0144890274489879	0.0181716939641878	0.00328631513396114	0.00849087209698313	0.00742746951599482	0.0126982449994642	0.0254766321281324	0.024782197720948	0.0102777628415128	0.0179029927785619	0.00940375651232482	0.00942076505611456
