	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_B_B_1	0	0.0172428768701334	0.0202570750916975	0.0374250927483133	0.0505811345837119	0.0560279416095164	0.028601452648961	0.0323569739928029	0.0415122179087933	0.0660481355663051	0.0692605662751221	0.0908197133618543	0.0524017199452988	0.0681906644069815	0.0738777507534656	0.0669049100006104	0.0934745746886067	0.0929487104228813	0.0755992388925604	0.0688994296324792	0.0653707778111442	0.0618123281004839	0.0375018305633202	0.0571446562014446	0.0966437341971616	0.0949110892820139	0.115906834836185	0.0151538671327342	0.0278062238334777	0.0336624343553316	0.0398586552135866	0.0448803865203577	0.0495518631238859	0.0725689120529258	0.0632775729486041	0.068039449238383	0.061924329783297	0.0588271733458177	0.081496916962432	0.0453292411093164	0.0429455097875623	0.0853409472986678	0.0163809537291042	0.0163611846254548	0.0551273865011111	0.0164826896555334	0.0173283520772192	0.0366973229493649	0.0726992136527745	0.0913521079505539	0.0877429506912006	0.0812986190327633	0.0926602875488581	0.0816133520956693	0.100786976993503	0.091900979816688	0.0978107938045332	0.0798324369198595	0.0662029385968626	0.0736230876865309
OM2_B_B_2	0.0172428768701334	0	0.00903136131536257	0.0270819482651229	0.035818651005022	0.0420557425329112	0.0269347317116276	0.0219812411086157	0.0281196555235952	0.0586999666529675	0.0565744138435761	0.0812971488683593	0.0374327717476789	0.0545008534380605	0.0599050837060694	0.0527307448322713	0.0803609629643541	0.0788764516007161	0.060892197073472	0.0541040354178098	0.0524521765169988	0.0473585067584499	0.023566177057215	0.0445839223849921	0.0863795261452261	0.0905540975084335	0.110079361159072	0.0152902007697038	0.0129722646830044	0.021123857684918	0.0239654110268544	0.0293283785486143	0.0362484752068126	0.0573198990000547	0.0485579418077204	0.0541496055989234	0.0469862312494348	0.0440177997739749	0.0675725002442508	0.0330398501355716	0.0313832874002971	0.0723057017275778	0.00801372156562818	0.00680712035265434	0.0409518065666257	0.0219446174595817	0.0244768453464207	0.0211555325634048	0.0577886434574491	0.0766331451834897	0.0734093752634412	0.0663772004173167	0.0777902687786301	0.067967756578637	0.0867005420708511	0.0769958723679531	0.0840080175627055	0.0657179545435213	0.0516857555700226	0.0594522676075673
OM2_B_B_3	0.0202570750916975	0.00903136131536257	0	0.0208329740933625	0.0311515700534004	0.0374735963223785	0.023497745429698	0.016435986900571	0.0225919999916209	0.0587390243184031	0.054544958441695	0.0806182157214992	0.0327217146502499	0.0485855839807275	0.0544065913248491	0.0482809255182292	0.0773925950872543	0.0753201779110279	0.056290350397882	0.0495518972642235	0.046222162984305	0.042537412774962	0.0177429614535946	0.0381466462094126	0.0863649051002962	0.0931592502823976	0.111785191352367	0.0195978902224268	0.00897282641121962	0.0160208000699643	0.0213189153947152	0.025285228853376	0.0307451831800027	0.0545225517907663	0.0440631056830905	0.0486510853907663	0.0422322193976097	0.0388451921547603	0.0629898501972071	0.032637817489462	0.0300102326924265	0.0696706635602567	0.0117768352576144	0.0112504730902395	0.0364004609809678	0.0269842272778104	0.0290200266772621	0.0174563361561101	0.0537762524514639	0.0720549018751436	0.06917235182074	0.0618466450838457	0.073263466159115	0.062726593699487	0.0826515002841387	0.0728331386693629	0.0792728054837336	0.0614337432250448	0.0467597179221763	0.0548925067708751
OM2_B_C_1	0.0374250927483133	0.0270819482651229	0.0208329740933625	0	0.0269950809389723	0.0334627632169824	0.0236038512544852	0.0127991012240686	0.0246514708462741	0.0707020309510291	0.0588419073414392	0.0884476999918327	0.0268234648827896	0.0375605005488355	0.0418132258876027	0.0443150705165617	0.0772137691328305	0.0721167751739337	0.0462554487101734	0.0414254777906892	0.0329130655877104	0.0332677059589617	0.0124598780180771	0.0235556109646572	0.0933265280006261	0.107124832629711	0.12370879859176	0.0380750333254382	0.021727130390883	0.0223502872233492	0.019371644351684	0.0213239535463189	0.0293801695912323	0.0502845434332756	0.0370211845957092	0.0404019832169158	0.0306880882051754	0.0268191848482322	0.0576943429711606	0.0421581951019496	0.0405055409904848	0.0698186245096546	0.0289850595954547	0.028404433215405	0.0338038192333246	0.0436602163137534	0.0462250185198392	0.0195124688750714	0.0453615257293621	0.0617813124351164	0.0628771468696611	0.0537152076830704	0.0619654936128424	0.0534863825071898	0.0768027884405343	0.0641913804679626	0.0718984725325908	0.0571953747243005	0.039785945853138	0.05004846440051
OM2_B_C_2	0.0505811345837119	0.035818651005022	0.0311515700534004	0.0269950809389723	0	0.0148415126481292	0.043529233333406	0.0282211251408678	0.0155694734554549	0.0544845325950928	0.0370767459930541	0.0683230997829878	0.00508645311502841	0.0224440796760752	0.0287559677111267	0.0204469726367922	0.053984863020535	0.0487369043010908	0.0278868133263335	0.0215696864698182	0.0240215670762458	0.0147128485287292	0.016683787192382	0.0237013257495518	0.0724883746902298	0.0934305913226881	0.10707160921118	0.0447216316249366	0.0246453318832326	0.0188825898152599	0.0165873952112451	0.00909000293242867	0.008479939117239	0.0282825221490277	0.0171051883248171	0.0235133679405857	0.0166907981557787	0.0154658962194234	0.0356895966945854	0.0297766420572398	0.0263273240682642	0.04822728066767	0.0380478274818344	0.0375496430208574	0.0116821562189638	0.0543182459904107	0.0551867299606952	0.0158698126548864	0.0267748890280543	0.0434932511949324	0.0418701947600418	0.0331020024633313	0.0451060063143373	0.0347963488993919	0.0547153204031431	0.0444062407073399	0.0516078162605003	0.0352369980808245	0.0187574001054731	0.0288795735058705
OM2_B_C_3	0.0560279416095164	0.0420557425329112	0.0374735963223785	0.0334627632169824	0.0148415126481292	0	0.0532846170387379	0.036403371232504	0.0173786651907281	0.0513505198267309	0.0304260084070056	0.0610936624392319	0.0183677342806359	0.0181363849815812	0.0234713633788698	0.0149453612792552	0.0453004301507837	0.040949253913652	0.0217015810858115	0.0145077505877414	0.0213314144841811	0.0123822503433263	0.0238204251149481	0.0244552780685203	0.0659487683451062	0.0888504711901338	0.101100469960978	0.0523499089276132	0.0309223124690185	0.0286059257552042	0.0219867019775887	0.0179690033800928	0.0130987006947774	0.0226802401861838	0.00933130573709165	0.0150682590031759	0.0178659191686027	0.0198472914039191	0.028861648785408	0.0290784931411978	0.0309517592529173	0.0387631633340396	0.0450037850606276	0.0445202145001044	0.0116415118950415	0.0625408988794072	0.0632530580217825	0.025497542194023	0.0199670262734932	0.0364670966921394	0.0324271856532236	0.0269246039840174	0.0383520109053477	0.0273325997757814	0.0465869271333783	0.0365308167942289	0.042453919194972	0.0265384142168851	0.014074449919508	0.0193788444373361
OM2_C_4A_1	0.028601452648961	0.0269347317116276	0.023497745429698	0.0236038512544852	0.043529233333406	0.0532846170387379	0	0.0192280823130327	0.0400352632516267	0.0798997913932703	0.0745670574270272	0.102125083554663	0.0428802568791897	0.058235324907871	0.063315672142233	0.0629314988580632	0.0954644099556428	0.0912768974146808	0.0673151144995435	0.0623051105888105	0.0536864626955526	0.053773414880543	0.0300255086096863	0.0442088724577358	0.107311194548135	0.11489163804491	0.133737777340285	0.0306607888957911	0.0298659051930616	0.0304810317252549	0.0364277774801745	0.038748450269292	0.045341965496111	0.0697635080147075	0.0577436901530702	0.061194062356757	0.0516839225825048	0.0467813427696495	0.0772043852165211	0.0541285659184619	0.0488277992688984	0.0884729508044259	0.0267487518990454	0.0263747162615715	0.0515997288274928	0.0308741328212244	0.0339346866663619	0.0314101850016634	0.0667042086634561	0.0831942799601655	0.0837028700030289	0.0742515985561187	0.0835044996381802	0.0743883069172712	0.0969991653059386	0.0854517825954909	0.092775873417117	0.0769726560941677	0.0597684855199503	0.0701420621019991
OM2_C_4A_2	0.0323569739928029	0.0219812411086157	0.016435986900571	0.0127991012240686	0.0282211251408678	0.036403371232504	0.0192280823130327	0	0.0234851026043051	0.0702049737220272	0.0602496146893826	0.0893173336417246	0.0277873415884086	0.0419747001304556	0.0470255631574111	0.0475414484516032	0.080063006336877	0.0756958984235455	0.0508460367945606	0.0457859679486854	0.0375897207879154	0.0379546224326495	0.014052045111244	0.0282357708318942	0.094779526634501	0.106505336567131	0.12381981971756	0.0330340948119792	0.0185778962050743	0.0207043196037218	0.0214527649781629	0.0235471311833726	0.0304592157829561	0.0545736582636347	0.0412516201780146	0.0440622716628722	0.036600180351867	0.0309769307344548	0.0622394911284578	0.0428542453417997	0.0393701528706997	0.0733461278663003	0.0259551037710385	0.0250874618501096	0.0371347912590457	0.0378241947826483	0.0410186153084323	0.016178061490837	0.0511276393189676	0.0672763278760877	0.0671388608856679	0.058307690386742	0.0672523774927106	0.0590970906430108	0.0813212291462416	0.0690715390283028	0.0765785299228507	0.0609826731509274	0.0442622626114546	0.0536799423094055
OM2_C_4A_3	0.0415122179087933	0.0281196555235952	0.0225919999916209	0.0246514708462741	0.0155694734554549	0.0173786651907281	0.0400352632516267	0.0234851026043051	0	0.0514515285528229	0.0380955434946651	0.0673465315035036	0.018231136648432	0.0292725891117335	0.0357592184964498	0.0285403076480666	0.0580077838347369	0.0551506828439294	0.0369036816750197	0.0297788848104788	0.0291523670703224	0.025070262192828	0.0135580257379164	0.0246561645011543	0.0737059021079368	0.0892988040874496	0.104387891815586	0.0386241547383214	0.0162864078104731	0.0172898864906536	0.0159686381288069	0.014089566905555	0.0128435343815122	0.0369020074625611	0.0245941826506444	0.0275007050738666	0.0267562536407231	0.0237158672291813	0.0430807019344477	0.0259062001315147	0.0251480232931582	0.0514125876987683	0.0316935262594544	0.031267890967519	0.0190388956969005	0.0477913601594873	0.049287059446953	0.0139912843026735	0.0355839492407444	0.0521989390384894	0.0481145367468226	0.0416026984982352	0.0535620411785774	0.0431082939985562	0.062194495683276	0.0524515080446277	0.058133604601683	0.0405945324972669	0.0273032521345534	0.0336378343640907
OM2_C_4B_1	0.0660481355663051	0.0586999666529675	0.0587390243184031	0.0707020309510291	0.0544845325950928	0.0513505198267309	0.0798997913932703	0.0702049737220272	0.0514515285528229	0	0.0286658491366187	0.0282976993494075	0.0584678691557325	0.0666856354521912	0.0722543982773725	0.0494234135106558	0.0480808624906963	0.0555607601490124	0.0666144651932494	0.0595412148358533	0.0717016194443228	0.0601983249568593	0.0603639877443134	0.0728984696532669	0.0348629592511735	0.0416912743379805	0.0559517299981435	0.0577310162944811	0.0533851405451552	0.0522702421139896	0.0565592796611003	0.0555232883072285	0.0493359290781673	0.0511841067303462	0.0560657624087145	0.0616698503893123	0.0644207196714936	0.0670643760628623	0.0548292508280555	0.0308536084392442	0.0332910967051627	0.0426031534406034	0.0577281652715469	0.0581620309697148	0.0471602189905488	0.068469115695343	0.065470370184521	0.0570909997793066	0.0598985381125914	0.0735858093977096	0.061856039890589	0.063381697443189	0.0784293620905106	0.0649270795105747	0.0666983716847147	0.0701984103326628	0.0698768065747745	0.0529436166145991	0.0555628912082642	0.0533850358908165
