	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_4B_2	0.0692605662751221	0.0565744138435761	0.054544958441695	0.0588419073414392	0.0370767459930541	0.0304260084070056	0.0745670574270272	0.0602496146893826	0.0380955434946651	0.0286658491366187	0	0.0318671916143062	0.0405049284780315	0.0428059475244781	0.0470772769936128	0.0247724805051462	0.0256841729689017	0.0295549828693421	0.0403894493055614	0.0340184723417012	0.0493938412942299	0.0378281378422183	0.0477611174513859	0.0531336461012838	0.0369756735882279	0.0639342324118588	0.0730430680942076	0.061854224701845	0.0468355888896669	0.0448603428886996	0.0432894222845416	0.0400288353341965	0.0332109337955816	0.0250885126792651	0.0320805902238765	0.0369672648912447	0.042160820044919	0.0459117401533989	0.0282265509707559	0.0259831741941231	0.0307109115601381	0.0189506681213759	0.0576293068603214	0.0576530305278576	0.0277358127909404	0.0729081613411361	0.072078616755647	0.0457091482637461	0.0339972529515214	0.0457975279052651	0.0338949194999814	0.0357061262618553	0.050462370487762	0.0389241908192084	0.0408126943463561	0.0420497198226675	0.0430867898021816	0.0251145787919569	0.0310965443886685	0.0261942088329468
OM2_C_4B_3	0.0908197133618543	0.0812971488683593	0.0806182157214992	0.0884476999918327	0.0683230997829878	0.0610936624392319	0.102125083554663	0.0893173336417246	0.0673465315035036	0.0282976993494075	0.0318671916143062	0	0.0719527616981108	0.073123505924233	0.0767179667118244	0.0553174337279879	0.034472256416475	0.0461612550940688	0.0694664176802928	0.0643728672712987	0.0798392675689006	0.0689016073734396	0.0776303101413829	0.0840320400342349	0.0135773037471255	0.0424849939316489	0.044038833168462	0.083415754118868	0.0739148280279783	0.0728150056760872	0.0729337173590085	0.0708401746130638	0.0636530117975834	0.053686323179467	0.0631083856393764	0.0667768535951751	0.0735622494060345	0.0776496274394537	0.053362808052384	0.0498702316623557	0.0550391676792641	0.0329451531306157	0.0815365995038523	0.0817824645834432	0.0589924048008058	0.0941726076053222	0.092057367182006	0.0751959547471171	0.0631014519394576	0.0703362522828578	0.0566598616965032	0.0630906892048004	0.0755322537875303	0.0651758183775551	0.0563495552658911	0.06533050919261	0.0618126358551201	0.0508060001685327	0.0619857731920898	0.0546380665619399
OM2_C_4C_1	0.0524017199452988	0.0374327717476789	0.0327217146502499	0.0268234648827896	0.00508645311502841	0.0183677342806359	0.0428802568791897	0.0277873415884086	0.018231136648432	0.0584678691557325	0.0405049284780315	0.0719527616981108	0	0.0221702255775722	0.0281726690052868	0.0226980288414982	0.0563933586702657	0.0503527216604308	0.0280697914586105	0.0224758522526977	0.0233708045675142	0.0157935688167391	0.0175856682306775	0.0222975998426509	0.0759756283671003	0.0973795251280239	0.110866999726863	0.0464485961149523	0.0263990147091305	0.0208479215811553	0.0182864629324463	0.0105647499294181	0.0125457182798186	0.0300460642948029	0.0188472304771966	0.0241967688606118	0.0157930119963472	0.0128814332201179	0.0370939899674896	0.033505970000854	0.0296678381534933	0.0511092379606205	0.0397275749623531	0.0392169111156559	0.0151954533726082	0.0552503361090718	0.0565989901680107	0.0166141955103766	0.0278447966751159	0.0435335622282365	0.0431007221610437	0.0332914625956574	0.0447116047009321	0.0357769734120385	0.0559372266820056	0.0448024229669382	0.0526415425186464	0.0368484181755161	0.0198596837533562	0.0305331830903609
OM2_C_4C_2	0.0681906644069815	0.0545008534380605	0.0485855839807275	0.0375605005488355	0.0224440796760752	0.0181363849815812	0.058235324907871	0.0419747001304556	0.0292725891117335	0.0666856354521912	0.0428059475244781	0.073123505924233	0.0221702255775722	0	0.00810118562569785	0.0197680822727953	0.0497336250992535	0.041479181871337	0.0127865224557743	0.0117432620499447	0.00861236861365866	0.0120963953107904	0.0319016708082516	0.0186384615284028	0.077618922872269	0.104837174521507	0.115186506309168	0.0651330881117566	0.0429785146265727	0.0391734944619302	0.0330535878616279	0.0273205953428391	0.0235473667409036	0.0277846575392307	0.013292490552907	0.00835239951998113	0.0144606591602162	0.0154562632609994	0.0274744374257084	0.0455176184285187	0.0454973950458985	0.045816477275752	0.0573414867599119	0.0568525281730933	0.0225287804349917	0.0741666230235019	0.0755522214105875	0.0352224210140219	0.0186310222113768	0.0269913840715182	0.0291931037345719	0.0203561197260266	0.0272897647673554	0.0196120266666948	0.0432093087882728	0.0296984498572104	0.0364387134134798	0.027060240851735	0.0139150479237297	0.0203125223451312
OM2_C_4C_3	0.0738777507534656	0.0599050837060694	0.0544065913248491	0.0418132258876027	0.0287559677111267	0.0234713633788698	0.063315672142233	0.0470255631574111	0.0357592184964498	0.0722543982773725	0.0470772769936128	0.0767179667118244	0.0281726690052868	0.00810118562569785	0	0.0246001856974518	0.0512269805531759	0.0420124383394788	0.0104713411846039	0.0138405126515696	0.0112426032543772	0.0162587093739126	0.0372658160112932	0.0217190007074384	0.0804910213488571	0.109149126207551	0.118771169313021	0.0712572892533549	0.048875512813894	0.0457724383205882	0.0374981319083883	0.0326098476205342	0.0308351084493922	0.0291616085363283	0.0171906382800824	0.012510485005164	0.0169888746237717	0.0191549117996482	0.0291899647589119	0.050968294247343	0.052091888562697	0.0475056410539906	0.0629779867061891	0.0624173277200123	0.028660147672183	0.0799694617130477	0.0816232946705618	0.0408869514344855	0.0183252815103059	0.0227000296819816	0.0280972024256206	0.0196083807109087	0.0215132161100908	0.0188472167090333	0.0419112746131125	0.0262795722747213	0.0344455931171647	0.0287689863743811	0.0184854199287926	0.0228958098531675
OM2_C_4E_1	0.0669049100006104	0.0527307448322713	0.0482809255182292	0.0443150705165617	0.0204469726367922	0.0149453612792552	0.0629314988580632	0.0475414484516032	0.0285403076480666	0.0494234135106558	0.0247724805051462	0.0553174337279879	0.0226980288414982	0.0197680822727953	0.0246001856974518	0	0.0347172484757859	0.0287815663552778	0.0185824399257418	0.0121940249686028	0.0270569262648321	0.0155793496079405	0.034851610855931	0.0335112235921838	0.0590985988266507	0.0875735384478865	0.09726199038801	0.0607049649639073	0.0410246015904262	0.0360048701730596	0.0327125883064755	0.0265434200837471	0.0188995431140787	0.014278047287774	0.0114345730252677	0.016902494507841	0.0209166069849842	0.0252519052228847	0.0159577036958911	0.0330894188950178	0.0332352432560316	0.0300493784130348	0.0543985584452081	0.0541358359035605	0.0126017848053799	0.071367369496938	0.071435466346025	0.0350399561170303	0.0151420585869789	0.0287832243344571	0.0232707090384678	0.0175725806152545	0.032639893647765	0.0192796568501853	0.035001232565375	0.0281056202390462	0.0329026914210603	0.0158416108677399	0.00839079225492879	0.011528447981967
OM2_C_4E_2	0.0934745746886067	0.0803609629643541	0.0773925950872543	0.0772137691328305	0.053984863020535	0.0453004301507837	0.0954644099556428	0.080063006336877	0.0580077838347369	0.0480808624906963	0.0256841729689017	0.034472256416475	0.0563933586702657	0.0497336250992535	0.0512269805531759	0.0347172484757859	0	0.0126579397019038	0.0432433851594873	0.0411188146884199	0.0577389964958649	0.048667680507527	0.0671815303510456	0.0653179664701759	0.0366230779016027	0.075527349815776	0.0768253847372243	0.0865674339615467	0.0696533650591487	0.0664880481680605	0.0632609345626114	0.058770110264751	0.0510025510360774	0.0321156163199378	0.0428145450195774	0.0441225245285264	0.0531424125865495	0.0581975648738059	0.0252603453276773	0.0509564023719149	0.0548889157005305	0.0111403869201936	0.0816876389725024	0.0816397758799847	0.0445295482939898	0.0976678809090505	0.0969394837943084	0.0663693829516174	0.0389961009276148	0.0387958976960534	0.0254630496801873	0.034371013680383	0.0442190403995328	0.0367949359289679	0.0223022311234627	0.0334443021041784	0.0285076908027488	0.023423620849016	0.0403462532820811	0.03026880241811
OM2_C_4E_3	0.0929487104228813	0.0788764516007161	0.0753201779110279	0.0721167751739337	0.0487369043010908	0.040949253913652	0.0912768974146808	0.0756958984235455	0.0551506828439294	0.0555607601490124	0.0295549828693421	0.0461612550940688	0.0503527216604308	0.041479181871337	0.0420124383394788	0.0287815663552778	0.0126579397019038	0	0.0338303715850028	0.033196343356678	0.0497787646070188	0.041407065362592	0.0628493550635186	0.0582703653535615	0.0475283817905592	0.0860164275196327	0.0885244560387124	0.0860801621277709	0.067511056703493	0.0635761658092528	0.0593223279005985	0.0540456447612622	0.0470634636239717	0.0256396217435731	0.0361998969485794	0.03699851638674	0.045202232034152	0.0505438716171176	0.0162473846441549	0.052110144280943	0.0550519882755037	0.0167846996896151	0.0803557116224504	0.0802190619369613	0.0401178276186405	0.0968851580646617	0.096646650453092	0.062578532530671	0.0305647175735764	0.0272523560475783	0.0156451835928565	0.0237958302217355	0.0329077466182744	0.0270233144093777	0.0123605952287221	0.022135446306698	0.0187653735518924	0.0160753398666564	0.0330310124625096	0.0236987640268494
OM2_C_4F_1	0.0755992388925604	0.060892197073472	0.056290350397882	0.0462554487101734	0.0278868133263335	0.0217015810858115	0.0673151144995435	0.0508460367945606	0.0369036816750197	0.0666144651932494	0.0403894493055614	0.0694664176802928	0.0280697914586105	0.0127865224557743	0.0104713411846039	0.0185824399257418	0.0432433851594873	0.0338303715850028	0	0.00847608618170832	0.0190659058711145	0.014593896493761	0.0396610517460406	0.0292079046922834	0.0721621890062259	0.102711102711172	0.111503158956067	0.0714447551307066	0.0498847825727636	0.0460540785245138	0.0378877831294427	0.0327203642737291	0.0299953527121653	0.0207334801177243	0.0137465131699211	0.0137687744037604	0.0178626408675516	0.0225609920293302	0.0223093567425849	0.0475673857737905	0.0489121752919967	0.0397491732019996	0.0637260718657897	0.0631697391802488	0.0257834453376292	0.0809833421022408	0.0820626396903316	0.0417146610552134	0.0113513645568974	0.0171380437874504	0.0209305090373263	0.0127138811774383	0.0177634746002269	0.0133697046638221	0.034301771552981	0.0193254363212059	0.0286573628723391	0.022150036458023	0.0147848723424491	0.0174797251090773
OM2_C_4F_2	0.0688994296324792	0.0541040354178098	0.0495518972642235	0.0414254777906892	0.0215696864698182	0.0145077505877414	0.0623051105888105	0.0457859679486854	0.0297788848104788	0.0595412148358533	0.0340184723417012	0.0643728672712987	0.0224758522526977	0.0117432620499447	0.0138405126515696	0.0121940249686028	0.0411188146884199	0.033196343356678	0.00847608618170832	0	0.0187918543474028	0.00989392584538289	0.0336326349554622	0.026487300741411	0.0677361631567219	0.0962507735481968	0.106034881337143	0.0643684457447745	0.0426992036661834	0.0392682713442844	0.0314830093238307	0.0260967848982932	0.0229870723654765	0.0163668908010206	0.00580202120382121	0.0100008791608464	0.013849685078779	0.018830655794064	0.0203381770405782	0.0394289033792378	0.0411291474125283	0.0362955449230866	0.0567114331236557	0.0562464582005593	0.017934672691119	0.0740585710097171	0.0750882888890452	0.0353730623407291	0.00869926933672313	0.0227979883323228	0.0222173100606959	0.0137067950378623	0.0246412066058964	0.0161205861807373	0.0364552973631911	0.0236285674035249	0.0318893217256963	0.0192799666040827	0.00749135380916096	0.0129326585794827
OM2_C_4F_3	0.0653707778111442	0.0524521765169988	0.046222162984305	0.0329130655877104	0.0240215670762458	0.0213314144841811	0.0536864626955526	0.0375897207879154	0.0291523670703224	0.0717016194443228	0.0493938412942299	0.0798392675689006	0.0233708045675142	0.00861236861365866	0.0112426032543772	0.0270569262648321	0.0577389964958649	0.0497787646070188	0.0190659058711145	0.0187918543474028	0	0.0156078255147267	0.0293990810698088	0.0127595515759151	0.0845646636452726	0.109846634253399	0.121244129026712	0.0638133852656259	0.0418450550638976	0.0386648970958694	0.0320219526429904	0.0274264459795908	0.0257769680774068	0.03472993783243	0.0189095509736279	0.0148376300236277	0.016536267769839	0.0149161890647315	0.0358285170959035	0.0486881249222504	0.0484029579911601	0.0533421088388933	0.0556908757200259	0.0550883384917989	0.0269485240491866	0.0721649737492333	0.0738862107339313	0.0339801359389082	0.0250932048063439	0.0334626175831841	0.0369268862314743	0.0284590466042175	0.0326134376417374	0.0267039969740644	0.0510188609176174	0.0367483408113905	0.0436460746288183	0.0352939916043375	0.0211655754974083	0.0282295819214637
OM2_C_4G_1	0.0618123281004839	0.0473585067584499	0.042537412774962	0.0332677059589617	0.0147128485287292	0.0123822503433263	0.053773414880543	0.0379546224326495	0.025070262192828	0.0601983249568593	0.0378281378422183	0.0689016073734396	0.0157935688167391	0.0120963953107904	0.0162587093739126	0.0155793496079405	0.048667680507527	0.041407065362592	0.014593896493761	0.00989392584538289	0.0156078255147267	0	0.0260476274737822	0.0217359338394563	0.0722259249419435	0.0979794382673414	0.109495383177137	0.0574552794317369	0.0365149233667934	0.0319277767050242	0.0247884056402577	0.0192182568553991	0.0176819382017472	0.0215625682379972	0.00749880425172915	0.0146828240937617	0.00878946697054562	0.0135025721243952	0.0276549641569724	0.0374633322789668	0.0373864948854886	0.0431289090954214	0.0497457314657892	0.0492039692740787	0.0148342502360129	0.0670993231436853	0.0679545029202369	0.0283892544905339	0.0148501510564912	0.0306202527428764	0.0314645104758765	0.0225348032467867	0.0319731927581547	0.022350259188353	0.0447745249436521	0.0324221188195998	0.0404388124260066	0.0277705062355543	0.0109414488070555	0.0212776891991383
OM2_C_4G_2	0.0375018305633202	0.023566177057215	0.0177429614535946	0.0124598780180771	0.016683787192382	0.0238204251149481	0.0300255086096863	0.014052045111244	0.0135580257379164	0.0603639877443134	0.0477611174513859	0.0776303101413829	0.0175856682306775	0.0319016708082516	0.0372658160112932	0.034851610855931	0.0671815303510456	0.0628493550635186	0.0396610517460406	0.0336326349554622	0.0293990810698088	0.0260476274737822	0	0.0221390993121109	0.082609387343078	0.0974475945933547	0.113520270120688	0.0351550639341944	0.0139537301516023	0.0141395205208058	0.00977251325387615	0.0106461003683576	0.0189227919612394	0.0412268266630319	0.0286005781980081	0.0331374955343496	0.0250882991971944	0.0214369639835857	0.0494244849450589	0.0319863550826411	0.0302077984119138	0.0600141608622274	0.0265791662125566	0.0259291584609511	0.0239030986155026	0.0430281804734688	0.0450644428252545	0.00866580916048775	0.0382529243844366	0.0557147336724362	0.0547649751474924	0.0462529320548258	0.0564603469822726	0.0471665938783518	0.0687177169685258	0.057129474538944	0.064588437582651	0.0482606174740032	0.0316346163571573	0.0411890929577677
