Sample	Marker	Overlap_Score
OM2_B_B	S1038_OM2_0.01	0
OM2_B_B	S1050_OM2_0.01	0
OM2_B_B	S1062_OM2_0.01	0
OM2_B_B	S1070_OM2_0.01	0
OM2_B_B	S1074_OM2_0.01	0
OM2_B_B	S1149_OM2_0.01	0
OM2_B_B	S1159_OM2_0.01	NA
OM2_B_B	S1163_OM2_0.01	0
OM2_B_B	S1181_OM2_0.01	0
OM2_B_B	S1230_OM2_0.01	0
OM2_B_B	S1292_OM2_0.01	0
OM2_B_B	S1316_OM2_0.01	0
OM2_B_B	S1322_OM2_0.01	0
OM2_B_B	S1330_OM2_0.01	NA
OM2_B_B	S1334_OM2_0.01	0
OM2_B_B	S1377_OM2_0.01	0
OM2_B_B	S1411_OM2_0.01	0
OM2_B_B	S293_OM2_0.01	0
OM2_B_B	S321_OM2_0.01	0
OM2_B_B	S438_OM2_0.01	NA
OM2_B_B	S498_OM2_0.01	0
OM2_B_B	S506_OM2_0.01	0
OM2_B_B	S538_OM2_0.01	0
OM2_B_B	S542_OM2_0.01	0
OM2_B_B	S574_OM2_0.01	0
OM2_B_B	S598_OM2_0.01	0
OM2_B_B	S600_OM2_0.01	NA
OM2_B_B	S644_OM2_0.01	0
OM2_B_B	S771_OM2_0.01	0
OM2_B_C	S1038_OM2_0.01	0.0162618205624381
OM2_B_C	S1050_OM2_0.01	0.00353699902523141
OM2_B_C	S1062_OM2_0.01	NA
OM2_B_C	S1070_OM2_0.01	NA
OM2_B_C	S1074_OM2_0.01	0.0335320975616868
OM2_B_C	S1149_OM2_0.01	NA
OM2_B_C	S1159_OM2_0.01	0
OM2_B_C	S1163_OM2_0.01	0.00501633271059757
OM2_B_C	S1181_OM2_0.01	0.0116366339471233
OM2_B_C	S1230_OM2_0.01	0.00698230180321102
OM2_B_C	S1292_OM2_0.01	0.00613350849666625
OM2_B_C	S1316_OM2_0.01	0.0235402693260735
OM2_B_C	S1322_OM2_0.01	0.0010613928313562
OM2_B_C	S1330_OM2_0.01	0
OM2_B_C	S1334_OM2_0.01	0.00961711960937367
OM2_B_C	S1377_OM2_0.01	0.0212720547917492
OM2_B_C	S1411_OM2_0.01	0.0170672057399964
OM2_B_C	S293_OM2_0.01	0.0359228895890527
OM2_B_C	S321_OM2_0.01	0.0358173100917309
OM2_B_C	S438_OM2_0.01	NA
OM2_B_C	S498_OM2_0.01	0.00663706624415325
OM2_B_C	S506_OM2_0.01	0.00613073083290802
OM2_B_C	S538_OM2_0.01	0.00126087519622531
OM2_B_C	S542_OM2_0.01	0.00917087034961916
OM2_B_C	S574_OM2_0.01	0.00369651644605601
OM2_B_C	S598_OM2_0.01	0.0133255582306767
OM2_B_C	S600_OM2_0.01	0
OM2_B_C	S644_OM2_0.01	NA
OM2_B_C	S771_OM2_0.01	NA
OM2_C_4A	S1038_OM2_0.01	0.00821754809106034
OM2_C_4A	S1050_OM2_0.01	0.00876318582565633
OM2_C_4A	S1062_OM2_0.01	NA
OM2_C_4A	S1070_OM2_0.01	0.0998097318215823
OM2_C_4A	S1074_OM2_0.01	0.0165142162143071
OM2_C_4A	S1149_OM2_0.01	0.00322752475204824
OM2_C_4A	S1159_OM2_0.01	0
OM2_C_4A	S1163_OM2_0.01	0.00227189852598386
OM2_C_4A	S1181_OM2_0.01	0.0197979878633024
OM2_C_4A	S1230_OM2_0.01	0.00375984888660047
OM2_C_4A	S1292_OM2_0.01	0.0271214802373826
OM2_C_4A	S1316_OM2_0.01	0.0113877315858166
OM2_C_4A	S1322_OM2_0.01	0.0135952155010703
OM2_C_4A	S1330_OM2_0.01	0
OM2_C_4A	S1334_OM2_0.01	NA
OM2_C_4A	S1377_OM2_0.01	0.0049322343041478
OM2_C_4A	S1411_OM2_0.01	0.0236824447199002
OM2_C_4A	S293_OM2_0.01	0.00797473211650723
OM2_C_4A	S321_OM2_0.01	0.0596827370014052
OM2_C_4A	S438_OM2_0.01	0
OM2_C_4A	S498_OM2_0.01	0.0308453207809221
OM2_C_4A	S506_OM2_0.01	0.0232863092340196
OM2_C_4A	S538_OM2_0.01	0.00797961921983997
OM2_C_4A	S542_OM2_0.01	0.03341869864863
OM2_C_4A	S574_OM2_0.01	0.0391424082822072
OM2_C_4A	S598_OM2_0.01	0.00727842799908091
OM2_C_4A	S600_OM2_0.01	NA
OM2_C_4A	S644_OM2_0.01	0.0150773536462083
OM2_C_4A	S771_OM2_0.01	NA
OM2_C_4B	S1038_OM2_0.01	NA
OM2_C_4B	S1050_OM2_0.01	0.0207593641045326
OM2_C_4B	S1062_OM2_0.01	NA
OM2_C_4B	S1070_OM2_0.01	0.0485850417910212
OM2_C_4B	S1074_OM2_0.01	0.0793564037566854
OM2_C_4B	S1149_OM2_0.01	0.00645276948896811
OM2_C_4B	S1159_OM2_0.01	NA
OM2_C_4B	S1163_OM2_0.01	0.0107989134569848
OM2_C_4B	S1181_OM2_0.01	0.00777251027715159
OM2_C_4B	S1230_OM2_0.01	0.00417172542720745
OM2_C_4B	S1292_OM2_0.01	0.00546395080459028
OM2_C_4B	S1316_OM2_0.01	0.00481718135748499
OM2_C_4B	S1322_OM2_0.01	0.00361981328851169
OM2_C_4B	S1330_OM2_0.01	NA
OM2_C_4B	S1334_OM2_0.01	0.0152438098922089
OM2_C_4B	S1377_OM2_0.01	0.0342618558958999
OM2_C_4B	S1411_OM2_0.01	0.0213314095497338
OM2_C_4B	S293_OM2_0.01	0.023712020311057
OM2_C_4B	S321_OM2_0.01	0.060398505603985
OM2_C_4B	S438_OM2_0.01	0
OM2_C_4B	S498_OM2_0.01	0.0920291908977401
OM2_C_4B	S506_OM2_0.01	0.00310837437283423
OM2_C_4B	S538_OM2_0.01	0.0041947309393974
OM2_C_4B	S542_OM2_0.01	0.0388751863432928
OM2_C_4B	S574_OM2_0.01	0.0108323140253088
OM2_C_4B	S598_OM2_0.01	0.0179376606324599
OM2_C_4B	S600_OM2_0.01	0
OM2_C_4B	S644_OM2_0.01	0.0505992358416029
OM2_C_4B	S771_OM2_0.01	NA
OM2_C_4C	S1038_OM2_0.01	0.0232782850312879
OM2_C_4C	S1050_OM2_0.01	0.0115024028992358
OM2_C_4C	S1062_OM2_0.01	0.00801523879506794
OM2_C_4C	S1070_OM2_0.01	0.0717727910269126
OM2_C_4C	S1074_OM2_0.01	0.0514520216250692
OM2_C_4C	S1149_OM2_0.01	0.00526776205364066
OM2_C_4C	S1159_OM2_0.01	0
OM2_C_4C	S1163_OM2_0.01	0.0150815010922277
OM2_C_4C	S1181_OM2_0.01	0.0136130136986301
OM2_C_4C	S1230_OM2_0.01	0.004461729517661
OM2_C_4C	S1292_OM2_0.01	0.00855713920463791
OM2_C_4C	S1316_OM2_0.01	0.00669712347841189
OM2_C_4C	S1322_OM2_0.01	0.00982916793859673
OM2_C_4C	S1330_OM2_0.01	0
OM2_C_4C	S1334_OM2_0.01	0.00571725057599587
OM2_C_4C	S1377_OM2_0.01	0.047435482038403
OM2_C_4C	S1411_OM2_0.01	0.011206099330538
OM2_C_4C	S293_OM2_0.01	0.0389480328608054
OM2_C_4C	S321_OM2_0.01	0.0822984917997497
OM2_C_4C	S438_OM2_0.01	0
OM2_C_4C	S498_OM2_0.01	0.0683951657921231
OM2_C_4C	S506_OM2_0.01	0.0348067791299898
OM2_C_4C	S538_OM2_0.01	0.0200906842357456
OM2_C_4C	S542_OM2_0.01	0.0822883484894018
OM2_C_4C	S574_OM2_0.01	0.0142083831766771
OM2_C_4C	S598_OM2_0.01	0.0111261615906791
OM2_C_4C	S600_OM2_0.01	NA
OM2_C_4C	S644_OM2_0.01	0.0133455363429056
OM2_C_4C	S771_OM2_0.01	0.0248682695307521
OM2_C_4E	S1038_OM2_0.01	0.0596511274430704
OM2_C_4E	S1050_OM2_0.01	0.0135191034897714
OM2_C_4E	S1062_OM2_0.01	0.00878888682315621
OM2_C_4E	S1070_OM2_0.01	0.0108517882135888
OM2_C_4E	S1074_OM2_0.01	0.0643110417197986
OM2_C_4E	S1149_OM2_0.01	0.0040717470081767
OM2_C_4E	S1159_OM2_0.01	0
OM2_C_4E	S1163_OM2_0.01	0.0140165365378882
OM2_C_4E	S1181_OM2_0.01	0.0128067484662577
OM2_C_4E	S1230_OM2_0.01	0.0100742626815826
OM2_C_4E	S1292_OM2_0.01	0.010260223750776
OM2_C_4E	S1316_OM2_0.01	0.00843145240960297
OM2_C_4E	S1322_OM2_0.01	0.0361816445651882
OM2_C_4E	S1330_OM2_0.01	0
OM2_C_4E	S1334_OM2_0.01	0.0573712332186908
OM2_C_4E	S1377_OM2_0.01	0.013948235121945
OM2_C_4E	S1411_OM2_0.01	0.0321080410578637
OM2_C_4E	S293_OM2_0.01	0.0151377277713468
OM2_C_4E	S321_OM2_0.01	0.0428431980277736
OM2_C_4E	S438_OM2_0.01	0
OM2_C_4E	S498_OM2_0.01	0.0716576621314149
OM2_C_4E	S506_OM2_0.01	0.00669801381003951
OM2_C_4E	S538_OM2_0.01	0.0227647117808498
OM2_C_4E	S542_OM2_0.01	0.0638135041404251
OM2_C_4E	S574_OM2_0.01	0.00429391353460756
OM2_C_4E	S598_OM2_0.01	0.0332159574916712
OM2_C_4E	S600_OM2_0.01	NA
OM2_C_4E	S644_OM2_0.01	0.0144172893441903
OM2_C_4E	S771_OM2_0.01	0.0335050230224638
OM2_C_4F	S1038_OM2_0.01	0.016735406688396
OM2_C_4F	S1050_OM2_0.01	0.00577698633334578
OM2_C_4F	S1062_OM2_0.01	0.0102510327532998
OM2_C_4F	S1070_OM2_0.01	0.0205820802453909
