	OM2_B_B_1	OM2_B_B_2	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_C_4B_3	0.0141011564402039	0.00922504326724599	0.0195071126983165	0.0173469296534199	0.0078436071336102	0.0196604990479128	0.0271967259262264	0.00714793142545622	0.0197685510335328	0.0160146631208502	0	0.022103896014664	0.0232810903643278	0.0334618938230804	0.0214624003787341	0.020813080677546	0.0266751414903955	0.0251221633607625	0.0245099717023127	0.0189178575218106	0.0138786194000038	0.0203987789608174	0.0121653751326359	0.0129700356938884	0.0177692743844661	0.0128546580077889	0.0141892762012052	0.019208752419449	0.0084907685276773	0.0249041877887582	0.0187040482552982	0.0145431460240629	0.0107222806370347	0.0202668567824417	0.011176411387465	0.0159008213595449	0.0196982588255856	0.0157494463108462	0.0165705547749376	0.0279021957913871	0.0309857882856134	0.0248371646701032	0.0139578695270952	0.013211680933834	0.0270829880978213	0.0205206996225498	0.0229383067549444	0.0175553165279343	0.0160652876601456	0.0235035075409003	0.0190906612792744	0.0111871743337905	0.0320712836447987	0.0155598803945015	0.0180110727118317	0.0128958566270546	0.0117689660286753	0.016520666613117
OM2_C_4C_1	0.0288665376182205	0.0130183143578443	0.00483632776739691	0.00564221499255865	0.016444909188599	0.00771506432207135	0.00553637935340922	0.01495720519751	0.00835139515909697	0.00824611844658892	0.022103896014664	0	0.00365668886027573	0.0146262125337162	0.0118412126550785	0.0024686107033284	0.00459035271408272	0.00700483558006379	0.00331947854202443	0.00318721528181277	0.00856793895931088	0.00392831679172559	0.0107059281796432	0.0102069493325934	0.00806437387004486	0.00981104321554034	0.0118471243572276	0.00370568353767749	0.014643473854963	0.0046221846395139	0.00368655923041099	0.00903225429970306	0.0114030644514391	0.00371870505644048	0.0111537861817743	0.00866128154549044	0.00915909382923222	0.0124082389388507	0.00804618038628995	0.00937266786157688	0.00889601500771025	0.00340578416356078	0.0126605546787065	0.0117464207140538	0.00808060692534104	0.00192046178299166	0.00643244859123999	0.00489127665605495	0.0061224916872839	0.00509874458917685	0.0030372425489512	0.0114669659475464	0.053325578311923	0.0329070593800744	0.00847904980322373	0.0105558226592524	0.0300759754925586	0.0342047071786697
OM2_C_4C_2	0.0314602375799793	0.0146624125829025	0.00831713701311519	0.0059353903108042	0.0167200365489453	0.0112984731130368	0.00721138431448657	0.0162650344523337	0.0119461824128651	0.0112621523155621	0.0232810903643278	0.00365668886027573	0	0.0114476938186861	0.0154894152623096	0.00603620150497937	0.00541465917967127	0.0102914749792591	0.00179022395684476	0.00545142038720081	0.0107398264317876	0.00751067796059494	0.0129385431656145	0.0126273506178734	0.0114330475664282	0.0120172598550851	0.0148229119312184	0.00416209764343942	0.015180719598518	0.00760122154927132	0.00489230309702659	0.0117378896353638	0.0126766213507781	0.00301485973883022	0.0129999194784568	0.011703667143481	0.00685968938971742	0.0156392955982903	0.0111781971826546	0.00591317241085402	0.00852122961219069	0.00222352614338635	0.0156434899040417	0.0145204218007542	0.00467097646506725	0.00354445885035873	0.00305480724533978	0.00586024106465752	0.00746861993083996	0.00148460645867752	0.00505807640267428	0.0135173221800054	0.0535894925856776	0.0352890978642781	0.0118998028317401	0.0107233250528064	0.0322463619408609	0.0365654327184369
OM2_C_4C_3	0.0428070347958045	0.0255998371920549	0.0194589581851706	0.0167242319382953	0.0260516131890257	0.0222304526646667	0.0142844382223833	0.026853721823005	0.0228346534932082	0.022685646764668	0.0334618938230804	0.0146262125337162	0.0114476938186861	0	0.0260066652232893	0.0170832589946019	0.0125964592116637	0.0192919146356898	0.0113144301406133	0.0168984610287887	0.0220771596411428	0.018508718232824	0.0242564870599435	0.0240130485366986	0.0226870498111616	0.0233413550338262	0.0262611683011484	0.0153802192951301	0.0249922756913314	0.0165851385974239	0.0162282802653923	0.0231804660047395	0.0234197577485577	0.0140701717546972	0.0241270861455882	0.0231228210203259	0.0139454409650296	0.0269978094989686	0.0225686703074888	0.00571350134861404	0.0106475650289756	0.0112965119638231	0.0270817221011859	0.0259626148176245	0.00681550557952598	0.0149881622336384	0.0106415255913172	0.0170120467729024	0.0186215933105605	0.0105582622611494	0.0165015465519074	0.0247417251412347	0.0615585701517369	0.0464996609106942	0.0231026220791336	0.0205820028938524	0.0433136399119199	0.0477555672882026
OM2_C_4E_1	0.0217455268398746	0.013554500003141	0.0074462509403419	0.0139410292004182	0.0198641363062547	0.00442204489298552	0.0124462748648453	0.0157807537316283	0.00377193380212999	0.00718341432727148	0.0214624003787341	0.0118412126550785	0.0154894152623096	0.0260066652232893	0	0.00948645546216566	0.01363929904451	0.00745700358142497	0.0149184432875217	0.0111728672166144	0.0103727352918887	0.00803385007645129	0.0105264603385516	0.00968609545546481	0.00544113269675339	0.01042178239356	0.00731962404573306	0.0133891604509405	0.0178763887519158	0.00965900829162946	0.0125280047165221	0.00843025737585757	0.0139355394978372	0.0144046563576848	0.012048132405458	0.00694920406085302	0.0193702821721331	0.00573940968256538	0.00670072604498519	0.0211253025678286	0.0172887122008656	0.014836783013561	0.007507148012316	0.0084111414314844	0.0198247674041754	0.0124550300588505	0.0180325591511028	0.0128395134937093	0.0122795335356523	0.0168949140631868	0.0115908037504457	0.0114431393947739	0.0532825657786938	0.0263585801227613	0.00487661466624303	0.0162586561223126	0.0246114265961987	0.0276555504160972
OM2_C_4E_2	0.0266987492803167	0.0115988189300799	0.00237788131956871	0.00591925193162554	0.0158599882144924	0.00526652208131294	0.00638928787937253	0.01371114073146	0.00591130701803927	0.00600948726753425	0.020813080677546	0.0024686107033284	0.00603620150497937	0.0170832589946019	0.00948645546216566	0	0.00616914647840249	0.00581482963061709	0.0057695001110258	0.00267378424536879	0.00696643628587677	0.001474928044665	0.00895064371673201	0.00833412984279966	0.00562661062230023	0.008112959951033	0.00957280104592756	0.00449567328278515	0.0139349404899262	0.00430490169490618	0.00392876378934729	0.00699389003697345	0.01031294063477	0.00517131021009139	0.00966076730269317	0.00639671208552533	0.0105654280287358	0.0100034565404642	0.00573641664805058	0.011833430606151	0.0105889455716722	0.00581488474369835	0.0103739026524573	0.00959397277260473	0.0105442683320126	0.0030936732512407	0.00857117927453312	0.00486637228745536	0.00549574319637509	0.00741441412385122	0.00289015878460898	0.00981456181428411	0.0524460167445538	0.0308361268481204	0.00602238524334552	0.0103007358564552	0.0281272627433799	0.0321415665058404
OM2_C_4E_3	0.0327738830359517	0.0175462969241251	0.00826016411981016	0.010033243662313	0.0209709394134269	0.0103888047640074	0.00200137821017423	0.0195292281595294	0.010899754949223	0.0121212954295867	0.0266751414903955	0.00459035271408272	0.00541465917967127	0.0125964592116637	0.01363929904451	0.00616914647840249	0	0.00669734824940934	0.00365020051805634	0.00776497920029972	0.013005332541198	0.00718695243379293	0.0150717414779885	0.0144884765400509	0.0113979498660813	0.0142070064969036	0.0156108356473413	0.00801779611512734	0.0192044889964312	0.00402083018646299	0.00820476844599055	0.0131622270856801	0.0159879863657905	0.00752331251352616	0.0156506452007655	0.0124823208063142	0.0122616874387516	0.0157758207304849	0.0117884685827103	0.00862649785056306	0.00442171870673491	0.00323421382818196	0.0163889132886587	0.015726173735608	0.00744664076829946	0.00635651707020847	0.00830424907072629	0.00941574072993273	0.0107102909604192	0.00661244366133055	0.00762724468430644	0.0158946733174002	0.0578823692506951	0.0369680720686174	0.0116569961026513	0.015020241282647	0.0342921814933653	0.0382759420644822
OM2_C_4F_1	0.0284031179949804	0.0160333933924666	0.00583944877202897	0.0117339178873911	0.0211693923905966	0.00577140914314523	0.00515022779163574	0.0183135194388697	0.0059543013738001	0.00912571474768144	0.0251221633607625	0.00700483558006379	0.0102914749792591	0.0192919146356898	0.00745700358142497	0.00581482963061709	0.00669734824940934	0	0.0090838980570434	0.00848131707563054	0.0115124605133112	0.00526000468722392	0.0129663016262668	0.0121537458349033	0.0075263596749608	0.0123424910643932	0.0117892234685881	0.0102130214553271	0.01917363180593	0.0028127032496177	0.00973251442053435	0.0105815235147438	0.0152845514159676	0.0106251592010082	0.0141086769179315	0.00928750479244228	0.0161087633346507	0.011209038881265	0.00858690473650338	0.0150601225581147	0.00988922463241864	0.00884419452712678	0.0124075005372794	0.0123728373743559	0.0137996152015627	0.00857591100037578	0.0132928443066454	0.010672854068574	0.0111190386616917	0.0117714293874957	0.00870252931562478	0.0139575531181934	0.0571199355058016	0.0328742146168048	0.00745634898832556	0.015937489907052	0.0306717667184136	0.03418775529653
OM2_C_4F_2	0.0320373878443168	0.0156741037542822	0.00814619706216116	0.00725935338883991	0.0182033692446311	0.0109517572567424	0.00551336168752027	0.0174190346885	0.0115713203664194	0.0115150161901363	0.0245099717023127	0.00331947854202443	0.00179022395684476	0.0113144301406133	0.0149184432875217	0.0057695001110258	0.00365020051805634	0.0090838980570434	0	0.00600343883821539	0.0114794080694021	0.00720027097250907	0.0136692040146772	0.0132579874731117	0.0113826207711605	0.0127533880254971	0.0151172735630693	0.00531101089450771	0.0165832460111715	0.00629875498642702	0.00583841314275333	0.0121990895445292	0.013817060637428	0.00441521997429038	0.0139126178717161	0.011938971739043	0.00864821211302142	0.0157250648381082	0.0113425156705354	0.00621203209495432	0.00685105000006196	0.000434033817105045	0.0159344346478695	0.0149529958581597	0.00491176237283304	0.00412836276786892	0.00467480399893114	0.00695747065355576	0.00849306799890078	0.0029873533288598	0.00568925498013182	0.0143410955583008	0.0551266160520601	0.0359951667374369	0.0117908465124526	0.0121908628467044	0.0330642847426046	0.0372844637312346
OM2_C_4F_3	0.0260766331183141	0.00984334559988543	0.00376212152572529	0.0032642551076068	0.0134380236413458	0.00675267717517815	0.00850404905982929	0.0117706751380336	0.00740864047498378	0.00586042958187699	0.0189178575218106	0.00318721528181277	0.00545142038720081	0.0168984610287887	0.0111728672166144	0.00267378424536879	0.00776497920029972	0.00848131707563054	0.00600343883821539	0	0.00548566319461999	0.00353870423673778	0.00766861950573718	0.00726164279836084	0.00634040381735944	0.00675513423647991	0.00938472211819767	0.00221686622210616	0.0115764363770351	0.00685373341597709	0.00139158833502917	0.00629041327878547	0.00822386873682234	0.00333596096054544	0.00800092976262451	0.00630749830515103	0.00827060694445859	0.0103077536650365	0.00584222314320784	0.0113183563663876	0.0120810021136344	0.00623192350656004	0.0102044648664118	0.00907193838946623	0.0101079268533565	0.00192500536938216	0.00719288447620988	0.00219290454499951	0.00301748975233229	0.00649591059178021	0.000442150703338248	0.0083671358968668	0.0502312114039554	0.02999837835386	0.00687404127224548	0.00771409195976092	0.02706923889627	0.0312865419786509
OM2_C_4G_1	0.0207441726974272	0.00465405923111874	0.00571480513222031	0.00569220239251906	0.0098856731683687	0.00679111762727261	0.0133533090446185	0.00685404042430181	0.00718588856097185	0.00319714050086266	0.0138786194000038	0.00856793895931088	0.0107398264317876	0.0220771596411428	0.0103727352918887	0.00696643628587677	0.013005332541198	0.0115124605133112	0.0114794080694021	0.00548566319461999	0	0.00654040383145067	0.00220038424639763	0.00200001529102838	0.00507616368596985	0.00127913180221221	0.00511919768233715	0.00669923591132612	0.0078574259066198	0.0110334056231577	0.00586207218015047	0.0020893187773588	0.00385087064691409	0.00801696673910562	0.00270313447167717	0.00343215763174851	0.0108833772007013	0.00675186242142569	0.00372039508226519	0.0163909794356239	0.0174057623166935	0.0117167450195489	0.00583235410141605	0.00431400237963227	0.0152667363926282	0.00735882058688676	0.0117352172180053	0.00511308844194508	0.00358088458908838	0.0115217577515873	0.00579149378588485	0.00289957135903453	0.0457060004651523	0.0245616147744076	0.0055777980818389	0.00596820573631911	0.0215888933291307	0.0258430220249013
OM2_C_4G_2	0.0255900418688058	0.0111844219138839	0.00107332440781726	0.00675766227126116	0.0159538655458598	0.00379236854163006	0.00704555066231103	0.0133912663628047	0.00443639912009161	0.00497151830979897	0.0203987789608174	0.00392831679172559	0.00751067796059494	0.018508718232824	0.00803385007645129	0.001474928044665	0.00718695243379293	0.00526000468722392	0.00720027097250907	0.00353870423673778	0.00654040383145067	0	0.00832147648118724	0.00761558625867994	0.00428564839217666	0.00755796354073158	0.00842434771972481	0.00563460632932914	0.0139751171139193	0.00451195128425406	0.00491787000887325	0.00615249378676109	0.0101665003278729	0.00647510794795713	0.00923085433853011	0.00531134401787392	0.0117460300483982	0.00868861623533467	0.0046075802710883	0.0133001253043452	0.0115550283405621	0.00721847256671457	0.00920427075561202	0.00857736346311071	0.0120087095628214	0.00445052472029506	0.0100023227002863	0.00564002857736847	0.00588266879978782	0.00888198090927039	0.00387688588121956	0.00925200315706918	0.052229688630248	0.0298036794353981	0.0046328393409453	0.0106874723495437	0.0271981578774432	0.0311138109638399
OM2_C_4G_3	0.0185607740772276	0.00316466492395219	0.00737710126839633	0.00773801579147101	0.00934199552740731	0.0076852755647147	0.0152939040405655	0.00547779193694513	0.00791935182482215	0.00392112840806449	0.0121653751326359	0.0107059281796432	0.0129385431656145	0.0242564870599435	0.0105264603385516	0.00895064371673201	0.0150717414779885	0.0129663016262668	0.0136692040146772	0.00766861950573718	0.00220038424639763	0.00832147648118724	0	0.000871287467545226	0.0058001224331661	0.000921490997754999	0.00396082335707221	0.00887879381413774	0.00737009661273699	0.0128285364905959	0.0080562150901719	0.00241868268197442	0.00357503169301455	0.0101892388165512	0.00153901378321035	0.00390037922706356	0.0126625639254191	0.00585562103891499	0.00449603511573016	0.0185624184973119	0.0194870392274813	0.0138994352458806	0.00447339181585773	0.00285332474230478	0.0174504576653963	0.00955384295613056	0.0138531426998267	0.0072607072181055	0.0056803261073013	0.0137000225319446	0.00798505488160552	0.00100498546155567	0.0441720457756416	0.0223618814153134	0.00615981403233726	0.00684098560625474	0.0194030815617654	0.0236436423996257
OM2_C_4H_1	0.0188374034151808	0.00403377767139519	0.00663991020452382	0.00769122554735055	0.0101790610797096	0.00682143667484583	0.0146293179529124	0.00634555999758343	0.00704902106029459	0.00306933546437177	0.0129700356938884	0.0102069493325934	0.0126273506178734	0.0240130485366986	0.00968609545546481	0.00833412984279966	0.0144884765400509	0.0121537458349033	0.0132579874731117	0.00726164279836084	0.00200001529102838	0.00761558625867994	0.000871287467545226	0	0.00493306789144344	0.000981452203563383	0.00338464237465764	0.00865170700469389	0.00819370309743941	0.0121067009982116	0.00778642333933148	0.00157587357264909	0.00431846517985649	0.00997584784961682	0.0023622845266145	0.00303203085437066	0.0128176593128611	0.00520949929728659	0.00364065415655541	0.018341562539072	0.0189092850058797	0.0134671970396345	0.00400200569621945	0.00240664737336051	0.0171991826042176	0.00917486112837097	0.0137250378474942	0.0070979786208352	0.00558058228129682	0.0134673350240387	0.0076078944764894	0.00186825155698961	0.0449982574975242	0.022742909482762	0.00528864497910051	0.00735395309312588	0.0198724787695123	0.0240338812096004
OM2_C_4H_2	0.0214552736257545	0.00896459381371415	0.00325617068348178	0.00869525558312629	0.0148781843931521	0.00189745998814438	0.0109770066119923	0.0112777198284912	0.0021431296830137	0.00193428322479627	0.0177692743844661	0.00806437387004486	0.0114330475664282	0.0226870498111616	0.00544113269675339	0.00562661062230023	0.0113979498660813	0.0075263596749608	0.0113826207711605	0.00634040381735944	0.00507616368596985	0.00428564839217666	0.0058001224331661	0.00493306789144344	0	0.00541540279288743	0.00437218656422346	0.00849455276892045	0.012854481052555	0.00815535947353728	0.00756721465133057	0.00340874877380663	0.00883972560382952	0.00967607204787427	0.00718435661275091	0.00190178500930869	0.014211422225295	0.00440356171039006	0.00136829776444752	0.0173309271673454	0.01568965710581	0.0114405984209566	0.00508553103061929	0.00484938461435886	0.0160610141923749	0.00799793322716821	0.0135186015543178	0.00764391503470029	0.00689648163718461	0.0126737482957556	0.00678220570487136	0.00680125591016253	0.0498284851051115	0.0257663614377145	0.000580774068244668	0.0108469096827232	0.0233385831081579	0.0270807411187082
OM2_C_4H_3	0.0194765441961975	0.00369120651038885	0.00665325307852241	0.00686413406697126	0.00949615437166903	0.00725766552023607	0.0144797208576486	0.0059819383049971	0.00755801008123368	0.00348440441773116	0.0128546580077889	0.00981104321554034	0.0120172598550851	0.0233413550338262	0.01042178239356	0.008112959951033	0.0142070064969036	0.0123424910643932	0.0127533880254971	0.00675513423647991	0.00127913180221221	0.00755796354073158	0.000921490997754999	0.000981452203563383	0.00541540279288743	0	0.00436274277111084	0.00796267837605372	0.00748420001003785	0.0120696425474784	0.00713588411929561	0.00202784337290394	0.00351400129575898	0.00927559999265352	0.00179140507408046	0.0035645688210471	0.0118912313550916	0.00616621482994254	0.00406026324763589	0.0176498109087525	0.0186173622903099	0.0129867622081085	0.00498232835382371	0.00338057723490452	0.0165336570757763	0.00863550020737529	0.0129587536776393	0.00635376290273138	0.00478577522142914	0.0127848292817632	0.00706727161993977	0.00170387235544217	0.044796185185743	0.0232829095017225	0.00583797121867905	0.00638397576141638	0.0203161638170364	0.0245643194412069
OM2_C_5A_1	0.0171678693574647	0.00651125320966969	0.00735117351608801	0.0106194260524064	0.012999260379188	0.00601821987565276	0.0153171074977171	0.00860448449531172	0.00591387823761033	0.00360313037397854	0.0141892762012052	0.0118471243572276	0.0148229119312184	0.0262611683011484	0.00731962404573306	0.00957280104592756	0.0156108356473413	0.0117892234685881	0.0151172735630693	0.00938472211819767	0.00511919768233715	0.00842434771972481	0.00396082335707221	0.00338464237465764	0.00437218656422346	0.00436274277111084	0	0.0111881515329317	0.0111138359959363	0.0125202727494619	0.0102560295170799	0.00326778349710802	0.00751376739907183	0.0125017428826253	0.00543374681921961	0.00318711581811771	0.0159707230497475	0.00193205176544199	0.00383844662866081	0.0207017585288296	0.0199644305136455	0.0152464714494556	0.000820867038223979	0.00119422968696853	0.0194883335758685	0.0112788342615923	0.016372519988012	0.00983579282186699	0.00850146842469409	0.0158641271425868	0.00979836573977621	0.00461982831761708	0.0461486927787349	0.0214203911086817	0.00433996030690883	0.0107357446552552	0.0189685526102199	0.0227337516256475
OM2_C_5A_2	0.0274368001041848	0.0105008930675977	0.00596654994140026	0.00201904578002329	0.0130010624124965	0.00896943972206723	0.0092096326421606	0.0121420755093197	0.00962541974332319	0.00780500577205136	0.019208752419449	0.00370568353767749	0.00416209764343942	0.0153802192951301	0.0133891604509405	0.00449567328278515	0.00801779611512734	0.0102130214553271	0.00531101089450771	0.00221686622210616	0.00669923591132612	0.00563460632932914	0.00887879381413774	0.00865170700469389	0.00849455276892045	0.00796267837605372	0.0111881515329317	0	0.0113117530644465	0.00817912614595252	0.000946358232934419	0.00796539097012895	0.00854325849542294	0.00132749301773087	0.00885080696482038	0.0082531544237011	0.00611165165097669	0.0122869469039233	0.00787047386818669	0.00969332477882862	0.0120055118942994	0.00565720534047584	0.0119966768599791	0.0107195680373735	0.00857259244281727	0.00178896667865542	0.0051872539027718	0.00169821265066872	0.00331008636288086	0.00482285638368767	0.0018020460455886	0.00939941659366412	0.049948383173263	0.0311886732181283	0.00904191485064784	0.00701446100979809	0.0281059585310232	0.0324585656656743
OM2_C_5A_3	0.0203099950019718	0.00468482551419718	0.0133394601076196	0.00932578823410146	0.00202851420782563	0.0146341377136256	0.0200792635521495	0.00339673835180698	0.0149925505796173	0.0109233299797469	0.0084907685276773	0.014643473854963	0.015180719598518	0.0249922756913314	0.0178763887519158	0.0139349404899262	0.0192044889964312	0.01917363180593	0.0165832460111715	0.0115764363770351	0.0078574259066198	0.0139751171139193	0.00737009661273699	0.00819370309743941	0.012854481052555	0.00748420001003785	0.0111138359959363	0.0113117530644465	0	0.0182347388800095	0.01100343229753	0.00950960731167609	0.00401850153162265	0.0121999203968477	0.00583525806150607	0.0110428049854572	0.0112153525593702	0.0130451016721142	0.0114866305581115	0.0194728691394988	0.0233123071402603	0.0169498876710012	0.0114043843584039	0.0099216106837357	0.018707107029335	0.0128569575470779	0.0145331319973008	0.00979474240711056	0.00855956232589319	0.0152290617400253	0.0116296366527158	0.00652658648289125	0.0386958321786523	0.0229481862831763	0.0133061058893248	0.00450364834807596	0.0193440396027079	0.024073594710222
