	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_B_C	NA	0	NA	0.0042212633350524	NA	NA	0.00775451926513071	0.0235677037973683	NA	NA	0.0184841713239129	0.0197377411440371	0.00208036277540457	0.00777444935644894	0.0107014289580576	0.00912947686275513	0.0109812700983166	NA	NA	0.00916997814720379
OM2_C_4A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_4B	NA	0.0042212633350524	NA	0	NA	NA	0.00642353114863264	0.0253947162931115	NA	NA	0.0207017292806166	0.021839893309706	0.0056551496645089	0.00754390152452676	0.00875238974882052	0.00822006228675402	0.00974211843068532	NA	NA	0.0101901935534863
OM2_C_4C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_4E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_4F	NA	0.00775451926513071	NA	0.00642353114863264	NA	NA	0	0.030652261340893	NA	NA	0.025903382264425	0.0271280117670956	0.00725699280566852	0.00262071630078785	0.00972378486852936	0.0143269446273112	0.0137849168374186	NA	NA	0.0138201166660293
OM2_C_4G	NA	0.0235677037973683	NA	0.0253947162931115	NA	NA	0.030652261340893	0	NA	NA	0.00579149427701829	0.00460892404738255	0.0245272368570167	0.0300255651442364	0.0261421108179006	0.018594015743287	0.0205335593177091	NA	NA	0.0180908372645652
OM2_C_4H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_5F	NA	0.0184841713239129	NA	0.0207017292806166	NA	NA	0.025903382264425	0.00579149427701829	NA	NA	0	0.0013625650004697	0.019407249220615	0.0253490223815561	0.0227808807954262	0.0147672510893532	0.0176291526369686	NA	NA	0.0145496517297035
OM2_C_5G	NA	0.0197377411440371	NA	0.021839893309706	NA	NA	0.0271280117670956	0.00460892404738255	NA	NA	0.0013625650004697	0	0.0207023930381106	0.0266006890681253	0.0237677231496583	0.0156265248698854	0.0184587752820689	NA	NA	0.0155910037523401
OM2_C_6E	NA	0.00208036277540457	NA	0.0056551496645089	NA	NA	0.00725699280566852	0.0245272368570167	NA	NA	0.019407249220615	0.0207023930381106	0	0.00674107031941021	0.0111447187960851	0.0109970909240145	0.0121269967977398	NA	NA	0.00978168077379232
OM2_C_6F	NA	0.00777444935644894	NA	0.00754390152452676	NA	NA	0.00262071630078785	0.0300255651442364	NA	NA	0.0253490223815561	0.0266006890681253	0.00674107031941021	0	0.00935659089517847	0.0148029009068684	0.013586779226295	NA	NA	0.0128792372582065
OM2_C_6G	NA	0.0107014289580576	NA	0.00875238974882052	NA	NA	0.00972378486852936	0.0261421108179006	NA	NA	0.0227808807954262	0.0237677231496583	0.0111447187960851	0.00935659089517847	0	0.0108041444491249	0.00617357888213073	NA	NA	0.00862216137720698
OM2_C_6H	NA	0.00912947686275513	NA	0.00822006228675402	NA	NA	0.0143269446273112	0.018594015743287	NA	NA	0.0147672510893532	0.0156265248698854	0.0109970909240145	0.0148029009068684	0.0108041444491249	0	0.00642194720832673	NA	NA	0.0077564440539518
OM2_H_2A	NA	0.0109812700983166	NA	0.00974211843068532	NA	NA	0.0137849168374186	0.0205335593177091	NA	NA	0.0176291526369686	0.0184587752820689	0.0121269967977398	0.013586779226295	0.00617357888213073	0.00642194720832673	0	NA	NA	0.00543594957135996
OM2_H_2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_H_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_H_2F	NA	0.00916997814720379	NA	0.0101901935534863	NA	NA	0.0138201166660293	0.0180908372645652	NA	NA	0.0145496517297035	0.0155910037523401	0.00978168077379232	0.0128792372582065	0.00862216137720698	0.0077564440539518	0.00543594957135996	NA	NA	0
