	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	NA	0.0136177147605611	0.0532550776464807	0.0130027030172542	0.0140384545383099	0.0238757809005431	0.0139033265901505	0.0440078651765564	0.00833901750844302	0.00952256459140781	0.0267465654570628	0.0207973773274697	NA	0.0257949235120497	0.0095163956599036	0.0256874488679876	0.0265895233793324	0.0227783968657704	0.00978064577219747
OM2_B_C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_4A	0.0136177147605611	NA	0	0.0629882625386255	0.0211866612582459	0.0219639290376959	0.0299874688640385	0.0211530570550465	0.0543517014085486	0.016600997569134	0.0163566533211167	0.0368989356701595	0.0300026848655984	NA	0.0356518816046334	0.0177072117655409	0.0361635161552334	0.0379435986742687	0.0313307823033037	0.00509238308194912
OM2_C_4B	0.0532550776464807	NA	0.0629882625386255	0	0.0418879078351286	0.0410655982429938	0.0340906698399115	0.0418623458256773	0.00965194982774802	0.046735300326448	0.0467134378231827	0.0265463227802039	0.0330855425629046	NA	0.0276023337602772	0.0455237898887053	0.0275887835512046	0.0272371695124916	0.0316922411823561	0.0579382891428119
OM2_C_4C	0.0130027030172542	NA	0.0211866612582459	0.0418879078351286	0	0.00103839607489475	0.0109059882205143	0.00147889024857411	0.0331849544378821	0.00502136532711662	0.00483587330156893	0.0157520079288164	0.00882357813364087	NA	0.0144758694075191	0.0037508640607709	0.0151109362527868	0.0173397975142799	0.0103294513201039	0.0161031442981574
OM2_C_4E	0.0140384545383099	NA	0.0219639290376959	0.0410655982429938	0.00103839607489475	0	0.00986815679091773	0.00115176543070359	0.0324404737000181	0.00600038289526595	0.00566940810486578	0.0150689680562965	0.00805785900937619	NA	0.0137548287301992	0.00472685319569981	0.0144984292467482	0.0168838552097524	0.00943775206675553	0.0168941339734077
OM2_C_4F	0.0238757809005431	NA	0.0299874688640385	0.0340906698399115	0.0109059882205143	0.00986815679091773	0	0.0100016427243318	0.0266567148777597	0.0156499191846866	0.0148629683343676	0.011925467224091	0.00731086459491954	NA	0.010489056273954	0.014408883776925	0.012380323263742	0.0159494877151836	0.0057040290223538	0.0251786784435534
OM2_C_4G	0.0139033265901505	NA	0.0211530570550465	0.0418623458256773	0.00147889024857411	0.00115176543070359	0.0100016427243318	0	0.0333308607615229	0.00565142666076599	0.00503244128173281	0.016031939489326	0.0089724336416208	NA	0.0146883957249645	0.00440801516136556	0.0155130870536232	0.0179750591598348	0.0101817634110285	0.0161087896912149
OM2_C_4H	0.0440078651765564	NA	0.0543517014085486	0.00965194982774802	0.0331849544378821	0.0324404737000181	0.0266567148777597	0.0333308607615229	0	0.0378792632113895	0.0380105666386074	0.0175059562080431	0.0243855662431434	NA	0.0187169926260302	0.0367087864848675	0.0183948239462341	0.0176912909921087	0.0233143130567664	0.0492694864824696
OM2_C_5A	0.00833901750844302	NA	0.016600997569134	0.046735300326448	0.00502136532711662	0.00600038289526595	0.0156499191846866	0.00565142666076599	0.0378792632113895	0	0.00161859293524691	0.0203815442299052	0.0136727902480337	NA	0.0191936553846525	0.00127355793794238	0.0195898095991248	0.0213819040040204	0.0153178403482307	0.0115222466198897
OM2_C_5F	0.00952256459140781	NA	0.0163566533211167	0.0467134378231827	0.00483587330156893	0.00566940810486578	0.0148629683343676	0.00503244128173281	0.0380105666386074	0.00161859293524691	0	0.0205572257198398	0.0136591797180371	NA	0.019300504824487	0.00169670080489203	0.0198644821816699	0.0218911250524939	0.0151062773551591	0.0112698035993963
OM2_C_5G	0.0267465654570628	NA	0.0368989356701595	0.0265463227802039	0.0157520079288164	0.0150689680562965	0.011925467224091	0.016031939489326	0.0175059562080431	0.0203815442299052	0.0205572257198398	0	0.00708818610841612	NA	0.00148837274405728	0.0192184847152334	0.00144663569116838	0.00459031089375746	0.0067478831135162	0.0318096949895049
OM2_C_6E	0.0207973773274697	NA	0.0300026848655984	0.0330855425629046	0.00882357813364087	0.00805785900937619	0.00731086459491954	0.0089724336416208	0.0243855662431434	0.0136727902480337	0.0136591797180371	0.00708818610841612	0	NA	0.00571769018993112	0.0124498476174244	0.00674131379985529	0.00976230477109274	0.00235025918137209	0.0249233837111988
OM2_C_6F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_6G	0.0257949235120497	NA	0.0356518816046334	0.0276023337602772	0.0144758694075191	0.0137548287301992	0.010489056273954	0.0146883957249645	0.0187169926260302	0.0191936553846525	0.019300504824487	0.00148837274405728	0.00571769018993112	NA	0	0.0180079953803664	0.00209091414580882	0.00569645733319368	0.00525990140476161	0.0305655410569697
OM2_C_6H	0.0095163956599036	NA	0.0177072117655409	0.0455237898887053	0.0037508640607709	0.00472685319569981	0.014408883776925	0.00440801516136556	0.0367087864848675	0.00127355793794238	0.00169670080489203	0.0192184847152334	0.0124498476174244	NA	0.0180079953803664	0	0.0184616643767089	0.0203600737374531	0.0140606920777243	0.0126172605615671
OM2_H_2A	0.0256874488679876	NA	0.0361635161552334	0.0275887835512046	0.0151109362527868	0.0144984292467482	0.012380323263742	0.0155130870536232	0.0183948239462341	0.0195898095991248	0.0198644821816699	0.00144663569116838	0.00674131379985529	NA	0.00209091414580882	0.0184616643767089	0	0.00363054037202082	0.00689445724204036	0.0310751615919805
OM2_H_2B	0.0265895233793324	NA	0.0379435986742687	0.0272371695124916	0.0173397975142799	0.0168838552097524	0.0159494877151836	0.0179750591598348	0.0176912909921087	0.0213819040040204	0.0218911250524939	0.00459031089375746	0.00976230477109274	NA	0.00569645733319368	0.0203600737374531	0.00363054037202082	0	0.0103556031586575	0.0328879745637936
OM2_H_2C	0.0227783968657704	NA	0.0313307823033037	0.0316922411823561	0.0103294513201039	0.00943775206675553	0.0057040290223538	0.0101817634110285	0.0233143130567664	0.0153178403482307	0.0151062773551591	0.0067478831135162	0.00235025918137209	NA	0.00525990140476161	0.0140606920777243	0.00689445724204036	0.0103556031586575	0	0.0262870280147816
OM2_H_2F	0.00978064577219747	NA	0.00509238308194912	0.0579382891428119	0.0161031442981574	0.0168941339734077	0.0251786784435534	0.0161087896912149	0.0492694864824696	0.0115222466198897	0.0112698035993963	0.0318096949895049	0.0249233837111988	NA	0.0305655410569697	0.0126172605615671	0.0310751615919805	0.0328879745637936	0.0262870280147816	0
