	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_B_C	NA	0	0.0233562384586859	NA	0.0320189512375268	0.0298575313154814	0.0257827677343381	0.0820299264204024	0.0315160146316271	0.0716236016081642	0.0264730187773281	NA	0.0146005568562374	0.0350455447055611	0.00943330891182078	0.0236437403593831	0.0538224058526644	0.0875555841480915	0.0124642823364883	0.107383840048754
OM2_C_4A	NA	0.0233562384586859	0	NA	0.014392605922778	0.00942004898845489	0.048083951323705	0.101530112468411	0.0278574636967086	0.0920668035533172	0.00617448951683995	NA	0.0114058087860833	0.0181210039124471	0.0292663486059865	0.0229254476640322	0.0764955476860095	0.110747889722614	0.0236349681231473	0.128632515333255
OM2_C_4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_4C	NA	0.0320189512375268	0.014392605922778	NA	0	0.0207975018305929	0.0528587681751696	0.101190970930556	0.0188679321106709	0.0929191545135993	0.0190882123930669	NA	0.0245316934762831	0.0037362254172007	0.0343126361313262	0.0372836972896988	0.0855707956091996	0.116363938071944	0.0261701542950826	0.12997404802686
OM2_C_4E	NA	0.0298575313154814	0.00942004898845489	NA	0.0207975018305929	0	0.0554585979829568	0.110108516184247	0.0367941338565859	0.100361523556529	0.00360498062502202	NA	0.0155348322213798	0.0241833808110565	0.0371377833676547	0.0206719937571568	0.080851373863648	0.116991646622098	0.0324909192037878	0.136616150234349
OM2_C_4F	NA	0.0257827677343381	0.048083951323705	NA	0.0528587681751696	0.0554585979829568	0	0.057343994479648	0.0432337503274577	0.0463849078685167	0.0519845086296789	NA	0.040376506068793	0.0548729932342713	0.0189839415778585	0.0471718281279651	0.03782068805693	0.0636651136412807	0.0267069981656559	0.081719489350394
OM2_C_4G	NA	0.0820299264204024	0.101530112468411	NA	0.101190970930556	0.110108516184247	0.057343994479648	0	0.08464798411419	0.0120279262843577	0.106523281213284	NA	0.0961898792524364	0.101694039136829	0.0734182252441383	0.104355380979733	0.0660661069263985	0.0471191771290086	0.0779769413802807	0.0311733549372218
OM2_C_4H	NA	0.0315160146316271	0.0278574636967086	NA	0.0188679321106709	0.0367941338565859	0.0432337503274577	0.08464798411419	0	0.0773781376952508	0.033961561698067	NA	0.0327461234718315	0.017998465720531	0.0282533565460834	0.0472462514498892	0.0798389354426413	0.10512929807368	0.0199413911956835	0.11440931180089
OM2_C_5A	NA	0.0716236016081642	0.0920668035533172	NA	0.0929191545135993	0.100361523556529	0.0463849078685167	0.0120279262843577	0.0773781376952508	0	0.0967912661652538	NA	0.0860040190111452	0.0937554614680075	0.0633670323556862	0.0934519164424673	0.0544491413360558	0.0409935069514305	0.0686488246661293	0.0372357584767996
OM2_C_5F	NA	0.0264730187773281	0.00617448951683995	NA	0.0190882123930669	0.00360498062502202	0.0519845086296789	0.106523281213284	0.033961561698067	0.0967912661652538	0	NA	0.01240941220585	0.0226713491359007	0.0335787955728069	0.0197871185696547	0.0780847471557724	0.113778276488026	0.0288957265775001	0.133090380812704
OM2_C_5G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_6E	NA	0.0146005568562374	0.0114058087860833	NA	0.0245316934762831	0.0155348322213798	0.040376506068793	0.0961898792524364	0.0327461234718315	0.0860040190111452	0.01240941220585	NA	0	0.0281966939385677	0.0228556873283104	0.0145114439840306	0.0658035961260888	0.1015261497951	0.0205784592949354	0.121890153991706
OM2_C_6F	NA	0.0350455447055611	0.0181210039124471	NA	0.0037362254172007	0.0241833808110565	0.0548729932342713	0.101694039136829	0.017998465720531	0.0937554614680075	0.0226713491359007	NA	0.0281966939385677	0	0.0366500124739111	0.0410165862330646	0.0883344703393095	0.118287499574524	0.0282398762940099	0.130830647821076
OM2_C_6G	NA	0.00943330891182078	0.0292663486059865	NA	0.0343126361313262	0.0371377833676547	0.0189839415778585	0.0734182252441383	0.0282533565460834	0.0633670323556862	0.0335787955728069	NA	0.0228556873283104	0.0366500124739111	0	0.0330718606576948	0.0523206435081944	0.0824399874297384	0.00873788826630475	0.0996786368687766
OM2_C_6H	NA	0.0236437403593831	0.0229254476640322	NA	0.0372836972896988	0.0206719937571568	0.0471718281279651	0.104355380979733	0.0472462514498892	0.0934519164424673	0.0197871185696547	NA	0.0145114439840306	0.0410165862330646	0.0330718606576948	0	0.0642928140573726	0.103430654638498	0.0335474210847201	0.127911893830548
OM2_H_2A	NA	0.0538224058526644	0.0764955476860095	NA	0.0855707956091996	0.080851373863648	0.03782068805693	0.0660661069263985	0.0798389354426413	0.0544491413360558	0.0780847471557724	NA	0.0658035961260888	0.0883344703393095	0.0523206435081944	0.0642928140573726	0	0.0423007281458414	0.0610443603270814	0.0767898790476327
OM2_H_2B	NA	0.0875555841480915	0.110747889722614	NA	0.116363938071944	0.116991646622098	0.0636651136412807	0.0471191771290086	0.10512929807368	0.0409935069514305	0.113778276488026	NA	0.1015261497951	0.118287499574524	0.0824399874297384	0.103430654638498	0.0423007281458414	0	0.0903030365973538	0.0405848668234177
OM2_H_2C	NA	0.0124642823364883	0.0236349681231473	NA	0.0261701542950826	0.0324909192037878	0.0267069981656559	0.0779769413802807	0.0199413911956835	0.0686488246661293	0.0288957265775001	NA	0.0205784592949354	0.0282398762940099	0.00873788826630475	0.0335474210847201	0.0610443603270814	0.0903030365973538	0	0.105471508735085
OM2_H_2F	NA	0.107383840048754	0.128632515333255	NA	0.12997404802686	0.136616150234349	0.081719489350394	0.0311733549372218	0.11440931180089	0.0372357584767996	0.133090380812704	NA	0.121890153991706	0.130830647821076	0.0996786368687766	0.127911893830548	0.0767898790476327	0.0405848668234177	0.105471508735085	0
