	OM2_B_B_1	OM2_B_B_2	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4C_2	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_2	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_5A_1	0.0211373260281273	0.0368176828109151	0.0551459857582531	0.0692817545572425	0.0654089735295758	0.0810148941086842	0.133324742594669	0.0893438186345122	0.0842032886410841	0.109095826672665	0.0885479564644413	0.0668398247754631	0.041573660218015	0.117872711052688	0.124754154792094	0.0504386384881492	0.0459121016214014	0.0617222321616317	0.101037774441971	0.0268893660472433	0	0.108080936826159	0.11324675010161	0.123041669537287	0.0621831009654193	0.115993673321635	0.113181849375182	0.0532596018539213	0.0926771649654993	0.0830991118103767	0.0726899258753662	0.0413769206545497	0.059630833630421	0.103068674643629	0.0770001529273102	0.132578695461893	0.100101082391648	0.126240104580295	0.0702487366381004	0.0217586567781469	0.0463041072595922	0.104174767848541	0.0930649732238575	0.0720562659964521	0.120369942546231
OM2_C_5A_2	0.0893348493548732	0.0837169219531071	0.053424895963635	0.0391816002540708	0.0619307024351161	0.0304049854763924	0.0279811715751738	0.0189908325469093	0.0269926942367522	0.0054509805029708	0.0200813475658925	0.0416911188184466	0.0670077080885806	0.0138280733486525	0.0172995664341456	0.062421870315401	0.0627391877677315	0.0483885917259362	0.012698293925377	0.0824258875271744	0.108080936826159	0	0.00830780917020407	0.0161878988730891	0.0467463535216581	0.0125472942600592	0.0298540972980403	0.0560750916977768	0.0205763777496838	0.026503596433379	0.0378314894828986	0.0770238809641533	0.0493798035497877	0.0144518645580243	0.0317266119031429	0.0256016644070667	0.0103540486372123	0.0193738175343252	0.0469694370147531	0.0873760236647984	0.0623194114214687	0.0121106358921995	0.0161151311619242	0.0379533330847371	0.0153389025150585
OM2_C_5A_3	0.0949482439405212	0.0897242871383558	0.0584491016484565	0.0442029763058222	0.0693151677358838	0.0334640305131748	0.0230837501505671	0.0247235538576895	0.0310062917106548	0.00828696984999413	0.025620811016485	0.0468915685407803	0.0725710424375799	0.00800356507763199	0.0125596084217556	0.0687971567878501	0.0682594746947137	0.0543015982762482	0.0136478249342339	0.087970373876839	0.11324675010161	0.00830780917020407	0	0.0138684440504504	0.0526607796966476	0.00632696265717884	0.0357483453440831	0.0620052959898599	0.0240711263560334	0.0304911636839753	0.0419233840861853	0.083591283478641	0.0540241720116812	0.0211843608076064	0.0372006372876872	0.0220675573456888	0.0143232195115623	0.013601054656309	0.0534418543767896	0.0929627827110211	0.0672188164592067	0.0111595192000407	0.0229954330740381	0.0431713600538099	0.0138250721764291
OM2_C_5F_3	0.103900116528642	0.097141298581431	0.0687378049400852	0.0544628531286463	0.0734727341131555	0.045353293978978	0.0174768276408581	0.0341880538291989	0.0420974003386859	0.01509193699421	0.0347881546915824	0.0565902011408629	0.0819078729152523	0.0105333216669437	0.00681178175791989	0.0767617301094801	0.0775949479993468	0.062402029137262	0.0262247621138302	0.0970717156943416	0.123041669537287	0.0161878988730891	0.0138684440504504	0	0.0614848433145053	0.0130265512249328	0.029524264198667	0.0706315949087386	0.0327207985684395	0.0418967417420001	0.0530730049637692	0.0907046185244751	0.0646976927158181	0.0225594780626524	0.0467025235850585	0.0121086390727747	0.0243066404443252	0.00949171539635671	0.0588891190465165	0.102227969850821	0.0775033091305104	0.0233574898155168	0.031196783752988	0.0519142978348135	0.0133769163438957
OM2_C_5G_1	0.0430663556888689	0.0384602352698754	0.0110463974171422	0.0117792296681127	0.0285647197949833	0.0250111464017991	0.0733087445614726	0.0280031568249155	0.0273539328322734	0.047603165203522	0.0272176287293855	0.00924585821534968	0.0212431012536957	0.0574038814189477	0.0637337529882082	0.0174622405319741	0.0163651844604464	0.00667887096932556	0.0419224496376602	0.036010287944556	0.0621831009654193	0.0467463535216581	0.0526607796966476	0.0614848433145053	0	0.0558521350742088	0.0535797233764588	0.0106080671387306	0.0336484869796489	0.0245931621024453	0.0193361244228877	0.0321178361852626	0.0115012140563128	0.0416122940877327	0.0158189140663553	0.0715505341202914	0.0397029605223017	0.0655428466258901	0.0172369685639375	0.0411383720560936	0.018334582309605	0.0449298324295144	0.0320560213416337	0.0121308422166555	0.0600082403939427
OM2_C_5G_2	0.0975584646155305	0.0927978885002539	0.0616219999689618	0.0470779538577069	0.0722279834038472	0.0361547939869283	0.0191078603702286	0.0283085152595837	0.0330602174913514	0.0128321986837513	0.0288409044775892	0.0495459843126942	0.0753096902567975	0.00379765686318101	0.0107875514451888	0.0723506284467551	0.0713052572652286	0.0568948876308196	0.0159429270459617	0.0907182404439174	0.115993673321635	0.0125472942600592	0.00632696265717884	0.0130265512249328	0.0558521350742088	0	0.0367234413033199	0.0647198770516182	0.0247750542456341	0.0336162758580447	0.0442270505055132	0.0867179500533902	0.0571285014938988	0.0226761864716218	0.0407451319706341	0.0192746853932481	0.0163634760606837	0.011059267159454	0.056100289594886	0.0957506989992948	0.0701884117922882	0.012369234528918	0.0259460082272916	0.0460983811111314	0.0125473089652367
OM2_C_5G_3	0.0926295440832943	0.0831770222955666	0.06377284662987	0.0517406384714025	0.0537514487198849	0.0500576300950334	0.0431741952914234	0.0357628715473845	0.0457208293893639	0.0298468880996823	0.0357008344151734	0.0521637962316664	0.0729350832827437	0.035361073935533	0.0354414120811309	0.0647843090646133	0.0690829161783584	0.053011254763291	0.0398244307362252	0.0865512006390701	0.113181849375182	0.0298540972980403	0.0357483453440831	0.029524264198667	0.0535797233764588	0.0367234413033199	0	0.060997571095563	0.0368037888064888	0.0455242999612616	0.0537313225546938	0.0756459055854391	0.0615394253255138	0.0192427433697302	0.0439514381432963	0.0368329751730155	0.0338021661701492	0.0383792489498381	0.0447608213163409	0.0916547293897489	0.0717128164323826	0.0390578737460867	0.0319218162701012	0.0468382646403861	0.0343799746366338
OM2_C_6E_2	0.0334712155340312	0.0314792459523138	0.0118789396678685	0.0194026720374854	0.0271236693597326	0.0331538002175199	0.0817951543449867	0.0375645546715948	0.0346873359500283	0.0572183061809954	0.0366306469360919	0.0160721028284833	0.0120150675048632	0.0663516910241736	0.0728526546838535	0.0138551349324644	0.00951898195992467	0.00926723167364725	0.0507112278526048	0.026812006741598	0.0532596018539213	0.0560750916977768	0.0620052959898599	0.0706315949087386	0.0106080671387306	0.0647198770516182	0.060997571095563	0	0.041415227088912	0.0335124086190771	0.0252250288241859	0.0247676023110979	0.015350055324137	0.0500092144564221	0.0259082823340496	0.0803097113803604	0.0484684444769436	0.0746226418962158	0.0212785619849657	0.0318756859772259	0.0135721141154232	0.0536806788623377	0.0407503656677511	0.0211678137406506	0.0685847207099699
OM2_C_6F_1	0.0738095299507165	0.0698517415012121	0.0396344011133281	0.0251454132685617	0.0519954242477029	0.0175231465703473	0.0422361490815201	0.0127795314316604	0.0144596324597588	0.0215116308318629	0.0113350545438951	0.0266255274866985	0.0520019103106077	0.026263520880036	0.0341377521261761	0.0506643427432556	0.0484071287437805	0.033460520316263	0.0144312901736308	0.0671533363638661	0.0926771649654993	0.0205763777496838	0.0240711263560334	0.0327207985684395	0.0336484869796489	0.0247750542456341	0.0368037888064888	0.041415227088912	0	0.0154876788751946	0.0230205082611179	0.0640907299362517	0.0354254712543188	0.0182287515309472	0.0208056743938317	0.0416545671179603	0.0107997234631619	0.0353875867489135	0.0346710466798892	0.0723522268189312	0.0476284296337639	0.0149774949548544	0.0133804635511686	0.0238451856133491	0.0314675869190237
OM2_C_6F_2	0.0654005948528474	0.0623889463145525	0.0283222457619281	0.0143798695388052	0.04870427132337	0.00519182198813046	0.0516262606577654	0.0100958132462574	0.0083333222591856	0.0277048306381425	0.010106696501027	0.0177031450209959	0.0429386396085095	0.0357856987355649	0.0425255349972223	0.0415832544956939	0.0387622547320621	0.0271977242374867	0.0183716440448872	0.05835655799823	0.0830991118103767	0.026503596433379	0.0304911636839753	0.0418967417420001	0.0245931621024453	0.0336162758580447	0.0455242999612616	0.0335124086190771	0.0154876788751946	0	0.0126248076672758	0.0566793326661942	0.0237046096664681	0.0277273214884208	0.0108153659224931	0.0511579676132592	0.0184291918111302	0.0437621324653716	0.0323425693295628	0.0631913157526949	0.0369594366809436	0.0217125103717355	0.0153713377273004	0.0170342036451913	0.0392341325281915
OM2_C_6F_3	0.0553481213594951	0.055469038834274	0.0199528060876092	0.00789489936520245	0.0459689195621667	0.0105657210472454	0.0614650834241439	0.0210621548992061	0.0118998992127785	0.0396004405187097	0.0205340070113357	0.0106871812936811	0.0331364146455055	0.0466077489137664	0.0535337250377751	0.0358324629228142	0.0302752361745374	0.0212867429888332	0.0288415246698036	0.0486468844890362	0.0726899258753662	0.0378314894828986	0.0419233840861853	0.0530730049637692	0.0193361244228877	0.0442270505055132	0.0537313225546938	0.0252250288241859	0.0230205082611179	0.0126248076672758	0	0.0497277378977041	0.0155491500811586	0.0369423809394383	0.0148900146330449	0.0616178172312425	0.0288695440462797	0.0546638040081456	0.0314163418926272	0.0531424565733248	0.0275301332156692	0.0321419918604782	0.0242995612276135	0.0168506131054805	0.0491132116246341
