	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_2	OM2_C_6E_2	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_C_4F_3	0.0180088621714775	0.0127372503795399	0.00359460072577767	0.0329528036295016	0.0196454832733898	0.022535566149228	0.00858049769143831	0.00661415073234822	0.0202354764982019	0.00695624072218604	0.00506446403414152	0.0208868629627952	0.00545674017317919	0.0173556845966248	0.0067454835876832	0	0.00905375775609371	0.0145153291984575	0.00691022685116161	0.0321394752901838	0.0230546141513881	0.00871673870909798	0.0265359176104225	0.000770416987129415	0.0323529325618155	0.00198308722902273	0.0148412761813522	0.000290324394300912	0.0144815457826502	0.00918930319428053	0.00782242547453138	0.0276426618262504	0.0084978711733578	0.0185242819492384	0.0112543791386159	0.000834837687726125	0.0211168397832503	0.0082837748234688	0.0163208883499969	0.00603610421612241	0.0104190823118221
OM2_C_4G_1	0.00895564465414331	0.00368365025721429	0.0126482042560382	0.0239016629272688	0.0105924219273716	0.0134828236233662	0.000473273740632031	0.0156675563158401	0.0111824757781172	0.00209756621919959	0.00398936190299997	0.0118339318366394	0.00359708380613558	0.00830240968486736	0.00230832666233595	0.00905375775609371	0	0.00546183752816895	0.0159636096490902	0.0230881841749346	0.0140019346907358	0.000337028939782936	0.0174837066724343	0.0082833623595863	0.0233016805086878	0.00707071793209892	0.00578780666984913	0.00934407296643799	0.00542805185600492	0.00013554963149581	0.00123136473450549	0.0185906163987297	0.000555902492524213	0.00947111170967628	0.00220070466373069	0.00821894328159227	0.0120639338938731	0.00077000441743065	0.00726752828323601	0.0030177149746588	0.00136537241361962
OM2_C_4G_2	0.00349386985949858	0.00177820044050877	0.0181095770606165	0.018440702419912	0.00513069326607002	0.00802120241442318	0.00593510560863723	0.0211287210361913	0.00572076636001258	0.00755937176732697	0.00945112330766789	0.00637224526985815	0.00905885555923147	0.00284061945682836	0.00777012801173975	0.0145153291984575	0.00546183752816895	0	0.0214247519314646	0.0176271567672514	0.00854033628594644	0.00579886253007653	0.0120222887200096	0.0137449694641437	0.0178406704089657	0.012532376244345	0.000325972930745515	0.0148056303381786	3.3786040539976e-05	0.00532628935097296	0.00669318564804083	0.0131292658178738	0.00601773327941299	0.00400935029360742	0.00326114730520747	0.0136805532579006	0.00660225579713307	0.00623183227457713	0.00180571708917229	0.00847950086754022	0.00409647637405738
OM2_C_4G_3	0.0249179311349752	0.0196468294728224	0.00331565729315268	0.0398596704354408	0.0265543653632544	0.0294440854434852	0.0154903796180846	0.000296081250137683	0.0271442879235197	0.0138662170093866	0.0119745331642001	0.0277955943438093	0.0123667915629317	0.0242648243813405	0.0136554711278661	0.00691022685116161	0.0159636096490902	0.0214247519314646	0	0.0390464904185641	0.0299630638648175	0.0156266121070829	0.0334438659472264	0.00768062840728096	0.0392599090780076	0.00889326812420025	0.0217506685145258	0.00661990747219915	0.0213909716357627	0.0160991462745587	0.0147323531223374	0.0345504381546249	0.0154077582261756	0.0254332935127437	0.0181640763609732	0.00774504767794331	0.0280255423964332	0.0151936749964202	0.0232301359335576	0.0129461279573982	0.0173288411502958
OM2_C_4H_1	0.0141336027772688	0.0194051359298503	0.0357325499517434	0.000813640979983465	0.0124968733202314	0.00960644620548526	0.0235613638073311	0.0387505757151899	0.011906825663904	0.0251853041874398	0.0270766328229913	0.0112553696561132	0.026684456617854	0.0147868060733363	0.0253960156348382	0.0321394752901838	0.0230881841749346	0.0176271567672514	0.0390464904185641	0	0.00908731574874938	0.0234251464901889	0.00560529741295245	0.0313693447510424	0.000213537852644431	0.0301570964298679	0.0173012199659191	0.0324296880257588	0.0176609389845938	0.0229526607923763	0.0243192960847146	0.0044982670562384	0.0236439757366265	0.0136181556421914	0.0208878669353621	0.0313049473546198	0.0110253659163671	0.0238580335293789	0.0158216225704277	0.0261052334425098	0.0217230618446595
OM2_C_4H_3	0.00504652130954497	0.0103184794630298	0.026648394282692	0.00990093043870971	0.00340969743040911	0.000519146804968332	0.0144751732036063	0.0296670809833581	0.00281962008056319	0.0160993271115492	0.017990926835921	0.00216813396055418	0.0175986924348496	0.00569976724293373	0.0163100675663412	0.0230546141513881	0.0140019346907358	0.00854033628594644	0.0299630638648175	0.00908731574874938	0	0.0143389387819494	0.00348208220590173	0.0222843438707071	0.00930084711795835	0.02107188376049	0.00821437170323973	0.0233448805947761	0.00857412142319591	0.0138663947212899	0.0152332029310804	0.00458911621184245	0.0145577955670489	0.00453104252531147	0.0118013633897094	0.0222199349722127	0.00193812025866978	0.0147718806094282	0.00673465708174685	0.017019385207212	0.0126366509137501
OM2_C_5A_1	0.00929266326634104	0.00402067735377253	0.0123111948766885	0.0242386205291959	0.0109294365131309	0.0138198294957507	0.000136244808809867	0.015330557602392	0.0115194887511834	0.001760537740419	0.00365233478432331	0.0121709429301679	0.00326005633169396	0.00863942972029121	0.00197129829066519	0.00871673870909798	0.000337028939782936	0.00579886253007653	0.0156266121070829	0.0234251464901889	0.0143389387819494	0	0.0178206971207034	0.00794634166718548	0.0236386416023476	0.00673369495378489	0.006124831202934	0.00900705457849988	0.0057650769049995	0.000472578563307947	0.000894335932084053	0.0189276018927081	0.000218873567778385	0.00980812912478648	0.00253773290800037	0.00788192245839154	0.0124009442989931	0.000432975519066393	0.00760455035840263	0.00268068704539308	0.00170240106373099
OM2_C_5A_2	0.00852854920602632	0.0138003815366621	0.0301294525729963	0.00641892789462521	0.00689175000679038	0.00400122639511757	0.0179569259441653	0.033147907121935	0.0063016798885053	0.0195810094267907	0.0214725185411428	0.00565020072879681	0.0210803036892918	0.00918178339107274	0.0197917402447183	0.0265359176104225	0.0174837066724343	0.0120222887200096	0.0334438659472264	0.00560529741295245	0.00348208220590173	0.0178206971207034	0	0.0257656954813534	0.00581883276705388	0.0245533080308053	0.0116963324932389	0.0268261655066263	0.0120560729756867	0.0173481721076291	0.0187149236491355	0.00110704038869383	0.0180395448891774	0.00801307892739867	0.0152832172778224	0.025701290539085	0.00542018922778138	0.018253620992141	0.0102166523968764	0.0205010246063518	0.0161184751769431
OM2_C_5A_3	0.0172385340902492	0.0119668771785316	0.0043650131606111	0.0321826878210894	0.0188751723797081	0.0217652892665935	0.00781010000273859	0.00738455352164185	0.0194651721684936	0.00618583613870766	0.00429405332286088	0.0201165661062257	0.00468633056400982	0.0165853500753982	0.00597507822007087	0.000770416987129415	0.0082833623595863	0.0137449694641437	0.00768062840728096	0.0313693447510424	0.0222843438707071	0.00794634166718548	0.0257656954813534	0	0.0315828058535882	0.00121267093713341	0.0140709191094383	0.00106074129231912	0.013711185775817	0.00841890847780227	0.00705202438038985	0.0268724564131037	0.00772747309755691	0.0177539591188626	0.0104839960756575	6.44207157149818e-05	0.0203465456217727	0.0075133757627517	0.0155505441170746	0.00526569639606587	0.00964869424309016
OM2_C_5F_2	0.0143471250422463	0.0196186444504597	0.0359459880946465	0.000600103164921608	0.0127103989711135	0.00981997682022897	0.0237748584205768	0.0389639961864739	0.0121203524333354	0.025398792627106	0.027290113546669	0.0114688975977567	0.0268979389880597	0.0150003268706595	0.0256095032429105	0.0323529325618155	0.0233016805086878	0.0178406704089657	0.0392599090780076	0.000213537852644431	0.00930084711795835	0.0236386416023476	0.00581883276705388	0.0315828058535882	0	0.0303705633707088	0.0175147344927575	0.0326431438291702	0.017874452533617	0.0231661576123971	0.0245327878684482	0.00471180328588318	0.0238574700458678	0.0138316790184082	0.021101370806217	0.0315184087732063	0.0112388942561554	0.0240715270459022	0.0160351409065797	0.0263187181999505	0.021936562944316
OM2_C_5F_3	0.0160259875445525	0.0107542643649891	0.00557767299289415	0.0309704619562659	0.0176626514132443	0.0205528192319446	0.00659745239420446	0.00859719544677791	0.0182526610024841	0.00497317914304543	0.00308138838894229	0.0189040661165174	0.00347366701080487	0.0153727939815243	0.00476242018033666	0.00198308722902273	0.00707071793209892	0.012532376244345	0.00889326812420025	0.0301570964298679	0.02107188376049	0.00673369495378489	0.0245533080308053	0.00121267093713341	0.0303705633707088	0	0.0128583297864637	0.00227341113177109	0.0124985921575276	0.00720626499840773	0.00583937209552595	0.0256600942786653	0.00651482495425217	0.0165414203737532	0.00927136907643734	0.00114825025472582	0.0191340496671121	0.00630072626232792	0.0143379736693066	0.00405303513617314	0.00843606011808225
OM2_C_5G_2	0.00316789824928065	0.00210417292352176	0.0184355096977021	0.0181147690480103	0.00480472327390416	0.00769523683067946	0.00626107408420069	0.0214546391633639	0.00539479710706789	0.00788533754542231	0.00977708513913959	0.00604627692892644	0.00938481828037217	0.00251464737868971	0.00809609339306893	0.0148412761813522	0.00578780666984913	0.000325972930745515	0.0217506685145258	0.0173012199659191	0.00821437170323973	0.006124831202934	0.0116963324932389	0.0140709191094383	0.0175147344927575	0.0128583297864637	0	0.0151315762800909	0.000359758969793627	0.00565225867348195	0.00701915294396974	0.0128033128447879	0.00634370163313883	0.00368337912431489	0.00358711883535407	0.0140065031192404	0.00627628780216102	0.00655780030496039	0.00147974447757825	0.0088054648343846	0.00442244713484586
OM2_C_6E_2	0.0182991509792287	0.0130275567996641	0.00330427763097378	0.0332430107202935	0.0199357654150915	0.0228258351404192	0.00887081382033503	0.0063238309229339	0.0205257560981782	0.00724655963723688	0.00535478547729152	0.0211771396713561	0.00574706115564226	0.0176459759067199	0.00703580282260638	0.000290324394300912	0.00934407296643799	0.0148056303381786	0.00661990747219915	0.0324296880257588	0.0233448805947761	0.00900705457849988	0.0268261655066263	0.00106074129231912	0.0326431438291702	0.00227341113177109	0.0151315762800909	0	0.0147718470289744	0.00947961813268661	0.00811274297444551	0.0279329032955802	0.00878818745768933	0.0188145687187035	0.0115446894466373	0.00112516197945415	0.0214071154496307	0.00857409150372848	0.0166111834394464	0.00632642445733517	0.0107093946028199
OM2_C_6F_2	0.003527655747602	0.00174441443846433	0.0180757951157112	0.0184744842781831	0.00516447897918188	0.00805498765774312	0.00590132000339934	0.0210949405817662	0.00575455199388878	0.00752558643444342	0.00941733837540487	0.00640603080629834	0.00902507053650506	0.00287440539635976	0.0077363427190384	0.0144815457826502	0.00542805185600492	3.3786040539976e-05	0.0213909716357627	0.0176609389845938	0.00857412142319591	0.0057650769049995	0.0120560729756867	0.013711185775817	0.017874452533617	0.0124985921575276	0.000359758969793627	0.0147718470289744	0	0.005292503660676	0.00665940016168018	0.0131630497313818	0.00598394768642707	0.00404313613372084	0.00322736139527901	0.0136467695474717	0.0066360412966834	0.00619804671417753	0.00183950308858486	0.0084457157182852	0.0040626905401688
OM2_C_6F_3	0.00882009896403005	0.00354810127969636	0.012783745720857	0.0237661414211359	0.0104568778178845	0.0133472829498451	0.000608823357787179	0.0158030934194521	0.0110469323032531	0.00223311561559394	0.00412491070755899	0.0116983891022817	0.00373263276306546	0.00816686343783575	0.00244387601063794	0.00918930319428053	0.00013554963149581	0.00532628935097296	0.0160991462745587	0.0229526607923763	0.0138663947212899	0.000472578563307947	0.0173481721076291	0.00841890847780227	0.0231661576123971	0.00720626499840773	0.00565225867348195	0.00947961813268661	0.005292503660676	0	0.00136691428157068	0.0184550838002949	0.000691452104869693	0.00933556648880628	0.00206515525981248	0.00835448945393165	0.0119283914309401	0.000905554013930558	0.00713198124035814	0.00315326412826882	0.00122982286621895
OM2_C_6H_2	0.0101869680044183	0.00491500675509862	0.0114169058311486	0.0251327572857064	0.0118237298995754	0.0147140985828407	0.000758091157370613	0.0144362956297072	0.0124137776177968	0.000866202313939748	0.00275800219556157	0.0130652265437932	0.00236572295879109	0.00953373850122631	0.00107696306260965	0.00782242547453138	0.00123136473450549	0.00669318564804083	0.0147323531223374	0.0243192960847146	0.0152332029310804	0.000894335932084053	0.0187149236491355	0.00705202438038985	0.0245327878684482	0.00583937209552595	0.00701915294396974	0.00811274297444551	0.00665940016168018	0.00136691428157068	0	0.0198218148239004	0.00067546241323766	0.0107024304761822	0.00343206595934103	0.00698760485082728	0.0132952259921677	0.000461360479178486	0.00849886497384666	0.00178635270178513	0.00259673553298532
OM2_C_6H_3	0.0096355566965825	0.0149073393667288	0.0312361122814527	0.00531190106739867	0.00799876834331733	0.00510825861785489	0.0190638286870134	0.0342544875170212	0.00740870160556709	0.0206878868074337	0.0225793636540715	0.00675722585272591	0.0221871557348598	0.0102887859495074	0.0208986141759572	0.0276426618262504	0.0185906163987297	0.0131292658178738	0.0345504381546249	0.0044982670562384	0.00458911621184245	0.0189276018927081	0.00110704038869383	0.0268724564131037	0.00471180328588318	0.0256600942786653	0.0128033128447879	0.0279329032955802	0.0131630497313818	0.0184550838002949	0.0198218148239004	0	0.0191464463939949	0.00912009006671376	0.0163901570729496	0.0268080528463107	0.00652721547299788	0.0193605192630789	0.0113236464357708	0.0216078866595603	0.0172254040241822
OM2_H_2A_2	0.00951152970876249	0.00423954954349017	0.0120923334575346	0.024457446678164	0.0111483002670096	0.014038687460934	8.26287598938686e-05	0.015111702974042	0.0117383514312021	0.00154166439270615	0.00343346223469934	0.0123898043602597	0.0030411835686568	0.00885829711637413	0.00175242500308435	0.0084978711733578	0.000555902492524213	0.00601773327941299	0.0154077582261756	0.0236439757366265	0.0145577955670489	0.000218873567778385	0.0180395448891774	0.00772747309755691	0.0238574700458678	0.00651482495425217	0.00634370163313883	0.00878818745768933	0.00598394768642707	0.000691452104869693	0.00067546241323766	0.0191464463939949	0	0.0100269947665887	0.0027566059097771	0.00766305380673976	0.0126198052716725	0.000214101958921125	0.00782341912573677	0.0024618140130754	0.00192127436681725
OM2_H_2A_3	0.000515483071903813	0.00578753562088843	0.0221183339729284	0.0144317390855831	0.00112135139185943	0.00401189914582696	0.00994436904070609	0.025137283204824	0.00171143038985573	0.011568593247927	0.0134602860294939	0.00236291699710524	0.0130680313419656	0.0011687357007582	0.0117793434739058	0.0185242819492384	0.00947111170967628	0.00400935029360742	0.0254332935127437	0.0136181556421914	0.00453104252531147	0.00980812912478648	0.00801307892739867	0.0177539591188626	0.0138316790184082	0.0165414203737532	0.00368337912431489	0.0188145687187035	0.00404313613372084	0.00933556648880628	0.0107024304761822	0.00912009006671376	0.0100269947665887	0	0.00727046275319552	0.0176895459175808	0.00259293053732256	0.010241088628012	0.00220363903723952	0.0124886951008043	0.00810577784634246
OM2_H_2B_1	0.00675498894452727	0.00148295002653837	0.0148487550976281	0.0217013747896771	0.00839178913246713	0.0112822417623346	0.00267397737505145	0.0178680312870989	0.00898185229631663	0.00429826354299931	0.00619004644139801	0.00963331928393294	0.00579777147720393	0.0061017460299614	0.00450902285152953	0.0112543791386159	0.00220070466373069	0.00326114730520747	0.0181640763609732	0.0208878669353621	0.0118013633897094	0.00253773290800037	0.0152832172778224	0.0104839960756575	0.021101370806217	0.00927136907643734	0.00358711883535407	0.0115446894466373	0.00322736139527901	0.00206515525981248	0.00343206595934103	0.0163901570729496	0.0027566059097771	0.00727046275319552	0	0.0104195779845239	0.00986332536180017	0.00297070722024491	0.00506685344477237	0.00521840681142074	0.000835333176923052
