	OM2_B_B_1	OM2_B_B_2	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_4B_3	0.00845951823395585	0.0190301980739541	0.0172041802764305	0.0169562057440897	0.00938692110541707	0.0148698710056999	0.0179664372463079	0.0174015123224833	0.00528607316488665	0.0197991292718238	0	0.0137942171299347	0.0114352032672416	0.00825168917577998	0.015138377565774	0.00644460758136579	0.00959772707215212	0.0189131018683069	0.0137133465116776	0.00744762996332358	0.050264011203995	0.0479505756460513	0.0303434479349619	0.0163946858696404	0.0277734604183128	0.0158204652746502	0.0277566322323117	0.0232159944084357	0.0178260222585462	0.024211200776382	0.0177310891898389	0.00128413600204241	0.0132648551485625	0.0226828739720146	0.00430943035786286	0.0649896435943583	0.0740913891797526	0.0762540734475304	0.0421962920577829	0.0402911326317764	0.0377270321914524	0.0164321858063283	0.0173018065973706	0.00983299699186051	0.0244466108228399	0.0213974779270611	0.0113278191925709	0.0189696020325312	0.0115929273309008	0.00428655441707502	0.00835679870343653	0.00535380720862342	0.0487394402606037	0.00913799279677023	0.00694024525277685	0.00660998538781507	0.0124717819782879	0.0174150132286883	0.00375605529418132
OM2_C_4C_1	0.0159256567146133	0.0110967743622748	0.0119430894283493	0.010474752519146	0.00568712756034967	0.0138174544997193	0.0160243009859708	0.0129375666565595	0.0120640137170043	0.0115709484943937	0.0137942171299347	0	0.0138266688742103	0.00666304390579861	0.00649322249170273	0.00816387510424018	0.00427755860934792	0.0147715762225957	0.010431018152557	0.00634804625077118	0.0417963856609001	0.040139740009416	0.0249493547600541	0.00401942869444965	0.0187167198565725	0.0112464581844442	0.0183493596299818	0.0144492443597821	0.010221790544585	0.0161341326952924	0.0096731047121789	0.0140419419779719	0.00666607494827239	0.0194080614809652	0.0115512446271341	0.058163212141375	0.0661140124765152	0.0676621526189805	0.032638331767414	0.0311395941534907	0.0310667606700413	0.0138298410830023	0.00815954465596978	0.0112893935239131	0.0184868297148716	0.0152060410352382	0.00843686834660414	0.0164794790023668	0.0140625448261117	0.00977483085830722	0.0127037449485037	0.00848399379120588	0.0489243712334858	0.0123771066700861	0.00696864018739757	0.00845795196651928	0.0166050106761425	0.0284984001660956	0.0175461583972521
OM2_C_4C_2	0.0193830974582544	0.0108668962202552	0.00788236578466247	0.00863468336092484	0.00859625887595207	0.00390836620177957	0.00675117214478903	0.0074820064634482	0.015146359985325	0.0115804062105703	0.0114352032672416	0.0138266688742103	0	0.00819321843603884	0.00979147878777791	0.00813738226168258	0.0108801200481657	0.00839389987758385	0.00512500518518221	0.0108628964602439	0.0397288346642756	0.0371980201540376	0.0192695451503895	0.0133840720674355	0.0185639258435697	0.0067013406565364	0.0187888293868679	0.0144971715222005	0.0099238061871391	0.0148510839389803	0.0102266408438825	0.0103795284796283	0.00807782016118617	0.0114351033262801	0.0138933632291254	0.0538187063522659	0.0631733770278151	0.0655326393838185	0.0324052957020755	0.0303321994671754	0.026795889940204	0.00577181524327392	0.0108970524460635	0.00269208479520856	0.0139311092703883	0.0114290168287676	0.00551498714944218	0.00780018056018671	0.000244247545596618	0.00919075770845968	0.00308373966604803	0.00990813907771169	0.0379579617157517	0.0184485916173635	0.00977657785122688	0.00751097030891958	0.0227337882938075	0.0285353276352611	0.0132757112385517
OM2_C_4C_3	0.0135151647960752	0.0112765544834338	0.0101988716395306	0.00947114988484937	0.00116796645924818	0.00972642425884126	0.0126553842209409	0.0107591232350781	0.00899896025837982	0.0120123574984523	0.00825168917577998	0.00666304390579861	0.00819321843603884	0	0.00696813588509794	0.00182103532357379	0.00279719588886567	0.0125625044836873	0.00709850945652929	0.00292334716912692	0.0429798981690778	0.0408880320627083	0.0239874141143716	0.00831410974555096	0.0200364508525705	0.00893865430792807	0.0199270358022868	0.0154348117722877	0.0100779917810777	0.0166589797540059	0.00985938364589802	0.00809539214261124	0.00524655951914612	0.0170098374998781	0.00793852237992736	0.0584239822351859	0.067100081390347	0.0690383636286456	0.0345009444097141	0.0327018878882598	0.0309955150413938	0.0105991149174547	0.00918923666241879	0.00550292461338982	0.0176529632321409	0.0143600485614347	0.00427895772080819	0.0134485160339426	0.00843685571639928	0.00397733905837329	0.00631435988714808	0.00333404254165434	0.0455505899717024	0.0113575840349047	0.00211525964501682	0.0018775158017748	0.0159061039928838	0.0249785267236742	0.0118034307448192
OM2_C_4E_1	0.0200584490588426	0.00484516417386589	0.00551259059837117	0.00398697663258578	0.00594458848876006	0.0082999483014351	0.00990978757648033	0.00656385037012585	0.0156382373648831	0.00546146210989764	0.015138377565774	0.00649322249170273	0.00979147878777791	0.00696813588509794	0	0.0087171116746382	0.00710644319675508	0.00834427052693257	0.00500621206411614	0.009062419853961	0.0364443872193849	0.0345325316196374	0.0185926739549415	0.00396197962693763	0.013307884025757	0.00504363828398012	0.0131188110079653	0.00874552462212174	0.00381651651248015	0.0102040563801652	0.00334988665240726	0.0148166255640745	0.00201909378995307	0.0129466396323973	0.0147044641243458	0.0523598983903762	0.0606978941058237	0.0624822398812989	0.0277112237109012	0.0259921404330697	0.0250320416224046	0.00779381334325795	0.00225063155160284	0.00802784619311677	0.012102295623972	0.00877555816469649	0.00472702710422614	0.0102150902059666	0.0099786996615331	0.0109165032866807	0.0101525109640031	0.0102574667670386	0.0425072458081089	0.0172424918072751	0.00880506886348812	0.00853352851820808	0.0217652719405135	0.0318971537152366	0.0185313891614807
OM2_C_4E_2	0.0122419327529725	0.0128496336591799	0.0114790881180462	0.0109261419213792	0.00298162192146653	0.0103508292672705	0.0134066308432054	0.011916528621079	0.00773261499098367	0.0136015797060092	0.00644460758136579	0.00816387510424018	0.00813738226168258	0.00182103532357379	0.0087171116746382	0	0.00396672092179939	0.0136454752434627	0.00816711760457992	0.00287424648675973	0.0444528635873903	0.0422945524247081	0.0251544691788849	0.010111429790593	0.0216275339309822	0.0101539051866402	0.0215508423178812	0.0170323802685556	0.0116428733507099	0.0181774451153306	0.0114745998350009	0.00627697473727476	0.00690588089169092	0.0179309925481108	0.00657743947018312	0.0597060953260775	0.0685031484542631	0.0705047586474652	0.0360937185568613	0.0342593984931283	0.0322921020710201	0.0114759574511377	0.010911311638136	0.00557175713249579	0.0189236702374307	0.0156905125327495	0.00542723474681937	0.0142787872419938	0.0083713945406137	0.00220174730326148	0.00570005174928825	0.0019665877696031	0.0459569944459469	0.0105348363129294	0.00174327051319241	0.00062643140415818	0.0149969109007344	0.0233510556652105	0.00998271455367504
OM2_C_4E_3	0.0130247842348198	0.0118844146607666	0.0115438862676543	0.0104766661413945	0.00233133652466329	0.0119552589088991	0.014691334178057	0.0122987313467046	0.0087144465139172	0.0125440073994409	0.00959772707215212	0.00427755860934792	0.0108801200481657	0.00279719588886567	0.00710644319675508	0.00396672092179939	0	0.0141683887481816	0.00893574450848135	0.00226451316738447	0.0435449434244983	0.0416233553615259	0.0252952725658327	0.00699647067132357	0.0204000465338309	0.0104538034437315	0.0201824395971711	0.015850720676802	0.0107596261473748	0.0172892210287854	0.0103903174655112	0.00978030028439924	0.00600296061181515	0.0187693293824364	0.00793365797864853	0.0593908238248082	0.0677892009399426	0.0695691687200279	0.0347525298908462	0.0330712189495625	0.032012233262196	0.0125374115373087	0.00931814892886159	0.00819315307314445	0.01883764457939	0.0154839958064608	0.00625965454809618	0.0153786707744037	0.0111243396907457	0.00550167773986339	0.00911124489959398	0.00424866523874601	0.0477660503365501	0.0101491484670476	0.00269747847302304	0.0043513635593079	0.0146923674572996	0.0251892763542964	0.0133334134972393
OM2_C_4F_1	0.0258822637844206	0.00516821604347102	0.00283365981255462	0.00441554646362003	0.0121158081655515	0.00449267413325381	0.00276008351638978	0.00187860449020929	0.0213769490791985	0.00545071251284022	0.0189131018683069	0.0147715762225957	0.00839389987758385	0.0125625044836873	0.00834427052693257	0.0136454752434627	0.0141683887481816	0	0.00548719139435522	0.0154203270385079	0.0314887466352337	0.029077118367035	0.0115263324180766	0.0120518629552098	0.0104190972608552	0.00371543219733783	0.0107633362537479	0.00700455304048764	0.00520803009801501	0.00679387862715586	0.00584486671291293	0.0180742586628372	0.00834538152150061	0.00465938424269754	0.0202127449678632	0.0461690575462319	0.0552148568707561	0.0574272829456224	0.0240147520043471	0.0219427854852614	0.0188224513718986	0.00262640218427655	0.00745463190292236	0.00911239348105829	0.00559676856102144	0.0031965869621117	0.0082930470857716	0.00232753016980858	0.00837880457114308	0.0155372578623938	0.0109833108307901	0.0156013632481975	0.0341740832188359	0.0239140268664001	0.0146710703685483	0.0131374171251757	0.0284655687137083	0.0363150700758145	0.0213526919954406
OM2_C_4F_2	0.0204080530896467	0.00594264761996888	0.0035005006978129	0.00366999239296211	0.00674985955666948	0.00341610806743935	0.00577536496324143	0.00376019365736029	0.0158970554362945	0.00669916310322483	0.0137133465116776	0.010431018152557	0.00512500518518221	0.00709850945652929	0.00500621206411614	0.00816711760457992	0.00893574450848135	0.00548719139435522	0	0.00998758508574346	0.0365648699649406	0.0342896193381725	0.0169890640955035	0.00889853212500374	0.0142920889742862	0.00211277551675491	0.0143862464629995	0.0099010837053227	0.00489136141886332	0.010627259805636	0.00513201738872422	0.0129992034402917	0.00381113860412979	0.00992260908570847	0.0147418496161508	0.0515755017150784	0.0604843091560838	0.062587785009955	0.0285888227220831	0.0266344002117214	0.0241741511328661	0.00360280970228657	0.00579352769584877	0.00432336324698112	0.0108112722302413	0.00768658780156842	0.00281959579217421	0.00644493074409656	0.00526851657711561	0.0101118091412133	0.0065285205648329	0.0101182097566283	0.0388845622686836	0.0184548408323403	0.0091982243830321	0.00767387366900426	0.0229979983710379	0.0311075881624305	0.0164868013138182
OM2_C_4F_3	0.0110032726733328	0.0137055842588405	0.0129648333509281	0.0120898659029382	0.00335756643675392	0.0126420908111534	0.015578142961163	0.0135923791561376	0.00658354416195637	0.0144030850336407	0.00744762996332358	0.00634804625077118	0.0108628964602439	0.00292334716912692	0.009062419853961	0.00287424648675973	0.00226451316738447	0.0154203270385079	0.00998758508574346	0	0.0454419463746006	0.0434409302840297	0.026775545896565	0.00925991985440089	0.0223572741432736	0.0117549064617497	0.0221799125122223	0.0177741087830451	0.0125383709243177	0.0191256340930537	0.0122335551952683	0.00775745424473919	0.00767045725486482	0.0199083080122438	0.00572004717250023	0.0610927194157799	0.069634643448635	0.0714861408848883	0.0367694026078441	0.0350429955198129	0.0336763445795853	0.0135142512384513	0.0113083922796892	0.00821412451354672	0.0203855105343453	0.0170584884267901	0.00717371851598612	0.0163658033472585	0.0111024805044442	0.00360582683871044	0.00856529691600176	0.00220954855215198	0.048444227478514	0.00850997561847523	0.00113108546774507	0.00346487722083244	0.0130755517297455	0.0229875495934439	0.0112017332706805
