	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_3	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_H_2A_2	0.0320240397452878	0.0507144037107742	0.0566840649846315	0.0611584462145185	0.00493905374861963	0.0470302424183722	0.0141137863922556	0.039998094843216	0.0501180133694911	0.0392523053846781	0.0179305469023574	0.0332349239947267	0.0430618162059194	0.0154239182802408	0.0401382078656478	0.0450742046681686	0.00681734441958656	0.0446842633545945	0.0395156919791358	0.0448223957092457	0.0243130785513158	0.038393487529155	0.0311991786865864	0.0317973075603041	0.0324576330434338	0.0255324369719071	0.0235915395820661	0.0562791035946802	0.0435173965560258	0.0175483791448537	0.0251726410949604	0	0.0452446172464714	0.00447524825630685	0.0242538401108565	0.0417580721106481	0.0300975381236292	0.033174174113892	0.0235218710223779	0.0372494089810833	0.0560777918685617
OM2_H_2A_3	0.0136912618456739	0.00616101173846843	0.0127831986756337	0.0167435286912408	0.0475603600841619	0.00398867600415048	0.0583486134185243	0.00687613133064727	0.00866807753152842	0.00791448834798308	0.0276182417140841	0.0177789816360588	0.00405385653218877	0.0299924577914206	0.0078892623330902	0.000771345629318395	0.0384758359941092	0.00284192369022474	0.00892048985157321	0.00443203800738794	0.021037833457916	0.0155221373640779	0.0147712687037823	0.0138152546461422	0.013586225345464	0.0199830669563461	0.0216642221309541	0.0205337049576199	0.00369017847136429	0.0291175723095862	0.0200877871522331	0.0452446172464714	0	0.0449459952254222	0.0214307225175619	0.0090825934937297	0.0166767385605711	0.0146273614127773	0.0231229627997854	0.00852337890087719	0.0118434063117006
OM2_H_2B_1	0.0322301521857891	0.0501290344198185	0.0568420261031798	0.0612395260852108	0.00929066323843462	0.0463783245919401	0.0168809513600595	0.0401945818782108	0.0504697457036729	0.0395345001937378	0.0173398188119784	0.034502120412296	0.043120156511011	0.0150296059879449	0.040497003544694	0.0448508855030141	0.00810765729182697	0.0446653972594064	0.0399696884381438	0.0449636228888675	0.024474256459314	0.0396082911140388	0.0315393516456	0.0319605071773709	0.0317135843361349	0.0258258365056619	0.0235112423091399	0.0574564871220092	0.0435559407807824	0.0189637179973213	0.0251104834066233	0.00447524825630685	0.0449459952254222	0	0.0235708555675794	0.0423372821703476	0.0307471175253895	0.0339013501645362	0.0244912546515505	0.037317898522038	0.0561587556640933
OM2_H_2B_2	0.00991931673474621	0.0265895233793324	0.03365350921891	0.0379435986742687	0.0272371695124916	0.0228553679465967	0.0379549548719506	0.0173397975142799	0.0276412451441501	0.0168838552097524	0.00632977586616538	0.0159494877151836	0.0199591065313313	0.00883406723999416	0.0179750591598348	0.0213788101487668	0.0176912909921087	0.0213819040040204	0.0177073300626886	0.0218911250524939	0.00459031089375746	0.0199377979674054	0.00976230477109274	0.00955437315777356	0.00821138082354489	0.00569645733319368	0.00322889249273482	0.0364322510067261	0.0203600737374531	0.0113593950674374	0.00363054037202082	0.0242538401108565	0.0214307225175619	0.0235708555675794	0	0.0202697490395518	0.0103556031586575	0.0131518664291927	0.00885387173417891	0.014324979289657	0.0328879745637936
OM2_H_2B_3	0.0104106364811277	0.0146398488930464	0.0154529959603016	0.0200117499847342	0.043233891622352	0.0130655226144244	0.053831395563248	0.00403354389587668	0.00859183706193538	0.00380184663561469	0.0255161606156901	0.0101184695796102	0.00507987102186666	0.0274905790158168	0.00267802642867684	0.00833903566409897	0.0349779596971535	0.00637758030979846	0.0025817460783501	0.00513422825399473	0.0179583215800488	0.00662038425953591	0.0108815500135701	0.0107516589801577	0.0147598910209457	0.0165495467658763	0.0191245724977232	0.016283644354352	0.00539631195012696	0.024456387134024	0.0175857196798707	0.0417580721106481	0.0090825934937297	0.0423372821703476	0.0202697490395518	0	0.0116682838156748	0.00862192836536155	0.0183099336818239	0.00658467600567843	0.0151094193504859
OM2_H_2C_1	0.00355208174470586	0.0227783968657704	0.0267945237034845	0.0313307823033037	0.0316922411823561	0.0196656387227234	0.0423778233596675	0.0103294513201039	0.0200890217267198	0.00943775206675553	0.0143644232141353	0.0057040290223538	0.0135773025095997	0.0160851914200796	0.0101817634110285	0.0162689299671841	0.0233143130567664	0.0153178403482307	0.00946915964892334	0.0151062773551591	0.0067478831135162	0.00968470110931559	0.00235025918137209	0.00370062585776255	0.00987636294449004	0.00525990140476161	0.00816825203420769	0.0269746309425143	0.0140606920777243	0.0129045930849664	0.00689445724204036	0.0300975381236292	0.0166767385605711	0.0307471175253895	0.0103556031586575	0.0116682838156748	0	0.00317438989841143	0.00673190414796565	0.00816072780315018	0.0262870280147816
OM2_H_2C_2	0.00409682441669541	0.0207872653824212	0.0239349622244236	0.0284886946545389	0.0346239265842815	0.0179766043730155	0.0452490695137822	0.00789669216961937	0.0171484347839327	0.00690649707743561	0.0175065169017239	0.00418700200363939	0.01114738901549	0.0192575892634802	0.00744955980907248	0.0141233792291832	0.0264111150852552	0.0129060756824506	0.00661415093087766	0.0124749943551059	0.0098699880611433	0.00680568923968237	0.00356633834361902	0.00446481896577668	0.0108873815967004	0.00838874062869458	0.0112384156706694	0.0238100514713852	0.0116326478791629	0.0158370713702843	0.00986756576182568	0.033174174113892	0.0146273614127773	0.0339013501645362	0.0131518664291927	0.00862192836536155	0.00317438989841143	0	0.00969030815267088	0.00643711123731165	0.0234884875414702
OM2_H_2C_3	0.00944711075412097	0.0291185921332299	0.033521696844458	0.0380585814940969	0.0249688582573442	0.02579660620938	0.035650786676418	0.0170189425432084	0.0267970816853977	0.0161534544700774	0.00962531651216145	0.0100869344168086	0.0202424016239856	0.0105948839277835	0.0169131237407119	0.0227783566554984	0.0167980649884205	0.0219654501355088	0.0161891478051689	0.0218210142947532	0.00442380498357494	0.0151383049653021	0.00835560525631882	0.00936302344792966	0.0133714539538679	0.00414470077853048	0.00562510883503672	0.0329865674402489	0.0207220790872584	0.00617384310696156	0.00580674490586302	0.0235218710223779	0.0231229627997854	0.0244912546515505	0.00885387173417891	0.0183099336818239	0.00673190414796565	0.00969030815267088	0	0.0146348299099166	0.0330157179012435
OM2_H_2F_1	0.00527885401483347	0.0146204216226266	0.0195429692764598	0.0239669815417858	0.0393021984710294	0.0116006570953777	0.0500691827338321	0.00302890090471242	0.0133247492569963	0.0027984394667613	0.0200886818605002	0.0102227677986682	0.00582142041835268	0.0222971710282846	0.00394935191517681	0.00814744239269667	0.0304399608853845	0.00745084694325791	0.00413815870207779	0.00765557597924826	0.0129461356189855	0.0100265010004808	0.0062842358311112	0.00546812233330616	0.00817680722975706	0.0117437168354216	0.013812370240555	0.0227659745216629	0.00627318617229658	0.0206941893642011	0.0122126908894926	0.0372494089810833	0.00852337890087719	0.037317898522038	0.014324979289657	0.00658467600567843	0.00816072780315018	0.00643711123731165	0.0146348299099166	0	0.0188756973329404
OM2_H_2F_2	0.0240738027578202	0.00978064577219747	0.00116787211715619	0.00509238308194912	0.0579382891428119	0.0126373786676405	0.0686286048849997	0.0161031442981574	0.00666773574630589	0.0168941339734077	0.0388861688133368	0.0251786784435534	0.0130575694032639	0.0411451443655908	0.0161087896912149	0.0116903549427355	0.0492694864824696	0.0115222466198897	0.0168787246201215	0.0112698035993963	0.0318096949895049	0.0209276637261151	0.0249233837111988	0.024305743889132	0.0253310809710276	0.0305655410569697	0.0326748397858529	0.0140221404195775	0.0126172605615671	0.0391827937302504	0.0310751615919805	0.0560777918685617	0.0118434063117006	0.0561587556640933	0.0328879745637936	0.0151094193504859	0.0262870280147816	0.0234884875414702	0.0330157179012435	0.0188756973329404	0
