	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.00673548066661512	0.00429314499244738	0.00423377951548001	0.00410829382156627	0.00884876747027302	0.00958262780614812	0.00220129864417103	0.0129643996103242	0.0633172957436381	0.00342092308306576	0.00968617196970918	0.00571015185891654	0.0108205548109623	0.00332163893574549	0.00820201191230993	0.00813833176130947	0.00654981150943134	0.00335853206854653	0.0128847384042435
OM2_B_C	0.00673548066661512	0	0.00518063425594091	0.00973560608436119	0.0107068217581978	0.0125189624767668	0.0113447459778901	0.00495015325184759	0.0140582475132162	0.0628339297331083	0.00864687159105068	0.0120097194265322	0.0110962974080453	0.0133850937077404	0.00342120682278124	0.00853954590212616	0.00743672566103626	0.0110005658562575	0.00686078316077688	0.0160810431694062
OM2_C_4A	0.00429314499244738	0.00518063425594091	0	0.00540177840235345	0.00705859250094449	0.0110842697531845	0.00721384885343131	0.00369210729459727	0.0103471650646599	0.0609240913970439	0.00674133148697864	0.0114990371332965	0.00849730411666117	0.0142966378615716	0.00333367156884333	0.00651352468575673	0.00562121437011277	0.00858119874116742	0.00390902692702938	0.0110765330740211
OM2_C_4B	0.00423377951548001	0.00973560608436119	0.00540177840235345	0	0.00365355443022902	0.0112420578333465	0.00672351595549514	0.00533870455411949	0.0100170497831188	0.0603548124568629	0.00643935906178828	0.0126531552901853	0.00735427894176136	0.0143192551413786	0.00670089025890987	0.00712069063103252	0.00754258045640135	0.00839916411384766	0.00353123158771553	0.00930911896059406
OM2_C_4C	0.00410829382156627	0.0107068217581978	0.00705859250094449	0.00365355443022902	0	0.00814682634771121	0.0102139720495996	0.00621513839635314	0.0134995033549846	0.063873882635462	0.0040111092457706	0.0099019128185131	0.00408310308854004	0.011624514178143	0.00730875077188834	0.0104531903339283	0.0107197275620725	0.00552281254585276	0.00592703602241992	0.0115442702198807
OM2_C_4E	0.00884876747027302	0.0125189624767668	0.0110842697531845	0.0112420578333465	0.00814682634771121	0	0.0168486503096586	0.0104922371394451	0.0201241110591883	0.0711745572242513	0.00553502435663814	0.00244432912680484	0.00407248643000084	0.00817798305679251	0.01015510074548	0.0168164057354743	0.0164348667276516	0.00302552309992577	0.012112374888442	0.0174426614609433
OM2_C_4F	0.00958262780614812	0.0113447459778901	0.00721384885343131	0.00672351595549514	0.0102139720495996	0.0168486503096586	0	0.00927175438554368	0.00340180488144234	0.0543744920259798	0.0123791619501988	0.0178766137373213	0.0133960124800349	0.0203951292582255	0.00998982393082022	0.00507975237878764	0.00517445053610135	0.0138955826078103	0.00696038162210722	0.00644550380340209
OM2_C_4G	0.00220129864417103	0.00495015325184759	0.00369210729459727	0.00533870455411949	0.00621513839635314	0.0104922371394451	0.00927175438554368	0	0.012516970421048	0.0623799166706243	0.00525362350155293	0.0109393505012676	0.00775730007539401	0.0116480082333283	0.00188666849830522	0.0069145291911653	0.00668934048866435	0.00838548450997026	0.0027490407486537	0.0135406610570894
OM2_C_4H	0.0129643996103242	0.0140582475132162	0.0103471650646599	0.0100170497831188	0.0134995033549846	0.0201241110591883	0.00340180488144234	0.012516970421048	0	0.0511428117460543	0.015773446800092	0.021134313887021	0.0167100321944592	0.0237771948093797	0.0131496832628917	0.00717769237455252	0.00728668837342459	0.0171554050120322	0.0102061587431432	0.00684722998620353
OM2_C_5A	0.0633172957436381	0.0628339297331083	0.0609240913970439	0.0603548124568629	0.063873882635462	0.0711745572242513	0.0543744920259798	0.0623799166706243	0.0511428117460543	0	0.0664638378902672	0.0721751438220666	0.0675549486478675	0.0735686763982753	0.0630924899674947	0.0555055286097067	0.0559769121565024	0.06820015589875	0.0600551870894942	0.0551877901522298
OM2_C_5F	0.00342092308306576	0.00864687159105068	0.00674133148697864	0.00643935906178828	0.0040111092457706	0.00553502435663814	0.0123791619501988	0.00525362350155293	0.015773446800092	0.0664638378902672	0	0.00661822394853269	0.00276983863244227	0.00849201376348783	0.00553200046380158	0.0115930028739435	0.0114404392006931	0.00363412520905105	0.00674269814300975	0.0144630715297058
OM2_C_5G	0.00968617196970918	0.0120097194265322	0.0114990371332965	0.0126531552901853	0.0099019128185131	0.00244432912680484	0.0178766137373213	0.0109393505012676	0.021134313887021	0.0721751438220666	0.00661822394853269	0	0.00600814385407081	0.00787944547061845	0.0102259207701424	0.0174816484957029	0.0169164895135009	0.00477234078638989	0.0129459244193302	0.0189084755013786
OM2_C_6E	0.00571015185891654	0.0110962974080453	0.00849730411666117	0.00735427894176136	0.00408310308854004	0.00407248643000084	0.0133960124800349	0.00775730007539401	0.0167100321944592	0.0675549486478675	0.00276983863244227	0.00600814385407081	0	0.00924522402093344	0.00802929237106822	0.0135118305638053	0.0133923738057496	0.00183329965221117	0.00874105715344545	0.014218115971217
OM2_C_6F	0.0108205548109623	0.0133850937077404	0.0142966378615716	0.0143192551413786	0.011624514178143	0.00817798305679251	0.0203951292582255	0.0116480082333283	0.0237771948093797	0.0735686763982753	0.00849201376348783	0.00787944547061845	0.00924522402093344	0	0.0116250256915034	0.0183346516984223	0.0182911555608837	0.00966933414302716	0.0137845474881354	0.0228879809045486
OM2_C_6G	0.00332163893574549	0.00342120682278124	0.00333367156884333	0.00670089025890987	0.00730875077188834	0.01015510074548	0.00998982393082022	0.00188666849830522	0.0131496832628917	0.0630924899674947	0.00553200046380158	0.0102259207701424	0.00802929237106822	0.0116250256915034	0	0.00778287251954943	0.00714005419829587	0.00825626546067835	0.00429170573032335	0.0141541214471783
OM2_C_6H	0.00820201191230993	0.00853954590212616	0.00651352468575673	0.00712069063103252	0.0104531903339283	0.0168164057354743	0.00507975237878764	0.0069145291911653	0.00717769237455252	0.0555055286097067	0.0115930028739435	0.0174816484957029	0.0135118305638053	0.0183346516984223	0.00778287251954943	0	0.00176200257930346	0.0142048766946106	0.00491951562816957	0.0113928669152564
OM2_H_2A	0.00813833176130947	0.00743672566103626	0.00562121437011277	0.00754258045640135	0.0107197275620725	0.0164348667276516	0.00517445053610135	0.00668934048866435	0.00728668837342459	0.0559769121565024	0.0114404392006931	0.0169164895135009	0.0133923738057496	0.0182911555608837	0.00714005419829587	0.00176200257930346	0	0.0138672547050675	0.00516569329105043	0.0114187502624726
OM2_H_2B	0.00654981150943134	0.0110005658562575	0.00858119874116742	0.00839916411384766	0.00552281254585276	0.00302552309992577	0.0138955826078103	0.00838548450997026	0.0171554050120322	0.06820015589875	0.00363412520905105	0.00477234078638989	0.00183329965221117	0.00966933414302716	0.00825626546067835	0.0142048766946106	0.0138672547050675	0	0.00959295427487215	0.0144961823311586
OM2_H_2C	0.00335853206854653	0.00686078316077688	0.00390902692702938	0.00353123158771553	0.00592703602241992	0.012112374888442	0.00696038162210722	0.0027490407486537	0.0102061587431432	0.0600551870894942	0.00674269814300975	0.0129459244193302	0.00874105715344545	0.0137845474881354	0.00429170573032335	0.00491951562816957	0.00516569329105043	0.00959295427487215	0	0.0115211049512512
OM2_H_2F	0.0128847384042435	0.0160810431694062	0.0110765330740211	0.00930911896059406	0.0115442702198807	0.0174426614609433	0.00644550380340209	0.0135406610570894	0.00684722998620353	0.0551877901522298	0.0144630715297058	0.0189084755013786	0.014218115971217	0.0228879809045486	0.0141541214471783	0.0113928669152564	0.0114187502624726	0.0144961823311586	0.0115211049512512	0
