	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.0202186617595535	0.00979935176475562	0.00415692132152363	0.0057811999652402	0.0072806983746926	0.00599195808471746	0.00368365025721429	0.0194051359298503	0.00402067735377253	0.0196186444504597	0.00210417292352176	0.0130275567996641	0.00354810127969636	NA	0.0149073393667288	0.00423954954349017	0.00148295002653837	0.00838042024851862	0.00670133768287033
OM2_B_C	0.0202186617595535	0	0.0104200579300778	0.024374835921603	0.0259987524957477	0.0274978815387653	0.0262094607378402	0.0239016629272688	0.000813640979983465	0.0242386205291959	0.000600103164921608	0.0181147690480103	0.0332430107202935	0.0237661414211359	NA	0.00531190106739867	0.024457446678164	0.0217013747896771	0.0118389687249884	0.0269186675603035
OM2_C_4A	0.00979935176475562	0.0104200579300778	0	0.0139560646498291	0.0155802278390801	0.017079602632357	0.0157909695725689	0.0134828236233662	0.00960644620548526	0.0138198294957507	0.00981997682022897	0.00769523683067946	0.0228258351404192	0.0133472829498451	NA	0.00510825861785489	0.014038687460934	0.0112822417623346	0.001418973971304	0.0165002916430506
OM2_C_4B	0.00415692132152363	0.024374835921603	0.0139560646498291	0	0.0016242930759334	0.00312381203739597	0.0018350536644987	0.000473273740632031	0.0235613638073311	0.000136244808809867	0.0237748584205768	0.00626107408420069	0.00887081382033503	0.000608823357787179	NA	0.0190638286870134	8.26287598938686e-05	0.00267397737505145	0.0125371813192736	0.00254444258105096
OM2_C_4C	0.0057811999652402	0.0259987524957477	0.0155802278390801	0.0016242930759334	0	0.00149952178613261	0.000210760821314472	0.00209756621919959	0.0251853041874398	0.001760537740419	0.025398792627106	0.00788533754542231	0.00724655963723688	0.00223311561559394	NA	0.0206878868074337	0.00154166439270615	0.00429826354299931	0.0141613682593175	0.000920150916482604
OM2_C_4E	0.0072806983746926	0.0274978815387653	0.017079602632357	0.00312381203739597	0.00149952178613261	0	0.00128876111589045	0.00359708380613558	0.026684456617854	0.00326005633169396	0.0268979389880597	0.00938481828037217	0.00574706115564226	0.00373263276306546	NA	0.0221871557348598	0.0030411835686568	0.00579777147720393	0.0156607674436908	0.000579371166834229
OM2_C_4F	0.00599195808471746	0.0262094607378402	0.0157909695725689	0.0018350536644987	0.000210760821314472	0.00128876111589045	0	0.00230832666233595	0.0253960156348382	0.00197129829066519	0.0256095032429105	0.00809609339306893	0.00703580282260638	0.00244387601063794	NA	0.0208986141759572	0.00175242500308435	0.00450902285152953	0.0143721132779656	0.000709390145968336
OM2_C_4G	0.00368365025721429	0.0239016629272688	0.0134828236233662	0.000473273740632031	0.00209756621919959	0.00359708380613558	0.00230832666233595	0	0.0230881841749346	0.000337028939782936	0.0233016805086878	0.00578780666984913	0.00934407296643799	0.00013554963149581	NA	0.0185906163987297	0.000555902492524213	0.00220070466373069	0.0120639338938731	0.0030177149746588
OM2_C_4H	0.0194051359298503	0.000813640979983465	0.00960644620548526	0.0235613638073311	0.0251853041874398	0.026684456617854	0.0253960156348382	0.0230881841749346	0	0.0234251464901889	0.000213537852644431	0.0173012199659191	0.0324296880257588	0.0229526607923763	NA	0.0044982670562384	0.0236439757366265	0.0208878669353621	0.0110253659163671	0.0261052334425098
OM2_C_5A	0.00402067735377253	0.0242386205291959	0.0138198294957507	0.000136244808809867	0.001760537740419	0.00326005633169396	0.00197129829066519	0.000337028939782936	0.0234251464901889	0	0.0236386416023476	0.006124831202934	0.00900705457849988	0.000472578563307947	NA	0.0189276018927081	0.000218873567778385	0.00253773290800037	0.0124009442989931	0.00268068704539308
