	OM2_B_B_1	OM2_B_B_3	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_5A_3	0.000221858474847654	0.00377552185804758	0.00252030807611435	0.00995788464518326	0.00570312004373733	0.0141549128801408	0.00469661050449901	9.90673356846016e-05	0.00323765579408881	0.0157169746440919	0.00562815988699524	0.00110064635961213	0.000724428696179885	0.0101346983178847	0.0231617712182784	0.00178322996370768	0.00767110277521081	0.0127180465322804	0.00184777430953149	0.00653779337150988	0	0.00954153514868242	0.00259695957341164	0.0102708437182311	0.00522033361843545	0.00208434202834003	0.00799444953807736	0.0142566938826406	0.00980987849199744	0.00261695598785335	0.00724823994250566	0.00740223137192486	0.00363388641808135	0.0031350297046029	0.0124904915429518	0.00242417636431025	0.00533824841050583	0.0107763369863459	0.00687892625573327	0.0017403129472986
OM2_C_5F_1	0.00931968351486654	0.0133168906217084	0.0120617426322067	0.0194987769697198	0.00383848751630714	0.0236953372287925	0.00484499991541204	0.00964059932503023	0.0127790540281407	0.0252571949317624	0.015169412469487	0.0106421427517316	0.0102659392381547	0.0196755732874399	0.0327007957634132	0.0113246982905927	0.00187047983213544	0.0222586442656139	0.00769380787124534	0.0160789805829694	0.00954153514868242	0	0.0121383904110176	0.0198117051831591	0.00432127614970478	0.00745724454205329	0.00154712651920064	0.0237971054291363	0.0193507851844132	0.00692463910986072	0.0167893722820676	0.00213935615540033	0.00590771974732018	0.0126764333439877	0.00294907821363917	0.00711741586372584	0.00420336096065205	0.00123484584758623	0.0164200875372156	0.00780126711710146
OM2_C_5G_2	0.00281881748457745	0.00117856629613722	7.66516706563484e-05	0.00736099119326063	0.00830003697428395	0.0115581009572706	0.00729353921717252	0.00249789246013628	0.000640698090545855	0.0131202012069058	0.0030312156963228	0.00149631469827647	0.00187253209988638	0.00753780765779957	0.0205652420179334	0.000813730917663165	0.0102679914002427	0.0101212031097654	0.00444472648232534	0.00394085703135368	0.00259695957341164	0.0121383904110176	0	0.0076739552463698	0.00781725642804725	0.00468129280949099	0.0105913328457091	0.0116598843328283	0.00721298274653852	0.00521390326686007	0.00465131077282159	0.00999912427526078	0.00623082559138071	0.000538071651829161	0.0150872814196302	0.00502112496990769	0.00793516982294888	0.0133731667740623	0.00428199324487165	0.00433726571899807
OM2_C_5G_3	0.010492693890029	0.00649540936524447	0.00775060533371608	0.000312970201458481	0.0159736389990499	0.00388426559522194	0.0149672036042593	0.0101717799762082	0.00703326917208786	0.00544643682144941	0.00464277708865829	0.00917023336301911	0.00954643969081484	0.000136150327120062	0.0128919957236993	0.00848766774949022	0.0179414559304358	0.00244731399389883	0.0121185381731252	0.0037331374610521	0.0102708437182311	0.0198117051831591	0.0076739552463698	0	0.0154908890379946	0.0123550939119911	0.0182647728160081	0.00398605319752976	0.000460981373513133	0.0128876794407023	0.00302268198269327	0.017672608804514	0.0139045499767877	0.00713589383322626	0.0227603223257742	0.0126949103409667	0.0156087950772022	0.0210463724937795	0.00339200074970549	0.0120110821211892
OM2_C_6E_1	0.00499847715155899	0.00899579396543704	0.00774060636585915	0.0151779444037358	0.000482791409104582	0.0193747493811716	0.000523727566364731	0.00531940000055832	0.00845793982006143	0.0209367116941231	0.0108483829125273	0.00632096738037898	0.00594475451673971	0.0153547499626131	0.0283809121200146	0.00700354096683793	0.00245080318354005	0.017937966675133	0.0033725705910322	0.0117579877415004	0.00522033361843545	0.00432127614970478	0.00781725642804725	0.0154908890379946	0	0.00313600342378948	0.00277415605876729	0.0194765241740562	0.0150299449551087	0.00260338996439442	0.0124684098438124	0.00218192698575404	0.00158645763643239	0.00835531588557055	0.00727032225244455	0.00279616952551803	0.000117915931626383	0.00555611172181064	0.0120991091052495	0.00348003163577006
OM2_C_6E_2	0.00186248385237042	0.00585984788444631	0.0046046417114443	0.0120421398950534	0.00361879293338784	0.0162390884939363	0.00261227734490377	0.00218340920818147	0.0053219853601954	0.0178011140857452	0.00771247051498708	0.00318498585290439	0.00280876925312675	0.0122189507286467	0.0252456894721029	0.00386756700447852	0.00558679172171423	0.0148022522886824	0.000236568035021611	0.00862209461942892	0.00208434202834003	0.00745724454205329	0.00468129280949099	0.0123550939119911	0.00313600342378948	0	0.00591014165797839	0.0163408672475287	0.0118941360835515	0.000532614967205087	0.00933253303055776	0.00531791779468166	0.00154954846036439	0.00521935989854014	0.0104062434371634	0.000339834931448648	0.00325391893808042	0.00869206264735267	0.00896322367682642	0.000344029513885108
OM2_C_6G_1	0.00777259584396353	0.0117698481724994	0.0105146841354192	0.0179518382586633	0.00229136571338829	0.0221484923647145	0.00329788196429479	0.00809351465149055	0.0112320044953011	0.0237103898386655	0.0136223967974086	0.00909506814343651	0.00871886072285107	0.0181286381475736	0.0311542163756185	0.00977763115877782	0.000323353637123943	0.0207117651384714	0.00614670671313866	0.0145319794078662	0.00799444953807736	0.00154712651920064	0.0105913328457091	0.0182647728160081	0.00277415605876729	0.00591014165797839	0	0.0222502630764126	0.0178038435098503	0.0053775325596347	0.015242383047844	0.000592230315667653	0.00436060704253214	0.0111293824948756	0.00449619762310291	0.00557031060531259	0.00265624042854218	0.00278197052478633	0.0148730920280334	0.00625416676288195
OM2_C_6G_2	0.014478536447633	0.010481368114437	0.0117365323578674	0.00429902153068128	0.0199592504480172	0.000101788151682103	0.0189528637085536	0.014157633493377	0.0110192148607482	0.00146039467935138	0.00862877469395806	0.0131561192532299	0.013532313746127	0.00412220274573544	0.00890610233120229	0.0124735741129215	0.021926964170308	0.00153874443509698	0.0161043208323852	0.00771915066506268	0.0142566938826406	0.0237971054291363	0.0116598843328283	0.00398605319752976	0.0194765241740562	0.0163408672475287	0.0222502630764126	0	0.0044470317245743	0.0168734312188284	0.00700870577509118	0.0216581317752041	0.0178902584191515	0.0111218369389557	0.0267455327167385	0.0166806700122651	0.0195944244873394	0.0250316961597215	0.00737801921246597	0.0159968689647075
OM2_C_6G_3	0.0100317293851826	0.00603443427634488	0.00728963301769478	0.000148011179856095	0.0155126973112588	0.00434524425850367	0.0145062570073604	0.00971081443293242	0.0065722952096256	0.00590741302711683	0.00418179882887171	0.00870926479070398	0.00908547221865993	0.000324831053074586	0.0133529494112293	0.00802669729669631	0.0174805247754819	0.00290829422481254	0.0116575794352023	0.00327215804681818	0.00980987849199744	0.0193507851844132	0.00721298274653852	0.000460981373513133	0.0150299449551087	0.0118941360835515	0.0178038435098503	0.0044470317245743	0	0.0124267237253432	0.00256170185122604	0.0172116761376271	0.0134435985476723	0.00667492009621421	0.0222994221826898	0.0122339538503171	0.0151478515724246	0.0205854604715901	0.00293102097086999	0.011550122976033
OM2_C_6H_1	0.00239509799550225	0.00639245592980268	0.00513725230789473	0.0125747268669631	0.00308618002873003	0.0167716530890518	0.00207966338103747	0.00271602307985098	0.00585459457006315	0.0183336686835317	0.0082450737300792	0.00371759863256003	0.00334138248645715	0.0127515368896492	0.0257781839577863	0.00440017882744236	0.00505418196876514	0.0153348252800966	0.000769182968544987	0.00915469499797318	0.00261695598785335	0.00692463910986072	0.00521390326686007	0.0128876794407023	0.00260338996439442	0.000532614967205087	0.0053775325596347	0.0168734312188284	0.0124267237253432	0	0.00986513098064605	0.00478530752680191	0.00101693378422624	0.00575196931844815	0.0098736474401584	0.000192780047738346	0.0027213056062261	0.00815946077528217	0.00949582291263265	0.000876644425354617
OM2_C_6H_2	0.00747009424690743	0.00347275109010633	0.00472796185877249	0.00270971267331302	0.0129511742100638	0.00690691934024643	0.0119447093352875	0.007149174388468	0.00401061683399169	0.0084690702430443	0.0016201030133031	0.00614761061147407	0.00652382313971896	0.00288653206854003	0.0159144614405274	0.00546503450622404	0.0149190549095974	0.00546998188964333	0.00909597196521445	0.000710458266857607	0.00724823994250566	0.0167893722820676	0.00465131077282159	0.00302268198269327	0.0124684098438124	0.00933253303055776	0.015242383047844	0.00700870577509118	0.00256170185122604	0.00986513098064605	0	0.0146501985933891	0.0108820268838061	0.00411324269692067	0.0197381116890977	0.00967235731635871	0.0125863193562766	0.0180240885742509	0.000369320084008399	0.00898851353243842
OM2_C_6H_3	0.00718037698652132	0.0111776448711988	0.0099224752420476	0.0173596719559647	0.00169913619705958	0.0215563601467588	0.00270565348042269	0.00750129680054915	0.0106397987184678	0.0231182721606497	0.0130302029333695	0.00850285370575469	0.00812664495472319	0.0175364731343868	0.0305621818391659	0.00918541928345745	0.000268876696014423	0.0201196204343454	0.00555448340667141	0.0139397906941476	0.00740223137192486	0.00213935615540033	0.00999912427526078	0.017672608804514	0.00218192698575404	0.00531791779468166	0.000592230315667653	0.0216581317752041	0.0172116761376271	0.00478530752680191	0.0146501985933891	0	0.00376838010027105	0.010537176259217	0.00508842324278785	0.00497808598234843	0.00206401123839057	0.00337419891365005	0.0142809053335562	0.00566194371694092
OM2_H_2A_1	0.00341202889749673	0.00740937300511276	0.00615417493983999	0.0135916003294584	0.00206924849611121	0.017788481535982	0.00106273037609684	0.00373295328823817	0.00687151416263543	0.0193504771900117	0.0092619805707393	0.00473452620864695	0.00435831113431627	0.0137684087073084	0.0267948736322424	0.0054171042039168	0.00403725537845509	0.016351670542468	0.00178611626818156	0.0101715959258646	0.00363388641808135	0.00590771974732018	0.00623082559138071	0.0139045499767877	0.00158645763643239	0.00154954846036439	0.00436060704253214	0.0178902584191515	0.0134435985476723	0.00101693378422624	0.0108820268838061	0.00376838010027105	0	0.00676888936812959	0.00885674448146101	0.00120971374971078	0.0017043734573601	0.00714254753555405	0.0105127214723484	0.00189357762425743
OM2_H_2A_2	0.00335688736909049	0.000640494785344324	0.000614723314460394	0.00682292893147732	0.00883809493108842	0.0110200531312762	0.00783160020437865	0.00303596269557603	0.000102626450858928	0.0125821604408959	0.00249314545672622	0.00203438578149678	0.00241060290859271	0.00699974587096459	0.0200272475028869	0.00135180236403838	0.0108060423403972	0.00958314959813686	0.00498279399823617	0.00340278788575292	0.0031350297046029	0.0126764333439877	0.000538071651829161	0.00713589383322626	0.00835531588557055	0.00521935989854014	0.0111293824948756	0.0111218369389557	0.00667492009621421	0.00575196931844815	0.00411324269692067	0.010537176259217	0.00676888936812959	0	0.0156253090797435	0.00555919140923137	0.00847322892197278	0.0139112037063208	0.00374392458933553	0.00487533342192472
