	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_3
OM2_C_4E_2	0.0245522972000611	0.00811712467568082	0.003896188799623	0.00671461565671628	0.0143055210430602	0.0337159370085758	0.0294645288570719	0.0151035833020035	0.00924090320669549	0.00613039338311335	0.00496464641629829	0.00919244782951619	0.0306479478129684	0.0160429648846745	0.014924609578042	0.03645704195669	0	0.0147313407447669	0.0209161517032974	0.00494819496967411	0.0163789903875278	0.00861486848568782	0.00901614989610461	0.0139757611632899	0.0592811064683927	0.0534891921325752	0.0422534058638723	0.0111533584518024	0.00888075785694207	0.0132736765507924	0.0147963521362345	0.0118040849786355	0.00962108597234229	0.0213506290304441	0.00725036557262289	0.0128117614158834	0.0139066860044654	0.0105998281547534	0.0162759234354494	0.00986854132993136	0.0122317480685254	0.00523001570252052	0.0164280833215726	0.017022941684332	0.0098878425963279	0.0174780289646438	0.0159161002525482	0.0167211230459399	0.0377587959736747	0.0281066199966483	0.0136339031847955	0.0068967349957915	0.0227793459196789	0.0089591409503198	0.0137685265603938	0.0173886092649269	0.025083925847392	0.0255869356730442
OM2_C_4E_3	0.0184150811748936	0.012078293180851	0.0139061040842311	0.0164775320819862	0.0225916204755461	0.0435784906207334	0.0331205757494424	0.00332296635548516	0.0106935492489164	0.013788287042331	0.0196418489584726	0.0155525795571605	0.0438514915015487	0.0042510278573399	0.0264085507844045	0.0288217051232718	0.0147313407447669	0	0.0117702738225539	0.0189365683733493	0.00433599158558756	0.00987341287629521	0.00752290697500308	0.0207520556631311	0.0734166710083089	0.0676563877675915	0.0553986468841206	0.00824123318555195	0.00718422799621695	0.00568577708251944	0.0066402885763826	0.00812483003907163	0.017498719896532	0.00942860854483828	0.00825942915177777	0.0230116068674419	0.024751325544131	0.00492881608395017	0.0112393771634064	0.00876248649171432	0.0243360258559456	0.0152007380708666	0.0259283999370121	0.0273041548112255	0.00494158048157075	0.00536185722165399	0.00718619254177239	0.00985341792329049	0.0336933395556865	0.0179535943263451	0.00618948508597832	0.0079863495034336	0.032256238080652	0.0131324084717884	0.00889435262181121	0.0263151971939978	0.027455245453106	0.0395204286665227
OM2_C_4F_1	0.00705953510723134	0.0220326349347706	0.021586779247053	0.0254112666054778	0.0322780265541819	0.0527611201303806	0.0270749543477959	0.00925089002252992	0.0212362020030896	0.0180009770808669	0.0255472822895483	0.0254954916266731	0.0508471065308946	0.00852331476113507	0.0350538896057375	0.0182984360881461	0.0209161517032974	0.0117702738225539	0	0.0256641671274516	0.0156097131079494	0.0151123947703948	0.0168955503637867	0.0298967310089411	0.0775908159249929	0.0721312975214242	0.0613234036261201	0.00994401606508563	0.0142351378175954	0.0173677495667176	0.0127635990959998	0.0139208400839293	0.0273089520128777	0.00628638970089299	0.0173311142980083	0.0314806797590405	0.0318040572966825	0.012799340833721	0.0228743295589187	0.0166905356404986	0.0326951327493182	0.0238361583236045	0.0340159318749393	0.0364689836506156	0.0138958630077057	0.0162237123642942	0.0186254876974184	0.00595210705868452	0.0232973516291928	0.00853365656153689	0.0084342708378159	0.0149091261778877	0.0410804523870526	0.0138276594631938	0.0109496138988928	0.0349518692019869	0.0199666067769788	0.0458647983139722
OM2_C_4F_2	0.0291919260228296	0.0100835334527721	0.00670874650630073	0.00602973651631082	0.0111206162401883	0.0291257209571142	0.0325995519871351	0.0194493121822626	0.0113926059285795	0.0105023251239612	0.00245073105679869	0.00864030655464181	0.0257287010170505	0.020726800990648	0.0104056640059596	0.0412768800167684	0.00494819496967411	0.0189365683733493	0.0256641671274516	0	0.0200425233390011	0.0133481943728435	0.0129624558640739	0.0115680095547494	0.0549103736882797	0.0490601838706262	0.0375030549489522	0.0160375770302244	0.0135519263757891	0.0164939660294715	0.0193594181181796	0.0164252057779859	0.00826836489789098	0.0261640106193865	0.0108252208913215	0.00892001996652112	0.0100200871629462	0.0147672938730112	0.0180103571827412	0.0140479881927798	0.00777266857815323	0.00540508458856876	0.012604457802099	0.0127684997659903	0.0142254379021301	0.0208465492616184	0.0186904777539068	0.0216519430038225	0.0422073011536123	0.0330187766639864	0.0184994419800045	0.0114575313560689	0.0184985702845729	0.0134731943937577	0.0186444501514629	0.0136178581220082	0.0285695719307069	0.0207980662605172
OM2_C_4F_3	0.0223650936629903	0.0114520114186013	0.0146611973014622	0.0163626851926079	0.0218252672831807	0.0426954716009284	0.0363870747826025	0.00751378040350628	0.00980324592153112	0.0158851495001485	0.0210012219066084	0.0149391054960312	0.0441303620859157	0.00763142766502542	0.0261464898690794	0.0318155142843434	0.0163789903875278	0.00433599158558756	0.0156097131079494	0.0200425233390011	0	0.011904104333129	0.00801364858140599	0.0204753676792013	0.0746297481260085	0.0687816123385096	0.0560778256435822	0.0120166981674161	0.00928095237583143	0.00393005313942984	0.00784995630977992	0.00974360777186364	0.0167457230450748	0.0120186350001042	0.00944640758521048	0.0230777396229953	0.0255460974090699	0.00809381894920482	0.00837970475533377	0.00941251003379975	0.0242689334099794	0.015466403739178	0.0261076109313972	0.0267176140958822	0.00715136712836512	0.00297043143536636	0.00476582260228165	0.013534036416501	0.0370806336351322	0.0207594612114171	0.00994727620339735	0.0104268692629045	0.0317987420680544	0.0165683336836059	0.0115553169682101	0.0261463632238601	0.0313757815693809	0.040128428580982
OM2_C_4G_1	0.0191630442059963	0.00937324884855013	0.00761298015880324	0.0120511567985687	0.0208150858012326	0.0413108619664134	0.0261195054383847	0.0106648169007508	0.00990376703045217	0.00449949571973266	0.012927349422162	0.0139405879847876	0.0388922489430634	0.00939956851795089	0.0224414644417967	0.0294733796418125	0.00861486848568782	0.00987341287629521	0.0151123947703948	0.0133481943728435	0.011904104333129	0	0.00540483443800903	0.0204851831767471	0.067279634719539	0.0615076890679338	0.0507357852564315	0.00588939187531957	0.00296738787715672	0.010672338671423	0.00693966676236414	0.00356135929960149	0.0146264000656258	0.0140993973953424	0.00759908102948792	0.0205088645844244	0.0221748118348107	0.00813184745130694	0.0159386022021438	0.00380298869578056	0.0196691212801664	0.0109453892228962	0.0242574393854632	0.0242865182232393	0.00591483552759902	0.0140550576428232	0.0140298917141072	0.00978080417130025	0.0317232573755754	0.0208812031729962	0.00699797022582995	0.00529941838737761	0.0304613780009269	0.00705047579348257	0.00549026447065728	0.024928340290423	0.0223525931100581	0.0337011738034867
OM2_C_4G_2	0.0222930821152435	0.00540477459690721	0.00689792383916836	0.00974804916030913	0.0174970777358248	0.0385358028436759	0.0315140270470474	0.00955385540830537	0.00508603513664846	0.00842590140906591	0.0135004719142248	0.0102006106798182	0.0379661931166865	0.0093601704524773	0.0203810623587099	0.0328032488809459	0.00901614989610461	0.00752290697500308	0.0168955503637867	0.0129624558640739	0.00801364858140599	0.00540483443800903	0	0.017056326458203	0.0678324902217461	0.0619696110084111	0.0501012441879715	0.0085956785697954	0.00338545616283049	0.00573202138680395	0.0071258094721569	0.00550664374959503	0.01135533204465	0.01493196695518	0.00419916339924285	0.0180496389284919	0.0204628542920261	0.00634841756005495	0.0105721300105411	0.0029387707677677	0.0179807010182746	0.00875439096462309	0.0217477209743841	0.0216659529022736	0.00348594185999255	0.00995671454967626	0.0091655429250968	0.0126232893949827	0.0360918314618938	0.0230142592806323	0.00864557201296865	0.0047401842001421	0.0276502952589225	0.0110190019097021	0.00874051827046175	0.0220677126442485	0.0273116746666545	0.0333958934671125
OM2_C_4G_3	0.0349333230939691	0.013100251173968	0.0143334571725537	0.0108344019482992	0.00508120242107567	0.0232573295671683	0.0432012905562453	0.0216150407979623	0.0128441264802412	0.0197668788028481	0.0140095741789692	0.00775299301321077	0.0255510719120026	0.0242399686351648	0.00982451644671501	0.0475744203357897	0.0139757611632899	0.0207520556631311	0.0298967310089411	0.0115680095547494	0.0204753676792013	0.0204851831767471	0.017056326458203	0	0.0567843106561908	0.0509819386326696	0.0367675218021456	0.0219725690833218	0.0190139381634513	0.0166752612483229	0.0239521318226261	0.0223065970208356	0.00890071378655457	0.0298587602386754	0.0138287422954394	0.00499526065979193	0.00768965977748756	0.0174522448278478	0.0144169798730018	0.0195356567298805	0.0102406859706016	0.0106810081746315	0.00607826810883856	0.00910387377558752	0.0178095775775899	0.0198331453586944	0.0167272224901437	0.0273864669269248	0.0501931357809437	0.0377251901718094	0.0234443608859892	0.0164898162175774	0.011671790646813	0.0216223447723017	0.0249503231439633	0.00578589893712135	0.0378004642395432	0.0231498293724232
OM2_C_4H_1	0.0783873381431082	0.0641932249562504	0.0612083526946134	0.059142921660921	0.0554691334047353	0.0432045565551606	0.0711258582081821	0.0732280122336511	0.0655034415077996	0.0631785402924993	0.0545899486549086	0.0606298431387427	0.0326665320946692	0.075008330754872	0.0501830887022736	0.090147082547008	0.0592811064683927	0.0734166710083089	0.0775908159249929	0.0549103736882797	0.0746297481260085	0.067279634719539	0.0678324902217461	0.0567843106561908	0	0.00605961274899188	0.0215826262144943	0.069164702877188	0.0681288591679502	0.0708725161487147	0.073921953292682	0.0706962738654325	0.0593537750748656	0.079956091870584	0.0654277847099851	0.0526987217362745	0.0501415726994846	0.0687793066282205	0.0704438865033031	0.0685985733908231	0.0515173752657355	0.0595633591168807	0.0508696132230415	0.0507951141458249	0.0689107198452191	0.0748925716950577	0.0722713164569772	0.0743569640252738	0.0869598088603134	0.0850334486262513	0.0722646981121781	0.0658466458810821	0.0479156621893798	0.0646756642168492	0.0722476753688349	0.0515903966301493	0.0698062140899072	0.0352681495136384
OM2_C_4H_2	0.0731473896566651	0.0582552201989742	0.0553262535531325	0.0531913037759482	0.0495390323294201	0.0377682167237615	0.0663210684355522	0.0675601811315976	0.0595811495274889	0.0574404583695836	0.0487663068559498	0.0547001484549772	0.0267225331299929	0.0692975716871404	0.0441936420256022	0.0849794281677738	0.0534891921325752	0.0676563877675915	0.0721312975214242	0.0490601838706262	0.0687816123385096	0.0615076890679338	0.0619696110084111	0.0509819386326696	0.00605961274899188	0	0.0163745860501627	0.0635359354291053	0.0623416575884711	0.065010148432179	0.0681155396381457	0.0648989496112008	0.0533790120310273	0.0743157591042047	0.0596143991247518	0.0468245787885767	0.044404806093924	0.0630647280119752	0.0645491835747015	0.0627394892164164	0.0455239089183497	0.0536497605032445	0.0451127502576185	0.0448342279404858	0.0631247844931062	0.06907868848708	0.0664316409454949	0.068783317209988	0.082068513566001	0.0795868523293331	0.0665963841043513	0.0600955872543221	0.0421685929030918	0.0591184447507346	0.0665411739945186	0.0458081949761337	0.0649370257712048	0.0292472603793287
OM2_C_4H_3	0.0635466223270415	0.0459500784410244	0.0439120362815513	0.041017592746529	0.0356142189216273	0.0222961239053076	0.0612537042567681	0.0555104538942126	0.046966658254729	0.047215259379436	0.0378878135256662	0.0416134667752115	0.0134273827962639	0.0577084382772574	0.0310462761856912	0.0762761011165201	0.0422534058638723	0.0553986468841206	0.0613234036261201	0.0375030549489522	0.0560778256435822	0.0507357852564315	0.0501012441879715	0.0367675218021456	0.0215826262144943	0.0163745860501627	0	0.0526715371424504	0.0509721896286041	0.0521947892576312	0.0568045975260769	0.0539005189737756	0.0405425155846942	0.0630686433994619	0.0473594092810421	0.0331951125618716	0.0309365950799966	0.0509744530966047	0.0508401659584388	0.0513983997069208	0.0330163615960163	0.0414966027163348	0.0307827977696282	0.0309918628746715	0.0512095638559694	0.0559815847409592	0.05309088676611	0.0582748301290964	0.0750316195862706	0.0692803576362686	0.0554717399853644	0.0484618722066913	0.0269320674807185	0.0490196936751703	0.0559394888546365	0.0312119759242191	0.0582517155611034	0.0180718723598458
OM2_C_5A_1	0.0141660933864351	0.0132213626083409	0.0118052229502888	0.0159083481036017	0.0235607182229411	0.0440282559490628	0.0255167581113884	0.00708367811916366	0.0129993314974941	0.00831794344108579	0.0158114217799479	0.016797508018245	0.0415923920099168	0.00677102364836027	0.0256565796812183	0.0258837281603623	0.0111533584518024	0.00824123318555195	0.00994401606508563	0.0160375770302244	0.0120166981674161	0.00588939187531957	0.0085956785697954	0.0219725690833218	0.069164702877188	0.0635359354291053	0.0526715371424504	0	0.0053623174309624	0.0116227290481266	0.00801996347863769	0.00659898191574728	0.0182157643162764	0.0108522221238761	0.00889927544630763	0.0226750551701927	0.0234054394117284	0.00614489291745834	0.0173275595060638	0.00839906114131174	0.0231090051564854	0.0143591858504448	0.025754854449763	0.0273430913501525	0.00621402515297064	0.0134074323615137	0.0142051709358725	0.00574394961192136	0.0286259948215135	0.0169964429376299	0.00336314419233259	0.00574128173528092	0.032613158638397	0.00534566476602577	0.00531280635188029	0.026678169523958	0.0196926485403273	0.0364841989613745
OM2_C_5A_2	0.0191730680762462	0.008269891445338	0.0078691090217194	0.0117222285442279	0.0198137505120355	0.0406835272179623	0.0285312885845237	0.00823300013866029	0.00818577673867777	0.0067161022321619	0.0136516489595939	0.0126739468099562	0.0391635102301013	0.00764080679206852	0.022203003551629	0.029923192058889	0.00888075785694207	0.00718422799621695	0.0142351378175954	0.0135519263757891	0.00928095237583143	0.00296738787715672	0.00338545616283049	0.0190139381634513	0.0681288591679502	0.0623416575884711	0.0509721896286041	0.0053623174309624	0	0.00793239439226549	0.00603257887476852	0.00367919705590208	0.0138421894100318	0.0130013345760268	0.0053818614026509	0.0197215908331627	0.0214804348063308	0.00544413949627027	0.0134112092467936	0.00335731069008882	0.01964369767447	0.0104586528676196	0.0232838546332649	0.0237493837795636	0.0029538590682547	0.0112200162319802	0.0111889684294778	0.00962174244281257	0.032901158055325	0.0205244375797385	0.00587193140413542	0.00342929557855418	0.0295977333448846	0.0080789671568457	0.00597823920204341	0.0238708025165756	0.0240169470361953	0.0342762112716789
OM2_C_5A_3	0.023807482618404	0.00797972052034699	0.0115305737509924	0.0126993313078699	0.0179435776097638	0.0388923816379396	0.0363161471212247	0.00846667929033332	0.00612661805599109	0.0139373205154911	0.0176664336980164	0.0110336356118046	0.0402256585473475	0.00949846694901657	0.0222516652934696	0.0342323345550246	0.0132736765507924	0.00568577708251944	0.0173677495667176	0.0164939660294715	0.00393005313942984	0.010672338671423	0.00573202138680395	0.0166752612483229	0.0708725161487147	0.065010148432179	0.0521947892576312	0.0116227290481266	0.00793239439226549	0	0.00909934140181479	0.00959993605071032	0.012945074346971	0.0147821018555448	0.00623903089495275	0.0191602951587453	0.0217515951922619	0.00670681167263059	0.0060049074605112	0.00807903507393619	0.0204317614358568	0.0117977986492339	0.0222614420588006	0.0228205961323202	0.00559694101431372	0.00478679695989413	0.00348504705623736	0.0147200033075734	0.0387617513956196	0.0234545114431588	0.0106059225637848	0.00821914381389126	0.027944482423103	0.0152503742227425	0.0121357065979146	0.0222940909407261	0.0312873983954003	0.0363065689777151
OM2_C_5F_1	0.0181761554145161	0.0122760880587024	0.0131311679664489	0.0166484394245591	0.0245809217444637	0.0456229236005246	0.0291730237739989	0.0084388273949726	0.0118375313149564	0.0114186452438345	0.0193845732413713	0.0172696908244388	0.0447579152640991	0.00514273499620119	0.0273944545291442	0.0267902866413522	0.0147963521362345	0.0066402885763826	0.0127635990959998	0.0193594181181796	0.00784995630977992	0.00693966676236414	0.0071258094721569	0.0239521318226261	0.073921953292682	0.0681155396381457	0.0568045975260769	0.00801996347863769	0.00603257887476852	0.00909934140181479	0	0.003475628724758	0.0183543915080248	0.00908227824002972	0.0104181094033661	0.0251246122808333	0.0272470155707885	0.00889726947698681	0.014803257325638	0.00579566149735398	0.0248750485755058	0.0157134464045762	0.0287276681260871	0.0287525411011284	0.00669408762594561	0.010525561203811	0.0119173018063125	0.0082587692630623	0.0309381709509649	0.0169499647850351	0.00569967481905626	0.00914856517818162	0.0347542327416738	0.0123024107947634	0.00450878376104925	0.0291076735336874	0.0253640105852005	0.0399051317601312
OM2_C_5F_2	0.0186293653975738	0.0104479561028526	0.0102311597535694	0.014193765202023	0.0226812074048929	0.0435196719809669	0.0273563475987155	0.00950471112148718	0.0105155531792027	0.00798632487114769	0.0162236478223321	0.0154915289055405	0.0418857551499733	0.00713235793229923	0.0249038217361033	0.0280089975318346	0.0118040849786355	0.00812483003907163	0.0139208400839293	0.0164252057779859	0.00974360777186364	0.00356135929960149	0.00550664374959503	0.0223065970208356	0.0706962738654325	0.0648989496112008	0.0539005189737756	0.00659898191574728	0.00367919705590208	0.00959993605071032	0.003475628724758	0	0.0163275427114121	0.0115720617812585	0.00881989796426534	0.0228918166576904	0.0248838387991433	0.00834601474033297	0.0152253010335845	0.00339929694079035	0.0222358967774075	0.0132317445671687	0.0266334232011256	0.0265107950826558	0.00577755771465191	0.0122711148252079	0.0128815888584663	0.00863949942727934	0.0311519113346088	0.0188544045346364	0.00582601234657304	0.0070787219810065	0.0327012851612348	0.00970647376979255	0.00371700755499117	0.0271305988501538	0.0237581555301266	0.0368497052265492
OM2_C_5F_3	0.0323162393437768	0.00609882982673721	0.0077181175987189	0.00326806687724191	0.00677538147402102	0.0273792273175293	0.0382756782400707	0.0192255305096047	0.00704909467079995	0.0139997290065985	0.0101090366557707	0.00275181100930675	0.0279206101319665	0.0203784512002773	0.00967286933804635	0.0437231392744224	0.00962108597234229	0.017498719896532	0.0273089520128777	0.00826836489789098	0.0167457230450748	0.0146264000656258	0.01135533204465	0.00890071378655457	0.0593537750748656	0.0533790120310273	0.0405425155846942	0.0182157643162764	0.0138421894100318	0.012945074346971	0.0183543915080248	0.0163275427114121	0	0.0260959933835979	0.0100469945010567	0.00853035623685875	0.0126885174495951	0.0148504128201016	0.0121645610459051	0.0130630550670778	0.00791620872970988	0.00443287587148931	0.0127115622811525	0.0105563873094367	0.0136453221156466	0.0174005760515109	0.0145363625988473	0.0233612628212952	0.0461070401799232	0.0341698909872456	0.0194268829215601	0.0125992303461217	0.0171178819492372	0.0179615828655225	0.0195888099645463	0.0124495246543377	0.0345503222146378	0.0242264024785446
OM2_C_5G_1	0.0121860289629307	0.0202615499845132	0.0208695141899269	0.0244852535439555	0.031631681343162	0.0526482707887582	0.02953508012542	0.00862797904031697	0.0193528408735421	0.0180459483885722	0.0261941481094606	0.0244510301719988	0.0517679102616099	0.00575580890788098	0.0348417711139471	0.0198668731404265	0.0213506290304441	0.00942860854483828	0.00628638970089299	0.0261640106193865	0.0120186350001042	0.0140993973953424	0.01493196695518	0.0298587602386754	0.079956091870584	0.0743157591042047	0.0630686433994619	0.0108522221238761	0.0130013345760268	0.0147821018555448	0.00908227824002972	0.0115720617812585	0.0260959933835979	0	0.0166093463677177	0.0316854972633014	0.0329481288930573	0.0126015598556775	0.0202248837198915	0.0144004437771215	0.0324583355059747	0.0231949196115033	0.0346553205288891	0.0360852056499789	0.0126023861391499	0.0132194208664521	0.0160741959849506	0.00659119366569166	0.0258853643949104	0.00875790428588938	0.00778102679177905	0.0148049650274816	0.0412583503130177	0.0158051464535543	0.00924036462224003	0.0352538462724481	0.0241485180873386	0.0469074919873323
OM2_C_5G_2	0.0226740679212457	0.00562616233947677	0.00662960059619286	0.00866323728509527	0.0151931379069704	0.0361451879031176	0.0326876616208786	0.00936102810216858	0.00486295572407948	0.0091875322118921	0.0118510719718513	0.00818423932155739	0.0356474781602534	0.0108772359186671	0.0183550419085083	0.0343609056016912	0.00725036557262289	0.00825942915177777	0.0173311142980083	0.0108252208913215	0.00944640758521048	0.00759908102948792	0.00419916339924285	0.0138287422954394	0.0654277847099851	0.0596143991247518	0.0473594092810421	0.00889927544630763	0.0053818614026509	0.00623903089495275	0.0104181094033661	0.00881989796426534	0.0100469945010567	0.0166093463677177	0	0.0151566445831951	0.0170568351578806	0.00484856893353993	0.0100550366158138	0.00682719740826017	0.0161941371179591	0.00714868325284881	0.01845625571419	0.0195187846003835	0.00409059575132261	0.0102538033578079	0.00878320186377675	0.0139304496962732	0.0374785534796082	0.0245130694790588	0.00984836234576482	0.00337223758101945	0.0248288556644357	0.0105592571825083	0.0112243419926231	0.0189546355019428	0.027483043490218	0.0312819993809901
OM2_C_5G_3	0.0358757312694629	0.013704438690288	0.0134662815106548	0.00974603912651443	0.00444866012822344	0.0214103453754398	0.0413992483915452	0.0238117244974371	0.0142134237273282	0.018767671218089	0.0111272359946602	0.00869417079032907	0.0214614937285108	0.025994995236314	0.00547131675387922	0.0484675326340652	0.0128117614158834	0.0230116068674419	0.0314806797590405	0.00892001996652112	0.0230777396229953	0.0205088645844244	0.0180496389284919	0.00499526065979193	0.0526987217362745	0.0468245787885767	0.0331951125618716	0.0226750551701927	0.0197215908331627	0.0191602951587453	0.0251246122808333	0.0228918166576904	0.00853035623685875	0.0316854972633014	0.0151566445831951	0	0.00488199565794225	0.0192541317453279	0.0178169042496083	0.0200404627512462	0.00593077809064267	0.00994271675006573	0.00442050740279493	0.0058448303456969	0.0192381346128545	0.0229680310852114	0.0199897441978285	0.0283300584363529	0.0501944268996861	0.0392621061285085	0.0246176645492606	0.0172865803646824	0.0100378545865976	0.0212291010104076	0.0255359844472486	0.00480088086730081	0.0367363197994875	0.018471171325062
OM2_C_6E_1	0.0355803145926255	0.0169535787989525	0.0157671997343083	0.0130825459375684	0.00921439000327084	0.0220986008539285	0.0408867201475226	0.0249149746081627	0.0173812450907189	0.0199778415358365	0.0118536976042595	0.0123967354363334	0.0203979793053378	0.0274640932149318	0.00870483002323231	0.048656687205263	0.0139066860044654	0.024751325544131	0.0318040572966825	0.0100200871629462	0.0255460974090699	0.0221748118348107	0.0204628542920261	0.00768965977748756	0.0501415726994846	0.044404806093924	0.0309365950799966	0.0234054394117284	0.0214804348063308	0.0217515951922619	0.0272470155707885	0.0248838387991433	0.0126885174495951	0.0329481288930573	0.0170568351578806	0.00488199565794225	0	0.0204525351707631	0.0210514218720107	0.0224386426332658	0.00915606157596263	0.0127637841588828	0.0040583501929484	0.00937417325695048	0.0210072905346273	0.0252458725152811	0.0225318947561582	0.0291205475673674	0.0498968433225521	0.0399367175177555	0.025746898923503	0.0185950389947949	0.0107795366351971	0.0213088487910708	0.0270111544090336	0.00605800314808083	0.0355869373831413	0.0173137758749815
OM2_C_6E_2	0.0185478059296744	0.0101517536775657	0.0107714606987135	0.0134632903821649	0.0195862333287269	0.0403406244175779	0.0315454450867438	0.00473127472075481	0.00907920919271339	0.0108186945614872	0.0154931426356157	0.0128041330647893	0.0397318272457357	0.0071566827053867	0.0228971073223892	0.0304266008243331	0.0105998281547534	0.00492881608395017	0.012799340833721	0.0147672938730112	0.00809381894920482	0.00813184745130694	0.00634841756005495	0.0174522448278478	0.0687793066282205	0.0630647280119752	0.0509744530966047	0.00614489291745834	0.00544413949627027	0.00670681167263059	0.00889726947698681	0.00834601474033297	0.0148504128201016	0.0126015598556775	0.00484856893353993	0.0192541317453279	0.0204525351707631	0	0.0118053010096688	0.00822173051340712	0.0207860610871117	0.011873888200476	0.0220694458566641	0.0240129562867835	0.00308070079660474	0.00858828153349663	0.00866704737949278	0.0103845648848028	0.0341484761665649	0.0203003541220965	0.00640917458923677	0.00403743213604712	0.0287888834523682	0.00970338285858006	0.00930826695961543	0.0227259176507511	0.0254277887518336	0.035289158149119
OM2_C_6E_3	0.0294756399801236	0.00965432140624562	0.0143283846500255	0.013431113530113	0.0155479211816471	0.0354812622150346	0.041929844028715	0.0137248272879066	0.00767371954221894	0.0184815390569198	0.0197421141801692	0.0102360466983274	0.0388450444963371	0.0152899362036236	0.0208798254418444	0.0399354836834904	0.0162759234354494	0.0112393771634064	0.0228743295589187	0.0180103571827412	0.00837970475533377	0.0159386022021438	0.0105721300105411	0.0144169798730018	0.0704438865033031	0.0645491835747015	0.0508401659584388	0.0173275595060638	0.0134112092467936	0.0060049074605112	0.014803257325638	0.0152253010335845	0.0121645610459051	0.0202248837198915	0.0100550366158138	0.0178169042496083	0.0210514218720107	0.0118053010096688	0	0.0130372537139981	0.019777612719141	0.0130513694980927	0.0204492633899306	0.020663098235484	0.0112149142975568	0.00762643347217987	0.00447235617010177	0.0206793422044451	0.044717616343114	0.0289209209181255	0.0165610476451175	0.0130385198041514	0.0251014748668949	0.0203713881633747	0.0180578182394395	0.0199683742340565	0.0368968456771743	0.035753160247951
OM2_C_6F_1	0.0216229592887431	0.00715771250859082	0.00752088729660491	0.011064524025771	0.0195411315535211	0.0403580530918422	0.029483729073406	0.0106878572279232	0.00744953130666275	0.00738937690153096	0.0141085104991382	0.0123881640668535	0.0391523831112279	0.00933674271269789	0.0218469757451508	0.0313930694816574	0.00986854132993136	0.00876248649171432	0.0166905356404986	0.0140479881927798	0.00941251003379975	0.00380298869578056	0.0029387707677677	0.0195356567298805	0.0685985733908231	0.0627394892164164	0.0513983997069208	0.00839906114131174	0.00335731069008882	0.00807903507393619	0.00579566149735398	0.00339929694079035	0.0130630550670778	0.0144004437771215	0.00682719740826017	0.0200404627512462	0.0224386426332658	0.00822173051340712	0.0130372537139981	0	0.0192370031399643	0.0102742578524622	0.0239265362868449	0.0233677451722277	0.00520455791791852	0.0118329526683572	0.0115601158621987	0.0117126743768028	0.0343931033000805	0.0220834396871561	0.0082946870765824	0.00619102481613568	0.0297072856903559	0.0106249013610243	0.00703344720436249	0.0242849193001428	0.0260264416123007	0.0343056921645467
OM2_C_6F_2	0.0367187975198723	0.0132598472040789	0.0120862866442535	0.00830012656229113	0.00684127439301653	0.0221628908471115	0.0393026713551952	0.0254743264470868	0.0145556905855872	0.0172978797046258	0.00914362985515297	0.00970921990353145	0.0202608488806667	0.0267961416522607	0.00306942711973915	0.0485891284929564	0.0122317480685254	0.0243360258559456	0.0326951327493182	0.00777266857815323	0.0242689334099794	0.0196691212801664	0.0179807010182746	0.0102406859706016	0.0515173752657355	0.0455239089183497	0.0330163615960163	0.0231090051564854	0.01964369767447	0.0204317614358568	0.0248750485755058	0.0222358967774075	0.00791620872970988	0.0324583355059747	0.0161941371179591	0.00593077809064267	0.00915606157596263	0.0207860610871117	0.019777612719141	0.0192370031399643	0	0.00929782621711784	0.00961837512194239	0.00581990368529562	0.019971075052262	0.0248590415835558	0.0220342140011635	0.0286325090071098	0.0496909877349774	0.0399178663038693	0.0251223624527461	0.0179151080118388	0.0127125591626914	0.0210992899366606	0.0250859644010245	0.00971942650526099	0.0360679927158601	0.0163247366253997
