	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.012986358077076	0.00719778343822941	0.0190334701025679	0.0105717201877886	0.0350453763230595	0.0066216823359204	0.0385300260094254	0.0214057459815231	0.00318151563307574	0.00428720482922882	0.0201418395820427	0.0243902789107335	0.00897853922593098	0.0081403165061365	0.00636914718187852	0.0332097674489453	0.029757073442486	0.0219671619339704	0.00314341393079546
OM2_B_C	0.012986358077076	0	0.00981918232269796	0.00693451507098682	0.00279323562652054	0.0224303262132191	0.00712929886280008	0.0278569288860315	0.0106484407884504	0.0156484971770569	0.0169248291420457	0.00777084187711573	0.0114148340927053	0.00401376008488962	0.00505606484723454	0.00664858009544518	0.0207202089816302	0.0177308660259973	0.0100188337628011	0.0127342843036173
OM2_C_4A	0.00719778343822941	0.00981918232269796	0	0.0167483032896614	0.0070499028693254	0.0319763169461675	0.00777995501008976	0.0375934362993689	0.0202380843527402	0.00810487079772621	0.00927226707355822	0.0175768840038893	0.0201771745952314	0.00697119102037342	0.00536888359562318	0.00518162611679594	0.0303628694972802	0.0275308599615163	0.0198353213545501	0.00474366799248998
OM2_C_4B	0.0190334701025679	0.00693451507098682	0.0167483032896614	0	0.00970223051199757	0.0160317536491726	0.0125003313205517	0.0209682046614636	0.00428914981582307	0.0219682484886409	0.0232103323755166	0.00124276963245005	0.00746497817553883	0.0103773202564804	0.0117542982361564	0.0130503286898583	0.0141805186227774	0.0108824208200823	0.00308970309483909	0.0193359284382265
OM2_C_4C	0.0105717201877886	0.00279323562652054	0.0070499028693254	0.00970223051199757	0	0.0251866638716617	0.0055368772911577	0.0305651859456427	0.0132566432793572	0.013057147336966	0.0143395380313683	0.0105627480833849	0.0139029669529755	0.00209480434216385	0.00243886468254225	0.00422209384467018	0.0234957545672516	0.020522010612002	0.012791067521581	0.0100313745070603
OM2_C_4E	0.0350453763230595	0.0224303262132191	0.0319763169461675	0.0160317536491726	0.0251866638716617	0	0.0285288530895072	0.0119387246287282	0.0147392858105795	0.0379289483167121	0.0391839168462287	0.0149086489524378	0.0123712277360847	0.0262436658576498	0.0274743208369469	0.0289401043008118	0.00205666596713825	0.00626298996213894	0.0132429330811622	0.0351478758366642
OM2_C_4F	0.0066216823359204	0.00712929886280008	0.00777995501008976	0.0125003313205517	0.0055368772911577	0.0285288530895072	0	0.0320057208679119	0.0147948615114143	0.00970970378499181	0.0108904274864054	0.0136472464545356	0.0183864513934317	0.00345028558431098	0.00386130965924054	0.00271130265871269	0.0266619133374674	0.0231501671115171	0.0153802922094324	0.00773273809102309
OM2_C_4G	0.0385300260094254	0.0278569288860315	0.0375934362993689	0.0209682046614636	0.0305651859456427	0.0119387246287282	0.0320057208679119	0	0.0174091644015772	0.0416799577714947	0.0428118621587048	0.0203533751410339	0.0213366394788595	0.0308591564477405	0.0323821124916999	0.0333572940533864	0.0114661282732167	0.0112494718802697	0.0179514851398222	0.0395719566426969
OM2_C_4H	0.0214057459815231	0.0106484407884504	0.0202380843527402	0.00428914981582307	0.0132566432793572	0.0147392858105795	0.0147948615114143	0.0174091644015772	0	0.0245004348579574	0.0256823329886591	0.0044519100547191	0.00996351129352879	0.0134530382049419	0.0149824878509908	0.0159677797179476	0.0127114058410474	0.00872688011233027	0.002870794349827	0.0222197550018367
OM2_C_5A	0.00318151563307574	0.0156484971770569	0.00810487079772621	0.0219682484886409	0.013057147336966	0.0379289483167121	0.00970970378499181	0.0416799577714947	0.0245004348579574	0	0.00128314310712456	0.0230405990768732	0.0269576718388974	0.0117095994031532	0.0106337433120807	0.00901756599335234	0.0361286179950373	0.0327627088308931	0.0249492024519815	0.00338474841686522
