	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_3
OM2_C_4H_1	0.0465655629129709	0.0452090258090964	0.0404918047389495	0.0359167850728612	0.0266759859888558	0.0182833690589045	0.0209090266655938	0.0179333083308576	0.0188051899036571	0.00823750755991783	0.0144123942593579	0.0141202030384083	0.0431003619998632	0.0400424179755699	0.0110016076027175	0.0228019949477489	0.024378828086795	0.0181792812767612	0.020228844649306	0.0274067265377966	0.0611020212961533	0.0492633991901706	0	0.0126504513873089	0.0255950182186634	0.0399661080263648	0.0229576482759408	0.0178663160501659	0.0105838491704708	0.00742919595206171	0.0291295860004472	0.0106598592870827	0.00860603757883227	0.0302075189733394	0.139373854854518	0.163432097476161	0.130313474545305	0.021448450593183	0.0167140459754451	0.0205261947184702	0.0208707688435209	0.101409432856394	0.0254646990687287	0.0854502001944735	0.0895972207876689	0.081573214430807	0.0116493950892894	0.0275166615466005	0.0159566909294496	0.0128479317709675	0.0103912952692495	0.0341203210018558	0.0109359398755906	0.0175146947120284	0.0273532109711364	0.0138601840417182	0.0491723126246147
OM2_C_4H_2	0.0572434210732055	0.05595039792536	0.0514056793448452	0.0469847018104922	0.0375928061390652	0.0177161498466798	0.0268881319100997	0.0269348025822308	0.0158338243798768	0.0151620970441165	0.00357030228708364	0.0186004453204458	0.0317273530109333	0.0288209423102878	0.0108373126928569	0.0116595650663635	0.0172718114765417	0.00633416755294311	0.00868473916106116	0.0172650765953701	0.0724422973841802	0.0603045359957432	0.0126504513873089	0	0.0227941437967168	0.0506187083614086	0.0331687244266591	0.0250803599629179	0.0175810025400549	0.00847434481438556	0.0195280195828716	0.00630556018662293	0.00664345449346303	0.0217504925453529	0.150467826099271	0.174598206659124	0.141628250607219	0.0305988030116444	0.0198609981116425	0.0259921988811441	0.0132351711104512	0.0897338268242859	0.0170316776131511	0.096503412865439	0.100534182993379	0.0927314124818154	0.00570804570363302	0.0360324012093455	0.0217004663581993	0.0191048976059115	0.0190225249289357	0.0243569004117599	0.0216891776548481	0.0276935598471841	0.032033957443583	0.0203248684780928	0.0389205059395437
OM2_C_4H_3	0.0643138352175771	0.0581513723765421	0.0540600558612905	0.0520570371887042	0.040556287536394	0.0106579055219824	0.0432935101761418	0.0384473283187387	0.00751986932955749	0.0288055966276478	0.0208610051144734	0.0173709807647209	0.0359370877328943	0.0303474929182107	0.0301053497775802	0.0257369142037442	0.0111319308975007	0.0209274158191169	0.0223670654802906	0.0188913917681995	0.0758222720925814	0.0601700884544489	0.0255950182186634	0.0227941437967168	0	0.0510774410168122	0.0376778655453874	0.0219501733393788	0.0237028773163895	0.0194072410169676	0.0164328462370233	0.0232171047439973	0.0196868367060941	0.0161741976321381	0.153552204903053	0.17740011254445	0.14468191116594	0.0304109681638804	0.0159758003871353	0.0189365963930324	0.0159477756713667	0.0931616462133708	0.0168934667330699	0.0974527529083642	0.0995207063214243	0.0913830215604058	0.0243339901748345	0.0495318952354649	0.0178111366815207	0.0256514432999056	0.0238635384253326	0.0209900730814363	0.0317810611437183	0.0307819193344263	0.0197792853641045	0.0343429727227053	0.0319394001754095
OM2_C_5A_1	0.0203425412587202	0.00778006396440439	0.00589990782279217	0.0105391530344128	0.0139274569525741	0.0435831143762634	0.0383442329236025	0.0293918197172866	0.0492186706948107	0.0374438552179985	0.0522775783645691	0.0373660764741348	0.080661136231233	0.0764773948936538	0.0463835696457501	0.0604587578747121	0.0558926746293929	0.054858494975621	0.0582522711135087	0.063252963242814	0.0253474912366811	0.0129161912767394	0.0399661080263648	0.0506187083614086	0.0510774410168122	0	0.0178732972905947	0.0298237629446634	0.0353820032324607	0.0438599367683591	0.0626291819423552	0.0477981998476689	0.0457014832037493	0.0626451454533547	0.10295308877507	0.12722001759285	0.0941954720127219	0.0214162194960825	0.0367814467694898	0.0349682876798856	0.0533549611787531	0.138737394085546	0.0599536441096291	0.0472846019301397	0.0504897393887742	0.042826784718016	0.0500274422557547	0.0310629549669401	0.0340519094033814	0.0334997504152269	0.0321818150339652	0.0676517316642554	0.0382426152823725	0.023128659213215	0.0340259346115415	0.0357849990908286	0.0815800401559358
OM2_C_5A_2	0.0269376330739453	0.0230851727546576	0.0186327844221366	0.0149980798580593	0.00711493137238444	0.0287997671263533	0.0228143440960885	0.0132925959595528	0.0342842065640072	0.0196811365828072	0.0350149641352758	0.0224745470008473	0.0637472444477152	0.0599144952241196	0.0286950713242251	0.0431423326954877	0.0405190875938673	0.0375758639475986	0.0410157667981334	0.0468549030419215	0.0401525659117327	0.0284863602448291	0.0229576482759408	0.0331687244266591	0.0376778655453874	0.0178732972905947	0	0.0168529403981944	0.0187837060651118	0.0269896349352669	0.0468265247672295	0.0303715300776626	0.0285952771581367	0.047181403780957	0.118489995641311	0.142759709740219	0.109685352242629	0.00892124239315494	0.0223227139276281	0.0235699088878072	0.0370588573213857	0.12174319170652	0.0438184882940948	0.0637130591195247	0.0678503925545836	0.0602445201302676	0.0325202376414808	0.0197216970241961	0.0200431094634919	0.016752594615458	0.0156269593459172	0.0519118245123253	0.0234992356745855	0.00741741800652537	0.0254154932626027	0.0183761666951958	0.0664645355107435
OM2_C_5A_3	0.0434602677754389	0.0365960953648651	0.0323734576185238	0.0305824716038168	0.0187805398716092	0.0154697741939885	0.0307268042532104	0.0226239416175245	0.0198097315273699	0.0188109140703745	0.0259147403751207	0.0110016163431204	0.0525029979023855	0.0478368956470841	0.0262453154182984	0.0344771665837053	0.0272035479218815	0.0280956866183828	0.0313459753339092	0.0345944156952684	0.0542653187649273	0.0391631515041951	0.0178663160501659	0.0250803599629179	0.0219501733393788	0.0298237629446634	0.0168529403981944	0	0.013870905682029	0.0178882251789563	0.0337141839735558	0.0236468774613549	0.0197290786436909	0.0342248730901608	0.132424761819667	0.156495067163427	0.123563316501467	0.00929443631681051	0.0085382932141604	0.00934437266217408	0.0262644638383674	0.111145387821499	0.0320236147491515	0.0765879066822918	0.0790870349934585	0.0710444534429709	0.0258352408625831	0.0329444455111954	0.00520449905577592	0.0135667500366465	0.0086993370027799	0.0391359084929049	0.0220423272968042	0.0100502404394208	0.0116315304336046	0.0223600594906805	0.0525277473197692
OM2_C_5F_1	0.0435933184011175	0.0412127661467012	0.0370542693504113	0.0328948335588812	0.0239407929798165	0.0139161473112693	0.0218698800821924	0.0152306912433725	0.0188717822730839	0.00832318666484618	0.0182300852633397	0.00791008457578385	0.0461354102923163	0.0424373159243322	0.0147508755889363	0.0256074786340207	0.0233287957548667	0.0211642943613169	0.0239151928742912	0.0295769567778142	0.0581932581744707	0.046201290044954	0.0105838491704708	0.0175810025400549	0.0237028773163895	0.0353820032324607	0.0187837060651118	0.013870905682029	0	0.010584296863332	0.0295582162337661	0.0132716042334818	0.0126257357606815	0.0294423147623855	0.136247897776551	0.160501041938064	0.127453807543468	0.0157243510494727	0.0113286284867657	0.0163958377964071	0.0191939755939209	0.103970953510246	0.0258222016809832	0.081790228163052	0.0857333721472826	0.0779287809605171	0.016208418870431	0.026265219132288	0.0117525342778276	0.00467293425176628	0.00837258159177288	0.034090157883599	0.0146830930667032	0.0135957417929964	0.0212985359408167	0.0129728350117578	0.049340973374638
OM2_C_5F_2	0.0520570569109875	0.0496273554913421	0.0451386684724111	0.0410266092848691	0.0310862516587462	0.0126212903426489	0.025799298188942	0.022637821366271	0.012425497045805	0.0114165855483022	0.00891259006089129	0.01093209648017	0.0374885565989537	0.0339276227447203	0.0119279043215066	0.0175662412719249	0.0170098264339624	0.0125812115851254	0.0147678638748192	0.0209867011720103	0.0663833186833676	0.0537149488074222	0.00742919595206171	0.00847434481438556	0.0194072410169676	0.0438599367683591	0.0269896349352669	0.0178882251789563	0.010584296863332	0	0.0219647918297627	0.0067285941659009	0.00361570786462575	0.0230165903025394	0.144741228431757	0.168894491744512	0.135820691956518	0.0234554641930442	0.0134118118604562	0.0185546384572992	0.013799378537488	0.0960590891804913	0.0187874500659917	0.0902925461905395	0.093992771777056	0.0860066518020277	0.00874555007293644	0.032927038497762	0.0145025424428644	0.0130801416766568	0.0123380449754579	0.0270291708446647	0.0158647909883872	0.020817906142813	0.0249813564033813	0.0177157151951424	0.0421297913774791
OM2_C_5F_3	0.0727489143035176	0.0690007381397842	0.064863714311793	0.0615276673446687	0.0509499843772288	0.0198697690979551	0.0448521194104467	0.0430814937019411	0.0151201473105665	0.0317395244441451	0.0165503211398439	0.0258205410081577	0.0209527990680552	0.0156942095780792	0.028417939350514	0.0147999412049439	0.00730302764035309	0.0146304291539338	0.0134437033748772	0.00700252292295641	0.0866386144325345	0.0726450207631679	0.0291295860004472	0.0195280195828716	0.0164328462370233	0.0626291819423552	0.0468265247672295	0.0337141839735558	0.0295582162337661	0.0219647918297627	0	0.0214793626318748	0.0211775253156832	0.00518862320051217	0.164650632891908	0.188801897787339	0.155956015123808	0.0412540610392129	0.0261235487107171	0.0308014244293729	0.0116388378569754	0.0780843425960459	0.00826765096276303	0.109530580605617	0.112378247533649	0.10447784600752	0.0216837320199913	0.0532257940622257	0.029354731900061	0.0313592212984493	0.031999219149495	0.00623237368572933	0.0360334970475157	0.0404006002866577	0.0341879806784207	0.037184632468468	0.020263198869607
OM2_C_5G_1	0.0539715873848046	0.0531845949782728	0.0487809569239781	0.0440929832741219	0.0353050047656259	0.0162465669666552	0.0241027853418033	0.0232395623816992	0.0164251860297411	0.0117227242400027	0.00645932257832658	0.0157243856816446	0.0344227754615852	0.0315787116521132	0.00746032734148967	0.0131562529880723	0.017793065052181	0.00995584484399114	0.0117078762324775	0.0197534121299693	0.069607495675203	0.0580222954452005	0.0106598592870827	0.00630556018662293	0.0232171047439973	0.0477981998476689	0.0303715300776626	0.0236468774613549	0.0132716042334818	0.0067285941659009	0.0214793626318748	0	0.00605763036917309	0.0223323945227427	0.147512000238759	0.171679152298607	0.138677346355484	0.0280449546302718	0.0183972059821994	0.0244722853607739	0.0123925830497867	0.0920878788403716	0.0173443379698882	0.0936903467042489	0.0979642455631194	0.0901623012380495	0.00404285375868463	0.0326320255338641	0.0201310513938283	0.0154980796350715	0.0171352749715302	0.0256730669828949	0.0181596867298687	0.025192809444555	0.0304336133204547	0.0170797017658449	0.04110425517578
OM2_C_5G_2	0.0534012869815131	0.0514664666128836	0.0468077405517678	0.0427120630199126	0.0328516937845726	0.0132402762631394	0.0256547765906885	0.023890477165198	0.0126586085033848	0.0121418469327626	0.00724197267794241	0.0135629586110952	0.03557431561831	0.0320993471115589	0.0112091808377681	0.0163276837134395	0.0169190245666003	0.0103296243636614	0.0129453762858416	0.0192679526651421	0.0680441397796451	0.055249250134487	0.00860603757883227	0.00664345449346303	0.0196868367060941	0.0457014832037493	0.0285952771581367	0.0197290786436909	0.0126257357606815	0.00361570786462575	0.0211775253156832	0.00605763036917309	0	0.0223804465195812	0.146351243050692	0.170359235993269	0.137362284821947	0.0254666891553225	0.0150768623199905	0.0212945189425461	0.0132282344613827	0.0943319568785641	0.0174966827957971	0.0917965375696308	0.0957298418662603	0.0877383637152596	0.00659378883772641	0.0339139022890334	0.0159900705819316	0.015111233489289	0.0137618616542615	0.0262409133319988	0.0180433044569818	0.0226698353546089	0.0269297870414528	0.0179337463520042	0.0410704179518868
OM2_C_5G_3	0.0728573854432597	0.0692009011315612	0.0651431344808754	0.0618394842209772	0.0514744266308919	0.0195084202213813	0.0456226344726331	0.0434577895339391	0.0157769581747004	0.0324794951370332	0.0184551774349231	0.0256973331111363	0.0221235306823982	0.0170044007839642	0.0293424120253882	0.0165494969840112	0.00733199779168589	0.017002289643211	0.0157540193080262	0.00917311884974616	0.0867915442743854	0.072839757314179	0.0302075189733394	0.0217504925453529	0.0161741976321381	0.0626451454533547	0.047181403780957	0.0342248730901608	0.0294423147623855	0.0230165903025394	0.00518862320051217	0.0223323945227427	0.0223804465195812	0	0.1646152418092	0.188695603755045	0.155889858008804	0.041442828639922	0.0264939473156049	0.0310411296267454	0.011421092815179	0.0784386757726537	0.0068563322530607	0.109427684221766	0.112348737204578	0.104403482769891	0.0227367412869881	0.0537172599428324	0.029607048350849	0.031624757021408	0.0327516012320455	0.00565251728209143	0.0362687685974853	0.0408369743105386	0.0337974475132607	0.0378278688644311	0.0202227983419102
OM2_C_6E_1	0.0944448036129796	0.0963093494536814	0.100558224034739	0.104058246710024	0.114741932336367	0.145986481501333	0.129444091183072	0.125168998266086	0.151560488041324	0.136195180606789	0.152635142551776	0.139520067715296	0.181202156844287	0.177696446009837	0.143798931257906	0.160170960660636	0.158084184926808	0.155325585560503	0.158576387718088	0.164798613850499	0.0789207049341986	0.0947349525156587	0.139373854854518	0.150467826099271	0.153552204903053	0.10295308877507	0.118489995641311	0.132424761819667	0.136247897776551	0.144741228431757	0.164650632891908	0.147512000238759	0.146351243050692	0.1646152418092	0	0.0260206115001527	0.0114758977824709	0.124066915490644	0.139346552903663	0.137004835177112	0.154789817952939	0.237189998178008	0.161463716366944	0.0574970342360493	0.0578841344753483	0.065716125692269	0.149312952104113	0.118705281609203	0.136631235004847	0.134248050416562	0.133675389162892	0.169480237778464	0.135246987043164	0.124905593400026	0.135779774893702	0.132352700177067	0.183620269076596
OM2_C_6E_2	0.118708322052464	0.120826987810011	0.124819729911709	0.128452512398877	0.138938912627805	0.170002455930349	0.153366275917918	0.149512953008378	0.175520784709075	0.160392228182924	0.176761905604124	0.163810615268459	0.205052501406212	0.201565826912307	0.167903448338039	0.18440728405307	0.182251921011442	0.179390145890381	0.182657163334897	0.188705964235464	0.103255174206673	0.118335692806152	0.163432097476161	0.174598206659124	0.17740011254445	0.12722001759285	0.142759709740219	0.156495067163427	0.160501041938064	0.168894491744512	0.188801897787339	0.171679152298607	0.170359235993269	0.188695603755045	0.0260206115001527	0	0.0336989015916573	0.148326230146712	0.163529364253787	0.16130417810544	0.178979211362809	0.260965776334087	0.185394491021984	0.0808498548356893	0.0809219328460357	0.0886575106598055	0.173298686154934	0.143008909857541	0.160604128580316	0.158672069479767	0.157752752553395	0.193636182280736	0.159367131703273	0.149111828988031	0.159779932736838	0.156467776323155	0.207610760052248
OM2_C_6E_3	0.0856767168696069	0.0876927896462996	0.0916784516097728	0.0952062662055712	0.10578535317979	0.137192743522989	0.120722103077992	0.116497815635026	0.142607177683179	0.127387136373918	0.143779476390843	0.130782041557199	0.172324377049536	0.1688353283067	0.134975834627905	0.151472820005597	0.149378320299648	0.1465206555154	0.149723186745471	0.155868791710564	0.0698874637253478	0.0855068959660996	0.130313474545305	0.141628250607219	0.14468191116594	0.0941954720127219	0.109685352242629	0.123563316501467	0.127453807543468	0.135820691956518	0.155956015123808	0.138677346355484	0.137362284821947	0.155889858008804	0.0114758977824709	0.0336989015916573	0	0.11532335244771	0.130651981914142	0.128323216472354	0.146127406939062	0.228777109724213	0.152557386108515	0.0485137559015542	0.0497893560974108	0.0569230028096138	0.140344439651356	0.110194271119943	0.127704897138288	0.125655103551824	0.124725766501813	0.16082711210274	0.126119261726386	0.116014870374528	0.127161282327209	0.123603144273621	0.175016103443254
OM2_C_6F_1	0.0348142659071538	0.0280188080225795	0.0240496778010085	0.0220730126902703	0.011355691345495	0.0225019808365076	0.0280731902845358	0.0181844760191376	0.0280783434898288	0.0197918910191185	0.0318359087647329	0.0163105241526385	0.0596813829921959	0.055319544527631	0.0286377540935325	0.040081629421709	0.0345685848750619	0.0342916448736223	0.037653305656432	0.0421039567847521	0.0459353400155832	0.0320513253769477	0.021448450593183	0.0305988030116444	0.0304109681638804	0.0214162194960825	0.00892124239315494	0.00929443631681051	0.0157243510494727	0.0234554641930442	0.0412540610392129	0.0280449546302718	0.0254666891553225	0.041442828639922	0.124066915490644	0.148326230146712	0.11532335244771	0	0.0154953852066835	0.0154589666719224	0.0323461454146487	0.117948951822215	0.0389467187728712	0.06855990638367	0.0715111838593295	0.0636822970659614	0.0305549811487695	0.0271156782626849	0.0131758763591564	0.0140583121377422	0.012196617871777	0.0463736700332221	0.0229593254267792	0.00516701217157928	0.0165577661575304	0.0210705872168486	0.0603709351785447
OM2_C_6F_2	0.0490909772592774	0.0434086492904657	0.0393950326483211	0.0369690178375243	0.0259785561183794	0.0078352081838867	0.0308607415300327	0.0241077706360085	0.013735442389768	0.0170594413213611	0.0200085973649782	0.00615845709625794	0.0453785763601749	0.040597604358483	0.0226057557235107	0.0277310136677961	0.0195226094203553	0.0215981663148966	0.024932999066076	0.0276132258595703	0.0613580120403357	0.0469208693225145	0.0167140459754451	0.0198609981116425	0.0159758003871353	0.0367814467694898	0.0223227139276281	0.0085382932141604	0.0113286284867657	0.0134118118604562	0.0261235487107171	0.0183972059821994	0.0150768623199905	0.0264939473156049	0.139346552903663	0.163529364253787	0.130651981914142	0.0154953852066835	0	0.0101334108652242	0.0183229340556599	0.10351385569111	0.0247261309552606	0.0837237138690891	0.0864233989506491	0.0785848249534409	0.020965999620041	0.0351130054467411	0.00528667030027663	0.0114283115309548	0.0102101475129113	0.0313538327367399	0.0228969548795449	0.0158689088167612	0.0127513091678339	0.0216633987959478	0.0449553615880808
OM2_C_6F_3	0.0493812176896846	0.0416525628985729	0.0381084935852881	0.0362641100129913	0.0249914343945604	0.0151868934655324	0.0363522704837099	0.0276860103248232	0.0176888007753766	0.0228579845823341	0.0259482579796361	0.00989738170443554	0.0506163229162551	0.0458311042133146	0.028703743178247	0.0333136464203966	0.0240769938893359	0.0285126678797769	0.0307436618125613	0.0330143421220045	0.0593792720273014	0.0447317959008267	0.0205261947184702	0.0259921988811441	0.0189365963930324	0.0349682876798856	0.0235699088878072	0.00934437266217408	0.0163958377964071	0.0185546384572992	0.0308014244293729	0.0244722853607739	0.0212945189425461	0.0310411296267454	0.137004835177112	0.16130417810544	0.128323216472354	0.0154589666719224	0.0101334108652242	0	0.0249132319148071	0.108364787057327	0.0301961381582362	0.0817274784317174	0.0834146766372575	0.0753729785184269	0.0271756150339487	0.0381384125870641	0.00999057772439659	0.0167048463559371	0.0149437469037278	0.0357878777295258	0.0226924654752604	0.016841228035807	0.00964794650952813	0.0276861389971978	0.0489084455813128
OM2_C_6G_1	0.0622330040504478	0.0595236209246553	0.0554372330245665	0.051708472593743	0.0419855832174237	0.0122995482318951	0.0345845595210218	0.0324246316663921	0.0121486047112942	0.0215745381525466	0.0105187203232339	0.0172102147656413	0.0285900405164276	0.0243540962925427	0.0191595243486294	0.012419591794643	0.00752344592385232	0.00989765219395822	0.0112621306977335	0.0127533421599896	0.0769799920764348	0.063936368627564	0.0208707688435209	0.0132351711104512	0.0159477756713667	0.0533549611787531	0.0370588573213857	0.0262644638383674	0.0191939755939209	0.013799378537488	0.0116388378569754	0.0123925830497867	0.0132282344613827	0.011421092815179	0.154789817952939	0.178979211362809	0.146127406939062	0.0323461454146487	0.0183229340556599	0.0249132319148071	0	0.0860003265806711	0.00876085705210348	0.10000269830429	0.103501724820725	0.0957407035493829	0.0138511742611885	0.0425795185548312	0.0217659543140126	0.0210290674495366	0.0231675826754092	0.015451534096845	0.0278831254865026	0.0312684912692923	0.0285163158278511	0.0266547929961457	0.0306821284452901
OM2_C_6G_2	0.144496639478876	0.144373706080336	0.140197563145249	0.135711993965276	0.126674079563484	0.0970121733611607	0.110239291289497	0.113796785874744	0.0924519327909772	0.103138814388256	0.087582356737189	0.102590243953443	0.0594479173326117	0.0639877335203385	0.0954244166709656	0.0792632765920717	0.0849023963099808	0.0848478240065914	0.0815935380186813	0.0771404361624271	0.161033865678921	0.148890790197907	0.101409432856394	0.0897338268242859	0.0931616462133708	0.138737394085546	0.12174319170652	0.111145387821499	0.103970953510246	0.0960590891804913	0.0780843425960459	0.0920878788403716	0.0943319568785641	0.0784386757726537	0.237189998178008	0.260965776334087	0.228777109724213	0.117948951822215	0.10351385569111	0.108364787057327	0.0860003265806711	0	0.0802403687781864	0.184416330922788	0.18837925074099	0.180769003890383	0.0905123608402337	0.120696432054601	0.106673016219574	0.105735786420724	0.107545994657136	0.0732099080691234	0.106761415271247	0.116273652994373	0.111758412442445	0.106704111494927	0.0632289840973864
OM2_C_6G_3	0.0689445485004415	0.0663599127620136	0.0620167760673492	0.0583627497145477	0.0482840872923436	0.0176878285789897	0.0404506880080944	0.039222075036109	0.0140005644280951	0.0279108929529307	0.0136310547899012	0.0235010849585838	0.0220765347935396	0.0177149059241537	0.0240183751099433	0.0126795376257685	0.00836889360229945	0.0123979343826261	0.0110051313004575	0.00657863966864074	0.0834782478580051	0.0699010835496106	0.0254646990687287	0.0170316776131511	0.0168934667330699	0.0599536441096291	0.0438184882940948	0.0320236147491515	0.0258222016809832	0.0187874500659917	0.00826765096276303	0.0173443379698882	0.0174966827957971	0.0068563322530607	0.161463716366944	0.185394491021984	0.152557386108515	0.0389467187728712	0.0247261309552606	0.0301961381582362	0.00876085705210348	0.0802403687781864	0	0.106432149929505	0.109924567131379	0.101884957749115	0.0170071022852887	0.049217465346648	0.0271775862237297	0.0285005097232437	0.0291497314761202	0.0104871504898276	0.0318749405548308	0.037642591802145	0.0336097434891634	0.0330966657277334	0.0251174222600952
OM2_C_6H_1	0.0433034668865964	0.0415696831017828	0.0454562443472713	0.0502613046562333	0.0596844007945802	0.090265039910344	0.0782095907662056	0.0725259158909097	0.0959555240272413	0.0825704159817419	0.0984712894831539	0.0844629013138351	0.126833146333914	0.122846154177448	0.0908994319608068	0.106591795038325	0.102851279177117	0.100944506782177	0.104435988667035	0.109732365173474	0.0257864072272154	0.0382592420881251	0.0854502001944735	0.096503412865439	0.0974527529083642	0.0472846019301397	0.0637130591195247	0.0765879066822918	0.081790228163052	0.0902925461905395	0.109530580605617	0.0936903467042489	0.0917965375696308	0.109427684221766	0.0574970342360493	0.0808498548356893	0.0485137559015542	0.06855990638367	0.0837237138690891	0.0817274784317174	0.10000269830429	0.184416330922788	0.106432149929505	0	0.0121894274726765	0.0135349057776502	0.0954955657355939	0.0685306622160922	0.0807348960880538	0.0799545273606351	0.0785703825186545	0.114508304053243	0.0825022744666165	0.0697996118151331	0.0796698451159232	0.0792976963038659	0.128180220253986
OM2_C_6H_2	0.0505798161378113	0.0453242003496105	0.0495462969611231	0.0551058552291845	0.0632092299231443	0.0931920813188586	0.0845732742703554	0.0778221656474313	0.098623540944717	0.087240832991564	0.102382110982814	0.087404579400799	0.130592435503604	0.126290742242927	0.0958929698023306	0.110644676354378	0.105623581082755	0.104874315684295	0.108346063727822	0.113110893044623	0.0318351300206706	0.0411849456636864	0.0895972207876689	0.100534182993379	0.0995207063214243	0.0504897393887742	0.0678503925545836	0.0790870349934585	0.0857333721472826	0.093992771777056	0.112378247533649	0.0979642455631194	0.0957298418662603	0.112348737204578	0.0578841344753483	0.0809219328460357	0.0497893560974108	0.0715111838593295	0.0864233989506491	0.0834146766372575	0.103501724820725	0.18837925074099	0.109924567131379	0.0121894274726765	0	0.00940864823308442	0.0999734329422687	0.0749739314020401	0.0835207246828687	0.0838008455890412	0.0821955316479364	0.117424770916281	0.086677891526899	0.0733170779377688	0.0809315798517641	0.0846373963670453	0.130560842663481
OM2_C_6H_3	0.0444657268493109	0.0381873122656976	0.0420202953335361	0.047776622708915	0.0553059354509713	0.0852537805499804	0.0776033479435162	0.0705788611509154	0.0904461736971456	0.0796274305200013	0.0945057175186851	0.0794722414711437	0.122624757671669	0.118314277399519	0.0882873276864145	0.102904796602149	0.0976938626696116	0.0970891218649888	0.100458553971957	0.105063376702838	0.0256041326339731	0.0328961194137439	0.081573214430807	0.0927314124818154	0.0913830215604058	0.042826784718016	0.0602445201302676	0.0710444534429709	0.0779287809605171	0.0860066518020277	0.10447784600752	0.0901623012380495	0.0877383637152596	0.104403482769891	0.065716125692269	0.0886575106598055	0.0569230028096138	0.0636822970659614	0.0785848249534409	0.0753729785184269	0.0957407035493829	0.180769003890383	0.101884957749115	0.0135349057776502	0.00940864823308442	0	0.09208398982969	0.0683679693572662	0.0754354254015399	0.0762495199277172	0.0742420215878744	0.109544067692741	0.0785293840396712	0.0654155259576831	0.0729954307169631	0.0773017374637266	0.122700462776581
OM2_H_2A_1	0.0556931628250898	0.055384130669193	0.0507611292566247	0.0460565965769954	0.0372659131130965	0.0182766689336639	0.0247074316452271	0.0252644718542011	0.0173705944347939	0.0136890580095571	0.00599085024112758	0.0187379271370814	0.0326564798410166	0.0301239384125064	0.00786705341907402	0.0125203987300551	0.0189208188920603	0.00902886298029288	0.0103449852722299	0.0186700405213714	0.0714359254990384	0.0597468481242133	0.0116493950892894	0.00570804570363302	0.0243339901748345	0.0500274422557547	0.0325202376414808	0.0258352408625831	0.016208418870431	0.00874555007293644	0.0216837320199913	0.00404285375868463	0.00659378883772641	0.0227367412869881	0.149312952104113	0.173298686154934	0.140344439651356	0.0305549811487695	0.020965999620041	0.0271756150339487	0.0138511742611885	0.0905123608402337	0.0170071022852887	0.0954955657355939	0.0999734329422687	0.09208398982969	0	0.0341824393982425	0.0221560837790149	0.0186800930633505	0.019033593447198	0.0257728157558663	0.0195241718296894	0.0273895135518657	0.0329574281109643	0.0185148465873905	0.0407592371503553
OM2_H_2A_2	0.0254413851125246	0.0320964596135751	0.0289160233989048	0.02214781793261	0.0239937128927556	0.0395360592726839	0.0123988295228027	0.0111521688764343	0.0441766136311964	0.0219462836759961	0.0383750519318088	0.0332997163205028	0.0658975828696755	0.0636300180595818	0.0270174597053149	0.0441881766560765	0.048196140004073	0.0410504049407675	0.0437193600346552	0.0521093119734355	0.0440864481757283	0.0402594914022061	0.0275166615466005	0.0360324012093455	0.0495318952354649	0.0310629549669401	0.0197216970241961	0.0329444455111954	0.026265219132288	0.032927038497762	0.0532257940622257	0.0326320255338641	0.0339139022890334	0.0537172599428324	0.118705281609203	0.143008909857541	0.110194271119943	0.0271156782626849	0.0351130054467411	0.0381384125870641	0.0425795185548312	0.120696432054601	0.049217465346648	0.0685306622160922	0.0749739314020401	0.0683679693572662	0.0341824393982425	0	0.0342626022579216	0.024549139860411	0.0270522254951792	0.0574841985743169	0.0261544810831487	0.0237971460832672	0.0423699525522371	0.0169444256136703	0.0729108132405988
