	OM2_B_C_1	OM2_B_C_2	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5F_1	OM2_C_5F_2	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_2	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_6G_3	0.0346766146728372	0.00943330891182078	0.0300985252342747	0.0292663486059865	0.0343126361313262	0.037353380267514	0.0341022651792122	0.0371377833676547	0.0189839415778585	0.012189333269347	0.0734182252441383	0.00842611163121608	0.0184459889840149	0.0282533565460834	0.025116791560711	0.0486441086322001	0.0633670323556862	0.0335787955728069	0.0434064224809887	0.0240685397677688	0.0228556873283104	0.0236913285244662	0.0195846803249779	0.0366500124739111	0.0328296668187266	0.0438205067836739	0.0072657336994944	0	0.0402348430737471	0.0330718606576948	0.0392681266499108	0.0523206435081944	0.0777643857554833	0.0824399874297384	0.00873788826630475	0.115824593768685	0.0996786368687766	0.0904781066001215
OM2_C_6H_1	0.0715640007741672	0.0326799911120827	0.019394374915791	0.0128102186945445	0.0234807085956351	0.0173522869542791	0.0152398044177482	0.00339602491824407	0.0583799923180295	0.0492044816449788	0.113309339316913	0.0318710858239974	0.0507429840230963	0.0400047156928709	0.0381304385268896	0.0887821091978293	0.103488424538726	0.00692723628776937	0.00327617670215589	0.0282995323908861	0.0181651841880465	0.0369091778088079	0.0251449059496456	0.0267072925781271	0.00983813097653136	0.0249054870032924	0.0372870126348544	0.0402348430737471	0	0.0210922666847022	0.0135341404318638	0.0828153271450182	0.114565315736365	0.119498404352117	0.0358068359650575	0.155363126155525	0.139640132185836	0.127683446758485
OM2_C_6H_2	0.0568496908680734	0.0236437403593831	0.00372586213579923	0.0229254476640322	0.0372836972896988	0.0338416724736733	0.030124196025165	0.0206719937571568	0.0471718281279651	0.0372296674071279	0.104355380979733	0.0257320565842565	0.0494535705768059	0.0472462514498892	0.0443404935579209	0.0781070205102156	0.0934519164424673	0.0197871185696547	0.0236879860172686	0.0108374867343284	0.0145114439840306	0.0426929012028497	0.0291952455740746	0.0410165862330646	0.012204181865955	0.0108910387476179	0.0342036138161794	0.0330718606576948	0.0210922666847022	0	0.00975819956185605	0.0642928140573726	0.0983723341871733	0.103430654638498	0.0335474210847201	0.142153317507241	0.127911893830548	0.111634852640306
OM2_C_6H_3	0.0659309317894872	0.0301541641745221	0.0103324605047861	0.0205023803189984	0.0343475186017056	0.029406305783256	0.0262993774623741	0.0144778736573989	0.0551539283280929	0.0453123266568121	0.11197006574175	0.0311440736558092	0.0537497827620744	0.0477676593378755	0.0452495722167413	0.086163661100238	0.101373686957873	0.0152846963436116	0.0153797043105037	0.0199558297490091	0.0171662961709747	0.0437418198700248	0.0303258480685708	0.037948426916374	0.00869820610758583	0.0114712575586978	0.0387736065234439	0.0392681266499108	0.0135341404318638	0.00975819956185605	0	0.0740239243554194	0.107850532109988	0.112890785007135	0.0377387554932017	0.151038523925372	0.13640199508577	0.121095402288146
OM2_H_2A_2	0.0226071241039755	0.0538224058526644	0.0643482855037766	0.0764955476860095	0.0855707956091996	0.0870375264248033	0.0832318148996665	0.080851373863648	0.03782068805693	0.0402099978278052	0.0660661069263985	0.057069730938172	0.0632873970551386	0.0798389354426413	0.0769212023748904	0.0430541607959844	0.0544491413360558	0.0780847471557724	0.0859671826044325	0.0547726881226885	0.0658035961260888	0.0756531921867125	0.0706535873536227	0.0883344703393095	0.0730590893647874	0.0696529541995526	0.0595153059800202	0.0523206435081944	0.0828153271450182	0.0642928140573726	0.0740239243554194	0	0.0372751547514727	0.0423007281458414	0.0610443603270814	0.0858791307095153	0.0767898790476327	0.0501193509073106
OM2_H_2B_2	0.0434275775758628	0.082705002843164	0.0976948189938116	0.105934140039114	0.111785115204771	0.114947453586304	0.111575088698306	0.112083615794721	0.0590720087296229	0.0664160853089504	0.0469662995864936	0.0848089550383469	0.0811924498673811	0.100906712099203	0.098676844920296	0.0399730372671043	0.0396819997458841	0.108889130085068	0.117816649540751	0.0879945270451475	0.0966122291824574	0.0978775412511365	0.0972886214149829	0.113773002053017	0.105252312131569	0.105141594390009	0.0839648789816111	0.0777643857554833	0.114565315736365	0.0983723341871733	0.107850532109988	0.0372751547514727	0	0.00511728419487301	0.0857236123904605	0.0492874650966173	0.0437832911302644	0.0133162795564078
OM2_H_2B_3	0.0482648564618653	0.0875555841480915	0.102726624024854	0.110747889722614	0.116363938071944	0.119638617775226	0.116304366996011	0.116991646622098	0.0636651136412807	0.0712112243939053	0.0471191771290086	0.0895867435642018	0.0852962911336485	0.10512929807368	0.102967563621264	0.0430225655396095	0.0409935069514305	0.113778276488026	0.122750658681283	0.0930339514997899	0.1015261497951	0.102209856473648	0.101946962251994	0.118287499574524	0.110222140781483	0.110232747932233	0.0885388670950438	0.0824399874297384	0.119498404352117	0.103430654638498	0.112890785007135	0.0423007281458414	0.00511728419487301	0	0.0903030365973538	0.0447141752071632	0.0405848668234177	0.0082483708066628
OM2_H_2C_1	0.0429982125428221	0.0124642823364883	0.0300743888285598	0.0236349681231473	0.0261701542950826	0.0299697208171678	0.0271237982878076	0.0324909192037878	0.0267069981656559	0.020899592499909	0.0779769413802807	0.00858656597042005	0.0160657606993563	0.0199413911956835	0.0167109949626238	0.0545642731323692	0.0686488246661293	0.0288957265775001	0.0387689014691697	0.0267012610859413	0.0205784592949354	0.0151890881116523	0.0121766007831919	0.0282398762940099	0.0300787479500804	0.0444044189877992	0.00178160935997272	0.00873788826630475	0.0358068359650575	0.0335474210847201	0.0377387554932017	0.0610443603270814	0.0857236123904605	0.0903030365973538	0	0.122206841147569	0.105471508735085	0.0982548255332168
OM2_H_2F_1	0.0855789974070861	0.122924359992683	0.140791053389019	0.144910441126519	0.14727454956062	0.15189069609989	0.149151697334258	0.15247076407596	0.0973069953017835	0.106570414727934	0.0506125943818344	0.12391184747665	0.112548141147966	0.132432415558197	0.131098197287679	0.067890523158043	0.0553658982156251	0.149011231141825	0.158581826857702	0.131426667786478	0.137423899991018	0.130823412792292	0.134312290056918	0.148356751700783	0.146902595504046	0.150222849716011	0.120464880701674	0.115824593768685	0.155363126155525	0.142153317507241	0.151038523925372	0.0858791307095153	0.0492874650966173	0.0447141752071632	0.122206841147569	0	0.0196446447166797	0.0385637849853554
OM2_H_2F_2	0.0720066006809868	0.107383840048754	0.126214285628134	0.128632515333255	0.12997404802686	0.134933444405011	0.132397981760908	0.136616150234349	0.081719489350394	0.0913703108126652	0.0311733549372218	0.107956391548074	0.094756534011968	0.11440931180089	0.11326494621664	0.0511341481490573	0.0372357584767996	0.133090380812704	0.142820955819907	0.117140207419876	0.121890153991706	0.113102185327762	0.117555025092913	0.130830647821076	0.131601251087507	0.136664852624527	0.103763930780827	0.0996786368687766	0.139640132185836	0.127911893830548	0.13640199508577	0.0767898790476327	0.0437832911302644	0.0405848668234177	0.105471508735085	0.0196446447166797	0	0.0377274991514489
