	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6F_1	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_4G_2	0.00836744744258743	0.00237135357411085	0.0134669858483232	0.00573387270078884	0.00676136869388541	0.0182051552193802	0.0211734593127591	0.0238886618103115	0.00891502394187059	0.00819630466055819	0.0177368221022956	0.00456988170080616	0.0327351449653073	0.0515055850894297	0.029529272320472	0.0173074368178799	0.00857858736197328	0.0349505209717334	0.0497074298264982	0.006590515232192	0	0.023860881675889	0.0107280711559608	0.0102084749038112	0.0190404408792416	0.0139476855019529	0.0058127085611473	0.0334667663416226	0.0134969437775276	0.0141073301669028	0.0230032746300011	0.0470220566927041	0.0298662304190002	0.0279589345719747	0.0223840612891564	0.00856243166030483	0.0127007203973541	0.0175795492712698	0.0260571738497145	0.0412920879075713	0.0184271128489905	0.0351042959758799	0.0430647741471377	0.0371215818556357	0.0294216309378866	0.0243917722813934	0.0205325753148243	0.0297469739849088	0.0174401116112797	0.0183204226321909	0.00405111347497653	0.0291334140236531	0.0372271641781203	0.0505399827726033
OM2_C_4G_3	0.0224093333580834	0.0256027643814681	0.0337435364489209	0.0233964067037106	0.0232650201769427	0.00983770579729042	0.042631292277931	0.046613047787488	0.0307389787156079	0.0297050562987114	0.0408300751169937	0.0264023519862204	0.0120157050444012	0.0289608820540024	0.009288560577315	0.00799206502866964	0.0281252058194072	0.01163788922672	0.0267750546345709	0.0183027542024116	0.023860881675889	0	0.0140500630945562	0.0283184109428726	0.00687147733713512	0.0100346198368532	0.0203183113869941	0.013135155572609	0.0104817070880744	0.0119326134528734	0.00766861476200909	0.0248265476529582	0.00889881181988865	0.00562570150333811	0.00503460876400982	0.0292379489616329	0.014532597898481	0.00672211327605655	0.0253577007186506	0.0183610511055994	0.0393674713766744	0.0570141390483319	0.0215714348042713	0.0143375007339837	0.00658915421616605	0.00336442822945279	0.00621360939079593	0.00911733228920824	0.036885662967192	0.0386950625113237	0.0251002768047656	0.00778774058927687	0.0139091151789168	0.0272495021438651
OM2_C_4H_1	0.010958485158604	0.0120155297246919	0.019869806356869	0.0102542990839582	0.00938955280416942	0.00983113760904047	0.0286830022622894	0.0328144081230018	0.0167461490334413	0.0158575235032388	0.0269717522740233	0.0124993001896038	0.0246259662799106	0.0427899346126411	0.019887886594084	0.00924299078449191	0.0150581857210507	0.0255466486416094	0.0404907020150253	0.00660637441197052	0.0107280711559608	0.0140500630945562	0	0.0150865425881286	0.0099739465279408	0.00433540522078235	0.00683981514146906	0.0255506713488161	0.00552211482763465	0.00866142929808165	0.0157348174447173	0.0382534704623431	0.0206813534324355	0.0178643396595062	0.012993252511189	0.0156008513188471	0.00422690870178404	0.00737660410433092	0.0203299235389969	0.0319196480470525	0.0254141912798672	0.0430535791766573	0.0346640623461012	0.0278381684360383	0.0202681767566264	0.0143860153442207	0.0112190473607383	0.0204109558193406	0.0232658866623212	0.0248142671201885	0.0112818640387448	0.0196622404144653	0.0273696500801538	0.0408999739868154
OM2_C_4H_2	0.00831111978047847	0.00905915914383861	0.0072849012503545	0.0129503298082379	0.006385099994233	0.0204868988419194	0.0156087919195996	0.0231944579818885	0.00927037311729295	0.010583902309226	0.0173129983908031	0.00669288808915496	0.0379210861863604	0.0564156615749855	0.0315416464352973	0.0238684044049877	0.0142621593216729	0.0391543840641031	0.0533021114850159	0.0120765430167488	0.0102084749038112	0.0283184109428726	0.0150865425881286	0	0.0225265220395901	0.0191004877963937	0.0124227303997283	0.038688436018448	0.0193422553638044	0.0217762771614244	0.0295122708293118	0.0508197606509077	0.032864791552943	0.0309227829865756	0.0256666230029948	0.0120205657267371	0.0140641919340507	0.0217659013549235	0.027819715749366	0.0447090876668189	0.0143608798349297	0.0311365628929911	0.0471423068227432	0.040759118315574	0.0345308686634927	0.027691596185719	0.0236610258582025	0.0323195138966054	0.0155707091399084	0.0128456482201105	0.00953603907374021	0.0320463425409764	0.0403287276994974	0.0536008436437957
OM2_C_4H_3	0.016071443097246	0.0208243171225442	0.0286050341608467	0.019866539410419	0.0182372388046126	0.00315690921833642	0.0375142955890814	0.0423382680188714	0.0262116646917187	0.0254927831469709	0.0362948819098585	0.0214011940174802	0.0157856011953912	0.0339346418875174	0.0106437020981997	0.00797242903148034	0.0247485010446024	0.0166882938142332	0.0311031985942942	0.0127969277735852	0.0190404408792416	0.00687147733713512	0.0099739465279408	0.0225265220395901	0	0.00678406769889936	0.0165351958074639	0.0166714233559419	0.00673652008848978	0.00998069695080309	0.00972852964715473	0.0286748409552252	0.0109172987533809	0.00936880456510542	0.00337485733333588	0.0253741256436358	0.00947831730523315	0.00460581679481857	0.0262388465348143	0.0225278005665807	0.0347697881812972	0.0524208848302259	0.0250618566745799	0.0184415273680926	0.0124210692218626	0.00598591496364144	0.00159367609422481	0.0107397825264584	0.0330578279492761	0.0338765158757899	0.0207199454561468	0.0101063745589002	0.0183930254314832	0.0316842784443858
OM2_C_5A_1	0.0137839454057495	0.0155961816354715	0.0241422794618576	0.0135862180752337	0.0136342638422257	0.00788879885084103	0.0329329619001792	0.0366627062324633	0.0207741046747032	0.0197493446668583	0.0308189016921878	0.0164409161108869	0.0204085643700732	0.0385707644515989	0.0167610851366378	0.00521447028392274	0.0184242672790531	0.021493386090246	0.0365318794822012	0.00896305973929347	0.0139476855019529	0.0100346198368532	0.00433540522078235	0.0191004877963937	0.00678406769889936	0	0.0103924850868463	0.0213478768638755	0.00235906020561415	0.00596840391815782	0.0115169947228806	0.0342571510264494	0.0170924860822258	0.0143844948713635	0.00955123415005472	0.0193672236277835	0.00669092981824774	0.00377795290224945	0.0216441075087867	0.0280418495138926	0.029656460382549	0.0472349328704471	0.0306368926314735	0.0239188965977922	0.0160369141167608	0.0108431969136422	0.00805543119082474	0.0170062744546778	0.0273700652922	0.0291148457862116	0.0150812632195234	0.016117670711415	0.0236536879410446	0.037098658973758
OM2_C_5A_2	0.0109188054120422	0.00638941477921241	0.0153038732222903	0.00344993878359968	0.00636963221986315	0.0162504014245065	0.0235438244004567	0.0263087095376259	0.0107059041478356	0.00944375661603202	0.0205808806320215	0.00735825963798755	0.0304309363128567	0.0487203929959125	0.0266997804193599	0.0139778616965268	0.00826136750532229	0.031843204475416	0.0469111536299509	0.00719479593915256	0.0058127085611473	0.0203183113869941	0.00683981514146906	0.0124227303997283	0.0165351958074639	0.0103924850868463	0	0.0313031978166967	0.010791904435661	0.0117955574311204	0.0206709556338205	0.0445869816496607	0.0273155992556587	0.0245565109454782	0.0196528404272312	0.00898412741808898	0.00969796943980025	0.0138936290392903	0.0205025377826656	0.0384282051806423	0.019918478852162	0.0371978414238093	0.0408720236756957	0.0343051257352292	0.0261888872592548	0.0210633343672469	0.0178952293077509	0.0271323209150109	0.0175226813922677	0.0198109466547655	0.00503848707086955	0.0263538407551262	0.033968732200656	0.0474545437140658
OM2_C_5A_3	0.0313197860518222	0.0356034913213966	0.0447742884356585	0.0341582040243814	0.0343459976436978	0.0189369099861235	0.0535518287060448	0.0570825988079113	0.0415642171539587	0.0405388369644371	0.0511069656571584	0.0368066503966415	0.00117766832355905	0.0184192940704074	0.0133085110539642	0.0178749120112811	0.0388432686358832	0.00708897970556806	0.0176457874853334	0.0276352577719492	0.0334667663416226	0.013135155572609	0.0255506713488161	0.038688436018448	0.0166714233559419	0.0213478768638755	0.0313031978166967	0	0.0205821506584011	0.0203647773387679	0.0112116997637638	0.0145087104472672	0.00967294532500921	0.0127854032966487	0.0142418070553528	0.0401686852953183	0.0260599147891507	0.018910584822287	0.037961369859387	0.0111545943616176	0.0507004227935475	0.0681531250983357	0.0104231798808342	0.00802866591785841	0.00775879931396487	0.0138502081059965	0.0159842620026757	0.0111387737166923	0.0486471239865839	0.0500516774162373	0.0357264188536236	0.0106571258740846	0.0112315665779808	0.0198399718436804
OM2_C_5F_1	0.0132611427443264	0.0153963829113088	0.0246085514064443	0.013847479652732	0.0141580398223802	0.00784344170673783	0.0333193828582961	0.0367979872936755	0.0210525596823584	0.0200295022126049	0.0308546749635399	0.0164958239886004	0.0197236742337815	0.0382505139182124	0.0171339731824161	0.00481945120176331	0.0186895013994279	0.0214978167765136	0.0364204158795309	0.00819506020674892	0.0134969437775276	0.0104817070880744	0.00552211482763465	0.0193422553638044	0.00673652008848978	0.00235906020561415	0.010791904435661	0.0205821506584011	0	0.00433101572675721	0.0104266886163192	0.0339219395488007	0.0170312802018508	0.0149849459688701	0.00967923810541808	0.0197111363644068	0.007936182720809	0.00513024453826801	0.0237757631611393	0.0280202785821479	0.030207467716278	0.0476673687373831	0.0301249915911963	0.02384307807482	0.0159670898119322	0.0114215974453849	0.00821898521150953	0.0170925804841652	0.0281469718873838	0.0297110942943004	0.0152315771885701	0.0162433616676245	0.0239603473497873	0.0372326653944161
OM2_C_5F_2	0.0156965856962279	0.0161641201809653	0.0264736230548717	0.0141372802295621	0.0164450826548606	0.01162885201653	0.0348312284817874	0.0369827953488162	0.0220315488204987	0.0207331387135037	0.0311911994976576	0.0178280055948104	0.0195860517757542	0.0379670399270891	0.0196690003888008	0.00428366493136565	0.0186348023022568	0.0221750787483309	0.0370271119185127	0.0100893495469899	0.0141073301669028	0.0119326134528734	0.00866142929808165	0.0217762771614244	0.00998069695080309	0.00596840391815782	0.0117955574311204	0.0203647773387679	0.00433101572675721	0	0.00928204967553933	0.0344112399020637	0.018869228907938	0.0171369741525671	0.0123447269069652	0.0202001775763032	0.0119441129983415	0.00834101896077375	0.0250879265327968	0.0289739210236385	0.0315427999360183	0.0485915927693318	0.0304883963630979	0.0248056061495512	0.0161762759684544	0.0137935636815546	0.0113572671925858	0.0192358642068079	0.0292208283091321	0.0313751375497861	0.016121249481966	0.0182465623534762	0.0253304385643273	0.038179019000738
OM2_C_5F_3	0.0225411160413944	0.0251241378087918	0.0349541028429414	0.0232829411196496	0.024564879052586	0.0125438198432078	0.0435648029186995	0.0462385302631416	0.0310541904649993	0.0298566710320308	0.0403930415418416	0.0265746183453469	0.010451056424938	0.0287821199544884	0.014518456278789	0.00723116880398164	0.0278451183727843	0.0138638314699062	0.0281679238524737	0.0178358797999336	0.0230032746300011	0.00766861476200909	0.0157348174447173	0.0295122708293118	0.00972852964715473	0.0115169947228806	0.0206709556338205	0.0112116997637638	0.0104266886163192	0.00928204967553933	0	0.0254458435948256	0.0123133717708197	0.0120409808514055	0.00942072625360787	0.0293632359997937	0.0174718495591388	0.0103769558487191	0.0298139675033788	0.0205416851262274	0.0404240071725728	0.0576828887612456	0.0215050580243783	0.0164929307865714	0.00815471136634305	0.0100507686978159	0.0100653051018256	0.0132440961992043	0.0381307696214619	0.0400460099177946	0.025144092629159	0.0121421800417261	0.0177596092887927	0.0296776267252688
OM2_C_5G_2	0.0437468077243501	0.0490478601665049	0.0571934598142341	0.0476636067795551	0.0468981638123816	0.0303704982477792	0.0660835503121444	0.0706506775820547	0.0547378425359084	0.0538609370426183	0.0646288781156593	0.0499164186490636	0.0150595328896891	0.00865666545647903	0.0203842513915673	0.0314239486114918	0.0524455202199307	0.0134781443238359	0.00421377530484002	0.0408283743839467	0.0470220566927041	0.0248265476529582	0.0382534704623431	0.0508197606509077	0.0286748409552252	0.0342571510264494	0.0445869816496607	0.0145087104472672	0.0339219395488007	0.0344112399020637	0.0254458435948256	0	0.0181433647766942	0.0215685181928478	0.0255509020688043	0.0535572922195388	0.0378492748838752	0.0311308875306533	0.0479687802995204	0.00736778824851545	0.0633974154283101	0.0810331463128467	0.00445046868951633	0.0107109862759213	0.0193210913866114	0.0244004561533673	0.0274954336209407	0.0189236295408162	0.0614220617760537	0.0624683884828789	0.049058308642607	0.0192308479532546	0.0129272608989858	0.00773547232922563
OM2_C_5G_3	0.026242502962643	0.0317128472461834	0.039180915963337	0.030602090562866	0.0289767252050196	0.0124132255871288	0.0480954331223832	0.0532423287006209	0.0370990214077751	0.0363816579354106	0.0471997778060973	0.0322807159598373	0.00892218520151458	0.0242611160987009	0.00373509604699173	0.0158232500450564	0.035470427033969	0.00773565866315659	0.02045649846766	0.0235223572467723	0.0298662304190002	0.00889881181988865	0.0206813534324355	0.032864791552943	0.0109172987533809	0.0170924860822258	0.0273155992556587	0.00967294532500921	0.0170312802018508	0.018869228907938	0.0123133717708197	0.0181433647766942	0	0.00529009976205228	0.00769420241033555	0.0362154429611814	0.0198039114980591	0.013846551287102	0.0330171827022766	0.0118989525023491	0.045461243256514	0.0631320502827971	0.0149343426443914	0.00804853521542304	0.00819205945345139	0.00710519357848352	0.00957182350465579	0.00147862399023889	0.0436982481636052	0.0444375070402316	0.0316249248541937	0.00159089823482923	0.00842894188902555	0.0210143250285249
OM2_C_6E_1	0.0251435833304408	0.0296033828607873	0.0367119875016947	0.0278217292746472	0.026477312918717	0.0113226831725552	0.045651477162689	0.0506428114027894	0.0345161007471433	0.0337004878664829	0.0447980703394019	0.0300582499334597	0.0117346311461976	0.0267088032278422	0.00433506723332245	0.0134324140128148	0.0325949003048155	0.00914269475157046	0.0232025175531474	0.021992567118999	0.0279589345719747	0.00562570150333811	0.0178643396595062	0.0309227829865756	0.00936880456510542	0.0143844948713635	0.0245565109454782	0.0127854032966487	0.0149849459688701	0.0171369741525671	0.0120409808514055	0.0215685181928478	0.00529009976205228	0	0.0061617178718665	0.0333868033358757	0.0171204925685223	0.0107017824353838	0.027956428049605	0.0145842817696491	0.0426559303337824	0.0603688412831618	0.0188003805296137	0.0108836126820458	0.0075240941013698	0.00358422660897337	0.00792485112229522	0.00487884170740719	0.0404514200700707	0.0417073749673749	0.0291267688240772	0.00373920061317327	0.00961368994952873	0.0231787361051833
OM2_C_6E_2	0.0193070443419896	0.0241536503219242	0.0317440810027038	0.0229727512315156	0.021409265704564	0.0055765902559145	0.040674805115829	0.0455939869038422	0.0294470062622133	0.0287049080471596	0.0395874122586579	0.0247042216759214	0.0133048884773117	0.0309136236809341	0.00748360557109335	0.00953503634528119	0.0278435957043191	0.0135334731637348	0.027852313603372	0.0161706954235713	0.0223840612891564	0.00503460876400982	0.012993252511189	0.0256666230029948	0.00337485733333588	0.00955123415005472	0.0196528404272312	0.0142418070553528	0.00967923810541808	0.0123447269069652	0.00942072625360787	0.0255509020688043	0.00769420241033555	0.0061617178718665	0	0.0285331480755383	0.0123352858751617	0.00646634743405603	0.0273173530190213	0.0192388439934725	0.037894194335808	0.0555791681112818	0.0220915782396931	0.0151915756513381	0.00989716281446448	0.0031521770983751	0.00200777493209523	0.00750447585381049	0.0360654094806455	0.0369640773940591	0.0239686139754489	0.0067729009404329	0.0150296847775935	0.0283416877141508
OM2_C_6F_1	0.0153340840316352	0.00656160422565819	0.0101420642724262	0.00612797422076594	0.00931015509595758	0.0247388802322209	0.0162990155636229	0.0174379024476067	0.00376795796265702	0.00175922172430358	0.0120514537377308	0.00651057194463361	0.0393204429395163	0.0575961801615236	0.035436042783599	0.022739192358211	0.002963173766802	0.040795324469945	0.0558772047483813	0.0143111433506144	0.00856243166030483	0.0292379489616329	0.0156008513188471	0.0120205657267371	0.0253741256436358	0.0193672236277835	0.00898412741808898	0.0401686852953183	0.0197111363644068	0.0202001775763032	0.0293632359997937	0.0535572922195388	0.0362154429611814	0.0333868033358757	0.0285331480755383	0	0.0175148443258776	0.022790500539558	0.0231097458242513	0.0473881142954965	0.0121719314973887	0.0286164747399963	0.0498180384740935	0.0432752270005776	0.0350867225021168	0.0299373582563037	0.0267189000999942	0.0359752833836058	0.00959608755664727	0.0129112086187891	0.00507133342165866	0.0352433551031982	0.0428573671563455	0.0563693081052282
OM2_C_6F_3	0.0101401240405661	0.0137110964299486	0.0196058118976465	0.013076355581504	0.00946910552546733	0.00821416269361823	0.0285547998982569	0.0341244789002584	0.01788432044638	0.0174423610496991	0.0282253765668803	0.0134704172207408	0.025140579721185	0.0430637253811691	0.0184150295579155	0.0118707814615679	0.0176136652803636	0.0255319534536619	0.0400141934355412	0.00794114924758743	0.0127007203973541	0.014532597898481	0.00422690870178404	0.0140641919340507	0.00947831730523315	0.00669092981824774	0.00969796943980025	0.0260599147891507	0.007936182720809	0.0119441129983415	0.0174718495591388	0.0378492748838752	0.0198039114980591	0.0171204925685223	0.0123352858751617	0.0175148443258776	0	0.00809180976174436	0.0213551193003786	0.0313551223336241	0.0257224920211977	0.0434328381499613	0.0344039184843101	0.0274025402879855	0.0209819342926712	0.01387405897665	0.010419371053427	0.0192661192290866	0.0241286704993983	0.0247063788585495	0.0131232123896039	0.0187570871577766	0.0266889770238986	0.0401745656942641
OM2_C_6G_1	0.0164044669398713	0.0191638022934628	0.0270318753579066	0.0171315865169037	0.0165565981341418	0.00659645939678224	0.0359158935093118	0.0401157407926928	0.0241148476130132	0.0231649401654787	0.0343027491880293	0.0197955356192705	0.017896573672157	0.0355994001417992	0.0132829033062919	0.00557086683835746	0.0219253209751037	0.0182302253025434	0.0332219494182598	0.012222525928511	0.0175795492712698	0.00672211327605655	0.00737660410433092	0.0217659013549235	0.00460581679481857	0.00377795290224945	0.0138936290392903	0.018910584822287	0.00513024453826801	0.00834101896077375	0.0103769558487191	0.0311308875306533	0.013846551287102	0.0107017824353838	0.00646634743405603	0.022790500539558	0.00809180976174436	0	0.0219211414638091	0.0246708658827665	0.0326757423931422	0.0503451282135951	0.0277020648517959	0.0206155595442668	0.0131338039005341	0.00721691740943826	0.0053056725029708	0.0136718722554195	0.0303468173089726	0.0319885200122527	0.0185753888863119	0.0127275869948332	0.0200837625493243	0.0336026826472025
OM2_C_6G_2	0.0291302476435668	0.0256625029398621	0.0278267638744309	0.0211385223439027	0.0226681778728448	0.027055684169552	0.0341863290814051	0.0366238358473921	0.0253646612875735	0.0242420138124621	0.0332479839145888	0.0253241586179938	0.0368052456526648	0.0505688710948895	0.0312101950941908	0.0234936620068116	0.0224234677067286	0.0348281497610423	0.0486021218170579	0.0260314434807535	0.0260571738497145	0.0253577007186506	0.0203299235389969	0.027819715749366	0.0262388465348143	0.0216441075087867	0.0205025377826656	0.037961369859387	0.0237757631611393	0.0250879265327968	0.0298139675033788	0.0479687802995204	0.0330171827022766	0.027956428049605	0.0273173530190213	0.0231097458242513	0.0213551193003786	0.0219211414638091	0	0.0409074577289757	0.0295170832087682	0.0443311200253602	0.0456495716080383	0.0377379836706034	0.0303731245418852	0.0261780018737846	0.026513936432663	0.0325090446617121	0.0248264759832337	0.0295253714466174	0.0232685945145683	0.0314928212137891	0.0355505429185814	0.0477521359154041
OM2_C_6G_3	0.0380948275101246	0.043186640754205	0.0508869876340393	0.0415830521271931	0.0406074567990821	0.0242884397425887	0.0598184739257289	0.0646238564278601	0.0485767844415758	0.0477146531488655	0.0586753347705373	0.0438928864865133	0.0111529156905111	0.0135017936707188	0.0136676334371181	0.0256056303836928	0.046372385259407	0.00720775504729785	0.00867085905264524	0.0351120604051824	0.0412920879075713	0.0183610511055994	0.0319196480470525	0.0447090876668189	0.0225278005665807	0.0280418495138926	0.0384282051806423	0.0111545943616176	0.0280202785821479	0.0289739210236385	0.0205416851262274	0.00736778824851545	0.0118989525023491	0.0145842817696491	0.0192388439934725	0.0473881142954965	0.0313551223336241	0.0246708658827665	0.0409074577289757	0	0.0569971172238817	0.0746917802486293	0.00656858613341758	0.00419847302936124	0.0135090108380562	0.0176927811773177	0.0212193800942143	0.0125009193490128	0.0548832224058817	0.0560381925357191	0.0429918124074783	0.0126854328081466	0.00556507406868248	0.00940505126882168
OM2_C_6H_1	0.0218337193727364	0.0160668065195023	0.00710826982660851	0.0179174517342846	0.0165669415803701	0.0333657175200906	0.00513152735436461	0.0110504756848709	0.00968715614711028	0.011189217717491	0.00799661111356388	0.0143230912052147	0.0498471155838483	0.0681648015069309	0.0440758063960666	0.0338266849398899	0.0148588686003753	0.0508665933119598	0.0656315118764479	0.0236633378213065	0.0184271128489905	0.0393674713766744	0.0254141912798672	0.0143608798349297	0.0347697881812972	0.029656460382549	0.019918478852162	0.0507004227935475	0.030207467716278	0.0315427999360183	0.0404240071725728	0.0633974154283101	0.045461243256514	0.0426559303337824	0.037894194335808	0.0121719314973887	0.0257224920211977	0.0326757423931422	0.0295170832087682	0.0569971172238817	0	0.0177385779985261	0.059776308005528	0.0529969300134405	0.0456342442145527	0.039383288308694	0.0359541167271411	0.0449597745021264	0.00553576045042396	0.00262109224385473	0.0154806588207074	0.0444536691792961	0.0522582101122179	0.0657827236647504
OM2_C_6H_2	0.0385990607078761	0.0328174737497045	0.0241701583586096	0.0347211014770768	0.0342080277854348	0.0509557636788396	0.0156141194112533	0.0134315518316082	0.0266671220278093	0.027898771178856	0.0182050918112917	0.0314623040550369	0.0673315870104004	0.0857230864816483	0.0617432646936695	0.0511579646969582	0.0307150605973713	0.068534631200174	0.0833126671659071	0.0408427981132017	0.0351042959758799	0.0570141390483319	0.0430535791766573	0.0311365628929911	0.0524208848302259	0.0472349328704471	0.0371978414238093	0.0681531250983357	0.0476673687373831	0.0485915927693318	0.0576828887612456	0.0810331463128467	0.0631320502827971	0.0603688412831618	0.0555791681112818	0.0286164747399963	0.0434328381499613	0.0503451282135951	0.0443311200253602	0.0746917802486293	0.0177385779985261	0	0.0773538868375028	0.0706852054419037	0.0632016905239535	0.057098439801588	0.0536309993456848	0.062631637235991	0.0207789848894914	0.0189123528335645	0.0325669759654329	0.0621481454674947	0.0699612387882242	0.0834687163959838
OM2_C_6H_3	0.0398642529379819	0.0451431929541385	0.0535573729589881	0.0439115683047745	0.0432520873598219	0.0267819005896974	0.0624097423831883	0.0667915346472148	0.0509735311191105	0.0500949768859543	0.0607365000195261	0.0460940757840955	0.0110939487254354	0.0111306671377955	0.0176798611069549	0.0277366244211239	0.0486909330352445	0.0108570485263567	0.00840587550438802	0.0368953051957195	0.0430647741471377	0.0215714348042713	0.0346640623461012	0.0471423068227432	0.0250618566745799	0.0306368926314735	0.0408720236756957	0.0104231798808342	0.0301249915911963	0.0304883963630979	0.0215050580243783	0.00445046868951633	0.0149343426443914	0.0188003805296137	0.0220915782396931	0.0498180384740935	0.0344039184843101	0.0277020648517959	0.0456495716080383	0.00656858613341758	0.059776308005528	0.0773538868375028	0	0.008232127876235	0.0161057485343517	0.0212616478785637	0.0239907005367648	0.0159104949070319	0.0579004911973083	0.0588918138992159	0.0452595849262786	0.0161671368230992	0.011460967049588	0.0114660504691105
OM2_H_2A_1	0.0340821601765142	0.039031668051543	0.0469091669726257	0.0374508386607254	0.0365745123037978	0.0203228349031773	0.0558395079023467	0.0604961499392485	0.0444765690728326	0.0435994522133903	0.0545386090027708	0.0397813982484853	0.00774608516436234	0.0163992989698424	0.0103132460225928	0.0214818378510484	0.0422483464800249	0.00369870698476144	0.0126843012309001	0.0309675174580315	0.0371215818556357	0.0143375007339837	0.0278381684360383	0.040759118315574	0.0184415273680926	0.0239188965977922	0.0343051257352292	0.00802866591785841	0.02384307807482	0.0248056061495512	0.0164929307865714	0.0107109862759213	0.00804853521542304	0.0108836126820458	0.0151915756513381	0.0432752270005776	0.0274025402879855	0.0206155595442668	0.0377379836706034	0.00419847302936124	0.0529969300134405	0.0706852054419037	0.008232127876235	0	0.00966178332259408	0.0137513607992769	0.0171820643047977	0.00886085666139477	0.0508964793810158	0.0520823843560706	0.0388586930274415	0.00884731941099704	0.0038891179564874	0.0135681424269916
OM2_H_2A_2	0.0280855099642611	0.0313301014023115	0.0400571312364541	0.0290789746588075	0.0295351278816132	0.0152726912274769	0.0489077696906576	0.0523994980932364	0.0367571011684969	0.0356242708743496	0.0466259774540926	0.0323761480896886	0.00659189267526869	0.0226404957401556	0.0104456028119344	0.0125920227525555	0.0337231350974577	0.00633372969375969	0.0213219528983693	0.0238807593696311	0.0294216309378866	0.00658915421616605	0.0202681767566264	0.0345308686634927	0.0124210692218626	0.0160369141167608	0.0261888872592548	0.00775879931396487	0.0159670898119322	0.0161762759684544	0.00815471136634305	0.0193210913866114	0.00819205945345139	0.0075240941013698	0.00989716281446448	0.0350867225021168	0.0209819342926712	0.0131338039005341	0.0303731245418852	0.0135090108380562	0.0456342442145527	0.0632016905239535	0.0161057485343517	0.00966178332259408	0	0.00825959489196959	0.0116508646164603	0.00920098503612391	0.0430727547810259	0.0450489902635984	0.0309799248675734	0.00790163379704754	0.0102377479224106	0.0222993093512772
OM2_H_2A_3	0.0218286127868826	0.0260601362475815	0.0334526421058801	0.0243350965655901	0.0231145285508817	0.00828479761330139	0.042395452424276	0.0471896898272035	0.0310744717674512	0.0302401718877361	0.0413161232943261	0.0265785403741919	0.0127891622637958	0.0293943008333607	0.00648913511115196	0.0102447346697611	0.0291378274896067	0.0117447317039966	0.0263242008457155	0.0184601062070334	0.0243917722813934	0.00336442822945279	0.0143860153442207	0.027691596185719	0.00598591496364144	0.0108431969136422	0.0210633343672469	0.0138502081059965	0.0114215974453849	0.0137935636815546	0.0100507686978159	0.0244004561533673	0.00710519357848352	0.00358422660897337	0.0031521770983751	0.0299373582563037	0.01387405897665	0.00721691740943826	0.0261780018737846	0.0176927811773177	0.039383288308694	0.057098439801588	0.0212616478785637	0.0137513607992769	0.00825959489196959	0	0.00468222132160822	0.00684467831509723	0.0372167423661084	0.0384951159337399	0.0256215404293875	0.00575916710380867	0.0130040648131729	0.0265452506029334
OM2_H_2B_1	0.0173476014624575	0.0222696033069233	0.0297629568448551	0.0212501805935983	0.0194488826431645	0.00373428199037223	0.0386903796062603	0.0437052376838117	0.0275363344724618	0.0268406650790111	0.0376801965259749	0.022762558315731	0.0150740471303693	0.032890205401768	0.00908350088825372	0.00895718909309554	0.0261240360273284	0.0155315920386492	0.0298325106122899	0.0142897948187611	0.0205325753148243	0.00621360939079593	0.0112190473607383	0.0236610258582025	0.00159367609422481	0.00805543119082474	0.0178952293077509	0.0159842620026757	0.00821898521150953	0.0113572671925858	0.0100653051018256	0.0274954336209407	0.00957182350465579	0.00792485112229522	0.00200777493209523	0.0267189000999942	0.010419371053427	0.0053056725029708	0.026513936432663	0.0212193800942143	0.0359541167271411	0.0536309993456848	0.0239907005367648	0.0171820643047977	0.0116508646164603	0.00468222132160822	0	0.0092934888324235	0.0342195896821727	0.0350068449108063	0.0221065626472973	0.00867923053138848	0.0169864206145634	0.0303056336368592
