	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_B_C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_4A	NA	NA	0	0.0129770819316711	0.0325376408937701	0.0462003748376274	0.0396032140334558	0.0247095031566357	0.00258913222850408	0.0273999471012447	0.0346485735437478	0.0345188509033576	0.100765813619806	0.0481102566237986	0.0588694036080625	0.0324712206026493	0.0385849723472656	0.058660429879005	0.0423965222052606	0.038151092675751
OM2_C_4B	NA	NA	0.0129770819316711	0	0.0325476533654732	0.0435547792457164	0.0348659995898732	0.0223885030450164	0.0141959712084331	0.0321167611228442	0.0309643776764147	0.029654840334987	0.107220148428443	0.0438338294927467	0.0669607696279741	0.0290473221293646	0.0340617016897995	0.0521742986142716	0.0393768043181091	0.0325595746392753
OM2_C_4C	NA	NA	0.0325376408937701	0.0325476533654732	0	0.0191888211394811	0.0151039053526305	0.0119817790862183	0.0312045582347766	0.0597119101049943	0.00998572754778882	0.0166195787826978	0.131363039041792	0.0238819033011961	0.0888270851188719	0.0185372847880474	0.0155108360539748	0.0343196466813594	0.014608481204443	0.0190688908114221
OM2_C_4E	NA	NA	0.0462003748376274	0.0435547792457164	0.0191888211394811	0	0.0117464163543111	0.0220669609903754	0.0446023094099742	0.0730095099310283	0.015039525224561	0.0146934412622212	0.146308061985267	0.006755301674585	0.104143312942852	0.0164147346847785	0.0108361354168663	0.0190595277430144	0.0058148551706948	0.0136182626600842
OM2_C_4F	NA	NA	0.0396032140334558	0.0348659995898732	0.0151039053526305	0.0117464163543111	0	0.0151544933965625	0.0385230100478076	0.0658345783194725	0.00597548378314118	0.00773578685620687	0.139924448079605	0.0121659765967688	0.098159379156918	0.0135503486018755	0.00303816296655007	0.0203526628498796	0.00678474652976897	0.00662684982059977
OM2_C_4G	NA	NA	0.0247095031566357	0.0223885030450164	0.0119817790862183	0.0220669609903754	0.0151544933965625	0	0.0234748532241677	0.0515270226775345	0.0103713828475592	0.0110835799535493	0.125271150786773	0.0241057255763842	0.0832662882019607	0.0114133728295848	0.0141312673494848	0.0347982571355228	0.0178134382791146	0.0148110418894181
OM2_C_4H	NA	NA	0.00258913222850408	0.0141959712084331	0.0312045582347766	0.0446023094099742	0.0385230100478076	0.0234748532241677	0	0.0291726194804646	0.0335743224827962	0.0333255980136797	0.10214675631964	0.0466652878681624	0.0600891174474749	0.0309430449635306	0.0373854115639629	0.0575911988660304	0.0409871094400919	0.0370366474789022
OM2_C_5A	NA	NA	0.0273999471012447	0.0321167611228442	0.0597119101049943	0.0730095099310283	0.0658345783194725	0.0515270226775345	0.0291726194804646	0	0.0612411820923365	0.0603426577487476	0.0754553357728737	0.0741742294157711	0.0363860701908668	0.0581449095838167	0.0648216698618551	0.0837831649246407	0.0692720764927449	0.0636507448977071
OM2_C_5F	NA	NA	0.0346485735437478	0.0309643776764147	0.00998572754778882	0.015039525224561	0.00597548378314118	0.0103713828475592	0.0335743224827962	0.0612411820923365	0	0.00837736503937316	0.134870986253914	0.0171654066577639	0.0929014952902814	0.0131995710102174	0.00673107565705232	0.0262973322143467	0.00950582393701096	0.00991036473674266
OM2_C_5G	NA	NA	0.0345188509033576	0.029654840334987	0.0166195787826978	0.0146934412622212	0.00773578685620687	0.0110835799535493	0.0333255980136797	0.0603426577487476	0.00837736503937316	0	0.134830898115359	0.0142456127656414	0.0932723757169558	0.00652498413229173	0.00535525350938021	0.0243518126918464	0.0113654805137694	0.00391085836785821
OM2_C_6E	NA	NA	0.100765813619806	0.107220148428443	0.131363039041792	0.146308061985267	0.139924448079605	0.125271150786773	0.10214675631964	0.0754553357728737	0.134870986253914	0.134830898115359	0	0.148286568081152	0.0432264740044164	0.132287491402798	0.139022403870208	0.158467942677756	0.142703926449533	0.138297479029247
OM2_C_6F	NA	NA	0.0481102566237986	0.0438338294927467	0.0238819033011961	0.006755301674585	0.0121659765967688	0.0241057255763842	0.0466652878681624	0.0741742294157711	0.0171654066577639	0.0142456127656414	0.148286568081152	0	0.106563738693874	0.0164706777964382	0.0109936465522064	0.0138725614446304	0.00962196799568807	0.0116964436326928
OM2_C_6G	NA	NA	0.0588694036080625	0.0669607696279741	0.0888270851188719	0.104143312942852	0.098159379156918	0.0832662882019607	0.0600891174474749	0.0363860701908668	0.0929014952902814	0.0932723757169558	0.0432264740044164	0.106563738693874	0	0.0907016080719119	0.0972602997489717	0.117315176757103	0.100550271156138	0.0968974494012783
