	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_6E_1	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6G_2	OM2_C_6H_1	OM2_C_6H_2	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_C_4B_2	0.000505643444339285	0.0114026767110248	0.00751322825619253	0.00689904213238925	0.0273753122555736	0.00908593917082582	0.015665424607673	0.0322519985929124	0.00165278142145996	0.0180184567738926	0	0.0150415274496272	0.0292602212504696	0.00436008800250561	0.0221226842226386	0.0160738001540989	0.000612004120640427	0.0074476130928731	0.0308440643880628	0.00883952801701866	0.00371857112825069	0.00710438378975396	0.0157080304801587	0.00856798308676336	0.00220613518808793	0.0215553204536243	0.00769286379752896	0.0126694303240678	0.00588844979882241	0.0106991372312123	0.0162257555828381	0.00227738221373411	0.0368122671241041	0.00327120096309352	0.000267134835895012	0.00826989178049545	0.00134673965216513	0.0189087033751701	0.00351348763406755	0.00334323321271075	0.00885555937661383	0.0182712306744106	0.0299428387533182	0.0269710435717209	0.0203741690516711	0.0150831846607978	0.0289376151174833	0.00802596929438303
OM2_C_4B_3	0.014535923897814	0.0264425587561701	0.0225538326604341	0.00814278937870338	0.012335597592479	0.00595588090470637	0.0307043218877636	0.0472851174417008	0.0133888660732512	0.00297721834791471	0.0150415274496272	0	0.014220925965381	0.0106816917999574	0.00708199951656068	0.00103236217814375	0.0144295712573438	0.00759422041090885	0.0158051505206898	0.00620229593185739	0.0113231845332564	0.0221450544036891	0.0307469168941725	0.00647384437075486	0.0172474558685848	0.0365925224148934	0.0227334385272127	0.027709040869442	0.00915336950706586	0.00434264129488394	0.0312645083351074	0.0173186953281461	0.0217750279327881	0.018312402734304	0.0147744140374949	0.00677193861106436	0.0163881472139458	0.00386756979374326	0.0185546606171027	0.0183844264924675	0.0238959334109469	0.00323002115692529	0.0149037046072863	0.0119312438570781	0.00533322648525591	4.16606006866991e-05	0.0138982453906887	0.0230664880536988
OM2_C_4C_1	0.028754730396005	0.0406580079539725	0.0367705404414796	0.0223627941276978	0.00188544523793537	0.0201761994189562	0.0449182098633374	0.0614910993351472	0.0276079184794779	0.0112438763236897	0.0292602212504696	0.014220925965381	0	0.0249012709103768	0.00713918091476092	0.0131886324492947	0.0286484011257086	0.0218143084570298	0.00158435024639261	0.0204225815334736	0.0255426456421044	0.0363618853222667	0.0449607883019236	0.0206940929850156	0.0314656271069714	0.0508039382489259	0.0369500916547416	0.0419240460279584	0.0233732127454767	0.0185631599860412	0.0454781768917461	0.031536848852439	0.00755492627421964	0.0325303036923331	0.0289931677054478	0.0209921457554207	0.0306065279904066	0.0103535579176675	0.0327724984514288	0.0326023087471939	0.0381122246640766	0.0109910837099902	0.000682829736903117	0.00228981940229557	0.00888793818479214	0.0141792683446451	0.000322703099929327	0.0372830389458192
OM2_C_4C_2	0.00385444763935663	0.0157624789333475	0.011873174690501	0.00253898174119943	0.0230162087958597	0.00472591878722731	0.0200250127579288	0.0366101887320209	0.00270731365129546	0.0136587548280114	0.00436008800250561	0.0106816917999574	0.0249012709103768	0	0.0177632115856603	0.0117140077534536	0.0037480875081667	0.00308756132833758	0.0264852511141813	0.00447950237633858	0.000641520639990769	0.0114643425627578	0.0200676161938039	0.00420795187296009	0.00656620026010507	0.0259145156970973	0.012052804641199	0.0170291750654084	0.00152837598912106	0.00633915595732876	0.0205853112171013	0.00663744628755789	0.0324540390713284	0.00763124942991197	0.00409295489560076	0.0039098547147171	0.00570681549369771	0.014549046747445	0.00787353181938944	0.00770328042615326	0.0132154615324577	0.0139115413466732	0.025583946546939	0.0226119086888398	0.0160145923616014	0.0107233506923523	0.0245786377992254	0.0123858994973806
OM2_C_4C_3	0.0216171277669182	0.0335223029692932	0.029634134394204	0.0152244757570807	0.00525376061105403	0.0130376844400839	0.0377833644064057	0.0543605163236342	0.0204701719211658	0.00410481191432335	0.0221226842226386	0.00708199951656068	0.00713918091476092	0.0177632115856603	0	0.00604965306152305	0.021510784865829	0.0146759384649055	0.00872349640561726	0.0132840874827885	0.0184046570159482	0.029225410175325	0.0378259519189854	0.0135556223572538	0.0243283917789688	0.0436704383236893	0.0298137162439163	0.0347885864868607	0.0162349935164634	0.0114245156695222	0.0383434515371339	0.0243996236881247	0.0146938284892407	0.0253932230459865	0.0218555958553321	0.0138537012752602	0.0234691721388859	0.00321446099028085	0.0256354538148849	0.0254652387747862	0.0309760516245258	0.00385200965895823	0.00782199721715029	0.00484938946696721	0.00174879647670004	0.00704033965453328	0.00681648334948688	0.030146720791321
OM2_C_4E_1	0.0155682023467293	0.0274746507915855	0.0235859973645741	0.00917512398398559	0.011303286491817	0.00698822773513363	0.0317363210519011	0.0483166219550411	0.0144211568446143	0.00194485829784552	0.0160738001540989	0.00103236217814375	0.0131886324492947	0.0117140077534536	0.00604965306152305	0	0.0154618508902148	0.00862655841636777	0.0147728737752891	0.00723464156218612	0.0123554950142187	0.0231772260802777	0.0317789150599624	0.00750618862640589	0.0182797012664921	0.0376243703379577	0.0237656001278314	0.028741106754686	0.0101856972629543	0.00537499487109556	0.0322964942584008	0.0183509397832706	0.0207428307040713	0.0193446336406677	0.0158066898006715	0.00780428129468102	0.0174204036834347	0.0028352116443909	0.0195868881076906	0.0194166563879315	0.0249280743328316	0.0021976615873952	0.0138714180959697	0.0108989293213196	0.00430087273011179	0.000990701592665416	0.0128659486818515	0.0240986438346807
OM2_C_4E_3	0.000106360687906574	0.0120146501985526	0.00812521875320803	0.0062870476252001	0.0267634690757944	0.00847395209778085	0.016277371588187	0.0328637630894183	0.00104077768311628	0.0174065218222208	0.000612004120640427	0.0144295712573438	0.0286484011257086	0.0037480875081667	0.021510784865829	0.0154618508902148	0	0.00683562025273299	0.0302322648148473	0.00822754000116792	0.00310656957181343	0.00771637567878171	0.0163199771540466	0.00795599406285481	0.00281813792479428	0.0221672171722551	0.00830485365915405	0.0132813967958524	0.00527645256772872	0.0100871569890489	0.0168376984645541	0.00288938486955006	0.036200554634846	0.00388320225470994	0.000344869305486694	0.00765790168730633	0.00195874318583432	0.0182967755239912	0.00412548852621702	0.00395523438831354	0.00946754477434971	0.0176592977038426	0.0293310273541277	0.0263591956460407	0.0197622536378776	0.0144712287391153	0.0283257909385854	0.00863795793934037
OM2_C_4F_1	0.00694197911399501	0.0188497069283198	0.0149605371051543	0.000548581136872155	0.0199291535354507	0.00163836606514895	0.0231120537852451	0.0396961024747761	0.00579485748476168	0.0105713533953745	0.0074476130928731	0.00759422041090885	0.0218143084570298	0.00308756132833758	0.0146759384649055	0.00862655841636777	0.00683562025273299	0	0.0233983726005762	0.00139194797932188	0.00372907930307017	0.0145517171108538	0.0231546551422331	0.00112039578617939	0.00965369077869225	0.0290012296645704	0.0151401616048819	0.0201163518408266	0.00155918799160339	0.00325161752441548	0.0236723245706946	0.00972493550723273	0.0293675255782116	0.0107187193394469	0.0071804834302565	0.000822296961248545	0.0087943207802416	0.0114616700143387	0.0109609966838259	0.0107907488495959	0.0163027814433441	0.0108241467504791	0.0224970196042103	0.0195248345280763	0.0129272600692523	0.00763588014780855	0.0214916589150056	0.015473246159331
OM2_C_4F_2	0.0303385905442848	0.0422413893254967	0.038354096196484	0.0239468441501777	0.00346979183866588	0.0217603036995154	0.0465013799139831	0.0630732438179791	0.0291918161336148	0.012828145981042	0.0308440643880628	0.0158051505206898	0.00158435024639261	0.0264852511141813	0.00872349640561726	0.0147728737752891	0.0302322648148473	0.0233983726005762	0	0.0220066799720347	0.0271266070419239	0.0379454583900308	0.046543956133416	0.0222781849058504	0.0330493925954248	0.052386781336599	0.0385336397418435	0.0435073668126904	0.0249572358573487	0.0201473008111272	0.047061317587637	0.0331206117400622	0.00597060110341479	0.0341140296926813	0.0305770198664097	0.0225762304249395	0.0321903243911773	0.0119378391243527	0.0343562152866357	0.0341860320297864	0.0396957222173219	0.0125753567372609	0.000901520852158856	0.00387416470457242	0.0104722364626036	0.0157634936000031	0.00190705300337849	0.038866572715217
OM2_C_4F_3	0.00833389805119624	0.0202414623389076	0.0163523618348354	0.00194052858319015	0.0185373889950224	0.000246418287916418	0.0245037153573185	0.0410872187905802	0.00718678456841054	0.00917945377392502	0.00883952801701866	0.00620229593185739	0.0204225815334736	0.00447950237633858	0.0132840874827885	0.00723464156218612	0.00822754000116792	0.00139194797932188	0.0220066799720347	0	0.00512101770938496	0.0159435482274547	0.0245463156816964	0.000271552345539349	0.0110455851660897	0.030392730612089	0.0165319834742965	0.0215080813218694	0.00295113366645039	0.00185967256745628	0.0250639724122492	0.0111168291491741	0.0279759841556225	0.0121106020459454	0.00857240050673987	0.000569651252422418	0.0101862237539192	0.0100697795306267	0.0123528765722498	0.0121826307245082	0.0176945840013942	0.00943224964390531	0.0211053071608222	0.0181330623727972	0.0115353863329236	0.006243955955987	0.0200999253066434	0.016865062637524
OM2_C_4G_1	0.00321292987505741	0.015121013951613	0.0112316851334355	0.00318050051144748	0.023657604433767	0.00536743355956456	0.0193835829503658	0.0359689788924563	0.00206579430929233	0.0143002304577465	0.00371857112825069	0.0113231845332564	0.0255426456421044	0.000641520639990769	0.0184046570159482	0.0123554950142187	0.00310656957181343	0.00372907930307017	0.0271266070419239	0.00512101770938496	0	0.0108228508373138	0.0194261867814844	0.00484946779152569	0.00592468866501347	0.0252731487749871	0.0114113160617837	0.0163877196339957	0.00216989586088735	0.00698066636827952	0.0199438866768668	0.00599593490085824	0.0330953140242145	0.00698974119776927	0.00345143753627525	0.00455137123686968	0.00506530157186369	0.0151905164773313	0.00723202442642811	0.00706177244063539	0.0125739796489526	0.0145530153379232	0.0262253133127752	0.0232533086019902	0.0166560515939266	0.0113648432142397	0.0252200162226461	0.0117444127711106
OM2_C_4G_2	0.00761001726705014	0.00429842064672798	0.000408852455315417	0.0140031764616926	0.0344772814653301	0.0161899435149248	0.00856139110456724	0.025149752757801	0.00875712774258326	0.0251216777602731	0.00710438378975396	0.0221450544036891	0.0363618853222667	0.0114643425627578	0.029225410175325	0.0231772260802777	0.00771637567878171	0.0145517171108538	0.0379454583900308	0.0159435482274547	0.0108228508373138	0	0.00860399968581312	0.015672020423287	0.00489827662994465	0.0144517528518603	0.000588491782711494	0.00556523039543966	0.0129926359393572	0.0178030300600377	0.0091217584717098	0.00482703008965299	0.0439125316707355	0.00383321536707528	0.00737151352417613	0.0153739474842345	0.00575766424076512	0.0260118241795503	0.003590928901123	0.00376118321025833	0.00175121594615203	0.0253744236212809	0.0370443879575524	0.0340730759205843	0.0274771162551556	0.0221867076422186	0.0360393326691799	0.000921604746365638
OM2_C_4G_3	0.0162136267682493	0.00430563794584321	0.00819515787217429	0.0226061784316139	0.0430766470653501	0.0247926795261842	4.26097458710994e-05	0.0165470938237868	0.0173606469559758	0.033723022200698	0.0157080304801587	0.0307469168941725	0.0449607883019236	0.0200676161938039	0.0378259519189854	0.0317789150599624	0.0163199771540466	0.0231546551422331	0.046543956133416	0.0245463156816964	0.0194261867814844	0.00860399968581312	0	0.0242748220939178	0.0135020668678213	0.00584802372494038	0.00801552288613661	0.00303882315641882	0.0215957508247063	0.0264055509790043	0.000517773859439192	0.0134308244552071	0.0525093674540109	0.0124370639884145	0.0159751407662888	0.0239767861924107	0.0143614021831365	0.0346130032029874	0.0121947898094038	0.012365035523031	0.00685282188254979	0.0339757215842303	0.0456431181318795	0.0426725379570322	0.036078012480451	0.0307885632568147	0.0446383163427619	0.00768241743249106
OM2_C_4H_1	0.00806235228277412	0.0199699497733157	0.0160808353213229	0.00166897655391776	0.0188089075794247	0.000517970620622279	0.0242322215634511	0.0408158331733647	0.00691523708530771	0.00945099768881561	0.00856798308676336	0.00647384437075486	0.0206940929850156	0.00420795187296009	0.0135556223572538	0.00750618862640589	0.00795599406285481	0.00112039578617939	0.0222781849058504	0.000271552345539349	0.00484946779152569	0.015672020423287	0.0242748220939178	0	0.0107740444834244	0.0301212687957547	0.0162604575384021	0.0212365739530342	0.00267958209332493	0.00213122452655405	0.0247924813581181	0.0108452886197248	0.0282474602416673	0.01183906375847	0.00830085512738948	0.000298098923522998	0.00991468130225698	0.0103413217601659	0.0120813388610116	0.0119110926071335	0.0174230619598729	0.00970379309580295	0.0213768158619457	0.0184045823986251	0.0118069254554056	0.00651550434341049	0.0203714380271003	0.0165935377897726
OM2_C_4H_2	0.00271177753214486	0.00919662616873246	0.00530712519003184	0.00910512706767069	0.0295808054654892	0.0112919923643755	0.0134594599862221	0.030046654386528	0.00385891149456768	0.0202243019032536	0.00220613518808793	0.0172474558685848	0.0314656271069714	0.00656620026010507	0.0243283917789688	0.0182797012664921	0.00281813792479428	0.00965369077869225	0.0330493925954248	0.0110455851660897	0.00592468866501347	0.00489827662994465	0.0135020668678213	0.0107740444834244	0	0.0193495237183262	0.00548676261570774	0.0104634022093993	0.00809454683778995	0.0129051621550739	0.0140198044710986	7.12471560060912e-05	0.0390172679937922	0.00106506857585977	0.00247326949354643	0.0104759577054533	0.000859396465513872	0.0211145208992877	0.00130735613900076	0.00113710108083467	0.00664947165772497	0.0204770680917185	0.0321482116192438	0.0291765548003319	0.0225799384345652	0.0172891120102154	0.0311430363146852	0.00581987174531836
OM2_C_4H_3	0.0220608755822332	0.0101535663052023	0.0140429311250565	0.0284528136201209	0.0489201701758207	0.0306390653588013	0.0058906329211596	0.0106994612932887	0.0232077983753716	0.039568182460927	0.0215553204536243	0.0365925224148934	0.0508039382489259	0.0259145156970973	0.0436704383236893	0.0376243703379577	0.0221672171722551	0.0290012296645704	0.052386781336599	0.030392730612089	0.0252731487749871	0.0144517528518603	0.00584802372494038	0.0301212687957547	0.0193495237183262	0	0.0138633047375722	0.00888678792756332	0.0274424944667958	0.0322517400448502	0.00533025590313481	0.0192782863499567	0.0583508775534937	0.0182845939899347	0.0218224091300289	0.0298232674162465	0.0202087964869773	0.0404580231926102	0.0180423357764373	0.0182125702972944	0.0127006560328681	0.0398208423490252	0.0514861293691857	0.0485161392154877	0.0419227944474228	0.0366341628000376	0.0504815311842344	0.0135302148615693
OM2_C_5A_1	0.00819849561126957	0.00370993232047504	0.000179639343055105	0.0145916243750841	0.0350655161811051	0.0167783770394679	0.0079729141511092	0.0245613964447676	0.0093456019077441	0.0257100316162924	0.00769286379752896	0.0227334385272127	0.0369500916547416	0.012052804641199	0.0298137162439163	0.0237656001278314	0.00830485365915405	0.0151401616048819	0.0385336397418435	0.0165319834742965	0.0114113160617837	0.000588491782711494	0.00801552288613661	0.0162604575384021	0.00548676261570774	0.0138633047375722	0	0.00497674461998661	0.0135810898184215	0.0183914516764426	0.0085332836045329	0.00541551623370525	0.0445006096444958	0.00442170349188103	0.00795999266671045	0.0159623866144193	0.00634614814571832	0.026600168265497	0.00417941744448317	0.00434967146211087	0.00116272460427672	0.0259627747368048	0.0376325836501681	0.0346613165331488	0.0280654435392558	0.022775091367763	0.0366275439633314	0.000333113030131985
OM2_C_5A_2	0.0131750429100605	0.00126682094031161	0.00515638226391876	0.0195678491200927	0.0400397296944126	0.0217544578107955	0.00299621355562539	0.0195855469516146	0.0143221021616427	0.0306853477048554	0.0126694303240678	0.027709040869442	0.0419240460279584	0.0170291750654084	0.0347885864868607	0.028741106754686	0.0132813967958524	0.0201163518408266	0.0435073668126904	0.0215080813218694	0.0163877196339957	0.00556523039543966	0.00303882315641882	0.0212365739530342	0.0104634022093993	0.00888678792756332	0.00497674461998661	0	0.0185573753171028	0.0233674153060874	0.00355659493354274	0.0103921578931192	0.0494734020942001	0.00939837204468102	0.0129365491502291	0.0209385231081316	0.0113227613722478	0.0315753926776179	0.00915609200977183	0.00932634182472797	0.00381402815767195	0.0309380650788725	0.0426064411274907	0.0396355840143438	0.0330405109640891	0.0277506899203864	0.0416015435659463	0.00464363442855835
OM2_C_5A_3	0.005382812161659	0.0172907034528133	0.013401462411827	0.0010106071661247	0.0214881030749176	0.00319755111816359	0.0215531483813879	0.0381377805203135	0.00423568330596781	0.0121304697204248	0.00588844979882241	0.00915336950706586	0.0233732127454767	0.00152837598912106	0.0162349935164634	0.0101856972629543	0.00527645256772872	0.00155918799160339	0.0249572358573487	0.00295113366645039	0.00216989586088735	0.0129926359393572	0.0215957508247063	0.00267958209332493	0.00809454683778995	0.0274424944667958	0.0135810898184215	0.0185573753171028	0	0.0048107967473372	0.0221134336219689	0.00816579228344616	0.0309262096122277	0.00915958672053665	0.00562131816743394	0.0023814838539912	0.00723516864361273	0.0130207746306406	0.00940186682068181	0.00923161704298639	0.0147437293659763	0.0123832598402084	0.0240559065450785	0.0210837932654411	0.0144863435013274	0.0091950288532713	0.0230505712244066	0.0139141798610185
