	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.00510512975528216	0.0021277952179903	0.0102609209570763	0.0154879745050893	0.012078293180851	0.0220326349347706	0.00937324884855013	0.0641932249562504	0.008269891445338	0.0104479561028526	0.00562616233947677	0.0101517536775657	0.0047959166619874	0.0166112059643484	0.0105714164633606	0.0178534829468645	0.00798327770523114	0.0141533472883641	0.0309086904184239
OM2_B_C	0.00510512975528216	0	0.00670286451091406	0.0109015426875465	0.0107929485129168	0.0164775320819862	0.0254112666054778	0.0120511567985687	0.059142921660921	0.0117222285442279	0.014193765202023	0.00866323728509527	0.0134632903821649	0.00186178219959043	0.0124017214460273	0.01491618354532	0.021135701504441	0.0105424759351555	0.0151427704600142	0.0314912265510267
OM2_C_4A	0.0021277952179903	0.00670286451091406	0	0.0114206682359607	0.0165476631799292	0.0106935492489164	0.0212362020030896	0.00990376703045217	0.0655034415077996	0.00818577673867777	0.0105155531792027	0.00486295572407948	0.00907920919271339	0.00615466194400874	0.0173887593804283	0.00849371388194873	0.0174804356210323	0.00774917763020501	0.0145872202932766	0.0314646552289572
OM2_C_4B	0.0102609209570763	0.0109015426875465	0.0114206682359607	0	0.0202253026086015	0.013788287042331	0.0180009770808669	0.00449949571973266	0.0631785402924993	0.0067161022321619	0.00798632487114769	0.0091875322118921	0.0108186945614872	0.00984233232482554	0.0224600160727191	0.0171979117267475	0.0127954181774664	0.0070165127224794	0.00604748384068518	0.0211730795876063
OM2_C_4C	0.0154879745050893	0.0107929485129168	0.0165476631799292	0.0202253026086015	0	0.0264085507844045	0.0350538896057375	0.0224414644417967	0.0501830887022736	0.022203003551629	0.0249038217361033	0.0183550419085083	0.0228971073223892	0.0117633896528865	0.00302127299005795	0.0234821397260784	0.0312289723487437	0.0203242373955269	0.0237816568642782	0.0387715819445828
OM2_C_4E	0.012078293180851	0.0164775320819862	0.0106935492489164	0.013788287042331	0.0264085507844045	0	0.0117702738225539	0.00987341287629521	0.0734166710083089	0.00718422799621695	0.00812483003907163	0.00825942915177777	0.00492881608395017	0.0152007380708666	0.0273041548112255	0.00718619254177239	0.00985341792329049	0.0079863495034336	0.0131324084717884	0.027455245453106
OM2_C_4F	0.0220326349347706	0.0254112666054778	0.0212362020030896	0.0180009770808669	0.0350538896057375	0.0117702738225539	0	0.0151123947703948	0.0775908159249929	0.0142351378175954	0.0139208400839293	0.0173311142980083	0.012799340833721	0.0238361583236045	0.0364689836506156	0.0186254876974184	0.00595210705868452	0.0149091261778877	0.0138276594631938	0.0199666067769788
OM2_C_4G	0.00937324884855013	0.0120511567985687	0.00990376703045217	0.00449949571973266	0.0224414644417967	0.00987341287629521	0.0151123947703948	0	0.067279634719539	0.00296738787715672	0.00356135929960149	0.00759908102948792	0.00813184745130694	0.0109453892228962	0.0242865182232393	0.0140298917141072	0.00978080417130025	0.00529941838737761	0.00705047579348257	0.0223525931100581
OM2_C_4H	0.0641932249562504	0.059142921660921	0.0655034415077996	0.0631785402924993	0.0501830887022736	0.0734166710083089	0.0775908159249929	0.067279634719539	0	0.0681288591679502	0.0706962738654325	0.0654277847099851	0.0687793066282205	0.0595633591168807	0.0507951141458249	0.0722713164569772	0.0743569640252738	0.0658466458810821	0.0646756642168492	0.0698062140899072
OM2_C_5A	0.008269891445338	0.0117222285442279	0.00818577673867777	0.0067161022321619	0.022203003551629	0.00718422799621695	0.0142351378175954	0.00296738787715672	0.0681288591679502	0	0.00367919705590208	0.0053818614026509	0.00544413949627027	0.0104586528676196	0.0237493837795636	0.0111889684294778	0.00962174244281257	0.00342929557855418	0.0080789671568457	0.0240169470361953
