	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_3	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_3	OM2_C_6H_3	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_C_6E_2	0.00677258382237549	0.00943745378885048	0.00126177583306833	0.00944711855266895	0.00289882498594588	0.0138252531359158	0.00646634487684142	0.0109925612326619	0.00460038975509652	0.0120432449694546	0.0109293970447582	0.00682134128350415	0.0234742560124849	0.0144252180147467	0.00757426360668459	0.0132846481663585	0.0228861424322015	0.0121495149115068	0.00790279536189029	0.00925503722162917	0.00811425440683801	0.00781964378781278	0.0127410097601292	0.00747780805960397	0.0128677500802842	0.00420544977887201	0.0149813208518123	0.0046253652068165	0.00343481092227898	0.00549412434917616	0	0.00313476837600075	0.0117871594566127	0.010845410140716	0.00839310397386032	0.00899932730932109	0.014565088515225	0.00545530371759411	0.00861157471466927	0.00762983747270217	0.0178577428523758	0.00831077597457221	0.00366655553892319	0.00362374523231301	0.0020289235649793
OM2_C_6E_3	0.00938857193029724	0.0125544765964906	0.00209731088487886	0.0125143470195181	0.00561411980695517	0.0168101811013148	0.00351346697752747	0.014072440839565	0.00699929034524871	0.00987718834816896	0.00882504504375338	0.00475998961134615	0.0217052639467061	0.0117229174094671	0.0105396630526219	0.016348294696923	0.0258882709798112	0.0148493922068751	0.0110283424431977	0.0121284959220523	0.00869705148955663	0.0105976116463141	0.0157728414176143	0.0105886319680157	0.0151791455522299	0.00600516172514502	0.0180981990647882	0.00509496158363609	0.00515001130790741	0.008168774229833	0.00313476837600075	0	0.0149215731496554	0.0132283681337294	0.00568417038115042	0.0116277258136952	0.0142400930738388	0.00491597987792372	0.00658103594935143	0.00583198999652228	0.0157196184254699	0.00769036050390219	0.00254211098633514	0.000505117801041802	0.0013323033901398
OM2_C_6F_2	0.00794329026063427	0.0026637351937596	0.0129182382796306	0.00341604589104605	0.00987514944649495	0.00484358545561027	0.0181271778665343	0.00256644797777168	0.00962697435676001	0.022360010092066	0.0212631738286874	0.0176766498368062	0.0320723992348201	0.0254959481665462	0.00557352922971479	0.00327641975391578	0.0121825257043314	0.00706135415225607	0.00398656004426641	0.00554878711388022	0.0143340338881914	0.00670439145925001	0.00365691911975476	0.00451568311314939	0.00991712878544713	0.0111697306154259	0.00352820740962275	0.0134328601529235	0.0115134517656511	0.00830134727054027	0.0117871594566127	0.0149215731496554	0	0.0088509445409775	0.0197466727451318	0.00730758061227362	0.0205966119621369	0.0150672428239559	0.0191420957014771	0.0180407240636349	0.0276678270025267	0.0168173340110149	0.0146885516532872	0.0154082035853032	0.0137421014568707
OM2_C_6F_3	0.00415449860421875	0.00907908667957147	0.0120505234644152	0.010119739732854	0.00795083813029302	0.00626140808366202	0.0151601253279196	0.0062954155579194	0.00628525088888389	0.0167239111786956	0.0157897043129239	0.0134368111077452	0.0244394759766199	0.0204545216900877	0.0106603237420672	0.0121026647350724	0.0204702602461768	0.00265028343938696	0.00705025826172823	0.00358677246012433	0.00759674085528331	0.00368503963190683	0.00623056047105748	0.0088491159133855	0.0020423018802529	0.00727595586146454	0.011966953327642	0.00901194447002792	0.00810602447729853	0.00542249516196463	0.010845410140716	0.0132283681337294	0.0088509445409775	0	0.015828253619208	0.00225571525380578	0.0124647326627607	0.0104488780107237	0.0142254739148645	0.0132287818284116	0.0210809026120742	0.0107344000708039	0.0115299669453227	0.0137033482161616	0.0119166306287146
OM2_C_6G_3	0.0128584205093571	0.0176277576945601	0.00767603295369463	0.0177638875615784	0.00988020315674284	0.0207037537591388	0.00231957413599624	0.0184315505647121	0.0105218413109505	0.0046347400037416	0.00381472625319004	0.00239427232633097	0.0165528486988441	0.00605693086670254	0.015964806611014	0.0215861956492738	0.0312363521921409	0.0180253829524246	0.0157610747126729	0.0159020622653476	0.00895425152835009	0.0142628856271284	0.0198726937821149	0.0157187784211589	0.0174710114583829	0.00902886779830881	0.0231181460296669	0.00689823423195351	0.00843186477786136	0.0119112680554202	0.00839310397386032	0.00568417038115042	0.0197466727451318	0.015828253619208	0	0.0148793633342228	0.0117227521067307	0.00538026828641641	0.00249673809068934	0.00292993724075622	0.0102834609483791	0.00618049477423856	0.00505941440163289	0.00539560390812806	0.00638617508963439
OM2_C_6H_3	0.00224418032982397	0.00708251408347048	0.0102419174386215	0.00807166755449905	0.00611621874259464	0.00600882223700216	0.0139243728512353	0.00489544500695233	0.00464364273945353	0.016381439930957	0.0153696962052875	0.0125291436899655	0.0250614523113603	0.0199443848211642	0.00844588726851957	0.0104471970988032	0.0193297382183711	0.0032343588575296	0.00490948812536891	0.0017590843929326	0.00753362743565515	0.00143579243710438	0.00550340257701511	0.0066557920232603	0.00421359479527965	0.00593045738817639	0.0106736531111209	0.00798370197639173	0.00667586198252276	0.00350755039375896	0.00899932730932109	0.0116277258136952	0.00730758061227362	0.00225571525380578	0.0148793633342228	0	0.013352254323715	0.00956481182743413	0.0135687611999468	0.0125096806057028	0.0211764032054731	0.0104520471080953	0.0102278973552068	0.0121205834191856	0.0102966150108927
OM2_H_2A_2	0.0128572714830788	0.019779904803676	0.0149480295399781	0.0205266063983119	0.0133116927603525	0.0187238258326771	0.0130500531614124	0.0182467786258793	0.0121865200431326	0.00882684667390701	0.00869259336420444	0.0103036701941117	0.0120728380010608	0.0124225104974831	0.0198666079963598	0.0235850241802418	0.0326786784572733	0.0150778475758338	0.0173947043165645	0.0150942947450485	0.00684588785721535	0.0139256666484505	0.0186249938641554	0.0185601440811472	0.0127809259129129	0.0111749908724575	0.0240191196151041	0.00994288565824936	0.0115528094138877	0.0130251621610272	0.014565088515225	0.0142400930738388	0.0205966119621369	0.0124647326627607	0.0117227521067307	0.013352254323715	0	0.00939003743502465	0.00923675220836428	0.00918794057071974	0.0101609051095428	0.00655046412781399	0.0117449449772646	0.0143869582048072	0.0136945433006354
OM2_H_2A_3	0.00765219918423135	0.0132698774202934	0.00561326406304571	0.0136369605105382	0.00541580811027366	0.0154814166673337	0.00502558750021392	0.0134520517084453	0.00548093700400312	0.00731257710425617	0.0062044068908606	0.00299158447488731	0.0181448492634692	0.0105187310445828	0.0122360463729085	0.0173224647436324	0.0269937601342263	0.0126698119852302	0.011136742213578	0.0107127033398378	0.00406892685463362	0.00907751180467297	0.0147378745402238	0.0115203086621765	0.0121173758932633	0.00392571582029193	0.0185539009237934	0.00165169786434999	0.00358150728794639	0.00686566573771522	0.00545530371759411	0.00491597987792372	0.0150672428239559	0.0104488780107237	0.00538026828641641	0.00956481182743413	0.00939003743502465	0	0.00410578666583957	0.00300883733041585	0.012868248439498	0.00290446444794052	0.00237845567629469	0.00513856030504132	0.00430945715452711
OM2_H_2B_1	0.0117356056555152	0.0172559032871874	0.00823463654334815	0.0175455710467367	0.00936312900662434	0.0195338608873451	0.00407854625541585	0.0175572779305791	0.0095846976443201	0.00343291913766188	0.00231841518014286	0.00183806731379481	0.0151252368607398	0.00641641541728971	0.0159718653713297	0.0212938156362146	0.0309780053358382	0.0165877781490861	0.015188992846038	0.0147913272177328	0.00693130462836331	0.013162298890399	0.0188243142904531	0.0154415446565873	0.0157152548395461	0.00803023194897727	0.0226107228892725	0.00575746167370055	0.00762977222349728	0.0109711183589547	0.00861157471466927	0.00658103594935143	0.0191420957014771	0.0142254739148645	0.00249673809068934	0.0135687611999468	0.00923675220836428	0.00410578666583957	0	0.00110197034898201	0.00925763023031571	0.00390483075285374	0.00494858900938272	0.00646877020198971	0.00681143332730953
OM2_H_2B_3	0.0106503210592948	0.0161639639728336	0.00734092923577074	0.0164651466302107	0.00827148023369242	0.0184613134635077	0.00386462861651535	0.0164596286829066	0.00848491423638971	0.00446473362675646	0.00334009493305811	0.00116376556003103	0.0159487521748096	0.00751003868675114	0.0149190355240278	0.0202048783246194	0.0298883790108601	0.0155555375263342	0.0140890140312779	0.0137084585101184	0.0060813608629582	0.0120767588251697	0.0177386462565872	0.0143581716068469	0.0147675322460523	0.0069309721650107	0.0215109084215165	0.00466001285730936	0.00652851436449531	0.00987262699486207	0.00762983747270217	0.00583198999652228	0.0180407240636349	0.0132287818284116	0.00292993724075622	0.0125096806057028	0.00918794057071974	0.00300883733041585	0.00110197034898201	0	0.0102327609487077	0.00325638288789895	0.00396620728447313	0.00578763354825524	0.00590942297908149
OM2_H_2C_1	0.0198181852156628	0.0260744287503841	0.0174801176821057	0.0264914090869419	0.0182796696624247	0.0271166172079602	0.0125954411811278	0.0257487497331052	0.0180816169438423	0.0058520112256368	0.00694259449107703	0.0110820813979988	0.00651143379372313	0.00564852517624434	0.0250832851897133	0.0301259955186555	0.0397528736736371	0.023704166927941	0.0238519727718783	0.0227066764366464	0.0136479370753713	0.0211880741493459	0.0266741022900339	0.0243745212316085	0.021972145214515	0.0165784388239889	0.0311918828416739	0.014396326697663	0.0164096771820672	0.019371728250606	0.0178577428523758	0.0157196184254699	0.0276678270025267	0.0210809026120742	0.0102834609483791	0.0211764032054731	0.0101609051095428	0.012868248439498	0.00925763023031571	0.0102327609487077	0	0.0108600028501628	0.0141915621960906	0.0155265474781481	0.0160633215781256
OM2_H_2C_2	0.00896546824832587	0.015324055970835	0.00851767309887953	0.0158302815070709	0.00777257800732294	0.0164546390469561	0.00685043390780431	0.014902533785266	0.00728277088683269	0.00599204726921183	0.00506841706646824	0.00413912392370026	0.0156139797759942	0.00975155895505546	0.0146634278985165	0.0193592125510494	0.0289385801777984	0.01324048972132	0.0130466786975502	0.0119000003311668	0.00317463371984606	0.0103492709826965	0.0159099164693484	0.013726694450835	0.0120483368877266	0.00584472132545434	0.0203441747414097	0.00390052671430274	0.00586048895383378	0.00853071420336878	0.00831077597457221	0.00769036050390219	0.0168173340110149	0.0107344000708039	0.00618049477423856	0.0104520471080953	0.00655046412781399	0.00290446444794052	0.00390483075285374	0.00325638288789895	0.0108600028501628	0	0.00521035293634418	0.00784061059904806	0.00720146814721251
OM2_H_2C_3	0.00807565768908088	0.0125888251484436	0.00345565896143548	0.0127711959045197	0.00482894407817417	0.0158472184968031	0.00370083556664004	0.0134291024060914	0.0056585759793431	0.00838142179712303	0.00726513978826991	0.00318500434744702	0.0198666154754248	0.0109451063195778	0.0110820032220324	0.0165750123548752	0.0262478685033195	0.0134506482208751	0.0107029027455575	0.0110501199438914	0.00621840697616233	0.00942938357433849	0.0149440648160605	0.0107002279557545	0.0133782359319857	0.00430581235792818	0.018064313537541	0.00275372313691158	0.00356342830119302	0.00700934819101644	0.00366655553892319	0.00254211098633514	0.0146885516532872	0.0115299669453227	0.00505941440163289	0.0102278973552068	0.0117449449772646	0.00237845567629469	0.00494858900938272	0.00396620728447313	0.0141915621960906	0.00521035293634418	0	0.00280001923069554	0.0020483621031065
OM2_H_2F_1	0.00988303258839097	0.0130275889591547	0.00254082531515732	0.0129703712046851	0.00611747168785655	0.0173151910324037	0.0031598436410249	0.0145746492268052	0.00748775549371388	0.00970082799211232	0.00867057589601632	0.00467724434990474	0.0215768542326103	0.0114031944442217	0.0109732262695213	0.0168013464098405	0.026321108282146	0.0153443474962061	0.0115229420752214	0.0126318960003314	0.00900823564620361	0.0110983070176468	0.0162774225249316	0.0110599053502947	0.0156463327338421	0.00646347682884023	0.0185701539406541	0.00544843444750047	0.00561231977467069	0.00866736824377978	0.00362374523231301	0.000505117801041802	0.0154082035853032	0.0137033482161616	0.00539560390812806	0.0121205834191856	0.0143869582048072	0.00513856030504132	0.00646877020198971	0.00578763354825524	0.0155265474781481	0.00784061059904806	0.00280001923069554	0	0.00183103049537129
OM2_H_2F_2	0.00805677761609554	0.0114411151973227	0.00143176788494745	0.0114732806782442	0.00429053132515397	0.0155013775493743	0.00444075326029313	0.0128036660472983	0.00567221197783865	0.0102177863782239	0.00912137892354946	0.00498157132408869	0.0218539932850155	0.0124335939639444	0.00959574928860019	0.015310264630249	0.0249142898193839	0.0135174547941063	0.00981242179424764	0.0108043777086577	0.00776817414959644	0.00926744582289378	0.0144789677672393	0.00948898238067299	0.0138787496042108	0.00473194701572053	0.0169811048816551	0.00410776466423242	0.00387190894404837	0.00683688230693765	0.0020289235649793	0.0013323033901398	0.0137421014568707	0.0119166306287146	0.00638617508963439	0.0102966150108927	0.0136945433006354	0.00430945715452711	0.00681143332730953	0.00590942297908149	0.0160633215781256	0.00720146814721251	0.0020483621031065	0.00183103049537129	0
