	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_3	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_3	OM2_C_6H_3	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_C_4H_1	0.00639367795974891	0.0131770759000222	0.00876707764270286	0.0138392455206022	0.00649396328657076	0.0134784103419739	0.0090438390521058	0.0122180491749435	0.00535702453221063	0.00914030906629494	0.00824119160088363	0.00664578869598757	0.0177447149968725	0.0129254672979596	0.0130457251504005	0.0171153370005852	0.026514655897335	0.0101492877354931	0.010810309944635	0.00910996622429803	0	0.00766993054947708	0.0130362917195181	0.0118142879150934	0.00887411806537306	0.0043565301778105	0.0178466965800521	0.00366212558932974	0.00483382133919266	0.00630797866686486	0.00811425440683801	0.00869705148955663	0.0143340338881914	0.00759674085528331	0.00895425152835009	0.00753362743565515	0.00684588785721535	0.00406892685463362	0.00693130462836331	0.0060813608629582	0.0136479370753713	0.00317463371984606	0.00621840697616233	0.00900823564620361	0.00776817414959644
OM2_C_4H_3	0.00142683549672633	0.00602869308553797	0.00907711599517648	0.00694281196295315	0.00499735736447748	0.00644266261089885	0.0131239155367668	0.00456478793524849	0.00377211115918229	0.0161489106375982	0.0150971869379542	0.0119685568360578	0.0253877765801689	0.0195755166295879	0.00710662309945415	0.00966865152695604	0.0188730581182383	0.00433842048555604	0.00372102923514228	0.00164053701938404	0.00766993054947708	0	0.00566285960406453	0.00535831752421474	0.00564694409295141	0.00523482739328358	0.010193680383553	0.00744089499015685	0.00587552126162219	0.00244552340449325	0.00781964378781278	0.0105976116463141	0.00670439145925001	0.00368503963190683	0.0142628856271284	0.00143579243710438	0.0139256666484505	0.00907751180467297	0.013162298890399	0.0120767588251697	0.0211880741493459	0.0103492709826965	0.00942938357433849	0.0110983070176468	0.00926744582289378
OM2_C_5A_1	0.0070896317518912	0.00553744921496179	0.0139813000247719	0.00658231826855723	0.0102326263185251	0.00132085423378017	0.0185986143225361	0.00195705998094969	0.00935251676572259	0.0217807236827765	0.0207408511587884	0.0176082776825054	0.0304869704089815	0.0252363082407731	0.00832755535894087	0.00674244303052082	0.0142639149509007	0.00387578653598411	0.00522261019870406	0.0040392607846031	0.0130362917195181	0.00566285960406453	0	0.00672893618396528	0.00676330968086787	0.0108665819019415	0.00595247219952741	0.0130973804785815	0.0114449510631124	0.00796312006216175	0.0127410097601292	0.0157728414176143	0.00365691911975476	0.00623056047105748	0.0198726937821149	0.00550340257701511	0.0186249938641554	0.0147378745402238	0.0188243142904531	0.0177386462565872	0.0266741022900339	0.0159099164693484	0.0149440648160605	0.0162774225249316	0.0144789677672393
OM2_C_5A_2	0.00589581283991957	0.00197074131501618	0.00853241959756735	0.00211749244210613	0.00610654722848812	0.00803705303888786	0.013925876275173	0.00477607033141772	0.00651686254950079	0.0187969390019199	0.0176762985464721	0.0138258349822883	0.0293151753449778	0.0216399732518327	0.00184052495454335	0.0058754195301732	0.0155562519804506	0.00834185481199897	0.00186396040221992	0.00538526134054376	0.0118142879150934	0.00535831752421474	0.00672893618396528	0	0.0105963021383461	0.00788241719498968	0.00751116556152381	0.00998398988698986	0.00796716340421563	0.00553553653052992	0.00747780805960397	0.0105886319680157	0.00451568311314939	0.0088491159133855	0.0157187784211589	0.0066557920232603	0.0185601440811472	0.0115203086621765	0.0154415446565873	0.0143581716068469	0.0243745212316085	0.013726694450835	0.0107002279557545	0.0110599053502947	0.00948898238067299
OM2_C_5A_3	0.00619676496511425	0.0105781084245252	0.0140629365953249	0.0116596834730656	0.0099781959134378	0.00638235280961942	0.0169536073380138	0.00737112597387564	0.00828841854761482	0.0179826668941932	0.0171112236500337	0.0150784696299253	0.024850958265773	0.0217959290151232	0.0124308167285208	0.0131911231390699	0.020934144970019	0.00290214907056799	0.00875048625136016	0.00521476544795144	0.00887411806537306	0.00564694409295141	0.00676330968086787	0.0105963021383461	0	0.0091895762186131	0.0127073127836215	0.0107738182522684	0.0100351872327266	0.00746374017526129	0.0128677500802842	0.0151791455522299	0.00991712878544713	0.0020423018802529	0.0174710114583829	0.00421359479527965	0.0127809259129129	0.0121173758932633	0.0157152548395461	0.0147675322460523	0.021972145214515	0.0120483368877266	0.0133782359319857	0.0156463327338421	0.0138787496042108
OM2_C_5F_2	0.00383239049012574	0.00950505928254644	0.0051922455740291	0.00998639627461799	0.00213870749945793	0.011676273948416	0.00799634221061887	0.00953053756526925	0.0015554675026958	0.0111922999970592	0.0100988652408225	0.00674249782491275	0.0214423200402449	0.0144378983402609	0.0088862579373445	0.0135538086865168	0.0231850049631987	0.00914698644107913	0.00728244429295522	0.00687478209177136	0.0043565301778105	0.00523482739328358	0.0108665819019415	0.00788241719498968	0.0091895762186131	0	0.0146737380657887	0.00227562797314074	0.000860506564424218	0.00294250343664238	0.00420544977887201	0.00600516172514502	0.0111697306154259	0.00727595586146454	0.00902886779830881	0.00593045738817639	0.0111749908724575	0.00392571582029193	0.00803023194897727	0.0069309721650107	0.0165784388239889	0.00584472132545434	0.00430581235792818	0.00646347682884023	0.00473194701572053
OM2_C_5F_3	0.0114622612209297	0.00554481345453571	0.0160417388063313	0.00572640217645566	0.0132896581968775	0.00664496439856887	0.0214068024104208	0.00578159820769436	0.0131380361238597	0.0258569030816097	0.0247553145918188	0.0211056775071499	0.0355764987721539	0.0289347521617251	0.00796555624739185	0.00240250870303959	0.00868182989080304	0.00980862298418368	0.00742302036104157	0.00892614740706505	0.0178466965800521	0.010193680383553	0.00595247219952741	0.00751116556152381	0.0127073127836215	0.0146737380657887	0	0.0169280347083901	0.014985686192033	0.0118240808345136	0.0149813208518123	0.0180981990647882	0.00352820740962275	0.011966953327642	0.0231181460296669	0.0106736531111209	0.0240191196151041	0.0185539009237934	0.0226107228892725	0.0215109084215165	0.0311918828416739	0.0203441747414097	0.018064313537541	0.0185701539406541	0.0169811048816551
OM2_C_5G_1	0.00601825205269896	0.0116890868731355	0.0051378641427218	0.0121006637735718	0.00391984212033423	0.0138601671120665	0.00618230596940304	0.011800516206379	0.00383108042965966	0.00893078113244869	0.00783142963707737	0.00454929775814932	0.0194728930834534	0.0121695578782388	0.0108081259946362	0.0157436029220127	0.0254011350524128	0.0111324018083336	0.00951901789322839	0.00907895333975434	0.00366212558932974	0.00744089499015685	0.0130973804785815	0.00998398988698986	0.0107738182522684	0.00227562797314074	0.0169280347083901	0	0.00201874559104031	0.00521411238853495	0.0046253652068165	0.00509496158363609	0.0134328601529235	0.00901194447002792	0.00689823423195351	0.00798370197639173	0.00994288565824936	0.00165169786434999	0.00575746167370055	0.00466001285730936	0.014396326697663	0.00390052671430274	0.00275372313691158	0.00544843444750047	0.00410776466423242
OM2_C_5G_2	0.004512420733112	0.00969093342768078	0.00436238403505297	0.0100842874171525	0.00191323165049332	0.012308618938604	0.00726411352991564	0.0100194166290927	0.00210470589067099	0.0108934100816052	0.00978300093671003	0.00621552356475633	0.0214657173601129	0.0139980233239642	0.00880737955863216	0.0137447903405558	0.0234137230336867	0.00990592521084263	0.00756390644259015	0.00750464727885462	0.00483382133919266	0.00587552126162219	0.0114449510631124	0.00796716340421563	0.0100351872327266	0.000860506564424218	0.014985686192033	0.00201874559104031	0	0.00348247859553632	0.00343481092227898	0.00515001130790741	0.0115134517656511	0.00810602447729853	0.00843186477786136	0.00667586198252276	0.0115528094138877	0.00358150728794639	0.00762977222349728	0.00652851436449531	0.0164096771820672	0.00586048895383378	0.00356342830119302	0.00561231977467069	0.00387190894404837
OM2_C_5G_3	0.00128309092083806	0.00688353192820284	0.00673457152787083	0.0075332386560354	0.00260934292727012	0.00883853387935761	0.0106952336048359	0.00658814234232737	0.00139625161820704	0.0140976877666591	0.0130144289471535	0.00966438697409284	0.0239628191036716	0.0173799237747286	0.00692380024939555	0.010871001605299	0.0204111575872561	0.00669426520545017	0.00454307801379458	0.00404421833110525	0.00630797866686486	0.00244552340449325	0.00796312006216175	0.00553553653052992	0.00746374017526129	0.00294250343664238	0.0118240808345136	0.00521411238853495	0.00348247859553632	0	0.00549412434917616	0.008168774229833	0.00830134727054027	0.00542249516196463	0.0119112680554202	0.00350755039375896	0.0130251621610272	0.00686566573771522	0.0109711183589547	0.00987262699486207	0.019371728250606	0.00853071420336878	0.00700934819101644	0.00866736824377978	0.00683688230693765
