	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_4F_3	0.0481140120152932	0.0657375208103916	0.0495533011246082	0.0430983538695218	0.0615356828571724	0.0302052753847934	0.0289430145441455	0.0659518865475054	0.0211699559700371	0.00848431477677685	0.0429575418641478	0.0433628020977873	0.033054904331126	0.0462501560068108	0.02055309973378	0.02618581862605	0.0107187923060561	0.0215737785566443	0.011737922980394	0.0107838459981462	0	0.0483178335509021	0.0352520179200064	0.00621378964412225	0.0250558330180516	0.0687000306120673	0.0335461722269404	0.0245155614512356	0.0730559544931056	0.0617214818470157	0.0272706649536277	0.0757131994497282	0.0625147105627983	0.00364136634118845	0.0292353506765811	0.0193546630864639	0.0474257048870564	0.0753373805338865	0.0222483247170483	0.0427181389439743	0.0292414538208539	0.0878787111281901	0.0230933050242011	0.0759582450467128	0.0991984224756143	0.0424703184313465	0.0335401354784856	0.0757066785119822	0.0371167009060163	0.0585019061416039	0.0439142399067341	0.0176904417908917	0.0243017287301138	0.0476745880498813	0.00641309500878087	0.0634524504683752	0.0157163566691847	0.0446896278336334
OM2_C_4G_1	0.007526632833148	0.0182041102763555	0.00617774201195169	0.00848653044469073	0.0154147907125268	0.0527874891847843	0.0282896457120613	0.0201390807642117	0.0272720359232911	0.0511646116100786	0.0813851466850656	0.089752790371091	0.078186341553163	0.0120225664308323	0.0665098034807541	0.0710581527411872	0.0511394273225454	0.0687439768626592	0.0584250185772168	0.0493540990372028	0.0483178335509021	0	0.0147074784529186	0.0423471578805032	0.0257583020767119	0.0304818175882424	0.0765792677421339	0.0666864203466167	0.0270419777730377	0.0136528433045513	0.023539866540092	0.0285270757629927	0.0148636066394152	0.0449942730668345	0.019517230425212	0.0293460054898161	0.0887612896781907	0.0358999872637978	0.0308954836248031	0.0840520528980908	0.0222749736890161	0.0451883529470495	0.0622001450226443	0.0312044941532966	0.0521677289939511	0.0740845957931378	0.0764588746284129	0.0871847899036962	0.0836416371947769	0.103823103571588	0.0898671675594061	0.0634502399020408	0.0271165473214117	0.00652989938854468	0.0442441888160915	0.0174369781312456	0.032749370504204	0.012471343230204
OM2_C_4G_2	0.0134379109161308	0.0311084793818773	0.0159693150242157	0.0107937373535875	0.0282409406407411	0.0403893565075393	0.0172129355081973	0.0323697844022709	0.0153334357129245	0.0376122420422252	0.0683399038486702	0.0763279328851959	0.0647442818392357	0.0156408541610556	0.0530735375281362	0.0579741202164051	0.0397120838273523	0.0556468930685888	0.0453259159773599	0.0362453551412356	0.0352520179200064	0.0147074784529186	0	0.0291537330164402	0.0121214367638972	0.0404797068426673	0.0631015241650913	0.0531518307314378	0.0397038505848799	0.0271520498349134	0.0148102878790645	0.0408738362447734	0.0280775101956516	0.031826073738161	0.00862124361962427	0.0166834716368727	0.0760990576997784	0.0467907496298984	0.0185597105748036	0.0711514002981933	0.0140156939778358	0.0573537100069452	0.0490740636361601	0.0436332282120143	0.0649735567738371	0.0618277696462572	0.0633939415940078	0.0845168391296897	0.0711626943399645	0.0914334478954268	0.077379187939075	0.050682979076871	0.013521664542692	0.0160331610428868	0.0313903536060277	0.0314159678598027	0.0195868502421608	0.0158120495210599
OM2_C_4G_3	0.0419608507512161	0.0597656135086952	0.0437037904681704	0.0372685828126221	0.0557663436580823	0.0285317367156104	0.0235031301045294	0.0600781419335948	0.0154049625408039	0.0106956716397363	0.0461126429326244	0.0486752296081506	0.0378421516875274	0.040587881402967	0.0255439655129229	0.0308867182298038	0.0144037126048197	0.0273890271586621	0.0169105805625686	0.0115251960290268	0.00621378964412225	0.0423471578805032	0.0291537330164402	0	0.0188659344333788	0.0636977099924408	0.0376269472233239	0.0280052789167743	0.0672775955778813	0.0557279577713816	0.0221763109538395	0.0695777893937137	0.0565826399942437	0.00292710848103032	0.0234540587693123	0.013332878513287	0.0514925600115632	0.0703014012457549	0.0168197907096541	0.046710799985788	0.0240462143672334	0.0826146279644794	0.0257511814195019	0.070343614535569	0.0933382262869426	0.0437628095469046	0.0377454259184832	0.0770928958939492	0.0430069052073905	0.0641565412427072	0.049721358826695	0.0231489990929928	0.0185908939043723	0.0419198752437331	0.00595070330765202	0.0577346378693995	0.00969687628330674	0.0391561147657422
OM2_C_4H_1	0.023804223051256	0.0427478753752553	0.0278833635598247	0.0221054584881365	0.0400341264855242	0.0298147651336491	0.0112667239158592	0.0437328643974789	0.00945920213327512	0.0261801049922528	0.0575201920572888	0.0650491588600846	0.0533647432147618	0.0263140884954665	0.0420729843270655	0.0466156727324477	0.0314162334422467	0.0453285443337309	0.034354523025661	0.0248998419416662	0.0250558330180516	0.0257583020767119	0.0121214367638972	0.0188659344333788	0	0.051525710951053	0.0516541798549866	0.0416197595192623	0.0512945965886038	0.0385697219855457	0.0153791023320345	0.051438422740883	0.0398124713668817	0.0215474379383827	0.0113868353676265	0.00774363786910182	0.0648836911979871	0.0578001825855064	0.00959530740203858	0.0600979196153372	0.0162507939607078	0.0688038604954058	0.0380842347420023	0.0551498038165583	0.0765892297774713	0.0507619371454986	0.0520621302548245	0.0853223317728131	0.0609456858203448	0.0813039399038883	0.0674083881930178	0.0407365321539231	0.00831914350999738	0.0269568231184938	0.0221802727950825	0.0422963255333778	0.0105864090596144	0.0258545130015786
OM2_C_4H_3	0.0362138779618342	0.0238847013331662	0.0261124890027031	0.0298477639360707	0.0181911058515353	0.0807100667865652	0.056388230768358	0.0204236386412815	0.0497778436834402	0.0740203687648617	0.106530770792736	0.111526979625243	0.100986487739064	0.0259270848123898	0.0883616955321971	0.0939602975238558	0.0685216541374118	0.0884948510007761	0.0800056887431436	0.0732520829065497	0.0687000306120673	0.0304818175882424	0.0404797068426673	0.0636977099924408	0.051525710951053	0	0.100468223975122	0.0907594458307419	0.018388587884481	0.0267807320883953	0.0436912513498178	0.0352886590250615	0.0236419583632426	0.0661207479224712	0.0417332633644302	0.0531289326116919	0.113372220308574	0.00771527640642013	0.0571532300896028	0.10836692658273	0.0398120510173635	0.0202930240710022	0.0866787585297053	0.0157356836935118	0.0389007127689418	0.101721353078146	0.100334568439993	0.0796828785624893	0.102658723641404	0.123081788199288	0.108505118351799	0.0833554342868578	0.0513080736996867	0.0260605529642308	0.0646201130701573	0.0200368097559878	0.0548387441986936	0.0259879257332944
OM2_C_5A_2	0.0743538369452136	0.0937985141812308	0.078649525620904	0.0728856367260189	0.090980099978182	0.0314142110604988	0.0500511118157023	0.0952252548949837	0.0513330366498269	0.0272121922715679	0.0131396584135675	0.0162862519304727	0.00581569731381256	0.0768350222288009	0.0144177614225393	0.00987714112164565	0.0381846946461479	0.0201657676129101	0.0226092303115968	0.0278757053699375	0.0335461722269404	0.0765792677421339	0.0631015241650913	0.0376269472233239	0.0516541798549866	0.100468223975122	0	0.0100852234840682	0.102627140244463	0.0891940711501671	0.0577003132421732	0.101670812655433	0.0906242161290309	0.0352670740600979	0.0593914533851085	0.0482523141267388	0.0160935338675774	0.107251996591698	0.0459620401126745	0.0116632429190293	0.0613033243382925	0.11916343612584	0.0153802593519852	0.106298197586937	0.127589911149394	0.0215876562594382	0.0051821533924071	0.0987457290698616	0.0247836964011578	0.0373731737197361	0.0286846051860455	0.0232090728210043	0.0506881851535281	0.0776820396038826	0.0368088363063247	0.0931457982056825	0.0460562768694872	0.0758223446569404
OM2_C_5A_3	0.0644953271056093	0.0839219857739187	0.0687628819108424	0.0629436815585294	0.0810917353397371	0.0236336600578162	0.0405110846321708	0.0852406954600992	0.0415078569029256	0.0174625317766841	0.0195819414376851	0.0247324075900155	0.0126415280441833	0.0668770116480444	0.00952682327265294	0.00894263022523249	0.0306571139377933	0.0174389299320423	0.0146987664503005	0.0181104472954299	0.0245155614512356	0.0666864203466167	0.0531518307314378	0.0280052789167743	0.0416197595192623	0.0907594458307419	0.0100852234840682	0	0.0926800888057038	0.0793771166249816	0.0481349078831656	0.0918999626796772	0.0807825165564978	0.0258342420848013	0.04951555456605	0.0383387406674525	0.0249161790296968	0.0974801672812001	0.0362234939934022	0.0201788358716606	0.0515460021169429	0.109324824989351	0.00800678457703189	0.0963566764602778	0.11774293362988	0.0216719176128655	0.0115959672865366	0.0940915889359734	0.0281873049108068	0.0447305975302605	0.0336127160005011	0.018401255222141	0.0409382164429244	0.0677523700751567	0.0277097527844733	0.0832345970595783	0.0361918074676787	0.0658985626995715
OM2_C_5F_1	0.0301719737581335	0.0112824066644091	0.0244631429092708	0.030180391761704	0.0125351701402188	0.0783690135115585	0.0548142053269486	0.00799583538261439	0.0526292655864821	0.0766670903439588	0.107644630613497	0.115427715854906	0.104081478771456	0.0271753214843176	0.0921353096349209	0.0971282249664113	0.0751107127553882	0.0938028071074225	0.083925358779939	0.0754796755274228	0.0730559544931056	0.0270419777730377	0.0397038505848799	0.0672775955778813	0.0512945965886038	0.018388587884481	0.102627140244463	0.0926800888057038	0	0.0168185687345865	0.0480216722483412	0.0178620066755651	0.0142217735007552	0.0699876624876062	0.0442260703672044	0.0551268682030871	0.11535224541109	0.0181974334806909	0.0575249542443716	0.110513378186823	0.0445536355754705	0.0207844284479318	0.0885578153945822	0.0057607062598095	0.0266887604894349	0.100107503541861	0.10279374840025	0.0965893126996575	0.108789779321565	0.129252031061318	0.114946881958653	0.0886807748196645	0.0526223588545452	0.0259092039712367	0.0692028404859093	0.0134911355834559	0.0577681693614157	0.0288375050693344
OM2_C_5F_2	0.0155184701035334	0.00610636181527537	0.0135165789216761	0.0199759413924483	0.00886240413876104	0.0638789794495181	0.0398658540785986	0.0119221771717827	0.0407362612043869	0.0643254596494334	0.0932018597994607	0.102742388793174	0.0910759528141611	0.0203789479800182	0.0795607839462704	0.0840984953347297	0.0645152505904836	0.0819310419159801	0.0717368224184212	0.0624262449009674	0.0617214818470157	0.0136528433045513	0.0271520498349134	0.0557279577713816	0.0385697219855457	0.0267807320883953	0.0891940711501671	0.0793771166249816	0.0168185687345865	0	0.0365594301059081	0.0162382873034186	0.00349840936876483	0.0583611477385355	0.0327975720816493	0.042728806134445	0.101125951335571	0.0304800079965484	0.0435090309113941	0.0963759697823467	0.0351995012786799	0.0362944178448999	0.0746742551754311	0.0219678436954761	0.0393396971163243	0.0853437191582682	0.0891559614979709	0.0949702468037736	0.0968437324723958	0.116681125343279	0.102886391078818	0.0765861543966641	0.0395462183473307	0.0163530957595203	0.0574951350145893	0.0119118331743441	0.0460856741682507	0.0219648189263486
OM2_C_5F_3	0.0258127714331278	0.0407493159412256	0.0244019738972241	0.0188860493823326	0.0358759046635116	0.0415015696243163	0.019581130882631	0.0415955250768727	0.00815833618645137	0.0319633924333557	0.0638666328557744	0.0691623016908982	0.0582743030091232	0.023012447396587	0.0458286792538567	0.0509467242226596	0.028236403054224	0.0467431668532702	0.0375497979207673	0.0303309733948872	0.0272706649536277	0.023539866540092	0.0148102878790645	0.0221763109538395	0.0153791023320345	0.0436912513498178	0.0577003132421732	0.0481349078831656	0.0480216722483412	0.0365594301059081	0	0.0519800627920048	0.0371089483795973	0.0243099758247377	0.00700130969352128	0.0117746917248408	0.0700085314979781	0.0505408814883779	0.0163967782714183	0.0651366842972122	0.00839414307245324	0.0626368244322602	0.0436074657029096	0.050879206710983	0.0739942943376525	0.0603782906731372	0.057120372617007	0.0719101000927627	0.0611806839785191	0.0815679358040512	0.067289443539296	0.0412234427154927	0.0126353070348046	0.0224986197256794	0.0223900182562713	0.0379631209394851	0.0137294381714262	0.0208339813567262
OM2_C_5G_1	0.0279481684725682	0.0138566873533348	0.0288484907698587	0.0347208495586521	0.0211901162837007	0.0740842806938005	0.0523634903784273	0.017266296737417	0.0551665725329175	0.0775051172529488	0.105147187327849	0.11587299392571	0.104011394290096	0.0341313665658857	0.0930802927776246	0.0972620389512767	0.0794164170128025	0.0961050369481995	0.0854371784192801	0.0756713010633591	0.0757131994497282	0.0285270757629927	0.0408738362447734	0.0695777893937137	0.051438422740883	0.0352886590250615	0.101670812655433	0.0918999626796772	0.0178620066755651	0.0162382873034186	0.0519800627920048	0	0.0169881085703834	0.0723048895363327	0.0475237897457144	0.0566690854571373	0.113481578451454	0.035793891658005	0.0568714644593302	0.108915425401383	0.0500735847212938	0.0358429925698753	0.087512219295489	0.0229195324458792	0.0292426711772953	0.0954961605200227	0.101919830303775	0.109832777949771	0.111237553067776	0.131003296544301	0.117404148111664	0.0909894304706578	0.0535172941717033	0.0313009998191996	0.071950798004462	0.0213096022126293	0.0601103587970879	0.036280879356185
OM2_C_5G_2	0.0174194057892717	0.00415990915903115	0.0132886222160187	0.0199896004767105	0.00595274499315093	0.0658538269137893	0.0417063965117987	0.00969299382046417	0.0415954620393068	0.065457414670542	0.0948577868269498	0.103941607483977	0.092369977522259	0.0195448316914247	0.0806651212110681	0.0854202603780256	0.0650696371024371	0.0827901339771882	0.0727923710265132	0.0637415607254845	0.0625147105627983	0.0148636066394152	0.0280775101956516	0.0565826399942437	0.0398124713668817	0.0236419583632426	0.0906242161290309	0.0807825165564978	0.0142217735007552	0.00349840936876483	0.0371089483795973	0.0169881085703834	0	0.0592170435966468	0.0333950657828884	0.043792946903974	0.102799460961931	0.0274240062819697	0.0450153325811771	0.0979583773243681	0.0353015996509234	0.0334686275892292	0.07615367951137	0.019200794705484	0.0376714807451343	0.0874125007453491	0.0906363568519401	0.0934740606968801	0.0977536522068594	0.117702056074848	0.10376281070464	0.0774673242931429	0.0405480677795654	0.0162732598035266	0.0582568883456021	0.0109031366841942	0.0469104064031711	0.0212355506517919
OM2_C_5G_3	0.0446277343078522	0.0624497605463491	0.0463267359837528	0.0399443331470141	0.0584009651309856	0.0285465036741582	0.0253753644996724	0.0628390059539799	0.0179090753751053	0.00887574186854812	0.0439537544307077	0.0459898214792935	0.0352726298614406	0.0432950046202391	0.0228290111288354	0.0283089457824867	0.0126437579800815	0.0244863160462312	0.014186646158552	0.0100311679098394	0.00364136634118845	0.0449942730668345	0.031826073738161	0.00292710848103032	0.0215474379383827	0.0661207479224712	0.0352670740600979	0.0258342420848013	0.0699876624876062	0.0583611477385355	0.0243099758247377	0.0723048895363327	0.0592170435966468	0	0.0260382587027954	0.0158862401222876	0.0490748277049392	0.0727847876310003	0.0186743941220387	0.0442735980657657	0.0265476334583826	0.0851718003377067	0.0236570479660708	0.0730232371293387	0.0960373290888404	0.0424970092772844	0.0352838469087352	0.0766365845751364	0.0401125616659396	0.0612504751393438	0.0468027662046292	0.0202309196869681	0.0207557045206034	0.0445788762239399	0.00470382993948076	0.0603995732964017	0.0123628082606044	0.0418154719236108
OM2_C_6E_1	0.0207848160301461	0.0367123494943097	0.020392018199559	0.014135376353877	0.0324162556377151	0.0404067610422074	0.0181079225357599	0.0372683927165713	0.00858196275120506	0.0330788669846034	0.0655908368079693	0.0715647919371601	0.0603646778646161	0.0182935272118363	0.0481505494561622	0.053273001557905	0.0321977312279367	0.0498026844507672	0.0398801227902103	0.0318730707656468	0.0292353506765811	0.019517230425212	0.00862124361962427	0.0234540587693123	0.0113868353676265	0.0417332633644302	0.0593914533851085	0.04951555456605	0.0442260703672044	0.0327975720816493	0.00700130969352128	0.0475237897457144	0.0333950657828884	0.0260382587027954	0	0.0115089564078452	0.072371957544283	0.0483470374245089	0.0162818961624943	0.0674672095327518	0.00664256182161319	0.0600619871951322	0.0455005638049574	0.0474263678577408	0.0702786680625874	0.0606308082743958	0.0593240595414944	0.0770578593449691	0.0649416144667729	0.0855803562066973	0.0712394305570143	0.0446708447931531	0.0112963068706105	0.0187490658718759	0.0251287927913081	0.034830243908916	0.0138734241801183	0.0168273268693801
OM2_C_6E_2	0.0289926610879114	0.047060696164851	0.0312554702691488	0.0251666995363167	0.0433969803225153	0.0307246229669294	0.0136987068075489	0.0478872415234231	0.00391612974881808	0.0220555394903451	0.0547925290131573	0.0606963571659644	0.0493191136808402	0.0293324318092979	0.0374088350341473	0.042139363492396	0.0242579171401402	0.0397752116897089	0.029134978130462	0.0205478457532494	0.0193546630864639	0.0293460054898161	0.0166834716368727	0.013332878513287	0.00774363786910182	0.0531289326116919	0.0482523141267388	0.0383387406674525	0.0551268682030871	0.042728806134445	0.0117746917248408	0.0566690854571373	0.043792946903974	0.0158862401222876	0.0115089564078452	0	0.0612006937937011	0.0596590322576326	0.00814738869019743	0.0564375542660078	0.0146211725668763	0.071387760492305	0.0345234059725183	0.0585372897829047	0.0809588843440951	0.0498727999877154	0.0481407574079129	0.0791832423862787	0.0550049305895708	0.0756140840315739	0.0615000032528696	0.0348029578843295	0.00847101062769248	0.029624456897099	0.0157791306298117	0.0452911037687108	0.00468136441192207	0.0279953790888105
OM2_C_6E_3	0.0865865793686932	0.106126125872939	0.0912878278398918	0.0858748445045664	0.103471704880427	0.0424293110884602	0.0615671130182832	0.108069178990909	0.0642238585656273	0.0414749719426344	0.0130100208476773	0.0171822450591461	0.0170827296231697	0.0902488651085255	0.0280466101830462	0.0217944937404094	0.0502377813889586	0.0316357383181523	0.036005661473209	0.0409851866145197	0.0474257048870564	0.0887612896781907	0.0760990576997784	0.0514925600115632	0.0648836911979871	0.113372220308574	0.0160935338675774	0.0249161790296968	0.11535224541109	0.101125951335571	0.0700085314979781	0.113481578451454	0.102799460961931	0.0490748277049392	0.072371957544283	0.0612006937937011	0	0.120184466956147	0.0580397169393021	0.00624148722061009	0.0745537162994925	0.1319598711394	0.0273437808409963	0.11913844698514	0.139957848829467	0.0255857826466816	0.0140529002514638	0.106865661595139	0.0280624525717017	0.0309924470378953	0.0288882890547864	0.0345134376992826	0.0635762135796531	0.0902982709068856	0.0500612182261459	0.105267042745651	0.0595754737925901	0.0890578731063484
OM2_C_6F_1	0.0414138599644689	0.0266775669004233	0.0320803420064557	0.0360486935479792	0.0224467920213105	0.0869637978211514	0.0628043642160607	0.0223718348979126	0.0563764283945541	0.0806214975351259	0.113472599108433	0.118323710457489	0.107775029220193	0.0318871489827952	0.0952076907818586	0.100687396860657	0.0751760342692144	0.0953820278549409	0.0866936027073287	0.079902681661781	0.0753373805338865	0.0358999872637978	0.0467907496298984	0.0703014012457549	0.0578001825855064	0.00771527640642013	0.107251996591698	0.0974801672812001	0.0181974334806909	0.0304800079965484	0.0505408814883779	0.035793891658005	0.0274240062819697	0.0727847876310003	0.0483470374245089	0.0596590322576326	0.120184466956147	0	0.0637517959545701	0.115279172880037	0.0463425339292965	0.0135743401255104	0.0935541922488917	0.0135430845704006	0.0346369625633815	0.108093644651018	0.107135263404548	0.0841076874796194	0.109497547913825	0.130083158774969	0.115468529859439	0.0903066738893935	0.0581764279053367	0.0317900391483951	0.0714895594023628	0.0224659009989042	0.0614615227232575	0.0320962987539323
OM2_C_6F_2	0.0291608129404851	0.048358481923123	0.0334437737924548	0.0283651962644733	0.045630551769656	0.0254656142751361	0.00695731528595422	0.0502952725221866	0.0109946739860039	0.0223284300627437	0.0507728893590029	0.0596176699714464	0.0478167679737103	0.0333440597306637	0.0367205697397639	0.0408385641914928	0.028025427069566	0.0402066275809345	0.0296034107800835	0.0194166552723589	0.0222483247170483	0.0308954836248031	0.0185597105748036	0.0168197907096541	0.00959530740203858	0.0571532300896028	0.0459620401126745	0.0362234939934022	0.0575249542443716	0.0435090309113941	0.0163967782714183	0.0568714644593302	0.0450153325811771	0.0186743941220387	0.0162818961624943	0.00814738869019743	0.0580397169393021	0.0637517959545701	0	0.0532425428021743	0.0212291254919697	0.0748011860207994	0.031357637337567	0.0614509501864858	0.0824486843363164	0.0451039599137905	0.045748747781543	0.0843945442676162	0.0551621453215705	0.074679396484584	0.0612949920890552	0.035095501368078	0.00822689728962304	0.0327433818339013	0.0183407940601518	0.0478105726137965	0.0111799026835833	0.0324443574343231
OM2_C_6F_3	0.0818510926508512	0.101297620183874	0.0863472046086554	0.0809538872923052	0.0985946330943534	0.0383428686412166	0.0568357612466689	0.103276800386497	0.0594271637675727	0.0367637097066899	0.00870794752312295	0.0165820114330151	0.0133278535783819	0.0852981070156732	0.0232296779997841	0.0178233380217966	0.0458624682183771	0.0272265241514756	0.0315220054585032	0.0363042732288236	0.0427181389439743	0.0840520528980908	0.0711514002981933	0.046710799985788	0.0600979196153372	0.10836692658273	0.0116632429190293	0.0201788358716606	0.110513378186823	0.0963759697823467	0.0651366842972122	0.108915425401383	0.0979583773243681	0.0442735980657657	0.0674672095327518	0.0564375542660078	0.00624148722061009	0.115279172880037	0.0532425428021743	0	0.0697120068180013	0.127064094946985	0.0221464561073911	0.114288021981419	0.135106157140089	0.0237196156680172	0.00976395662039815	0.103100131294154	0.0260507990058461	0.031938436770865	0.0274191292303129	0.0298195133811984	0.0584081450174036	0.0855333128273448	0.0450744673390423	0.100706598337753	0.0546885312844173	0.0841766054720393
OM2_C_6G_1	0.02503907970286	0.0384753317077099	0.0222299748282505	0.0156846396680546	0.0332204087932708	0.044843219659739	0.0242058610779059	0.0379367810388298	0.0110425018668978	0.0344657384744498	0.0684874944785639	0.0724096894318748	0.0616954597309667	0.0180948120476398	0.04918245234263	0.0545542419728129	0.0307521911652198	0.0499352739748279	0.0405281121096603	0.0339238987076604	0.0292414538208539	0.0222749736890161	0.0140156939778358	0.0240462143672334	0.0162507939607078	0.0398120510173635	0.0613033243382925	0.0515460021169429	0.0445536355754705	0.0351995012786799	0.00839414307245324	0.0500735847212938	0.0353015996509234	0.0265476334583826	0.00664256182161319	0.0146211725668763	0.0745537162994925	0.0463425339292965	0.0212291254919697	0.0697120068180013	0	0.0587598909335432	0.0480680861751016	0.0470528024838331	0.0710365925479487	0.0643413513967351	0.0611867329171577	0.0721429562820671	0.0647665653032848	0.0858423235932219	0.0711698670789122	0.0449764697327208	0.0164793363763977	0.0195391058208279	0.025601143498616	0.0351848282923777	0.0154981414428555	0.0158487730897969
OM2_C_6G_2	0.0497245549532777	0.0314163743661871	0.0418555567940083	0.0468579127646069	0.0302220144123688	0.097190973087294	0.0730234502902586	0.0279596455221037	0.068316899286642	0.092707787574989	0.124844357845148	0.130780329699263	0.119990919226995	0.0429660948312796	0.107571459156857	0.112925056717154	0.0881688192049387	0.108113852720791	0.0991383311024334	0.091806574812138	0.0878787111281901	0.0451883529470495	0.0573537100069452	0.0826146279644794	0.0688038604954058	0.0202930240710022	0.11916343612584	0.109324824989351	0.0207844284479318	0.0362944178448999	0.0626368244322602	0.0358429925698753	0.0334686275892292	0.0851718003377067	0.0600619871951322	0.071387760492305	0.1319598711394	0.0135743401255104	0.0748011860207994	0.127064094946985	0.0587598909335432	0	0.105244341808924	0.0153246963653829	0.0241071755711236	0.118637263678789	0.119113699267024	0.0954920307391194	0.122398420034297	0.14285919287285	0.128356159031697	0.102978436660609	0.069408284821491	0.0423522786020573	0.0839663270543696	0.0296665325137191	0.0735034442510293	0.0437322814888332
OM2_C_6G_3	0.0600924238172745	0.0794662044989799	0.0643643152554622	0.0589050990109967	0.0766743442122637	0.0213224790587367	0.0353785135811344	0.0812951730241912	0.0376149779594136	0.0164183207254842	0.0206823071470048	0.0298059706519414	0.0179489714434547	0.0632521742159406	0.0118383920031607	0.012786409256665	0.0286929691488602	0.0188570941939584	0.014703367020837	0.0149590087511056	0.0230933050242011	0.0622001450226443	0.0490740636361601	0.0257511814195019	0.0380842347420023	0.0866787585297053	0.0153802593519852	0.00800678457703189	0.0885578153945822	0.0746742551754311	0.0436074657029096	0.087512219295489	0.07615367951137	0.0236570479660708	0.0455005638049574	0.0345234059725183	0.0273437808409963	0.0935541922488917	0.031357637337567	0.0221464561073911	0.0480680861751016	0.105244341808924	0	0.0923268017034553	0.113375703224233	0.0227531817705651	0.0149461532135498	0.0915429325410493	0.030339377805811	0.0467383124557977	0.0354478387244046	0.0172986911520143	0.0363632073209626	0.0635921070951009	0.024511703386963	0.0789501581899796	0.0329030212360072	0.0622123370266297
OM2_C_6H_1	0.0350275448528243	0.0167547450003473	0.028257014035024	0.0335794432672668	0.0163420376631373	0.0828944408830424	0.0591724764384863	0.0126970005299883	0.0558160009584776	0.0800318982426112	0.111681469561403	0.118674507097993	0.107514045493417	0.0300245421109126	0.0953824345052229	0.100508111418415	0.0774489185006135	0.0966663267740545	0.0870338716394352	0.0789995747511251	0.0759582450467128	0.0312044941532966	0.0436332282120143	0.070343614535569	0.0551498038165583	0.0157356836935118	0.106298197586937	0.0963566764602778	0.0057607062598095	0.0219678436954761	0.050879206710983	0.0229195324458792	0.019200794705484	0.0730232371293387	0.0474263678577408	0.0585372897829047	0.11913844698514	0.0135430845704006	0.0614509501864858	0.114288021981419	0.0470528024838331	0.0153246963653829	0.0923268017034553	0	0.0255303564655182	0.104558741068049	0.106413107260525	0.095043192360131	0.111474467758782	0.132055941824627	0.117622718553387	0.0915643667568726	0.0563522035261409	0.0291482882929204	0.0721474949856261	0.0164250733991842	0.0609643793338922	0.0313446397544399
OM2_C_6H_2	0.0538554092350398	0.0341767020110059	0.050040842926895	0.0562547313281078	0.0381976611857595	0.101624600969525	0.0788036630473213	0.0337314114274121	0.0786659810541664	0.102355558095381	0.131612612792946	0.140923859740857	0.129420304180512	0.0535239178265882	0.117741923705371	0.122637585670422	0.101449484559158	0.119699589005534	0.109838189533219	0.100978992998197	0.0991984224756143	0.0521677289939511	0.0649735567738371	0.0933382262869426	0.0765892297774713	0.0389007127689418	0.127589911149394	0.11774293362988	0.0266887604894349	0.0393396971163243	0.0739942943376525	0.0292426711772953	0.0376714807451343	0.0960373290888404	0.0702786680625874	0.0809588843440951	0.139957848829467	0.0346369625633815	0.0824486843363164	0.135106157140089	0.0710365925479487	0.0241071755711236	0.113375703224233	0.0255303564655182	0	0.123308395968317	0.12785167506516	0.117152824988949	0.134720441047063	0.154735693529282	0.140680932583097	0.114521606785122	0.0777039269556811	0.0521755440100426	0.0951938552670976	0.0382770064830318	0.083761749595244	0.0553989729002037
