	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.0352241563893357	0.00838252642490891	0.0245261750743897	0.036580095109738	0.0156916244617356	0.116737211597513	0.0246462161624575	0.009833039656249	0.0141265322463303	0.0183073778300952	0.012923889236848	NA	NA	0.0217922075310395	0.0152903065754706	0.0055933033148704	0.0259358680250844	0.0171398096246232	NA
OM2_B_C	0.0352241563893357	0	0.0269516517272861	0.0112705040295838	0.0158052736322544	0.0197294345957832	0.0818120103346501	0.0106002987526726	0.0261998977785992	0.0483725961713251	0.0174309109567759	0.0328301626274996	NA	NA	0.0140932528820907	0.0210990041022747	0.0309813242551122	0.0098726565115283	0.0252884347260438	NA
OM2_C_4A	0.00838252642490891	0.0269516517272861	0	0.0161474971793656	0.0299355650345007	0.00731409395122256	0.108419502257436	0.0163538216418486	0.00461430344385564	0.0222714215993027	0.0106115265626777	0.0136953884147772	NA	NA	0.0139788895797159	0.00847893216440001	0.0059904327532578	0.017560291491185	0.0134114247359577	NA
OM2_C_4B	0.0245261750743897	0.0112705040295838	0.0161474971793656	0	0.0205412684504702	0.00883639893610184	0.092357364501307	0.00244353581904793	0.0163663970750721	0.0381914738984302	0.00865743229371652	0.0247252422692668	NA	NA	0.00687903127057635	0.0122525623890492	0.0209053634503574	0.00143199613122005	0.0185540006715999	NA
OM2_C_4C	0.036580095109738	0.0158052736322544	0.0299355650345007	0.0205412684504702	0	0.0247255136464579	0.0870218439909386	0.0182370924082822	0.0268114347823398	0.0468382717466162	0.0196296297479165	0.0286078163346449	NA	NA	0.0168768644667899	0.0215651747424772	0.0311392027511821	0.0198970214591308	0.0207784339002608	NA
OM2_C_4E	0.0156916244617356	0.0197294345957832	0.00731409395122256	0.00883639893610184	0.0247255136464579	0	0.101142505912857	0.00915220999618561	0.00818943376716118	0.0294291672902562	0.00543011081512396	0.0176437827222049	NA	NA	0.00787920117056437	0.00639859930750294	0.0123210605746274	0.0102470049411811	0.013639151516205	NA
OM2_C_4F	0.116737211597513	0.0818120103346501	0.108419502257436	0.092357364501307	0.0870218439909386	0.101142505912857	0	0.0922585738606198	0.107906229602992	0.129952343049258	0.0991520893608694	0.113686253500274	NA	NA	0.0957576415528285	0.102741483213307	0.112666652861127	0.0909421288175722	0.105748404611463	NA
OM2_C_4G	0.0246462161624575	0.0106002987526726	0.0163538216418486	0.00244353581904793	0.0182370924082822	0.00915220999618561	0.0922585738606198	0	0.015877653835085	0.0379841321038645	0.00746567536280008	0.0235812657404171	NA	NA	0.00494744432673715	0.0112110021684895	0.0205865493863722	0.00260226195066563	0.0169390252839828	NA
OM2_C_4H	0.009833039656249	0.0261998977785992	0.00461430344385564	0.0163663970750721	0.0268114347823398	0.00818943376716118	0.107906229602992	0.015877653835085	0	0.0221862024097825	0.00882313015167686	0.00981550937727445	NA	NA	0.0122932440754516	0.00549139316485696	0.00481074895010081	0.0176639324232807	0.00885562001433781	NA
OM2_C_5A	0.0141265322463303	0.0483725961713251	0.0222714215993027	0.0381914738984302	0.0468382717466162	0.0294291672902562	0.129952343049258	0.0379841321038645	0.0221862024097825	0	0.0309859574968841	0.0184799997624246	NA	NA	0.0344193985772703	0.0274378805177573	0.0174122214489386	0.0395622756479292	0.0260729695642614	NA
OM2_C_5F	0.0183073778300952	0.0174309109567759	0.0106115265626777	0.00865743229371652	0.0196296297479165	0.00543011081512396	0.0991520893608694	0.00746567536280008	0.00882313015167686	0.0309859574968841	0	0.0161440059458976	NA	NA	0.0034927614533707	0.00375400174142424	0.0136324159721641	0.00969371424275043	0.010044035521804	NA
OM2_C_5G	0.012923889236848	0.0328301626274996	0.0136953884147772	0.0247252422692668	0.0286078163346449	0.0176437827222049	0.113686253500274	0.0235812657404171	0.00981550937727445	0.0184799997624246	0.0161440059458976	0	NA	NA	0.0189701222107501	0.0124743204546032	0.00863872199505582	0.0258268272461312	0.00804077288933192	NA
OM2_C_6E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_6F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM2_C_6G	0.0217922075310395	0.0140932528820907	0.0139788895797159	0.00687903127057635	0.0168768644667899	0.00787920117056437	0.0957576415528285	0.00494744432673715	0.0122932440754516	0.0344193985772703	0.0034927614533707	0.0189701222107501	NA	NA	0	0.00701901171794574	0.0171033241072689	0.00750608729758087	0.0120291093496449	NA
OM2_C_6H	0.0152903065754706	0.0210990041022747	0.00847893216440001	0.0122525623890492	0.0215651747424772	0.00639859930750294	0.102741483213307	0.0112110021684895	0.00549139316485696	0.0274378805177573	0.00375400174142424	0.0124743204546032	NA	NA	0.00701901171794574	0	0.0102391645994454	0.0133691510471742	0.00726274161707345	NA
OM2_H_2A	0.0055933033148704	0.0309813242551122	0.0059904327532578	0.0209053634503574	0.0311392027511821	0.0123210605746274	0.112666652861127	0.0205865493863722	0.00481074895010081	0.0174122214489386	0.0136324159721641	0.00863872199505582	NA	NA	0.0171033241072689	0.0102391645994454	0	0.0222468836181976	0.0115735774341736	NA
OM2_H_2B	0.0259358680250844	0.0098726565115283	0.017560291491185	0.00143199613122005	0.0198970214591308	0.0102470049411811	0.0909421288175722	0.00260226195066563	0.0176639324232807	0.0395622756479292	0.00969371424275043	0.0258268272461312	NA	NA	0.00750608729758087	0.0133691510471742	0.0222468836181976	0	0.0194192837994685	NA
OM2_H_2C	0.0171398096246232	0.0252884347260438	0.0134114247359577	0.0185540006715999	0.0207784339002608	0.013639151516205	0.105748404611463	0.0169390252839828	0.00885562001433781	0.0260729695642614	0.010044035521804	0.00804077288933192	NA	NA	0.0120291093496449	0.00726274161707345	0.0115735774341736	0.0194192837994685	0	NA
OM2_H_2F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
